actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-03-03T01:10:37.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-03T01:10:37Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-03-03T01:10:41.7Z,1,REGULAR,jumpball,recovered,[],1629637,,,1610612740,0,0,2022-03-03T01:10:41Z,40000,,,0,,Jump Ball J. Valanciunas vs. D. Sabonis: Tip to J. Hayes,"[1629637, 202685, 1627734]",1610612740.0,NOP,startperiod,J. Hayes,1629637.0,Hayes,J. Hayes,Valanciunas,202685.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-03-03T01:10:55.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,83.65637319316689,50.0,1610612740,2,0,2022-03-03T01:10:59Z,70000,0.0,101.0,1,right,J. Valanciunas 10' floating Jump Shot (2 PTS) (B. Ingram 1 AST),"[202685, 1627742]",1610612740.0,NOP,floating,,,Valanciunas,J. Valanciunas,,,,,10.11,Made,2.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2022-03-03T01:11:13.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.338370565045992,46.32352941176471,1610612758,2,2,2022-03-03T01:11:19Z,90000,18.0,-2.0,1,left,D. Sabonis Layup (2 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,1.85,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M09.00S,2022-03-03T01:11:26.8Z,1,REGULAR,3pt,Jump Shot,[],202685,68.54467805519053,29.901960784313726,1610612740,5,2,2022-03-03T01:11:35Z,100000,-100.0,243.0,1,right,J. Valanciunas 26' 3PT bank (5 PTS) (J. Hayes 1 AST),"[202685, 1629637]",1610612740.0,NOP,bank,,,Valanciunas,J. Valanciunas,,,,,26.31,Made,5.0,J. Hayes,1629637.0,1.0,,,,,,,,,,,,,,
12,PT10M50.00S,2022-03-03T01:11:45.6Z,1,REGULAR,3pt,Jump Shot,[],203084,30.17411300919842,36.51960784313725,1610612758,5,5,2022-03-03T01:11:51Z,120000,67.0,231.0,1,left,H. Barnes 24' 3PT  (3 PTS) (D. Sabonis 1 AST),"[203084, 1627734]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,24.07,Made,3.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,,,,
14,PT10M34.00S,2022-03-03T01:12:01.6Z,1,REGULAR,3pt,Jump Shot,[],1630529,94.69448094612353,96.56862745098039,1610612740,5,5,2022-03-03T01:12:06Z,140000,233.0,-3.0,1,right,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,
15,PT10M32.00S,2022-03-03T01:12:03.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,5,5,2022-03-03T01:12:06Z,150000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M22.00S,2022-03-03T01:12:14.4Z,1,REGULAR,2pt,Jump Shot,[],1628368,20.05584756898817,18.38235294117647,1610612758,5,5,2022-03-03T01:12:19Z,160000,158.0,136.0,1,left,MISS D. Fox 20' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,20.85,Missed,,,,,,,,,,,,,,,,,,
17,PT10M19.00S,2022-03-03T01:12:17.4Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,5,5,2022-03-03T01:12:19Z,170000,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
