actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-01-14T01:10:31.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-14T01:10:31Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-01-14T01:10:34.9Z,1,REGULAR,jumpball,recovered,[],1628404,,,1610612740,0,0,2022-01-14T01:10:34Z,40000,,,0,,Jump Ball J. Valanciunas vs. I. Zubac: Tip to J. Hart,"[1628404, 202685, 1627826]",1610612740.0,NOP,startperiod,J. Hart,1628404.0,Hart,J. Hart,Valanciunas,202685.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2022-01-14T01:10:50.8Z,1,REGULAR,3pt,Jump Shot,[],1628984,27.54599211563732,80.63725490196079,1610612740,0,0,2022-01-14T01:10:56Z,70000,-153.0,206.0,1,left,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2022-01-14T01:10:53.8Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,0,0,2022-01-14T01:10:56Z,80000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M21.00S,2022-01-14T01:11:10.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,83.52496714848883,50.245098039215684,1610612746,0,0,2022-01-14T01:11:19Z,90000,1.0,102.0,1,right,MISS I. Zubac 10' pullup Shot,[1627826],1610612746.0,LAC,pullup,,,Zubac,I. Zubac,,,,,10.24,Missed,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2022-01-14T01:11:13.1Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,0,0,2022-01-14T01:11:19Z,100000,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M12.00S,2022-01-14T01:11:19.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,12.565703022339028,45.34313725490196,1610612740,2,0,2022-01-14T01:11:26Z,110000,23.0,66.0,1,left,J. Valanciunas 6' fadeaway Jump Shot (2 PTS) (J. Hart 1 AST),"[202685, 1628404]",1610612740.0,NOP,fadeaway,,,Valanciunas,J. Valanciunas,,,,,6.96,Made,,,,,2.0,J. Hart,1628404.0,1.0,,,,,,,,,,
13,PT10M56.00S,2022-01-14T01:11:34.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,94.43166885676742,49.01960784313725,1610612746,2,2,2022-01-14T01:12:05Z,130000,-5.0,0.0,1,right,I. Zubac driving DUNK (2 PTS) (R. Jackson 1 AST),"[1627826, 202704]",1610612746.0,LAC,driving,,,Zubac,I. Zubac,,,,,0.49,Made,,,,,2.0,R. Jackson,202704.0,1.0,,,,,,,,,,
15,PT10M36.00S,2022-01-14T01:11:55.5Z,1,REGULAR,2pt,Jump Shot,[],1627742,9.806176084099869,77.45098039215686,1610612740,4,2,2022-01-14T01:13:35Z,150000,-137.0,40.0,1,left,B. Ingram 14' Jump Shot (2 PTS) (H. Jones 1 AST),"[1627742, 1630529]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,14.29,Made,,,,,2.0,H. Jones,1630529.0,1.0,,,,,,,,,,
17,PT10M36.00S,2022-01-14T01:12:00.6Z,1,REGULAR,foul,personal,['1freethrow'],1629599,,,1610612740,4,2,2022-01-14T01:12:08Z,170000,,,0,,A. Coffey shooting personal FOUL (1 PF) (Ingram 1 FT),"[1629599, 1627742]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Ingram,1627742.0,,,,,
19,PT10M36.00S,2022-01-14T01:12:26.8Z,1,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,5,2,2022-01-14T01:12:26Z,190000,,,0,,B. Ingram Free Throw 1 of 1 (3 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
20,PT10M25.00S,2022-01-14T01:12:38.4Z,1,REGULAR,3pt,Jump Shot,[],202694,72.7496714848883,79.16666666666666,1610612746,5,2,2022-01-14T01:13:37Z,200000,146.0,204.0,1,right,MISS M. Morris Sr. 25' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,25.05,Missed,,,,,,,,,,,,,,,,,,
21,PT10M25.00S,2022-01-14T01:12:38.4Z,1,REGULAR,rebound,offensive,[],1629599,,,1610612746,5,2,2022-01-14T01:13:37Z,210000,,,0,,A. Coffey REBOUND (Off:1 Def:0),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,,,
22,PT10M17.00S,2022-01-14T01:12:46.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202704,78.13731931668858,28.431372549019606,1610612746,5,2,2022-01-14T01:14:01Z,220000,-108.0,153.0,1,right,MISS R. Jackson 18' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,18.72,Missed,,,,,,,,,,,,,,,,,,
23,PT10M14.00S,2022-01-14T01:12:49.8Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,5,2,2022-01-14T01:13:41Z,230000,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,
24,PT10M02.00S,2022-01-14T01:13:02.1Z,1,REGULAR,turnover,bad pass,[],202685,,,1610612740,5,2,2022-01-14T01:13:44Z,240000,,,0,,J. Valanciunas bad pass TURNOVER (1 TO),"[202685, 201587]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,1.0,Batum,201587.0,,
25,PT10M02.00S,2022-01-14T01:13:02.1Z,1,REGULAR,steal,,[],201587,,,1610612746,5,2,2022-01-14T01:13:04Z,250000,,,0,,N. Batum STEAL (1 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
26,PT09M58.00S,2022-01-14T01:13:08.6Z,1,REGULAR,turnover,out-of-bounds,[],202694,,,1610612746,5,2,2022-01-14T01:15:53Z,260000,,,0,,M. Morris Sr. lost ball out-of-bounds TURNOVER (1 TO),[202694],1610612746.0,LAC,lost ball,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,1628954.0,,,,,1.0,,,,
27,PT09M49.00S,2022-01-14T01:13:21.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202685,27.283180026281208,76.9607843137255,1610612740,8,2,2022-01-14T01:13:53Z,270000,-135.0,204.0,1,left,J. Valanciunas 24' 3PT  (5 PTS) (D. Graham 1 AST),"[202685, 1628984]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,24.45,Made,,,,,5.0,D. Graham,1628984.0,1.0,,,,,,,,,,
29,PT09M29.00S,2022-01-14T01:13:40.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,79.84559789750328,36.76470588235294,1610612746,8,2,2022-01-14T01:17:38Z,290000,-66.0,137.0,1,right,MISS I. Zubac 15' turnaround Shot,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,15.22,Missed,,,,,,,,,,,,,,,,,,
30,PT09M29.00S,2022-01-14T01:13:40.5Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,8,2,2022-01-14T01:13:56Z,300000,,,0,,J. Valanciunas REBOUND (Off:0 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,29.0,3.0,3.0,0.0,,,,,,,,,,,,,,
31,PT09M23.00S,2022-01-14T01:13:48.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,4.681340341655716,45.34313725490196,1610612740,10,2,2022-01-14T01:18:05Z,310000,23.0,-8.0,1,left,J. Hart running Layup (2 PTS),[1628404],1610612740.0,NOP,running,,,Hart,J. Hart,,,,,2.48,Made,,,,,2.0,,,,,,,,,,,,,
32,PT09M22.00S,2022-01-14T01:13:53.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,10,2,2022-01-14T01:13:53Z,320000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M06.00S,2022-01-14T01:17:01.6Z,1,REGULAR,3pt,Jump Shot,[],1629599,71.96123521681997,19.852941176470587,1610612746,10,2,2022-01-14T01:17:05Z,330000,-151.0,211.0,1,right,MISS A. Coffey 25' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,
34,PT09M03.00S,2022-01-14T01:17:04.6Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,10,2,2022-01-14T01:17:05Z,340000,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT08M47.00S,2022-01-14T01:17:19.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,6.258212877792378,44.6078431372549,1610612740,10,2,2022-01-14T01:17:24Z,350000,27.0,6.0,1,left,MISS D. Graham driving reverse Layup - blocked,"[1628984, 201587]",1610612740.0,NOP,driving reverse,,,Graham,D. Graham,,,,,2.77,Missed,,,,,,,,,,,,,,,,,Batum,201587.0
36,PT08M47.00S,2022-01-14T01:17:19.9Z,1,REGULAR,block,,[],201587,,,1610612740,10,2,2022-01-14T01:17:22Z,360000,,,0,,N. Batum BLOCK (1 BLK),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M44.00S,2022-01-14T01:17:22.9Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,10,2,2022-01-14T01:17:24Z,370000,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,,
38,PT08M32.00S,2022-01-14T01:17:35.2Z,1,REGULAR,2pt,Jump Shot,[],1629599,76.2976346911958,45.588235294117645,1610612746,10,2,2022-01-14T01:17:40Z,380000,-22.0,170.0,1,right,MISS A. Coffey 17' pullup Shot,[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,17.17,Missed,,,,,,,,,,,,,,,,,,
40,PT08M28.00S,2022-01-14T01:17:39.2Z,1,REGULAR,rebound,defensive,[],1628984,,,1610612740,10,2,2022-01-14T01:17:40Z,400000,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT08M17.00S,2022-01-14T01:17:50.3Z,1,REGULAR,2pt,Jump Shot,[],202685,9.674770039421814,70.34313725490196,1610612740,10,2,2022-01-14T01:21:06Z,410000,-102.0,38.0,1,left,MISS J. Valanciunas 10' turnaround fadeaway Shot,[202685],1610612740.0,NOP,turnaround fadeaway,,,Valanciunas,J. Valanciunas,,,,,10.87,Missed,,,,,,,,,,,,,,,,,,
42,PT08M14.00S,2022-01-14T01:17:53.3Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,10,2,2022-01-14T01:17:56Z,420000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
43,PT08M08.00S,2022-01-14T01:17:59.1Z,1,REGULAR,3pt,Jump Shot,[],202694,71.56701708278581,23.03921568627451,1610612746,10,2,2022-01-14T01:18:04Z,430000,-135.0,215.0,1,right,MISS M. Morris Sr. 25' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,
44,PT08M04.00S,2022-01-14T01:18:03.1Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,10,2,2022-01-14T01:18:04Z,440000,,,0,,J. Valanciunas REBOUND (Off:0 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,43.0,4.0,4.0,0.0,,,,,,,,,,,,,,
45,PT07M54.00S,2022-01-14T01:18:12.4Z,1,REGULAR,3pt,Jump Shot,[],1627742,30.436925098554536,71.81372549019608,1610612740,13,2,2022-01-14T01:18:17Z,450000,-109.0,234.0,1,left,B. Ingram 25' 3PT  (6 PTS) (D. Graham 2 AST),"[1627742, 1628984]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,25.78,Made,,,,,6.0,D. Graham,1628984.0,2.0,,,,,,,,,,
47,PT07M40.00S,2022-01-14T01:18:26.9Z,1,REGULAR,3pt,Jump Shot,[],201587,70.77858081471747,73.0392156862745,1610612746,13,2,2022-01-14T01:18:31Z,470000,115.0,222.0,1,right,MISS N. Batum 25' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,25.03,Missed,,,,,,,,,,,,,,,,,,
48,PT07M38.00S,2022-01-14T01:18:28.9Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,13,2,2022-01-14T01:18:31Z,480000,,,0,,J. Valanciunas REBOUND (Off:0 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,47.0,5.0,5.0,0.0,,,,,,,,,,,,,,
49,PT07M21.00S,2022-01-14T01:18:46.0Z,1,REGULAR,2pt,Jump Shot,[],1627742,13.748357424441524,77.94117647058823,1610612740,13,2,2022-01-14T01:21:57Z,490000,-140.0,77.0,1,left,MISS B. Ingram 15' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,15.94,Missed,,,,,,,,,,,,,,,,,,
50,PT07M15.00S,2022-01-14T01:18:52.0Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,13,2,2022-01-14T01:18:53Z,500000,,,0,,A. Coffey REBOUND (Off:1 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,49.0,2.0,1.0,1.0,,,,,,,,,,,,,,
51,PT07M13.00S,2022-01-14T01:18:59.6Z,1,REGULAR,foul,personal,[],1627742,,,1610612746,13,2,2022-01-14T01:19:05Z,510000,,,0,,B. Ingram personal FOUL (1 PF),"[1627742, 201587]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,200832.0,1.0,0.0,Batum,201587.0,,,,,
53,PT07M13.00S,2022-01-14T01:19:05.7Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,13,2,2022-01-14T01:19:11Z,530000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
