actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
17,PT10M32.00S,2022-02-09T01:12:21.8Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,2,5,2022-02-09T01:12:24Z,170000,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,
18,PT10M27.00S,2022-02-09T01:12:25.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628984,94.03745072273325,4.166666666666666,1610612740,2,5,2022-02-09T01:12:30Z,180000,-229.0,4.0,1,right,MISS D. Graham 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M23.00S,2022-02-09T01:12:29.6Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,2,5,2022-02-09T01:12:30Z,190000,,,0,,C. Wood REBOUND (Off:1 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,18.0,2.0,1.0,1.0,,,,,,,,,,,
63,PT10M23.00S,2022-02-09T01:12:36.4Z,1,REGULAR,turnover,out-of-bounds,[],1630224,,,1610612745,2,5,2022-02-09T01:20:35Z,205000,,,0,,J. Green step out-of-bounds TURNOVER (1 TO),[1630224],1610612745.0,HOU,step,,,Green,J. Green,,,,,,,,,,,,,,,200834.0,1.0,,,,,,,,,
22,PT10M05.00S,2022-02-09T01:12:47.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,82.34231274638634,75.24509803921569,1610612740,4,5,2022-02-09T01:19:23Z,220000,126.0,113.0,1,right,B. Ingram 16' turnaround Jump Shot (4 PTS),[1627742],1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,16.97,Made,4.0,,,,,,,,,,,,,,,,,,
23,PT09M48.00S,2022-02-09T01:13:05.0Z,1,REGULAR,3pt,Jump Shot,[],1629645,21.369908015768726,10.53921568627451,1610612745,4,8,2022-02-09T01:13:09Z,230000,197.0,148.0,1,left,K. Porter Jr. 24' 3PT  (3 PTS) (A. Sengun 1 AST),"[1629645, 1630578]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,24.69,Made,3.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,,
25,PT09M35.00S,2022-02-09T01:13:17.4Z,1,REGULAR,3pt,Jump Shot,[],1629637,94.82588699080158,95.09803921568627,1610612740,4,8,2022-02-09T01:13:21Z,250000,225.0,-4.0,1,right,MISS J. Hayes 3PT,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,22.55,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M32.00S,2022-02-09T01:13:20.4Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,4,8,2022-02-09T01:13:21Z,260000,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,
27,PT09M25.00S,2022-02-09T01:13:28.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,7.440867279894875,51.470588235294116,1610612745,4,10,2022-02-09T01:15:24Z,270000,-7.0,17.0,1,left,A. Sengun turnaround Hook (2 PTS) (C. Wood 1 AST),"[1630578, 1626174]",1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,1.89,Made,2.0,C. Wood,1626174.0,1.0,,,,,,,,,,,,,,,
29,PT09M16.00S,2022-02-09T01:13:39.3Z,1,REGULAR,violation,kicked ball,[],1629645,,,1610612740,4,10,2022-02-09T01:13:46Z,290000,,,0,,K. Porter Jr. kicked ball VIOLATION,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,200834.0,,,,,,,,,,
30,PT09M10.00S,2022-02-09T01:13:59.0Z,1,REGULAR,2pt,Jump Shot,[],1627742,93.51182654402102,69.6078431372549,1610612740,4,10,2022-02-09T01:16:58Z,300000,98.0,8.0,1,right,MISS B. Ingram 9' fadeaway Shot,[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,9.84,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M07.00S,2022-02-09T01:14:02.0Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,4,10,2022-02-09T01:14:07Z,310000,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,,,,
32,PT08M55.00S,2022-02-09T01:14:13.9Z,1,REGULAR,3pt,Jump Shot,[],1626174,16.245072273324574,4.6568627450980395,1610612745,4,10,2022-02-09T01:14:18Z,320000,227.0,100.0,1,left,MISS C. Wood 24' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,24.79,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M53.00S,2022-02-09T01:14:15.9Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,4,10,2022-02-09T01:14:18Z,330000,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,
34,PT08M53.00S,2022-02-09T01:14:21.7Z,1,REGULAR,foul,personal,[],1630256,,,1610612740,4,10,2022-02-09T01:18:42Z,340000,,,0,,J. Tate take personal FOUL (1 PF),"[1630256, 1630529]",1610612745.0,HOU,take,,,Tate,J. Tate,,,,,,,,,,,,,,,1627963.0,,1.0,0.0,Jones,1630529.0,,,,,
36,PT08M31.00S,2022-02-09T01:14:56.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629637,91.27792378449409,40.19607843137255,1610612740,4,10,2022-02-09T01:21:53Z,360000,-49.0,29.0,1,right,MISS J. Hayes driving floating Shot - blocked,"[1629637, 1630578]",1610612740.0,NOP,driving floating,,,Hayes,J. Hayes,,,,,5.72,Missed,,,,,,,,,,,,,,,Sengun,1630578.0,,,
37,PT08M31.00S,2022-02-09T01:14:56.3Z,1,REGULAR,block,,[],1630578,,,1610612740,4,10,2022-02-09T01:21:05Z,370000,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M28.00S,2022-02-09T01:14:59.3Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,4,10,2022-02-09T01:15:00Z,380000,,,0,,C. Wood REBOUND (Off:1 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,36.0,3.0,2.0,1.0,,,,,,,,,,,
39,PT08M28.00S,2022-02-09T01:15:06.3Z,1,REGULAR,foul,personal,['2freethrow'],1628984,,,1610612745,4,10,2022-02-09T01:15:15Z,390000,,,0,,D. Graham shooting personal FOUL (1 PF) (Wood 2 FT),"[1628984, 1626174]",1610612740.0,NOP,shooting,,,Graham,D. Graham,,,,,,,,,,,,,,,1627963.0,,1.0,0.0,Wood,1626174.0,,,,,
41,PT08M28.00S,2022-02-09T01:15:22.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1626174,,,1610612745,4,11,2022-02-09T01:15:22Z,410000,,,0,,C. Wood Free Throw 1 of 2 (6 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
42,PT08M28.00S,2022-02-09T01:15:37.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1626174,,,1610612745,4,12,2022-02-09T01:15:37Z,420000,,,0,,C. Wood Free Throw 2 of 2 (7 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
43,PT08M15.00S,2022-02-09T01:15:53.0Z,1,REGULAR,3pt,Jump Shot,[],1628984,71.96123521681997,14.950980392156863,1610612740,4,12,2022-02-09T01:16:00Z,430000,-175.0,211.0,1,right,MISS D. Graham 27' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,27.43,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M08.00S,2022-02-09T01:16:00.0Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,4,12,2022-02-09T01:16:00Z,440000,,,0,,J. Valanciunas REBOUND (Off:1 Def:0),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,43.0,1.0,0.0,1.0,,,,,,,,,,,
45,PT08M08.00S,2022-02-09T01:15:59.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,94.40999984741211,50.0,1610612740,6,12,2022-02-09T01:15:59Z,450000,0.0,0.0,1,right,J. Valanciunas putback Layup (2 PTS),[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
46,PT07M58.00S,2022-02-09T01:16:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,5.601182654402102,52.94117647058824,1610612745,6,14,2022-02-09T01:22:35Z,460000,-15.0,0.0,1,left,J. Tate driving Layup (2 PTS),[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,1.47,Made,2.0,,,,,,,,,,,,,,,,,,
47,PT07M42.00S,2022-02-09T01:16:25.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627742,93.38042049934296,49.754901960784316,1610612740,8,14,2022-02-09T01:16:31Z,470000,-1.0,10.0,1,right,B. Ingram driving DUNK (6 PTS),[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,0.98,Made,6.0,,,,,,,,,,,,,,,,,,
48,PT07M27.00S,2022-02-09T01:16:41.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,6.389618922470433,56.372549019607845,1610612745,8,14,2022-02-09T01:16:45Z,480000,-32.0,8.0,1,left,MISS J. Tate Hook,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,3.28,Missed,,,,,,,,,,,,,,,,,,,
49,PT07M25.00S,2022-02-09T01:16:43.3Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,8,14,2022-02-09T01:16:45Z,490000,,,0,,J. Valanciunas REBOUND (Off:1 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,48.0,2.0,1.0,1.0,,,,,,,,,,,
50,PT07M11.00S,2022-02-09T01:16:57.0Z,1,REGULAR,turnover,bad pass,[],1629637,,,1610612740,8,14,2022-02-09T01:17:02Z,500000,,,0,,J. Hayes bad pass TURNOVER (1 TO),"[1629637, 1630256]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,1.0,,,,,,,Tate,1630256.0,
51,PT07M11.00S,2022-02-09T01:16:57.0Z,1,REGULAR,steal,,[],1630256,,,1610612745,8,14,2022-02-09T01:17:00Z,510000,,,0,,J. Tate STEAL (1 STL),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M05.00S,2022-02-09T01:17:03.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630224,25.18068331143233,8.57843137254902,1610612745,8,14,2022-02-09T01:17:08Z,520000,207.0,184.0,1,left,MISS J. Green 27' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,27.72,Missed,,,,,,,,,,,,,,,,,,,
53,PT07M01.00S,2022-02-09T01:17:07.4Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,8,14,2022-02-09T01:17:08Z,530000,,,0,,H. Jones REBOUND (Off:0 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,52.0,2.0,2.0,0.0,,,,,,,,,,,
54,PT06M54.00S,2022-02-09T01:17:14.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629637,87.99277266754271,48.03921568627451,1610612740,10,14,2022-02-09T01:17:17Z,540000,-10.0,60.0,1,right,J. Hayes 6' floating Jump Shot (2 PTS) (D. Graham 1 AST),"[1629637, 1628984]",1610612740.0,NOP,floating,,,Hayes,J. Hayes,,,,,6.12,Made,2.0,D. Graham,1628984.0,1.0,,,,,,,,,,,,,,,
56,PT06M28.00S,2022-02-09T01:17:39.3Z,1,REGULAR,3pt,Jump Shot,[],1630224,32.802233902759525,40.44117647058824,1610612745,10,14,2022-02-09T01:17:43Z,560000,48.0,256.0,1,left,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,,
57,PT06M26.00S,2022-02-09T01:17:41.3Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,10,14,2022-02-09T01:17:43Z,570000,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,,,,
58,PT06M15.00S,2022-02-09T01:17:53.4Z,1,REGULAR,3pt,Jump Shot,[],1629637,93.38042049934296,96.56862745098039,1610612740,10,14,2022-02-09T01:17:57Z,580000,233.0,10.0,1,right,MISS J. Hayes 3PT,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,23.3,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M11.00S,2022-02-09T01:17:57.4Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,10,14,2022-02-09T01:17:57Z,590000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,
60,PT06M08.00S,2022-02-09T01:18:00.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629645,26.363337713534822,13.725490196078432,1610612745,10,17,2022-02-09T01:24:43Z,600000,181.0,195.0,1,left,K. Porter Jr. 26' 3PT pullup (6 PTS) (J. Green 1 AST),"[1629645, 1630224]",1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,26.65,Made,6.0,J. Green,1630224.0,1.0,,,,,,,,,,,,,,,
62,PT05M58.00S,2022-02-09T01:18:15.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,10,17,2022-02-09T01:18:15Z,620000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M58.00S,2022-02-09T01:20:42.1Z,1,REGULAR,substitution,out,[],1629637,,,1610612740,10,17,2022-02-09T01:21:13Z,630000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M58.00S,2022-02-09T01:20:42.1Z,1,REGULAR,substitution,in,[],1629109,,,1610612740,10,17,2022-02-09T01:21:13Z,640000,,,0,,SUB in: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M51.00S,2022-02-09T01:21:23.2Z,1,REGULAR,3pt,Jump Shot,[],1629109,93.24901445466492,4.411764705882353,1610612740,13,17,2022-02-09T01:21:27Z,650000,-228.0,11.0,1,right,G. Clark 3PT  (3 PTS) (D. Graham 2 AST),"[1629109, 1628984]",1610612740.0,NOP,,,,Clark,G. Clark,,,,,22.82,Made,3.0,D. Graham,1628984.0,2.0,,,,,,,,,,,,,,,
68,PT05M32.00S,2022-02-09T01:21:42.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,16.376478318002626,46.81372549019608,1610612745,13,17,2022-02-09T01:21:54Z,670000,16.0,101.0,1,left,MISS C. Wood 10' Jump Shot,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,10.26,Missed,,,,,,,,,,,,,,,,,,,
69,PT05M21.00S,2022-02-09T01:21:53.7Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612745,13,17,2022-02-09T01:21:53Z,680000,,,0,,C. Wood REBOUND (Off:2 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,68.0,4.0,2.0,2.0,,,,,,,,,,,
70,PT05M20.00S,2022-02-09T01:21:54.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626174,14.011169513797633,49.50980392156863,1610612745,13,19,2022-02-09T01:26:03Z,690000,2.0,79.0,1,left,C. Wood 7' putback Layup (9 PTS),[1626174],1610612745.0,HOU,putback,,,Wood,C. Wood,,,,,7.92,Made,9.0,,,,,,,,,,,,,,,,,,
71,PT05M15.00S,2022-02-09T01:21:58.9Z,1,REGULAR,turnover,bad pass,[],1627742,,,1610612740,13,19,2022-02-09T01:22:02Z,700000,,,0,,B. Ingram bad pass TURNOVER (1 TO),"[1627742, 1626174]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,1.0,,,,,,,Wood,1626174.0,
72,PT05M15.00S,2022-02-09T01:21:58.9Z,1,REGULAR,steal,,[],1626174,,,1610612745,13,19,2022-02-09T01:30:06Z,710000,,,0,,C. Wood STEAL (1 STL),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M05.00S,2022-02-09T01:22:09.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630256,9.280551905387648,49.50980392156863,1610612745,13,19,2022-02-09T01:27:23Z,720000,2.0,35.0,1,left,MISS J. Tate Hook,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,3.48,Missed,,,,,,,,,,,,,,,,,,,
74,PT05M02.00S,2022-02-09T01:22:12.5Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,13,19,2022-02-09T01:31:17Z,730000,,,0,,J. Tate REBOUND (Off:1 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,73.0,2.0,1.0,1.0,,,,,,,,,,,
116,PT05M02.00S,2022-02-09T01:22:16.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630256,6.438896189224705,49.43321078431372,1610612745,13,19,2022-02-09T01:31:27Z,735000,3.0,8.0,1,left,MISS J. Tate tip Layup - blocked,"[1630256, 1627742]",1610612745.0,HOU,tip,,,Tate,J. Tate,,,,,0.85,Missed,,,,,,,,,,,,,,,Ingram,1627742.0,,,
117,PT05M02.00S,2022-02-09T01:22:16.3Z,1,REGULAR,block,,[],1627742,,,1610612745,13,19,2022-02-09T01:31:09Z,737500,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT05M01.00S,2022-02-09T01:22:17.3Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,13,19,2022-02-09T01:31:27Z,738750,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,116.0,3.0,2.0,1.0,,,,,,,,,,,
75,PT04M51.00S,2022-02-09T01:22:23.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,88.91261498028909,49.50980392156863,1610612740,15,19,2022-02-09T01:28:47Z,740000,-2.0,52.0,1,right,J. Valanciunas Hook (4 PTS) (G. Clark 1 AST),"[202685, 1629109]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,5.18,Made,4.0,G. Clark,1629109.0,1.0,,,,,,,,,,,,,,,
77,PT04M28.00S,2022-02-09T01:22:50.0Z,1,REGULAR,foul,personal,['2freethrow'],202685,,,1610612745,15,19,2022-02-09T01:23:02Z,760000,,,0,,J. Valanciunas shooting personal FOUL (1 PF) (Sengun 2 FT),"[202685, 1630578]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,1627963.0,,1.0,0.0,Sengun,1630578.0,,,,,
79,PT04M28.00S,2022-02-09T01:23:24.4Z,1,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,15,20,2022-02-09T01:23:24Z,780000,,,0,,A. Sengun Free Throw 1 of 2 (3 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
80,PT04M28.00S,2022-02-09T01:23:25.2Z,1,REGULAR,substitution,out,[],1628984,,,1610612745,15,20,2022-02-09T01:23:35Z,790000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M28.00S,2022-02-09T01:23:25.2Z,1,REGULAR,substitution,out,[],1630529,,,1610612745,15,20,2022-02-09T01:23:35Z,800000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M28.00S,2022-02-09T01:23:25.2Z,1,REGULAR,substitution,out,[],202685,,,1610612745,15,20,2022-02-09T01:23:35Z,810000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M28.00S,2022-02-09T01:23:25.2Z,1,REGULAR,substitution,out,[],1630256,,,1610612745,15,20,2022-02-09T01:23:35Z,820000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M28.00S,2022-02-09T01:23:25.2Z,1,REGULAR,substitution,in,[],1629637,,,1610612745,15,20,2022-02-09T01:23:35Z,830000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M28.00S,2022-02-09T01:23:25.2Z,1,REGULAR,substitution,in,[],1630530,,,1610612745,15,20,2022-02-09T01:23:35Z,840000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M28.00S,2022-02-09T01:23:25.2Z,1,REGULAR,substitution,in,[],1630631,,,1610612745,15,20,2022-02-09T01:23:35Z,850000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
