actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-04-11T01:47:57.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-04-11T01:47:57Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-04-11T01:47:58.7Z,1,REGULAR,jumpball,recovered,[],1629637,,,1610612740,0,0,2022-04-11T01:47:58Z,40000,,,0,,Jump Ball W. Hernangomez vs. K. Looney: Tip to J. Hayes,"[1629637, 1626195, 1626172]",1610612740.0,NOP,startperiod,J. Hayes,1629637.0,Hayes,J. Hayes,Hernangomez,1626195.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M34.00S,2022-04-11T01:48:22.5Z,1,REGULAR,2pt,Jump Shot,[],1626195,92.85479632063075,78.43137254901961,1610612740,2,0,2022-04-11T01:48:32Z,70000,142.0,15.0,1,right,W. Hernangomez 14' turnaround fadeaway Jump Shot (2 PTS),[1626195],1610612740.0,NOP,turnaround fadeaway,,,Hernangomez,W. Hernangomez,,,,,14.3,Made,2.0,,,,,,,,,,,,,,,,,,
8,PT11M18.00S,2022-04-11T01:48:38.1Z,1,REGULAR,3pt,Jump Shot,[],202691,31.09395532194481,26.47058823529412,1610612744,2,3,2022-04-11T01:48:43Z,80000,118.0,240.0,1,left,K. Thompson 26' 3PT  (3 PTS) (D. Green 1 AST),"[202691, 203110]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,26.71,Made,3.0,D. Green,203110.0,1.0,,,,,,,,,,,,,,,
10,PT11M05.00S,2022-04-11T01:48:50.5Z,1,REGULAR,3pt,Jump Shot,[],1630530,95.22010512483574,95.09803921568627,1610612740,2,3,2022-04-11T01:48:56Z,100000,225.0,-8.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,22.56,Missed,,,,,,,,,,,,,,,,,,,
11,PT11M02.00S,2022-04-11T01:48:53.5Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,2,3,2022-04-11T01:48:56Z,110000,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,
12,PT10M48.00S,2022-04-11T01:49:08.1Z,1,REGULAR,3pt,Jump Shot,[],202691,28.597240473061763,23.774509803921568,1610612744,2,3,2022-04-11T01:49:13Z,120000,131.0,216.0,1,left,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
13,PT10M44.00S,2022-04-11T01:49:12.1Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,2,3,2022-04-11T01:49:13Z,130000,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,
14,PT10M40.00S,2022-04-11T01:49:16.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203468,66.70499342969777,47.05882352941176,1610612740,2,3,2022-04-11T01:49:25Z,140000,-15.0,260.0,1,right,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,,
15,PT10M34.00S,2022-04-11T01:49:22.7Z,1,REGULAR,rebound,offensive,[],1630230,,,1610612740,2,3,2022-04-11T01:49:22Z,150000,,,0,,N. Marshall REBOUND (Off:1 Def:0),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,14.0,1.0,0.0,1.0,,,,,,,,,,,
16,PT10M33.00S,2022-04-11T01:49:24.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630530,77.7431011826544,90.68627450980392,1610612740,2,3,2022-04-11T01:49:31Z,160000,203.0,157.0,1,right,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M28.00S,2022-04-11T01:49:29.3Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,2,3,2022-04-11T01:49:31Z,170000,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,16.0,2.0,2.0,0.0,,,,,,,,,,,
18,PT10M18.00S,2022-04-11T01:49:38.0Z,1,REGULAR,3pt,Jump Shot,[],1629673,26.888961892247043,13.725490196078432,1610612744,2,3,2022-04-11T01:49:43Z,180000,181.0,200.0,1,left,MISS J. Poole 27' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,27.02,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M15.00S,2022-04-11T01:49:41.0Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,2,3,2022-04-11T01:49:43Z,190000,,,0,,N. Marshall REBOUND (Off:1 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,18.0,2.0,1.0,1.0,,,,,,,,,,,
20,PT10M11.00S,2022-04-11T01:49:48.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630230,94.1688567674113,45.83333333333333,1610612740,4,3,2022-04-11T01:50:09Z,200000,-21.0,2.0,1,right,N. Marshall driving Layup (2 PTS),[1630230],1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,2.09,Made,2.0,,,,,,,,,,,,,,,,,,
21,PT10M11.00S,2022-04-11T01:49:52.6Z,1,REGULAR,foul,personal,['1freethrow'],1630541,,,1610612740,4,3,2022-04-11T01:50:01Z,210000,,,0,,M. Moody shooting personal FOUL (1 PF) (Marshall 1 FT),"[1630541, 1630230]",1610612744.0,GSW,shooting,,,Moody,M. Moody,,,,,,,,,,,,,,,1199.0,1.0,0.0,Marshall,1630230.0,,,,,,
23,PT10M11.00S,2022-04-11T01:50:09.8Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630230,,,1610612740,5,3,2022-04-11T01:50:09Z,230000,,,0,,N. Marshall Free Throw 1 of 1 (3 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
24,PT10M01.00S,2022-04-11T01:50:23.3Z,1,REGULAR,turnover,lost ball,[],1629673,,,1610612744,5,3,2022-04-11T01:50:29Z,240000,,,0,,J. Poole lost ball TURNOVER (1 TO),"[1629673, 1626195]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,1.0,Hernangomez,1626195.0,,,
25,PT10M01.00S,2022-04-11T01:50:23.3Z,1,REGULAR,steal,,[],1626195,,,1610612740,5,3,2022-04-11T01:51:30Z,250000,,,0,,W. Hernangomez STEAL (1 STL),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT09M56.00S,2022-04-11T01:50:28.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630530,94.03745072273325,49.754901960784316,1610612740,7,3,2022-04-11T01:50:37Z,260000,-1.0,4.0,1,right,T. Murphy III cutting DUNK (2 PTS) (N. Marshall 1 AST),"[1630530, 1630230]",1610612740.0,NOP,cutting,,,Murphy III,T. Murphy III,,,,,0.37,Made,2.0,N. Marshall,1630230.0,1.0,,,,,,,,,,,,,,,
28,PT09M40.00S,2022-04-11T01:50:44.9Z,1,REGULAR,3pt,Jump Shot,[],202691,7.703679369250986,4.411764705882353,1610612744,7,3,2022-04-11T01:50:49Z,280000,228.0,20.0,1,left,MISS K. Thompson 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,22.88,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M36.00S,2022-04-11T01:50:47.3Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,7,3,2022-04-11T01:50:47Z,290000,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,,
