actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-02-16T01:10:25.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-16T01:10:25Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2022-02-16T01:10:31.5Z,1,REGULAR,jumpball,recovered,[],1626145,,,1610612763,0,0,2022-02-16T01:10:31Z,40000,,,0,,Jump Ball S. Adams vs. J. Valanciunas: Tip to T. Jones,"[1626145, 203500, 202685]",1610612763.0,MEM,startperiod,T. Jones,1626145.0,Jones,T. Jones,Adams,203500.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2022-02-16T01:10:43.1Z,1,REGULAR,3pt,Jump Shot,[],1630217,86.67871222076215,94.85294117647058,1610612763,0,0,2022-02-16T01:10:47Z,70000,224.0,73.0,1,right,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,23.58,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2022-02-16T01:10:47.1Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,0,0,2022-02-16T01:10:47Z,80000,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M21.00S,2022-02-16T01:11:02.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,5.469776609724048,53.18627450980392,1610612740,2,0,2022-02-16T01:11:07Z,90000,-16.0,-1.0,1,left,J. Valanciunas driving Layup (2 PTS),[202685],1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,1.59,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M02.00S,2022-02-16T01:11:21.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203500,94.1688567674113,52.20588235294118,1610612763,2,2,2022-02-16T01:12:20Z,100000,11.0,2.0,1,right,S. Adams driving bank Hook (2 PTS) (J. Jackson Jr. 1 AST),"[203500, 1628991]",1610612763.0,MEM,driving bank,,,Adams,S. Adams,,,,,1.12,Made,,,,,2.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,
12,PT10M44.00S,2022-02-16T01:11:39.7Z,1,REGULAR,2pt,Jump Shot,[],1627742,11.514454664914586,25.98039215686275,1610612740,4,2,2022-02-16T01:11:45Z,120000,120.0,56.0,1,left,B. Ingram 13' pullup Jump Shot (2 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,13.24,Made,,,,,2.0,,,,,,,,,,,,,
13,PT10M32.00S,2022-02-16T01:11:53.0Z,1,REGULAR,3pt,Jump Shot,[],1628991,69.85873850197109,20.588235294117645,1610612763,4,2,2022-02-16T01:11:56Z,130000,-147.0,231.0,1,right,MISS J. Jackson Jr. 27' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,27.37,Missed,,,,,,,,,,,,,,,,,,
14,PT10M28.00S,2022-02-16T01:11:57.0Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,4,2,2022-02-16T01:11:56Z,140000,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,13.0,2.0,2.0,0.0,,,,,,,,,,,,,,
15,PT10M23.00S,2022-02-16T01:12:00.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630529,25.57490144546649,17.647058823529413,1610612740,4,2,2022-02-16T01:12:05Z,150000,162.0,188.0,1,left,MISS H. Jones 24' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,24.8,Missed,,,,,,,,,,,,,,,,,,
