actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
24,PT10M06.00S,2021-12-18T01:12:58.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,5.338370565045992,47.794117647058826,1610612740,2,4,2021-12-18T01:13:02Z,240000,11.0,-2.0,1,left,MISS J. Valanciunas Layup,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,1.12,Missed,,,,,,,,,,,,,,,,,,,
25,PT10M04.00S,2021-12-18T01:13:00.8Z,1,REGULAR,rebound,offensive,[],1628404,,,1610612740,2,4,2021-12-18T01:13:00Z,250000,,,0,,J. Hart REBOUND (Off:1 Def:0),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,24.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
26,PT10M00.00S,2021-12-18T01:13:04.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,5.732588699080158,44.36274509803921,1610612740,4,4,2021-12-18T01:13:09Z,260000,28.0,1.0,1,left,J. Valanciunas Layup (2 PTS) (J. Hart 1 AST),"[202685, 1628404]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,2.82,Made,,,,,2.0,J. Hart,1628404.0,1.0,,,,,,,,,,,
28,PT09M41.00S,2021-12-18T01:13:27.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202326,89.17542706964521,48.529411764705884,1610612749,4,6,2021-12-18T01:13:37Z,280000,-7.0,49.0,1,right,D. Cousins driving floating Jump Shot (6 PTS) (J. Holiday 2 AST),"[202326, 201950]",1610612749.0,MIL,driving floating,,,Cousins,D. Cousins,,,,,4.99,Made,,,,,6.0,J. Holiday,201950.0,2.0,,,,,,,,,,,
30,PT09M41.00S,2021-12-18T01:13:30.6Z,1,REGULAR,foul,personal,['1freethrow'],202685,,,1610612749,4,6,2021-12-18T01:13:39Z,300000,,,0,,J. Valanciunas shooting personal FOUL (1 PF) (Cousins 1 FT),"[202685, 202326]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,202007.0,1.0,0.0,Cousins,202326.0,,,,,,
32,PT09M41.00S,2021-12-18T01:13:48.0Z,1,REGULAR,freethrow,1 of 1,[],202326,,,1610612749,4,7,2021-12-18T01:13:48Z,320000,,,0,,D. Cousins Free Throw 1 of 1 (7 PTS),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
33,PT09M31.00S,2021-12-18T01:14:01.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,4,7,2021-12-18T01:14:01Z,330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M28.00S,2021-12-18T01:14:23.4Z,1,REGULAR,foul,personal,['2freethrow'],202326,,,1610612740,4,7,2021-12-18T01:14:31Z,340000,,,0,,D. Cousins shooting personal FOUL (1 PF) (Jones 2 FT),"[202326, 1630529]",1610612749.0,MIL,shooting,,,Cousins,D. Cousins,,,,,,,,,,,,,,,1146.0,1.0,0.0,Jones,1630529.0,,,,,,
36,PT09M28.00S,2021-12-18T01:14:45.8Z,1,REGULAR,freethrow,1 of 2,[],1630529,,,1610612740,5,7,2021-12-18T01:15:05Z,360000,,,0,,H. Jones Free Throw 1 of 2 (3 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
37,PT09M28.00S,2021-12-18T01:14:45.8Z,1,REGULAR,freethrow,2 of 2,[],1630529,,,1610612740,5,7,2021-12-18T01:15:05Z,370000,,,0,,MISS H. Jones Free Throw 2 of 2,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Missed,,,,,,,,,,,,,,,,,,,
38,PT09M25.00S,2021-12-18T01:14:48.8Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,5,7,2021-12-18T01:15:05Z,380000,,,0,,J. Nwora REBOUND (Off:1 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,37.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
39,PT09M10.00S,2021-12-18T01:15:19.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628960,81.42247043363994,53.431372549019606,1610612749,5,9,2021-12-18T01:15:25Z,390000,17.0,122.0,1,right,G. Allen 12' floating Jump Shot (2 PTS) (D. Cousins 1 AST),"[1628960, 202326]",1610612749.0,MIL,floating,,,Allen,G. Allen,,,,,12.33,Made,,,,,2.0,D. Cousins,202326.0,1.0,,,,,,,,,,,
41,PT08M54.00S,2021-12-18T01:15:42.0Z,1,REGULAR,foul,personal,['2freethrow'],1629670,,,1610612740,5,9,2021-12-18T01:16:00Z,410000,,,0,,J. Nwora shooting personal FOUL (1 PF) (Ingram 2 FT),"[1629670, 1627742]",1610612749.0,MIL,shooting,,,Nwora,J. Nwora,,,,,,,,,,,,,,,1628487.0,1.0,0.0,Ingram,1627742.0,,,,,,
43,PT08M54.00S,2021-12-18T01:16:10.9Z,1,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,6,9,2021-12-18T01:16:10Z,430000,,,0,,B. Ingram Free Throw 1 of 2 (1 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
44,PT08M54.00S,2021-12-18T01:16:26.0Z,1,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,7,9,2021-12-18T01:16:26Z,440000,,,0,,B. Ingram Free Throw 2 of 2 (2 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
45,PT08M39.00S,2021-12-18T01:16:41.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,94.03745072273325,50.98039215686274,1610612749,7,9,2021-12-18T01:16:53Z,450000,5.0,4.0,1,right,MISS G. Allen driving reverse Layup,[1628960],1610612749.0,MIL,driving reverse,,,Allen,G. Allen,,,,,0.6,Missed,,,,,,,,,,,,,,,,,,,
46,PT08M36.00S,2021-12-18T01:16:44.9Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612740,7,9,2021-12-18T01:16:53Z,460000,,,0,,J. Hart REBOUND (Off:1 Def:1),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,45.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
47,PT08M36.00S,2021-12-18T01:16:47.9Z,1,REGULAR,foul,personal,['2freethrow'],202326,,,1610612740,7,9,2021-12-18T01:16:56Z,470000,,,0,,D. Cousins shooting personal FOUL (2 PF) (Jones 2 FT),"[202326, 1630529]",1610612749.0,MIL,shooting,,,Cousins,D. Cousins,,,,,,,,,,,,,,,202007.0,2.0,0.0,Jones,1630529.0,,,,,,
49,PT08M36.00S,2021-12-18T01:17:15.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630529,,,1610612740,8,9,2021-12-18T01:17:15Z,490000,,,0,,H. Jones Free Throw 1 of 2 (4 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
50,PT08M36.00S,2021-12-18T01:17:16.0Z,1,REGULAR,substitution,out,[],202326,,,1610612740,8,9,2021-12-18T01:17:19Z,500000,,,0,,SUB out: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M36.00S,2021-12-18T01:17:16.0Z,1,REGULAR,substitution,in,[],1630572,,,1610612740,8,9,2021-12-18T01:17:19Z,510000,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M36.00S,2021-12-18T01:17:30.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630529,,,1610612740,9,9,2021-12-18T01:17:30Z,520000,,,0,,H. Jones Free Throw 2 of 2 (5 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
53,PT08M22.00S,2021-12-18T01:17:46.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.77463863337714,53.431372549019606,1610612749,9,9,2021-12-18T01:17:52Z,530000,17.0,6.0,1,right,MISS J. Holiday driving Layup - blocked,"[201950, 202685]",1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,1.82,Missed,,,,,,,,,,,,,,Valanciunas,202685.0,,,,
54,PT08M22.00S,2021-12-18T01:17:46.9Z,1,REGULAR,block,,[],202685,,,1610612749,9,9,2021-12-18T01:17:49Z,540000,,,0,,J. Valanciunas BLOCK (1 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT08M22.00S,2021-12-18T01:17:46.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,9,9,2021-12-18T01:17:52Z,550000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,
56,PT08M21.00S,2021-12-18T01:17:53.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,9,9,2021-12-18T01:17:53Z,560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT08M18.00S,2021-12-18T01:18:03.1Z,1,REGULAR,foul,technical,['1freethrow'],202326,,,1610612740,9,9,2021-12-18T01:18:12Z,570000,,,0,,D. Cousins technical FOUL (1 Tech),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,1146.0,2.0,1.0,,,,,,,,
58,PT08M18.00S,2021-12-18T01:18:18.4Z,1,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,10,9,2021-12-18T01:18:18Z,580000,,,0,,B. Ingram technical Free Throw 1 of 1 (3 PTS),[1627742],1610612740.0,NOP,technical,,,Ingram,B. Ingram,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
59,PT08M09.00S,2021-12-18T01:18:37.9Z,1,REGULAR,2pt,Jump Shot,[],1627742,26.363337713534822,50.0,1610612740,10,9,2021-12-18T01:19:12Z,590000,0.0,195.0,1,left,MISS B. Ingram 19' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,19.53,Missed,,,,,,,,,,,,,,,,,,,
60,PT08M06.00S,2021-12-18T01:18:40.9Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,10,9,2021-12-18T01:18:43Z,600000,,,0,,J. Nwora REBOUND (Off:1 Def:2),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,59.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
61,PT07M59.00S,2021-12-18T01:18:47.9Z,1,REGULAR,3pt,Jump Shot,[],1626192,76.16622864651774,10.294117647058822,1610612749,10,9,2021-12-18T01:18:53Z,610000,-199.0,172.0,1,right,MISS P. Connaughton 26' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,26.23,Missed,,,,,,,,,,,,,,,,,,,
62,PT07M54.00S,2021-12-18T01:18:52.9Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,10,9,2021-12-18T01:18:53Z,620000,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,61.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
63,PT07M38.00S,2021-12-18T01:19:08.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,9.280551905387648,50.49019607843137,1610612740,10,9,2021-12-18T01:19:13Z,630000,-2.0,35.0,1,left,MISS J. Valanciunas Hook,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,3.48,Missed,,,,,,,,,,,,,,,,,,,
64,PT07M36.00S,2021-12-18T01:19:10.3Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,10,9,2021-12-18T01:19:10Z,640000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
65,PT07M24.00S,2021-12-18T01:19:22.0Z,1,REGULAR,3pt,Jump Shot,[],1626192,69.85873850197109,76.22549019607843,1610612749,10,9,2021-12-18T01:19:26Z,650000,131.0,231.0,1,right,MISS P. Connaughton 26' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,,
66,PT07M21.00S,2021-12-18T01:19:25.0Z,1,REGULAR,rebound,defensive,[],1628984,,,1610612740,10,9,2021-12-18T01:19:26Z,660000,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
67,PT07M12.00S,2021-12-18T01:19:36.9Z,1,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,10,9,2021-12-18T01:19:45Z,670000,,,0,,H. Jones lost ball out-of-bounds TURNOVER (1 TO),[1630529],1610612740.0,NOP,lost ball,,,Jones,H. Jones,,,,,,,,,,,,,,,202007.0,,,,,,,1.0,,,
68,PT06M59.00S,2021-12-18T01:20:05.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201950,70.51576872536137,23.52941176470588,1610612749,10,9,2021-12-18T01:20:11Z,680000,-132.0,225.0,1,right,MISS J. Holiday 26' step back 3PT,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,26.08,Missed,,,,,,,,,,,,,,,,,,,
69,PT06M54.00S,2021-12-18T01:20:10.3Z,1,REGULAR,rebound,defensive,[],1628984,,,1610612740,10,9,2021-12-18T01:20:40Z,690000,,,0,,D. Graham REBOUND (Off:0 Def:2),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,68.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
70,PT06M44.00S,2021-12-18T01:20:23.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,13.354139290407357,40.931372549019606,1610612740,12,9,2021-12-18T01:20:31Z,700000,45.0,73.0,1,left,B. Ingram 8' Jump Shot (5 PTS) (J. Valanciunas 1 AST),"[1627742, 202685]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,8.59,Made,,,,,5.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,,
72,PT06M44.00S,2021-12-18T01:20:26.4Z,1,REGULAR,foul,personal,['1freethrow'],1630572,,,1610612740,12,9,2021-12-18T01:20:43Z,720000,,,0,,S. Mamukelashvili shooting personal FOUL (1 PF) (Ingram 1 FT),"[1630572, 1627742]",1610612749.0,MIL,shooting,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,1146.0,1.0,0.0,Ingram,1627742.0,,,,,,
74,PT06M44.00S,2021-12-18T01:20:42.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,12,9,2021-12-18T01:20:42Z,740000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M44.00S,2021-12-18T01:23:00.9Z,1,REGULAR,substitution,out,[],1629670,,,1610612740,12,9,2021-12-18T01:23:16Z,750000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M44.00S,2021-12-18T01:23:00.9Z,1,REGULAR,substitution,in,[],203918,,,1610612740,12,9,2021-12-18T01:23:16Z,760000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M44.00S,2021-12-18T01:23:39.7Z,1,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,13,9,2021-12-18T01:23:39Z,770000,,,0,,B. Ingram Free Throw 1 of 1 (6 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
78,PT06M30.00S,2021-12-18T01:23:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,94.1688567674113,53.18627450980392,1610612749,13,11,2021-12-18T01:23:57Z,780000,16.0,2.0,1,right,P. Connaughton cutting Layup (2 PTS) (J. Holiday 3 AST),"[1626192, 201950]",1610612749.0,MIL,cutting,,,Connaughton,P. Connaughton,,,,,1.61,Made,,,,,2.0,J. Holiday,201950.0,3.0,,,,,,,,,,,
80,PT06M12.00S,2021-12-18T01:24:11.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,12.697109067017081,45.09803921568628,1610612740,15,11,2021-12-18T01:24:16Z,800000,25.0,67.0,1,left,J. Valanciunas 7' Hook (4 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,7.12,Made,,,,,4.0,,,,,,,,,,,,,,
81,PT06M02.00S,2021-12-18T01:24:21.8Z,1,REGULAR,3pt,Jump Shot,[],1630572,66.70499342969777,51.470588235294116,1610612749,15,11,2021-12-18T01:24:27Z,810000,7.0,260.0,1,right,MISS S. Mamukelashvili 26' 3PT,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,26.06,Missed,,,,,,,,,,,,,,,,,,,
82,PT05M59.00S,2021-12-18T01:24:24.8Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612740,15,11,2021-12-18T01:24:27Z,820000,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,81.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
83,PT05M57.00S,2021-12-18T01:24:32.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630572,,,1610612740,15,11,2021-12-18T01:24:42Z,830000,,,0,,S. Mamukelashvili personal FOUL (2 PF) (Valanciunas 2 FT),"[1630572, 202685]",1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,1628487.0,2.0,0.0,Valanciunas,202685.0,,,,,,
85,PT05M57.00S,2021-12-18T01:24:57.5Z,1,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,16,11,2021-12-18T01:24:57Z,850000,,,0,,J. Valanciunas Free Throw 1 of 2 (5 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
86,PT05M57.00S,2021-12-18T01:25:03.6Z,1,REGULAR,substitution,out,[],1628984,,,1610612740,16,11,2021-12-18T01:25:14Z,860000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M57.00S,2021-12-18T01:25:03.6Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,16,11,2021-12-18T01:25:14Z,870000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M57.00S,2021-12-18T01:25:03.6Z,1,REGULAR,substitution,in,[],1629638,,,1610612740,16,11,2021-12-18T01:25:14Z,880000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M57.00S,2021-12-18T01:25:03.6Z,1,REGULAR,substitution,in,[],203107,,,1610612740,16,11,2021-12-18T01:25:14Z,890000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M57.00S,2021-12-18T01:25:24.8Z,1,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,17,11,2021-12-18T01:25:24Z,900000,,,0,,J. Valanciunas Free Throw 2 of 2 (6 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
