actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
32,PT09M43.00S,2021-11-23T01:14:23.4Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612750,2,6,2021-11-23T01:14:23Z,320000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,30.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
33,PT09M34.00S,2021-11-23T01:14:32.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201976,7.178055190538765,45.09803921568628,1610612750,2,6,2021-11-23T01:14:40Z,330000,25.0,15.0,1,left,MISS P. Beverley driving Layup,[201976],1610612750.0,MIN,driving,,,Beverley,P. Beverley,,,,,2.87,Missed,,,,,,,,,,,,,,,,,,,
34,PT09M33.00S,2021-11-23T01:14:33.5Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,2,6,2021-11-23T01:14:40Z,340000,,,0,,K. Towns REBOUND (Off:2 Def:0),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,33.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
35,PT09M33.00S,2021-11-23T01:14:39.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1626157,5.590000152587891,50.0,1610612750,2,6,2021-11-23T01:14:43Z,350000,0.0,0.0,1,left,MISS K. Towns putback Layup,[1626157],1610612750.0,MIN,putback,,,Towns,K. Towns,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
36,PT09M33.00S,2021-11-23T01:14:39.2Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,2,6,2021-11-23T01:14:43Z,360000,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
37,PT09M33.00S,2021-11-23T01:14:44.5Z,1,REGULAR,foul,personal,[],201976,,,1610612740,2,6,2021-11-23T01:20:45Z,370000,,,0,,P. Beverley take personal FOUL (1 PF),"[201976, 1627742]",1610612750.0,MIN,take,,,Beverley,P. Beverley,,,,,,,,,,,,1628487.0,1.0,0.0,Ingram,1627742.0,,,,,,,,,
39,PT09M16.00S,2021-11-23T01:15:10.2Z,1,REGULAR,3pt,Jump Shot,[],202066,94.82588699080158,96.07843137254902,1610612740,2,6,2021-11-23T01:15:18Z,390000,230.0,-4.0,1,right,MISS G. Temple 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
40,PT09M14.00S,2021-11-23T01:15:12.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,2,6,2021-11-23T01:15:18Z,400000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,
41,PT09M14.00S,2021-11-23T01:15:16.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,2,6,2021-11-23T01:15:16Z,410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT09M04.00S,2021-11-23T01:15:32.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203107,93.51182654402102,52.450980392156865,1610612740,4,6,2021-11-23T01:23:24Z,420000,12.0,8.0,1,right,T. Satoransky driving reverse Layup (2 PTS) (J. Valanciunas 1 AST),"[203107, 202685]",1610612740.0,NOP,driving reverse,,,Satoransky,T. Satoransky,,,,,1.5,Made,,,,,2.0,,,,,,J. Valanciunas,202685.0,1.0,,,,,,
44,PT08M54.00S,2021-11-23T01:15:42.7Z,1,REGULAR,turnover,lost ball,[],1626157,,,1610612750,4,6,2021-11-23T01:15:53Z,440000,,,0,,K. Towns lost ball TURNOVER (1 TO),"[1626157, 202066]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,1.0,,,Temple,202066.0,
45,PT08M54.00S,2021-11-23T01:15:42.7Z,1,REGULAR,steal,,[],202066,,,1610612740,4,6,2021-11-23T01:17:20Z,450000,,,0,,G. Temple STEAL (1 STL),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M47.00S,2021-11-23T01:15:49.5Z,1,REGULAR,turnover,lost ball,[],202066,,,1610612740,4,6,2021-11-23T01:17:28Z,460000,,,0,,G. Temple lost ball TURNOVER (1 TO),"[202066, 1630162]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,1.0,,,Edwards,1630162.0,
47,PT08M47.00S,2021-11-23T01:15:49.5Z,1,REGULAR,steal,,[],1630162,,,1610612750,4,6,2021-11-23T01:15:51Z,470000,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M41.00S,2021-11-23T01:15:55.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626157,5.469776609724048,51.9607843137255,1610612750,4,8,2021-11-23T01:16:00Z,480000,-10.0,-1.0,1,left,K. Towns driving Layup (8 PTS),[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,0.99,Made,,,,,8.0,,,,,,,,,,,,,,
49,PT08M39.00S,2021-11-23T01:16:03.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,4,8,2021-11-23T01:16:03Z,490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M21.00S,2021-11-23T01:16:47.9Z,1,REGULAR,turnover,bad pass,[],202066,,,1610612740,4,8,2021-11-23T01:29:16Z,500000,,,0,,G. Temple bad pass TURNOVER (2 TO),"[202066, 201976]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,2.0,,,Beverley,201976.0,
51,PT08M21.00S,2021-11-23T01:16:47.9Z,1,REGULAR,steal,,[],201976,,,1610612750,4,8,2021-11-23T01:16:49Z,510000,,,0,,P. Beverley STEAL (1 STL),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M16.00S,2021-11-23T01:16:54.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629020,5.338370565045992,50.73529411764706,1610612750,4,10,2021-11-23T01:16:59Z,520000,-4.0,-2.0,1,left,J. Vanderbilt cutting DUNK (2 PTS) (P. Beverley 1 AST),"[1629020, 201976]",1610612750.0,MIN,cutting,,,Vanderbilt,J. Vanderbilt,,,,,0.44,Made,,,,,2.0,,,,,,P. Beverley,201976.0,1.0,,,,,,
54,PT08M16.00S,2021-11-23T01:16:57.4Z,1,REGULAR,foul,personal,['1freethrow'],1628404,,,1610612750,4,10,2021-11-23T01:17:15Z,540000,,,0,,J. Hart shooting personal FOUL (1 PF) (Vanderbilt 1 FT),"[1628404, 1629020]",1610612740.0,NOP,shooting,,,Hart,J. Hart,,,,,,,,,,,,1628487.0,1.0,0.0,Vanderbilt,1629020.0,,,,,,,,,
56,PT08M16.00S,2021-11-23T01:17:22.6Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629020,,,1610612750,4,11,2021-11-23T01:17:22Z,560000,,,0,,J. Vanderbilt Free Throw 1 of 1 (3 PTS),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
57,PT08M03.00S,2021-11-23T01:17:37.0Z,1,REGULAR,turnover,lost ball,[],1628404,,,1610612740,4,11,2021-11-23T01:17:42Z,570000,,,0,,J. Hart lost ball TURNOVER (1 TO),"[1628404, 1629020]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,1.0,,,Vanderbilt,1629020.0,
58,PT08M03.00S,2021-11-23T01:17:37.0Z,1,REGULAR,steal,,[],1629020,,,1610612750,4,11,2021-11-23T01:17:38Z,580000,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M58.00S,2021-11-23T01:17:43.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,28.203022339027594,18.872549019607842,1610612750,4,11,2021-11-23T01:18:53Z,590000,156.0,213.0,1,left,MISS D. Russell 26' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,,
60,PT07M57.00S,2021-11-23T01:17:44.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,4,11,2021-11-23T01:27:57Z,600000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,
61,PT07M57.00S,2021-11-23T01:17:53.0Z,1,REGULAR,foul,personal,[],1629020,,,1610612740,4,11,2021-11-23T01:27:57Z,610000,,,0,,J. Vanderbilt loose ball personal FOUL (1 PF),"[1629020, 202066]",1610612750.0,MIN,loose ball,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,204059.0,1.0,0.0,Temple,202066.0,,,,,,,,,
64,PT07M38.00S,2021-11-23T01:18:22.7Z,1,REGULAR,3pt,Jump Shot,[],202066,70.90998685939553,18.627450980392158,1610612740,7,11,2021-11-23T01:28:34Z,640000,-157.0,221.0,1,right,G. Temple 27' 3PT  (3 PTS) (J. Hart 1 AST),"[202066, 1628404]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,27.1,Made,,,,,3.0,,,,,,J. Hart,1628404.0,1.0,,,,,,
66,PT07M14.00S,2021-11-23T01:18:46.0Z,1,REGULAR,3pt,Jump Shot,[],201976,25.04927726675427,9.313725490196079,1610612750,7,14,2021-11-23T01:18:56Z,660000,203.0,183.0,1,left,P. Beverley 27' 3PT  (3 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,27.36,Made,,,,,3.0,,,,,,,,,,,,,,
67,PT07M03.00S,2021-11-23T01:18:57.0Z,1,REGULAR,3pt,Jump Shot,[],203107,69.72733245729303,74.01960784313727,1610612740,7,14,2021-11-23T01:19:06Z,670000,120.0,232.0,1,right,MISS T. Satoransky 26' pullup 3PT,[203107],1610612740.0,NOP,pullup,,,Satoransky,T. Satoransky,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
68,PT07M02.00S,2021-11-23T01:18:58.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,7,14,2021-11-23T01:19:06Z,680000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,
69,PT07M02.00S,2021-11-23T01:19:04.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,7,14,2021-11-23T01:19:04Z,690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M48.00S,2021-11-23T01:19:19.3Z,1,REGULAR,3pt,Jump Shot,[],1626157,32.933639947437584,47.549019607843135,1610612750,7,14,2021-11-23T01:19:25Z,700000,12.0,257.0,1,left,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
71,PT06M48.00S,2021-11-23T01:19:19.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,7,14,2021-11-23T01:19:25Z,710000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,
72,PT06M48.00S,2021-11-23T01:19:25.2Z,1,REGULAR,foul,personal,[],1627742,,,1610612750,7,14,2021-11-23T01:19:38Z,720000,,,0,,B. Ingram loose ball personal FOUL (1 PF),"[1627742, 1629020]",1610612740.0,NOP,loose ball,,,Ingram,B. Ingram,,,,,,,,,,,,204059.0,1.0,0.0,Vanderbilt,1629020.0,,,,,,,,,
74,PT06M48.00S,2021-11-23T01:19:38.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,7,14,2021-11-23T01:19:38Z,740000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M48.00S,2021-11-23T01:21:46.2Z,1,REGULAR,substitution,out,[],202066,,,1610612750,7,14,2021-11-23T01:22:07Z,750000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M48.00S,2021-11-23T01:21:46.2Z,1,REGULAR,substitution,out,[],203107,,,1610612750,7,14,2021-11-23T01:22:07Z,760000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M48.00S,2021-11-23T01:21:46.2Z,1,REGULAR,substitution,in,[],1630184,,,1610612750,7,14,2021-11-23T01:22:07Z,770000,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M48.00S,2021-11-23T01:21:46.2Z,1,REGULAR,substitution,in,[],1630529,,,1610612750,7,14,2021-11-23T01:22:07Z,780000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M39.00S,2021-11-23T01:22:32.3Z,1,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,7,14,2021-11-23T01:22:38Z,790000,,,0,,A. Edwards bad pass out-of-bounds TURNOVER (1 TO),[1630162],1610612750.0,MIN,bad pass,,,Edwards,A. Edwards,,,,,,,,,,,,201638.0,,,,,,,,1.0,,,,,
82,PT06M22.00S,2021-11-23T01:22:55.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202685,87.20433639947439,51.470588235294116,1610612740,9,14,2021-11-23T01:23:05Z,800000,7.0,68.0,1,right,J. Valanciunas 6' Hook (4 PTS) (B. Ingram 1 AST),"[202685, 1627742]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,6.82,Made,,,,,4.0,,,,,,B. Ingram,1627742.0,1.0,,,,,,
84,PT06M12.00S,2021-11-23T01:23:05.0Z,1,REGULAR,2pt,Jump Shot,[],1626157,16.507884362680684,75.73529411764706,1610612750,9,16,2021-11-23T01:23:11Z,820000,-129.0,103.0,1,left,K. Towns 16' floating Jump Shot (10 PTS) (D. Russell 2 AST),"[1626157, 1626156]",1610612750.0,MIN,floating,,,Towns,K. Towns,,,,,16.47,Made,,,,,10.0,,,,,,D. Russell,1626156.0,2.0,,,,,,
86,PT05M51.00S,2021-11-23T01:23:26.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,93.24901445466492,54.41176470588235,1610612740,9,16,2021-11-23T01:23:34Z,840000,22.0,11.0,1,right,MISS H. Jones reverse Layup - blocked,"[1630529, 201976]",1610612740.0,NOP,reverse,,,Jones,H. Jones,,,,,2.47,Missed,,,,,,,,,,,,,,,Beverley,201976.0,,,
87,PT05M51.00S,2021-11-23T01:23:26.6Z,1,REGULAR,block,,[],201976,,,1610612740,9,16,2021-11-23T01:23:29Z,850000,,,0,,P. Beverley BLOCK (1 BLK),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M48.00S,2021-11-23T01:23:29.6Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,9,16,2021-11-23T01:23:34Z,860000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,86.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
89,PT05M37.00S,2021-11-23T01:23:40.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,16.376478318002626,48.03921568627451,1610612750,9,16,2021-11-23T01:23:46Z,870000,10.0,101.0,1,left,MISS A. Edwards 10' floating Shot,[1630162],1610612750.0,MIN,floating,,,Edwards,A. Edwards,,,,,10.19,Missed,,,,,,,,,,,,,,,,,,,
90,PT05M36.00S,2021-11-23T01:23:41.9Z,1,REGULAR,rebound,offensive,[],201976,,,1610612750,9,16,2021-11-23T01:23:41Z,880000,,,0,,P. Beverley REBOUND (Off:1 Def:0),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,89.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
