actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
226,PT05M00.00S,2021-10-30T00:23:56.0Z,1,REGULAR,rebound,defensive,[],1630184,,,1610612740,17,20,2021-10-30T00:46:12Z,823750,,,0,,K. Lewis Jr. REBOUND (Off:0 Def:1),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,225.0,1.0,1.0,0.0,,,,,,,,,,
239,PT04M50.00S,2021-10-30T00:24:01.6Z,1,REGULAR,turnover,bad pass,[],1630530,,,1610612740,17,20,2021-10-30T00:47:26Z,826875,,,0,,T. Murphy III bad pass TURNOVER (1 TO),"[1630530, 1630558]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,1.0,Mitchell,1630558.0,,,,,,,,,,,,,,,,,,
240,PT04M50.00S,2021-10-30T00:24:01.6Z,1,REGULAR,steal,,[],1630558,,,1610612758,17,20,2021-10-30T00:47:26Z,828437,,,0,,D. Mitchell STEAL (1 STL),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M44.00S,2021-10-30T00:24:01.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627741,30.404073587385014,81.86274509803921,1610612758,17,23,2021-10-30T01:01:02Z,845000,-159.0,233.0,1,left,B. Hield 28' 3PT running (3 PTS) (D. Mitchell 1 AST),"[1627741, 1630558]",1610612758.0,SAC,running,,,Hield,B. Hield,,,,,,,,,28.25,Made,3.0,,,,,D. Mitchell,1630558.0,1.0,,,,,,,
85,PT04M29.00S,2021-10-30T00:24:24.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630184,91.27792378449409,48.77450980392157,1610612740,19,23,2021-10-30T00:24:31Z,850000,-6.0,29.0,1,right,K. Lewis Jr. driving Layup (2 PTS),[1630184],1610612740.0,NOP,driving,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,3.01,Made,2.0,,,,,,,,,,,,,,
86,PT04M10.00S,2021-10-30T00:24:44.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203458,16.770696452036795,51.225490196078425,1610612758,19,25,2021-10-30T00:24:51Z,860000,-6.0,105.0,1,left,A. Len 10' floating Jump Shot (2 PTS) (H. Barnes 1 AST),"[203458, 203084]",1610612758.0,SAC,floating,,,Len,A. Len,,,,,,,,,10.53,Made,2.0,,,,,H. Barnes,203084.0,1.0,,,,,,,
88,PT03M48.00S,2021-10-30T00:25:06.4Z,1,REGULAR,3pt,Jump Shot,[],1629638,89.83245729303549,95.58823529411765,1610612740,19,25,2021-10-30T00:25:14Z,880000,228.0,43.0,1,right,MISS N. Alexander-Walker 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,23.19,Missed,,,,,,,,,,,,,,,
89,PT03M43.00S,2021-10-30T00:25:11.4Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,19,25,2021-10-30T00:25:14Z,890000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,,
92,PT03M40.00S,2021-10-30T00:25:18.5Z,1,REGULAR,foul,personal,[],1630184,,,1610612758,19,25,2021-10-30T00:25:30Z,900000,,,0,,K. Lewis Jr. personal FOUL (1 PF),"[1630184, 203084]",1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,203591.0,,,,,,,,,,,1.0,0.0,Barnes,203084.0,,,
96,PT03M30.00S,2021-10-30T00:25:52.0Z,1,REGULAR,foul,offensive,[],1627741,,,1610612758,19,25,2021-10-30T00:50:03Z,940000,,,0,,B. Hield offensive FOUL (1 PF),"[1627741, 1630530]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,202901.0,,,,,,,,,,,1.0,0.0,Murphy III,1630530.0,,,
101,PT03M30.00S,2021-10-30T00:25:52.0Z,1,REGULAR,turnover,offensive foul,[],1627741,,,1610612758,19,25,2021-10-30T00:50:03Z,960000,,,0,,B. Hield offensive foul TURNOVER (1 TO),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,1.0,,,202901.0,,,,,,,,,,,,,,,,,
103,PT03M30.00S,2021-10-30T00:26:09.9Z,1,REGULAR,substitution,out,[],202685,,,1610612740,19,25,2021-10-30T00:26:30Z,980000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M30.00S,2021-10-30T00:26:09.9Z,1,REGULAR,substitution,in,[],1629637,,,1610612740,19,25,2021-10-30T00:26:30Z,990000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M30.00S,2021-10-30T00:26:09.9Z,1,REGULAR,substitution,in,[],1627742,,,1610612740,19,25,2021-10-30T00:26:30Z,1000000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M30.00S,2021-10-30T00:26:09.9Z,1,REGULAR,substitution,out,[],1629638,,,1610612740,19,25,2021-10-30T00:51:09Z,1005000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M13.00S,2021-10-30T00:26:31.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630184,83.39356110381078,33.57843137254902,1610612740,19,25,2021-10-30T00:26:40Z,1010000,-82.0,104.0,1,right,MISS K. Lewis Jr. 13' floating Shot - blocked,"[1630184, 203458]",1610612740.0,NOP,floating,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,13.22,Missed,,,,,,,,,,,,,Len,203458.0,
280,PT03M13.00S,2021-10-30T00:26:31.5Z,1,REGULAR,block,,[],203458,,,1610612740,19,25,2021-10-30T00:52:29Z,1015000,,,0,,A. Len BLOCK (1 BLK),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M09.00S,2021-10-30T00:26:35.5Z,1,REGULAR,rebound,defensive,[],203458,,,1610612758,19,25,2021-10-30T00:52:29Z,1020000,,,0,,A. Len REBOUND (Off:0 Def:1),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,106.0,1.0,1.0,0.0,,,,,,,,,,
109,PT03M04.00S,2021-10-30T00:26:39.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203458,6.915243101182654,52.450980392156865,1610612758,19,27,2021-10-30T00:26:47Z,1040000,-12.0,13.0,1,left,A. Len cutting DUNK (4 PTS) (B. Hield 1 AST),"[203458, 1627741]",1610612758.0,SAC,cutting,,,Len,A. Len,,,,,,,,,1.75,Made,4.0,,,,,B. Hield,1627741.0,1.0,,,,,,,
111,PT02M53.00S,2021-10-30T00:26:50.9Z,1,REGULAR,3pt,Jump Shot,[],1629637,66.17936925098554,51.470588235294116,1610612740,19,27,2021-10-30T00:26:56Z,1060000,7.0,265.0,1,right,MISS J. Hayes 26' 3PT,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,26.55,Missed,,,,,,,,,,,,,,,
112,PT02M49.00S,2021-10-30T00:26:54.9Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612758,19,27,2021-10-30T00:26:56Z,1070000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,
113,PT02M42.00S,2021-10-30T00:27:02.9Z,1,REGULAR,3pt,Jump Shot,[],1630558,30.56833114323259,28.921568627450984,1610612758,19,27,2021-10-30T00:27:10Z,1080000,105.0,235.0,1,left,MISS D. Mitchell 25' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,25.74,Missed,,,,,,,,,,,,,,,
114,PT02M36.00S,2021-10-30T00:27:08.9Z,1,REGULAR,rebound,defensive,[],1630184,,,1610612740,19,27,2021-10-30T00:27:10Z,1090000,,,0,,K. Lewis Jr. REBOUND (Off:0 Def:2),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,113.0,2.0,2.0,0.0,,,,,,,,,,
115,PT02M23.00S,2021-10-30T00:27:20.3Z,1,REGULAR,2pt,Jump Shot,[],1629637,77.7431011826544,51.71568627450981,1610612740,19,27,2021-10-30T00:27:26Z,1100000,9.0,157.0,1,right,MISS J. Hayes 15' Jump Shot,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,15.69,Missed,,,,,,,,,,,,,,,
116,PT02M19.00S,2021-10-30T00:27:24.3Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,19,27,2021-10-30T00:27:26Z,1110000,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,115.0,2.0,2.0,0.0,,,,,,,,,,
117,PT02M15.00S,2021-10-30T00:27:29.0Z,1,REGULAR,2pt,Jump Shot,[],1628368,18.347568988173457,69.6078431372549,1610612758,19,29,2021-10-30T00:36:07Z,1120000,-98.0,120.0,1,left,D. Fox 15' pullup Jump Shot (7 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,,,,,15.49,Made,7.0,,,,,,,,,,,,,,
118,PT02M14.00S,2021-10-30T00:27:51.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,19,29,2021-10-30T00:27:55Z,1130000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M14.00S,2021-10-30T00:29:43.8Z,1,REGULAR,substitution,out,[],203458,,,1610612740,19,29,2021-10-30T00:30:30Z,1150000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M14.00S,2021-10-30T00:29:43.8Z,1,REGULAR,substitution,out,[],203084,,,1610612740,19,29,2021-10-30T00:30:30Z,1160000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M14.00S,2021-10-30T00:29:43.8Z,1,REGULAR,substitution,in,[],1628984,,,1610612740,19,29,2021-10-30T00:30:30Z,1170000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M14.00S,2021-10-30T00:29:43.8Z,1,REGULAR,substitution,in,[],1626158,,,1610612740,19,29,2021-10-30T00:30:30Z,1180000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M14.00S,2021-10-30T00:29:43.8Z,1,REGULAR,substitution,in,[],203090,,,1610612740,19,29,2021-10-30T00:30:30Z,1190000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M14.00S,2021-10-30T00:29:43.8Z,1,REGULAR,substitution,out,[],1630184,,,1610612740,19,29,2021-10-30T00:54:50Z,1195000,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M56.00S,2021-10-30T00:30:51.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,82.9993429697766,56.61764705882353,1610612740,21,29,2021-10-30T00:30:59Z,1200000,33.0,107.0,1,right,B. Ingram 11' pullup Jump Shot (8 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,,,11.23,Made,8.0,,,,,,,,,,,,,,
126,PT01M41.00S,2021-10-30T00:31:07.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,7.5722733245729295,56.372549019607845,1610612758,21,31,2021-10-30T00:31:13Z,1210000,-32.0,19.0,1,left,D. Fox driving Layup (9 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,,,,,3.7,Made,9.0,,,,,,,,,,,,,,
127,PT01M28.00S,2021-10-30T00:31:21.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,95.74572930354796,53.67647058823529,1610612740,21,31,2021-10-30T00:59:09Z,1220000,18.0,-13.0,1,right,MISS J. Hart driving Layup,[1628404],1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,,,,,2.22,Missed,,,,,,,,,,,,,,,
130,PT01M27.00S,2021-10-30T00:31:22.5Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612740,21,31,2021-10-30T00:59:09Z,1230000,,,0,,J. Hayes REBOUND (Off:1 Def:0),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,127.0,1.0,0.0,1.0,,,,,,,,,,
131,PT01M27.00S,2021-10-30T00:31:30.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629637,94.40999984741211,50.0,1610612740,21,31,2021-10-30T00:59:32Z,1240000,0.0,0.0,1,right,MISS J. Hayes tip Layup,[1629637],1610612740.0,NOP,tip,,,Hayes,J. Hayes,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,
132,PT01M26.00S,2021-10-30T00:31:31.0Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612740,21,31,2021-10-30T00:59:32Z,1250000,,,0,,J. Hayes REBOUND (Off:2 Def:0),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,131.0,2.0,0.0,2.0,,,,,,,,,,
133,PT01M26.00S,2021-10-30T00:31:34.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629637,94.40999984741211,50.0,1610612740,23,31,2021-10-30T00:59:41Z,1260000,0.0,0.0,1,right,J. Hayes putback Layup (2 PTS),[1629637],1610612740.0,NOP,putback,,,Hayes,J. Hayes,,,,,,,,,0.0,Made,2.0,,,,,,,,,,,,,,
134,PT01M04.00S,2021-10-30T00:31:43.5Z,1,REGULAR,2pt,Jump Shot,[],1627741,24.26084099868594,20.588235294117645,1610612758,23,33,2021-10-30T00:43:09Z,1270000,147.0,176.0,1,left,B. Hield 22' pullup Jump Shot (5 PTS) (D. Fox 2 AST),"[1627741, 1628368]",1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,,,,,22.91,Made,5.0,,,,,D. Fox,1628368.0,2.0,,,,,,,
136,PT00M49.60S,2021-10-30T00:31:59.7Z,1,REGULAR,2pt,Jump Shot,[],1627742,88.78120893561103,84.06862745098039,1610612740,23,33,2021-10-30T00:42:29Z,1290000,170.0,53.0,1,right,MISS B. Ingram 17' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,,,17.84,Missed,,,,,,,,,,,,,,,
137,PT00M46.80S,2021-10-30T00:32:02.5Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,23,33,2021-10-30T00:32:04Z,1300000,,,0,,R. Holmes REBOUND (Off:0 Def:1),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,136.0,1.0,1.0,0.0,,,,,,,,,,
138,PT00M30.50S,2021-10-30T00:32:19.0Z,1,REGULAR,2pt,Jump Shot,[],1628368,21.369908015768726,43.872549019607845,1610612758,23,33,2021-10-30T00:44:25Z,1310000,31.0,148.0,1,left,MISS D. Fox 15' fadeaway Shot,[1628368],1610612758.0,SAC,fadeaway,,,Fox,D. Fox,,,,,,,,,15.15,Missed,,,,,,,,,,,,,,,
139,PT00M27.20S,2021-10-30T00:32:22.3Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612740,23,33,2021-10-30T00:32:27Z,1320000,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,
141,PT00M04.80S,2021-10-30T00:32:45.6Z,1,REGULAR,3pt,Jump Shot,[],1628984,72.09264126149803,77.20588235294117,1610612740,26,33,2021-10-30T00:32:52Z,1330000,136.0,210.0,1,right,D. Graham 25' 3PT pullup (3 PTS),[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,,,,,25.0,Made,3.0,,,,,,,,,,,,,,
142,PT00M00.50S,2021-10-30T00:33:05.7Z,1,REGULAR,3pt,Jump Shot,[],1628368,27.94021024967148,80.3921568627451,1610612758,26,33,2021-10-30T00:33:39Z,1340000,-152.0,210.0,1,left,MISS D. Fox 25' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,25.93,Missed,,,,,,,,,,,,,,,
143,PT00M00.10S,2021-10-30T00:33:06.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,26,33,2021-10-30T00:33:39Z,1350000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,142.0,,,,,,,,,,,,,
144,PT00M00.00S,2021-10-30T00:33:47.8Z,1,REGULAR,period,end,[],0,,,1610612758,26,33,2021-10-30T00:33:47Z,1360000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-10-30T00:34:07.5Z,2,REGULAR,substitution,out,['startperiod'],1630530,,,1610612758,26,33,2021-10-30T00:35:44Z,1370000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-10-30T00:34:07.5Z,2,REGULAR,substitution,out,['startperiod'],1628368,,,1610612758,26,33,2021-10-30T00:35:44Z,1380000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2021-10-30T00:34:07.5Z,2,REGULAR,substitution,in,['startperiod'],1630230,,,1610612758,26,33,2021-10-30T00:35:44Z,1390000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2021-10-30T00:34:07.5Z,2,REGULAR,substitution,in,['startperiod'],1630169,,,1610612758,26,33,2021-10-30T00:35:44Z,1400000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2021-10-30T00:35:45.6Z,2,REGULAR,period,start,[],0,,,1610612740,26,33,2021-10-30T00:35:45Z,1410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M43.00S,2021-10-30T00:36:01.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,94.69448094612353,44.11764705882353,1610612740,26,33,2021-10-30T00:46:21Z,1420000,-29.0,-3.0,1,right,MISS B. Ingram driving Layup,[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,,,,,2.95,Missed,,,,,,,,,,,,,,,
155,PT11M41.00S,2021-10-30T00:36:03.0Z,2,REGULAR,rebound,offensive,[],1629637,,,1610612740,26,33,2021-10-30T01:00:15Z,1430000,,,0,,J. Hayes REBOUND (Off:3 Def:0),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,152.0,3.0,0.0,3.0,,,,,,,,,,
156,PT11M41.00S,2021-10-30T00:36:08.7Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629637,94.40999984741211,50.0,1610612740,28,33,2021-10-30T01:00:23Z,1440000,0.0,0.0,1,right,J. Hayes putback DUNK (4 PTS),[1629637],1610612740.0,NOP,putback,,,Hayes,J. Hayes,,,,,,,,,0.0,Made,4.0,,,,,,,,,,,,,,
157,PT11M29.00S,2021-10-30T00:36:15.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,8.623521681997373,58.82352941176471,1610612758,28,33,2021-10-30T00:47:59Z,1450000,-44.0,29.0,1,left,MISS D. Mitchell driving Layup - blocked,"[1630558, 1629637]",1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,,,,,5.26,Missed,,,,,,,,,,,,,Hayes,1629637.0,
158,PT11M29.00S,2021-10-30T00:36:15.0Z,2,REGULAR,block,,[],1629637,,,1610612758,28,33,2021-10-30T00:36:27Z,1460000,,,0,,J. Hayes BLOCK (1 BLK),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M24.00S,2021-10-30T00:36:20.0Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,28,33,2021-10-30T00:36:31Z,1470000,,,0,,J. Hayes REBOUND (Off:3 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,157.0,4.0,1.0,3.0,,,,,,,,,,
160,PT11M24.00S,2021-10-30T00:36:48.9Z,2,REGULAR,3pt,Jump Shot,[],1628984,67.7562417871222,59.80392156862745,1610612740,28,33,2021-10-30T00:37:06Z,1480000,49.0,251.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,25.53,Missed,,,,,,,,,,,,,,,
161,PT11M24.00S,2021-10-30T00:36:48.9Z,2,REGULAR,rebound,offensive,[],1630230,,,1610612740,28,33,2021-10-30T00:37:06Z,1490000,,,0,,N. Marshall REBOUND (Off:1 Def:0),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,160.0,1.0,0.0,1.0,,,,,,,,,,
162,PT11M24.00S,2021-10-30T00:37:08.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630230,93.51182654402102,46.568627450980394,1610612740,30,33,2021-10-30T00:37:18Z,1500000,-17.0,8.0,1,right,N. Marshall putback Layup (2 PTS),[1630230],1610612740.0,NOP,putback,,,Marshall,N. Marshall,,,,,,,,,1.92,Made,2.0,,,,,,,,,,,,,,
163,PT11M24.00S,2021-10-30T00:37:24.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,30,33,2021-10-30T00:37:24Z,1510000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M05.00S,2021-10-30T00:39:37.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626158,5.995400788436268,52.20588235294118,1610612758,30,35,2021-10-30T00:50:17Z,1520000,-11.0,4.0,1,left,R. Holmes alley-oop DUNK (8 PTS) (T. Haliburton 4 AST),"[1626158, 1630169]",1610612758.0,SAC,alley-oop,,,Holmes,R. Holmes,,,,,,,,,1.17,Made,8.0,,,,,T. Haliburton,1630169.0,4.0,,,,,,,
167,PT10M44.00S,2021-10-30T00:39:58.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.77463863337714,57.35294117647059,1610612740,32,35,2021-10-30T00:51:22Z,1540000,37.0,6.0,1,right,J. Hart driving Layup (2 PTS),[1628404],1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,,,,,3.73,Made,2.0,,,,,,,,,,,,,,
169,PT10M29.00S,2021-10-30T00:40:17.2Z,2,REGULAR,foul,offensive,[],1626158,,,1610612758,32,35,2021-10-30T00:52:31Z,1560000,,,0,,R. Holmes offensive FOUL (1 PF),"[1626158, 1628404]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,203591.0,,,,,,,,,,,1.0,0.0,Hart,1628404.0,,,
171,PT10M29.00S,2021-10-30T00:40:17.2Z,2,REGULAR,turnover,offensive foul,[],1626158,,,1610612758,32,35,2021-10-30T00:52:31Z,1580000,,,0,,R. Holmes offensive foul TURNOVER (1 TO),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,1.0,,,203591.0,,,,,,,,,,,,,,,,,
172,PT10M29.00S,2021-10-30T00:40:42.6Z,2,REGULAR,substitution,out,[],1626158,,,1610612740,32,35,2021-10-30T00:40:46Z,1590000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M29.00S,2021-10-30T00:40:42.6Z,2,REGULAR,substitution,in,[],203458,,,1610612740,32,35,2021-10-30T00:40:46Z,1600000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M14.00S,2021-10-30T00:40:52.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629637,94.1688567674113,48.03921568627451,1610612740,34,35,2021-10-30T00:55:04Z,1610000,-10.0,2.0,1,right,J. Hayes cutting DUNK (6 PTS) (B. Ingram 1 AST),"[1629637, 1627742]",1610612740.0,NOP,cutting,,,Hayes,J. Hayes,,,,,,,,,1.01,Made,6.0,,,,,B. Ingram,1627742.0,1.0,,,,,,,
176,PT09M58.00S,2021-10-30T00:41:07.6Z,2,REGULAR,3pt,Jump Shot,[],203090,5.469776609724048,94.11764705882352,1610612758,34,35,2021-10-30T00:41:23Z,1630000,-221.0,-1.0,1,left,MISS M. Harkless 3PT,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,22.06,Missed,,,,,,,,,,,,,,,
177,PT09M55.00S,2021-10-30T00:41:11.0Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,34,35,2021-10-30T00:41:11Z,1640000,,,0,,J. Hayes REBOUND (Off:3 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,176.0,5.0,2.0,3.0,,,,,,,,,,
178,PT09M48.00S,2021-10-30T00:41:18.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,89.83245729303549,53.431372549019606,1610612740,34,35,2021-10-30T00:56:56Z,1650000,17.0,43.0,1,right,MISS B. Ingram driving Layup,[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,,,,,4.64,Missed,,,,,,,,,,,,,,,
179,PT09M45.00S,2021-10-30T00:41:21.1Z,2,REGULAR,rebound,defensive,[],203090,,,1610612758,34,35,2021-10-30T00:41:25Z,1660000,,,0,,M. Harkless REBOUND (Off:0 Def:3),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,178.0,3.0,3.0,0.0,,,,,,,,,,
