actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
537,PT06M10.00S,2022-02-18T02:59:52.0Z,4,REGULAR,substitution,in,[],1627742,,,1610612740,102,115,2022-02-18T02:59:57Z,5330000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT06M10.00S,2022-02-18T03:00:10.5Z,4,REGULAR,freethrow,1 of 1,[],203468,,,1610612740,102,115,2022-02-18T03:00:23Z,5340000,,,0,,MISS C. McCollum Free Throw 1 of 1,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,Missed,,,,,,,,,,,,,
539,PT06M01.00S,2022-02-18T03:00:19.5Z,4,REGULAR,rebound,defensive,[],1627827,,,1610612742,102,115,2022-02-18T03:00:23Z,5350000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,538.0,2.0,2.0,0.0,,,,,,,,,
540,PT05M58.00S,2022-02-18T03:00:22.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,87.46714848883047,37.00980392156863,1610612742,102,115,2022-02-18T03:01:29Z,5360000,-65.0,65.0,1,right,MISS L. Doncic 9' step back bank Shot,[1629029],1610612742.0,DAL,step back bank,,,Doncic,L. Doncic,,,,,,,,,,,9.21,Missed,,,,,,,,,,,,,
541,PT05M55.00S,2022-02-18T03:00:25.3Z,4,REGULAR,rebound,defensive,[],1630529,,,1610612740,102,115,2022-02-18T03:00:29Z,5370000,,,0,,H. Jones REBOUND (Off:3 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,540.0,5.0,2.0,3.0,,,,,,,,,
542,PT05M51.00S,2022-02-18T03:00:28.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630529,5.469776609724048,52.94117647058824,1610612740,104,115,2022-02-18T03:00:35Z,5380000,-15.0,-1.0,1,left,H. Jones driving Layup (5 PTS),[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,,,,,,,1.47,Made,,,,,5.0,,,,,,,,
543,PT05M32.00S,2022-02-18T03:00:47.4Z,4,REGULAR,3pt,Jump Shot,[],1627827,88.64980289093299,97.79411764705883,1610612742,104,115,2022-02-18T03:00:51Z,5390000,239.0,54.0,1,right,MISS D. Finney-Smith 24' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,24.51,Missed,,,,,,,,,,,,,
544,PT05M29.00S,2022-02-18T03:00:50.4Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,104,115,2022-02-18T03:00:51Z,5400000,,,0,,J. Valanciunas REBOUND (Off:4 Def:11),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,543.0,15.0,11.0,4.0,,,,,,,,,
545,PT05M22.00S,2022-02-18T03:00:57.0Z,4,REGULAR,2pt,Jump Shot,[],203468,8.229303547963205,30.88235294117647,1610612740,106,115,2022-02-18T03:04:31Z,5410000,96.0,25.0,1,left,C. McCollum 9' driving floating bank Jump Shot (32 PTS),[203468],1610612740.0,NOP,driving floating bank,,,McCollum,C. McCollum,,,,,,,,,,,9.88,Made,,,,,32.0,,,,,,,,
546,PT05M06.00S,2022-02-18T03:01:13.7Z,4,REGULAR,3pt,Jump Shot,[],1628467,68.9388961892247,32.59803921568628,1610612742,106,118,2022-02-18T03:01:20Z,5420000,-87.0,239.0,1,right,M. Kleber 25' 3PT  (19 PTS) (D. Bertans 1 AST),"[1628467, 202722]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,25.48,Made,,,,,19.0,,,,,D. Bertans,202722.0,1.0,
548,PT04M45.00S,2022-02-18T03:01:34.8Z,4,REGULAR,3pt,Jump Shot,[],203468,23.73521681997372,14.950980392156863,1610612740,109,118,2022-02-18T03:01:38Z,5440000,175.0,171.0,1,left,C. McCollum 24' 3PT  (35 PTS) (B. Ingram 8 AST),"[203468, 1627742]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,24.45,Made,,,,,35.0,,,,,B. Ingram,1627742.0,8.0,
550,PT04M30.00S,2022-02-18T03:01:50.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,91.27792378449409,36.029411764705884,1610612742,109,118,2022-02-18T03:02:16Z,5460000,-70.0,29.0,1,right,MISS L. Doncic 7' driving floating bank Shot,[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,,,,,,,7.59,Missed,,,,,,,,,,,,,
551,PT04M27.00S,2022-02-18T03:01:53.1Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,109,118,2022-02-18T03:01:54Z,5470000,,,0,,J. Valanciunas REBOUND (Off:4 Def:12),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,550.0,16.0,12.0,4.0,,,,,,,,,
552,PT04M23.00S,2022-02-18T03:01:57.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,7.966491458607096,51.225490196078425,1610612740,111,118,2022-02-18T03:02:35Z,5480000,-6.0,22.0,1,left,H. Jones driving Layup (7 PTS),[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,,,,,,,2.32,Made,,,,,7.0,,,,,,,,
553,PT04M23.00S,2022-02-18T03:02:09.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,111,118,2022-02-18T03:02:09Z,5490000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT04M23.00S,2022-02-18T03:03:46.7Z,4,REGULAR,substitution,out,[],202722,,,1610612742,111,118,2022-02-18T03:04:31Z,5500000,,,0,,SUB out: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT04M23.00S,2022-02-18T03:03:46.7Z,4,REGULAR,substitution,in,[],203915,,,1610612742,111,118,2022-02-18T03:04:31Z,5510000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT04M03.00S,2022-02-18T03:05:13.6Z,4,REGULAR,3pt,Jump Shot,[],1628467,70.25295663600527,24.019607843137255,1610612742,111,118,2022-02-18T03:05:19Z,5520000,-130.0,227.0,1,right,MISS M. Kleber 26' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,26.16,Missed,,,,,,,,,,,,,
557,PT04M00.00S,2022-02-18T03:05:16.6Z,4,REGULAR,rebound,defensive,[],1627742,,,1610612740,111,118,2022-02-18T03:05:19Z,5530000,,,0,,B. Ingram REBOUND (Off:0 Def:4),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,556.0,4.0,4.0,0.0,,,,,,,,,
558,PT03M42.00S,2022-02-18T03:05:35.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,17.95335085413929,37.99019607843137,1610612740,111,118,2022-02-18T03:06:02Z,5540000,60.0,116.0,1,left,MISS B. Ingram 13' turnaround Shot,[1627742],1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,,,,,,,13.09,Missed,,,,,,,,,,,,,
559,PT03M38.00S,2022-02-18T03:05:39.4Z,4,REGULAR,rebound,offensive,[],1627742,,,1610612740,111,118,2022-02-18T03:05:40Z,5550000,,,0,,B. Ingram REBOUND (Off:1 Def:4),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,558.0,5.0,4.0,1.0,,,,,,,,,
560,PT03M36.00S,2022-02-18T03:05:39.9Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1627742,20.581471747700395,47.794117647058826,1610612740,113,118,2022-02-18T03:06:44Z,5560000,11.0,141.0,1,left,B. Ingram 14' pullup Jump Shot (12 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,,,,,14.14,Made,,,,,12.0,,,,,,,,
561,PT03M21.00S,2022-02-18T03:05:55.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,94.30026281208936,53.67647058823529,1610612742,113,120,2022-02-18T03:05:59Z,5570000,18.0,1.0,1,right,L. Doncic driving Layup (49 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,,,,,,,1.84,Made,,,,,49.0,,,,,,,,
562,PT02M57.00S,2022-02-18T03:06:19.5Z,4,REGULAR,turnover,lost ball,[],203468,,,1610612740,113,120,2022-02-18T03:06:23Z,5580000,,,0,,C. McCollum lost ball TURNOVER (3 TO),"[203468, 1627827]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,3.0,,,,,,,,,,Finney-Smith,1627827.0,,,,
563,PT02M57.00S,2022-02-18T03:06:19.5Z,4,REGULAR,steal,,[],1627827,,,1610612742,113,120,2022-02-18T03:06:21Z,5590000,,,0,,D. Finney-Smith STEAL (3 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT02M52.00S,2022-02-18T03:06:28.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627827,93.9060446780552,53.67647058823529,1610612742,113,122,2022-02-18T03:07:14Z,5600000,18.0,5.0,1,right,D. Finney-Smith running Layup (14 PTS),[1627827],1610612742.0,DAL,running,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,1.9,Made,,,,,14.0,,,,,,,,
565,PT02M52.00S,2022-02-18T03:06:39.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,113,122,2022-02-18T03:06:39Z,5610000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT02M34.00S,2022-02-18T03:08:21.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627827,,,1610612740,113,122,2022-02-18T03:08:34Z,5620000,,,0,,D. Finney-Smith shooting personal FOUL (3 PF) (McCollum 2 FT),"[1627827, 203468]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,1627534.0,3.0,0.0,McCollum,203468.0,,,,,,,,,,,,,,,,
568,PT02M34.00S,2022-02-18T03:08:48.6Z,4,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,114,122,2022-02-18T03:09:07Z,5640000,,,0,,C. McCollum Free Throw 1 of 2 (36 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,Made,,,,,36.0,,,,,,,,
569,PT02M34.00S,2022-02-18T03:08:48.6Z,4,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,114,122,2022-02-18T03:09:07Z,5650000,,,0,,MISS C. McCollum Free Throw 2 of 2,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,Missed,,,,,,,,,,,,,
570,PT02M31.00S,2022-02-18T03:08:51.6Z,4,REGULAR,rebound,defensive,[],1627827,,,1610612742,114,122,2022-02-18T03:09:07Z,5660000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:3),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,569.0,3.0,3.0,0.0,,,,,,,,,
571,PT02M14.00S,2022-02-18T03:09:24.0Z,4,REGULAR,3pt,Jump Shot,[],1629029,63.81406044678055,24.509803921568626,1610612742,114,122,2022-02-18T03:09:43Z,5670000,-127.0,288.0,1,right,MISS L. Doncic 31' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,,,,,,,31.46,Missed,,,,,,,,,,,,,
572,PT02M11.00S,2022-02-18T03:09:27.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612740,114,122,2022-02-18T03:09:31Z,5680000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,571.0,,,,,,,,,,,,
573,PT02M11.00S,2022-02-18T03:09:31.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,114,122,2022-02-18T03:09:31Z,5690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT01M51.00S,2022-02-18T03:09:55.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,17.821944809461236,49.754901960784316,1610612740,114,122,2022-02-18T03:10:00Z,5700000,1.0,115.0,1,left,MISS B. Ingram 11' step back Shot,[1627742],1610612740.0,NOP,step back,,,Ingram,B. Ingram,,,,,,,,,,,11.5,Missed,,,,,,,,,,,,,
575,PT01M49.00S,2022-02-18T03:09:57.7Z,4,REGULAR,rebound,defensive,[],1628467,,,1610612742,114,122,2022-02-18T03:10:00Z,5710000,,,0,,M. Kleber REBOUND (Off:1 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,574.0,3.0,2.0,1.0,,,,,,,,,
576,PT01M29.00S,2022-02-18T03:10:18.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,90.62089356110381,64.70588235294117,1610612742,114,122,2022-02-18T03:10:52Z,5720000,74.0,36.0,1,right,MISS L. Doncic 8' driving floating bank Shot,[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,,,,,,,8.17,Missed,,,,,,,,,,,,,
577,PT01M25.00S,2022-02-18T03:10:22.5Z,4,REGULAR,rebound,offensive,[],1628467,,,1610612742,114,122,2022-02-18T03:10:25Z,5730000,,,0,,M. Kleber REBOUND (Off:2 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,576.0,4.0,2.0,2.0,,,,,,,,,
578,PT01M25.00S,2022-02-18T03:10:22.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628467,84.05059132720105,61.51960784313726,1610612742,114,122,2022-02-18T03:10:27Z,5740000,58.0,97.0,1,right,MISS M. Kleber 11' step back Shot,[1628467],1610612742.0,DAL,step back,,,Kleber,M. Kleber,,,,,,,,,,,11.32,Missed,,,,,,,,,,,,,
579,PT01M23.00S,2022-02-18T03:10:24.4Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,114,122,2022-02-18T03:10:24Z,5750000,,,0,,J. Valanciunas REBOUND (Off:4 Def:13),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,578.0,17.0,13.0,4.0,,,,,,,,,
580,PT01M17.00S,2022-02-18T03:10:29.7Z,4,REGULAR,2pt,Jump Shot,[],203468,20.97568988173456,82.84313725490196,1610612740,114,122,2022-02-18T03:11:30Z,5760000,-164.0,145.0,1,left,MISS C. McCollum 21' step back Shot,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,,,,,,,21.89,Missed,,,,,,,,,,,,,
581,PT01M15.00S,2022-02-18T03:10:31.7Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,114,122,2022-02-18T03:10:34Z,5770000,,,0,,L. Doncic REBOUND (Off:1 Def:13),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,580.0,14.0,13.0,1.0,,,,,,,,,
582,PT00M56.60S,2022-02-18T03:10:51.2Z,4,REGULAR,2pt,Jump Shot,[],1629029,75.3777923784494,40.68627450980392,1610612742,114,122,2022-02-18T03:12:01Z,5780000,-47.0,179.0,1,right,MISS L. Doncic 18' step back Shot,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,,,,18.49,Missed,,,,,,,,,,,,,
583,PT00M53.20S,2022-02-18T03:10:54.6Z,4,REGULAR,rebound,defensive,[],1630529,,,1610612740,114,122,2022-02-18T03:10:57Z,5790000,,,0,,H. Jones REBOUND (Off:3 Def:3),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,582.0,6.0,3.0,3.0,,,,,,,,,
584,PT00M51.30S,2022-02-18T03:11:00.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628467,,,1610612740,114,122,2022-02-18T03:11:10Z,5800000,,,0,,M. Kleber shooting personal FOUL (3 PF) (Jones 2 FT),"[1628467, 1630529]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,2003.0,3.0,0.0,Jones,1630529.0,,,,,,,,,,,,,,,,
586,PT00M51.30S,2022-02-18T03:11:32.8Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1630529,,,1610612740,115,122,2022-02-18T03:11:32Z,5820000,,,0,,H. Jones Free Throw 1 of 2 (8 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,Made,,,,,8.0,,,,,,,,
587,PT00M51.30S,2022-02-18T03:11:50.1Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1630529,,,1610612740,116,122,2022-02-18T03:11:50Z,5830000,,,0,,H. Jones Free Throw 2 of 2 (9 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,Made,,,,,9.0,,,,,,,,
588,PT00M38.90S,2022-02-18T03:12:11.0Z,4,REGULAR,turnover,lost ball,[],1629029,,,1610612742,116,122,2022-02-18T03:12:15Z,5840000,,,0,,L. Doncic lost ball TURNOVER (5 TO),"[1629029, 203468]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,5.0,,,,,,,,,,McCollum,203468.0,,,,
589,PT00M38.90S,2022-02-18T03:12:11.0Z,4,REGULAR,steal,,[],203468,,,1610612740,116,122,2022-02-18T03:12:12Z,5850000,,,0,,C. McCollum STEAL (2 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT00M37.20S,2022-02-18T03:12:14.6Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203468,5.732588699080158,49.754901960784316,1610612740,118,122,2022-02-18T03:12:54Z,5860000,1.0,1.0,1,left,C. McCollum running DUNK (38 PTS),[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,,,,,,,0.18,Made,,,,,38.0,,,,,,,,
591,PT00M30.10S,2022-02-18T03:12:30.1Z,4,REGULAR,foul,personal,[],203468,,,1610612742,118,122,2022-02-18T03:12:36Z,5870000,,,0,,C. McCollum personal FOUL (1 PF),"[203468, 1628973]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,1193.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,,
593,PT00M28.70S,2022-02-18T03:12:51.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203468,,,1610612742,118,122,2022-02-18T03:13:00Z,5890000,,,0,,C. McCollum take personal FOUL (2 PF) (Brunson 2 FT),"[203468, 1628973]",1610612740.0,NOP,take,,,McCollum,C. McCollum,,,,,1193.0,2.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,,
595,PT00M28.70S,2022-02-18T03:13:22.8Z,4,REGULAR,freethrow,1 of 2,[],1628973,,,1610612742,118,123,2022-02-18T03:13:22Z,5910000,,,0,,J. Brunson Free Throw 1 of 2 (22 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,Made,,,,,22.0,,,,,,,,
596,PT00M28.70S,2022-02-18T03:13:42.3Z,4,REGULAR,freethrow,2 of 2,[],1628973,,,1610612742,118,124,2022-02-18T03:13:42Z,5920000,,,0,,J. Brunson Free Throw 2 of 2 (23 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,Made,,,,,23.0,,,,,,,,
597,PT00M28.70S,2022-02-18T03:13:48.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,118,124,2022-02-18T03:13:48Z,5930000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT00M28.70S,2022-02-18T03:14:52.9Z,4,REGULAR,substitution,out,[],1630529,,,1610612740,118,124,2022-02-18T03:15:04Z,5940000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT00M28.70S,2022-02-18T03:14:52.9Z,4,REGULAR,substitution,in,[],1628984,,,1610612740,118,124,2022-02-18T03:15:04Z,5950000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT00M21.20S,2022-02-18T03:15:22.4Z,4,REGULAR,3pt,Jump Shot,[],1627742,31.882391590013142,37.745098039215684,1610612740,118,124,2022-02-18T03:15:28Z,5960000,61.0,247.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,25.47,Missed,,,,,,,,,,,,,
601,PT00M17.40S,2022-02-18T03:15:26.2Z,4,REGULAR,rebound,offensive,[],203503,,,1610612740,118,124,2022-02-18T03:15:26Z,5970000,,,0,,T. Snell REBOUND (Off:1 Def:3),[203503],1610612740.0,NOP,,,,Snell,T. Snell,,,,,,,,,,,,,600.0,4.0,3.0,1.0,,,,,,,,,
602,PT00M16.60S,2022-02-18T03:15:27.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203503,22.158344283837057,88.23529411764706,1610612740,118,124,2022-02-18T03:15:31Z,5980000,-191.0,156.0,1,left,MISS T. Snell 24' 3PT,[203503],1610612740.0,NOP,,,,Snell,T. Snell,,,,,,,,,,,24.66,Missed,,,,,,,,,,,,,
603,PT00M13.40S,2022-02-18T03:15:31.7Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,118,124,2022-02-18T03:15:31Z,5990000,,,0,,L. Doncic REBOUND (Off:1 Def:14),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,602.0,15.0,14.0,1.0,,,,,,,,,
604,PT00M13.40S,2022-02-18T03:15:36.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628984,,,1610612742,118,124,2022-02-18T03:18:55Z,6000000,,,0,,D. Graham take personal FOUL (2 PF) (Doncic 2 FT),"[1628984, 1629029]",1610612740.0,NOP,take,,,Graham,D. Graham,,,,,1193.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,,
606,PT00M13.40S,2022-02-18T03:16:10.4Z,4,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,118,124,2022-02-18T03:16:32Z,6020000,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,Missed,,,,,,,,,,,,,
607,PT00M13.40S,2022-02-18T03:16:10.4Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,118,124,2022-02-18T03:16:32Z,6030000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,606.0,,,,,,,,,,,,
608,PT00M13.40S,2022-02-18T03:16:10.4Z,4,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,118,124,2022-02-18T03:16:32Z,6040000,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,Missed,,,,,,,,,,,,,
609,PT00M10.20S,2022-02-18T03:16:13.6Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,118,124,2022-02-18T03:16:32Z,6050000,,,0,,J. Valanciunas REBOUND (Off:4 Def:14),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,608.0,18.0,14.0,4.0,,,,,,,,,
610,PT00M04.50S,2022-02-18T03:16:36.5Z,4,REGULAR,turnover,lost ball,[],203468,,,1610612740,118,124,2022-02-18T03:16:41Z,6060000,,,0,,C. McCollum lost ball TURNOVER (4 TO),"[203468, 1628467]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,4.0,,,,,,,,,,Kleber,1628467.0,,,,
611,PT00M04.50S,2022-02-18T03:16:36.5Z,4,REGULAR,steal,,[],1628467,,,1610612742,118,124,2022-02-18T03:16:38Z,6070000,,,0,,M. Kleber STEAL (1 STL),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT00M04.40S,2022-02-18T03:16:42.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203503,,,1610612742,118,124,2022-02-18T03:17:53Z,6080000,,,0,,T. Snell take personal FOUL (1 PF) (Kleber 2 FT),"[203503, 1628467]",1610612740.0,NOP,take,,,Snell,T. Snell,,,,,1193.0,1.0,0.0,Kleber,1628467.0,,,,,,,,,,,,,,,,
614,PT00M04.40S,2022-02-18T03:17:13.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628467,,,1610612742,118,124,2022-02-18T03:17:13Z,6100000,,,0,,MISS M. Kleber Free Throw 1 of 2,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,Missed,,,,,,,,,,,,,
615,PT00M04.40S,2022-02-18T03:17:13.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,118,124,2022-02-18T03:17:13Z,6110000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,614.0,,,,,,,,,,,,
616,PT00M04.40S,2022-02-18T03:17:19.7Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628467,,,1610612742,118,125,2022-02-18T03:17:19Z,6120000,,,0,,M. Kleber Free Throw 2 of 2 (20 PTS),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,Made,,,,,20.0,,,,,,,,
617,PT00M00.00S,2022-02-18T03:17:31.0Z,4,REGULAR,period,end,[],0,,,1610612740,118,125,2022-02-18T03:17:31Z,6130000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT00M00.00S,2022-02-18T03:17:35.4Z,4,REGULAR,game,end,[],0,,,0,118,125,2022-02-18T03:17:35Z,6140000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
