actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-03-13T23:10:33.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-13T23:10:33Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-03-13T23:10:49.1Z,1,REGULAR,jumpball,recovered,[],1628984,,,1610612740,0,0,2022-03-13T23:10:49Z,40000,,,0,,Jump Ball J. Valanciunas vs. C. Wood: Tip to D. Graham,"[1628984, 202685, 1626174]",1610612740.0,NOP,startperiod,D. Graham,1628984.0,Graham,D. Graham,Valanciunas,202685.0,Wood,1626174.0,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2022-03-13T23:11:02.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,93.9060446780552,47.30392156862745,1610612740,0,0,2022-03-13T23:11:07Z,70000,-13.0,5.0,1,right,MISS H. Jones driving finger roll Layup,[1630529],1610612740.0,NOP,driving finger roll,,,Jones,H. Jones,,,,,1.43,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2022-03-13T23:11:03.2Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,0,0,2022-03-13T23:11:07Z,80000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2022-03-13T23:11:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,5.732588699080158,51.71568627450981,1610612745,0,2,2022-03-13T23:11:22Z,90000,-9.0,1.0,1,left,J. Green driving finger roll Layup (2 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,0.87,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M19.00S,2022-03-13T23:11:27.3Z,1,REGULAR,2pt,Jump Shot,[],202685,87.72996057818659,24.754901960784316,1610612740,2,2,2022-03-13T23:11:35Z,100000,-126.0,63.0,1,right,J. Valanciunas 14' Jump Shot (2 PTS) (D. Graham 1 AST),"[202685, 1628984]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,14.1,Made,,,,,2.0,D. Graham,1628984.0,1.0,,,,,,,,,,
12,PT11M00.00S,2022-03-13T23:11:45.5Z,1,REGULAR,3pt,Jump Shot,[],1630256,27.414586070959263,78.43137254901961,1610612745,2,5,2022-03-13T23:11:52Z,120000,-142.0,205.0,1,left,J. Tate 24' 3PT  (3 PTS) (J. Green 1 AST),"[1630256, 1630224]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,24.97,Made,,,,,3.0,J. Green,1630224.0,1.0,,,,,,,,,,
14,PT10M49.00S,2022-03-13T23:11:57.5Z,1,REGULAR,3pt,Jump Shot,[],202685,72.88107752956637,80.88235294117648,1610612740,5,5,2022-03-13T23:12:02Z,140000,154.0,202.0,1,right,J. Valanciunas 25' 3PT  (5 PTS) (D. Graham 2 AST),"[202685, 1628984]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,25.46,Made,,,,,5.0,D. Graham,1628984.0,2.0,,,,,,,,,,
16,PT10M34.00S,2022-03-13T23:12:12.2Z,1,REGULAR,2pt,Jump Shot,[],1626174,13.485545335085414,87.00980392156863,1610612745,5,5,2022-03-13T23:12:22Z,160000,-185.0,74.0,1,left,MISS C. Wood 19' step back Shot,[1626174],1610612745.0,HOU,step back,,,Wood,C. Wood,,,,,19.94,Missed,,,,,,,,,,,,,,,,,,
17,PT10M29.00S,2022-03-13T23:12:17.2Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,5,5,2022-03-13T23:12:22Z,170000,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
