actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
357,PT08M38.00S,2022-02-15T02:24:13.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202685,13.354139290407357,51.470588235294116,1610612740,71,50,2022-02-15T02:24:19Z,3520000,-7.0,73.0,1,left,J. Valanciunas 7' turnaround Hook (12 PTS),[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,7.34,Made,,,,,12.0,,,,,,,,,,,,,
359,PT08M19.00S,2022-02-15T02:24:31.8Z,3,REGULAR,3pt,Jump Shot,[],1628384,86.15308804204993,3.431372549019608,1610612761,71,50,2022-02-15T02:24:39Z,3540000,-233.0,78.0,1,right,MISS O. Anunoby 24' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,24.54,Missed,,,,,,,,,,,,,,,,,,
360,PT08M15.00S,2022-02-15T02:24:35.8Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,71,50,2022-02-15T02:24:39Z,3550000,,,0,,B. Ingram REBOUND (Off:0 Def:7),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,359.0,7.0,7.0,0.0,,,,,,,,,,,,,,
361,PT08M07.00S,2022-02-15T02:24:44.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,8.360709592641262,35.53921568627451,1610612740,71,50,2022-02-15T02:24:49Z,3560000,72.0,26.0,1,left,MISS J. Valanciunas 7' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,7.69,Missed,,,,,,,,,,,,,,,,,,
362,PT08M04.00S,2022-02-15T02:24:47.8Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,71,50,2022-02-15T02:24:49Z,3570000,,,0,,P. Siakam REBOUND (Off:1 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,361.0,3.0,2.0,1.0,,,,,,,,,,,,,,
363,PT07M54.00S,2022-02-15T02:24:59.4Z,3,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612761,71,50,2022-02-15T02:25:10Z,3580000,,,0,,B. Ingram shooting personal FOUL (2 PF) (Barnes 2 FT),"[1627742, 1630567]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Barnes,1630567.0,,,
365,PT07M54.00S,2022-02-15T02:25:36.4Z,3,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,71,51,2022-02-15T02:26:07Z,3600000,,,0,,S. Barnes Free Throw 1 of 2 (3 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
366,PT07M54.00S,2022-02-15T02:25:36.4Z,3,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,71,51,2022-02-15T02:26:07Z,3610000,,,0,,MISS S. Barnes Free Throw 2 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,Missed,,,,,,,,,,,,,,,,,,
367,PT07M43.00S,2022-02-15T02:25:47.4Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,71,51,2022-02-15T02:26:07Z,3620000,,,0,,B. Ingram REBOUND (Off:0 Def:8),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,366.0,8.0,8.0,0.0,,,,,,,,,,,,,,
369,PT07M42.00S,2022-02-15T02:26:10.8Z,3,REGULAR,violation,kicked ball,[],1629018,,,1610612740,71,51,2022-02-15T02:27:50Z,3640000,,,0,,G. Trent Jr. kicked ball VIOLATION,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,2002.0,,,,,,,
370,PT07M32.00S,2022-02-15T02:26:36.8Z,3,REGULAR,3pt,Jump Shot,[],1627742,25.837713534822605,85.7843137254902,1610612740,71,51,2022-02-15T02:26:52Z,3650000,-179.0,190.0,1,left,MISS B. Ingram 26' 3PT - blocked,"[1627742, 1630567]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,26.13,Missed,,,,,,Barnes,1630567.0,,,,,,,,,,,
382,PT07M32.00S,2022-02-15T02:26:36.8Z,3,REGULAR,block,,[],1630567,,,1610612740,71,51,2022-02-15T02:27:50Z,3655000,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
371,PT07M30.00S,2022-02-15T02:26:38.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,71,51,2022-02-15T02:27:50Z,3660000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,370.0,,,,,,,,,,,,,,,,,
372,PT07M29.00S,2022-02-15T02:26:44.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,71,51,2022-02-15T02:26:44Z,3670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT07M18.00S,2022-02-15T02:26:55.2Z,3,REGULAR,3pt,Jump Shot,[],1629018,91.80354796320631,2.941176470588235,1610612761,71,51,2022-02-15T02:27:02Z,3680000,-235.0,25.0,1,right,MISS G. Trent Jr. 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,23.66,Missed,,,,,,,,,,,,,,,,,,
374,PT07M15.00S,2022-02-15T02:26:58.2Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,71,51,2022-02-15T02:27:02Z,3690000,,,0,,J. Valanciunas REBOUND (Off:1 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,373.0,8.0,7.0,1.0,,,,,,,,,,,,,,
375,PT07M09.00S,2022-02-15T02:27:04.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,7.046649145860711,47.30392156862745,1610612740,71,51,2022-02-15T02:27:09Z,3700000,13.0,14.0,1,left,MISS H. Jones driving Layup,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,1.92,Missed,,,,,,,,,,,,,,,,,,
376,PT07M07.00S,2022-02-15T02:27:06.2Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,71,51,2022-02-15T02:27:09Z,3710000,,,0,,S. Barnes REBOUND (Off:2 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,375.0,4.0,2.0,2.0,,,,,,,,,,,,,,
377,PT07M02.00S,2022-02-15T02:27:10.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627783,90.75229960578186,54.65686274509803,1610612761,71,51,2022-02-15T02:33:00Z,3720000,23.0,34.0,1,right,MISS P. Siakam running Layup,[1627783],1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,4.15,Missed,,,,,,,,,,,,,,,,,,
378,PT07M00.00S,2022-02-15T02:27:12.7Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,71,51,2022-02-15T02:27:17Z,3730000,,,0,,B. Ingram REBOUND (Off:0 Def:9),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,377.0,9.0,9.0,0.0,,,,,,,,,,,,,,
379,PT06M57.00S,2022-02-15T02:27:16.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203468,10.85742444152431,96.32352941176471,1610612740,74,51,2022-02-15T02:27:21Z,3740000,-232.0,50.0,1,left,C. McCollum 3PT  (20 PTS) (B. Ingram 5 AST),"[203468, 1627742]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,23.69,Made,,,,,20.0,,,B. Ingram,1627742.0,5.0,,,,,,,,
381,PT06M56.00S,2022-02-15T02:27:31.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,74,51,2022-02-15T02:27:31Z,3760000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT06M56.00S,2022-02-15T02:29:06.0Z,3,REGULAR,substitution,out,[],1628984,,,1610612761,74,51,2022-02-15T02:30:03Z,3770000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
384,PT06M56.00S,2022-02-15T02:29:06.0Z,3,REGULAR,substitution,out,[],1630567,,,1610612761,74,51,2022-02-15T02:30:03Z,3780000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
385,PT06M56.00S,2022-02-15T02:29:06.0Z,3,REGULAR,substitution,out,[],1629018,,,1610612761,74,51,2022-02-15T02:30:03Z,3790000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
386,PT06M56.00S,2022-02-15T02:29:06.0Z,3,REGULAR,substitution,in,[],1629637,,,1610612761,74,51,2022-02-15T02:30:03Z,3800000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M56.00S,2022-02-15T02:29:06.0Z,3,REGULAR,substitution,in,[],203920,,,1610612761,74,51,2022-02-15T02:30:03Z,3810000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M56.00S,2022-02-15T02:29:06.0Z,3,REGULAR,substitution,in,[],1628449,,,1610612761,74,51,2022-02-15T02:30:03Z,3820000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M47.00S,2022-02-15T02:30:24.9Z,3,REGULAR,3pt,Jump Shot,[],1627832,71.56701708278581,15.196078431372548,1610612761,74,54,2022-02-15T02:30:37Z,3830000,-174.0,215.0,1,right,F. VanVleet 27' 3PT  (20 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,27.64,Made,,,,,20.0,,,,,,,,,,,,,
390,PT06M30.00S,2022-02-15T02:30:42.6Z,3,REGULAR,foul,personal,['2freethrow'],203920,,,1610612740,74,54,2022-02-15T02:31:00Z,3840000,,,0,,K. Birch shooting personal FOUL (3 PF) (Hayes 2 FT),"[203920, 1629637]",1610612761.0,TOR,shooting,,,Birch,K. Birch,,,,,,,,,,,,,,,,,201639.0,3.0,0.0,Hayes,1629637.0,,,
392,PT06M30.00S,2022-02-15T02:31:05.2Z,3,REGULAR,foul,technical,['1freethrow'],1627783,,,1610612740,74,54,2022-02-15T02:31:35Z,3860000,,,0,,P. Siakam technical FOUL (1 Tech),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,201639.0,0.0,1.0,,,,,
393,PT06M30.00S,2022-02-15T02:31:28.4Z,3,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,74,54,2022-02-15T02:31:28Z,3870000,,,0,,MISS B. Ingram technical Free Throw 1 of 1,[1627742],1610612740.0,NOP,technical,,,Ingram,B. Ingram,,,,,,Missed,,,,,,,,,,,,,,,,,,
394,PT06M30.00S,2022-02-15T02:31:28.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,74,54,2022-02-15T02:31:28Z,3880000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,393.0,,,,,,,,,,,,,,,,,
395,PT06M30.00S,2022-02-15T02:31:48.2Z,3,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,74,54,2022-02-15T02:31:48Z,3890000,,,0,,MISS J. Hayes Free Throw 1 of 2,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Missed,,,,,,,,,,,,,,,,,,
396,PT06M30.00S,2022-02-15T02:31:48.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,74,54,2022-02-15T02:31:48Z,3900000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,395.0,,,,,,,,,,,,,,,,,
397,PT06M30.00S,2022-02-15T02:32:06.2Z,3,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,75,54,2022-02-15T02:32:06Z,3910000,,,0,,J. Hayes Free Throw 2 of 2 (6 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
398,PT06M10.00S,2022-02-15T02:32:27.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,91.80354796320631,53.431372549019606,1610612761,75,56,2022-02-15T02:32:37Z,3920000,17.0,25.0,1,right,C. Boucher Layup (9 PTS) (O. Anunoby 2 AST),"[1628449, 1628384]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,2.99,Made,,,,,9.0,,,O. Anunoby,1628384.0,2.0,,,,,,,,
400,PT05M54.00S,2022-02-15T02:32:44.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,5.995400788436268,51.71568627450981,1610612740,77,56,2022-02-15T02:36:02Z,3940000,-9.0,4.0,1,left,J. Hayes driving reverse DUNK (8 PTS) (J. Valanciunas 4 AST),"[1629637, 202685]",1610612740.0,NOP,driving reverse,,,Hayes,J. Hayes,,,,,0.94,Made,,,,,8.0,,,J. Valanciunas,202685.0,4.0,,,,,,,,
402,PT05M34.00S,2022-02-15T02:33:02.7Z,3,REGULAR,3pt,Jump Shot,[],1627783,71.48488830486203,78.94454656862744,1610612761,77,56,2022-02-15T02:33:19Z,3960000,145.0,216.0,1,right,MISS P. Siakam 25' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,
403,PT05M34.00S,2022-02-15T02:33:02.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,77,56,2022-02-15T02:33:19Z,3970000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,402.0,,,,,,,,,,,,,,,,,
404,PT05M34.00S,2022-02-15T02:33:09.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,77,56,2022-02-15T02:33:09Z,3980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M14.00S,2022-02-15T02:33:35.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,10.5946123521682,50.49019607843137,1610612740,79,56,2022-02-15T02:33:47Z,3990000,-2.0,47.0,1,left,J. Hayes Layup (10 PTS) (H. Jones 3 AST),"[1629637, 1630529]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,4.72,Made,,,,,10.0,,,H. Jones,1630529.0,3.0,,,,,,,,
407,PT05M00.00S,2022-02-15T02:33:52.7Z,3,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612761,79,56,2022-02-15T02:34:09Z,4010000,,,0,,B. Ingram shooting personal FOUL (3 PF) (Boucher 2 FT),"[1627742, 1628449]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,201639.0,3.0,0.0,Boucher,1628449.0,,,
409,PT05M00.00S,2022-02-15T02:34:17.0Z,3,REGULAR,freethrow,1 of 2,[],1628449,,,1610612761,79,57,2022-02-15T02:34:41Z,4030000,,,0,,C. Boucher Free Throw 1 of 2 (10 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
410,PT05M00.00S,2022-02-15T02:34:18.6Z,3,REGULAR,substitution,out,[],1628384,,,1610612761,79,57,2022-02-15T02:34:22Z,4040000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M00.00S,2022-02-15T02:34:18.6Z,3,REGULAR,substitution,in,[],1629018,,,1610612761,79,57,2022-02-15T02:34:22Z,4050000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M00.00S,2022-02-15T02:34:17.0Z,3,REGULAR,freethrow,2 of 2,[],1628449,,,1610612761,79,57,2022-02-15T02:34:41Z,4060000,,,0,,MISS C. Boucher Free Throw 2 of 2,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Missed,,,,,,,,,,,,,,,,,,
413,PT04M57.00S,2022-02-15T02:34:20.0Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,79,57,2022-02-15T02:34:41Z,4070000,,,0,,J. Valanciunas REBOUND (Off:1 Def:8),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,412.0,9.0,8.0,1.0,,,,,,,,,,,,,,
414,PT04M45.00S,2022-02-15T02:34:47.9Z,3,REGULAR,foul,personal,['2freethrow'],203920,,,1610612740,79,57,2022-02-15T02:35:01Z,4080000,,,0,,K. Birch shooting personal FOUL (4 PF) (Valanciunas 2 FT),"[203920, 202685]",1610612761.0,TOR,shooting,,,Birch,K. Birch,,,,,,,,,,,,,,,,,201639.0,4.0,0.0,Valanciunas,202685.0,,,
416,PT04M45.00S,2022-02-15T02:35:17.6Z,3,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,80,57,2022-02-15T02:35:17Z,4100000,,,0,,J. Valanciunas Free Throw 1 of 2 (13 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
417,PT04M45.00S,2022-02-15T02:35:35.1Z,3,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,81,57,2022-02-15T02:35:35Z,4110000,,,0,,J. Valanciunas Free Throw 2 of 2 (14 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
418,PT04M31.00S,2022-02-15T02:35:53.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,90.48948751642575,47.30392156862745,1610612761,81,57,2022-02-15T02:36:04Z,4120000,-13.0,37.0,1,right,MISS P. Siakam driving Layup,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,3.93,Missed,,,,,,,,,,,,,,,,,,
420,PT04M26.00S,2022-02-15T02:35:58.8Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,81,57,2022-02-15T02:44:16Z,4140000,,,0,,B. Ingram REBOUND (Off:0 Def:10),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,418.0,10.0,10.0,0.0,,,,,,,,,,,,,,
472,PT04M26.00S,2022-02-15T02:35:56.2Z,3,REGULAR,turnover,lost ball,[],1627742,,,1610612740,81,57,2022-02-15T02:45:30Z,4145000,,,0,,B. Ingram lost ball TURNOVER (2 TO),"[1627742, 203920]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,2.0,Birch,203920.0
473,PT04M26.00S,2022-02-15T02:35:56.2Z,3,REGULAR,steal,,[],203920,,,1610612761,81,57,2022-02-15T02:45:30Z,4147500,,,0,,K. Birch STEAL (2 STL),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M25.00S,2022-02-15T02:35:58.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628449,92.72339027595268,46.81372549019608,1610612761,81,59,2022-02-15T02:45:30Z,4150000,-16.0,16.0,1,right,C. Boucher Layup (12 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,2.25,Made,,,,,12.0,,,,,,,,,,,,,
422,PT04M20.00S,2022-02-15T02:36:04.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629637,6.783837056504599,46.07843137254902,1610612740,83,59,2022-02-15T02:36:24Z,4160000,20.0,11.0,1,left,J. Hayes reverse Layup (12 PTS) (H. Jones 4 AST),"[1629637, 1630529]",1610612740.0,NOP,reverse,,,Hayes,J. Hayes,,,,,2.26,Made,,,,,12.0,,,H. Jones,1630529.0,4.0,,,,,,,,
424,PT04M05.00S,2022-02-15T02:36:21.4Z,3,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612761,83,59,2022-02-15T02:36:29Z,4180000,,,0,,J. Hayes shooting personal FOUL (2 PF) (Siakam 2 FT),"[1629637, 1627783]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Siakam,1627783.0,,,
426,PT04M05.00S,2022-02-15T02:36:49.0Z,3,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,83,60,2022-02-15T02:36:49Z,4200000,,,0,,P. Siakam Free Throw 1 of 2 (11 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
427,PT04M05.00S,2022-02-15T02:36:49.8Z,3,REGULAR,substitution,out,[],203468,,,1610612761,83,60,2022-02-15T02:36:56Z,4210000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M05.00S,2022-02-15T02:36:49.8Z,3,REGULAR,substitution,out,[],1630529,,,1610612761,83,60,2022-02-15T02:36:56Z,4220000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M05.00S,2022-02-15T02:36:49.8Z,3,REGULAR,substitution,in,[],1628984,,,1610612761,83,60,2022-02-15T02:36:56Z,4230000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M05.00S,2022-02-15T02:36:49.8Z,3,REGULAR,substitution,in,[],1629109,,,1610612761,83,60,2022-02-15T02:36:56Z,4240000,,,0,,SUB in: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M05.00S,2022-02-15T02:37:08.2Z,3,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,83,61,2022-02-15T02:37:08Z,4250000,,,0,,P. Siakam Free Throw 2 of 2 (12 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
432,PT03M55.00S,2022-02-15T02:37:21.7Z,3,REGULAR,3pt,Jump Shot,[],1629109,24.392247043363994,88.23529411764706,1610612740,86,61,2022-02-15T02:37:26Z,4260000,-191.0,177.0,1,left,G. Clark 26' 3PT  (3 PTS) (B. Ingram 6 AST),"[1629109, 1627742]",1610612740.0,NOP,,,,Clark,G. Clark,,,,,26.04,Made,,,,,3.0,,,B. Ingram,1627742.0,6.0,,,,,,,,
434,PT03M38.00S,2022-02-15T02:37:38.5Z,3,REGULAR,3pt,Jump Shot,[],1629018,73.14388961892247,13.23529411764706,1610612761,86,64,2022-02-15T02:37:45Z,4280000,-184.0,200.0,1,right,G. Trent Jr. 27' 3PT  (3 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,27.16,Made,,,,,3.0,,,,,,,,,,,,,
435,PT03M18.00S,2022-02-15T02:37:56.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,13.222733245729303,47.30392156862745,1610612740,88,64,2022-02-15T02:42:54Z,4290000,13.0,72.0,1,left,B. Ingram 7' pullup Jump Shot (10 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,7.31,Made,,,,,10.0,,,,,,,,,,,,,
436,PT03M03.00S,2022-02-15T02:38:12.0Z,3,REGULAR,3pt,Jump Shot,[],1628449,67.62483574244416,29.166666666666668,1610612761,88,64,2022-02-15T02:38:17Z,4300000,-104.0,252.0,1,right,MISS C. Boucher 27' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,27.25,Missed,,,,,,,,,,,,,,,,,,
437,PT02M59.00S,2022-02-15T02:38:16.0Z,3,REGULAR,rebound,defensive,[],1629109,,,1610612740,88,64,2022-02-15T02:38:17Z,4310000,,,0,,G. Clark REBOUND (Off:0 Def:2),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,436.0,2.0,2.0,0.0,,,,,,,,,,,,,,
438,PT02M44.00S,2022-02-15T02:38:31.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202685,9.149145860709593,49.754901960784316,1610612740,90,64,2022-02-15T02:38:39Z,4320000,1.0,34.0,1,left,J. Valanciunas Hook (16 PTS) (J. Hayes 1 AST),"[202685, 1629637]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,3.35,Made,,,,,16.0,,,J. Hayes,1629637.0,1.0,,,,,,,,
440,PT02M27.00S,2022-02-15T02:38:48.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,93.11760840998686,53.18627450980392,1610612761,90,66,2022-02-15T02:39:10Z,4340000,16.0,12.0,1,right,P. Siakam driving Layup (14 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,2.0,Made,,,,,14.0,,,,,,,,,,,,,
474,PT02M17.00S,2022-02-15T02:38:57.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,90,66,2022-02-15T02:46:58Z,4345000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT02M17.00S,2022-02-15T02:39:06.7Z,3,REGULAR,foul,offensive,[],202685,,,1610612740,90,66,2022-02-15T02:39:21Z,4350000,,,0,,J. Valanciunas offensive FOUL (3 PF),"[202685, 1629018]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,1628951.0,3.0,0.0,Trent Jr.,1629018.0,,,
443,PT02M17.00S,2022-02-15T02:39:06.7Z,3,REGULAR,turnover,offensive foul,[],202685,,,1610612740,90,66,2022-02-15T02:39:21Z,4370000,,,0,,J. Valanciunas offensive foul TURNOVER (2 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,1628951.0,,,,,2.0,,
444,PT02M17.00S,2022-02-15T02:41:26.1Z,3,REGULAR,substitution,out,[],202685,,,1610612761,90,66,2022-02-15T02:41:42Z,4380000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
445,PT02M17.00S,2022-02-15T02:41:26.1Z,3,REGULAR,substitution,out,[],203920,,,1610612761,90,66,2022-02-15T02:41:42Z,4390000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
