actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
544,PT03M39.00S,2021-12-09T03:00:51.3Z,4,REGULAR,substitution,out,[],203107,,,1610612743,98,94,2021-12-09T03:04:17Z,5350000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT03M39.00S,2021-12-09T03:00:51.3Z,4,REGULAR,substitution,in,[],1628984,,,1610612743,98,94,2021-12-09T03:04:17Z,5360000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT03M33.00S,2021-12-09T03:01:15.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,93.24901445466492,50.245098039215684,1610612743,98,96,2021-12-09T03:06:14Z,5365000,1.0,11.0,1,right,J. Green alley-oop DUNK (8 PTS) (W. Barton 5 AST),"[201145, 203115]",1610612743.0,DEN,alley-oop,,,Green,J. Green,,,,,1.11,Made,,,,,,8.0,W. Barton,203115.0,5.0,,,,,,,,,,
550,PT03M33.00S,2021-12-09T03:01:25.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,98,96,2021-12-09T03:04:01Z,5410000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT03M22.00S,2021-12-09T03:03:11.6Z,4,REGULAR,foul,personal,[],201145,,,1610612740,98,96,2021-12-09T03:05:29Z,5420000,,,0,,J. Green personal FOUL (3 PF),"[201145, 202685]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,101283.0,,,,,,,,3.0,0.0,Valanciunas,202685.0,,,
554,PT03M22.00S,2021-12-09T03:03:28.3Z,4,REGULAR,substitution,out,[],201145,,,1610612740,98,96,2021-12-09T03:03:31Z,5450000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT03M22.00S,2021-12-09T03:03:28.3Z,4,REGULAR,substitution,in,[],1630267,,,1610612740,98,96,2021-12-09T03:03:31Z,5460000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT03M11.00S,2021-12-09T03:03:57.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,6.1268068331143235,45.83333333333333,1610612740,100,96,2021-12-09T03:05:29Z,5470000,21.0,5.0,1,left,J. Hart driving Layup (9 PTS) (J. Valanciunas 3 AST),"[1628404, 202685]",1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,2.14,Made,,,,,,9.0,J. Valanciunas,202685.0,3.0,,,,,,,,,,
558,PT02M52.00S,2021-12-09T03:04:15.8Z,4,REGULAR,2pt,Jump Shot,[],203999,91.40932982917214,76.47058823529412,1610612743,100,98,2021-12-09T03:04:21Z,5490000,132.0,28.0,1,right,N. Jokic 13' Jump Shot (24 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,13.54,Made,,,,,,24.0,,,,,,,,,,,,,
560,PT02M32.00S,2021-12-09T03:04:36.3Z,4,REGULAR,3pt,Jump Shot,[],1628984,30.699737187910642,70.83333333333334,1610612740,103,98,2021-12-09T03:04:40Z,5510000,-104.0,236.0,1,left,D. Graham 25' 3PT  (12 PTS) (B. Ingram 5 AST),"[1628984, 1627742]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.81,Made,,,,,,12.0,B. Ingram,1627742.0,5.0,,,,,,,,,,
562,PT02M11.00S,2021-12-09T03:04:55.9Z,4,REGULAR,2pt,Jump Shot,[],1628420,73.27529566360053,27.205882352941174,1610612743,103,98,2021-12-09T03:05:11Z,5530000,-114.0,199.0,1,right,MISS M. Morris 22' pullup Shot,[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,22.91,Missed,,,,,,,,,,,,,,,,,,,
563,PT02M09.00S,2021-12-09T03:04:57.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612740,103,98,2021-12-09T03:15:36Z,5540000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,562.0,,,,,,,,,,,,,,,,,,
564,PT02M06.00S,2021-12-09T03:05:34.4Z,4,REGULAR,jumpball,recovered,[],1628404,,,1610612740,103,98,2021-12-09T03:15:36Z,5550000,,,0,,Jump Ball D. Graham vs. F. Campazzo: Tip to J. Hart,"[1628404, 1628984, 1630267]",1610612740.0,NOP,heldball,J. Hart,1628404.0,Hart,J. Hart,Graham,1628984.0,Campazzo,1630267.0,,,,,,,,,,,,,,,,,,,,,
569,PT01M46.00S,2021-12-09T03:05:53.6Z,4,REGULAR,turnover,lost ball,[],1627742,,,1610612740,103,98,2021-12-09T03:06:01Z,5600000,,,0,,B. Ingram lost ball TURNOVER (6 TO),"[1627742, 203932]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,6.0,Gordon,203932.0,,,,,,,
570,PT01M46.00S,2021-12-09T03:05:53.6Z,4,REGULAR,steal,,[],203932,,,1610612743,103,98,2021-12-09T03:05:57Z,5610000,,,0,,A. Gordon STEAL (2 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT01M41.00S,2021-12-09T03:05:59.5Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203115,67.09921156373193,42.8921568627451,1610612743,103,98,2021-12-09T03:06:07Z,5620000,-36.0,257.0,1,right,MISS W. Barton 25' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
572,PT01M39.00S,2021-12-09T03:06:04.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,103,98,2021-12-09T03:06:04Z,5630000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,571.0,,,,,,,,,,,,,,,,,,
573,PT01M39.00S,2021-12-09T03:06:05.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,103,98,2021-12-09T03:06:05Z,5640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT01M39.00S,2021-12-09T03:06:12.8Z,4,REGULAR,substitution,out,[],1630267,,,1610612743,103,98,2021-12-09T03:06:17Z,5650000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT01M39.00S,2021-12-09T03:06:12.8Z,4,REGULAR,substitution,in,[],201145,,,1610612743,103,98,2021-12-09T03:06:17Z,5660000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT01M29.00S,2021-12-09T03:06:38.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203999,82.21090670170827,49.26470588235294,1610612743,103,100,2021-12-09T03:06:45Z,5670000,-4.0,115.0,1,right,N. Jokic 11' floating Jump Shot (26 PTS) (W. Barton 6 AST),"[203999, 203115]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,11.48,Made,,,,,,26.0,W. Barton,203115.0,6.0,,,,,,,,,,
577,PT01M29.00S,2021-12-09T03:06:50.8Z,4,REGULAR,foul,personal,['1freethrow'],1627742,,,1610612743,103,100,2021-12-09T03:07:05Z,5680000,,,0,,B. Ingram shooting personal FOUL (4 PF) (Jokic 1 FT),"[1627742, 203999]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,,,,,,,2534.0,,,,,,,,4.0,0.0,Jokic,203999.0,,,
579,PT01M29.00S,2021-12-09T03:07:08.5Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612743,103,100,2021-12-09T03:12:02Z,5700000,,,0,,,[],1610612740.0,NOP,stands,,,,,,,,,,,,,,,2534.0,,,,,,,,,,,,,,
580,PT01M29.00S,2021-12-09T03:08:44.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,103,100,2021-12-09T03:08:44Z,5710000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT01M29.00S,2021-12-09T03:09:09.5Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",203999,,,1610612743,103,100,2021-12-09T03:09:11Z,5720000,,,0,,MISS N. Jokic Free Throw 1 of 1,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
582,PT01M27.00S,2021-12-09T03:09:11.5Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,103,100,2021-12-09T03:09:11Z,5730000,,,0,,J. Valanciunas REBOUND (Off:4 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,581.0,10.0,6.0,4.0,,,,,,,,,,,,,,,
583,PT01M14.00S,2021-12-09T03:09:23.0Z,4,REGULAR,2pt,Jump Shot,[],1627742,3.7614980289093296,17.892156862745097,1610612740,103,100,2021-12-09T03:13:04Z,5740000,161.0,-17.0,1,left,MISS B. Ingram 16' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,16.14,Missed,,,,,,,,,,,,,,,,,,,
584,PT01M10.00S,2021-12-09T03:09:27.0Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,103,100,2021-12-09T03:09:28Z,5750000,,,0,,N. Jokic REBOUND (Off:0 Def:8),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,583.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
585,PT00M56.80S,2021-12-09T03:09:40.4Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1627742,,,1610612743,103,100,2021-12-09T03:09:52Z,5760000,,,0,,B. Ingram shooting personal FOUL (5 PF) (Morris 3 FT),"[1627742, 1628420]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,,,,,,,2534.0,,,,,,,,5.0,0.0,Morris,1628420.0,,,
587,PT00M56.80S,2021-12-09T03:10:29.1Z,4,REGULAR,freethrow,1 of 3,[],1628420,,,1610612743,103,101,2021-12-09T03:10:29Z,5780000,,,0,,M. Morris Free Throw 1 of 3 (9 PTS),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,Made,,,,,,9.0,,,,,,,,,,,,,
588,PT00M56.80S,2021-12-09T03:10:42.0Z,4,REGULAR,freethrow,2 of 3,[],1628420,,,1610612743,103,102,2021-12-09T03:10:42Z,5790000,,,0,,M. Morris Free Throw 2 of 3 (10 PTS),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,Made,,,,,,10.0,,,,,,,,,,,,,
589,PT00M56.80S,2021-12-09T03:10:55.9Z,4,REGULAR,freethrow,3 of 3,[],1628420,,,1610612743,103,103,2021-12-09T03:10:55Z,5800000,,,0,,M. Morris Free Throw 3 of 3 (11 PTS),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,Made,,,,,,11.0,,,,,,,,,,,,,
590,PT00M34.00S,2021-12-09T03:11:24.4Z,4,REGULAR,3pt,Jump Shot,[],1628404,16.113666228646515,95.34313725490196,1610612740,103,103,2021-12-09T03:13:54Z,5815000,-227.0,99.0,1,left,MISS J. Hart 24' 3PT,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,24.74,Missed,,,,,,,,,,,,,,,,,,,
591,PT00M33.10S,2021-12-09T03:11:25.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,103,103,2021-12-09T03:13:54Z,5822500,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,590.0,,,,,,,,,,,,,,,,,,
592,PT00M33.00S,2021-12-09T03:11:29.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612740,103,103,2021-12-09T03:19:32Z,5830000,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,,,,,,,2534.0,,,,,,,,,,,,,,
593,PT00M16.90S,2021-12-09T03:12:03.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203999,92.72339027595268,54.41176470588235,1610612743,103,105,2021-12-09T03:13:54Z,5840000,22.0,16.0,1,right,N. Jokic Layup (28 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,2.72,Made,,,,,,28.0,,,,,,,,,,,,,
594,PT00M16.90S,2021-12-09T03:12:10.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,103,105,2021-12-09T03:12:10Z,5850000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT00M16.90S,2021-12-09T03:13:28.5Z,4,REGULAR,substitution,out,[],1630529,,,1610612740,103,105,2021-12-09T03:13:40Z,5860000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT00M16.90S,2021-12-09T03:13:28.5Z,4,REGULAR,substitution,in,[],1629638,,,1610612740,103,105,2021-12-09T03:13:40Z,5870000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT00M05.20S,2021-12-09T03:14:08.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,5.469776609724048,43.872549019607845,1610612740,103,105,2021-12-09T03:14:13Z,5880000,31.0,-1.0,1,left,MISS D. Graham driving Layup,[1628984],1610612740.0,NOP,driving,,,Graham,D. Graham,,,,,3.06,Missed,,,,,,,,,,,,,,,,,,,
598,PT00M05.20S,2021-12-09T03:14:11.6Z,4,REGULAR,rebound,offensive,[],202685,,,1610612740,103,105,2021-12-09T03:14:11Z,5890000,,,0,,J. Valanciunas REBOUND (Off:5 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,597.0,11.0,6.0,5.0,,,,,,,,,,,,,,,
599,PT00M05.20S,2021-12-09T03:14:11.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,5.590000152587891,50.0,1610612740,105,105,2021-12-09T03:14:11Z,5900000,0.0,0.0,1,left,J. Valanciunas tip Layup (23 PTS),[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,0.0,Made,,,,,,23.0,,,,,,,,,,,,,
600,PT00M05.20S,2021-12-09T03:14:18.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,105,105,2021-12-09T03:14:18Z,5910000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT00M05.20S,2021-12-09T03:15:22.4Z,4,REGULAR,substitution,out,[],1628984,,,1610612743,105,105,2021-12-09T03:15:47Z,5920000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT00M05.20S,2021-12-09T03:15:22.4Z,4,REGULAR,substitution,out,[],1629638,,,1610612743,105,105,2021-12-09T03:15:47Z,5930000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT00M05.20S,2021-12-09T03:15:22.4Z,4,REGULAR,substitution,in,[],202066,,,1610612743,105,105,2021-12-09T03:15:47Z,5940000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT00M05.20S,2021-12-09T03:15:22.4Z,4,REGULAR,substitution,in,[],1630529,,,1610612743,105,105,2021-12-09T03:15:47Z,5950000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT00M00.10S,2021-12-09T03:15:58.8Z,4,REGULAR,2pt,Jump Shot,[],203999,71.96123521681997,43.872549019607845,1610612743,105,105,2021-12-09T03:20:27Z,5960000,-31.0,211.0,1,right,MISS N. Jokic 21' pullup Shot,[203999],1610612743.0,DEN,pullup,,,Jokic,N. Jokic,,,,,21.33,Missed,,,,,,,,,,,,,,,,,,,
606,PT00M00.10S,2021-12-09T03:15:58.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,105,105,2021-12-09T03:16:17Z,5970000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,605.0,,,,,,,,,,,,,,,,,,
607,PT00M00.00S,2021-12-09T03:16:06.7Z,4,REGULAR,period,end,[],0,,,1610612743,105,105,2021-12-09T03:16:06Z,5980000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT05M00.00S,2021-12-09T03:18:32.4Z,5,OVERTIME,substitution,out,['startperiod'],202066,,,1610612743,105,105,2021-12-09T03:18:45Z,5990000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT05M00.00S,2021-12-09T03:18:32.4Z,5,OVERTIME,substitution,in,['startperiod'],1628984,,,1610612743,105,105,2021-12-09T03:18:45Z,6000000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT05M00.00S,2021-12-09T03:19:05.6Z,5,OVERTIME,period,start,[],0,,,0,105,105,2021-12-09T03:19:05Z,6010000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT04M55.00S,2021-12-09T03:19:09.0Z,5,OVERTIME,jumpball,recovered,[],1628420,,,1610612743,105,105,2021-12-09T03:19:09Z,6030000,,,0,,Jump Ball N. Jokic vs. J. Valanciunas: Tip to M. Morris,"[1628420, 203999, 202685]",1610612743.0,DEN,startperiod,M. Morris,1628420.0,Morris,M. Morris,Jokic,203999.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,
616,PT04M35.00S,2021-12-09T03:19:28.9Z,5,OVERTIME,3pt,Jump Shot,[],1628420,96.13994743758212,96.07843137254902,1610612743,105,105,2021-12-09T03:19:33Z,6060000,230.0,-16.0,1,right,MISS M. Morris 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,23.1,Missed,,,,,,,,,,,,,,,,,,,
617,PT04M32.00S,2021-12-09T03:19:31.9Z,5,OVERTIME,rebound,offensive,[],203932,,,1610612743,105,105,2021-12-09T03:19:33Z,6070000,,,0,,A. Gordon REBOUND (Off:2 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,616.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
618,PT04M29.00S,2021-12-09T03:19:44.3Z,5,OVERTIME,foul,personal,['2freethrow'],202685,,,1610612743,105,105,2021-12-09T03:20:02Z,6080000,,,0,,J. Valanciunas shooting personal FOUL (3 PF) (Jokic 2 FT),"[202685, 203999]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,,,,,,,203177.0,,,,,,,,3.0,0.0,Jokic,203999.0,,,
620,PT04M29.00S,2021-12-09T03:20:03.2Z,5,OVERTIME,freethrow,1 of 2,['2ndchance'],203999,,,1610612743,105,106,2021-12-09T03:20:03Z,6100000,,,0,,N. Jokic Free Throw 1 of 2 (29 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,29.0,,,,,,,,,,,,,
621,PT04M29.00S,2021-12-09T03:20:17.7Z,5,OVERTIME,freethrow,2 of 2,['2ndchance'],203999,,,1610612743,105,107,2021-12-09T03:20:17Z,6110000,,,0,,N. Jokic Free Throw 2 of 2 (30 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,30.0,,,,,,,,,,,,,
622,PT04M09.00S,2021-12-09T03:20:38.7Z,5,OVERTIME,2pt,Hook,['pointsinthepaint'],202685,8.886333771353483,44.6078431372549,1610612740,107,107,2021-12-09T03:20:49Z,6120000,27.0,31.0,1,left,J. Valanciunas Hook (25 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,4.11,Made,,,,,,25.0,,,,,,,,,,,,,
623,PT03M59.00S,2021-12-09T03:20:51.7Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],203115,85.89027595269383,49.754901960784316,1610612743,107,107,2021-12-09T03:22:57Z,6130000,-1.0,80.0,1,right,MISS W. Barton 8' floating Shot,[203115],1610612743.0,DEN,floating,,,Barton,W. Barton,,,,,8.01,Missed,,,,,,,,,,,,,,,,,,,
624,PT03M59.00S,2021-12-09T03:20:51.7Z,5,OVERTIME,rebound,offensive,[],203999,,,1610612743,107,107,2021-12-09T03:22:57Z,6140000,,,0,,N. Jokic REBOUND (Off:1 Def:8),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,623.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
625,PT03M57.00S,2021-12-09T03:21:00.0Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,94.40999984741211,50.0,1610612743,107,109,2021-12-09T03:21:00Z,6150000,0.0,0.0,1,right,N. Jokic putback Layup (32 PTS),[203999],1610612743.0,DEN,putback,,,Jokic,N. Jokic,,,,,0.0,Made,,,,,,32.0,,,,,,,,,,,,,
626,PT03M57.00S,2021-12-09T03:21:01.1Z,5,OVERTIME,foul,personal,['1freethrow'],1628404,,,1610612743,107,109,2021-12-09T03:21:09Z,6160000,,,0,,J. Hart shooting personal FOUL (5 PF) (Jokic 1 FT),"[1628404, 203999]",1610612740.0,NOP,shooting,,,Hart,J. Hart,,,,,,,,,,,2534.0,,,,,,,,5.0,0.0,Jokic,203999.0,,,
628,PT03M57.00S,2021-12-09T03:21:16.0Z,5,OVERTIME,freethrow,1 of 1,['2ndchance'],203999,,,1610612743,107,110,2021-12-09T03:21:16Z,6180000,,,0,,N. Jokic Free Throw 1 of 1 (33 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,33.0,,,,,,,,,,,,,
629,PT03M35.00S,2021-12-09T03:21:40.5Z,5,OVERTIME,2pt,Jump Shot,[],1627742,19.530223390275953,27.205882352941174,1610612740,107,110,2021-12-09T03:23:17Z,6190000,114.0,131.0,1,left,MISS B. Ingram 17' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,17.37,Missed,,,,,,,,,,,,,,,,,,,
630,PT03M33.00S,2021-12-09T03:21:42.5Z,5,OVERTIME,rebound,defensive,[],201145,,,1610612743,107,110,2021-12-09T03:21:46Z,6200000,,,0,,J. Green REBOUND (Off:0 Def:4),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,629.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
631,PT03M17.00S,2021-12-09T03:21:59.1Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],203999,90.22667542706965,52.69607843137255,1610612743,107,112,2021-12-09T03:24:02Z,6210000,13.0,39.0,1,right,N. Jokic driving floating Jump Shot (35 PTS) (M. Morris 2 AST),"[203999, 1628420]",1610612743.0,DEN,driving floating,,,Jokic,N. Jokic,,,,,4.16,Made,,,,,,35.0,M. Morris,1628420.0,2.0,,,,,,,,,,
633,PT03M17.00S,2021-12-09T03:22:12.7Z,5,OVERTIME,timeout,full,['team'],0,,,1610612740,107,112,2021-12-09T03:22:12Z,6230000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT03M17.00S,2021-12-09T03:23:07.5Z,5,OVERTIME,substitution,out,[],1630529,,,1610612740,107,112,2021-12-09T03:29:24Z,6235000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT03M17.00S,2021-12-09T03:23:07.5Z,5,OVERTIME,substitution,in,[],1629638,,,1610612740,107,112,2021-12-09T03:29:24Z,6237500,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT03M04.00S,2021-12-09T03:24:02.4Z,5,OVERTIME,foul,personal,['2freethrow'],201145,,,1610612740,107,112,2021-12-09T03:24:12Z,6240000,,,0,,J. Green shooting personal FOUL (4 PF) (Valanciunas 2 FT),"[201145, 202685]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,2534.0,,,,,,,,4.0,0.0,Valanciunas,202685.0,,,
636,PT03M04.00S,2021-12-09T03:24:29.4Z,5,OVERTIME,freethrow,1 of 2,[],202685,,,1610612740,108,112,2021-12-09T03:24:29Z,6260000,,,0,,J. Valanciunas Free Throw 1 of 2 (26 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,,,,,,26.0,,,,,,,,,,,,,
637,PT03M04.00S,2021-12-09T03:24:49.0Z,5,OVERTIME,freethrow,2 of 2,[],202685,,,1610612740,109,112,2021-12-09T03:24:49Z,6270000,,,0,,J. Valanciunas Free Throw 2 of 2 (27 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,,,,,,27.0,,,,,,,,,,,,,
638,PT02M42.00S,2021-12-09T03:25:12.9Z,5,OVERTIME,2pt,Jump Shot,[],203999,76.03482260183968,48.77450980392157,1610612743,109,114,2021-12-09T03:25:18Z,6280000,-6.0,173.0,1,right,N. Jokic 17' Jump Shot (37 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,17.29,Made,,,,,,37.0,,,,,,,,,,,,,
639,PT02M14.00S,2021-12-09T03:25:41.5Z,5,OVERTIME,2pt,Jump Shot,[],202685,5.075558475689881,66.42156862745098,1610612740,109,114,2021-12-09T03:26:22Z,6290000,-82.0,-5.0,1,left,MISS J. Valanciunas 8' turnaround Shot,[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,8.22,Missed,,,,,,,,,,,,,,,,,,,
640,PT02M14.00S,2021-12-09T03:25:41.5Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612740,109,114,2021-12-09T03:26:22Z,6300000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,639.0,,,,,,,,,,,,,,,,,,
641,PT02M14.00S,2021-12-09T03:25:54.2Z,5,OVERTIME,foul,personal,[],201145,,,1610612740,109,114,2021-12-09T03:26:04Z,6310000,,,0,,J. Green loose ball personal FOUL (5 PF),"[201145, 1628404]",1610612743.0,DEN,loose ball,,,Green,J. Green,,,,,,,,,,,2534.0,,,,,,,,5.0,0.0,Hart,1628404.0,,,
