actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-04-08T00:10:41.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-04-08T00:10:41Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M52.00S,2022-04-08T00:10:48.3Z,1,REGULAR,jumpball,recovered,[],1627739,,,1610612757,0,0,2022-04-08T00:10:48Z,40000,,,0,,Jump Ball D. Eubanks vs. J. Valanciunas: Tip to K. Dunn,"[1627739, 1629234, 202685]",1610612757.0,POR,startperiod,K. Dunn,1627739.0,Dunn,K. Dunn,Eubanks,1629234.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-04-08T00:10:59.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629234,8.360709592641262,49.754901960784316,1610612757,0,0,2022-04-08T00:11:04Z,70000,1.0,26.0,1,left,MISS D. Eubanks cutting DUNK,[1629234],1610612757.0,POR,cutting,,,Eubanks,D. Eubanks,,,,,2.61,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2022-04-08T00:11:01.0Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,0,0,2022-04-08T00:11:04Z,80000,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M31.00S,2022-04-08T00:11:09.1Z,1,REGULAR,3pt,Jump Shot,[],1628984,75.1149802890933,9.803921568627452,1610612740,0,0,2022-04-08T00:11:15Z,90000,-201.0,181.0,1,right,MISS D. Graham 27' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,27.08,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M31.00S,2022-04-08T00:11:09.1Z,1,REGULAR,rebound,defensive,[],1630535,,,1610612757,0,0,2022-04-08T00:12:10Z,100000,,,0,,G. Brown III REBOUND (Off:0 Def:1),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT11M17.00S,2022-04-08T00:11:23.6Z,1,REGULAR,3pt,Jump Shot,[],1629604,29.38567674113009,69.85294117647058,1610612757,0,3,2022-04-08T00:11:28Z,110000,-99.0,224.0,1,left,C. Elleby 24' 3PT  (3 PTS) (K. Dunn 1 AST),"[1629604, 1627739]",1610612757.0,POR,,,,Elleby,C. Elleby,,,,,24.47,Made,,,,,3.0,K. Dunn,1627739.0,1.0,,,,,,,,,,,
13,PT10M56.00S,2022-04-08T00:11:44.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,87.33574244415243,49.26470588235294,1610612740,0,3,2022-04-08T00:11:53Z,130000,-4.0,67.0,1,right,MISS J. Valanciunas 6' cutting Layup,[202685],1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,6.66,Missed,,,,,,,,,,,,,,,,,,,
15,PT10M56.00S,2022-04-08T00:11:44.0Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,0,3,2022-04-08T00:12:13Z,150000,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
16,PT10M47.00S,2022-04-08T00:11:52.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629604,5.732588699080158,50.245098039215684,1610612757,0,5,2022-04-08T00:14:58Z,160000,-1.0,1.0,1,left,C. Elleby running DUNK (5 PTS) (K. Johnson 1 AST),"[1629604, 1630553]",1610612757.0,POR,running,,,Elleby,C. Elleby,,,,,0.18,Made,,,,,5.0,K. Johnson,1630553.0,1.0,,,,,,,,,,,
18,PT10M34.00S,2022-04-08T00:12:10.3Z,1,REGULAR,foul,personal,[],1627739,,,1610612740,0,5,2022-04-08T00:12:28Z,180000,,,0,,K. Dunn personal FOUL (1 PF),"[1627739, 202685]",1610612757.0,POR,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,2003.0,1.0,0.0,Valanciunas,202685.0,,,,,,
20,PT10M22.00S,2022-04-08T00:12:39.3Z,1,REGULAR,2pt,Jump Shot,[],203468,92.06636005256242,80.14705882352942,1610612740,2,5,2022-04-08T00:16:03Z,200000,151.0,22.0,1,right,C. McCollum 15' pullup Jump Shot (2 PTS) (D. Graham 1 AST),"[203468, 1628984]",1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,15.23,Made,,,,,2.0,D. Graham,1628984.0,1.0,,,,,,,,,,,
22,PT09M57.00S,2022-04-08T00:13:04.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629604,6.652431011826544,54.166666666666664,1610612757,2,5,2022-04-08T00:13:09Z,220000,-21.0,10.0,1,left,MISS C. Elleby driving finger roll Layup,[1629604],1610612757.0,POR,driving finger roll,,,Elleby,C. Elleby,,,,,2.31,Missed,,,,,,,,,,,,,,,,,,,
23,PT09M55.00S,2022-04-08T00:13:06.3Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,2,5,2022-04-08T00:13:09Z,230000,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
24,PT09M38.00S,2022-04-08T00:13:30.7Z,1,REGULAR,foul,personal,[],1629604,,,1610612740,2,5,2022-04-08T00:14:15Z,240000,,,0,,C. Elleby personal FOUL (1 PF),"[1629604, 202685]",1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,201245.0,1.0,0.0,Valanciunas,202685.0,,,,,,
26,PT09M32.00S,2022-04-08T00:13:44.3Z,1,REGULAR,3pt,Jump Shot,[],203468,70.25295663600527,18.627450980392158,1610612740,2,5,2022-04-08T00:14:18Z,260000,-157.0,227.0,1,right,MISS C. McCollum 27' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,27.6,Missed,,,,,,,,,,,,,,,,,,,
