actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-04-13T00:42:30.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-13T00:42:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PT12M00.00S,2026-04-13T00:42:38.0Z,1,REGULAR,jumpball,recovered,[],1642264,,,1610612759,0,0,2026-04-13T00:43:54Z,27500,False,,,0,,Jump Ball M. Plumlee vs. N. Jokić: Tip to S. Castle,"[1642264, 203486, 203999]",1610612759.0,SAS,startperiod,S. Castle,1642264.0,Castle,S. Castle,Plumlee,203486.0,Jokić,203999.0,,,,,,,,,,,,,,,,,,,,,,
3,PT11M43.00S,2026-04-13T00:42:46.1Z,1,REGULAR,3pt,Jump Shot,[],1628368,28.728646517739815,80.63725490196079,1610612759,3,0,2026-04-13T00:45:21Z,30000,False,-153.0,218.0,1,left,D. Fox 26' 3PT  (3 PTS) (S. Castle 1 AST),"[1628368, 1642264]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,26.6,Made,3.0,S. Castle,1642264.0,1.0,,,,,,,,,,,,,,
5,PT11M26.00S,2026-04-13T00:43:02.3Z,1,REGULAR,3pt,Jump Shot,[],203999,68.67608409986859,21.568627450980394,1610612743,3,0,2026-04-13T00:44:55Z,50000,False,-142.0,242.0,1,right,MISS N. Jokić 28' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,28.06,Missed,,,,,,,,,,,,,,,,,,
6,PT11M26.00S,2026-04-13T00:43:02.3Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,3,0,2026-04-13T00:44:55Z,60000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,,,5.0,1.0,1.0,0.0,,,,,,,,,,
7,PT11M14.00S,2026-04-13T00:43:15.4Z,1,REGULAR,3pt,Jump Shot,[],1642264,8.360709592641262,95.09803921568627,1610612759,3,0,2026-04-13T00:45:49Z,70000,False,-225.0,26.0,1,left,MISS S. Castle 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Left Corner 3,24+ Left,22.7,Missed,,,,,,,,,,,,,,,,,,
8,PT11M10.00S,2026-04-13T00:43:19.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,3,0,2026-04-13T00:45:50Z,80000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Left Corner 3,24+ Left,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,
9,PT11M04.00S,2026-04-13T00:43:28.8Z,1,REGULAR,turnover,out-of-bounds,[],1631124,,,1610612743,3,0,2026-04-13T00:44:27Z,90000,False,,,0,,J. Strawther lost ball out-of-bounds TURNOVER (1 TO),[1631124],1610612743.0,DEN,lost ball,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202058.0,1.0,,,,,,,,
10,PT10M55.00S,2026-04-13T00:43:44.3Z,1,REGULAR,foul,personal,['2freethrow'],1630192,,,1610612759,3,0,2026-04-13T00:44:00Z,100000,False,,,0,,Z. Nnaji shooting personal FOUL (1 PF) (Castle 2 FT),"[1630192, 1642264]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2003.0,,1.0,0.0,Castle,1642264.0,,,,
16,PT10M55.00S,2026-04-13T00:44:10.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1642264,,,1610612759,4,0,2026-04-13T00:44:10Z,120000,False,,,0,,S. Castle Free Throw 1 of 2 (1 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
