actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
199,PT10M15.00S,2025-12-03T01:43:24.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,71.30420499342969,75.49019607843137,1610612759,36,36,2025-12-03T01:43:30Z,1970000,False,127.0,217.0,1,right,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,25.19,Missed,,,,,,,,,,,,,,,,
200,PT10M08.00S,2025-12-03T01:43:29.7Z,2,REGULAR,rebound,offensive,[],1628368,,,1610612759,36,36,2025-12-03T01:43:29Z,1980000,False,,,0,,D. Fox REBOUND (Off:1 Def:0),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,199.0,1.0,0.0,1.0,,,,,,,,,,,,
201,PT10M00.00S,2025-12-03T01:43:37.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628368,90.22667542706965,53.92156862745098,1610612759,36,36,2025-12-03T01:44:14Z,1990000,False,20.0,39.0,1,right,MISS D. Fox driving floating Shot,[1628368],1610612759.0,SAS,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,4.4,Missed,,,,,,,,,,,,,,,,
202,PT09M57.00S,2025-12-03T01:43:40.7Z,2,REGULAR,rebound,defensive,[],1641744,,,1610612763,36,36,2025-12-03T01:43:49Z,2000000,False,,,0,,Z. Edey REBOUND (Off:1 Def:2),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,,,,,201.0,3.0,2.0,1.0,,,,,,,,,,,,
205,PT09M56.00S,2025-12-03T01:46:57.7Z,2,REGULAR,foul,personal,[],1641744,,,1610612763,36,36,2025-12-03T02:27:15Z,2030000,False,,,0,,Z. Edey loose ball personal FOUL (3 PF),"[1641744, 1631110]",1610612763.0,MEM,loose ball,,,Edey,Z. Edey,,,,,Mid-Range,8-16 Center,1662.0,,,,,,,,,,,,,,,,3.0,0.0,Sochan,1631110.0
379,PT09M56.00S,2025-12-03T01:47:33.3Z,2,REGULAR,turnover,lost ball,[],1641744,,,1610612763,36,36,2025-12-03T02:29:51Z,2055000,False,,,0,,Z. Edey lost ball TURNOVER (1 TO),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Mid-Range,8-16 Right,,1.0,,,,,,,,,,,,,,,,,,
208,PT09M56.00S,2025-12-03T01:48:08.9Z,2,REGULAR,substitution,out,[],1629640,,,1610612759,36,36,2025-12-03T01:48:19Z,2060000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M56.00S,2025-12-03T01:48:08.9Z,2,REGULAR,substitution,out,[],1631110,,,1610612759,36,36,2025-12-03T01:48:19Z,2070000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M56.00S,2025-12-03T01:48:08.9Z,2,REGULAR,substitution,in,[],203084,,,1610612759,36,36,2025-12-03T01:48:19Z,2080000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M56.00S,2025-12-03T01:48:08.9Z,2,REGULAR,substitution,in,[],1630577,,,1610612759,36,36,2025-12-03T01:48:19Z,2090000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M50.00S,2025-12-03T01:48:20.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203084,75.1149802890933,13.970588235294118,1610612759,36,36,2025-12-03T01:48:25Z,2100000,False,-180.0,181.0,1,right,MISS H. Barnes 25' 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,25.56,Missed,,,,,,,,,,,,,,,,
213,PT09M47.00S,2025-12-03T01:48:23.9Z,2,REGULAR,rebound,defensive,[],1631246,,,1610612763,36,36,2025-12-03T01:48:25Z,2110000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:3),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Left Center,,,,,212.0,3.0,3.0,0.0,,,,,,,,,,,,
214,PT09M40.00S,2025-12-03T01:48:34.1Z,2,REGULAR,foul,personal,[],1628991,,,1610612763,36,36,2025-12-03T01:49:32Z,2120000,False,,,0,,J. Jackson Jr. loose ball personal FOUL (3 PF),"[1628991, 1630577]",1610612763.0,MEM,loose ball,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,1626301.0,,,,,,,,,,,,,,,,3.0,0.0,Champagnie,1630577.0
389,PT09M40.00S,2025-12-03T01:49:08.5Z,2,REGULAR,turnover,lost ball,[],1628991,,,1610612763,36,36,2025-12-03T02:30:49Z,2145000,False,,,0,,J. Jackson Jr. lost ball TURNOVER (3 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,3.0,,,,,,,,,,,,,,,,,,
217,PT09M26.00S,2025-12-03T01:49:42.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203084,86.94152431011827,96.07843137254902,1610612759,36,36,2025-12-03T01:50:31Z,2150000,False,230.0,70.0,1,right,MISS H. Barnes 24' 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,24.09,Missed,,,,,,,,,,,,,,,,
218,PT09M22.00S,2025-12-03T01:49:46.2Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,36,36,2025-12-03T01:49:46Z,2160000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,,,217.0,2.0,2.0,0.0,,,,,,,,,,,,
219,PT09M14.00S,2025-12-03T01:49:55.3Z,2,REGULAR,2pt,Hook,[],1641744,10.5946123521682,33.82352941176471,1610612763,36,38,2025-12-03T01:50:30Z,2170000,False,81.0,47.0,1,left,Z. Edey 9' turnaround Hook (9 PTS) (J. Jackson Jr. 2 AST),"[1641744, 1628991]",1610612763.0,MEM,turnaround,,,Edey,Z. Edey,,,,,Mid-Range,8-16 Right,,,9.36,Made,,,,,,,,,9.0,J. Jackson Jr.,1628991.0,2.0,,,,
221,PT09M00.00S,2025-12-03T01:50:09.2Z,2,REGULAR,3pt,Jump Shot,[],1628368,75.24638633377135,83.57843137254902,1610612759,36,38,2025-12-03T01:50:49Z,2190000,False,168.0,180.0,1,right,MISS D. Fox 24' pullup 3PT,[1628368],1610612759.0,SAS,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,24.63,Missed,,,,,,,,,,,,,,,,
222,PT08M58.00S,2025-12-03T01:50:11.6Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,36,38,2025-12-03T01:50:11Z,2200000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,,221.0,3.0,3.0,0.0,,,,,,,,,,,,
224,PT08M52.00S,2025-12-03T01:50:19.6Z,2,REGULAR,foul,personal,[],1630170,,,1610612763,36,38,2025-12-03T01:50:23Z,2210000,False,,,0,,D. Vassell personal FOUL (2 PF),"[1630170, 1631246]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left Center,1626301.0,,,,,,,,,,,,,,,,2.0,0.0,Williams Jr.,1631246.0
226,PT08M52.00S,2025-12-03T01:50:31.4Z,2,REGULAR,substitution,out,[],1628368,,,1610612763,36,38,2025-12-03T01:50:45Z,2230000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M52.00S,2025-12-03T01:50:31.4Z,2,REGULAR,substitution,out,[],1631246,,,1610612763,36,38,2025-12-03T01:50:45Z,2240000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M52.00S,2025-12-03T01:50:31.4Z,2,REGULAR,substitution,out,[],1642907,,,1610612763,36,38,2025-12-03T01:50:45Z,2250000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M52.00S,2025-12-03T01:50:31.4Z,2,REGULAR,substitution,in,[],1642844,,,1610612763,36,38,2025-12-03T01:50:45Z,2260000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M52.00S,2025-12-03T01:50:31.4Z,2,REGULAR,substitution,in,[],1642285,,,1610612763,36,38,2025-12-03T01:50:45Z,2270000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M52.00S,2025-12-03T01:50:31.4Z,2,REGULAR,substitution,in,[],203484,,,1610612763,36,38,2025-12-03T01:50:45Z,2280000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT08M52.00S,2025-12-03T01:50:31.4Z,2,REGULAR,substitution,out,[],1628991,,,1610612763,36,38,2025-12-03T01:55:20Z,2285000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT08M52.00S,2025-12-03T01:50:31.4Z,2,REGULAR,substitution,in,[],1630583,,,1610612763,36,38,2025-12-03T01:55:20Z,2287500,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M39.00S,2025-12-03T01:50:57.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1641744,14.14257555847569,38.48039215686275,1610612763,36,40,2025-12-03T01:51:04Z,2290000,False,58.0,80.0,1,left,Z. Edey 9' Hook (11 PTS) (K. Caldwell-Pope 1 AST),"[1641744, 203484]",1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),8-16 Right,,,9.89,Made,,,,,,,,,11.0,K. Caldwell-Pope,203484.0,1.0,,,,
234,PT08M21.00S,2025-12-03T01:51:15.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,93.64323258869908,56.127450980392155,1610612759,36,40,2025-12-03T01:51:45Z,2310000,False,31.0,7.0,1,right,MISS H. Barnes bank Shot,[203084],1610612759.0,SAS,bank,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,3.15,Missed,,,,,,,,,,,,,,,,
235,PT08M20.00S,2025-12-03T01:51:16.2Z,2,REGULAR,rebound,defensive,[],1641744,,,1610612763,36,40,2025-12-03T01:51:21Z,2320000,False,,,0,,Z. Edey REBOUND (Off:1 Def:3),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,,,234.0,4.0,3.0,1.0,,,,,,,,,,,,
236,PT08M07.00S,2025-12-03T01:51:32.9Z,2,REGULAR,foul,personal,[],1630170,,,1610612763,36,40,2025-12-03T01:51:39Z,2330000,False,,,0,,D. Vassell personal FOUL (3 PF),"[1630170, 1641744]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,1628954.0,,,,,,,,,,,,,,,,3.0,0.0,Edey,1641744.0
238,PT08M01.00S,2025-12-03T01:51:55.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1641744,14.4053876478318,35.294117647058826,1610612763,36,42,2025-12-03T01:51:59Z,2350000,False,74.0,83.0,1,left,Z. Edey 11' Hook (13 PTS) (C. Spencer 1 AST),"[1641744, 1642285]",1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),8-16 Right,,,11.08,Made,,,,,,,,,13.0,C. Spencer,1642285.0,1.0,,,,
240,PT07M40.00S,2025-12-03T01:52:15.7Z,2,REGULAR,2pt,Jump Shot,[],1630170,94.82588699080158,73.77450980392157,1610612759,38,42,2025-12-03T01:52:21Z,2370000,False,119.0,-4.0,1,right,D. Vassell 11' step back Jump Shot (5 PTS) (D. Harper 4 AST),"[1630170, 1642844]",1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,,,11.9,Made,,,,,,,,,5.0,D. Harper,1642844.0,4.0,,,,
241,PT07M30.00S,2025-12-03T01:52:26.5Z,2,REGULAR,2pt,Jump Shot,[],1642285,13.87976346911958,72.79411764705883,1610612763,38,44,2025-12-03T01:52:44Z,2380000,False,-114.0,78.0,1,left,C. Spencer 13' pullup Jump Shot (3 PTS),[1642285],1610612763.0,MEM,pullup,,,Spencer,C. Spencer,,,,,Mid-Range,8-16 Left,,,13.81,Made,,,,,,,,,3.0,,,,,,,
242,PT07M18.00S,2025-12-03T01:52:39.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642844,94.30026281208936,52.94117647058824,1610612759,40,44,2025-12-03T01:52:50Z,2390000,False,15.0,1.0,1,right,D. Harper driving finger roll Layup (8 PTS),[1642844],1610612759.0,SAS,driving finger roll,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,1.47,Made,,,,,,,,,8.0,,,,,,,
243,PT07M05.00S,2025-12-03T01:52:57.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,6.783837056504599,52.20588235294118,1610612763,40,44,2025-12-03T01:53:12Z,2400000,False,-11.0,11.0,1,left,MISS S. Aldama driving finger roll Layup,[1630583],1610612763.0,MEM,driving finger roll,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,1.58,Missed,,,,,,,,,,,,,,,,
244,PT07M05.00S,2025-12-03T01:53:08.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,40,44,2025-12-03T01:53:08Z,2410000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,243.0,,,,,,,,,,,,,,,
245,PT07M05.00S,2025-12-03T01:53:15.3Z,2,REGULAR,substitution,out,[],1630577,,,1610612759,40,44,2025-12-03T01:53:41Z,2420000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M05.00S,2025-12-03T01:53:15.3Z,2,REGULAR,substitution,out,[],1641744,,,1610612759,40,44,2025-12-03T01:53:41Z,2440000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M05.00S,2025-12-03T01:53:15.3Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,40,44,2025-12-03T01:53:41Z,2450000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M05.00S,2025-12-03T01:53:15.3Z,2,REGULAR,substitution,in,[],1642377,,,1610612759,40,44,2025-12-03T01:53:41Z,2460000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M05.00S,2025-12-03T01:53:15.3Z,2,REGULAR,substitution,in,[],1629111,,,1610612759,40,44,2025-12-03T01:53:41Z,2470000,False,,,0,,SUB in: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT07M05.00S,2025-12-03T01:53:15.3Z,2,REGULAR,substitution,out,[],1629723,,,1610612759,40,44,2025-12-03T02:01:01Z,2475000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M51.00S,2025-12-03T01:53:46.8Z,2,REGULAR,foul,personal,['2freethrow'],1629111,,,1610612759,40,44,2025-12-03T01:57:07Z,2480000,False,,,0,,J. Landale shooting personal FOUL (1 PF) (Vassell 2 FT),"[1629111, 1630170]",1610612763.0,MEM,shooting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,1626301.0,,,,,,,,,,,,,,,,1.0,0.0,Vassell,1630170.0
253,PT06M51.00S,2025-12-03T01:54:07.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,40,44,2025-12-03T01:54:07Z,2500000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M51.00S,2025-12-03T01:56:15.1Z,2,REGULAR,substitution,out,[],1628436,,,1610612759,40,44,2025-12-03T01:56:33Z,2510000,False,,,0,,SUB out: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M51.00S,2025-12-03T01:56:15.1Z,2,REGULAR,substitution,in,[],1631110,,,1610612759,40,44,2025-12-03T01:56:33Z,2530000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M51.00S,2025-12-03T01:56:44.8Z,2,REGULAR,freethrow,1 of 2,[],1630170,,,1610612759,41,44,2025-12-03T01:56:44Z,2550000,False,,,0,,D. Vassell Free Throw 1 of 2 (6 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,Made,,,,,,,,,6.0,,,,,,,
261,PT06M51.00S,2025-12-03T01:57:01.7Z,2,REGULAR,freethrow,2 of 2,[],1630170,,,1610612759,42,44,2025-12-03T01:57:01Z,2560000,False,,,0,,D. Vassell Free Throw 2 of 2 (7 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,Made,,,,,,,,,7.0,,,,,,,
262,PT06M40.00S,2025-12-03T01:57:13.6Z,2,REGULAR,turnover,bad pass,[],203484,,,1610612763,42,44,2025-12-03T01:57:18Z,2570000,False,,,0,,K. Caldwell-Pope bad pass TURNOVER (2 TO),"[203484, 1631110]",1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,2.0,,,,,,,Sochan,1631110.0,,,,,,,,,,
263,PT06M40.00S,2025-12-03T01:57:13.6Z,2,REGULAR,steal,,[],1631110,,,1610612759,42,44,2025-12-03T01:57:16Z,2580000,False,,,0,,J. Sochan STEAL (2 STL),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
264,PT06M35.00S,2025-12-03T01:57:18.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631110,94.43166885676742,46.81372549019608,1610612759,44,44,2025-12-03T01:57:26Z,2590000,False,-16.0,0.0,1,right,J. Sochan alley-oop Layup (6 PTS) (D. Vassell 1 AST),"[1631110, 1630170]",1610612759.0,SAS,alley-oop,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,1.59,Made,,,,,,,,,6.0,D. Vassell,1630170.0,1.0,,,,
266,PT06M09.00S,2025-12-03T01:57:44.7Z,2,REGULAR,3pt,Jump Shot,[],203484,17.0335085413929,93.62745098039215,1610612763,44,44,2025-12-03T01:57:50Z,2610000,False,-218.0,108.0,1,left,MISS K. Caldwell-Pope 24' pullup 3PT,[203484],1610612763.0,MEM,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,24.32,Missed,,,,,,,,,,,,,,,,
267,PT06M07.00S,2025-12-03T01:57:46.7Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,44,44,2025-12-03T01:57:50Z,2620000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,,,266.0,1.0,1.0,0.0,,,,,,,,,,,,
268,PT06M05.00S,2025-12-03T01:57:51.8Z,2,REGULAR,foul,personal,['2freethrow'],1630583,,,1610612759,44,44,2025-12-03T01:58:03Z,2630000,False,,,0,,S. Aldama shooting personal FOUL (1 PF) (Harper 2 FT),"[1630583, 1642844]",1610612763.0,MEM,shooting,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,1626301.0,,,,,,,,,,,,,,,,1.0,0.0,Harper,1642844.0
270,PT06M05.00S,2025-12-03T01:58:06.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,44,44,2025-12-03T01:58:06Z,2650000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT06M05.00S,2025-12-03T02:00:59.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1642844,,,1610612759,44,44,2025-12-03T02:00:59Z,2660000,False,,,0,,MISS D. Harper Free Throw 1 of 2,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
272,PT06M05.00S,2025-12-03T02:00:59.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,44,44,2025-12-03T02:00:59Z,2670000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,271.0,,,,,,,,,,,,,,,
274,PT06M05.00S,2025-12-03T02:01:13.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1642844,,,1610612759,45,44,2025-12-03T02:01:13Z,2680000,False,,,0,,D. Harper Free Throw 2 of 2 (9 PTS),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,Made,,,,,,,,,9.0,,,,,,,
275,PT05M53.00S,2025-12-03T02:01:27.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629111,5.863994743758213,42.15686274509804,1610612763,45,46,2025-12-03T02:01:46Z,2690000,False,39.0,3.0,1,left,J. Landale cutting Layup (4 PTS) (C. Spencer 2 AST),"[1629111, 1642285]",1610612763.0,MEM,cutting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,3.93,Made,,,,,,,,,4.0,C. Spencer,1642285.0,2.0,,,,
278,PT05M29.00S,2025-12-03T02:01:51.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642844,93.51182654402102,52.450980392156865,1610612759,45,46,2025-12-03T02:01:55Z,2710000,False,12.0,8.0,1,right,MISS D. Harper finger roll Layup - blocked,"[1642844, 1630583]",1610612759.0,SAS,finger roll,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,1.5,Missed,,,,,,,Aldama,1630583.0,,,,,,,,
279,PT05M29.00S,2025-12-03T02:01:51.0Z,2,REGULAR,block,,[],1630583,,,1610612759,45,46,2025-12-03T02:18:06Z,2720000,False,,,0,,S. Aldama BLOCK (1 BLK),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
280,PT05M25.00S,2025-12-03T02:01:55.0Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,45,46,2025-12-03T02:01:55Z,2730000,False,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,278.0,2.0,2.0,0.0,,,,,,,,,,,,
281,PT05M16.00S,2025-12-03T02:02:04.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,8.09789750328515,62.745098039215684,1610612763,45,48,2025-12-03T02:02:07Z,2740000,False,-64.0,24.0,1,left,S. Aldama 6' Jump Shot (2 PTS) (C. Spencer 3 AST),"[1630583, 1642285]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,6.79,Made,,,,,,,,,2.0,C. Spencer,1642285.0,3.0,,,,
283,PT05M00.00S,2025-12-03T02:02:20.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203084,94.1688567674113,52.94117647058824,1610612759,47,48,2025-12-03T02:02:30Z,2760000,False,15.0,2.0,1,right,H. Barnes driving Layup (12 PTS) (J. Sochan 1 AST),"[203084, 1631110]",1610612759.0,SAS,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,1.49,Made,,,,,,,,,12.0,J. Sochan,1631110.0,1.0,,,,
284,PT04M53.00S,2025-12-03T02:02:25.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642377,5.601182654402102,47.794117647058826,1610612763,47,50,2025-12-03T02:02:34Z,2770000,False,11.0,0.0,1,left,J. Wells alley-oop Layup (13 PTS) (S. Aldama 3 AST),"[1642377, 1630583]",1610612763.0,MEM,alley-oop,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,,,1.1,Made,,,,,,,,,13.0,S. Aldama,1630583.0,3.0,,,,
286,PT04M35.00S,2025-12-03T02:02:48.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630583,,,1610612759,47,50,2025-12-03T02:02:55Z,2790000,False,,,0,,S. Aldama shooting personal FOUL (2 PF) (Barnes 2 FT),"[1630583, 203084]",1610612763.0,MEM,shooting,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,1662.0,,,,,,,,,,,,,,,,2.0,0.0,Barnes,203084.0
288,PT04M35.00S,2025-12-03T02:03:15.1Z,2,REGULAR,freethrow,1 of 2,[],203084,,,1610612759,48,50,2025-12-03T02:03:15Z,2810000,False,,,0,,H. Barnes Free Throw 1 of 2 (13 PTS),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,Made,,,,,,,,,13.0,,,,,,,
289,PT04M35.00S,2025-12-03T02:03:15.7Z,2,REGULAR,substitution,out,[],1642844,,,1610612759,48,50,2025-12-03T02:03:24Z,2820000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M35.00S,2025-12-03T02:03:15.7Z,2,REGULAR,substitution,out,[],1630170,,,1610612759,48,50,2025-12-03T02:03:24Z,2830000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
