actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
22,PT10M34.00S,2026-02-07T23:15:01.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,7.046649145860711,50.49019607843137,1610612742,2,2,2026-02-07T23:15:10Z,220000,False,-2.0,14.0,1,left,D. Gafford cutting DUNK (2 PTS) (N. Marshall 1 AST),"[1629655, 1630230]",1610612742.0,DAL,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,1.39,Made,,,,,,,,2.0,N. Marshall,1630230.0,1.0,,
24,PT10M22.00S,2026-02-07T23:15:13.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,86.81011826544021,50.73529411764706,1610612759,4,2,2026-02-07T23:15:51Z,240000,False,4.0,71.0,1,right,D. Fox 7' driving floating Jump Shot (2 PTS) (S. Castle 1 AST),"[1628368, 1642264]",1610612759.0,SAS,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.16,Made,,,,,,,,2.0,S. Castle,1642264.0,1.0,,
26,PT10M07.00S,2026-02-07T23:15:28.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,5.863994743758213,47.30392156862745,1610612742,4,2,2026-02-07T23:16:27Z,260000,False,13.0,3.0,1,left,MISS D. Gafford cutting DUNK - blocked,"[1629655, 1630577]",1610612742.0,DAL,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,1.37,Missed,,,,,,,,,,,,Champagnie,1630577.0
27,PT10M07.00S,2026-02-07T23:15:28.5Z,1,REGULAR,block,,[],1630577,,,1610612742,4,2,2026-02-07T23:15:30Z,270000,False,,,0,,J. Champagnie BLOCK (1 BLK),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
28,PT10M03.00S,2026-02-07T23:15:32.5Z,1,REGULAR,rebound,offensive,[],1628997,,,1610612742,4,2,2026-02-07T23:15:36Z,280000,False,,,0,,C. Martin REBOUND (Off:1 Def:0),[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,26.0,1.0,0.0,1.0,,,,,,,,,
29,PT09M58.00S,2026-02-07T23:15:37.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628997,14.273981603153747,28.676470588235293,1610612742,4,2,2026-02-07T23:16:48Z,290000,False,107.0,82.0,1,left,MISS C. Martin 13' turnaround fadeaway Shot,[1628997],1610612742.0,DAL,turnaround fadeaway,,,Martin,C. Martin,,,,,Mid-Range,8-16 Right,,,,,,13.43,Missed,,,,,,,,,,,,,
30,PT09M55.00S,2026-02-07T23:15:40.6Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,4,2,2026-02-07T23:15:41Z,300000,False,,,0,,D. Vassell REBOUND (Off:1 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,,,,,,,,29.0,2.0,1.0,1.0,,,,,,,,,
31,PT09M41.00S,2026-02-07T23:15:54.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,92.9862023653088,48.529411764705884,1610612759,6,2,2026-02-08T02:25:57Z,310000,False,-7.0,13.0,1,right,S. Castle driving reverse Layup (2 PTS) (D. Vassell 1 AST),"[1642264, 1630170]",1610612759.0,SAS,driving reverse,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,1.53,Made,,,,,,,,2.0,D. Vassell,1630170.0,1.0,,
33,PT09M12.00S,2026-02-07T23:16:23.6Z,1,REGULAR,2pt,Jump Shot,[],1642843,26.363337713534822,57.35294117647059,1610612742,6,4,2026-02-07T23:16:30Z,330000,False,-37.0,195.0,1,left,C. Flagg 19' turnaround Jump Shot (2 PTS) (M. Christie 1 AST),"[1642843, 1631108]",1610612742.0,DAL,turnaround,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Center,,,,,,19.87,Made,,,,,,,,2.0,M. Christie,1631108.0,1.0,,
34,PT09M01.00S,2026-02-07T23:16:35.4Z,1,REGULAR,3pt,Jump Shot,[],1630577,71.69842312746385,75.98039215686273,1610612759,9,4,2026-02-07T23:16:39Z,340000,False,130.0,214.0,1,right,J. Champagnie 24' 3PT  (3 PTS) (S. Castle 2 AST),"[1630577, 1642264]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,24.99,Made,,,,,,,,3.0,S. Castle,1642264.0,2.0,,
37,PT08M41.00S,2026-02-07T23:16:54.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629655,17.0335085413929,52.94117647058824,1610612742,9,4,2026-02-07T23:17:06Z,360000,False,-15.0,108.0,1,left,MISS D. Gafford 10' fadeaway Shot,[1629655],1610612742.0,DAL,fadeaway,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.86,Missed,,,,,,,,,,,,,
38,PT08M39.00S,2026-02-07T23:16:56.6Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,9,4,2026-02-07T23:17:06Z,370000,False,,,0,,D. Vassell REBOUND (Off:1 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,37.0,3.0,2.0,1.0,,,,,,,,,
39,PT08M34.00S,2026-02-07T23:17:01.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642264,92.32917214191852,2.696078431372549,1610612759,12,4,2026-02-07T23:17:09Z,380000,False,-237.0,20.0,1,right,S. Castle 3PT running (5 PTS) (D. Vassell 2 AST),"[1642264, 1630170]",1610612759.0,SAS,running,,,Castle,S. Castle,,,,,Left Corner 3,24+ Left,,,,,,23.73,Made,,,,,,,,5.0,D. Vassell,1630170.0,2.0,,
41,PT08M26.00S,2026-02-07T23:17:09.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628997,7.5722733245729295,49.754901960784316,1610612742,12,6,2026-02-07T23:22:41Z,400000,False,1.0,19.0,1,left,C. Martin driving DUNK (2 PTS) (N. Marshall 2 AST),"[1628997, 1630230]",1610612742.0,DAL,driving,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,1.87,Made,,,,,,,,2.0,N. Marshall,1630230.0,2.0,,
42,PT08M16.00S,2026-02-07T23:17:24.6Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612759,12,6,2026-02-07T23:17:41Z,410000,False,,,0,,D. Gafford shooting personal FOUL (2 PF) (Wembanyama 2 FT),"[1629655, 1641705]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,Mid-Range,16-24 Right Center,1627519.0,2.0,0.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,
44,PT08M16.00S,2026-02-07T23:18:03.4Z,1,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,13,6,2026-02-07T23:18:03Z,430000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (3 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,Made,,,,,,,,3.0,,,,,
45,PT08M16.00S,2026-02-07T23:18:04.1Z,1,REGULAR,substitution,out,[],1628368,,,1610612759,13,6,2026-02-07T23:18:11Z,440000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M16.00S,2026-02-07T23:18:04.1Z,1,REGULAR,substitution,out,[],1629655,,,1610612759,13,6,2026-02-07T23:18:11Z,450000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M16.00S,2026-02-07T23:18:04.1Z,1,REGULAR,substitution,in,[],1642844,,,1610612759,13,6,2026-02-07T23:18:11Z,460000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M16.00S,2026-02-07T23:18:04.1Z,1,REGULAR,substitution,in,[],1628963,,,1610612759,13,6,2026-02-07T23:18:11Z,470000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612742.0,DAL,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT08M16.00S,2026-02-07T23:18:26.5Z,1,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,14,6,2026-02-07T23:18:26Z,480000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (4 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,Made,,,,,,,,4.0,,,,,
50,PT08M02.00S,2026-02-07T23:18:41.6Z,1,REGULAR,turnover,lost ball,[],1642843,,,1610612742,14,6,2026-02-07T23:18:48Z,490000,False,,,0,,C. Flagg lost ball TURNOVER (1 TO),"[1642843, 1642264]",1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,Castle,1642264.0,,,,,,
51,PT08M02.00S,2026-02-07T23:18:41.6Z,1,REGULAR,steal,,[],1642264,,,1610612759,14,6,2026-02-07T23:18:43Z,500000,False,,,0,,S. Castle STEAL (2 STL),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
52,PT07M57.00S,2026-02-07T23:18:46.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642844,99.81931668856767,53.431372549019606,1610612759,14,6,2026-02-07T23:19:51Z,510000,False,17.0,-51.0,1,right,MISS D. Harper running alley-oop Layup,[1642844],1610612759.0,SAS,running alley-oop,,,Harper,D. Harper,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.36,Missed,,,,,,,,,,,,,
53,PT07M57.00S,2026-02-07T23:18:46.8Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,14,6,2026-02-07T23:19:05Z,520000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:0),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,52.0,1.0,0.0,1.0,,,,,,,,,
54,PT07M57.00S,2026-02-07T23:18:51.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1641705,94.40999984741211,50.0,1610612759,16,6,2026-02-07T23:20:20Z,530000,False,0.0,0.0,1,right,V. Wembanyama tip Layup (6 PTS),[1641705],1610612759.0,SAS,tip,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,0.0,Made,,,,,,,,6.0,,,,,
55,PT07M57.00S,2026-02-07T23:18:53.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,16,6,2026-02-07T23:18:53Z,540000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M57.00S,2026-02-07T23:21:44.2Z,1,REGULAR,substitution,out,[],1641705,,,1610612742,16,6,2026-02-07T23:22:11Z,550000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M57.00S,2026-02-07T23:21:44.2Z,1,REGULAR,substitution,in,[],1628436,,,1610612742,16,6,2026-02-07T23:22:11Z,560000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M42.00S,2026-02-07T23:22:39.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,20.318659658344284,48.77450980392157,1610612742,16,6,2026-02-07T23:22:44Z,570000,False,6.0,138.0,1,left,MISS C. Flagg 13' pullup Shot,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,,,,,,13.86,Missed,,,,,,,,,,,,,
60,PT07M39.00S,2026-02-07T23:22:41.6Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,16,6,2026-02-07T23:22:41Z,580000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,
62,PT07M30.00S,2026-02-07T23:22:50.0Z,1,REGULAR,turnover,lost ball,[],1642264,,,1610612759,16,6,2026-02-07T23:22:53Z,600000,False,,,0,,S. Castle lost ball TURNOVER (1 TO),"[1642264, 1630230]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,1.0,Marshall,1630230.0,,,,,,
63,PT07M30.00S,2026-02-07T23:22:50.0Z,1,REGULAR,steal,,[],1630230,,,1610612742,16,6,2026-02-07T23:22:52Z,610000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
64,PT07M27.00S,2026-02-07T23:22:53.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628997,27.151773981603156,51.71568627450981,1610612742,16,8,2026-02-07T23:49:17Z,620000,False,-9.0,203.0,1,left,C. Martin 20' Jump Shot (4 PTS) (C. Flagg 1 AST),"[1628997, 1642843]",1610612742.0,DAL,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Center,,,,,,20.29,Made,,,,,,,,4.0,C. Flagg,1642843.0,1.0,,
66,PT07M20.00S,2026-02-07T23:23:00.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,91.93495400788436,48.77450980392157,1610612759,16,8,2026-02-07T23:23:42Z,640000,False,-6.0,23.0,1,right,MISS D. Vassell driving Layup - blocked,"[1630170, 1628963]",1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,2.41,Missed,,,,,,,,,,,,Bagley III,1628963.0
67,PT07M20.00S,2026-02-07T23:23:00.1Z,1,REGULAR,block,,[],1628963,,,1610612759,16,8,2026-02-07T23:23:02Z,650000,False,,,0,,M. Bagley III BLOCK (1 BLK),[1628963],1610612742.0,DAL,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT07M20.00S,2026-02-07T23:23:00.1Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612742,16,8,2026-02-07T23:23:42Z,660000,False,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,66.0,2.0,1.0,1.0,,,,,,,,,
69,PT07M12.00S,2026-02-07T23:23:09.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628963,6.389618922470433,50.0,1610612742,16,10,2026-02-07T23:23:56Z,670000,False,0.0,8.0,1,left,M. Bagley III DUNK (2 PTS) (N. Marshall 3 AST),"[1628963, 1630230]",1610612742.0,DAL,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,0.76,Made,,,,,,,,2.0,N. Marshall,1630230.0,3.0,,
71,PT06M57.00S,2026-02-07T23:23:23.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,84.83902759526939,41.911764705882355,1610612759,18,10,2026-02-07T23:24:12Z,690000,False,-40.0,90.0,1,right,S. Castle 9' pullup Jump Shot (7 PTS) (D. Harper 1 AST),"[1642264, 1642844]",1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.87,Made,,,,,,,,7.0,D. Harper,1642844.0,1.0,,
72,PT06M45.00S,2026-02-07T23:23:35.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628963,15.982260183968464,42.15686274509804,1610612742,18,10,2026-02-07T23:27:28Z,700000,False,39.0,98.0,1,left,MISS M. Bagley III 10' floating Shot,[1628963],1610612742.0,DAL,floating,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.53,Missed,,,,,,,,,,,,,
73,PT06M45.00S,2026-02-07T23:23:35.7Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,18,10,2026-02-07T23:24:19Z,710000,False,,,0,,S. Castle REBOUND (Off:0 Def:2),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,72.0,2.0,2.0,0.0,,,,,,,,,
74,PT06M42.00S,2026-02-07T23:23:41.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630170,93.9060446780552,49.26470588235294,1610612759,20,10,2026-02-07T23:24:46Z,720000,False,-4.0,5.0,1,right,D. Vassell running Layup (2 PTS) (S. Castle 3 AST),"[1630170, 1642264]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,0.61,Made,,,,,,,,2.0,S. Castle,1642264.0,3.0,,
76,PT06M42.00S,2026-02-07T23:23:44.1Z,1,REGULAR,foul,personal,['1freethrow'],1628997,,,1610612759,20,10,2026-02-07T23:24:18Z,740000,False,,,0,,C. Martin shooting personal FOUL (1 PF) (Castle 1 FT),"[1628997, 1642264]",1610612742.0,DAL,shooting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2530.0,1.0,0.0,Castle,1642264.0,,,,,,,,,,,,,,,
78,PT06M42.00S,2026-02-07T23:23:58.4Z,1,REGULAR,substitution,out,[],1630577,,,1610612759,20,10,2026-02-07T23:24:19Z,760000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M42.00S,2026-02-07T23:23:58.4Z,1,REGULAR,substitution,out,[],1630230,,,1610612759,20,10,2026-02-07T23:24:19Z,770000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M42.00S,2026-02-07T23:23:58.4Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,20,10,2026-02-07T23:24:19Z,780000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M42.00S,2026-02-07T23:23:58.4Z,1,REGULAR,substitution,in,[],1629023,,,1610612759,20,10,2026-02-07T23:24:19Z,790000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M42.00S,2026-02-07T23:24:19.5Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630170,,,1610612759,21,10,2026-02-07T23:35:27Z,800000,False,,,0,,D. Vassell Free Throw 1 of 1 (3 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,Made,,,,,,,,3.0,,,,,
83,PT06M30.00S,2026-02-07T23:24:30.7Z,1,REGULAR,3pt,Jump Shot,[],1631108,31.61957950065703,29.65686274509804,1610612742,21,13,2026-02-07T23:25:18Z,810000,False,102.0,245.0,1,left,M. Christie 26' 3PT pullup (3 PTS) (P. Washington 1 AST),"[1631108, 1629023]",1610612742.0,DAL,pullup,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,,,,,,26.5,Made,,,,,,,,3.0,P. Washington,1629023.0,1.0,,
85,PT06M11.00S,2026-02-07T23:24:49.2Z,1,REGULAR,3pt,Jump Shot,[],1629640,89.70105124835742,95.83333333333334,1610612759,21,13,2026-02-07T23:25:32Z,830000,False,229.0,44.0,1,right,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,,,,23.34,Missed,,,,,,,,,,,,,
86,PT06M11.00S,2026-02-07T23:24:49.2Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,21,13,2026-02-07T23:25:32Z,840000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,
