actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-31T00:12:54.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-31T00:12:54Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-31T00:12:56.5Z,1,REGULAR,jumpball,recovered,[],1628368,,,1610612759,0,0,2026-03-31T00:12:56Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. M. Buzelis: Tip to D. Fox,"[1628368, 1641705, 1641824]",1610612759.0,SAS,startperiod,D. Fox,1628368.0,Fox,D. Fox,Wembanyama,1641705.0,Buzelis,1641824.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M49.00S,2026-03-31T00:13:04.0Z,1,REGULAR,turnover,bad pass,[],1642264,,,1610612759,0,0,2026-03-31T00:13:10Z,70000,False,,,0,,S. Castle bad pass TURNOVER (1 TO),"[1642264, 1630171]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,1.0,Okoro,1630171.0,,,,,,,,,,,,,,,,,
8,PT11M49.00S,2026-03-31T00:13:04.0Z,1,REGULAR,steal,,[],1630171,,,1610612741,0,0,2026-03-31T00:17:20Z,80000,False,,,0,,I. Okoro STEAL (1 STL),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
9,PT11M45.00S,2026-03-31T00:13:08.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630200,93.51182654402102,50.0,1610612741,0,2,2026-03-31T00:13:25Z,90000,False,0.0,8.0,1,right,T. Jones running finger roll Layup (2 PTS),[1630200],1610612741.0,CHI,running finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,0.85,Made,2.0,,,,,,,,,,,,,,
10,PT11M27.00S,2026-03-31T00:13:26.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,12.040078843626807,50.245098039215684,1610612759,2,2,2026-03-31T00:13:32Z,100000,False,-1.0,61.0,1,left,V. Wembanyama 6' pullup Jump Shot (2 PTS),[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,6.07,Made,2.0,,,,,,,,,,,,,,
11,PT11M11.00S,2026-03-31T00:13:46.4Z,1,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612741,2,2,2026-03-31T00:14:37Z,110000,False,,,0,,D. Fox shooting personal FOUL (1 PF) (Okoro 2 FT),"[1628368, 1630171]",1610612759.0,SAS,shooting,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628487.0,1.0,0.0,Okoro,1630171.0,,,,,,,,,
13,PT11M11.00S,2026-03-31T00:14:37.9Z,1,REGULAR,freethrow,1 of 2,[],1630171,,,1610612741,2,2,2026-03-31T00:14:37Z,130000,False,,,0,,MISS I. Okoro Free Throw 1 of 2,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
14,PT11M11.00S,2026-03-31T00:14:37.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,2,2,2026-03-31T00:14:37Z,140000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,
15,PT11M11.00S,2026-03-31T00:14:51.3Z,1,REGULAR,freethrow,2 of 2,[],1630171,,,1610612741,2,3,2026-03-31T00:14:51Z,150000,False,,,0,,I. Okoro Free Throw 2 of 2 (1 PTS),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
16,PT10M58.00S,2026-03-31T00:15:06.6Z,1,REGULAR,2pt,Jump Shot,[],1641705,6.1268068331143235,25.98039215686275,1610612759,2,3,2026-03-31T00:15:47Z,160000,False,120.0,5.0,1,left,MISS V. Wembanyama 12' fadeaway Shot,[1641705],1610612759.0,SAS,fadeaway,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Right,,,,12.02,Missed,,,,,,,,,,,,,,,
17,PT10M56.00S,2026-03-31T00:15:08.6Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,2,3,2026-03-31T00:15:10Z,170000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,
18,PT10M49.00S,2026-03-31T00:15:14.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641824,93.24901445466492,50.73529411764706,1610612741,2,5,2026-03-31T00:15:20Z,180000,False,4.0,11.0,1,right,M. Buzelis driving DUNK (2 PTS) (J. Giddey 1 AST),"[1641824, 1630581]",1610612741.0,CHI,driving,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,1.16,Made,2.0,,,,,,,,,,J. Giddey,1630581.0,1.0,,
20,PT10M48.00S,2026-03-31T00:15:20.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,2,5,2026-03-31T00:15:20Z,200000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M36.00S,2026-03-31T00:18:55.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,9.806176084099869,49.50980392156863,1610612759,4,5,2026-03-31T00:19:13Z,210000,False,2.0,40.0,1,left,D. Fox turnaround Jump Shot (2 PTS),[1628368],1610612759.0,SAS,turnaround,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,3.98,Made,2.0,,,,,,,,,,,,,,
22,PT10M14.00S,2026-03-31T00:19:18.6Z,1,REGULAR,3pt,Jump Shot,[],1630581,71.96123521681997,22.30392156862745,1610612741,4,8,2026-03-31T00:19:24Z,220000,False,-138.0,211.0,1,right,J. Giddey 25' 3PT  (3 PTS) (M. Buzelis 1 AST),"[1630581, 1641824]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,25.25,Made,3.0,,,,,,,,,,M. Buzelis,1641824.0,1.0,,
24,PT09M58.00S,2026-03-31T00:19:33.3Z,1,REGULAR,3pt,Jump Shot,[],1630577,32.40801576872536,32.35294117647059,1610612759,4,8,2026-03-31T00:19:40Z,240000,False,88.0,252.0,1,left,MISS J. Champagnie 26' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,26.71,Missed,,,,,,,,,,,,,,,
25,PT09M54.00S,2026-03-31T00:19:37.3Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612741,4,8,2026-03-31T00:19:40Z,250000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,
26,PT09M45.00S,2026-03-31T00:19:47.2Z,1,REGULAR,3pt,Jump Shot,[],1641824,81.15965834428384,92.8921568627451,1610612741,4,8,2026-03-31T00:19:51Z,260000,False,214.0,125.0,1,right,MISS M. Buzelis 24' 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Right Center,,,,24.81,Missed,,,,,,,,,,,,,,,
27,PT09M42.00S,2026-03-31T00:19:50.2Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,4,8,2026-03-31T00:19:51Z,270000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,
28,PT09M35.00S,2026-03-31T00:19:59.8Z,1,REGULAR,foul,personal,[],1627824,,,1610612759,4,8,2026-03-31T00:20:12Z,280000,False,,,0,,G. Yabusele personal FOUL (1 PF),"[1627824, 1641705]",1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,1628487.0,1.0,0.0,Wembanyama,1641705.0,,,,,,,,,
30,PT09M28.00S,2026-03-31T00:20:23.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,9.017739816031538,48.77450980392157,1610612759,4,8,2026-03-31T00:20:28Z,300000,False,6.0,32.0,1,left,MISS V. Wembanyama alley-oop Layup,[1641705],1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,3.29,Missed,,,,,,,,,,,,,,,
31,PT09M26.00S,2026-03-31T00:20:25.4Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,4,8,2026-03-31T00:20:28Z,310000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:1),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,
