actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-12-19T01:11:53.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-19T01:11:53Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-12-19T01:11:55.0Z,1,REGULAR,jumpball,recovered,[],1642264,,,1610612759,0,0,2025-12-19T01:11:55Z,40000,False,,,0,,Jump Ball L. Kornet vs. A. Sarr: Tip to S. Castle,"[1642264, 1628436, 1642259]",1610612759.0,SAS,startperiod,S. Castle,1642264.0,Castle,S. Castle,Kornet,1628436.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-12-19T01:12:09.0Z,1,REGULAR,3pt,Jump Shot,[],1642264,69.33311432325887,23.774509803921568,1610612759,3,0,2025-12-19T01:12:14Z,70000,False,-131.0,236.0,1,right,S. Castle 26' 3PT  (3 PTS) (D. Vassell 1 AST),"[1642264, 1630170]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,26.98,Made,3.0,D. Vassell,1630170.0,1.0,,,,,,,,,,,,,,
9,PT11M34.00S,2025-12-19T01:12:17.5Z,1,REGULAR,turnover,bad pass,[],1642267,,,1610612764,3,0,2025-12-19T01:12:24Z,90000,False,,,0,,B. Carrington bad pass TURNOVER (1 TO),"[1642267, 1628436]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Kornet,1628436.0,,,,,,,,,,,
10,PT11M34.00S,2025-12-19T01:12:17.5Z,1,REGULAR,steal,,[],1628436,,,1610612759,3,0,2025-12-19T01:12:19Z,100000,False,,,0,,L. Kornet STEAL (1 STL),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
11,PT11M31.00S,2025-12-19T01:12:21.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642264,93.9060446780552,49.754901960784316,1610612759,5,0,2025-12-19T01:33:39Z,110000,False,-1.0,5.0,1,right,S. Castle running DUNK (5 PTS) (D. Fox 1 AST),"[1642264, 1628368]",1610612759.0,SAS,running,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,0.49,Made,5.0,D. Fox,1628368.0,1.0,,,,,,,,,,,,,,
13,PT11M08.00S,2025-12-19T01:12:43.7Z,1,REGULAR,2pt,Jump Shot,[],1642259,7.835085413929041,31.127450980392158,1610612764,5,0,2025-12-19T01:12:52Z,130000,False,94.0,21.0,1,left,MISS A. Sarr 9' turnaround bank Shot - blocked,"[1642259, 1628436]",1610612764.0,WAS,turnaround bank,,,Sarr,A. Sarr,,,,,Mid-Range,8-16 Right,9.67,Missed,,,,,,,,Kornet,1628436.0,,,,,,,,,
39,PT11M08.00S,2025-12-19T01:12:43.7Z,1,REGULAR,block,,[],1628436,,,1610612764,5,0,2025-12-19T01:14:56Z,135000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
14,PT11M05.00S,2025-12-19T01:12:46.7Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,5,0,2025-12-19T01:12:52Z,140000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,
15,PT11M05.00S,2025-12-19T01:12:49.1Z,1,REGULAR,foul,personal,[],1642267,,,1610612759,5,0,2025-12-19T01:13:00Z,150000,False,,,0,,B. Carrington personal FOUL (1 PF),"[1642267, 1642264]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1627541.0,1.0,0.0,Castle,1642264.0
