actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
181,PT09M42.00S,2025-12-28T01:42:32.5Z,2,REGULAR,rebound,defensive,[],1642264,,,1610612759,44,34,2025-12-28T01:42:32Z,1790000,False,,,0,,S. Castle REBOUND (Off:0 Def:2),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Left Corner 3,24+ Left,,,180.0,2.0,2.0,0.0,,,,,,,,,,,,,,
182,PT09M39.00S,2025-12-28T01:42:35.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642868,5.863994743758213,49.754901960784316,1610612759,44,34,2025-12-28T01:42:46Z,1800000,False,1.0,3.0,1,left,MISS C. Bryant running finger roll Layup,[1642868],1610612759.0,SAS,running finger roll,,,Bryant,C. Bryant,,,,,Restricted Area,0-8 Center,0.29,Missed,,,,,,,,,,,,,,,,,,
183,PT09M35.00S,2025-12-28T01:42:39.4Z,2,REGULAR,rebound,defensive,[],1642262,,,1610612762,44,34,2025-12-28T01:42:39Z,1810000,False,,,0,,C. Williams REBOUND (Off:0 Def:1),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,,,182.0,1.0,1.0,0.0,,,,,,,,,,,,,,
184,PT09M31.00S,2025-12-28T01:42:43.2Z,2,REGULAR,3pt,Jump Shot,[],203994,68.80749014454665,62.00980392156863,1610612762,44,37,2025-12-28T01:42:51Z,1820000,False,60.0,241.0,1,right,J. Nurkić 24' 3PT  (12 PTS) (W. Clayton Jr. 1 AST),"[203994, 1642383]",1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Center,24.81,Made,,,,,12.0,W. Clayton Jr.,1642383.0,1.0,,,,,,,,,,
186,PT09M15.00S,2025-12-28T01:42:59.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,6.258212877792378,49.754901960784316,1610612759,46,37,2025-12-28T01:43:03Z,1840000,False,1.0,6.0,1,left,S. Castle driving Layup (9 PTS),[1642264],1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,9.0,,,,,,,,,,,,,
187,PT08M59.00S,2025-12-28T01:43:15.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,82.60512483574244,63.970588235294116,1610612762,46,39,2025-12-28T01:43:21Z,1850000,False,70.0,111.0,1,right,L. Markkanen 13' fadeaway Jump Shot (8 PTS) (W. Clayton Jr. 2 AST),"[1628374, 1642383]",1610612762.0,UTA,fadeaway,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Right,13.12,Made,,,,,8.0,W. Clayton Jr.,1642383.0,2.0,,,,,,,,,,
189,PT08M42.00S,2025-12-28T01:43:31.7Z,2,REGULAR,3pt,Jump Shot,[],203084,3.1044678055190538,96.07843137254902,1610612759,46,39,2025-12-28T01:43:39Z,1870000,False,-230.0,-23.0,1,left,MISS H. Barnes 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
190,PT08M40.00S,2025-12-28T01:43:33.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,46,39,2025-12-28T01:43:39Z,1880000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Left Corner 3,24+ Left,,,189.0,,,,,,,,,,,,,,,,,
191,PT08M40.00S,2025-12-28T01:43:40.0Z,2,REGULAR,foul,personal,[],1642868,,,1610612762,46,39,2025-12-28T01:43:51Z,1890000,False,,,0,,C. Bryant loose ball personal FOUL (1 PF),"[1642868, 203994]",1610612759.0,SAS,loose ball,,,Bryant,C. Bryant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,204059.0,1.0,0.0,Nurkić,203994.0,,,,
193,PT08M40.00S,2025-12-28T01:43:46.6Z,2,REGULAR,substitution,out,[],1642868,,,1610612762,46,39,2025-12-28T01:44:00Z,1910000,False,,,0,,SUB out: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M40.00S,2025-12-28T01:43:46.6Z,2,REGULAR,substitution,out,[],1630577,,,1610612762,46,39,2025-12-28T01:44:00Z,1920000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M40.00S,2025-12-28T01:43:46.6Z,2,REGULAR,substitution,in,[],1631110,,,1610612762,46,39,2025-12-28T01:44:00Z,1930000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M40.00S,2025-12-28T01:43:46.6Z,2,REGULAR,substitution,in,[],1630322,,,1610612762,46,39,2025-12-28T01:44:00Z,1940000,False,,,0,,SUB in: L. Waters III,[1630322],1610612759.0,SAS,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M24.00S,2025-12-28T01:44:25.6Z,2,REGULAR,foul,personal,['2freethrow'],1641705,,,1610612762,46,39,2025-12-28T01:44:30Z,1950000,False,,,0,,V. Wembanyama shooting personal FOUL (1 PF) (Nurkić 2 FT),"[1641705, 203994]",1610612759.0,SAS,shooting,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1627534.0,1.0,0.0,Nurkić,203994.0,,,,
200,PT08M24.00S,2025-12-28T01:44:52.5Z,2,REGULAR,freethrow,1 of 2,[],203994,,,1610612762,46,40,2025-12-28T01:44:52Z,1970000,False,,,0,,J. Nurkić Free Throw 1 of 2 (13 PTS),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
201,PT08M24.00S,2025-12-28T01:44:53.9Z,2,REGULAR,substitution,out,[],203084,,,1610612762,46,40,2025-12-28T01:44:56Z,1980000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M24.00S,2025-12-28T01:44:53.9Z,2,REGULAR,substitution,in,[],1630170,,,1610612762,46,40,2025-12-28T01:44:56Z,1990000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M24.00S,2025-12-28T01:45:11.3Z,2,REGULAR,freethrow,2 of 2,[],203994,,,1610612762,46,41,2025-12-28T01:45:11Z,2000000,False,,,0,,J. Nurkić Free Throw 2 of 2 (14 PTS),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
204,PT08M14.00S,2025-12-28T01:45:23.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,7.835085413929041,37.745098039215684,1610612759,46,41,2025-12-28T01:47:07Z,2010000,False,61.0,21.0,1,left,MISS V. Wembanyama 6' driving Layup,[1641705],1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,6.48,Missed,,,,,,,,,,,,,,,,,,
205,PT08M11.00S,2025-12-28T01:45:26.9Z,2,REGULAR,rebound,defensive,[],203994,,,1610612762,46,41,2025-12-28T01:45:29Z,2020000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:3),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,,,204.0,3.0,3.0,0.0,,,,,,,,,,,,,,
206,PT08M00.00S,2025-12-28T01:45:38.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642383,83.26215505913272,48.03921568627451,1610612762,46,43,2025-12-28T01:45:45Z,2030000,False,-10.0,105.0,1,right,W. Clayton Jr. 10' driving floating Jump Shot (4 PTS) (J. Nurkić 3 AST),"[1642383, 203994]",1610612762.0,UTA,driving floating,,,Clayton Jr.,W. Clayton Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.53,Made,,,,,4.0,J. Nurkić,203994.0,3.0,,,,,,,,,,
208,PT07M47.00S,2025-12-28T01:45:51.0Z,2,REGULAR,3pt,Jump Shot,[],1630170,29.6484888304862,69.36274509803921,1610612759,49,43,2025-12-28T01:45:55Z,2050000,False,-97.0,226.0,1,left,D. Vassell 24' 3PT  (10 PTS) (J. Sochan 1 AST),"[1630170, 1631110]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,24.6,Made,,,,,10.0,J. Sochan,1631110.0,1.0,,,,,,,,,,
210,PT07M32.00S,2025-12-28T01:46:05.6Z,2,REGULAR,3pt,Jump Shot,[],203994,71.56701708278581,19.852941176470587,1610612762,49,43,2025-12-28T01:46:15Z,2070000,False,-151.0,215.0,1,right,MISS J. Nurkić 26' 3PT,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Left Center,26.24,Missed,,,,,,,,,,,,,,,,,,
211,PT07M28.00S,2025-12-28T01:46:09.6Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,49,43,2025-12-28T01:46:15Z,2080000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,210.0,1.0,1.0,0.0,,,,,,,,,,,,,,
212,PT07M18.00S,2025-12-28T01:46:20.4Z,2,REGULAR,2pt,Jump Shot,[],1630170,16.245072273324574,20.588235294117645,1610612759,49,43,2025-12-28T01:46:23Z,2090000,False,147.0,100.0,1,left,MISS D. Vassell 17' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right,17.8,Missed,,,,,,,,,,,,,,,,,,
213,PT07M18.00S,2025-12-28T01:46:20.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,49,43,2025-12-28T01:46:23Z,2100000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,16-24 Right,,,212.0,,,,,,,,,,,,,,,,,
214,PT07M18.00S,2025-12-28T01:46:24.3Z,2,REGULAR,foul,personal,[],1642262,,,1610612759,49,43,2025-12-28T01:46:34Z,2110000,False,,,0,,C. Williams loose ball personal FOUL (1 PF),"[1642262, 1631110]",1610612762.0,UTA,loose ball,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627534.0,1.0,0.0,Sochan,1631110.0,,,,
216,PT07M18.00S,2025-12-28T01:46:33.0Z,2,REGULAR,substitution,out,[],1641705,,,1610612759,49,43,2025-12-28T01:46:42Z,2130000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M18.00S,2025-12-28T01:46:33.0Z,2,REGULAR,substitution,out,[],1628374,,,1610612759,49,43,2025-12-28T01:46:42Z,2140000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M18.00S,2025-12-28T01:46:33.0Z,2,REGULAR,substitution,out,[],203994,,,1610612759,49,43,2025-12-28T01:46:42Z,2150000,False,,,0,,SUB out: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M18.00S,2025-12-28T01:46:33.0Z,2,REGULAR,substitution,in,[],1628436,,,1610612759,49,43,2025-12-28T01:46:42Z,2160000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M18.00S,2025-12-28T01:46:33.0Z,2,REGULAR,substitution,in,[],1642271,,,1610612759,49,43,2025-12-28T01:46:42Z,2170000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M18.00S,2025-12-28T01:46:33.0Z,2,REGULAR,substitution,in,[],1641707,,,1610612759,49,43,2025-12-28T01:46:42Z,2180000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M11.00S,2025-12-28T01:46:57.4Z,2,REGULAR,turnover,lost ball,[],1642264,,,1610612759,49,43,2025-12-28T01:47:02Z,2190000,False,,,0,,S. Castle lost ball TURNOVER (1 TO),"[1642264, 1642262]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,,,,Williams,1642262.0,,
223,PT07M11.00S,2025-12-28T01:46:57.4Z,2,REGULAR,steal,,[],1642262,,,1610612762,49,43,2025-12-28T01:46:59Z,2200000,False,,,0,,C. Williams STEAL (1 STL),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
224,PT07M08.00S,2025-12-28T01:47:02.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642262,93.24901445466492,50.73529411764706,1610612762,49,45,2025-12-28T01:48:52Z,2210000,False,4.0,11.0,1,right,C. Williams running finger roll Layup (2 PTS),[1642262],1610612762.0,UTA,running finger roll,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,2.0,,,,,,,,,,,,,
225,PT07M08.00S,2025-12-28T01:47:07.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630170,,,1610612762,49,45,2025-12-28T02:12:26Z,2220000,False,,,0,,D. Vassell shooting personal FOUL (1 PF) (Williams 1 FT),"[1630170, 1642262]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627534.0,1.0,0.0,Williams,1642262.0,,,,
227,PT07M08.00S,2025-12-28T01:47:20.9Z,2,REGULAR,substitution,out,[],1641729,,,1610612762,49,45,2025-12-28T01:47:43Z,2240000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M08.00S,2025-12-28T01:47:20.9Z,2,REGULAR,substitution,in,[],1641718,,,1610612762,49,45,2025-12-28T01:47:43Z,2250000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M08.00S,2025-12-28T01:47:42.0Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1642262,,,1610612762,49,45,2025-12-28T01:47:48Z,2260000,False,,,0,,MISS C. Williams Free Throw 1 of 1,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
230,PT07M05.00S,2025-12-28T01:47:45.0Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612759,49,45,2025-12-28T01:47:48Z,2270000,False,,,0,,L. Kornet REBOUND (Off:0 Def:2),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,229.0,2.0,2.0,0.0,,,,,,,,,,,,,,
231,PT06M47.00S,2025-12-28T01:48:01.9Z,2,REGULAR,3pt,Jump Shot,[],1630170,31.09395532194481,28.431372549019606,1610612759,49,45,2025-12-28T01:48:08Z,2280000,False,108.0,240.0,1,left,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,26.29,Missed,,,,,,,,,,,,,,,,,,
232,PT06M42.00S,2025-12-28T01:48:06.9Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,49,45,2025-12-28T01:48:08Z,2290000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,231.0,1.0,1.0,0.0,,,,,,,,,,,,,,
233,PT06M35.00S,2025-12-28T01:48:14.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642271,87.99277266754271,49.01960784313725,1610612762,49,47,2025-12-28T01:48:39Z,2300000,False,-5.0,60.0,1,right,K. Filipowski 6' floating Jump Shot (4 PTS) (K. George 2 AST),"[1642271, 1641718]",1610612762.0,UTA,floating,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,6.06,Made,,,,,4.0,K. George,1641718.0,2.0,,,,,,,,,,
235,PT06M22.00S,2025-12-28T01:48:27.0Z,2,REGULAR,3pt,Jump Shot,[],1642264,6.389618922470433,95.58823529411765,1610612759,49,47,2025-12-28T01:48:43Z,2320000,False,-228.0,8.0,1,left,MISS S. Castle 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
236,PT06M22.00S,2025-12-28T01:48:27.0Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612759,49,47,2025-12-28T01:48:43Z,2330000,False,,,0,,L. Kornet REBOUND (Off:1 Def:2),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Left Corner 3,24+ Left,,,235.0,3.0,2.0,1.0,,,,,,,,,,,,,,
237,PT06M16.00S,2025-12-28T01:48:32.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,5.590000152587891,50.0,1610612759,49,47,2025-12-28T01:48:32Z,2340000,False,0.0,0.0,1,left,MISS L. Kornet tip Layup,[1628436],1610612759.0,SAS,tip,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
238,PT06M15.00S,2025-12-28T01:48:33.6Z,2,REGULAR,rebound,defensive,[],1641707,,,1610612762,49,47,2025-12-28T01:48:33Z,2350000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:2),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Mid-Range,8-16 Left,,,237.0,2.0,2.0,0.0,,,,,,,,,,,,,,
239,PT06M08.00S,2025-12-28T01:48:41.6Z,2,REGULAR,2pt,Jump Shot,[],1641718,82.07950065703022,24.754901960784316,1610612762,49,49,2025-12-28T01:48:50Z,2360000,False,-126.0,116.0,1,right,K. George 17' pullup Jump Shot (7 PTS),[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Mid-Range,16-24 Left Center,17.14,Made,,,,,7.0,,,,,,,,,,,,,
241,PT05M50.00S,2025-12-28T01:49:04.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612759,49,49,2025-12-28T01:49:04Z,2380000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M50.00S,2025-12-28T01:50:58.4Z,2,REGULAR,turnover,out-of-bounds,[],1631110,,,1610612759,49,49,2025-12-28T01:51:41Z,2400000,False,,,0,,J. Sochan bad pass out-of-bounds TURNOVER (1 TO),[1631110],1610612759.0,SAS,bad pass,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,204059.0,,,,,,,,
244,PT05M50.00S,2025-12-28T01:51:13.4Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612762,49,49,2025-12-28T01:51:17Z,2410000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M50.00S,2025-12-28T01:51:49.2Z,2,REGULAR,substitution,out,[],1642264,,,1610612762,49,49,2025-12-28T01:52:09Z,2420000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M50.00S,2025-12-28T01:51:49.2Z,2,REGULAR,substitution,out,[],1630322,,,1610612762,49,49,2025-12-28T01:52:09Z,2430000,False,,,0,,SUB out: L. Waters III,[1630322],1610612759.0,SAS,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M50.00S,2025-12-28T01:51:49.2Z,2,REGULAR,substitution,in,[],1642844,,,1610612762,49,49,2025-12-28T01:52:09Z,2440000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M50.00S,2025-12-28T01:51:49.2Z,2,REGULAR,substitution,in,[],1629640,,,1610612762,49,49,2025-12-28T01:52:09Z,2450000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M37.00S,2025-12-28T01:52:21.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642383,85.3646517739816,53.18627450980392,1610612762,49,51,2025-12-28T01:56:14Z,2460000,False,16.0,85.0,1,right,W. Clayton Jr. 8' driving floating Jump Shot (6 PTS),[1642383],1610612762.0,UTA,driving floating,,,Clayton Jr.,W. Clayton Jr.,,,,,In The Paint (Non-RA),8-16 Center,8.66,Made,,,,,6.0,,,,,,,,,,,,,
250,PT05M25.00S,2025-12-28T01:52:33.2Z,2,REGULAR,3pt,Jump Shot,[],1630170,31.882391590013142,46.81372549019608,1610612759,49,51,2025-12-28T01:52:41Z,2470000,False,16.0,247.0,1,left,MISS D. Vassell 24' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,24.77,Missed,,,,,,,,,,,,,,,,,,
251,PT05M25.00S,2025-12-28T01:52:33.2Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612759,49,51,2025-12-28T01:52:41Z,2480000,False,,,0,,L. Kornet REBOUND (Off:2 Def:2),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Center,,,250.0,4.0,2.0,2.0,,,,,,,,,,,,,,
253,PT05M10.00S,2025-12-28T01:53:02.0Z,2,REGULAR,turnover,lost ball,[],1631110,,,1610612759,49,51,2025-12-28T01:53:06Z,2500000,False,,,0,,J. Sochan lost ball TURNOVER (2 TO),"[1631110, 1641718]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2.0,,,,,,George,1641718.0,,
254,PT05M10.00S,2025-12-28T01:53:02.0Z,2,REGULAR,steal,,[],1641718,,,1610612762,49,51,2025-12-28T02:10:20Z,2510000,False,,,0,,K. George STEAL (1 STL),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
255,PT05M02.00S,2025-12-28T01:53:10.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1641718,80.1084099868594,23.774509803921568,1610612762,49,51,2025-12-28T01:53:15Z,2520000,False,-131.0,134.0,1,right,MISS K. George 18' pullup Shot,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Mid-Range,16-24 Left Center,18.78,Missed,,,,,,,,,,,,,,,,,,
256,PT04M57.00S,2025-12-28T01:53:15.2Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,49,51,2025-12-28T01:53:15Z,2530000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Left Center,,,255.0,1.0,1.0,0.0,,,,,,,,,,,,,,
257,PT04M47.00S,2025-12-28T01:53:25.5Z,2,REGULAR,3pt,Jump Shot,[],1629640,11.777266754270697,2.941176470588235,1610612759,49,51,2025-12-28T01:53:29Z,2540000,False,235.0,58.0,1,left,MISS K. Johnson 24' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,24.24,Missed,,,,,,,,,,,,,,,,,,
258,PT04M43.00S,2025-12-28T01:53:29.5Z,2,REGULAR,rebound,defensive,[],1642262,,,1610612762,49,51,2025-12-28T01:53:29Z,2550000,False,,,0,,C. Williams REBOUND (Off:0 Def:2),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Right Corner 3,24+ Right,,,257.0,2.0,2.0,0.0,,,,,,,,,,,,,,
259,PT04M37.00S,2025-12-28T01:53:35.4Z,2,REGULAR,3pt,Jump Shot,[],1641707,94.56307490144546,3.6764705882352944,1610612762,49,51,2025-12-28T01:53:40Z,2560000,False,-232.0,-1.0,1,right,MISS T. Hendricks 3PT,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
260,PT04M33.00S,2025-12-28T01:53:39.4Z,2,REGULAR,rebound,defensive,[],1642844,,,1610612759,49,51,2025-12-28T01:53:40Z,2570000,False,,,0,,D. Harper REBOUND (Off:0 Def:3),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Left Corner 3,24+ Left,,,259.0,3.0,3.0,0.0,,,,,,,,,,,,,,
261,PT04M29.00S,2025-12-28T01:53:43.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642844,5.863994743758213,48.28431372549019,1610612759,51,51,2025-12-28T01:53:50Z,2580000,False,9.0,3.0,1,left,D. Harper running Layup (4 PTS),[1642844],1610612759.0,SAS,running,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,0.9,Made,,,,,4.0,,,,,,,,,,,,,
262,PT04M12.00S,2025-12-28T01:54:11.7Z,2,REGULAR,substitution,out,[],1631110,,,1610612762,51,51,2025-12-28T01:54:21Z,2590000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M12.00S,2025-12-28T01:54:11.7Z,2,REGULAR,substitution,in,[],1642264,,,1610612762,51,51,2025-12-28T01:54:21Z,2600000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M12.00S,2025-12-28T01:54:31.4Z,2,REGULAR,jumpball,recovered,[],1630170,,,1610612762,51,51,2025-12-28T03:11:34Z,2610000,False,,,0,,Jump Ball D. Harper vs. K. Filipowski: Tip to D. Vassell,"[1630170, 1642844, 1642271]",1610612759.0,SAS,heldball,D. Vassell,1630170.0,Vassell,D. Vassell,Harper,1642844.0,Filipowski,1642271.0,,,,,,,,,,,,,,,,,,,,,,
