actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
85,PT05M40.00S,2026-01-08T02:59:40.0Z,1,REGULAR,steal,,[],1629029,,,1610612747,14,11,2026-01-08T02:59:41Z,850000,False,,,0,,L. Dončić STEAL (2 STL),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
87,PT05M22.00S,2026-01-08T03:00:15.4Z,1,REGULAR,foul,personal,[],1642264,,,1610612747,14,11,2026-01-08T03:00:23Z,870000,False,,,0,,S. Castle personal FOUL (1 PF),"[1642264, 1629028]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,2530.0,,1.0,0.0,Ayton,1629028.0,,,,,,,,,,,,,,
89,PT05M22.00S,2026-01-08T03:00:21.3Z,1,REGULAR,substitution,out,[],1628436,,,1610612747,14,11,2026-01-08T03:00:23Z,890000,False,,,0,,SUB out: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M22.00S,2026-01-08T03:00:21.3Z,1,REGULAR,substitution,in,[],1641705,,,1610612747,14,11,2026-01-08T03:00:23Z,900000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M09.00S,2026-01-08T03:00:47.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203935,31.225361366622867,61.76470588235294,1610612747,14,11,2026-01-08T03:04:31Z,910000,False,-59.0,241.0,1,left,MISS M. Smart 24' 3PT - blocked,"[203935, 1642264]",1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,,Missed,,,,,,24.81,,,,,,Castle,1642264.0
92,PT05M09.00S,2026-01-08T03:00:47.7Z,1,REGULAR,block,,[],1642264,,,1610612747,14,11,2026-01-08T03:00:50Z,920000,False,,,0,,S. Castle BLOCK (1 BLK),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
93,PT05M05.00S,2026-01-08T03:00:51.7Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,14,11,2026-01-08T03:00:57Z,930000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,
94,PT05M03.00S,2026-01-08T03:00:54.2Z,1,REGULAR,turnover,bad pass,[],1641705,,,1610612759,14,11,2026-01-08T03:01:02Z,940000,False,,,0,,V. Wembanyama bad pass TURNOVER (1 TO),"[1641705, 203935]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,,Smart,203935.0,,,,,
95,PT05M03.00S,2026-01-08T03:00:54.2Z,1,REGULAR,steal,,[],203935,,,1610612747,14,11,2026-01-08T03:00:56Z,950000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
96,PT04M57.00S,2026-01-08T03:01:01.6Z,1,REGULAR,violation,kicked ball,[],1641705,,,1610612747,14,11,2026-01-08T03:01:10Z,960000,False,,,0,,V. Wembanyama kicked ball VIOLATION,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,203592.0,,,,,,,,,,,,,,,,,,,
97,PT04M57.00S,2026-01-08T03:01:08.9Z,1,REGULAR,substitution,out,[],1629028,,,1610612747,14,11,2026-01-08T03:01:13Z,970000,False,,,0,,SUB out: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M57.00S,2026-01-08T03:01:08.9Z,1,REGULAR,substitution,out,[],203935,,,1610612747,14,11,2026-01-08T03:01:13Z,980000,False,,,0,,SUB out: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M57.00S,2026-01-08T03:01:08.9Z,1,REGULAR,substitution,in,[],1629637,,,1610612747,14,11,2026-01-08T03:01:13Z,990000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M57.00S,2026-01-08T03:01:08.9Z,1,REGULAR,substitution,in,[],1629216,,,1610612747,14,11,2026-01-08T03:01:13Z,1000000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M54.00S,2026-01-08T03:01:31.1Z,1,REGULAR,foul,offensive,['inpenalty'],1631222,,,1610612747,14,11,2026-01-08T03:02:06Z,1010000,False,,,0,,J. LaRavia offensive FOUL (2 PF),"[1631222, 1642264]",1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Right Center,203592.0,,2.0,0.0,Castle,1642264.0,,,,,,,,,,,,,,
103,PT04M54.00S,2026-01-08T03:01:31.1Z,1,REGULAR,turnover,offensive foul,[],1631222,,,1610612747,14,11,2026-01-08T03:01:31Z,1030000,False,,,0,,J. LaRavia offensive foul TURNOVER (1 TO),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Right Center,203592.0,1.0,,,,,,,,,,,,,,,,,,
104,PT04M39.00S,2026-01-08T03:01:54.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642264,93.51182654402102,50.73529411764706,1610612759,16,11,2026-01-08T03:02:00Z,1040000,False,4.0,8.0,1,right,S. Castle driving DUNK (5 PTS) (H. Barnes 1 AST),"[1642264, 203084]",1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,,Made,5.0,,,,,0.93,,,H. Barnes,203084.0,1.0,,
106,PT04M23.00S,2026-01-08T03:02:10.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,6.783837056504599,46.81372549019608,1610612747,16,11,2026-01-08T03:07:45Z,1060000,False,16.0,11.0,1,left,MISS L. Dončić driving Layup - blocked,"[1629029, 1641705]",1610612747.0,LAL,driving,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,,,,,1.95,,,,,,Wembanyama,1641705.0
107,PT04M23.00S,2026-01-08T03:02:10.8Z,1,REGULAR,block,,[],1641705,,,1610612747,16,11,2026-01-08T03:02:12Z,1070000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
108,PT04M22.00S,2026-01-08T03:02:11.8Z,1,REGULAR,rebound,offensive,[],1629216,,,1610612747,16,11,2026-01-08T03:08:20Z,1080000,False,,,0,,G. Vincent REBOUND (Off:1 Def:0),[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,106.0,1.0,0.0,1.0,,,,,,,,
109,PT04M21.00S,2026-01-08T03:02:19.4Z,1,REGULAR,foul,personal,['2freethrow'],1642844,,,1610612747,16,11,2026-01-08T03:02:37Z,1090000,False,,,0,,D. Harper shooting personal FOUL (1 PF) (Dončić 2 FT),"[1642844, 1629029]",1610612759.0,SAS,shooting,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,1628484.0,,1.0,0.0,Dončić,1629029.0,,,,,,,,,,,,,,
111,PT04M21.00S,2026-01-08T03:02:51.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629029,,,1610612747,16,12,2026-01-08T03:03:23Z,1110000,False,,,0,,L. Dončić Free Throw 1 of 2 (6 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
112,PT04M21.00S,2026-01-08T03:02:54.2Z,1,REGULAR,substitution,out,[],203084,,,1610612747,16,12,2026-01-08T03:02:56Z,1120000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M21.00S,2026-01-08T03:02:54.2Z,1,REGULAR,substitution,in,[],1631110,,,1610612747,16,12,2026-01-08T03:02:56Z,1130000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M21.00S,2026-01-08T03:02:51.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629029,,,1610612747,16,12,2026-01-08T03:03:23Z,1140000,False,,,0,,MISS L. Dončić Free Throw 2 of 2,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
115,PT04M20.00S,2026-01-08T03:02:52.1Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,16,12,2026-01-08T03:08:56Z,1150000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,114.0,2.0,2.0,0.0,,,,,,,,
116,PT03M59.00S,2026-01-08T03:03:39.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,80.50262812089356,65.68627450980392,1610612759,16,12,2026-01-08T03:03:46Z,1160000,False,78.0,131.0,1,right,MISS V. Wembanyama 15' fadeaway Shot,[1641705],1610612759.0,SAS,fadeaway,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,Missed,,,,,,15.25,,,,,,,
117,PT03M58.00S,2026-01-08T03:03:40.4Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,16,12,2026-01-08T03:03:46Z,1170000,False,,,0,,L. Dončić REBOUND (Off:0 Def:2),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,116.0,2.0,2.0,0.0,,,,,,,,
118,PT03M53.00S,2026-01-08T03:03:45.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629637,6.1268068331143235,50.0,1610612747,16,14,2026-01-08T03:04:00Z,1180000,False,0.0,5.0,1,left,J. Hayes running alley-oop DUNK (2 PTS) (L. Dončić 3 AST),"[1629637, 1629029]",1610612747.0,LAL,running alley-oop,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,Made,2.0,,,,,0.51,,,L. Dončić,1629029.0,3.0,,
120,PT03M43.00S,2026-01-08T03:03:58.0Z,1,REGULAR,foul,offensive,[],1642264,,,1610612759,16,14,2026-01-08T03:04:22Z,1200000,False,,,0,,S. Castle charge offensive FOUL (2 PF),"[1642264, 1642261]",1610612759.0,SAS,charge,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,203592.0,,2.0,0.0,Knecht,1642261.0,,,,,,,,,,,,,,
122,PT03M43.00S,2026-01-08T03:03:58.0Z,1,REGULAR,turnover,offensive foul,[],1642264,,,1610612759,16,14,2026-01-08T03:03:58Z,1220000,False,,,0,,S. Castle offensive foul TURNOVER (2 TO),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,203592.0,2.0,,,,,,,,,,,,,,,,,,
123,PT03M43.00S,2026-01-08T03:04:10.0Z,1,REGULAR,substitution,out,[],1642844,,,1610612747,16,14,2026-01-08T03:04:22Z,1230000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M43.00S,2026-01-08T03:04:10.0Z,1,REGULAR,substitution,out,[],1642264,,,1610612747,16,14,2026-01-08T03:04:22Z,1240000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M43.00S,2026-01-08T03:04:10.0Z,1,REGULAR,substitution,in,[],1628368,,,1610612747,16,14,2026-01-08T03:04:22Z,1250000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M43.00S,2026-01-08T03:04:10.0Z,1,REGULAR,substitution,in,[],1630577,,,1610612747,16,14,2026-01-08T03:04:22Z,1260000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M28.00S,2026-01-08T03:04:40.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,31.09395532194481,71.07843137254902,1610612747,16,14,2026-01-08T03:10:11Z,1270000,False,-105.0,240.0,1,left,MISS L. Dončić 26' step back 3PT,[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,,,,Missed,,,,,,26.19,,,,,,,
128,PT03M27.00S,2026-01-08T03:04:41.0Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,16,14,2026-01-08T03:10:23Z,1280000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,,,,,127.0,3.0,3.0,0.0,,,,,,,,
129,PT03M17.00S,2026-01-08T03:04:51.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,84.83902759526939,49.26470588235294,1610612759,18,14,2026-01-08T03:04:57Z,1290000,False,-4.0,90.0,1,right,V. Wembanyama 9' Jump Shot (2 PTS) (J. Champagnie 2 AST),"[1641705, 1630577]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Made,2.0,,,,,9.01,,,J. Champagnie,1630577.0,2.0,,
131,PT03M07.00S,2026-01-08T03:05:01.0Z,1,REGULAR,3pt,Jump Shot,[],1629216,5.206964520367937,95.34313725490196,1610612747,18,14,2026-01-08T03:05:09Z,1310000,False,-227.0,-4.0,1,left,MISS G. Vincent 3PT,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Left Corner 3,24+ Left,,,,,,,Missed,,,,,,22.67,,,,,,,
132,PT03M06.00S,2026-01-08T03:05:02.0Z,1,REGULAR,rebound,offensive,[],1631222,,,1610612747,18,14,2026-01-08T03:11:38Z,1320000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:2),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Left Corner 3,24+ Left,,,,,,,,,131.0,3.0,2.0,1.0,,,,,,,,
133,PT02M57.00S,2026-01-08T03:05:11.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629029,29.25427069645204,73.77450980392157,1610612747,18,17,2026-01-08T03:05:18Z,1330000,False,-119.0,222.0,1,left,L. Dončić 25' 3PT step back (9 PTS),[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,,,,Made,9.0,,,,,25.23,,,,,,,
134,PT02M48.00S,2026-01-08T03:05:22.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629637,,,1610612759,18,17,2026-01-08T03:05:34Z,1340000,False,,,0,,J. Hayes personal FOUL (1 PF) (Fox 2 FT),"[1629637, 1628368]",1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,2530.0,,1.0,0.0,Fox,1628368.0,,,,,,,,,,,,,,
136,PT02M48.00S,2026-01-08T03:05:33.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,18,17,2026-01-08T03:05:33Z,1360000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M48.00S,2026-01-08T03:08:30.5Z,1,REGULAR,substitution,out,[],1631222,,,1610612759,18,17,2026-01-08T03:08:53Z,1370000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M48.00S,2026-01-08T03:08:30.5Z,1,REGULAR,substitution,in,[],1628467,,,1610612759,18,17,2026-01-08T03:08:53Z,1380000,False,,,0,,SUB in: M. Kleber,[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M48.00S,2026-01-08T03:09:03.9Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612759,19,17,2026-01-08T03:09:03Z,1390000,False,,,0,,D. Fox Free Throw 1 of 2 (1 PTS),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
140,PT02M48.00S,2026-01-08T03:09:16.8Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612759,20,17,2026-01-08T03:09:16Z,1400000,False,,,0,,D. Fox Free Throw 2 of 2 (2 PTS),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
141,PT02M33.00S,2026-01-08T03:09:33.2Z,1,REGULAR,3pt,Jump Shot,[],1629216,5.732588699080158,4.166666666666666,1610612747,20,20,2026-01-08T03:09:44Z,1410000,False,229.0,1.0,1,left,G. Vincent 3PT  (3 PTS) (L. Dončić 4 AST),"[1629216, 1629029]",1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Right Corner 3,24+ Right,,,,,,,Made,3.0,,,,,22.92,,,L. Dončić,1629029.0,4.0,,
143,PT02M15.00S,2026-01-08T03:09:50.2Z,1,REGULAR,3pt,Jump Shot,[],1631110,94.1688567674113,97.05882352941177,1610612759,23,20,2026-01-08T03:09:57Z,1430000,False,235.0,2.0,1,right,J. Sochan 3PT  (3 PTS) (D. Fox 1 AST),"[1631110, 1628368]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Right Corner 3,24+ Right,,,,,,,Made,3.0,,,,,23.53,,,D. Fox,1628368.0,1.0,,
145,PT01M59.00S,2026-01-08T03:10:09.9Z,1,REGULAR,foul,personal,[],1631110,,,1610612747,23,20,2026-01-08T03:10:18Z,1450000,False,,,0,,J. Sochan personal FOUL (1 PF),"[1631110, 1629029]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,203592.0,,1.0,0.0,Dončić,1629029.0,,,,,,,,,,,,,,
147,PT01M48.00S,2026-01-08T03:10:42.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,10.85742444152431,35.78431372549019,1610612747,23,22,2026-01-08T03:14:26Z,1470000,False,71.0,50.0,1,left,L. Dončić 8' driving floating bank Jump Shot (11 PTS),[1629029],1610612747.0,LAL,driving floating bank,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,Made,11.0,,,,,8.67,,,,,,,
148,PT01M48.00S,2026-01-08T03:10:45.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631110,,,1610612747,23,22,2026-01-08T03:11:07Z,1480000,False,,,0,,J. Sochan shooting personal FOUL (2 PF) (Dončić 1 FT),"[1631110, 1629029]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Right,1628484.0,,2.0,0.0,Dončić,1629029.0,,,,,,,,,,,,,,
150,PT01M48.00S,2026-01-08T03:11:10.2Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612747,23,23,2026-01-08T03:11:10Z,1500000,False,,,0,,L. Dončić Free Throw 1 of 1 (12 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,
151,PT01M28.00S,2026-01-08T03:11:31.3Z,1,REGULAR,3pt,Jump Shot,[],1628368,67.23061760840999,49.50980392156863,1610612759,23,23,2026-01-08T03:11:38Z,1510000,False,-2.0,256.0,1,right,MISS D. Fox 25' 3PT,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,,,,Missed,,,,,,25.55,,,,,,,
152,PT01M25.00S,2026-01-08T03:11:34.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,23,23,2026-01-08T03:11:38Z,1520000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,151.0,,,,,,,,,,,
154,PT01M25.00S,2026-01-08T03:11:40.2Z,1,REGULAR,substitution,out,[],1629029,,,1610612747,23,23,2026-01-08T03:11:45Z,1540000,False,,,0,,SUB out: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M25.00S,2026-01-08T03:11:40.2Z,1,REGULAR,substitution,in,[],1641733,,,1610612747,23,23,2026-01-08T03:11:45Z,1550000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612747.0,LAL,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M12.00S,2026-01-08T03:12:04.0Z,1,REGULAR,3pt,Jump Shot,[],1642261,5.338370565045992,95.09803921568627,1610612747,23,23,2026-01-08T03:12:10Z,1560000,False,-225.0,-2.0,1,left,MISS D. Knecht 3PT,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Left Corner 3,24+ Left,,,,,,,Missed,,,,,,22.55,,,,,,,
157,PT01M10.00S,2026-01-08T03:12:06.0Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612747,23,23,2026-01-08T03:12:10Z,1570000,False,,,0,,J. Hayes REBOUND (Off:1 Def:0),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Left Corner 3,24+ Left,,,,,,,,,156.0,1.0,0.0,1.0,,,,,,,,
158,PT01M08.00S,2026-01-08T03:12:07.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629216,26.62614980289093,81.61764705882352,1610612747,23,23,2026-01-08T03:12:14Z,1580000,False,-158.0,198.0,1,left,MISS G. Vincent 25' 3PT,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,,,,,,,Missed,,,,,,25.32,,,,,,,
159,PT01M06.00S,2026-01-08T03:12:09.4Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,23,23,2026-01-08T03:12:14Z,1590000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,,,,,158.0,4.0,4.0,0.0,,,,,,,,
160,PT01M01.00S,2026-01-08T03:12:17.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629637,,,1610612759,23,23,2026-01-08T03:12:29Z,1600000,False,,,0,,J. Hayes personal FOUL (2 PF) (Wembanyama 2 FT),"[1629637, 1641705]",1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Center,1628484.0,,2.0,0.0,Wembanyama,1641705.0,,,,,,,,,,,,,,
162,PT01M01.00S,2026-01-08T03:12:46.8Z,1,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,24,23,2026-01-08T03:13:09Z,1620000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (3 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
163,PT01M01.00S,2026-01-08T03:12:46.8Z,1,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,24,23,2026-01-08T03:13:09Z,1630000,False,,,0,,MISS V. Wembanyama Free Throw 2 of 2,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
164,PT00M58.80S,2026-01-08T03:12:49.0Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612747,24,23,2026-01-08T03:13:09Z,1640000,False,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,163.0,1.0,1.0,0.0,,,,,,,,
165,PT00M48.00S,2026-01-08T03:13:19.0Z,1,REGULAR,3pt,Jump Shot,[],1642261,34.90473061760841,51.9607843137255,1610612747,24,23,2026-01-08T03:13:26Z,1650000,False,-10.0,276.0,1,left,MISS D. Knecht 27' 3PT,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Center,,,,,,,Missed,,,,,,27.58,,,,,,,
166,PT00M43.50S,2026-01-08T03:13:23.5Z,1,REGULAR,rebound,offensive,[],1628467,,,1610612747,24,23,2026-01-08T03:13:26Z,1660000,False,,,0,,M. Kleber REBOUND (Off:1 Def:1),[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Center,,,,,,,,,165.0,2.0,1.0,1.0,,,,,,,,
167,PT00M32.10S,2026-01-08T03:13:35.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641733,14.931011826544022,64.70588235294117,1610612747,24,23,2026-01-08T03:13:41Z,1670000,False,-74.0,88.0,1,left,MISS N. Smith Jr. 11' pullup Shot,[1641733],1610612747.0,LAL,pullup,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,Missed,,,,,,11.46,,,,,,,
168,PT00M29.80S,2026-01-08T03:13:38.0Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,24,23,2026-01-08T03:13:38Z,1680000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:5),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,167.0,5.0,5.0,0.0,,,,,,,,
169,PT00M24.90S,2026-01-08T03:13:42.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630577,68.80749014454665,69.36274509803921,1610612759,24,23,2026-01-08T03:14:04Z,1690000,False,97.0,241.0,1,right,MISS J. Champagnie 25' running 3PT,[1630577],1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,,,,,25.94,,,,,,,
170,PT00M21.40S,2026-01-08T03:13:46.5Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,24,23,2026-01-08T03:13:46Z,1700000,False,,,0,,K. Johnson REBOUND (Off:1 Def:0),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,169.0,1.0,0.0,1.0,,,,,,,,
