actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
591,PT12M00.00S,2026-01-01T02:13:31.6Z,4,REGULAR,period,start,[],0,,,1610612759,93,102,2026-01-01T02:13:31Z,5770000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT11M48.00S,2026-01-01T02:13:41.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,16.113666228646515,49.01960784313725,1610612759,93,102,2026-01-01T02:13:46Z,5780000,False,5.0,99.0,1,left,MISS S. Castle 9' pullup Shot,[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,9.91,Missed,,,,,,,,,,,,,,,,,,
593,PT11M46.00S,2026-01-01T02:13:43.9Z,4,REGULAR,rebound,defensive,[],1628969,,,1610612752,93,102,2026-01-01T02:13:46Z,5790000,False,,,0,,M. Bridges REBOUND (Off:2 Def:2),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,592.0,,,,4.0,2.0,2.0,,
594,PT11M32.00S,2026-01-01T02:13:58.3Z,4,REGULAR,turnover,lost ball,[],1626157,,,1610612752,93,102,2026-01-01T02:14:03Z,5800000,False,,,0,,K. Towns lost ball TURNOVER (3 TO),"[1626157, 1628368]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,3.0,Fox,1628368.0,,,,,,,,,,,,,,
595,PT11M32.00S,2026-01-01T02:13:58.3Z,4,REGULAR,steal,,[],1628368,,,1610612759,93,102,2026-01-01T02:14:00Z,5810000,False,,,0,,D. Fox STEAL (2 STL),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
596,PT11M28.00S,2026-01-01T02:14:02.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628368,5.206964520367937,51.71568627450981,1610612759,95,102,2026-01-01T02:14:08Z,5820000,False,-9.0,-4.0,1,left,D. Fox running DUNK (15 PTS),[1628368],1610612759.0,SAS,running,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,0.93,Made,15.0,,,,,,,,,,,,,,,,,
597,PT11M07.00S,2026-01-01T02:14:23.0Z,4,REGULAR,3pt,Jump Shot,[],203903,87.07293035479631,95.34313725490196,1610612752,95,102,2026-01-01T02:14:26Z,5830000,False,227.0,69.0,1,right,MISS J. Clarkson 3PT,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,Right Corner 3,24+ Right,23.7,Missed,,,,,,,,,,,,,,,,,,
598,PT11M04.00S,2026-01-01T02:14:26.0Z,4,REGULAR,rebound,defensive,[],1641705,,,1610612759,95,102,2026-01-01T02:14:26Z,5840000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:10),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,597.0,,,,12.0,10.0,2.0,,
599,PT10M58.00S,2026-01-01T02:14:33.9Z,4,REGULAR,foul,personal,['2freethrow'],1642278,,,1610612759,95,102,2026-01-01T02:14:53Z,5850000,False,,,0,,T. Kolek shooting personal FOUL (2 PF) (Castle 2 FT),"[1642278, 1642264]",1610612752.0,NYK,shooting,,,Kolek,T. Kolek,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,2.0,0.0,Castle,1642264.0,,,,,,,,,
601,PT10M58.00S,2026-01-01T02:15:07.8Z,4,REGULAR,freethrow,1 of 2,[],1642264,,,1610612759,95,102,2026-01-01T02:15:07Z,5870000,False,,,0,,MISS S. Castle Free Throw 1 of 2,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
602,PT10M58.00S,2026-01-01T02:15:07.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,95,102,2026-01-01T02:15:07Z,5880000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,601.0,,,,,,,,
603,PT10M58.00S,2026-01-01T02:15:32.2Z,4,REGULAR,freethrow,2 of 2,[],1642264,,,1610612759,96,102,2026-01-01T02:15:32Z,5890000,False,,,0,,S. Castle Free Throw 2 of 2 (5 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
604,PT10M47.00S,2026-01-01T02:15:45.1Z,4,REGULAR,3pt,Jump Shot,[],1628384,92.19776609724047,2.696078431372549,1610612752,96,102,2026-01-01T02:15:49Z,5900000,False,-237.0,21.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,23.74,Missed,,,,,,,,,,,,,,,,,,
605,PT10M43.00S,2026-01-01T02:15:48.6Z,4,REGULAR,rebound,defensive,[],1641705,,,1610612759,96,102,2026-01-01T02:15:48Z,5910000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:11),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,604.0,,,,13.0,11.0,2.0,,
606,PT10M39.00S,2026-01-01T02:15:52.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629640,29.25427069645204,20.588235294117645,1610612759,96,102,2026-01-01T02:23:45Z,5920000,False,147.0,222.0,1,left,MISS K. Johnson 26' running 3PT,[1629640],1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,26.67,Missed,,,,,,,,,,,,,,,,,,
607,PT10M34.00S,2026-01-01T02:15:57.8Z,4,REGULAR,rebound,defensive,[],1626157,,,1610612752,96,102,2026-01-01T02:15:59Z,5930000,False,,,0,,K. Towns REBOUND (Off:0 Def:6),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,606.0,,,,6.0,6.0,0.0,,
608,PT10M32.00S,2026-01-01T02:16:05.2Z,4,REGULAR,foul,personal,[],203482,,,1610612752,96,102,2026-01-01T02:18:10Z,5940000,False,,,0,,K. Olynyk personal FOUL (1 PF),"[203482, 1642278]",1610612759.0,SAS,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,,,2882.0,1.0,0.0,Kolek,1642278.0,,,,,,,,,
610,PT10M32.00S,2026-01-01T02:16:41.4Z,4,REGULAR,substitution,out,[],1641705,,,1610612752,96,102,2026-01-01T02:16:44Z,5960000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT10M32.00S,2026-01-01T02:16:41.4Z,4,REGULAR,substitution,in,[],1628436,,,1610612752,96,102,2026-01-01T02:16:44Z,5970000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT10M22.00S,2026-01-01T02:17:10.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642278,89.17542706964521,37.5,1610612752,96,102,2026-01-01T02:19:04Z,5980000,False,-62.0,49.0,1,right,MISS T. Kolek 7' pullup bank Shot,[1642278],1610612752.0,NYK,pullup bank,,,Kolek,T. Kolek,,,,,In The Paint (Non-RA),0-8 Center,7.96,Missed,,,,,,,,,,,,,,,,,,
613,PT10M20.00S,2026-01-01T02:17:12.5Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612759,96,102,2026-01-01T02:17:14Z,5990000,False,,,0,,L. Kornet REBOUND (Off:1 Def:6),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,612.0,,,,7.0,6.0,1.0,,
614,PT10M11.00S,2026-01-01T02:17:23.8Z,4,REGULAR,foul,personal,[],203903,,,1610612759,96,102,2026-01-01T02:21:31Z,6000000,False,,,0,,J. Clarkson personal FOUL (4 PF),"[203903, 1628436]",1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2882.0,4.0,0.0,Kornet,1628436.0,,,,,,,,,
616,PT10M07.00S,2026-01-01T02:17:49.1Z,4,REGULAR,foul,personal,[],1642278,,,1610612759,96,102,2026-01-01T02:17:56Z,6020000,False,,,0,,T. Kolek personal FOUL (3 PF),"[1642278, 1628436]",1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,Mid-Range,16-24 Left Center,,,,,,,2882.0,3.0,0.0,Kornet,1628436.0,,,,,,,,,
618,PT09M53.00S,2026-01-01T02:18:27.0Z,4,REGULAR,3pt,Jump Shot,[],1628368,29.6484888304862,22.794117647058822,1610612759,96,102,2026-01-01T02:18:45Z,6040000,False,136.0,226.0,1,left,MISS D. Fox 26' 3PT,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,26.39,Missed,,,,,,,,,,,,,,,,,,
619,PT09M46.00S,2026-01-01T02:18:33.3Z,4,REGULAR,rebound,defensive,[],1628969,,,1610612752,96,102,2026-01-01T02:18:33Z,6050000,False,,,0,,M. Bridges REBOUND (Off:2 Def:3),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,618.0,,,,5.0,3.0,2.0,,
620,PT09M44.00S,2026-01-01T02:18:35.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203903,94.30026281208936,50.49019607843137,1610612752,96,104,2026-01-01T02:18:54Z,6060000,False,2.0,1.0,1,right,J. Clarkson running DUNK (15 PTS) (M. Bridges 2 AST),"[203903, 1628969]",1610612752.0,NYK,running,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,0.27,Made,15.0,,,,,,,,,,M. Bridges,1628969.0,2.0,,,,,
622,PT09M31.00S,2026-01-01T02:18:51.1Z,4,REGULAR,foul,personal,[],1628384,,,1610612759,96,104,2026-01-01T02:19:06Z,6080000,False,,,0,,O. Anunoby personal FOUL (2 PF),"[1628384, 1628436]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,204058.0,2.0,0.0,Kornet,1628436.0,,,,,,,,,
624,PT09M20.00S,2026-01-01T02:19:24.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,15.062417871222076,50.245098039215684,1610612759,96,104,2026-01-01T02:23:14Z,6100000,False,-1.0,89.0,1,left,MISS S. Castle 8' driving floating Shot,[1642264],1610612759.0,SAS,driving floating,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,8.91,Missed,,,,,,,,,,,,,,,,,,
625,PT09M17.00S,2026-01-01T02:19:27.6Z,4,REGULAR,rebound,defensive,[],1642278,,,1610612752,96,104,2026-01-01T02:19:32Z,6110000,False,,,0,,T. Kolek REBOUND (Off:0 Def:3),[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,624.0,,,,3.0,3.0,0.0,,
626,PT09M14.00S,2026-01-01T02:19:30.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203903,93.9060446780552,52.20588235294118,1610612752,96,106,2026-01-01T02:23:30Z,6120000,False,11.0,5.0,1,right,J. Clarkson running Layup (17 PTS) (T. Kolek 5 AST),"[203903, 1642278]",1610612752.0,NYK,running,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,1.2,Made,17.0,,,,,,,,,,T. Kolek,1642278.0,5.0,,,,,
628,PT09M14.00S,2026-01-01T02:19:41.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,96,106,2026-01-01T02:26:15Z,6140000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT09M14.00S,2026-01-01T02:21:39.2Z,4,REGULAR,substitution,out,[],1642264,,,1610612759,96,106,2026-01-01T02:22:26Z,6150000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT09M14.00S,2026-01-01T02:21:39.2Z,4,REGULAR,substitution,in,[],1630577,,,1610612759,96,106,2026-01-01T02:22:26Z,6160000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT09M00.00S,2026-01-01T02:22:48.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,5.732588699080158,48.03921568627451,1610612759,98,106,2026-01-01T02:22:52Z,6170000,False,10.0,1.0,1,left,K. Johnson Layup (13 PTS) (K. Olynyk 2 AST),"[1629640, 203482]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,0.99,Made,13.0,,,,,,,,,,K. Olynyk,203482.0,2.0,,,,,
634,PT08M42.00S,2026-01-01T02:23:07.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,93.24901445466492,46.568627450980394,1610612752,98,108,2026-01-01T02:23:21Z,6190000,False,-17.0,11.0,1,right,M. Bridges cutting Layup (13 PTS) (K. Towns 4 AST),"[1628969, 1626157]",1610612752.0,NYK,cutting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.04,Made,13.0,,,,,,,,,,K. Towns,1626157.0,4.0,,,,,
636,PT08M26.00S,2026-01-01T02:23:26.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628384,,,1610612759,98,108,2026-01-01T02:23:40Z,6210000,False,,,0,,O. Anunoby personal FOUL (3 PF) (Olynyk 2 FT),"[1628384, 203482]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right Center,,,,,,,2882.0,3.0,0.0,Olynyk,203482.0,,,,,,,,,
638,PT08M26.00S,2026-01-01T02:23:51.1Z,4,REGULAR,freethrow,1 of 2,[],203482,,,1610612759,99,108,2026-01-01T02:24:12Z,6230000,False,,,0,,K. Olynyk Free Throw 1 of 2 (1 PTS),[203482],1610612759.0,SAS,,,,Olynyk,K. Olynyk,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
639,PT08M26.00S,2026-01-01T02:23:51.1Z,4,REGULAR,freethrow,2 of 2,[],203482,,,1610612759,99,108,2026-01-01T02:24:12Z,6240000,False,,,0,,MISS K. Olynyk Free Throw 2 of 2,[203482],1610612759.0,SAS,,,,Olynyk,K. Olynyk,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
640,PT08M23.00S,2026-01-01T02:23:54.1Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612752,99,108,2026-01-01T02:24:12Z,6250000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:4),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,639.0,,,,4.0,4.0,0.0,,
641,PT08M01.00S,2026-01-01T02:24:30.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,94.95729303547962,48.529411764705884,1610612752,99,110,2026-01-01T02:24:43Z,6260000,False,-7.0,-5.0,1,right,O. Anunoby driving DUNK (8 PTS) (T. Kolek 6 AST),"[1628384, 1642278]",1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.9,Made,8.0,,,,,,,,,,T. Kolek,1642278.0,6.0,,,,,
643,PT07M52.00S,2026-01-01T02:24:39.4Z,4,REGULAR,3pt,Jump Shot,[],1630577,31.488173455978973,56.127450980392155,1610612759,102,110,2026-01-01T02:24:46Z,6280000,False,-31.0,243.0,1,left,J. Champagnie 24' 3PT  (27 PTS) (D. Fox 5 AST),"[1630577, 1628368]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,24.54,Made,27.0,,,,,,,,,,D. Fox,1628368.0,5.0,,,,,
645,PT07M36.00S,2026-01-01T02:24:56.7Z,4,REGULAR,3pt,Jump Shot,[],1628384,88.78120893561103,3.9215686274509802,1610612752,102,110,2026-01-01T02:25:03Z,6300000,False,-230.0,53.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,23.64,Missed,,,,,,,,,,,,,,,,,,
646,PT07M36.00S,2026-01-01T02:24:56.7Z,4,REGULAR,rebound,defensive,[],1629640,,,1610612759,102,110,2026-01-01T02:25:03Z,6310000,False,,,0,,K. Johnson REBOUND (Off:3 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,645.0,,,,5.0,2.0,3.0,,
647,PT07M30.00S,2026-01-01T02:25:02.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630577,28.597240473061763,79.41176470588235,1610612759,105,110,2026-01-01T02:36:47Z,6312500,False,-147.0,216.0,1,left,J. Champagnie 26' 3PT running pullup (30 PTS),[1630577],1610612759.0,SAS,running pullup,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,26.16,Made,30.0,,,,,,,,,,,,,,,,,
649,PT07M30.00S,2026-01-01T02:25:12.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,105,110,2026-01-01T02:36:08Z,6313750,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT07M30.00S,2026-01-01T02:27:51.4Z,4,REGULAR,substitution,out,[],1642278,,,1610612752,105,110,2026-01-01T02:35:28Z,6315000,False,,,0,,SUB out: T. Kolek,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT07M30.00S,2026-01-01T02:27:51.4Z,4,REGULAR,substitution,in,[],1628973,,,1610612752,105,110,2026-01-01T02:35:28Z,6317500,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT07M08.00S,2026-01-01T02:28:30.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,82.9993429697766,49.754901960784316,1610612752,105,112,2026-01-01T02:29:04Z,6380000,False,-1.0,107.0,1,right,J. Brunson 10' driving floating Jump Shot (23 PTS) (M. Bridges 3 AST),"[1628973, 1628969]",1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,10.73,Made,23.0,,,,,,,,,,M. Bridges,1628969.0,3.0,,,,,
653,PT06M49.00S,2026-01-01T02:28:49.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,14.536793692509855,50.49019607843137,1610612759,107,112,2026-01-01T02:40:15Z,6390000,False,-2.0,84.0,1,left,D. Fox 8' driving floating Jump Shot (17 PTS) (L. Kornet 3 AST),"[1628368, 1628436]",1610612759.0,SAS,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,8.41,Made,17.0,,,,,,,,,,L. Kornet,1628436.0,3.0,,,,,
655,PT06M30.00S,2026-01-01T02:29:11.3Z,4,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612752,107,112,2026-01-01T02:29:24Z,6400000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Anunoby 2 FT),"[1629640, 1628384]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,1.0,0.0,Anunoby,1628384.0,,,,,,,,,
657,PT06M30.00S,2026-01-01T02:29:39.5Z,4,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,107,112,2026-01-01T02:29:39Z,6420000,False,,,0,,MISS O. Anunoby Free Throw 1 of 2,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
658,PT06M30.00S,2026-01-01T02:29:39.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,107,112,2026-01-01T02:29:39Z,6430000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,657.0,,,,,,,,
659,PT06M30.00S,2026-01-01T02:29:41.6Z,4,REGULAR,substitution,out,[],203482,,,1610612752,107,112,2026-01-01T02:29:46Z,6440000,False,,,0,,SUB out: K. Olynyk,[203482],1610612759.0,SAS,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT06M30.00S,2026-01-01T02:29:41.6Z,4,REGULAR,substitution,in,[],203084,,,1610612752,107,112,2026-01-01T02:29:46Z,6450000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT06M30.00S,2026-01-01T02:30:00.3Z,4,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,107,113,2026-01-01T02:30:00Z,6460000,False,,,0,,O. Anunoby Free Throw 2 of 2 (9 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
662,PT06M18.00S,2026-01-01T02:30:13.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,13.61695137976347,54.41176470588235,1610612759,109,113,2026-01-01T02:30:54Z,6470000,False,-22.0,75.0,1,left,D. Fox 7' driving floating Jump Shot (19 PTS),[1628368],1610612759.0,SAS,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,7.87,Made,19.0,,,,,,,,,,,,,,,,,
663,PT05M53.00S,2026-01-01T02:30:38.6Z,4,REGULAR,3pt,Jump Shot,[],203903,87.20433639947439,96.32352941176471,1610612752,109,116,2026-01-01T02:30:43Z,6480000,False,232.0,68.0,1,right,J. Clarkson 24' 3PT  (20 PTS) (J. Brunson 8 AST),"[203903, 1628973]",1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,Right Corner 3,24+ Right,24.13,Made,20.0,,,,,,,,,,J. Brunson,1628973.0,8.0,,,,,
665,PT05M37.00S,2026-01-01T02:30:56.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626157,,,1610612759,109,116,2026-01-01T02:31:10Z,6500000,False,,,0,,K. Towns shooting personal FOUL (4 PF) (Fox 2 FT),"[1626157, 1628368]",1610612752.0,NYK,shooting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,204058.0,4.0,0.0,Fox,1628368.0,,,,,,,,,
667,PT05M37.00S,2026-01-01T02:31:23.7Z,4,REGULAR,freethrow,1 of 2,[],1628368,,,1610612759,109,116,2026-01-01T02:31:23Z,6520000,False,,,0,,MISS D. Fox Free Throw 1 of 2,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
668,PT05M37.00S,2026-01-01T02:31:23.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,109,116,2026-01-01T02:31:23Z,6530000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,667.0,,,,,,,,
669,PT05M37.00S,2026-01-01T02:31:40.8Z,4,REGULAR,freethrow,2 of 2,[],1628368,,,1610612759,110,116,2026-01-01T02:31:40Z,6540000,False,,,0,,D. Fox Free Throw 2 of 2 (20 PTS),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
670,PT05M12.00S,2026-01-01T02:32:06.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,86.41590013140605,45.83333333333333,1610612752,110,116,2026-01-01T02:33:11Z,6550000,False,-21.0,75.0,1,right,MISS J. Clarkson 7' driving floating Shot,[203903],1610612752.0,NYK,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,7.8,Missed,,,,,,,,,,,,,,,,,,
671,PT05M08.00S,2026-01-01T02:32:10.6Z,4,REGULAR,rebound,defensive,[],1630577,,,1610612759,110,116,2026-01-01T02:32:10Z,6560000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:6),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,670.0,,,,6.0,6.0,0.0,,
672,PT05M02.00S,2026-01-01T02:32:16.3Z,4,REGULAR,3pt,Jump Shot,[],1630577,29.911300919842315,69.85294117647058,1610612759,113,116,2026-01-01T02:32:20Z,6570000,False,-99.0,229.0,1,left,J. Champagnie 24' 3PT  (33 PTS) (D. Fox 6 AST),"[1630577, 1628368]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,24.93,Made,33.0,,,,,,,,,,D. Fox,1628368.0,6.0,,,,,
675,PT04M38.00S,2026-01-01T02:33:14.5Z,4,REGULAR,turnover,bad pass,[],1628973,,,1610612752,113,116,2026-01-01T02:33:21Z,6600000,False,,,0,,J. Brunson bad pass TURNOVER (1 TO),"[1628973, 1628368]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,1.0,Fox,1628368.0,,,,,,,,,,,,,,
676,PT04M38.00S,2026-01-01T02:33:14.5Z,4,REGULAR,steal,,[],1628368,,,1610612759,113,116,2026-01-01T02:33:16Z,6610000,False,,,0,,D. Fox STEAL (3 STL),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
677,PT04M34.00S,2026-01-01T02:33:19.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630577,26.363337713534822,81.86274509803921,1610612759,116,116,2026-01-01T02:33:27Z,6620000,False,-159.0,195.0,1,left,J. Champagnie 25' 3PT running (36 PTS) (D. Fox 7 AST),"[1630577, 1628368]",1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,25.2,Made,36.0,,,,,,,,,,D. Fox,1628368.0,7.0,,,,,
679,PT04M21.00S,2026-01-01T02:33:31.5Z,4,REGULAR,3pt,Jump Shot,[],1628969,76.69185282522996,8.823529411764707,1610612752,116,116,2026-01-01T02:33:45Z,6640000,False,-206.0,167.0,1,right,MISS M. Bridges 26' 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,26.49,Missed,,,,,,,,,,,,,,,,,,
