actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
31,PT09M30.00S,2026-03-22T00:16:24.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641716,94.1688567674113,50.73529411764706,1610612754,7,4,2026-03-22T00:16:29Z,310000,False,4.0,2.0,1,right,J. Walker driving finger roll Layup (2 PTS) (A. Nembhard 1 AST),"[1641716, 1629614]",1610612754.0,IND,driving finger roll,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,0.44,Made,,,,,2.0,A. Nembhard,1629614.0,1.0,,,,,,,
33,PT09M14.00S,2026-03-22T00:16:40.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,6.652431011826544,51.470588235294116,1610612759,9,4,2026-03-22T00:17:00Z,330000,False,-7.0,10.0,1,left,V. Wembanyama DUNK (2 PTS) (H. Barnes 1 AST),"[1641705, 203084]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,1.24,Made,,,,,2.0,H. Barnes,203084.0,1.0,,,,,,,
35,PT09M10.00S,2026-03-22T00:16:47.7Z,1,REGULAR,turnover,out-of-bounds,[],1631245,,,1610612754,9,4,2026-03-22T00:16:57Z,350000,False,,,0,,Q. Jackson lost ball out-of-bounds TURNOVER (1 TO),[1631245],1610612754.0,IND,lost ball,,,Jackson,Q. Jackson,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,,,,,,1146.0,,,,
36,PT08M58.00S,2026-03-22T00:17:15.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630577,9.017739816031538,43.872549019607845,1610612759,11,4,2026-03-22T00:18:15Z,360000,False,31.0,32.0,1,left,J. Champagnie driving finger roll Layup (4 PTS) (D. Harper 1 AST),"[1630577, 1642844]",1610612759.0,SAS,driving finger roll,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,4.45,Made,,,,,4.0,D. Harper,1642844.0,1.0,,,,,,,
38,PT08M47.00S,2026-03-22T00:17:24.4Z,1,REGULAR,3pt,Jump Shot,[],1627783,76.2976346911958,86.51960784313727,1610612754,11,4,2026-03-22T00:17:29Z,380000,False,183.0,170.0,1,right,MISS P. Siakam 24' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,24.97,Missed,,,,,,,,,,,,,,,
39,PT08M44.00S,2026-03-22T00:17:27.4Z,1,REGULAR,rebound,defensive,[],203084,,,1610612759,11,4,2026-03-22T00:17:29Z,390000,False,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,
40,PT08M28.00S,2026-03-22T00:17:44.3Z,1,REGULAR,3pt,Jump Shot,[],1641705,28.86005256241787,21.568627450980394,1610612759,11,4,2026-03-22T00:18:48Z,400000,False,142.0,219.0,1,left,MISS V. Wembanyama 26' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,26.09,Missed,,,,,,,,,,,,,,,
41,PT08M23.00S,2026-03-22T00:17:49.3Z,1,REGULAR,rebound,offensive,[],1630577,,,1610612759,11,4,2026-03-22T00:18:48Z,410000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:0),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,40.0,1.0,0.0,1.0,,,,,,,,,,,
42,PT08M21.00S,2026-03-22T00:17:50.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630577,6.521024967148489,2.941176470588235,1610612759,11,4,2026-03-22T00:19:07Z,420000,False,235.0,9.0,1,left,MISS J. Champagnie pullup 3PT,[1630577],1610612759.0,SAS,pullup,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,,,,23.55,Missed,,,,,,,,,,,,,,,
43,PT08M19.00S,2026-03-22T00:17:52.6Z,1,REGULAR,rebound,defensive,[],1631245,,,1610612754,11,4,2026-03-22T00:18:03Z,430000,False,,,0,,Q. Jackson REBOUND (Off:0 Def:2),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Right Corner 3,24+ Right,,,,,,42.0,2.0,2.0,0.0,,,,,,,,,,,
44,PT08M08.00S,2026-03-22T00:18:03.5Z,1,REGULAR,3pt,Jump Shot,[],1631245,88.25558475689881,96.07843137254902,1610612754,11,4,2026-03-22T00:19:32Z,440000,False,230.0,58.0,1,right,MISS Q. Jackson 3PT,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Right Corner 3,24+ Right,,,,23.76,Missed,,,,,,,,,,,,,,,
45,PT08M03.00S,2026-03-22T00:18:08.5Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,11,4,2026-03-22T00:18:10Z,450000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,,,,,,44.0,2.0,1.0,1.0,,,,,,,,,,,
46,PT07M52.00S,2026-03-22T00:18:19.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642844,6.1268068331143235,49.01960784313725,1610612759,13,4,2026-03-22T00:20:08Z,460000,False,5.0,5.0,1,left,D. Harper driving reverse Layup (4 PTS) (V. Wembanyama 1 AST),"[1642844, 1641705]",1610612759.0,SAS,driving reverse,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,,0.71,Made,,,,,4.0,V. Wembanyama,1641705.0,1.0,,,,,,,
48,PT07M43.00S,2026-03-22T00:18:29.6Z,1,REGULAR,3pt,Jump Shot,[],1641716,72.7496714848883,81.12745098039215,1610612754,13,4,2026-03-22T00:18:32Z,480000,False,156.0,204.0,1,right,MISS J. Walker 25' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,25.63,Missed,,,,,,,,,,,,,,,
49,PT07M41.00S,2026-03-22T00:18:31.6Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,13,4,2026-03-22T00:18:32Z,490000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,,
50,PT07M34.00S,2026-03-22T00:18:38.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628368,6.1268068331143235,51.225490196078425,1610612759,15,4,2026-03-22T00:18:48Z,500000,False,-6.0,5.0,1,left,D. Fox running finger roll Layup (2 PTS),[1628368],1610612759.0,SAS,running finger roll,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,0.8,Made,,,,,2.0,,,,,,,,,,
51,PT07M25.00S,2026-03-22T00:18:51.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,93.9060446780552,50.0,1610612754,15,6,2026-03-22T00:21:06Z,510000,False,0.0,5.0,1,right,P. Siakam cutting Layup (2 PTS) (A. Nembhard 2 AST),"[1627783, 1629614]",1610612754.0,IND,cutting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,0.48,Made,,,,,2.0,A. Nembhard,1629614.0,2.0,,,,,,,
53,PT07M25.00S,2026-03-22T00:18:53.5Z,1,REGULAR,foul,personal,['1freethrow'],1642844,,,1610612754,15,6,2026-03-22T00:19:17Z,530000,False,,,0,,D. Harper shooting personal FOUL (1 PF) (Siakam 1 FT),"[1642844, 1627783]",1610612759.0,SAS,shooting,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,204058.0,1.0,0.0,Siakam,1627783.0
55,PT07M25.00S,2026-03-22T00:19:01.6Z,1,REGULAR,substitution,out,[],1628368,,,1610612754,15,6,2026-03-22T00:19:16Z,550000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M25.00S,2026-03-22T00:19:01.6Z,1,REGULAR,substitution,out,[],1641705,,,1610612754,15,6,2026-03-22T00:19:16Z,560000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M25.00S,2026-03-22T00:19:01.6Z,1,REGULAR,substitution,out,[],1631245,,,1610612754,15,6,2026-03-22T00:19:16Z,570000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M25.00S,2026-03-22T00:19:01.6Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,15,6,2026-03-22T00:19:16Z,580000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M25.00S,2026-03-22T00:19:01.6Z,1,REGULAR,substitution,out,[],1641716,,,1610612754,15,6,2026-03-22T00:19:16Z,590000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M25.00S,2026-03-22T00:19:01.6Z,1,REGULAR,substitution,in,[],1629640,,,1610612754,15,6,2026-03-22T00:19:16Z,600000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M25.00S,2026-03-22T00:19:01.6Z,1,REGULAR,substitution,in,[],1628436,,,1610612754,15,6,2026-03-22T00:19:16Z,610000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M25.00S,2026-03-22T00:19:01.6Z,1,REGULAR,substitution,in,[],204456,,,1610612754,15,6,2026-03-22T00:19:16Z,620000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M25.00S,2026-03-22T00:19:01.6Z,1,REGULAR,substitution,in,[],1630167,,,1610612754,15,6,2026-03-22T00:19:16Z,630000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M25.00S,2026-03-22T00:19:01.6Z,1,REGULAR,substitution,in,[],1641767,,,1610612754,15,6,2026-03-22T00:19:16Z,640000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M25.00S,2026-03-22T00:19:43.3Z,1,REGULAR,freethrow,1 of 1,[],1627783,,,1610612754,15,7,2026-03-22T00:19:43Z,650000,False,,,0,,P. Siakam Free Throw 1 of 1 (3 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,
66,PT07M09.00S,2026-03-22T00:20:00.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630577,13.485545335085414,45.34313725490196,1610612759,15,7,2026-03-22T00:20:04Z,660000,False,23.0,74.0,1,left,MISS J. Champagnie 7' turnaround Shot,[1630577],1610612759.0,SAS,turnaround,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,7.79,Missed,,,,,,,,,,,,,,,
67,PT07M07.00S,2026-03-22T00:20:02.2Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,15,7,2026-03-22T00:20:04Z,670000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,
68,PT06M57.00S,2026-03-22T00:20:13.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,84.83902759526939,48.77450980392157,1610612754,15,9,2026-03-22T02:23:12Z,680000,False,-6.0,90.0,1,right,P. Siakam 9' driving floating Jump Shot (5 PTS) (T. McConnell 1 AST),"[1627783, 204456]",1610612754.0,IND,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,9.02,Made,,,,,5.0,T. McConnell,204456.0,1.0,,,,,,,
70,PT06M34.00S,2026-03-22T00:20:34.7Z,1,REGULAR,3pt,Jump Shot,[],203084,31.750985545335087,55.88235294117647,1610612759,15,9,2026-03-22T00:20:45Z,700000,False,-29.0,246.0,1,left,MISS H. Barnes 24' step back 3PT,[203084],1610612759.0,SAS,step back,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,,,,24.78,Missed,,,,,,,,,,,,,,,
71,PT06M30.00S,2026-03-22T00:20:38.7Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612759,15,9,2026-03-22T00:20:45Z,710000,False,,,0,,L. Kornet REBOUND (Off:1 Def:0),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Center,,,,,,70.0,1.0,0.0,1.0,,,,,,,,,,,
72,PT06M30.00S,2026-03-22T00:20:39.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,5.590000152587891,50.0,1610612759,15,9,2026-03-22T00:20:39Z,720000,False,0.0,0.0,1,left,MISS L. Kornet tip Layup,[1628436],1610612759.0,SAS,tip,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
73,PT06M29.00S,2026-03-22T00:20:39.9Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612759,15,9,2026-03-22T00:20:39Z,730000,False,,,0,,L. Kornet REBOUND (Off:2 Def:0),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,,,,,,72.0,2.0,0.0,2.0,,,,,,,,,,,
74,PT06M27.00S,2026-03-22T00:20:42.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630577,27.54599211563732,79.16666666666666,1610612759,15,9,2026-03-22T00:20:50Z,740000,False,-146.0,206.0,1,left,MISS J. Champagnie 25' pullup 3PT,[1630577],1610612759.0,SAS,pullup,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,25.27,Missed,,,,,,,,,,,,,,,
75,PT06M23.00S,2026-03-22T00:20:45.5Z,1,REGULAR,rebound,defensive,[],1641767,,,1610612754,15,9,2026-03-22T00:20:45Z,750000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:1),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,,,
76,PT06M15.00S,2026-03-22T00:20:53.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,84.70762155059133,58.57843137254902,1610612754,15,11,2026-03-22T00:20:57Z,760000,False,43.0,91.0,1,right,P. Siakam 10' turnaround Jump Shot (7 PTS) (T. McConnell 2 AST),"[1627783, 204456]",1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,10.08,Made,,,,,7.0,T. McConnell,204456.0,2.0,,,,,,,
77,PT06M15.00S,2026-03-22T00:20:57.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,15,11,2026-03-22T00:20:57Z,770000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M15.00S,2026-03-22T00:23:34.0Z,1,REGULAR,substitution,out,[],1630577,,,1610612759,15,11,2026-03-22T00:23:58Z,780000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M15.00S,2026-03-22T00:23:34.0Z,1,REGULAR,substitution,out,[],1627783,,,1610612759,15,11,2026-03-22T00:23:58Z,790000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M15.00S,2026-03-22T00:23:34.0Z,1,REGULAR,substitution,in,[],1629162,,,1610612759,15,11,2026-03-22T00:23:58Z,800000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612759.0,SAS,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M15.00S,2026-03-22T00:23:34.0Z,1,REGULAR,substitution,in,[],1630643,,,1610612759,15,11,2026-03-22T00:23:58Z,810000,False,,,0,,SUB in: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M54.00S,2026-03-22T00:24:13.5Z,1,REGULAR,3pt,Jump Shot,[],1629640,13.748357424441524,4.411764705882353,1610612759,18,11,2026-03-22T00:24:18Z,820000,False,228.0,77.0,1,left,K. Johnson 24' 3PT  (3 PTS) (D. Harper 2 AST),"[1629640, 1642844]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,,24.05,Made,,,,,3.0,D. Harper,1642844.0,2.0,,,,,,,
