actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-04T01:12:01.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-04T01:12:01Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2026-01-04T01:12:02.7Z,1,REGULAR,jumpball,recovered,[],1641739,,,1610612757,0,0,2026-01-04T01:12:02Z,40000,False,,,0,,Jump Ball D. Clingan vs. L. Kornet: Tip to T. Camara,"[1641739, 1642270, 1628436]",1610612757.0,POR,startperiod,T. Camara,1641739.0,Camara,T. Camara,Clingan,1642270.0,Kornet,1628436.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2026-01-04T01:12:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642270,5.732588699080158,50.49019607843137,1610612757,0,2,2026-01-04T01:12:27Z,70000,False,-2.0,1.0,1,left,D. Clingan alley-oop Layup (2 PTS) (D. Avdija 1 AST),"[1642270, 1630166]",1610612757.0,POR,alley-oop,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,0.29,Made,2.0,D. Avdija,1630166.0,1.0,,,,,,,,,,,,,,
9,PT11M29.00S,2026-01-04T01:12:32.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,93.24901445466492,50.98039215686274,1610612759,2,2,2026-01-04T01:12:39Z,90000,False,5.0,11.0,1,right,L. Kornet cutting finger roll Layup (2 PTS) (J. Champagnie 1 AST),"[1628436, 1630577]",1610612759.0,SAS,cutting finger roll,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,1.2,Made,2.0,J. Champagnie,1630577.0,1.0,,,,,,,,,,,,,,
12,PT11M04.00S,2026-01-04T01:13:10.1Z,1,REGULAR,3pt,Jump Shot,[],1642270,29.77989487516426,71.32352941176471,1610612757,2,5,2026-01-04T01:13:16Z,120000,False,-107.0,227.0,1,left,D. Clingan 25' 3PT  (5 PTS) (D. Avdija 2 AST),"[1642270, 1630166]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,25.11,Made,5.0,D. Avdija,1630166.0,2.0,,,,,,,,,,,,,,
14,PT10M39.00S,2026-01-04T01:13:34.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,93.11760840998686,50.0,1610612759,4,5,2026-01-04T01:13:39Z,140000,False,0.0,12.0,1,right,L. Kornet alley-oop DUNK (4 PTS) (J. Champagnie 2 AST),"[1628436, 1630577]",1610612759.0,SAS,alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,1.22,Made,4.0,J. Champagnie,1630577.0,2.0,,,,,,,,,,,,,,
16,PT10M12.00S,2026-01-04T01:14:02.5Z,1,REGULAR,2pt,Jump Shot,[],1631101,20.893561103810775,70.61121323529412,1610612757,4,5,2026-01-04T01:14:16Z,160000,False,-103.0,144.0,1,left,MISS S. Sharpe 17' turnaround fadeaway Shot,[1631101],1610612757.0,POR,turnaround fadeaway,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left Center,17.7,Missed,,,,,,,,,,,,,,,,,,
17,PT10M12.00S,2026-01-04T01:14:02.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,4,5,2026-01-04T01:14:16Z,170000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,16.0,,,,,,,,,,,,,
19,PT10M04.00S,2026-01-04T01:14:27.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642270,31.225361366622867,31.61764705882353,1610612757,4,8,2026-01-04T01:14:33Z,190000,False,92.0,241.0,1,left,D. Clingan 25' 3PT  (8 PTS) (D. Avdija 3 AST),"[1642270, 1630166]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,25.79,Made,8.0,D. Avdija,1630166.0,3.0,,,,,,,,,,,,,,
21,PT09M50.00S,2026-01-04T01:14:40.7Z,1,REGULAR,3pt,Jump Shot,[],203084,68.15045992115637,37.254901960784316,1610612759,4,8,2026-01-04T01:14:46Z,210000,False,-64.0,247.0,1,right,MISS H. Barnes 25' 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,25.5,Missed,,,,,,,,,,,,,,,,,,
