actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
90,PT05M35.00S,2026-03-06T01:24:20.4Z,1,REGULAR,rebound,defensive,[],1642844,,,1610612759,21,15,2026-03-06T01:24:20Z,880000,False,,,0,,D. Harper REBOUND (Off:0 Def:1),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Right Center,,,,,89.0,,,,,1.0,1.0,0.0,,,,,,,,
91,PT05M33.00S,2026-03-06T01:24:23.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,70.77858081471747,19.11764705882353,1610612759,21,15,2026-03-06T01:28:39Z,890000,False,-154.0,222.0,1,right,MISS D. Vassell 27' running pullup 3PT,[1630170],1610612759.0,SAS,running pullup,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,27.06,Missed,,,,,,,,,,,,,,,,,,
92,PT05M30.00S,2026-03-06T01:24:25.7Z,1,REGULAR,rebound,offensive,[],1630170,,,1610612759,21,15,2026-03-06T01:24:25Z,900000,False,,,0,,D. Vassell REBOUND (Off:1 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,,91.0,,,,,2.0,1.0,1.0,,,,,,,,
94,PT05M27.00S,2026-03-06T01:24:28.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642844,97.05978975032852,95.58823529411765,1610612759,24,15,2026-03-06T01:24:37Z,910000,False,228.0,-25.0,1,right,D. Harper 3PT  (3 PTS) (S. Castle 5 AST),"[1642844, 1642264]",1610612759.0,SAS,,,,Harper,D. Harper,,,,,Right Corner 3,24+ Right,22.93,Made,,,,3.0,S. Castle,1642264.0,5.0,,,,,,,,,,,
96,PT05M16.00S,2026-03-06T01:24:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,6.1268068331143235,46.81372549019608,1610612765,24,15,2026-03-06T01:25:39Z,930000,False,16.0,5.0,1,left,MISS C. Cunningham driving Layup - blocked,"[1630595, 1641705]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,1.67,Missed,Wembanyama,1641705.0,,,,,,,,,,,,,,,,
123,PT05M16.00S,2026-03-06T01:24:42.1Z,1,REGULAR,block,,[],1641705,,,1610612765,24,15,2026-03-06T01:31:30Z,935000,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
97,PT05M16.00S,2026-03-06T01:24:42.1Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,24,15,2026-03-06T01:25:30Z,940000,False,,,0,,I. Stewart REBOUND (Off:1 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,96.0,,,,,1.0,0.0,1.0,,,,,,,,
98,PT05M16.00S,2026-03-06T01:24:48.3Z,1,REGULAR,foul,personal,['2freethrow'],1642264,,,1610612765,24,15,2026-03-06T01:25:06Z,950000,False,,,0,,S. Castle shooting personal FOUL (2 PF) (Stewart 2 FT),"[1642264, 1630191]",1610612759.0,SAS,shooting,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202053.0,,2.0,0.0,Stewart,1630191.0,,
100,PT05M16.00S,2026-03-06T01:25:13.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630191,,,1610612765,24,16,2026-03-06T01:25:13Z,970000,False,,,0,,I. Stewart Free Throw 1 of 2 (1 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,,,,1.0,,,,,,,,,,,,,,
101,PT05M16.00S,2026-03-06T01:25:23.7Z,1,REGULAR,substitution,out,[],1642264,,,1610612765,24,16,2026-03-06T01:25:39Z,980000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M16.00S,2026-03-06T01:25:23.7Z,1,REGULAR,substitution,in,[],1642868,,,1610612765,24,16,2026-03-06T01:25:39Z,990000,False,,,0,,SUB in: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M16.00S,2026-03-06T01:25:53.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630191,,,1610612765,24,17,2026-03-06T01:25:53Z,1000000,False,,,0,,I. Stewart Free Throw 2 of 2 (2 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,,,,2.0,,,,,,,,,,,,,,
104,PT05M06.00S,2026-03-06T01:26:07.5Z,1,REGULAR,turnover,bad pass,[],1642844,,,1610612759,24,17,2026-03-06T01:26:13Z,1010000,False,,,0,,D. Harper bad pass TURNOVER (1 TO),"[1642844, 1629130]",1610612759.0,SAS,,,,Harper,D. Harper,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1.0,,,,,Robinson,1629130.0
105,PT05M06.00S,2026-03-06T01:26:07.5Z,1,REGULAR,steal,,[],1629130,,,1610612765,24,17,2026-03-06T01:26:12Z,1020000,False,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
106,PT05M05.00S,2026-03-06T01:26:15.5Z,1,REGULAR,foul,personal,['2freethrow'],1642844,,,1610612765,24,17,2026-03-06T01:26:42Z,1030000,False,,,0,,D. Harper shooting personal FOUL (1 PF) (Holland II 2 FT),"[1642844, 1641842]",1610612759.0,SAS,shooting,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1146.0,,1.0,0.0,Holland II,1641842.0,,
108,PT05M05.00S,2026-03-06T01:26:43.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641842,,,1610612765,24,18,2026-03-06T01:34:52Z,1050000,False,,,0,,R. Holland II Free Throw 1 of 2 (5 PTS),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,Made,,,,5.0,,,,,,,,,,,,,,
109,PT05M05.00S,2026-03-06T01:26:44.2Z,1,REGULAR,substitution,out,[],1630170,,,1610612765,24,18,2026-03-06T01:26:53Z,1060000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT05M05.00S,2026-03-06T01:26:44.2Z,1,REGULAR,substitution,in,[],1628368,,,1610612765,24,18,2026-03-06T01:26:53Z,1070000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT05M05.00S,2026-03-06T01:26:43.7Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1641842,,,1610612765,24,19,2026-03-06T01:34:52Z,1080000,False,,,0,,R. Holland II Free Throw 2 of 2 (6 PTS),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,Made,,,,6.0,,,,,,,,,,,,,,
112,PT04M53.00S,2026-03-06T01:27:15.7Z,1,REGULAR,3pt,Jump Shot,[],1641705,74.32654402102497,14.215686274509803,1610612759,27,19,2026-03-06T01:27:20Z,1090000,False,-179.0,189.0,1,right,V. Wembanyama 26' 3PT  (12 PTS) (K. Johnson 1 AST),"[1641705, 1629640]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,26.01,Made,,,,12.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,
114,PT04M32.00S,2026-03-06T01:27:43.9Z,1,REGULAR,3pt,Jump Shot,[],1641842,10.463206307490145,3.431372549019608,1610612765,27,19,2026-03-06T01:27:48Z,1110000,False,233.0,46.0,1,left,MISS R. Holland II 3PT,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Right Corner 3,24+ Right,23.73,Missed,,,,,,,,,,,,,,,,,,
115,PT04M28.00S,2026-03-06T01:27:47.9Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612759,27,19,2026-03-06T01:27:48Z,1120000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Right Corner 3,24+ Right,,,,,114.0,,,,,1.0,1.0,0.0,,,,,,,,
116,PT04M19.00S,2026-03-06T01:27:56.8Z,1,REGULAR,3pt,Jump Shot,[],1628368,67.7562417871222,54.166666666666664,1610612759,30,19,2026-03-06T01:28:05Z,1130000,False,21.0,251.0,1,right,D. Fox 25' 3PT pullup (10 PTS),[1628368],1610612759.0,SAS,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,25.15,Made,,,,10.0,,,,,,,,,,,,,,
117,PT04M19.00S,2026-03-06T01:28:07.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612765,30,19,2026-03-06T01:28:07Z,1140000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M19.00S,2026-03-06T01:30:27.0Z,1,REGULAR,substitution,in,[],1642450,,,1610612765,30,19,2026-03-06T01:31:01Z,1160000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT04M19.00S,2026-03-06T01:30:27.0Z,1,REGULAR,substitution,out,[],1629130,,,1610612765,30,19,2026-03-06T01:34:04Z,1165000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M02.00S,2026-03-06T01:31:15.6Z,1,REGULAR,2pt,Jump Shot,[],1642450,5.995400788436268,72.54901960784314,1610612765,30,19,2026-03-06T01:31:41Z,1170000,False,-113.0,4.0,1,left,MISS D. Jenkins 11' turnaround fadeaway Shot,[1642450],1610612765.0,DET,turnaround fadeaway,,,Jenkins,D. Jenkins,,,,,Mid-Range,8-16 Left,11.28,Missed,,,,,,,,,,,,,,,,,,
121,PT03M59.00S,2026-03-06T01:31:18.6Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,30,19,2026-03-06T01:31:41Z,1180000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,,,,,120.0,,,,,1.0,1.0,0.0,,,,,,,,
122,PT03M54.00S,2026-03-06T01:31:25.9Z,1,REGULAR,turnover,out-of-bounds,[],1642844,,,1610612759,30,19,2026-03-06T01:31:44Z,1190000,False,,,0,,D. Harper lost ball out-of-bounds TURNOVER (2 TO),[1642844],1610612759.0,SAS,lost ball,,,Harper,D. Harper,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,202053.0,2.0,,,,,,
124,PT03M36.00S,2026-03-06T01:31:47.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642450,25.04927726675427,15.196078431372548,1610612765,30,19,2026-03-06T01:31:51Z,1200000,False,174.0,183.0,1,left,MISS D. Jenkins 25' 3PT,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
125,PT03M32.00S,2026-03-06T01:31:51.5Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,30,19,2026-03-06T01:31:51Z,1210000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,124.0,,,,,2.0,2.0,0.0,,,,,,,,
126,PT03M26.00S,2026-03-06T01:31:58.4Z,1,REGULAR,foul,personal,['2freethrow'],1641842,,,1610612759,30,19,2026-03-06T01:32:10Z,1220000,False,,,0,,R. Holland II shooting personal FOUL (1 PF) (Fox 2 FT),"[1641842, 1628368]",1610612765.0,DET,shooting,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202053.0,,1.0,0.0,Fox,1628368.0,,
128,PT03M26.00S,2026-03-06T01:32:21.1Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612759,30,19,2026-03-06T01:32:21Z,1240000,False,,,0,,MISS D. Fox Free Throw 1 of 2,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
129,PT03M26.00S,2026-03-06T01:32:21.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,30,19,2026-03-06T01:32:21Z,1250000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,128.0,,,,,,,,,,,,,,,
130,PT03M26.00S,2026-03-06T01:32:41.8Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612759,31,19,2026-03-06T01:32:41Z,1260000,False,,,0,,D. Fox Free Throw 2 of 2 (11 PTS),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,Made,,,,11.0,,,,,,,,,,,,,,
131,PT03M07.00S,2026-03-06T01:33:01.3Z,1,REGULAR,2pt,Jump Shot,[],1630595,25.57490144546649,52.450980392156865,1610612765,31,19,2026-03-06T01:33:06Z,1270000,False,-12.0,188.0,1,left,MISS C. Cunningham 18' step back Shot,[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Center,18.83,Missed,,,,,,,,,,,,,,,,,,
132,PT03M05.00S,2026-03-06T01:33:03.3Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,31,19,2026-03-06T01:33:06Z,1280000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Center,,,,,131.0,,,,,3.0,3.0,0.0,,,,,,,,
133,PT02M49.00S,2026-03-06T01:33:19.5Z,1,REGULAR,3pt,Jump Shot,[],1641705,62.23718791064389,62.5,1610612759,31,19,2026-03-06T01:37:11Z,1290000,False,62.0,302.0,1,right,MISS V. Wembanyama 30' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,30.89,Missed,,,,,,,,,,,,,,,,,,
134,PT02M47.00S,2026-03-06T01:33:21.5Z,1,REGULAR,rebound,defensive,[],1641842,,,1610612765,31,19,2026-03-06T01:33:22Z,1300000,False,,,0,,R. Holland II REBOUND (Off:3 Def:1),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Center,,,,,133.0,,,,,4.0,1.0,3.0,,,,,,,,
135,PT02M42.00S,2026-03-06T01:33:26.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627747,6.783837056504599,53.18627450980392,1610612765,31,19,2026-03-06T01:58:49Z,1310000,False,-16.0,11.0,1,left,MISS C. LeVert running Layup - blocked,"[1627747, 1641705]",1610612765.0,DET,running,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,1.95,Missed,Wembanyama,1641705.0,,,,,,,,,,,,,,,,
284,PT02M42.00S,2026-03-06T01:33:26.6Z,1,REGULAR,block,,[],1641705,,,1610612765,31,19,2026-03-06T01:58:49Z,1315000,False,,,0,,V. Wembanyama BLOCK (3 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
136,PT02M40.00S,2026-03-06T01:33:28.6Z,1,REGULAR,rebound,offensive,[],1641842,,,1610612765,31,19,2026-03-06T01:33:43Z,1320000,False,,,0,,R. Holland II REBOUND (Off:4 Def:1),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,,,,135.0,,,,,5.0,1.0,4.0,,,,,,,,
137,PT02M40.00S,2026-03-06T01:33:30.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641842,5.590000152587891,50.0,1610612765,31,19,2026-03-06T01:33:30Z,1330000,False,0.0,0.0,1,left,MISS R. Holland II putback Layup,[1641842],1610612765.0,DET,putback,,,Holland II,R. Holland II,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
138,PT02M40.00S,2026-03-06T01:33:36.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,31,19,2026-03-06T01:33:36Z,1340000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,8-16 Left,,,,,137.0,,,,,,,,,,,,,,,
141,PT02M40.00S,2026-03-06T01:33:45.4Z,1,REGULAR,substitution,out,[],1641705,,,1610612765,31,19,2026-03-06T01:34:15Z,1360000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M40.00S,2026-03-06T01:33:45.4Z,1,REGULAR,substitution,out,[],1630595,,,1610612765,31,19,2026-03-06T01:34:15Z,1370000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M40.00S,2026-03-06T01:33:45.4Z,1,REGULAR,substitution,in,[],1628436,,,1610612765,31,19,2026-03-06T01:34:15Z,1380000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M40.00S,2026-03-06T01:33:45.4Z,1,REGULAR,substitution,in,[],202699,,,1610612765,31,19,2026-03-06T01:34:15Z,1390000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M28.00S,2026-03-06T01:34:21.4Z,1,REGULAR,foul,personal,[],1642868,,,1610612765,31,19,2026-03-06T01:34:26Z,1410000,False,,,0,,C. Bryant personal FOUL (1 PF),"[1642868, 1627747]",1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1146.0,,1.0,0.0,LeVert,1627747.0,,
148,PT02M28.00S,2026-03-06T01:34:26.5Z,1,REGULAR,substitution,out,[],1641842,,,1610612765,31,19,2026-03-06T01:34:31Z,1430000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M28.00S,2026-03-06T01:34:26.5Z,1,REGULAR,substitution,in,[],1631204,,,1610612765,31,19,2026-03-06T01:34:31Z,1440000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M18.00S,2026-03-06T01:34:48.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642450,7.046649145860711,41.66666666666667,1610612765,31,19,2026-03-06T01:35:05Z,1450000,False,42.0,14.0,1,left,MISS D. Jenkins driving finger roll Layup,[1642450],1610612765.0,DET,driving finger roll,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),0-8 Center,4.39,Missed,,,,,,,,,,,,,,,,,,
151,PT02M16.00S,2026-03-06T01:34:50.7Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,31,19,2026-03-06T01:35:05Z,1460000,False,,,0,,I. Stewart REBOUND (Off:2 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,150.0,,,,,2.0,0.0,2.0,,,,,,,,
152,PT02M10.00S,2026-03-06T01:34:57.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,5.469776609724048,52.94117647058824,1610612765,31,21,2026-03-06T01:35:07Z,1470000,False,-15.0,-1.0,1,left,I. Stewart Layup (4 PTS) (C. LeVert 1 AST),"[1630191, 1627747]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,1.47,Made,,,,4.0,C. LeVert,1627747.0,1.0,,,,,,,,,,,
200,PT01M58.00S,2026-03-06T01:35:12.0Z,1,REGULAR,turnover,lost ball,[],1642844,,,1610612759,31,21,2026-03-06T01:44:27Z,1515000,False,,,0,,D. Harper lost ball TURNOVER (3 TO),"[1642844, 1630191]",1610612759.0,SAS,,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,3.0,,,,,Stewart,1630191.0
201,PT01M58.00S,2026-03-06T01:35:12.0Z,1,REGULAR,steal,,[],1630191,,,1610612765,31,21,2026-03-06T01:44:27Z,1517500,False,,,0,,I. Stewart STEAL (1 STL),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
157,PT01M52.00S,2026-03-06T01:35:14.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1642450,7.046649145860711,51.225490196078425,1610612765,31,21,2026-03-06T01:44:27Z,1520000,False,-6.0,14.0,1,left,MISS D. Jenkins running DUNK - blocked,"[1642450, 1642868]",1610612765.0,DET,running,,,Jenkins,D. Jenkins,,,,,Restricted Area,0-8 Center,1.5,Missed,Bryant,1642868.0,,,,,,,,,,,,,,,,
158,PT01M52.00S,2026-03-06T01:35:14.8Z,1,REGULAR,block,,[],1642868,,,1610612765,31,21,2026-03-06T01:35:17Z,1530000,False,,,0,,C. Bryant BLOCK (1 BLK),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
159,PT01M52.00S,2026-03-06T01:35:14.8Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,31,21,2026-03-06T01:35:25Z,1540000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,157.0,,,,,2.0,2.0,0.0,,,,,,,,
160,PT01M47.00S,2026-03-06T01:35:20.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,71.96123521681997,79.41176470588235,1610612759,31,21,2026-03-06T01:45:00Z,1550000,False,147.0,211.0,1,right,MISS D. Fox 25' running pullup 3PT,[1628368],1610612759.0,SAS,running pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,25.73,Missed,,,,,,,,,,,,,,,,,,
161,PT01M44.00S,2026-03-06T01:35:23.3Z,1,REGULAR,rebound,offensive,[],1628368,,,1610612759,31,21,2026-03-06T01:35:23Z,1560000,False,,,0,,D. Fox REBOUND (Off:1 Def:1),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,160.0,,,,,2.0,1.0,1.0,,,,,,,,
162,PT01M36.00S,2026-03-06T01:35:31.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628368,79.71419185282524,6.127450980392156,1610612759,31,21,2026-03-06T01:35:34Z,1570000,False,-219.0,138.0,1,right,MISS D. Fox 25' 3PT,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,25.93,Missed,,,,,,,,,,,,,,,,,,
163,PT01M34.00S,2026-03-06T01:35:33.2Z,1,REGULAR,rebound,offensive,[],1642868,,,1610612759,31,21,2026-03-06T01:35:33Z,1580000,False,,,0,,C. Bryant REBOUND (Off:1 Def:0),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,Above the Break 3,24+ Left Center,,,,,162.0,,,,,1.0,0.0,1.0,,,,,,,,
165,PT01M28.00S,2026-03-06T01:35:39.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629640,95.3515111695138,64.2156862745098,1610612759,31,21,2026-03-06T01:45:32Z,1590000,False,71.0,-9.0,1,right,MISS K. Johnson 7' driving floating Shot,[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.16,Missed,,,,,,,,,,,,,,,,,,
166,PT01M24.00S,2026-03-06T01:35:43.5Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612759,31,21,2026-03-06T01:35:43Z,1600000,False,,,0,,L. Kornet REBOUND (Off:1 Def:0),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,,165.0,,,,,1.0,0.0,1.0,,,,,,,,
167,PT01M24.00S,2026-03-06T01:35:42.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,94.40999984741211,50.0,1610612759,33,21,2026-03-06T01:35:42Z,1610000,False,0.0,0.0,1,right,L. Kornet tip Layup (2 PTS),[1628436],1610612759.0,SAS,tip,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,0.0,Made,,,,2.0,,,,,,,,,,,,,,
168,PT01M09.00S,2026-03-06T01:35:57.7Z,1,REGULAR,2pt,Jump Shot,[],202699,18.478975032851512,67.64705882352942,1610612765,33,21,2026-03-06T01:36:02Z,1620000,False,-88.0,121.0,1,left,MISS T. Harris 14' step back Shot,[202699],1610612765.0,DET,step back,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,14.99,Missed,,,,,,,,,,,,,,,,,,
169,PT01M06.00S,2026-03-06T01:36:00.7Z,1,REGULAR,rebound,defensive,[],1642868,,,1610612759,33,21,2026-03-06T01:36:02Z,1630000,False,,,0,,C. Bryant REBOUND (Off:1 Def:1),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,Mid-Range,8-16 Left,,,,,168.0,,,,,2.0,1.0,1.0,,,,,,,,
170,PT00M57.30S,2026-03-06T01:36:12.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,85.10183968462549,45.83333333333333,1610612759,35,21,2026-03-06T01:36:16Z,1640000,False,-21.0,88.0,1,right,D. Fox 8' pullup Jump Shot (13 PTS) (D. Harper 1 AST),"[1628368, 1642844]",1610612759.0,SAS,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,8.99,Made,,,,13.0,D. Harper,1642844.0,1.0,,,,,,,,,,,
172,PT00M43.20S,2026-03-06T01:36:27.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,8.229303547963205,55.88235294117647,1610612765,35,21,2026-03-06T01:46:17Z,1660000,False,-29.0,25.0,1,left,MISS I. Stewart driving Hook,[1630191],1610612765.0,DET,driving,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
