actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-09T01:10:25.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-09T01:10:25Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-11-09T01:10:26.9Z,1,REGULAR,jumpball,recovered,[],1642264,,,1610612759,0,0,2025-11-09T01:10:27Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. K. Looney: Tip to S. Castle,"[1642264, 1641705, 1626172]",1610612759.0,SAS,startperiod,S. Castle,1642264.0,Castle,S. Castle,Wembanyama,1641705.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-11-09T01:10:41.7Z,1,REGULAR,3pt,Jump Shot,[],203084,29.25427069645204,78.18627450980392,1610612759,0,0,2025-11-09T01:10:50Z,70000,False,-141.0,222.0,1,left,MISS H. Barnes 26' 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,26.34,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2025-11-09T01:10:44.7Z,1,REGULAR,rebound,offensive,[],1642264,,,1610612759,0,0,2025-11-09T01:10:50Z,80000,False,,,0,,S. Castle REBOUND (Off:1 Def:0),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M37.00S,2025-11-09T01:10:46.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630170,27.94021024967148,18.872549019607842,1610612759,3,0,2025-11-09T01:10:53Z,90000,False,156.0,210.0,1,left,D. Vassell 26' 3PT  (3 PTS) (S. Castle 1 AST),"[1630170, 1642264]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,26.14,Made,,,,,3.0,S. Castle,1642264.0,1.0,,,,,,,,,,
12,PT11M14.00S,2025-11-09T01:11:36.6Z,1,REGULAR,turnover,traveling,[],1626172,,,1610612740,3,0,2025-11-09T01:11:44Z,120000,False,,,0,,K. Looney traveling TURNOVER (1 TO),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1193.0,1.0,,,,,,,,
13,PT11M00.00S,2025-11-09T01:12:05.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628368,24.392247043363994,14.705882352941178,1610612759,3,0,2025-11-09T01:12:14Z,130000,False,176.0,177.0,1,left,MISS D. Fox 24' pullup 3PT,[1628368],1610612759.0,SAS,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,24.98,Missed,,,,,,,,,,,,,,,,,,
14,PT10M58.00S,2025-11-09T01:12:07.5Z,1,REGULAR,rebound,offensive,[],1628368,,,1610612759,3,0,2025-11-09T01:12:07Z,140000,False,,,0,,D. Fox REBOUND (Off:1 Def:0),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,
15,PT10M56.00S,2025-11-09T01:12:09.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630170,27.94021024967148,79.41176470588235,1610612759,3,0,2025-11-09T01:12:17Z,150000,False,-147.0,210.0,1,left,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,25.65,Missed,,,,,,,,,,,,,,,,,,
16,PT10M52.00S,2025-11-09T01:12:13.8Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612740,3,0,2025-11-09T01:12:17Z,160000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
