actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M58.00S,2026-04-09T01:43:57.7Z,1,REGULAR,3pt,Jump Shot,[],1641739,5.995400788436268,95.34313725490196,1610612757,0,2,2026-04-09T01:46:32Z,150000,False,-227.0,4.0,1,left,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
17,PT10M55.00S,2026-04-09T01:44:00.7Z,1,REGULAR,rebound,defensive,[],1642844,,,1610612759,0,2,2026-04-09T01:46:32Z,160000,False,,,0,,D. Harper REBOUND (Off:0 Def:1),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Left Corner 3,24+ Left,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M49.00S,2026-04-09T01:44:08.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,70.25295663600527,74.75490196078431,1610612759,0,2,2026-04-09T01:47:06Z,170000,False,124.0,227.0,1,right,MISS D. Vassell 25' running 3PT,[1630170],1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,25.87,Missed,,,,,,,,,,,,,,,,,,
19,PT10M46.00S,2026-04-09T01:44:11.0Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,0,2,2026-04-09T01:47:00Z,180000,False,,,0,,D. Clingan REBOUND (Off:1 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,18.0,3.0,2.0,1.0,,,,,,,,,,,,,,
20,PT10M35.00S,2026-04-09T01:44:21.1Z,1,REGULAR,3pt,Jump Shot,[],201950,5.863994743758213,3.6764705882352944,1610612757,0,2,2026-04-09T01:48:22Z,190000,False,232.0,3.0,1,left,MISS J. Holiday 3PT,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
21,PT10M32.00S,2026-04-09T01:44:24.1Z,1,REGULAR,rebound,defensive,[],1642844,,,1610612759,0,2,2026-04-09T01:48:22Z,200000,False,,,0,,D. Harper REBOUND (Off:0 Def:2),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Right Corner 3,24+ Right,,,20.0,2.0,2.0,0.0,,,,,,,,,,,,,,
22,PT10M30.00S,2026-04-09T01:44:27.5Z,1,REGULAR,turnover,bad pass,[],1630170,,,1610612759,0,2,2026-04-09T01:49:34Z,210000,False,,,0,,D. Vassell bad pass TURNOVER (1 TO),"[1630170, 1630703]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Henderson,1630703.0,,,,,
23,PT10M30.00S,2026-04-09T01:44:27.5Z,1,REGULAR,steal,,[],1630703,,,1610612757,0,2,2026-04-09T01:44:58Z,220000,False,,,0,,S. Henderson STEAL (1 STL),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
24,PT10M25.00S,2026-04-09T01:44:33.0Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1641739,32.933639947437584,25.98039215686275,1610612757,0,5,2026-04-09T01:49:50Z,230000,False,120.0,257.0,1,left,T. Camara 28' 3PT running (5 PTS) (D. Avdija 1 AST),"[1641739, 1630166]",1610612757.0,POR,running,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,28.38,Made,,,,,,,5.0,D. Avdija,1630166.0,1.0,,,,,,,,
26,PT10M07.00S,2026-04-09T01:44:47.9Z,1,REGULAR,2pt,Jump Shot,[],1642844,78.66294349540078,31.372549019607842,1610612759,2,5,2026-04-09T01:45:28Z,250000,False,-93.0,148.0,1,right,D. Harper 17' pullup Jump Shot (2 PTS),[1642844],1610612759.0,SAS,pullup,,,Harper,D. Harper,,,,,Mid-Range,16-24 Left Center,17.49,Made,,,,,,,2.0,,,,,,,,,,,
27,PT09M55.00S,2026-04-09T01:44:58.3Z,1,REGULAR,3pt,Jump Shot,[],1642270,32.40801576872536,46.81372549019608,1610612757,2,8,2026-04-09T01:45:38Z,260000,False,16.0,252.0,1,left,D. Clingan 25' 3PT  (3 PTS) (D. Avdija 2 AST),"[1642270, 1630166]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,25.26,Made,,,,,,,3.0,D. Avdija,1630166.0,2.0,,,,,,,,
29,PT09M35.00S,2026-04-09T01:45:19.9Z,1,REGULAR,3pt,Jump Shot,[],1628368,86.94152431011827,3.6764705882352944,1610612759,5,8,2026-04-09T01:45:24Z,280000,False,-232.0,70.0,1,right,D. Fox 24' 3PT  (3 PTS) (D. Vassell 1 AST),"[1628368, 1630170]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,24.2,Made,,,,,,,3.0,D. Vassell,1630170.0,1.0,,,,,,,,
31,PT09M18.00S,2026-04-09T01:45:38.7Z,1,REGULAR,turnover,bad pass,[],1641739,,,1610612757,5,8,2026-04-09T01:50:58Z,300000,False,,,0,,T. Camara bad pass TURNOVER (1 TO),"[1641739, 1628436]",1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Kornet,1628436.0,,,,,
32,PT09M18.00S,2026-04-09T01:45:38.7Z,1,REGULAR,steal,,[],1628436,,,1610612759,5,8,2026-04-09T01:45:40Z,310000,False,,,0,,L. Kornet STEAL (1 STL),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M14.00S,2026-04-09T01:45:42.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628368,93.38042049934296,49.26470588235294,1610612759,7,8,2026-04-09T01:51:09Z,320000,False,-4.0,10.0,1,right,D. Fox running DUNK (5 PTS) (J. Champagnie 1 AST),"[1628368, 1630577]",1610612759.0,SAS,running,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,5.0,J. Champagnie,1630577.0,1.0,,,,,,,,
34,PT08M56.00S,2026-04-09T01:46:02.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,13.61695137976347,51.71568627450981,1610612757,7,8,2026-04-09T01:52:53Z,330000,False,-9.0,75.0,1,left,MISS J. Holiday 7' driving floating Shot,[201950],1610612757.0,POR,driving floating,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,7.6,Missed,,,,,,,,,,,,,,,,,,
35,PT08M53.00S,2026-04-09T01:46:05.4Z,1,REGULAR,rebound,offensive,[],201950,,,1610612757,7,8,2026-04-09T01:52:53Z,340000,False,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,34.0,1.0,0.0,1.0,,,,,,,,,,,,,,
36,PT08M47.00S,2026-04-09T01:46:09.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641739,9.937582128777924,49.50980392156863,1610612757,7,8,2026-04-09T01:53:47Z,350000,False,2.0,41.0,1,left,MISS T. Camara driving floating Shot,[1641739],1610612757.0,POR,driving floating,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,4.1,Missed,,,,,,,,,,,,,,,,,,
37,PT08M45.00S,2026-04-09T01:46:11.6Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612759,7,8,2026-04-09T01:53:47Z,360000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT08M26.00S,2026-04-09T01:47:14.3Z,1,REGULAR,3pt,Jump Shot,[],1630577,93.38042049934296,3.6764705882352944,1610612759,7,8,2026-04-09T01:47:18Z,390000,False,-232.0,10.0,1,right,MISS J. Champagnie 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
41,PT08M23.00S,2026-04-09T01:47:17.3Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,7,8,2026-04-09T01:47:18Z,400000,False,,,0,,D. Clingan REBOUND (Off:1 Def:3),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Left Corner 3,24+ Left,,,40.0,4.0,3.0,1.0,,,,,,,,,,,,,,
42,PT08M18.00S,2026-04-09T01:47:26.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,13.091327201051248,47.794117647058826,1610612757,7,8,2026-04-09T01:55:45Z,410000,False,11.0,71.0,1,left,MISS D. Avdija 7' driving floating Shot - blocked,"[1630166, 1630577]",1610612757.0,POR,driving floating,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,7.15,Missed,,,,,Champagnie,1630577.0,,,,,,,,,,,,
43,PT08M18.00S,2026-04-09T01:47:26.0Z,1,REGULAR,block,,[],1630577,,,1610612757,7,8,2026-04-09T01:47:29Z,420000,False,,,0,,J. Champagnie BLOCK (1 BLK),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M14.00S,2026-04-09T01:47:30.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,7,8,2026-04-09T01:55:45Z,430000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,42.0,,,,,,,,,,,,,,,,,
46,PT08M12.00S,2026-04-09T01:47:40.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,20.844283837056505,89.95098039215686,1610612757,7,8,2026-04-09T01:47:44Z,450000,False,-200.0,143.0,1,left,MISS D. Avdija 24' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,24.59,Missed,,,,,,,,,,,,,,,,,,
47,PT08M09.00S,2026-04-09T01:47:43.5Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612759,7,8,2026-04-09T01:47:44Z,460000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,
48,PT08M06.00S,2026-04-09T01:47:47.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,69.20170827858082,34.55882352941176,1610612759,10,8,2026-04-09T01:47:56Z,470000,False,-77.0,237.0,1,right,D. Fox 24' 3PT running pullup (8 PTS),[1628368],1610612759.0,SAS,running pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,24.93,Made,,,,,,,8.0,,,,,,,,,,,
49,PT07M50.00S,2026-04-09T01:48:03.1Z,1,REGULAR,turnover,bad pass,[],1630166,,,1610612757,10,8,2026-04-09T01:48:08Z,480000,False,,,0,,D. Avdija bad pass TURNOVER (1 TO),"[1630166, 1630170]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,Vassell,1630170.0,,,,,
50,PT07M50.00S,2026-04-09T01:48:03.1Z,1,REGULAR,steal,,[],1630170,,,1610612759,10,8,2026-04-09T01:48:04Z,490000,False,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
51,PT07M47.00S,2026-04-09T01:48:06.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628368,92.9862023653088,50.245098039215684,1610612759,12,8,2026-04-09T01:48:13Z,500000,False,1.0,13.0,1,right,D. Fox running DUNK (10 PTS),[1628368],1610612759.0,SAS,running,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,10.0,,,,,,,,,,,
52,PT07M47.00S,2026-04-09T01:48:11.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,12,8,2026-04-09T01:48:11Z,510000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M32.00S,2026-04-09T01:51:49.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630703,6.915243101182654,48.28431372549019,1610612757,12,10,2026-04-09T01:51:53Z,520000,False,9.0,13.0,1,left,S. Henderson driving DUNK (2 PTS) (J. Holiday 1 AST),"[1630703, 201950]",1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,,,2.0,J. Holiday,201950.0,1.0,,,,,,,,
55,PT07M16.00S,2026-04-09T01:52:07.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,94.30026281208936,50.73529411764706,1610612759,14,10,2026-04-09T01:52:10Z,540000,False,4.0,1.0,1,right,L. Kornet DUNK (2 PTS) (D. Harper 1 AST),"[1628436, 1642844]",1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,0.39,Made,,,,,,,2.0,D. Harper,1642844.0,1.0,,,,,,,,
57,PT07M03.00S,2026-04-09T01:52:18.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,5.995400788436268,50.245098039215684,1610612757,14,12,2026-04-09T01:58:06Z,560000,False,-1.0,4.0,1,left,D. Avdija driving finger roll Layup (2 PTS),[1630166],1610612757.0,POR,driving finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.41,Made,,,,,,,2.0,,,,,,,,,,,
58,PT06M49.00S,2026-04-09T01:52:32.7Z,1,REGULAR,3pt,Jump Shot,[],1628368,71.56701708278581,25.245098039215684,1610612759,14,12,2026-04-09T01:52:38Z,570000,False,-124.0,215.0,1,right,MISS D. Fox 24' step back 3PT,[1628368],1610612759.0,SAS,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,24.79,Missed,,,,,,,,,,,,,,,,,,
60,PT06M47.00S,2026-04-09T01:52:34.7Z,1,REGULAR,rebound,defensive,[],201950,,,1610612757,14,12,2026-04-09T01:58:35Z,580000,False,,,0,,J. Holiday REBOUND (Off:1 Def:1),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,58.0,2.0,1.0,1.0,,,,,,,,,,,,,,
61,PT06M39.00S,2026-04-09T01:52:42.7Z,1,REGULAR,3pt,Jump Shot,[],1630703,29.38567674113009,74.50980392156863,1610612757,14,12,2026-04-09T01:52:47Z,590000,False,-123.0,224.0,1,left,MISS S. Henderson 25' 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,25.5,Missed,,,,,,,,,,,,,,,,,,
62,PT06M36.00S,2026-04-09T01:52:45.7Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,14,12,2026-04-09T01:52:47Z,600000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,
63,PT06M26.00S,2026-04-09T01:52:58.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642844,81.02825229960578,49.50980392156863,1610612759,14,12,2026-04-09T01:59:32Z,610000,False,-2.0,126.0,1,right,MISS D. Harper 12' driving floating Shot,[1642844],1610612759.0,SAS,driving floating,,,Harper,D. Harper,,,,,In The Paint (Non-RA),8-16 Center,12.58,Missed,,,,,,,,,,,,,,,,,,
64,PT06M24.00S,2026-04-09T01:53:00.6Z,1,REGULAR,rebound,defensive,[],201950,,,1610612757,14,12,2026-04-09T01:59:27Z,620000,False,,,0,,J. Holiday REBOUND (Off:1 Def:2),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,63.0,3.0,2.0,1.0,,,,,,,,,,,,,,
65,PT06M18.00S,2026-04-09T01:53:05.1Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1642270,6.521024967148489,50.245098039215684,1610612757,14,14,2026-04-09T01:59:49Z,630000,False,-1.0,9.0,1,left,D. Clingan running DUNK (5 PTS) (J. Holiday 2 AST),"[1642270, 201950]",1610612757.0,POR,running,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,,,5.0,J. Holiday,201950.0,2.0,,,,,,,,
67,PT06M00.00S,2026-04-09T01:53:25.1Z,1,REGULAR,foul,personal,['2freethrow'],1641739,,,1610612759,14,14,2026-04-09T01:53:36Z,650000,False,,,0,,T. Camara shooting personal FOUL (1 PF) (Fox 2 FT),"[1641739, 1628368]",1610612757.0,POR,shooting,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Fox,1628368.0
69,PT06M00.00S,2026-04-09T01:53:52.0Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612759,14,14,2026-04-09T01:55:37Z,670000,False,,,0,,MISS D. Fox Free Throw 1 of 2,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
70,PT06M00.00S,2026-04-09T01:53:52.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,14,14,2026-04-09T01:55:37Z,680000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,
71,PT06M00.00S,2026-04-09T01:53:52.9Z,1,REGULAR,substitution,out,[],1642844,,,1610612759,14,14,2026-04-09T01:54:10Z,690000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M00.00S,2026-04-09T01:53:52.9Z,1,REGULAR,substitution,out,[],1630577,,,1610612759,14,14,2026-04-09T01:54:10Z,700000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M00.00S,2026-04-09T01:53:52.9Z,1,REGULAR,substitution,out,[],1630703,,,1610612759,14,14,2026-04-09T01:54:10Z,710000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M00.00S,2026-04-09T01:53:52.9Z,1,REGULAR,substitution,out,[],201950,,,1610612759,14,14,2026-04-09T01:54:10Z,720000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M00.00S,2026-04-09T01:53:52.9Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,14,14,2026-04-09T01:54:10Z,730000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M00.00S,2026-04-09T01:53:52.9Z,1,REGULAR,substitution,in,[],203084,,,1610612759,14,14,2026-04-09T01:54:10Z,740000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M00.00S,2026-04-09T01:53:52.9Z,1,REGULAR,substitution,in,[],1631200,,,1610612759,14,14,2026-04-09T01:54:10Z,750000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M00.00S,2026-04-09T01:53:52.9Z,1,REGULAR,substitution,in,[],1629680,,,1610612759,14,14,2026-04-09T01:54:10Z,760000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M00.00S,2026-04-09T01:53:52.0Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612759,15,14,2026-04-09T01:55:37Z,770000,False,,,0,,D. Fox Free Throw 2 of 2 (11 PTS),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
80,PT05M50.00S,2026-04-09T01:54:30.1Z,1,REGULAR,3pt,Jump Shot,[],1630166,31.35676741130092,32.84313725490196,1610612757,15,17,2026-04-09T01:54:34Z,780000,False,86.0,242.0,1,left,D. Avdija 25' 3PT  (5 PTS) (D. Clingan 2 AST),"[1630166, 1642270]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,25.7,Made,,,,,,,5.0,D. Clingan,1642270.0,2.0,,,,,,,,
82,PT05M47.00S,2026-04-09T01:54:36.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,15,17,2026-04-09T01:54:36Z,800000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M40.00S,2026-04-09T01:58:19.1Z,1,REGULAR,turnover,lost ball,[],1628368,,,1610612759,15,17,2026-04-09T02:00:27Z,810000,False,,,0,,D. Fox lost ball TURNOVER (1 TO),"[1628368, 1641739]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Camara,1641739.0,,,,,
84,PT05M40.00S,2026-04-09T01:58:19.1Z,1,REGULAR,steal,,[],1641739,,,1610612757,15,17,2026-04-09T01:58:20Z,820000,False,,,0,,T. Camara STEAL (1 STL),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
