actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
255,PT04M30.00S,2026-01-16T02:01:51.4Z,2,REGULAR,steal,,[],1629640,,,1610612759,53,40,2026-01-16T02:01:53Z,2550000,False,,,0,,K. Johnson STEAL (1 STL),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
256,PT04M26.00S,2026-01-16T02:01:55.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642844,94.56307490144546,50.49019607843137,1610612759,55,40,2026-01-16T02:02:59Z,2560000,False,2.0,-1.0,1,right,D. Harper running finger roll Layup (3 PTS),[1642844],1610612759.0,SAS,running finger roll,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,,0.29,Made,,3.0,,,,,,,,,,,,,
257,PT04M26.00S,2026-01-16T02:01:59.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612749,55,40,2026-01-16T02:01:59Z,2570000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M26.00S,2026-01-16T02:03:20.3Z,2,REGULAR,substitution,out,[],1641705,,,1610612749,55,40,2026-01-16T02:03:28Z,2580000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M26.00S,2026-01-16T02:03:20.3Z,2,REGULAR,substitution,out,[],1629018,,,1610612749,55,40,2026-01-16T02:03:28Z,2590000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M26.00S,2026-01-16T02:03:20.3Z,2,REGULAR,substitution,in,[],1628436,,,1610612749,55,40,2026-01-16T02:03:28Z,2600000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M26.00S,2026-01-16T02:03:20.3Z,2,REGULAR,substitution,in,[],1631157,,,1610612749,55,40,2026-01-16T02:03:28Z,2610000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M14.00S,2026-01-16T02:03:47.7Z,2,REGULAR,3pt,Jump Shot,[],1626167,31.882391590013142,67.15686274509804,1610612749,55,40,2026-01-16T02:04:00Z,2620000,False,-86.0,247.0,1,left,MISS M. Turner 26' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,26.17,Missed,,,,,,,,,,,,,,,
263,PT04M11.00S,2026-01-16T02:03:51.1Z,2,REGULAR,rebound,offensive,[],1631157,,,1610612749,55,40,2026-01-16T02:03:51Z,2630000,False,,,0,,R. Rollins REBOUND (Off:2 Def:3),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,,,,,,262.0,,,,,5.0,3.0,2.0,,,,,,,
264,PT04M10.00S,2026-01-16T02:03:52.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629645,30.042706964520367,25.49019607843137,1610612749,55,40,2026-01-16T02:04:43Z,2640000,False,123.0,230.0,1,left,MISS K. Porter Jr. 26' pullup 3PT,[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,26.05,Missed,,,,,,,,,,,,,,,
265,PT04M06.00S,2026-01-16T02:03:56.4Z,2,REGULAR,rebound,offensive,[],1631157,,,1610612749,55,40,2026-01-16T02:04:02Z,2650000,False,,,0,,R. Rollins REBOUND (Off:3 Def:3),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,,,,,,264.0,,,,,6.0,3.0,3.0,,,,,,,
266,PT04M05.00S,2026-01-16T02:03:56.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631157,32.802233902759525,48.77450980392157,1610612749,55,43,2026-01-16T02:04:04Z,2660000,False,6.0,256.0,1,left,R. Rollins 25' 3PT  (4 PTS),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,,,,25.59,Made,,4.0,,,,,,,,,,,,,
267,PT03M48.00S,2026-01-16T02:04:14.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,93.24901445466492,49.50980392156863,1610612759,57,43,2026-01-16T02:05:41Z,2670000,False,-2.0,11.0,1,right,L. Kornet cutting Layup (4 PTS) (D. Harper 3 AST),"[1628436, 1642844]",1610612759.0,SAS,cutting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,1.13,Made,,4.0,D. Harper,1642844.0,3.0,,,,,,,,,,
269,PT03M39.00S,2026-01-16T02:04:26.6Z,2,REGULAR,foul,personal,[],1629640,,,1610612749,57,43,2026-01-16T02:04:32Z,2690000,False,,,0,,K. Johnson personal FOUL (1 PF),"[1629640, 203507]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2534.0,1.0,0.0,Antetokounmpo,203507.0,,
271,PT03M39.00S,2026-01-16T02:04:32.3Z,2,REGULAR,substitution,out,[],1642264,,,1610612749,57,43,2026-01-16T02:04:36Z,2710000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M39.00S,2026-01-16T02:04:32.3Z,2,REGULAR,substitution,in,[],1628368,,,1610612749,57,43,2026-01-16T02:04:36Z,2720000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M39.00S,2026-01-16T02:04:40.6Z,2,REGULAR,substitution,out,[],1630577,,,1610612749,57,43,2026-01-16T02:04:43Z,2730000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M39.00S,2026-01-16T02:04:40.6Z,2,REGULAR,substitution,in,[],1642868,,,1610612749,57,43,2026-01-16T02:04:43Z,2740000,False,,,0,,SUB in: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M34.00S,2026-01-16T02:04:56.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,6.389618922470433,52.20588235294118,1610612749,57,43,2026-01-16T02:06:33Z,2750000,False,-11.0,8.0,1,left,MISS G. Antetokounmpo driving floating bank Shot,[203507],1610612749.0,MIL,driving floating bank,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,1.34,Missed,,,,,,,,,,,,,,,
276,PT03M32.00S,2026-01-16T02:04:58.1Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,57,43,2026-01-16T02:05:00Z,2760000,False,,,0,,K. Johnson REBOUND (Off:0 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,275.0,,,,,4.0,4.0,0.0,,,,,,,
277,PT03M28.00S,2026-01-16T02:05:04.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642844,93.24901445466492,48.77450980392157,1610612759,57,43,2026-01-16T02:05:47Z,2770000,False,-6.0,11.0,1,right,MISS D. Harper running finger roll Layup,[1642844],1610612759.0,SAS,running finger roll,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,,1.26,Missed,,,,,,,,,,,,,,,
278,PT03M28.00S,2026-01-16T02:05:04.0Z,2,REGULAR,rebound,offensive,[],1629640,,,1610612759,57,43,2026-01-16T02:05:47Z,2780000,False,,,0,,K. Johnson REBOUND (Off:1 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,277.0,,,,,5.0,4.0,1.0,,,,,,,
279,PT03M28.00S,2026-01-16T02:05:17.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631157,,,1610612759,57,43,2026-01-16T02:05:38Z,2790000,False,,,0,,R. Rollins shooting personal FOUL (2 PF) (Johnson 2 FT),"[1631157, 1629640]",1610612749.0,MIL,shooting,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2534.0,2.0,0.0,Johnson,1629640.0,,
281,PT03M28.00S,2026-01-16T02:05:49.5Z,2,REGULAR,freethrow,1 of 2,"['2ndchance', 'fastbreak']",1629640,,,1610612759,58,43,2026-01-16T02:05:49Z,2810000,False,,,0,,K. Johnson Free Throw 1 of 2 (6 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,,
282,PT03M28.00S,2026-01-16T02:06:06.9Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', '2ndchance']",1629640,,,1610612759,59,43,2026-01-16T02:06:06Z,2820000,False,,,0,,K. Johnson Free Throw 2 of 2 (7 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,,
283,PT03M16.00S,2026-01-16T02:06:23.7Z,2,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612749,59,43,2026-01-16T02:06:29Z,2830000,False,,,0,,L. Kornet shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1628436, 203507]",1610612759.0,SAS,shooting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2534.0,1.0,0.0,Antetokounmpo,203507.0,,
285,PT03M16.00S,2026-01-16T02:06:53.5Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,59,43,2026-01-16T02:06:53Z,2850000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
286,PT03M16.00S,2026-01-16T02:06:53.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,59,43,2026-01-16T02:06:53Z,2860000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,285.0,,,,,,,,,,,,,,
287,PT03M16.00S,2026-01-16T02:06:53.5Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,59,43,2026-01-16T02:07:24Z,2870000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
288,PT03M13.00S,2026-01-16T02:06:56.5Z,2,REGULAR,rebound,defensive,[],1642868,,,1610612759,59,43,2026-01-16T02:07:24Z,2880000,False,,,0,,C. Bryant REBOUND (Off:0 Def:1),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,287.0,,,,,1.0,1.0,0.0,,,,,,,
289,PT02M58.00S,2026-01-16T02:07:38.5Z,2,REGULAR,3pt,Jump Shot,[],1642844,72.48685939553219,80.14705882352942,1610612759,59,43,2026-01-16T02:07:45Z,2890000,False,151.0,206.0,1,right,MISS D. Harper 25' 3PT,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Right Center,,,,25.53,Missed,,,,,,,,,,,,,,,
290,PT02M52.00S,2026-01-16T02:07:44.5Z,2,REGULAR,rebound,offensive,[],1642868,,,1610612759,59,43,2026-01-16T02:07:45Z,2900000,False,,,0,,C. Bryant REBOUND (Off:1 Def:1),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,Above the Break 3,24+ Right Center,,,,,,289.0,,,,,2.0,1.0,1.0,,,,,,,
291,PT02M38.00S,2026-01-16T02:07:59.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642844,66.96780551905388,22.058823529411764,1610612759,59,43,2026-01-16T02:08:05Z,2910000,False,-140.0,258.0,1,right,MISS D. Harper 29' 3PT,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Left Center,,,,29.34,Missed,,,,,,,,,,,,,,,
292,PT02M35.00S,2026-01-16T02:08:03.7Z,2,REGULAR,rebound,defensive,[],1631157,,,1610612749,59,43,2026-01-16T02:08:03Z,2920000,False,,,0,,R. Rollins REBOUND (Off:3 Def:4),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,,,,,,291.0,,,,,7.0,4.0,3.0,,,,,,,
293,PT02M30.00S,2026-01-16T02:08:08.5Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1631157,13.61695137976347,68.62745098039215,1610612749,59,45,2026-01-16T02:08:15Z,2930000,False,-93.0,75.0,1,left,R. Rollins 11' running pullup Jump Shot (6 PTS),[1631157],1610612749.0,MIL,running pullup,,,Rollins,R. Rollins,,,,,Mid-Range,8-16 Left,,,,11.99,Made,,6.0,,,,,,,,,,,,,
294,PT02M11.00S,2026-01-16T02:08:29.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631157,,,1610612759,59,45,2026-01-16T02:08:50Z,2940000,False,,,0,,R. Rollins shooting personal FOUL (3 PF) (Fox 2 FT),"[1631157, 1628368]",1610612749.0,MIL,shooting,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1629177.0,3.0,0.0,Fox,1628368.0,,
296,PT02M11.00S,2026-01-16T02:08:57.0Z,2,REGULAR,freethrow,1 of 2,[],1628368,,,1610612759,59,45,2026-01-16T02:08:57Z,2960000,False,,,0,,MISS D. Fox Free Throw 1 of 2,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
297,PT02M11.00S,2026-01-16T02:08:57.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,59,45,2026-01-16T02:08:57Z,2970000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,296.0,,,,,,,,,,,,,,
298,PT02M11.00S,2026-01-16T02:08:57.9Z,2,REGULAR,substitution,out,[],1629640,,,1610612759,59,45,2026-01-16T02:09:06Z,2980000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M11.00S,2026-01-16T02:08:57.9Z,2,REGULAR,substitution,out,[],1642868,,,1610612759,59,45,2026-01-16T02:09:06Z,2990000,False,,,0,,SUB out: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M11.00S,2026-01-16T02:08:57.9Z,2,REGULAR,substitution,out,[],1631157,,,1610612759,59,45,2026-01-16T02:09:06Z,3000000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M11.00S,2026-01-16T02:08:57.9Z,2,REGULAR,substitution,in,[],1642264,,,1610612759,59,45,2026-01-16T02:09:06Z,3010000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M11.00S,2026-01-16T02:08:57.9Z,2,REGULAR,substitution,in,[],1641705,,,1610612759,59,45,2026-01-16T02:09:06Z,3020000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M11.00S,2026-01-16T02:08:57.9Z,2,REGULAR,substitution,in,[],203914,,,1610612759,59,45,2026-01-16T02:09:06Z,3030000,False,,,0,,SUB in: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M11.00S,2026-01-16T02:09:20.5Z,2,REGULAR,freethrow,2 of 2,[],1628368,,,1610612759,60,45,2026-01-16T02:09:20Z,3040000,False,,,0,,D. Fox Free Throw 2 of 2 (13 PTS),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,Made,,13.0,,,,,,,,,,,,,
305,PT01M54.00S,2026-01-16T02:09:48.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,5.863994743758213,50.49019607843137,1610612749,60,47,2026-01-16T02:09:53Z,3050000,False,-2.0,3.0,1,left,G. Antetokounmpo cutting finger roll Layup (16 PTS) (K. Kuzma 2 AST),"[203507, 1628398]",1610612749.0,MIL,cutting finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,0.36,Made,,16.0,K. Kuzma,1628398.0,2.0,,,,,,,,,,
307,PT01M50.00S,2026-01-16T02:09:55.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629645,,,1610612759,60,47,2026-01-16T02:10:00Z,3070000,False,,,0,,K. Porter Jr. personal FOUL (1 PF) (Fox 2 FT),"[1629645, 1628368]",1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2534.0,1.0,0.0,Fox,1628368.0,,
309,PT01M50.00S,2026-01-16T02:10:16.7Z,2,REGULAR,freethrow,1 of 2,[],1628368,,,1610612759,60,47,2026-01-16T02:10:16Z,3090000,False,,,0,,MISS D. Fox Free Throw 1 of 2,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
310,PT01M50.00S,2026-01-16T02:10:16.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,60,47,2026-01-16T02:10:16Z,3100000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,309.0,,,,,,,,,,,,,,
311,PT01M50.00S,2026-01-16T02:10:17.5Z,2,REGULAR,substitution,out,[],1642844,,,1610612759,60,47,2026-01-16T02:10:24Z,3110000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M50.00S,2026-01-16T02:10:17.5Z,2,REGULAR,substitution,in,[],1630577,,,1610612759,60,47,2026-01-16T02:10:24Z,3120000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M50.00S,2026-01-16T02:10:39.2Z,2,REGULAR,freethrow,2 of 2,[],1628368,,,1610612759,61,47,2026-01-16T02:10:39Z,3130000,False,,,0,,D. Fox Free Throw 2 of 2 (14 PTS),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,Made,,14.0,,,,,,,,,,,,,
314,PT01M40.00S,2026-01-16T02:10:53.6Z,2,REGULAR,3pt,Jump Shot,[],1628398,5.863994743758213,95.09803921568627,1610612749,61,47,2026-01-16T02:11:01Z,3140000,False,-225.0,3.0,1,left,MISS K. Kuzma 3PT,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,22.55,Missed,,,,,,,,,,,,,,,
315,PT01M35.00S,2026-01-16T02:10:57.7Z,2,REGULAR,rebound,offensive,[],203507,,,1610612749,61,47,2026-01-16T02:10:57Z,3150000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Left Corner 3,24+ Left,,,,,,314.0,,,,,3.0,1.0,2.0,,,,,,,
316,PT01M33.00S,2026-01-16T02:10:59.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626167,32.933639947437584,33.088235294117645,1610612749,61,47,2026-01-16T02:11:04Z,3160000,False,85.0,257.0,1,left,MISS M. Turner 27' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,27.07,Missed,,,,,,,,,,,,,,,
317,PT01M30.00S,2026-01-16T02:11:02.6Z,2,REGULAR,rebound,defensive,[],1630577,,,1610612759,61,47,2026-01-16T02:11:04Z,3170000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:6),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,,316.0,,,,,6.0,6.0,0.0,,,,,,,
318,PT01M19.00S,2026-01-16T02:11:18.3Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1626167,,,1610612759,61,47,2026-01-16T02:11:26Z,3180000,False,,,0,,M. Turner defensive-3-second technical FOUL (1 Tech),[1626167],1610612749.0,MIL,defensive-3-second,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,203593.0,0.0,1.0,,,,
319,PT01M19.00S,2026-01-16T02:11:40.5Z,2,REGULAR,freethrow,1 of 1,[],1641705,,,1610612759,62,47,2026-01-16T02:11:40Z,3190000,False,,,0,,V. Wembanyama technical Free Throw 1 of 1 (11 PTS),[1641705],1610612759.0,SAS,technical,,,Wembanyama,V. Wembanyama,,,,,,,,,,,Made,,11.0,,,,,,,,,,,,,
320,PT01M08.00S,2026-01-16T02:12:04.1Z,2,REGULAR,2pt,Jump Shot,[],1642264,78.79434954007884,52.69607843137255,1610612759,64,47,2026-01-16T02:12:08Z,3200000,False,13.0,147.0,1,right,S. Castle 14' pullup Jump Shot (14 PTS) (L. Kornet 1 AST),"[1642264, 1628436]",1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Mid-Range,8-16 Center,,,,14.74,Made,,14.0,L. Kornet,1628436.0,1.0,,,,,,,,,,
322,PT00M55.90S,2026-01-16T02:12:17.1Z,2,REGULAR,2pt,Jump Shot,[],1629645,17.296320630749015,23.52941176470588,1610612749,64,47,2026-01-16T02:12:21Z,3220000,False,132.0,110.0,1,left,MISS K. Porter Jr. 17' step back Shot,[1629645],1610612749.0,MIL,step back,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right Center,,,,17.22,Missed,,,,,,,,,,,,,,,
323,PT00M53.20S,2026-01-16T02:12:19.7Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,64,47,2026-01-16T02:12:19Z,3230000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:6),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Right Center,,,,,,322.0,,,,,6.0,6.0,0.0,,,,,,,
324,PT00M47.50S,2026-01-16T02:12:25.5Z,2,REGULAR,3pt,Jump Shot,[],1630577,67.7562417871222,46.32352941176471,1610612759,64,47,2026-01-16T02:12:30Z,3240000,False,-18.0,251.0,1,right,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,25.13,Missed,,,,,,,,,,,,,,,
325,PT00M43.40S,2026-01-16T02:12:29.6Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612749,64,47,2026-01-16T02:12:30Z,3250000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:1),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,324.0,,,,,2.0,1.0,1.0,,,,,,,
326,PT00M36.00S,2026-01-16T02:12:36.9Z,2,REGULAR,3pt,Jump Shot,[],1628398,25.969119579500656,84.31372549019608,1610612749,64,50,2026-01-16T02:12:41Z,3260000,False,-172.0,192.0,1,left,K. Kuzma 25' 3PT  (12 PTS) (K. Porter Jr. 2 AST),"[1628398, 1629645]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,25.72,Made,,12.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,,,
328,PT00M29.80S,2026-01-16T02:12:50.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,92.59198423127464,48.529411764705884,1610612759,66,50,2026-01-16T02:12:55Z,3280000,False,-7.0,17.0,1,right,L. Kornet alley-oop DUNK (6 PTS) (D. Fox 2 AST),"[1628436, 1628368]",1610612759.0,SAS,alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,1.86,Made,,6.0,D. Fox,1628368.0,2.0,,,,,,,,,,
330,PT00M20.80S,2026-01-16T02:13:01.3Z,2,REGULAR,3pt,Jump Shot,[],1628398,30.305519053876477,29.166666666666668,1610612749,66,53,2026-01-16T02:14:14Z,3300000,False,104.0,232.0,1,left,K. Kuzma 25' 3PT pullup (15 PTS),[1628398],1610612749.0,MIL,pullup,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,25.47,Made,,15.0,,,,,,,,,,,,,
331,PT00M01.80S,2026-01-16T02:13:26.5Z,2,REGULAR,2pt,Jump Shot,[],1630577,87.07293035479631,72.30392156862744,1610612759,66,53,2026-01-16T02:14:23Z,3310000,False,112.0,69.0,1,right,MISS J. Champagnie 13' driving floating bank Shot,[1630577],1610612759.0,SAS,driving floating bank,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Right,,,,13.11,Missed,,,,,,,,,,,,,,,
332,PT00M01.80S,2026-01-16T02:13:26.5Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612749,66,53,2026-01-16T02:13:49Z,3320000,False,,,0,,M. Turner REBOUND (Off:1 Def:1),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,,,,,,331.0,,,,,2.0,1.0,1.0,,,,,,,
333,PT00M00.00S,2026-01-16T02:13:36.2Z,2,REGULAR,heave,,[],0,,,1610612749,66,53,2026-01-16T02:16:03Z,3330000,False,,,0,,MIL Heave,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,65.9,,,,,,,,,,,,,,,,
334,PT00M00.00S,2026-01-16T02:13:36.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,66,53,2026-01-16T02:15:28Z,3340000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,333.0,,,,,,,,,,,,,,
335,PT00M00.00S,2026-01-16T02:13:39.3Z,2,REGULAR,period,end,[],0,,,1610612749,66,53,2026-01-16T02:13:39Z,3350000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2026-01-16T02:28:30.1Z,3,REGULAR,substitution,out,['startperiod'],1628436,,,1610612749,66,53,2026-01-16T02:28:42Z,3360000,False,,,0,,SUB out: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
