actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
90,PT04M51.00S,2026-03-09T00:27:42.0Z,1,REGULAR,turnover,bad pass,[],1642264,,,1610612759,24,14,2026-03-09T00:27:56Z,890000,False,,,0,,S. Castle bad pass TURNOVER (1 TO),"[1642264, 203991]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,,,Capela,203991.0
91,PT04M51.00S,2026-03-09T00:27:42.0Z,1,REGULAR,steal,,[],203991,,,1610612745,24,14,2026-03-09T00:42:44Z,900000,False,,,0,,C. Capela STEAL (1 STL),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
92,PT04M44.00S,2026-03-09T00:27:48.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641708,93.24901445466492,52.69607843137255,1610612745,24,16,2026-03-09T00:29:24Z,910000,False,13.0,11.0,1,right,A. Thompson running reverse Layup (2 PTS) (C. Capela 1 AST),"[1641708, 203991]",1610612745.0,HOU,running reverse,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,1.74,Made,2.0,C. Capela,203991.0,1.0,,,,,,,,,
94,PT04M32.00S,2026-03-09T00:28:00.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629640,12.040078843626807,54.65686274509803,1610612759,24,16,2026-03-09T00:29:48Z,930000,False,-23.0,61.0,1,left,MISS K. Johnson 6' driving Hook,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.5,Missed,,,,,,,,,,,,,
95,PT04M28.00S,2026-03-09T00:28:05.7Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612745,24,16,2026-03-09T00:28:05Z,940000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,94.0,1.0,1.0,0.0,,,,,
96,PT04M22.00S,2026-03-09T00:28:11.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,85.62746386333771,37.00980392156863,1610612745,24,16,2026-03-09T00:30:14Z,950000,False,-65.0,83.0,1,right,MISS A. Thompson 10' driving floating Shot,[1641708],1610612745.0,HOU,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,10.51,Missed,,,,,,,,,,,,,
97,PT04M21.00S,2026-03-09T00:28:12.2Z,1,REGULAR,rebound,offensive,[],1641708,,,1610612745,24,16,2026-03-09T00:28:25Z,960000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,96.0,2.0,1.0,1.0,,,,,
98,PT04M21.00S,2026-03-09T00:28:27.1Z,1,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612745,24,16,2026-03-09T00:28:34Z,970000,False,,,0,,L. Kornet shooting personal FOUL (1 PF) (Thompson 2 FT),"[1628436, 1641708]",1610612759.0,SAS,shooting,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,2003.0,1.0,0.0,Thompson,1641708.0,,,,,,,,,,,,,,,
100,PT04M21.00S,2026-03-09T00:28:40.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641708,,,1610612745,24,17,2026-03-09T00:28:40Z,990000,False,,,0,,A. Thompson Free Throw 1 of 2 (3 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
101,PT04M21.00S,2026-03-09T00:28:57.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641708,,,1610612745,24,18,2026-03-09T00:28:57Z,1000000,False,,,0,,A. Thompson Free Throw 2 of 2 (4 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
102,PT04M10.00S,2026-03-09T00:29:09.9Z,1,REGULAR,3pt,Jump Shot,[],1642264,31.61957950065703,34.31372549019608,1610612759,24,18,2026-03-09T00:29:17Z,1010000,False,78.0,245.0,1,left,MISS S. Castle 25' pullup 3PT,[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,,,,,,25.7,Missed,,,,,,,,,,,,,
103,PT04M06.00S,2026-03-09T00:29:13.9Z,1,REGULAR,rebound,defensive,[],203991,,,1610612745,24,18,2026-03-09T00:29:17Z,1020000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,102.0,1.0,1.0,0.0,,,,,
104,PT04M03.00S,2026-03-09T00:29:21.0Z,1,REGULAR,foul,personal,[],1642844,,,1610612745,24,18,2026-03-09T00:29:28Z,1030000,False,,,0,,D. Harper personal FOUL (1 PF),"[1642844, 201142]",1610612759.0,SAS,,,,Harper,D. Harper,,,,,Mid-Range,16-24 Left,1627534.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
106,PT04M03.00S,2026-03-09T00:29:27.4Z,1,REGULAR,substitution,out,[],1642264,,,1610612745,24,18,2026-03-09T00:29:36Z,1050000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M03.00S,2026-03-09T00:29:27.4Z,1,REGULAR,substitution,out,[],1630170,,,1610612745,24,18,2026-03-09T00:29:36Z,1060000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M03.00S,2026-03-09T00:29:27.4Z,1,REGULAR,substitution,in,[],1628368,,,1610612745,24,18,2026-03-09T00:29:36Z,1070000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M03.00S,2026-03-09T00:29:27.4Z,1,REGULAR,substitution,in,[],1642868,,,1610612745,24,18,2026-03-09T00:29:36Z,1080000,False,,,0,,SUB in: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M48.00S,2026-03-09T00:30:07.7Z,1,REGULAR,3pt,Jump Shot,[],1642263,67.49342969776609,65.19607843137256,1610612745,24,18,2026-03-09T00:30:15Z,1090000,False,76.0,253.0,1,right,MISS R. Sheppard 26' pullup 3PT,[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,,,,,,26.43,Missed,,,,,,,,,,,,,
111,PT03M44.00S,2026-03-09T00:30:11.7Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612759,24,18,2026-03-09T00:30:15Z,1100000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,110.0,1.0,1.0,0.0,,,,,
112,PT03M37.00S,2026-03-09T00:30:18.8Z,1,REGULAR,3pt,Jump Shot,[],1642844,31.488173455978973,37.254901960784316,1610612759,24,18,2026-03-09T00:31:37Z,1110000,False,64.0,243.0,1,left,MISS D. Harper 25' pullup 3PT,[1642844],1610612759.0,SAS,pullup,,,Harper,D. Harper,,,,,Above the Break 3,24+ Center,,,,,,25.17,Missed,,,,,,,,,,,,,
113,PT03M33.00S,2026-03-09T00:30:22.8Z,1,REGULAR,rebound,defensive,[],203991,,,1610612745,24,18,2026-03-09T00:30:28Z,1120000,False,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,112.0,2.0,2.0,0.0,,,,,
114,PT03M20.00S,2026-03-09T00:30:35.4Z,1,REGULAR,3pt,Jump Shot,[],1627827,92.85479632063075,97.05882352941177,1610612745,24,21,2026-03-09T00:30:40Z,1130000,False,235.0,15.0,1,right,D. Finney-Smith 3PT  (6 PTS) (A. Thompson 1 AST),"[1627827, 1641708]",1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,,,,,,23.58,Made,6.0,A. Thompson,1641708.0,1.0,,,,,,,,,
116,PT03M19.00S,2026-03-09T00:30:40.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,24,21,2026-03-09T00:30:40Z,1150000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M11.00S,2026-03-09T00:34:20.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,13.354139290407357,44.11764705882353,1610612759,26,21,2026-03-09T00:34:50Z,1160000,False,29.0,73.0,1,left,K. Johnson 7' driving floating Jump Shot (2 PTS) (L. Kornet 1 AST),"[1629640, 1628436]",1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.87,Made,2.0,L. Kornet,1628436.0,1.0,,,,,,,,,
119,PT02M58.00S,2026-03-09T00:34:33.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,83.65637319316689,48.77450980392157,1610612745,26,23,2026-03-09T00:34:39Z,1180000,False,-6.0,101.0,1,right,A. Thompson 10' turnaround fadeaway Jump Shot (6 PTS),[1641708],1610612745.0,HOU,turnaround fadeaway,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.13,Made,6.0,,,,,,,,,,,,
120,PT02M45.00S,2026-03-09T00:34:45.8Z,1,REGULAR,3pt,Jump Shot,[],1642868,24.392247043363994,12.745098039215685,1610612759,26,23,2026-03-09T00:34:51Z,1190000,False,186.0,177.0,1,left,MISS C. Bryant 25' 3PT,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,Above the Break 3,24+ Right Center,,,,,,25.68,Missed,,,,,,,,,,,,,
121,PT02M42.00S,2026-03-09T00:34:48.8Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,26,23,2026-03-09T00:34:51Z,1200000,False,,,0,,A. Thompson REBOUND (Off:1 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,120.0,3.0,2.0,1.0,,,,,
122,PT02M37.00S,2026-03-09T00:34:55.6Z,1,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612745,26,23,2026-03-09T00:35:15Z,1210000,False,,,0,,D. Fox shooting personal FOUL (1 PF) (Thompson 2 FT),"[1628368, 1641708]",1610612759.0,SAS,shooting,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,1627534.0,1.0,0.0,Thompson,1641708.0,,,,,,,,,,,,,,,
124,PT02M37.00S,2026-03-09T00:35:22.9Z,1,REGULAR,freethrow,1 of 2,[],1641708,,,1610612745,26,24,2026-03-09T00:35:22Z,1230000,False,,,0,,A. Thompson Free Throw 1 of 2 (7 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
125,PT02M37.00S,2026-03-09T00:35:23.8Z,1,REGULAR,substitution,out,[],1628436,,,1610612745,26,24,2026-03-09T00:35:30Z,1240000,False,,,0,,SUB out: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M37.00S,2026-03-09T00:35:23.8Z,1,REGULAR,substitution,out,[],1642868,,,1610612745,26,24,2026-03-09T00:35:30Z,1250000,False,,,0,,SUB out: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M37.00S,2026-03-09T00:35:23.8Z,1,REGULAR,substitution,in,[],1641705,,,1610612745,26,24,2026-03-09T00:35:30Z,1260000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M37.00S,2026-03-09T00:35:23.8Z,1,REGULAR,substitution,in,[],1630577,,,1610612745,26,24,2026-03-09T00:35:30Z,1270000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M37.00S,2026-03-09T00:35:51.9Z,1,REGULAR,freethrow,2 of 2,[],1641708,,,1610612745,26,25,2026-03-09T00:35:51Z,1280000,False,,,0,,A. Thompson Free Throw 2 of 2 (8 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
130,PT02M28.00S,2026-03-09T00:36:02.0Z,1,REGULAR,3pt,Jump Shot,[],1629640,4.681340341655716,97.05882352941177,1610612759,26,25,2026-03-09T00:36:07Z,1290000,False,-235.0,-8.0,1,left,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,,,,23.55,Missed,,,,,,,,,,,,,
131,PT02M25.00S,2026-03-09T00:36:05.0Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,26,25,2026-03-09T00:36:07Z,1300000,False,,,0,,A. Thompson REBOUND (Off:1 Def:3),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,130.0,4.0,3.0,1.0,,,,,
132,PT02M19.00S,2026-03-09T00:36:10.8Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],201142,74.58935611038108,43.38235294117647,1610612745,26,27,2026-03-09T00:36:32Z,1310000,False,-33.0,186.0,1,right,K. Durant 18' running Jump Shot (6 PTS) (A. Thompson 2 AST),"[201142, 1641708]",1610612745.0,HOU,running,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,,,,,,18.93,Made,6.0,A. Thompson,1641708.0,2.0,,,,,,,,,
134,PT02M07.00S,2026-03-09T00:36:22.7Z,1,REGULAR,3pt,Jump Shot,[],1630577,31.488173455978973,62.99019607843137,1610612759,26,27,2026-03-09T00:36:27Z,1330000,False,-65.0,243.0,1,left,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,,25.2,Missed,,,,,,,,,,,,,
135,PT02M03.00S,2026-03-09T00:36:26.7Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,26,27,2026-03-09T00:36:27Z,1340000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,134.0,2.0,2.0,0.0,,,,,
136,PT01M59.00S,2026-03-09T00:36:34.7Z,1,REGULAR,foul,offensive,[],203991,,,1610612745,26,27,2026-03-09T00:36:41Z,1350000,False,,,0,,C. Capela offensive FOUL (1 PF),"[203991, 1641705]",1610612745.0,HOU,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,1627964.0,1.0,0.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,
138,PT01M59.00S,2026-03-09T00:36:34.7Z,1,REGULAR,turnover,offensive foul,[],203991,,,1610612745,26,27,2026-03-09T00:36:34Z,1370000,False,,,0,,C. Capela offensive foul TURNOVER (1 TO),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,1627964.0,,,,,,,,,,,,,,,1.0,,,,
139,PT01M43.00S,2026-03-09T00:37:05.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,30.305519053876477,28.186274509803923,1610612759,29,27,2026-03-09T00:37:09Z,1380000,False,109.0,232.0,1,left,K. Johnson 25' 3PT  (5 PTS) (J. Champagnie 2 AST),"[1629640, 1630577]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,25.67,Made,5.0,J. Champagnie,1630577.0,2.0,,,,,,,,,
141,PT01M26.00S,2026-03-09T00:37:25.9Z,1,REGULAR,foul,personal,[],1642844,,,1610612745,29,27,2026-03-09T00:37:35Z,1400000,False,,,0,,D. Harper personal FOUL (2 PF),"[1642844, 1641708]",1610612759.0,SAS,,,,Harper,D. Harper,,,,,In The Paint (Non-RA),0-8 Center,1627964.0,2.0,0.0,Thompson,1641708.0,,,,,,,,,,,,,,,
143,PT01M14.00S,2026-03-09T00:37:52.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,92.9862023653088,49.50980392156863,1610612745,29,29,2026-03-09T00:37:57Z,1420000,False,-2.0,13.0,1,right,C. Capela cutting DUNK (2 PTS) (R. Sheppard 1 AST),"[203991, 1642263]",1610612745.0,HOU,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,1.36,Made,2.0,R. Sheppard,1642263.0,1.0,,,,,,,,,
145,PT01M00.00S,2026-03-09T00:38:08.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642844,5.732588699080158,52.20588235294118,1610612759,31,29,2026-03-09T00:38:15Z,1440000,False,-11.0,1.0,1,left,D. Harper driving reverse Layup (8 PTS) (D. Fox 4 AST),"[1642844, 1628368]",1610612759.0,SAS,driving reverse,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,,,,1.11,Made,8.0,D. Fox,1628368.0,4.0,,,,,,,,,
147,PT00M47.10S,2026-03-09T00:38:22.1Z,1,REGULAR,3pt,Jump Shot,[],1642263,74.98357424441524,13.23529411764706,1610612745,31,29,2026-03-09T00:38:49Z,1460000,False,-184.0,183.0,1,right,MISS R. Sheppard 25' pullup 3PT,[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,25.92,Missed,,,,,,,,,,,,,
148,PT00M44.80S,2026-03-09T00:38:24.4Z,1,REGULAR,rebound,offensive,[],201142,,,1610612745,31,29,2026-03-09T00:38:32Z,1470000,False,,,0,,K. Durant REBOUND (Off:1 Def:2),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,147.0,3.0,2.0,1.0,,,,,
149,PT00M42.80S,2026-03-09T00:38:27.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201142,88.38699080157687,48.77450980392157,1610612745,31,31,2026-03-09T00:38:54Z,1480000,False,-6.0,57.0,1,right,K. Durant driving floating Jump Shot (8 PTS),[201142],1610612745.0,HOU,driving floating,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.7,Made,8.0,,,,,,,,,,,,
150,PT00M32.30S,2026-03-09T00:38:43.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641708,,,1610612759,31,31,2026-03-09T00:38:54Z,1490000,False,,,0,,A. Thompson personal FOUL (1 PF) (Fox 2 FT),"[1641708, 1628368]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Left,1627964.0,1.0,0.0,Fox,1628368.0,,,,,,,,,,,,,,,
152,PT00M32.30S,2026-03-09T00:39:05.4Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612759,31,31,2026-03-09T00:39:05Z,1510000,False,,,0,,MISS D. Fox Free Throw 1 of 2,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
153,PT00M32.30S,2026-03-09T00:39:05.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,31,31,2026-03-09T00:39:05Z,1520000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,,,
154,PT00M32.30S,2026-03-09T00:39:08.5Z,1,REGULAR,substitution,out,[],1642844,,,1610612759,31,31,2026-03-09T00:39:12Z,1530000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M32.30S,2026-03-09T00:39:08.5Z,1,REGULAR,substitution,in,[],1642264,,,1610612759,31,31,2026-03-09T00:39:12Z,1540000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M32.30S,2026-03-09T00:39:14.6Z,1,REGULAR,substitution,out,[],203991,,,1610612759,31,31,2026-03-09T00:39:19Z,1550000,False,,,0,,SUB out: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M32.30S,2026-03-09T00:39:14.6Z,1,REGULAR,substitution,in,[],1631095,,,1610612759,31,31,2026-03-09T00:39:19Z,1560000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M32.30S,2026-03-09T00:39:38.0Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612759,32,31,2026-03-09T00:39:38Z,1570000,False,,,0,,D. Fox Free Throw 2 of 2 (3 PTS),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
160,PT00M23.10S,2026-03-09T00:39:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,92.72339027595268,45.83333333333333,1610612745,32,31,2026-03-09T00:40:59Z,1590000,False,-21.0,16.0,1,right,MISS A. Thompson driving finger roll Layup - blocked,"[1641708, 1641705]",1610612745.0,HOU,driving finger roll,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,2.62,Missed,,,,,,,,,,Wembanyama,1641705.0,,
161,PT00M23.10S,2026-03-09T00:39:50.8Z,1,REGULAR,block,,[],1641705,,,1610612745,32,31,2026-03-09T00:39:55Z,1600000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
162,PT00M15.40S,2026-03-09T00:39:58.5Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,32,31,2026-03-09T00:40:03Z,1610000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,160.0,4.0,3.0,1.0,,,,,
163,PT00M02.40S,2026-03-09T00:40:11.5Z,1,REGULAR,turnover,bad pass,[],1628368,,,1610612759,32,31,2026-03-09T00:40:18Z,1620000,False,,,0,,D. Fox bad pass TURNOVER (1 TO),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,,,,
165,PT00M02.40S,2026-03-09T00:40:15.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642264,,,1610612745,32,31,2026-03-09T00:40:31Z,1640000,False,,,0,,S. Castle loose ball personal FOUL (1 PF) (Durant 2 FT),"[1642264, 201142]",1610612759.0,SAS,loose ball,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,1627534.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
167,PT00M02.40S,2026-03-09T00:40:51.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201142,,,1610612745,32,32,2026-03-09T00:40:51Z,1660000,False,,,0,,K. Durant Free Throw 1 of 2 (9 PTS),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
168,PT00M02.40S,2026-03-09T00:40:53.8Z,1,REGULAR,substitution,out,[],1642263,,,1610612745,32,32,2026-03-09T00:40:58Z,1670000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M02.40S,2026-03-09T00:40:53.8Z,1,REGULAR,substitution,in,[],1629006,,,1610612745,32,32,2026-03-09T00:40:58Z,1680000,False,,,0,,SUB in: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M02.40S,2026-03-09T00:41:04.9Z,1,REGULAR,substitution,out,[],1627827,,,1610612745,32,32,2026-03-09T00:41:15Z,1690000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M02.40S,2026-03-09T00:41:04.9Z,1,REGULAR,substitution,in,[],1631106,,,1610612745,32,32,2026-03-09T00:41:15Z,1700000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M02.40S,2026-03-09T00:41:19.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201142,,,1610612745,32,33,2026-03-09T00:41:19Z,1710000,False,,,0,,K. Durant Free Throw 2 of 2 (10 PTS),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,
173,PT00M00.00S,2026-03-09T00:41:26.5Z,1,REGULAR,heave,,[],0,,,1610612759,32,33,2026-03-09T00:41:38Z,1720000,False,,,0,,SAS Heave,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,52.23,,,,,,,,,,,,,,
174,PT00M00.00S,2026-03-09T00:41:30.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,32,33,2026-03-09T00:41:30Z,1730000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,173.0,,,,,,,,
175,PT00M00.00S,2026-03-09T00:41:33.8Z,1,REGULAR,period,end,[],0,,,1610612759,32,33,2026-03-09T00:41:33Z,1740000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2026-03-09T00:44:52.4Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612759,32,33,2026-03-09T00:45:08Z,1750000,False,,,0,,SUB out: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
