actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
169,PT11M18.00S,2025-11-16T21:38:02.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,7.178055190538765,52.69607843137255,1610612758,38,26,2025-11-16T21:45:37Z,1690000,False,-13.0,15.0,1,left,D. DeRozan finger roll Layup (9 PTS),[201942],1610612758.0,SAC,finger roll,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,2.02,Made,9.0,,,,,,,,,,,,,
170,PT11M03.00S,2025-11-16T21:38:16.4Z,2,REGULAR,3pt,Jump Shot,[],1630577,71.69842312746385,17.401960784313726,1610612759,38,26,2025-11-16T21:38:21Z,1700000,False,-163.0,214.0,1,right,MISS J. Champagnie 26' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,26.86,Missed,,,,,,,,,,,,,,
171,PT11M01.00S,2025-11-16T21:38:18.4Z,2,REGULAR,rebound,defensive,[],203471,,,1610612758,38,26,2025-11-16T21:38:21Z,1710000,False,,,0,,D. Schröder REBOUND (Off:0 Def:2),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,170.0,2.0,2.0,0.0,,,,,,
172,PT10M53.00S,2025-11-16T21:38:27.2Z,2,REGULAR,3pt,Jump Shot,[],1631165,24.655059132720105,11.27450980392157,1610612758,38,26,2025-11-16T21:38:33Z,1720000,False,194.0,179.0,1,left,MISS K. Ellis 26' 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,,,,,26.39,Missed,,,,,,,,,,,,,,
173,PT10M50.00S,2025-11-16T21:38:30.2Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,38,26,2025-11-16T21:38:33Z,1730000,False,,,0,,J. Sochan REBOUND (Off:1 Def:3),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,172.0,4.0,3.0,1.0,,,,,,
175,PT10M36.00S,2025-11-16T21:39:04.1Z,2,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612759,38,26,2025-11-16T21:39:14Z,1750000,False,,,0,,D. Fox bad pass out-of-bounds TURNOVER (1 TO),[1628368],1610612759.0,SAS,bad pass,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,204058.0,1.0,,,,,,,,,,,,,,,,,,
176,PT10M24.00S,2025-11-16T21:39:26.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203471,25.969119579500656,15.441176470588236,1610612758,38,26,2025-11-16T21:39:30Z,1760000,False,173.0,192.0,1,left,MISS D. Schröder 25' 3PT,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Right Center,,,,,25.8,Missed,,,,,,,,,,,,,,
177,PT10M20.00S,2025-11-16T21:39:30.0Z,2,REGULAR,rebound,defensive,[],203482,,,1610612759,38,26,2025-11-16T21:39:30Z,1770000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612759.0,SAS,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,176.0,1.0,1.0,0.0,,,,,,
178,PT10M01.00S,2025-11-16T21:39:48.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203482,90.62089356110381,51.470588235294116,1610612759,38,26,2025-11-16T21:39:54Z,1780000,False,7.0,36.0,1,right,MISS K. Olynyk driving Layup - blocked,"[203482, 1629234]",1610612759.0,SAS,driving,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,3.65,Missed,,,,,,,,,,,,,Eubanks,1629234.0
179,PT10M01.00S,2025-11-16T21:39:48.5Z,2,REGULAR,block,,[],1629234,,,1610612759,38,26,2025-11-16T21:39:51Z,1790000,False,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
180,PT09M57.00S,2025-11-16T21:39:52.5Z,2,REGULAR,rebound,offensive,[],203482,,,1610612759,38,26,2025-11-16T21:39:54Z,1800000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:1),[203482],1610612759.0,SAS,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,178.0,2.0,1.0,1.0,,,,,,
181,PT09M57.00S,2025-11-16T21:39:53.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203482,94.40999984741211,50.0,1610612759,38,26,2025-11-16T21:39:53Z,1810000,False,0.0,0.0,1,right,MISS K. Olynyk putback Layup,[203482],1610612759.0,SAS,putback,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Left,,,,,0.0,Missed,,,,,,,,,,,,,,
182,PT09M56.00S,2025-11-16T21:39:54.5Z,2,REGULAR,rebound,defensive,[],203471,,,1610612758,38,26,2025-11-16T21:39:54Z,1820000,False,,,0,,D. Schröder REBOUND (Off:0 Def:3),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Left,,,,,,,,,,,181.0,3.0,3.0,0.0,,,,,,
183,PT09M54.00S,2025-11-16T21:39:56.0Z,2,REGULAR,turnover,lost ball,[],203897,,,1610612758,38,26,2025-11-16T21:40:05Z,1830000,False,,,0,,Z. LaVine lost ball TURNOVER (1 TO),"[203897, 1630577]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,1.0,Champagnie,1630577.0,,,,,,,,,,,,,,,,
184,PT09M54.00S,2025-11-16T21:39:56.0Z,2,REGULAR,steal,,[],1630577,,,1610612759,38,26,2025-11-16T21:39:58Z,1840000,False,,,0,,J. Champagnie STEAL (1 STL),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
185,PT09M49.00S,2025-11-16T21:40:03.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631110,93.24901445466492,49.754901960784316,1610612759,40,26,2025-11-16T21:40:12Z,1850000,False,-1.0,11.0,1,right,J. Sochan Layup (5 PTS) (K. Olynyk 4 AST),"[1631110, 203482]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,1.11,Made,5.0,K. Olynyk,203482.0,4.0,,,,,,,,,,
187,PT09M49.00S,2025-11-16T21:40:11.1Z,2,REGULAR,foul,personal,['1freethrow'],1631165,,,1610612759,40,26,2025-11-16T21:40:19Z,1870000,False,,,0,,K. Ellis shooting personal FOUL (1 PF) (Sochan 1 FT),"[1631165, 1631110]",1610612758.0,SAC,shooting,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,1151.0,,,,,,,,,,,,,,1.0,0.0,Sochan,1631110.0,,
189,PT09M49.00S,2025-11-16T21:40:28.8Z,2,REGULAR,substitution,out,[],203482,,,1610612759,40,26,2025-11-16T21:41:41Z,1890000,False,,,0,,SUB out: K. Olynyk,[203482],1610612759.0,SAS,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M49.00S,2025-11-16T21:40:28.8Z,2,REGULAR,substitution,out,[],1629234,,,1610612759,40,26,2025-11-16T21:41:41Z,1900000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M49.00S,2025-11-16T21:40:28.8Z,2,REGULAR,substitution,in,[],1628436,,,1610612759,40,26,2025-11-16T21:41:41Z,1910000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M49.00S,2025-11-16T21:40:28.8Z,2,REGULAR,substitution,in,[],1627734,,,1610612759,40,26,2025-11-16T21:41:41Z,1920000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M49.00S,2025-11-16T21:40:57.8Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1631110,,,1610612759,41,26,2025-11-16T21:40:57Z,1930000,False,,,0,,J. Sochan Free Throw 1 of 1 (6 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
194,PT09M38.00S,2025-11-16T21:41:12.4Z,2,REGULAR,3pt,Jump Shot,[],201942,7.30946123521682,96.56862745098039,1610612758,41,29,2025-11-16T21:41:19Z,1940000,False,-233.0,16.0,1,left,D. DeRozan 3PT  (12 PTS) (D. Schröder 1 AST),"[201942, 203471]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,,,,23.34,Made,12.0,D. Schröder,203471.0,1.0,,,,,,,,,,
196,PT09M24.00S,2025-11-16T21:41:26.2Z,2,REGULAR,2pt,Jump Shot,[],1629640,76.82325886990802,77.69607843137256,1610612759,43,29,2025-11-16T21:41:32Z,1960000,False,138.0,165.0,1,right,K. Johnson 21' Jump Shot (6 PTS) (D. Fox 4 AST),"[1629640, 1628368]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,21.57,Made,6.0,D. Fox,1628368.0,4.0,,,,,,,,,,
198,PT09M13.00S,2025-11-16T21:41:38.4Z,2,REGULAR,3pt,Jump Shot,[],1631165,31.09395532194481,28.186274509803923,1610612758,43,29,2025-11-16T21:41:43Z,1980000,False,109.0,240.0,1,left,MISS K. Ellis 26' 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,,,,,26.35,Missed,,,,,,,,,,,,,,
199,PT09M11.00S,2025-11-16T21:41:40.4Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,43,29,2025-11-16T21:41:43Z,1990000,False,,,0,,J. Sochan REBOUND (Off:1 Def:4),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,198.0,5.0,4.0,1.0,,,,,,
200,PT09M03.00S,2025-11-16T21:41:48.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,92.46057818659659,46.568627450980394,1610612759,45,29,2025-11-16T21:41:54Z,2000000,False,-17.0,18.0,1,right,K. Johnson cutting Layup (8 PTS) (J. Sochan 2 AST),"[1629640, 1631110]",1610612759.0,SAS,cutting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,2.52,Made,8.0,J. Sochan,1631110.0,2.0,,,,,,,,,,
202,PT09M03.00S,2025-11-16T21:41:54.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,45,29,2025-11-16T21:41:54Z,2020000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M03.00S,2025-11-16T21:44:31.4Z,2,REGULAR,substitution,out,[],203471,,,1610612758,45,29,2025-11-16T21:44:56Z,2030000,False,,,0,,SUB out: D. Schröder,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M03.00S,2025-11-16T21:44:31.4Z,2,REGULAR,substitution,in,[],201566,,,1610612758,45,29,2025-11-16T21:44:56Z,2040000,False,,,0,,SUB in: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M51.00S,2025-11-16T21:45:06.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,16.113666228646515,42.40196078431372,1610612758,45,31,2025-11-16T21:45:13Z,2050000,False,38.0,99.0,1,left,D. DeRozan 10' pullup Jump Shot (14 PTS) (D. Sabonis 3 AST),"[201942, 1627734]",1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,,10.6,Made,14.0,D. Sabonis,1627734.0,3.0,,,,,,,,,,
208,PT08M39.00S,2025-11-16T21:45:17.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,89.43823915900131,50.0,1610612759,45,31,2025-11-16T21:45:30Z,2070000,False,0.0,47.0,1,right,MISS D. Fox pullup Shot,[1628368],1610612759.0,SAS,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.68,Missed,,,,,,,,,,,,,,
209,PT08M37.00S,2025-11-16T21:45:19.8Z,2,REGULAR,rebound,defensive,[],1631165,,,1610612758,45,31,2025-11-16T21:45:30Z,2080000,False,,,0,,K. Ellis REBOUND (Off:0 Def:1),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,208.0,1.0,1.0,0.0,,,,,,
210,PT08M29.00S,2025-11-16T21:45:30.1Z,2,REGULAR,foul,personal,['2freethrow'],1631110,,,1610612758,45,31,2025-11-16T21:45:46Z,2090000,False,,,0,,J. Sochan shooting personal FOUL (2 PF) (Sabonis 2 FT),"[1631110, 1627734]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1151.0,,,,,,,,,,,,,,2.0,0.0,Sabonis,1627734.0,,
212,PT08M29.00S,2025-11-16T21:46:04.7Z,2,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,45,32,2025-11-16T21:46:04Z,2110000,False,,,0,,D. Sabonis Free Throw 1 of 2 (7 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
213,PT08M29.00S,2025-11-16T21:46:06.1Z,2,REGULAR,substitution,out,[],1628368,,,1610612758,45,32,2025-11-16T21:46:24Z,2120000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M29.00S,2025-11-16T21:46:06.1Z,2,REGULAR,substitution,out,[],1630577,,,1610612758,45,32,2025-11-16T21:46:24Z,2130000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M29.00S,2025-11-16T21:46:06.1Z,2,REGULAR,substitution,out,[],1631165,,,1610612758,45,32,2025-11-16T21:46:24Z,2140000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M29.00S,2025-11-16T21:46:06.1Z,2,REGULAR,substitution,in,[],1630170,,,1610612758,45,32,2025-11-16T21:46:24Z,2150000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M29.00S,2025-11-16T21:46:06.1Z,2,REGULAR,substitution,in,[],1642264,,,1610612758,45,32,2025-11-16T21:46:24Z,2160000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M29.00S,2025-11-16T21:46:06.1Z,2,REGULAR,substitution,in,[],203471,,,1610612758,45,32,2025-11-16T21:46:24Z,2170000,False,,,0,,SUB in: D. Schröder,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M29.00S,2025-11-16T21:46:29.6Z,2,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,45,33,2025-11-16T21:46:29Z,2180000,False,,,0,,D. Sabonis Free Throw 2 of 2 (8 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
220,PT08M13.00S,2025-11-16T21:46:48.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,91.93495400788436,54.65686274509803,1610612759,45,33,2025-11-16T21:54:37Z,2190000,False,23.0,23.0,1,right,MISS S. Castle driving floating bank Shot,[1642264],1610612759.0,SAS,driving floating bank,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,3.3,Missed,,,,,,,,,,,,,,
221,PT08M11.00S,2025-11-16T21:46:50.7Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612759,45,33,2025-11-16T21:54:20Z,2200000,False,,,0,,L. Kornet REBOUND (Off:4 Def:2),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,220.0,6.0,2.0,4.0,,,,,,
222,PT08M08.00S,2025-11-16T21:46:54.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630170,90.75229960578186,29.411764705882355,1610612759,45,33,2025-11-16T21:47:03Z,2210000,False,-103.0,34.0,1,right,MISS D. Vassell 10' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Left,,,,,10.85,Missed,,,,,,,,,,,,,,
223,PT08M05.00S,2025-11-16T21:46:57.1Z,2,REGULAR,rebound,defensive,[],201566,,,1610612758,45,33,2025-11-16T21:47:03Z,2220000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,,,,,,,,,,222.0,2.0,2.0,0.0,,,,,,
224,PT07M58.00S,2025-11-16T21:47:03.1Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612758,45,33,2025-11-16T21:47:09Z,2230000,False,,,0,,R. Westbrook bad pass TURNOVER (3 TO),"[201566, 1642264]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,3.0,Castle,1642264.0,,,,,,,,,,,,,,,,
225,PT07M58.00S,2025-11-16T21:47:03.1Z,2,REGULAR,steal,,[],1642264,,,1610612759,45,33,2025-11-16T21:47:05Z,2240000,False,,,0,,S. Castle STEAL (1 STL),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
226,PT07M53.00S,2025-11-16T21:47:08.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629640,93.24901445466492,50.245098039215684,1610612759,47,33,2025-11-16T21:47:16Z,2250000,False,1.0,11.0,1,right,K. Johnson running DUNK (10 PTS) (S. Castle 2 AST),"[1629640, 1642264]",1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,1.11,Made,10.0,S. Castle,1642264.0,2.0,,,,,,,,,,
228,PT07M26.00S,2025-11-16T21:47:36.1Z,2,REGULAR,3pt,Jump Shot,[],1627734,23.73521681997372,87.74509803921569,1610612758,47,33,2025-11-16T21:47:41Z,2270000,False,-189.0,171.0,1,left,MISS D. Sabonis 25' 3PT,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,,,25.44,Missed,,,,,,,,,,,,,,
229,PT07M22.00S,2025-11-16T21:47:40.1Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,47,33,2025-11-16T21:47:41Z,2280000,False,,,0,,K. Johnson REBOUND (Off:1 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,228.0,2.0,1.0,1.0,,,,,,
230,PT07M11.00S,2025-11-16T21:47:50.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,92.46057818659659,50.49019607843137,1610612759,49,33,2025-11-16T21:47:56Z,2290000,False,2.0,18.0,1,right,L. Kornet alley-oop Layup (2 PTS) (S. Castle 3 AST),"[1628436, 1642264]",1610612759.0,SAS,alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,1.86,Made,2.0,S. Castle,1642264.0,3.0,,,,,,,,,,
232,PT07M00.00S,2025-11-16T21:48:00.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,6.1268068331143235,54.65686274509803,1610612758,49,33,2025-11-16T21:48:09Z,2310000,False,-23.0,5.0,1,left,MISS D. Schröder driving finger roll Layup - blocked,"[203471, 1628436]",1610612758.0,SAC,driving finger roll,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,,,,,2.39,Missed,,,,,,,,,,,,,Kornet,1628436.0
233,PT07M00.00S,2025-11-16T21:48:00.8Z,2,REGULAR,block,,[],1628436,,,1610612758,49,33,2025-11-16T21:48:04Z,2320000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
234,PT06M57.00S,2025-11-16T21:48:03.8Z,2,REGULAR,rebound,offensive,[],201942,,,1610612758,49,33,2025-11-16T21:48:09Z,2330000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,232.0,2.0,1.0,1.0,,,,,,
235,PT06M57.00S,2025-11-16T21:48:07.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201942,5.590000152587891,50.0,1610612758,49,35,2025-11-16T21:48:07Z,2340000,False,0.0,0.0,1,left,D. DeRozan putback Layup (16 PTS),[201942],1610612758.0,SAC,putback,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,,0.0,Made,16.0,,,,,,,,,,,,,
236,PT06M57.00S,2025-11-16T21:48:11.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,49,35,2025-11-16T21:48:11Z,2350000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M57.00S,2025-11-16T21:50:51.2Z,2,REGULAR,substitution,out,[],1629640,,,1610612759,49,35,2025-11-16T21:51:06Z,2360000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M57.00S,2025-11-16T21:50:51.2Z,2,REGULAR,substitution,out,[],1631110,,,1610612759,49,35,2025-11-16T21:51:06Z,2370000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M57.00S,2025-11-16T21:50:51.2Z,2,REGULAR,substitution,out,[],203897,,,1610612759,49,35,2025-11-16T21:51:06Z,2380000,False,,,0,,SUB out: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M57.00S,2025-11-16T21:50:51.2Z,2,REGULAR,substitution,in,[],203084,,,1610612759,49,35,2025-11-16T21:51:06Z,2390000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M57.00S,2025-11-16T21:50:51.2Z,2,REGULAR,substitution,in,[],1642868,,,1610612759,49,35,2025-11-16T21:51:06Z,2400000,False,,,0,,SUB in: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M57.00S,2025-11-16T21:50:51.2Z,2,REGULAR,substitution,in,[],1642363,,,1610612759,49,35,2025-11-16T21:51:06Z,2410000,False,,,0,,SUB in: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M37.00S,2025-11-16T21:51:35.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630170,92.85479632063075,50.73529411764706,1610612759,51,35,2025-11-16T21:51:44Z,2420000,False,4.0,15.0,1,right,D. Vassell driving DUNK (4 PTS) (S. Castle 4 AST),"[1630170, 1642264]",1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,1.52,Made,4.0,S. Castle,1642264.0,4.0,,,,,,,,,,
245,PT06M21.00S,2025-11-16T21:51:51.9Z,2,REGULAR,3pt,Jump Shot,[],203471,12.434296977660972,95.83333333333334,1610612758,51,38,2025-11-16T21:51:58Z,2440000,False,-229.0,64.0,1,left,D. Schröder 3PT  (9 PTS) (D. DeRozan 1 AST),"[203471, 201942]",1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Left Corner 3,24+ Left,,,,,23.81,Made,9.0,D. DeRozan,201942.0,1.0,,,,,,,,,,
247,PT06M04.00S,2025-11-16T21:52:12.1Z,2,REGULAR,foul,personal,[],203471,,,1610612759,51,38,2025-11-16T21:52:22Z,2460000,False,,,0,,D. Schröder personal FOUL (2 PF),"[203471, 1628436]",1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Center,204058.0,,,,,,,,,,,,,,2.0,0.0,Kornet,1628436.0,,
249,PT05M58.00S,2025-11-16T21:52:39.5Z,2,REGULAR,3pt,Jump Shot,[],1630170,72.09264126149803,14.950980392156863,1610612759,51,38,2025-11-16T21:52:45Z,2480000,False,-175.0,210.0,1,right,MISS D. Vassell 27' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,,27.33,Missed,,,,,,,,,,,,,,
250,PT05M56.00S,2025-11-16T21:52:41.5Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,51,38,2025-11-16T21:52:45Z,2490000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,249.0,5.0,3.0,2.0,,,,,,
251,PT05M41.00S,2025-11-16T21:52:56.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,8.492115637319317,50.245098039215684,1610612758,51,38,2025-11-16T21:58:51Z,2500000,False,-1.0,27.0,1,left,MISS D. Sabonis driving Hook,[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,2.73,Missed,,,,,,,,,,,,,,
252,PT05M38.00S,2025-11-16T21:52:59.6Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612759,51,38,2025-11-16T21:53:02Z,2510000,False,,,0,,L. Kornet REBOUND (Off:4 Def:3),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,251.0,7.0,3.0,4.0,,,,,,
