actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
79,PT05M37.00S,2026-02-22T01:22:55.9Z,1,REGULAR,substitution,out,[],201942,,,1610612759,22,10,2026-02-22T01:23:32Z,790000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M37.00S,2026-02-22T01:22:55.9Z,1,REGULAR,substitution,out,[],1642875,,,1610612759,22,10,2026-02-22T01:23:32Z,800000,False,,,0,,SUB out: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M37.00S,2026-02-22T01:22:55.9Z,1,REGULAR,substitution,in,[],1628436,,,1610612759,22,10,2026-02-22T01:23:32Z,810000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M37.00S,2026-02-22T01:22:55.9Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,22,10,2026-02-22T01:23:32Z,820000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M37.00S,2026-02-22T01:22:55.9Z,1,REGULAR,substitution,in,[],1629234,,,1610612759,22,10,2026-02-22T01:23:32Z,830000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M37.00S,2026-02-22T01:22:55.9Z,1,REGULAR,substitution,in,[],1642363,,,1610612759,22,10,2026-02-22T01:23:32Z,840000,False,,,0,,SUB in: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M26.00S,2026-02-22T01:24:08.0Z,1,REGULAR,3pt,Jump Shot,[],1630577,72.7496714848883,20.34313725490196,1610612759,25,10,2026-02-22T01:24:14Z,850000,False,-148.0,204.0,1,right,J. Champagnie 25' 3PT  (8 PTS) (S. Castle 2 AST),"[1630577, 1642264]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,25.2,Made,8.0,,,,,,,S. Castle,1642264.0,2.0,,,,,,,,
88,PT05M11.00S,2026-02-22T01:24:22.5Z,1,REGULAR,3pt,Jump Shot,[],1631099,31.35676741130092,50.49019607843137,1610612758,25,13,2026-02-22T01:24:28Z,870000,False,-2.0,242.0,1,left,K. Murray 24' 3PT  (7 PTS) (P. Achiuwa 2 AST),"[1631099, 1630173]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,24.23,Made,7.0,,,,,,,P. Achiuwa,1630173.0,2.0,,,,,,,,
90,PT04M55.00S,2026-02-22T01:24:46.6Z,1,REGULAR,foul,personal,[],1629234,,,1610612759,25,13,2026-02-22T01:24:56Z,890000,False,,,0,,D. Eubanks personal FOUL (1 PF),"[1629234, 1628436]",1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2002.0,,,,1.0,0.0,Kornet,1628436.0
92,PT04M55.00S,2026-02-22T01:24:55.0Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,25,13,2026-02-22T01:25:04Z,910000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M55.00S,2026-02-22T01:24:55.0Z,1,REGULAR,substitution,out,[],1630577,,,1610612759,25,13,2026-02-22T01:25:04Z,920000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M55.00S,2026-02-22T01:24:55.0Z,1,REGULAR,substitution,out,[],201566,,,1610612759,25,13,2026-02-22T01:25:04Z,930000,False,,,0,,SUB out: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M55.00S,2026-02-22T01:24:55.0Z,1,REGULAR,substitution,in,[],1642844,,,1610612759,25,13,2026-02-22T01:25:04Z,940000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M55.00S,2026-02-22T01:24:55.0Z,1,REGULAR,substitution,in,[],203084,,,1610612759,25,13,2026-02-22T01:25:04Z,950000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M55.00S,2026-02-22T01:24:55.0Z,1,REGULAR,substitution,in,[],1628370,,,1610612759,25,13,2026-02-22T01:25:04Z,960000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M46.00S,2026-02-22T01:25:21.4Z,1,REGULAR,3pt,Jump Shot,[],1642264,70.38436268068331,81.37254901960785,1610612759,25,13,2026-02-22T01:25:29Z,970000,False,157.0,226.0,1,right,MISS S. Castle 27' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,27.5,Missed,,,,,,,,,,,,,,,,,,
99,PT04M44.00S,2026-02-22T01:25:23.4Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,25,13,2026-02-22T01:25:29Z,980000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,
100,PT04M42.00S,2026-02-22T01:25:30.7Z,1,REGULAR,foul,personal,['2freethrow'],1642844,,,1610612758,25,13,2026-02-22T01:25:38Z,990000,False,,,0,,D. Harper shooting personal FOUL (1 PF) (Murray 2 FT),"[1642844, 1631099]",1610612759.0,SAS,shooting,,,Harper,D. Harper,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2002.0,,,,1.0,0.0,Murray,1631099.0
102,PT04M42.00S,2026-02-22T01:25:53.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631099,,,1610612758,25,14,2026-02-22T01:25:53Z,1010000,False,,,0,,K. Murray Free Throw 1 of 2 (8 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
103,PT04M42.00S,2026-02-22T01:26:07.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631099,,,1610612758,25,15,2026-02-22T01:26:07Z,1020000,False,,,0,,K. Murray Free Throw 2 of 2 (9 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
104,PT04M33.00S,2026-02-22T01:26:18.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629640,93.51182654402102,54.65686274509803,1610612759,25,15,2026-02-22T01:27:07Z,1030000,False,23.0,8.0,1,right,MISS K. Johnson driving bank Hook,[1629640],1610612759.0,SAS,driving bank,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,,,,,
105,PT04M29.00S,2026-02-22T01:26:22.6Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612759,25,15,2026-02-22T01:26:26Z,1040000,False,,,0,,L. Kornet REBOUND (Off:1 Def:0),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,104.0,1.0,0.0,1.0,,,,,,,,,,,,,
106,PT04M29.00S,2026-02-22T01:26:21.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,94.40999984741211,50.0,1610612759,27,15,2026-02-22T01:26:21Z,1050000,False,0.0,0.0,1,right,L. Kornet tip Layup (2 PTS),[1628436],1610612759.0,SAS,tip,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
107,PT04M20.00S,2026-02-22T01:26:30.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,6.1268068331143235,34.068627450980394,1610612758,27,17,2026-02-22T01:26:37Z,1060000,False,80.0,5.0,1,left,D. Eubanks 7' turnaround Hook (2 PTS) (M. Monk 1 AST),"[1629234, 1628370]",1610612758.0,SAC,turnaround,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,7.99,Made,2.0,,,,,,,M. Monk,1628370.0,1.0,,,,,,,,
109,PT04M05.00S,2026-02-22T01:26:46.0Z,1,REGULAR,3pt,Jump Shot,[],1629640,93.51182654402102,1.9607843137254901,1610612759,27,17,2026-02-22T01:26:50Z,1080000,False,-240.0,8.0,1,right,MISS K. Johnson 24' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,24.04,Missed,,,,,,,,,,,,,,,,,,
110,PT04M02.00S,2026-02-22T01:26:49.0Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612758,27,17,2026-02-22T01:26:50Z,1090000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,Left Corner 3,24+ Left,,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,,
111,PT03M51.00S,2026-02-22T01:26:59.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,15.062417871222076,34.55882352941176,1610612758,27,19,2026-02-22T01:27:53Z,1100000,False,77.0,89.0,1,left,M. Monk 11' driving floating Jump Shot (2 PTS) (D. Eubanks 1 AST),"[1628370, 1629234]",1610612758.0,SAC,driving floating,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Right,11.79,Made,2.0,,,,,,,D. Eubanks,1629234.0,1.0,,,,,,,,
113,PT03M36.00S,2026-02-22T01:27:14.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642844,87.20433639947439,49.26470588235294,1610612759,29,19,2026-02-22T01:27:21Z,1120000,False,-4.0,68.0,1,right,D. Harper 6' turnaround bank Hook (2 PTS),[1642844],1610612759.0,SAS,turnaround bank,,,Harper,D. Harper,,,,,In The Paint (Non-RA),0-8 Center,6.79,Made,2.0,,,,,,,,,,,,,,,,,
114,PT03M19.00S,2026-02-22T01:27:32.7Z,1,REGULAR,2pt,Jump Shot,[],1630173,7.835085413929041,31.372549019607842,1610612758,29,21,2026-02-22T01:31:41Z,1130000,False,93.0,21.0,1,left,P. Achiuwa 9' turnaround bank Jump Shot (2 PTS) (D. Eubanks 2 AST),"[1630173, 1629234]",1610612758.0,SAC,turnaround bank,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Right,9.55,Made,2.0,,,,,,,D. Eubanks,1629234.0,2.0,,,,,,,,
116,PT03M10.00S,2026-02-22T01:27:46.6Z,1,REGULAR,substitution,out,[],1642264,,,1610612759,29,21,2026-02-22T01:28:00Z,1150000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M10.00S,2026-02-22T01:27:46.6Z,1,REGULAR,substitution,in,[],1628368,,,1610612759,29,21,2026-02-22T01:28:00Z,1160000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M02.00S,2026-02-22T01:28:13.7Z,1,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612759,29,21,2026-02-22T01:28:25Z,1170000,False,,,0,,D. Fox step out-of-bounds TURNOVER (2 TO),[1628368],1610612759.0,SAS,step,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2002.0,2.0,,,,,,
119,PT02M53.00S,2026-02-22T01:28:35.2Z,1,REGULAR,foul,personal,['3freethrow'],1642844,,,1610612758,29,21,2026-02-22T01:29:03Z,1180000,False,,,0,,D. Harper shooting personal FOUL (2 PF) (Murray 3 FT),"[1642844, 1631099]",1610612759.0,SAS,shooting,,,Harper,D. Harper,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2002.0,,,,2.0,0.0,Murray,1631099.0
121,PT02M53.00S,2026-02-22T01:29:04.3Z,1,REGULAR,freethrow,1 of 3,['fromturnover'],1631099,,,1610612758,29,22,2026-02-22T01:29:04Z,1200000,False,,,0,,K. Murray Free Throw 1 of 3 (10 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
122,PT02M53.00S,2026-02-22T01:29:16.6Z,1,REGULAR,freethrow,2 of 3,['fromturnover'],1631099,,,1610612758,29,22,2026-02-22T01:29:16Z,1210000,False,,,0,,MISS K. Murray Free Throw 2 of 3,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
123,PT02M53.00S,2026-02-22T01:29:16.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,29,22,2026-02-22T01:29:16Z,1220000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,122.0,,,,,,,,,,,,,,,,
124,PT02M53.00S,2026-02-22T01:29:17.6Z,1,REGULAR,substitution,out,[],1630173,,,1610612758,29,22,2026-02-22T01:29:22Z,1230000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M53.00S,2026-02-22T01:29:17.6Z,1,REGULAR,substitution,in,[],201942,,,1610612758,29,22,2026-02-22T01:29:22Z,1240000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M53.00S,2026-02-22T01:29:32.5Z,1,REGULAR,freethrow,3 of 3,['fromturnover'],1631099,,,1610612758,29,23,2026-02-22T01:29:32Z,1250000,False,,,0,,K. Murray Free Throw 3 of 3 (11 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
127,PT02M37.00S,2026-02-22T01:29:49.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,86.15308804204993,49.50980392156863,1610612759,31,23,2026-02-22T01:30:05Z,1260000,False,-2.0,78.0,1,right,D. Fox 7' driving floating Jump Shot (6 PTS) (L. Kornet 1 AST),"[1628368, 1628436]",1610612759.0,SAS,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,7.77,Made,6.0,,,,,,,L. Kornet,1628436.0,1.0,,,,,,,,
129,PT02M30.00S,2026-02-22T01:29:59.6Z,1,REGULAR,foul,personal,['2freethrow'],203084,,,1610612758,31,23,2026-02-22T01:30:08Z,1280000,False,,,0,,H. Barnes shooting personal FOUL (1 PF) (DeRozan 2 FT),"[203084, 201942]",1610612759.0,SAS,shooting,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,,,,1.0,0.0,DeRozan,201942.0
131,PT02M30.00S,2026-02-22T01:30:21.2Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,31,24,2026-02-22T01:30:21Z,1300000,False,,,0,,D. DeRozan Free Throw 1 of 2 (1 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
132,PT02M30.00S,2026-02-22T01:30:34.1Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,31,25,2026-02-22T01:30:34Z,1310000,False,,,0,,D. DeRozan Free Throw 2 of 2 (2 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
133,PT02M14.00S,2026-02-22T01:30:54.4Z,1,REGULAR,foul,personal,['2freethrow'],1629234,,,1610612759,31,25,2026-02-22T01:31:04Z,1320000,False,,,0,,D. Eubanks shooting personal FOUL (2 PF) (Harper 2 FT),"[1629234, 1642844]",1610612758.0,SAC,shooting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,,,,2.0,0.0,Harper,1642844.0
135,PT02M14.00S,2026-02-22T01:31:21.1Z,1,REGULAR,freethrow,1 of 2,[],1642844,,,1610612759,32,25,2026-02-22T01:31:21Z,1340000,False,,,0,,D. Harper Free Throw 1 of 2 (3 PTS),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
137,PT02M14.00S,2026-02-22T01:31:38.5Z,1,REGULAR,freethrow,2 of 2,[],1642844,,,1610612759,33,25,2026-02-22T01:31:38Z,1350000,False,,,0,,D. Harper Free Throw 2 of 2 (4 PTS),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
138,PT02M02.00S,2026-02-22T01:31:51.9Z,1,REGULAR,3pt,Jump Shot,[],1628370,27.808804204993432,16.911764705882355,1610612758,33,25,2026-02-22T01:31:56Z,1360000,False,165.0,209.0,1,left,MISS M. Monk 26' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,26.65,Missed,,,,,,,,,,,,,,,,,,
139,PT01M59.00S,2026-02-22T01:31:54.9Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612759,33,25,2026-02-22T01:31:56Z,1370000,False,,,0,,L. Kornet REBOUND (Off:1 Def:1),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Right Center,,,,138.0,2.0,1.0,1.0,,,,,,,,,,,,,
140,PT01M47.00S,2026-02-22T01:32:06.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,92.19776609724047,45.09803921568628,1610612759,33,25,2026-02-22T01:32:14Z,1380000,False,-25.0,21.0,1,right,MISS K. Johnson Layup,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,,,,
141,PT01M45.00S,2026-02-22T01:32:09.2Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612759,33,25,2026-02-22T01:32:09Z,1390000,False,,,0,,L. Kornet REBOUND (Off:2 Def:1),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,140.0,3.0,1.0,2.0,,,,,,,,,,,,,
142,PT01M42.00S,2026-02-22T01:32:12.0Z,1,REGULAR,turnover,lost ball,[],1642844,,,1610612759,33,25,2026-02-22T01:32:17Z,1400000,False,,,0,,D. Harper lost ball TURNOVER (1 TO),"[1642844, 1629234]",1610612759.0,SAS,,,,Harper,D. Harper,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Eubanks,1629234.0,,,,
143,PT01M42.00S,2026-02-22T01:32:12.0Z,1,REGULAR,steal,,[],1629234,,,1610612758,33,25,2026-02-22T01:32:13Z,1410000,False,,,0,,D. Eubanks STEAL (1 STL),[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
144,PT01M39.00S,2026-02-22T01:32:17.6Z,1,REGULAR,turnover,out-of-bounds,[],1642363,,,1610612758,33,25,2026-02-22T01:32:28Z,1420000,False,,,0,,N. Clifford bad pass out-of-bounds TURNOVER (1 TO),[1642363],1610612758.0,SAC,bad pass,,,Clifford,N. Clifford,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,204059.0,1.0,,,,,,
145,PT01M34.00S,2026-02-22T01:32:33.0Z,1,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612759,33,25,2026-02-22T01:32:41Z,1430000,False,,,0,,D. Fox bad pass out-of-bounds TURNOVER (3 TO),[1628368],1610612759.0,SAS,bad pass,,,Fox,D. Fox,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,2002.0,3.0,,,,,,
146,PT01M21.00S,2026-02-22T01:32:49.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642363,11.514454664914586,34.55882352941176,1610612758,33,25,2026-02-22T01:32:59Z,1440000,False,77.0,56.0,1,left,MISS N. Clifford 9' driving floating bank Shot,[1642363],1610612758.0,SAC,driving floating bank,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),8-16 Right,9.52,Missed,,,,,,,,,,,,,,,,,,
147,PT01M18.00S,2026-02-22T01:32:53.0Z,1,REGULAR,rebound,offensive,[],1629234,,,1610612758,33,25,2026-02-22T01:32:53Z,1450000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:1),[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Right,,,,146.0,2.0,1.0,1.0,,,,,,,,,,,,,
148,PT01M18.00S,2026-02-22T01:32:53.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629234,5.590000152587891,50.0,1610612758,33,25,2026-02-22T01:32:53Z,1460000,False,0.0,0.0,1,left,MISS D. Eubanks tip Layup,[1629234],1610612758.0,SAC,tip,,,Eubanks,D. Eubanks,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
149,PT01M17.00S,2026-02-22T01:32:53.6Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612759,33,25,2026-02-22T01:32:53Z,1470000,False,,,0,,L. Kornet REBOUND (Off:2 Def:2),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,,,,148.0,4.0,2.0,2.0,,,,,,,,,,,,,
150,PT01M13.00S,2026-02-22T01:32:57.9Z,1,REGULAR,turnover,bad pass,[],1628368,,,1610612759,33,25,2026-02-22T01:33:04Z,1480000,False,,,0,,D. Fox bad pass TURNOVER (4 TO),"[1628368, 1642363]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,4.0,Clifford,1642363.0,,,,
151,PT01M13.00S,2026-02-22T01:32:57.9Z,1,REGULAR,steal,,[],1642363,,,1610612758,33,25,2026-02-22T01:33:00Z,1490000,False,,,0,,N. Clifford STEAL (1 STL),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
152,PT01M09.00S,2026-02-22T01:33:01.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628370,4.5499342969776615,50.98039215686274,1610612758,33,27,2026-02-22T01:33:11Z,1500000,False,-5.0,-10.0,1,left,M. Monk running reverse Layup (4 PTS) (D. DeRozan 1 AST),"[1628370, 201942]",1610612758.0,SAC,running reverse,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,1.09,Made,4.0,,,,,,,D. DeRozan,201942.0,1.0,,,,,,,,
155,PT00M45.20S,2026-02-22T01:33:43.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629640,93.38042049934296,63.970588235294116,1610612759,35,27,2026-02-22T01:37:20Z,1530000,False,70.0,10.0,1,right,K. Johnson 7' driving bank Hook (2 PTS),[1629640],1610612759.0,SAS,driving bank,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.06,Made,2.0,,,,,,,,,,,,,,,,,
156,PT00M33.70S,2026-02-22T01:34:00.3Z,1,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612758,35,27,2026-02-22T01:34:06Z,1540000,False,,,0,,L. Kornet shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1628436, 201942]",1610612759.0,SAS,shooting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,,,,1.0,0.0,DeRozan,201942.0
158,PT00M33.70S,2026-02-22T01:34:22.5Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,35,28,2026-02-22T01:34:22Z,1560000,False,,,0,,D. DeRozan Free Throw 1 of 2 (3 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
159,PT00M33.70S,2026-02-22T01:34:37.5Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,35,29,2026-02-22T01:34:37Z,1570000,False,,,0,,D. DeRozan Free Throw 2 of 2 (4 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
160,PT00M16.00S,2026-02-22T01:34:58.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642844,92.85479632063075,55.14705882352941,1610612759,35,29,2026-02-22T01:35:14Z,1580000,False,26.0,15.0,1,right,MISS D. Harper driving Layup - blocked,"[1642844, 1629234]",1610612759.0,SAS,driving,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,,Eubanks,1629234.0,,,,,,,,,,,
162,PT00M16.00S,2026-02-22T01:34:58.8Z,1,REGULAR,block,,[],1629234,,,1610612759,35,29,2026-02-22T01:35:14Z,1585000,False,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
161,PT00M16.00S,2026-02-22T01:34:58.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,35,29,2026-02-22T01:35:14Z,1590000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,,160.0,,,,,,,,,,,,,,,,
164,PT00M00.40S,2026-02-22T01:35:21.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,9.411957950065702,64.2156862745098,1610612758,35,31,2026-02-22T01:39:36Z,1610000,False,-71.0,36.0,1,left,D. DeRozan 7' fadeaway Jump Shot (6 PTS),[201942],1610612758.0,SAC,fadeaway,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,7.97,Made,6.0,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2026-02-22T01:35:31.6Z,1,REGULAR,period,end,[],0,,,1610612759,35,31,2026-02-22T01:35:31Z,1620000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-02-22T01:36:41.0Z,2,REGULAR,substitution,out,['startperiod'],1642844,,,1610612759,35,31,2026-02-22T01:38:08Z,1630000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
