actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
169,PT12M00.00S,2026-01-18T01:36:52.7Z,2,REGULAR,period,start,[],0,,,1610612750,21,22,2026-01-18T01:36:52Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M40.00S,2026-01-18T01:37:12.2Z,2,REGULAR,2pt,Jump Shot,[],203944,82.7365308804205,70.34313725490196,1610612750,21,24,2026-01-18T01:37:15Z,1680000,False,102.0,110.0,1,right,J. Randle 14' turnaround Jump Shot (4 PTS),[203944],1610612750.0,MIN,turnaround,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,14.97,Made,4.0,,,,,,,,,,,,,,,,,
171,PT11M22.00S,2026-01-18T01:37:29.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642844,5.995400788436268,47.05882352941176,1610612759,23,24,2026-01-18T01:41:06Z,1690000,False,15.0,4.0,1,left,D. Harper driving Layup (2 PTS) (C. Bryant 1 AST),"[1642844, 1642868]",1610612759.0,SAS,driving,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,1.52,Made,2.0,,,,,,,,,,,C. Bryant,1642868.0,1.0,,,,
173,PT11M14.00S,2026-01-18T01:37:38.1Z,2,REGULAR,3pt,Jump Shot,[],203944,79.188567674113,91.66666666666666,1610612750,23,24,2026-01-18T01:37:42Z,1710000,False,208.0,143.0,1,right,MISS J. Randle 25' pullup 3PT,[203944],1610612750.0,MIN,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,,
174,PT11M11.00S,2026-01-18T01:37:41.1Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612759,23,24,2026-01-18T01:37:42Z,1720000,False,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,173.0,2.0,2.0,0.0,,,,,,,,,,,,,
175,PT11M03.00S,2026-01-18T01:37:47.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629640,4.28712220762155,55.88235294117647,1610612759,25,24,2026-01-18T01:41:56Z,1730000,False,-29.0,-12.0,1,left,K. Johnson running Layup (9 PTS) (D. Fox 3 AST),"[1629640, 1628368]",1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.18,Made,9.0,,,,,,,,,,,D. Fox,1628368.0,3.0,,,,
177,PT10M40.00S,2026-01-18T01:38:11.4Z,2,REGULAR,turnover,bad pass,[],201144,,,1610612750,25,24,2026-01-18T01:38:17Z,1750000,False,,,0,,M. Conley bad pass TURNOVER (1 TO),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,,,,,,,,,,,
179,PT10M38.00S,2026-01-18T01:38:18.9Z,2,REGULAR,foul,personal,[],201144,,,1610612759,25,24,2026-01-18T01:39:18Z,1770000,False,,,0,,M. Conley loose ball personal FOUL (2 PF),"[201144, 1628368]",1610612750.0,MIN,loose ball,,,Conley,M. Conley,,,,,Mid-Range,8-16 Right,,,,,,,,1627962.0,,,,,,,,,2.0,0.0,Fox,1628368.0
181,PT10M26.00S,2026-01-18T01:38:48.2Z,2,REGULAR,foul,personal,['2freethrow'],1642866,,,1610612759,25,24,2026-01-18T01:39:02Z,1790000,False,,,0,,J. Beringer shooting personal FOUL (2 PF) (Wembanyama 2 FT),"[1642866, 1641705]",1610612750.0,MIN,shooting,,,Beringer,J. Beringer,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1628480.0,,,,,,,,,2.0,0.0,Wembanyama,1641705.0
183,PT10M26.00S,2026-01-18T01:39:14.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1641705,,,1610612759,26,24,2026-01-18T01:39:14Z,1810000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (4 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
184,PT10M26.00S,2026-01-18T01:39:15.2Z,2,REGULAR,substitution,out,[],201144,,,1610612759,26,24,2026-01-18T01:39:26Z,1820000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M26.00S,2026-01-18T01:39:15.2Z,2,REGULAR,substitution,out,[],203944,,,1610612759,26,24,2026-01-18T01:39:26Z,1830000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M26.00S,2026-01-18T01:39:15.2Z,2,REGULAR,substitution,in,[],1630538,,,1610612759,26,24,2026-01-18T01:39:26Z,1840000,False,,,0,,SUB in: B. Hyland,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M26.00S,2026-01-18T01:39:15.2Z,2,REGULAR,substitution,in,[],1630183,,,1610612759,26,24,2026-01-18T01:39:26Z,1850000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M26.00S,2026-01-18T01:39:38.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1641705,,,1610612759,27,24,2026-01-18T01:39:38Z,1860000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (5 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
189,PT10M08.00S,2026-01-18T01:39:56.9Z,2,REGULAR,3pt,Jump Shot,[],1628978,96.40275952693824,3.1862745098039214,1610612750,27,27,2026-01-18T01:40:01Z,1870000,False,-234.0,-19.0,1,right,D. DiVincenzo 3PT  (3 PTS) (B. Hyland 1 AST),"[1628978, 1630538]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,23.48,Made,3.0,,,,,,,,,,,B. Hyland,1630538.0,1.0,,,,
191,PT09M58.00S,2026-01-18T01:40:06.7Z,2,REGULAR,3pt,Jump Shot,[],1641705,34.247700394218136,38.48039215686275,1610612759,27,27,2026-01-18T01:43:27Z,1890000,False,58.0,269.0,1,left,MISS V. Wembanyama 27' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,27.55,Missed,,,,,,,,,,,,,,,,,,
192,PT09M54.00S,2026-01-18T01:40:10.7Z,2,REGULAR,rebound,defensive,[],1630538,,,1610612750,27,27,2026-01-18T01:43:27Z,1900000,False,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,,,,191.0,1.0,1.0,0.0,,,,,,,,,,,,,
193,PT09M46.00S,2026-01-18T01:40:18.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,94.56307490144546,42.64705882352941,1610612750,27,27,2026-01-18T01:43:50Z,1910000,False,-37.0,-1.0,1,right,MISS J. McDaniels driving floating Shot,[1630183],1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,,,,
194,PT09M43.00S,2026-01-18T01:40:21.5Z,2,REGULAR,rebound,offensive,[],1630183,,,1610612750,27,27,2026-01-18T01:43:50Z,1920000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,193.0,4.0,3.0,1.0,,,,,,,,,,,,,
195,PT09M43.00S,2026-01-18T01:40:21.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630183,94.40999984741211,50.0,1610612750,27,29,2026-01-18T01:40:21Z,1930000,False,0.0,0.0,1,right,J. McDaniels tip Layup (7 PTS),[1630183],1610612750.0,MIN,tip,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,0.0,Made,7.0,,,,,,,,,,,,,,,,,
196,PT09M32.00S,2026-01-18T01:40:33.1Z,2,REGULAR,3pt,Jump Shot,[],1642844,32.14520367936925,38.970588235294116,1610612759,30,29,2026-01-18T01:40:42Z,1940000,False,55.0,250.0,1,left,D. Harper 25' 3PT pullup (5 PTS),[1642844],1610612759.0,SAS,pullup,,,Harper,D. Harper,,,,,Above the Break 3,24+ Center,25.57,Made,5.0,,,,,,,,,,,,,,,,,
197,PT09M16.00S,2026-01-18T01:40:48.2Z,2,REGULAR,2pt,Jump Shot,[],1630183,89.56964520367937,32.84313725490196,1610612750,30,29,2026-01-18T01:40:51Z,1950000,False,-86.0,46.0,1,right,MISS J. McDaniels 9' fadeaway Shot,[1630183],1610612750.0,MIN,fadeaway,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,9.71,Missed,,,,,,,,,,,,,,,,,,
198,PT09M14.00S,2026-01-18T01:40:50.1Z,2,REGULAR,rebound,defensive,[],1642844,,,1610612759,30,29,2026-01-18T01:40:50Z,1960000,False,,,0,,D. Harper REBOUND (Off:0 Def:3),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Mid-Range,8-16 Left,,,,197.0,3.0,3.0,0.0,,,,,,,,,,,,,
199,PT09M10.00S,2026-01-18T01:40:57.2Z,2,REGULAR,foul,personal,['2freethrow'],1642866,,,1610612759,30,29,2026-01-18T01:41:22Z,1970000,False,,,0,,J. Beringer shooting personal FOUL (3 PF) (Wembanyama 2 FT),"[1642866, 1641705]",1610612750.0,MIN,shooting,,,Beringer,J. Beringer,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627962.0,,,,,,,,,3.0,0.0,Wembanyama,1641705.0
201,PT09M10.00S,2026-01-18T01:41:31.4Z,2,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,31,29,2026-01-18T01:45:41Z,1990000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (6 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
202,PT09M10.00S,2026-01-18T01:41:32.6Z,2,REGULAR,substitution,out,[],1642844,,,1610612759,31,29,2026-01-18T01:41:42Z,2000000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M10.00S,2026-01-18T01:41:32.6Z,2,REGULAR,substitution,out,[],1629640,,,1610612759,31,29,2026-01-18T01:41:42Z,2010000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M10.00S,2026-01-18T01:41:32.6Z,2,REGULAR,substitution,out,[],1642866,,,1610612759,31,29,2026-01-18T01:41:42Z,2020000,False,,,0,,SUB out: J. Beringer,[1642866],1610612750.0,MIN,,,,Beringer,J. Beringer,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M10.00S,2026-01-18T01:41:32.6Z,2,REGULAR,substitution,in,[],203084,,,1610612759,31,29,2026-01-18T01:41:42Z,2030000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M10.00S,2026-01-18T01:41:32.6Z,2,REGULAR,substitution,in,[],1630577,,,1610612759,31,29,2026-01-18T01:41:42Z,2040000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M10.00S,2026-01-18T01:41:32.6Z,2,REGULAR,substitution,in,[],203944,,,1610612759,31,29,2026-01-18T01:41:42Z,2050000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M10.00S,2026-01-18T01:41:31.4Z,2,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,32,29,2026-01-18T01:45:41Z,2060000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (7 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
209,PT09M00.00S,2026-01-18T01:42:07.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,80.50262812089356,49.754901960784316,1610612750,32,29,2026-01-18T01:42:13Z,2070000,False,-1.0,131.0,1,right,MISS D. DiVincenzo 13' pullup Shot,[1628978],1610612750.0,MIN,pullup,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Center,13.08,Missed,,,,,,,,,,,,,,,,,,
210,PT08M55.00S,2026-01-18T01:42:12.8Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,32,29,2026-01-18T01:42:13Z,2080000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,209.0,2.0,2.0,0.0,,,,,,,,,,,,,
211,PT08M48.00S,2026-01-18T01:42:19.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,5.863994743758213,48.529411764705884,1610612759,34,29,2026-01-18T01:42:22Z,2090000,False,7.0,3.0,1,left,D. Fox driving finger roll Layup (8 PTS),[1628368],1610612759.0,SAS,driving finger roll,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,0.78,Made,8.0,,,,,,,,,,,,,,,,,
212,PT08M25.00S,2026-01-18T01:42:42.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630183,93.51182654402102,49.01960784313725,1610612750,34,31,2026-01-18T01:42:47Z,2100000,False,-5.0,8.0,1,right,J. McDaniels cutting DUNK (9 PTS) (J. Clark 2 AST),"[1630183, 1641740]",1610612750.0,MIN,cutting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,0.98,Made,9.0,,,,,,,,,,,J. Clark,1641740.0,2.0,,,,
214,PT08M08.00S,2026-01-18T01:42:59.6Z,2,REGULAR,3pt,Jump Shot,[],1641705,33.327858081471746,48.77450980392157,1610612759,34,31,2026-01-18T01:43:04Z,2120000,False,6.0,261.0,1,left,MISS V. Wembanyama 26' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,26.09,Missed,,,,,,,,,,,,,,,,,,
215,PT08M07.00S,2026-01-18T01:43:01.2Z,2,REGULAR,rebound,offensive,[],1642868,,,1610612759,34,31,2026-01-18T01:43:01Z,2130000,False,,,0,,C. Bryant REBOUND (Off:1 Def:0),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,Above the Break 3,24+ Center,,,,214.0,1.0,0.0,1.0,,,,,,,,,,,,,
216,PT08M04.00S,2026-01-18T01:43:03.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630577,30.436925098554536,30.14705882352941,1610612759,34,31,2026-01-18T01:43:06Z,2140000,False,99.0,234.0,1,left,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
217,PT08M02.00S,2026-01-18T01:43:04.8Z,2,REGULAR,rebound,offensive,[],1642868,,,1610612759,34,31,2026-01-18T01:43:04Z,2150000,False,,,0,,C. Bryant REBOUND (Off:2 Def:0),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,Above the Break 3,24+ Right Center,,,,216.0,2.0,0.0,2.0,,,,,,,,,,,,,
219,PT07M59.00S,2026-01-18T01:43:16.5Z,2,REGULAR,substitution,out,[],1628368,,,1610612759,34,31,2026-01-18T01:43:29Z,2170000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M59.00S,2026-01-18T01:43:16.5Z,2,REGULAR,substitution,out,[],1642868,,,1610612759,34,31,2026-01-18T01:43:29Z,2180000,False,,,0,,SUB out: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M59.00S,2026-01-18T01:43:16.5Z,2,REGULAR,substitution,in,[],1642264,,,1610612759,34,31,2026-01-18T01:43:29Z,2190000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M59.00S,2026-01-18T01:43:16.5Z,2,REGULAR,substitution,in,[],1642844,,,1610612759,34,31,2026-01-18T01:43:29Z,2200000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M49.00S,2026-01-18T01:43:44.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642844,13.222733245729303,3.6764705882352944,1610612759,34,31,2026-01-18T01:43:52Z,2210000,False,232.0,72.0,1,left,MISS D. Harper 24' step back 3PT,[1642844],1610612759.0,SAS,step back,,,Harper,D. Harper,,,,,Right Corner 3,24+ Right,24.25,Missed,,,,,,,,,,,,,,,,,,
224,PT07M47.00S,2026-01-18T01:43:46.7Z,2,REGULAR,rebound,offensive,[],1641705,,,1610612759,34,31,2026-01-18T01:43:52Z,2220000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Right Corner 3,24+ Right,,,,223.0,3.0,2.0,1.0,,,,,,,,,,,,,
225,PT07M47.00S,2026-01-18T01:43:49.7Z,2,REGULAR,foul,personal,[],1641740,,,1610612759,34,31,2026-01-18T01:43:59Z,2230000,False,,,0,,J. Clark personal FOUL (1 PF),"[1641740, 1641705]",1610612750.0,MIN,,,,Clark,J. Clark,,,,,Mid-Range,8-16 Center,,,,,,,,1627962.0,,,,,,,,,1.0,0.0,Wembanyama,1641705.0
227,PT07M43.00S,2026-01-18T01:44:12.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1641705,17.559132720105126,71.32352941176471,1610612759,36,31,2026-01-18T01:47:45Z,2250000,False,-107.0,113.0,1,left,V. Wembanyama 15' turnaround fadeaway Jump Shot (9 PTS) (S. Castle 3 AST),"[1641705, 1642264]",1610612759.0,SAS,turnaround fadeaway,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,15.51,Made,9.0,,,,,,,,,,,S. Castle,1642264.0,3.0,,,,
229,PT07M31.00S,2026-01-18T01:44:24.4Z,2,REGULAR,3pt,Jump Shot,[],1628978,73.9323258869908,16.666666666666664,1610612750,36,31,2026-01-18T01:44:29Z,2270000,False,-167.0,193.0,1,right,MISS D. DiVincenzo 25' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,,
230,PT07M31.00S,2026-01-18T01:44:24.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,36,31,2026-01-18T01:44:29Z,2280000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,229.0,,,,,,,,,,,,,,,,
232,PT07M19.00S,2026-01-18T01:44:48.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203944,,,1610612759,36,31,2026-01-18T01:44:54Z,2300000,False,,,0,,J. Randle shooting personal FOUL (2 PF) (Wembanyama 2 FT),"[203944, 1641705]",1610612750.0,MIN,shooting,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,,,,,,,,1628480.0,,,,,,,,,2.0,0.0,Wembanyama,1641705.0
234,PT07M19.00S,2026-01-18T01:45:19.4Z,2,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,37,31,2026-01-18T01:45:19Z,2320000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (10 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
235,PT07M19.00S,2026-01-18T01:45:22.7Z,2,REGULAR,substitution,out,[],1641740,,,1610612759,37,31,2026-01-18T01:45:30Z,2330000,False,,,0,,SUB out: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M19.00S,2026-01-18T01:45:22.7Z,2,REGULAR,substitution,in,[],1630162,,,1610612759,37,31,2026-01-18T01:45:30Z,2340000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M19.00S,2026-01-18T01:45:50.5Z,2,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,38,31,2026-01-18T01:45:50Z,2350000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (11 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
238,PT07M08.00S,2026-01-18T01:46:04.9Z,2,REGULAR,3pt,Jump Shot,[],1630183,75.3777923784494,13.970588235294118,1610612750,38,31,2026-01-18T01:46:09Z,2360000,False,-180.0,179.0,1,right,MISS J. McDaniels 25' pullup 3PT,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,25.39,Missed,,,,,,,,,,,,,,,,,,
239,PT07M04.00S,2026-01-18T01:46:08.9Z,2,REGULAR,rebound,defensive,[],1630577,,,1610612759,38,31,2026-01-18T01:46:09Z,2370000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,238.0,2.0,2.0,0.0,,,,,,,,,,,,,
240,PT06M47.00S,2026-01-18T01:46:25.4Z,2,REGULAR,3pt,Jump Shot,[],1642264,31.225361366622867,61.76470588235294,1610612759,41,31,2026-01-18T01:46:30Z,2380000,False,-59.0,241.0,1,left,S. Castle 24' 3PT pullup (4 PTS) (J. Champagnie 1 AST),"[1642264, 1630577]",1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,24.81,Made,4.0,,,,,,,,,,,J. Champagnie,1630577.0,1.0,,,,
241,PT06M45.00S,2026-01-18T01:46:32.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,41,31,2026-01-18T01:46:32Z,2390000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M45.00S,2026-01-18T01:49:13.8Z,2,REGULAR,substitution,out,[],1641705,,,1610612750,41,31,2026-01-18T01:49:23Z,2400000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M45.00S,2026-01-18T01:49:13.8Z,2,REGULAR,substitution,in,[],1628436,,,1610612750,41,31,2026-01-18T01:49:23Z,2410000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M33.00S,2026-01-18T01:49:38.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,82.9993429697766,62.745098039215684,1610612750,41,33,2026-01-18T01:49:56Z,2420000,False,64.0,107.0,1,right,J. McDaniels 12' pullup Jump Shot (11 PTS) (A. Edwards 1 AST),"[1630183, 1630162]",1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Right,12.48,Made,11.0,,,,,,,,,,,A. Edwards,1630162.0,1.0,,,,
247,PT06M11.00S,2026-01-18T01:50:01.3Z,2,REGULAR,3pt,Jump Shot,[],203084,27.54599211563732,77.20588235294117,1610612759,44,33,2026-01-18T01:50:04Z,2440000,False,-136.0,206.0,1,left,H. Barnes 24' 3PT  (3 PTS) (S. Castle 4 AST),"[203084, 1642264]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,24.72,Made,3.0,,,,,,,,,,,S. Castle,1642264.0,4.0,,,,
249,PT05M58.00S,2026-01-18T01:50:13.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,94.43166885676742,46.32352941176471,1610612750,44,33,2026-01-18T01:50:17Z,2460000,False,-18.0,0.0,1,right,MISS J. Randle driving finger roll Layup,[203944],1610612750.0,MIN,driving finger roll,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
250,PT05M57.00S,2026-01-18T01:50:14.1Z,2,REGULAR,rebound,offensive,[],203944,,,1610612750,44,33,2026-01-18T01:50:14Z,2470000,False,,,0,,J. Randle REBOUND (Off:1 Def:2),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,249.0,3.0,2.0,1.0,,,,,,,,,,,,,
251,PT05M56.00S,2026-01-18T01:50:15.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628978,93.11760840998686,95.34313725490196,1610612750,44,33,2026-01-18T01:50:19Z,2480000,False,227.0,12.0,1,right,MISS D. DiVincenzo 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,22.7,Missed,,,,,,,,,,,,,,,,,,
252,PT05M54.00S,2026-01-18T01:50:17.8Z,2,REGULAR,rebound,defensive,[],1642264,,,1610612759,44,33,2026-01-18T01:50:19Z,2490000,False,,,0,,S. Castle REBOUND (Off:1 Def:2),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Right Corner 3,24+ Right,,,,251.0,3.0,2.0,1.0,,,,,,,,,,,,,
253,PT05M50.00S,2026-01-18T01:50:24.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612759,44,33,2026-01-18T01:50:32Z,2500000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Castle 2 FT),"[1630183, 1642264]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,1830.0,,,,,,,,,1.0,0.0,Castle,1642264.0
255,PT05M50.00S,2026-01-18T01:50:55.1Z,2,REGULAR,freethrow,1 of 2,[],1642264,,,1610612759,44,33,2026-01-18T01:50:55Z,2520000,False,,,0,,MISS S. Castle Free Throw 1 of 2,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
