actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-12-30T01:11:09.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-30T01:11:09Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M52.00S,2025-12-30T01:11:15.9Z,1,REGULAR,jumpball,recovered,[],1642264,,,1610612759,0,0,2025-12-30T01:11:16Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. J. Allen: Tip to S. Castle,"[1642264, 1641705, 1628386]",1610612759.0,SAS,startperiod,S. Castle,1642264.0,Castle,S. Castle,Wembanyama,1641705.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2025-12-30T01:11:30.7Z,1,REGULAR,3pt,Jump Shot,[],1628368,23.47240473061761,8.088235294117647,1610612759,0,0,2025-12-30T01:11:37Z,70000,False,210.0,168.0,1,left,MISS D. Fox 26' 3PT,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,26.87,Missed,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2025-12-30T01:11:35.7Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,0,2025-12-30T01:11:37Z,80000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M10.00S,2025-12-30T01:11:58.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,92.85479632063075,37.254901960784316,1610612739,0,0,2025-12-30T01:56:41Z,90000,False,-64.0,15.0,1,right,MISS J. Allen 6' floating Shot,[1628386],1610612739.0,CLE,floating,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,6.54,Missed,,,,,,,,,,,,,,,,,,
10,PT11M08.00S,2025-12-30T01:12:00.0Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,0,0,2025-12-30T01:12:02Z,100000,False,,,0,,E. Mobley REBOUND (Off:1 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,2.0,1.0,1.0,,,,,,,,,,,,,,
11,PT11M08.00S,2025-12-30T01:12:01.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630596,94.40999984741211,50.0,1610612739,0,2,2025-12-30T01:12:01Z,110000,False,0.0,0.0,1,right,E. Mobley tip Layup (2 PTS),[1630596],1610612739.0,CLE,tip,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
12,PT10M57.00S,2025-12-30T01:12:14.2Z,1,REGULAR,turnover,out-of-bounds,[],1630170,,,1610612759,0,2,2025-12-30T01:12:23Z,120000,False,,,0,,D. Vassell step out-of-bounds TURNOVER (1 TO),[1630170],1610612759.0,SAS,step,,,Vassell,D. Vassell,,,,,Left Corner 3,24+ Left,,,,,,,,1626301.0,1.0,,,,,,,,,,,
13,PT10M40.00S,2025-12-30T01:12:47.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628386,92.85479632063075,55.392156862745104,1610612739,0,2,2025-12-30T01:14:13Z,130000,False,27.0,15.0,1,right,MISS J. Allen driving finger roll Layup,[1628386],1610612739.0,CLE,driving finger roll,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,,,,,,,
14,PT10M40.00S,2025-12-30T01:12:47.4Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,0,2,2025-12-30T01:14:13Z,140000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M23.00S,2025-12-30T01:13:04.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,15.588042049934298,45.34313725490196,1610612759,0,2,2025-12-30T01:13:08Z,150000,False,23.0,94.0,1,left,MISS H. Barnes 9' fadeaway Shot,[203084],1610612759.0,SAS,fadeaway,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Center,9.68,Missed,,,,,,,,,,,,,,,,,,
16,PT10M21.00S,2025-12-30T01:13:06.4Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,0,2,2025-12-30T01:13:08Z,160000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),8-16 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
