actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-04-07T00:11:07.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-07T00:11:07Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-04-07T00:11:09.3Z,1,REGULAR,jumpball,recovered,[],1628368,,,1610612759,0,0,2026-04-07T00:11:09Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. J. Embiid: Tip to D. Fox,"[1628368, 1641705, 203954]",1610612759.0,SAS,startperiod,D. Fox,1628368.0,Fox,D. Fox,Wembanyama,1641705.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2026-04-07T00:11:18.5Z,1,REGULAR,3pt,Jump Shot,[],1641705,71.17279894875165,25.0,1610612759,0,0,2026-04-07T00:11:25Z,70000,False,-125.0,218.0,1,right,MISS V. Wembanyama 25' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,25.17,Missed,,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2026-04-07T00:11:21.5Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,0,0,2026-04-07T00:11:25Z,80000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M38.00S,2026-04-07T00:11:30.6Z,1,REGULAR,2pt,Jump Shot,[],203954,12.171484888304862,72.30392156862744,1610612755,0,0,2026-04-07T00:14:21Z,90000,False,-112.0,62.0,1,left,MISS J. Embiid 12' step back Shot,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,12.75,Missed,,,,,,,,,,,,,,,,,,
10,PT11M36.00S,2026-04-07T00:11:32.6Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,0,0,2026-04-07T00:14:21Z,100000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,8-16 Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M28.00S,2026-04-07T00:11:41.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,88.25558475689881,44.85294117647059,1610612759,0,0,2026-04-07T00:14:01Z,110000,False,-26.0,58.0,1,right,MISS V. Wembanyama 6' driving Layup - blocked,"[1641705, 203954]",1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,6.33,Missed,,,,,Embiid,203954.0,,,,,,,,,,,,
12,PT11M28.00S,2026-04-07T00:11:41.4Z,1,REGULAR,block,,[],203954,,,1610612759,0,0,2026-04-07T00:11:43Z,120000,False,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M26.00S,2026-04-07T00:11:43.4Z,1,REGULAR,rebound,offensive,[],1630170,,,1610612759,0,0,2026-04-07T00:14:01Z,130000,False,,,0,,D. Vassell REBOUND (Off:1 Def:0),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
15,PT11M24.00S,2026-04-07T00:11:48.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642264,67.36202365308804,54.41176470588235,1610612759,0,0,2026-04-07T00:14:57Z,150000,False,22.0,254.0,1,right,MISS S. Castle 25' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,25.53,Missed,,,,,,,,,,,,,,,,,,
