actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-10-28T00:14:00.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-10-28T00:14:00Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-10-28T00:14:03.4Z,1,REGULAR,jumpball,recovered,[],1630170,,,1610612759,0,0,2025-10-28T00:14:03Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. J. Poeltl: Tip to D. Vassell,"[1630170, 1641705, 1627751]",1610612759.0,SAS,startperiod,D. Vassell,1630170.0,Vassell,D. Vassell,Wembanyama,1641705.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2025-10-28T00:14:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,6.389618922470433,49.754901960784316,1610612759,2,0,2025-10-28T00:14:26Z,70000,False,1.0,8.0,1,left,S. Castle driving Layup (2 PTS) (D. Vassell 1 AST),"[1642264, 1630170]",1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,D. Vassell,1630170.0,1.0,,,,,,,,,,,,,,
9,PT11M18.00S,2025-10-28T00:14:41.9Z,1,REGULAR,turnover,lost ball,[],1627751,,,1610612761,2,0,2025-10-28T00:15:07Z,90000,False,,,0,,J. Poeltl lost ball TURNOVER (1 TO),"[1627751, 1642264]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Castle,1642264.0,,,,,,,,,,,
10,PT11M18.00S,2025-10-28T00:14:41.9Z,1,REGULAR,steal,,[],1642264,,,1610612759,2,0,2025-10-28T00:14:46Z,100000,False,,,0,,S. Castle STEAL (1 STL),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M08.00S,2025-10-28T00:14:51.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203084,25.04927726675427,82.84313725490196,1610612759,5,0,2025-10-28T00:14:58Z,110000,False,-164.0,183.0,1,left,H. Barnes 24' 3PT  (3 PTS) (J. Champagnie 1 AST),"[203084, 1630577]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,24.59,Made,3.0,J. Champagnie,1630577.0,1.0,,,,,,,,,,,,,,
13,PT10M45.00S,2025-10-28T00:15:15.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,85.10183968462549,58.82352941176471,1610612761,5,2,2025-10-28T00:17:20Z,130000,False,44.0,88.0,1,right,R. Barrett 9' driving floating Jump Shot (2 PTS) (I. Quickley 1 AST),"[1629628, 1630193]",1610612761.0,TOR,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,9.8,Made,2.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,,,
15,PT10M27.00S,2025-10-28T00:15:33.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,6.915243101182654,50.245098039215684,1610612759,7,2,2025-10-28T00:15:37Z,150000,False,-1.0,13.0,1,left,S. Castle driving Layup (4 PTS) (H. Barnes 1 AST),"[1642264, 203084]",1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,1.26,Made,4.0,H. Barnes,203084.0,1.0,,,,,,,,,,,,,,
17,PT10M19.00S,2025-10-28T00:15:41.4Z,1,REGULAR,turnover,bad pass,[],1629628,,,1610612761,7,2,2025-10-28T00:15:47Z,170000,False,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1630170]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Vassell,1630170.0,,,,,,,,,,,
18,PT10M19.00S,2025-10-28T00:15:41.4Z,1,REGULAR,steal,,[],1630170,,,1610612759,7,2,2025-10-28T00:15:43Z,180000,False,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
