actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
16,PT10M14.00S,2025-11-21T01:12:24.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,81.2910643889619,54.41176470588235,1610612759,2,5,2025-11-21T01:12:31Z,160000,False,22.0,123.0,1,right,D. Vassell 12' pullup Jump Shot (2 PTS) (L. Kornet 1 AST),"[1630170, 1628436]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,12.54,Made,2.0,,,,,L. Kornet,1628436.0,1.0,,,,,,,,,,
18,PT10M06.00S,2025-11-21T01:12:38.1Z,1,REGULAR,foul,personal,[],1628368,,,1610612737,2,5,2025-11-21T01:12:54Z,180000,False,,,0,,D. Fox personal FOUL (1 PF),"[1628368, 1630552]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1627541.0,1.0,0.0,Johnson,1630552.0,,,,,
20,PT09M58.00S,2025-11-21T01:13:03.8Z,1,REGULAR,3pt,Jump Shot,[],1642258,28.991458607095925,16.42156862745098,1610612737,2,5,2025-11-21T01:13:09Z,200000,False,168.0,220.0,1,left,MISS Z. Risacher 27' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,27.67,Missed,,,,,,,,,,,,,,,,,,
21,PT09M55.00S,2025-11-21T01:13:06.8Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,2,5,2025-11-21T01:13:09Z,210000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,
22,PT09M44.00S,2025-11-21T01:13:18.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,93.38042049934296,50.98039215686274,1610612759,4,5,2025-11-21T01:14:19Z,220000,False,5.0,10.0,1,right,L. Kornet driving Layup (2 PTS) (J. Champagnie 1 AST),"[1628436, 1630577]",1610612759.0,SAS,driving,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,1.09,Made,2.0,,,,,J. Champagnie,1630577.0,1.0,,,,,,,,,,
24,PT09M33.00S,2025-11-21T01:13:29.4Z,1,REGULAR,turnover,bad pass,[],1630552,,,1610612737,4,5,2025-11-21T01:13:36Z,240000,False,,,0,,J. Johnson bad pass TURNOVER (1 TO),"[1630552, 1628368]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Fox,1628368.0,,
25,PT09M33.00S,2025-11-21T01:13:29.4Z,1,REGULAR,steal,,[],1628368,,,1610612759,4,5,2025-11-21T01:13:31Z,250000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
26,PT09M25.00S,2025-11-21T01:13:37.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203084,90.75229960578186,4.166666666666666,1610612759,7,5,2025-11-21T01:13:42Z,260000,False,-229.0,34.0,1,right,H. Barnes 3PT  (3 PTS) (J. Champagnie 2 AST),"[203084, 1630577]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,23.18,Made,3.0,,,,,J. Champagnie,1630577.0,2.0,,,,,,,,,,
28,PT09M08.00S,2025-11-21T01:13:55.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,15.193823915900131,54.65686274509803,1610612737,7,5,2025-11-21T01:15:23Z,280000,False,-23.0,90.0,1,left,MISS K. Porziņģis 9' turnaround Shot,[204001],1610612737.0,ATL,turnaround,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),8-16 Center,9.33,Missed,,,,,,,,,,,,,,,,,,
29,PT09M06.00S,2025-11-21T01:13:57.8Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612759,7,5,2025-11-21T01:15:23Z,290000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Center,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,
30,PT08M54.00S,2025-11-21T01:14:07.7Z,1,REGULAR,3pt,Jump Shot,[],1630577,93.64323258869908,3.6764705882352944,1610612759,7,5,2025-11-21T01:14:12Z,300000,False,-232.0,7.0,1,right,MISS J. Champagnie 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
31,PT08M51.00S,2025-11-21T01:14:10.7Z,1,REGULAR,rebound,defensive,[],204001,,,1610612737,7,5,2025-11-21T01:14:12Z,310000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:2),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Left Corner 3,24+ Left,,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,,
32,PT08M42.00S,2025-11-21T01:14:19.8Z,1,REGULAR,3pt,Jump Shot,[],204001,28.597240473061763,19.607843137254903,1610612737,7,8,2025-11-21T01:14:24Z,320000,False,152.0,216.0,1,left,K. Porziņģis 26' 3PT  (5 PTS) (N. Alexander-Walker 1 AST),"[204001, 1629638]",1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Right Center,26.44,Made,5.0,,,,,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,
34,PT08M31.00S,2025-11-21T01:14:30.1Z,1,REGULAR,3pt,Jump Shot,[],203084,92.19776609724047,95.58823529411765,1610612759,7,8,2025-11-21T01:14:35Z,340000,False,228.0,21.0,1,right,MISS H. Barnes 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,22.88,Missed,,,,,,,,,,,,,,,,,,
35,PT08M29.00S,2025-11-21T01:14:32.1Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,7,8,2025-11-21T01:14:35Z,350000,False,,,0,,D. Daniels REBOUND (Off:0 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Right Corner 3,24+ Right,,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,
36,PT08M20.00S,2025-11-21T01:14:42.8Z,1,REGULAR,3pt,Jump Shot,[],1642258,9.149145860709593,96.81372549019608,1610612737,7,8,2025-11-21T01:14:47Z,360000,False,-234.0,34.0,1,left,MISS Z. Risacher 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Left Corner 3,24+ Left,23.65,Missed,,,,,,,,,,,,,,,,,,
37,PT08M15.00S,2025-11-21T01:14:47.8Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,7,8,2025-11-21T01:14:47Z,370000,False,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Left Corner 3,24+ Left,,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,,
38,PT08M12.00S,2025-11-21T01:14:49.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630577,75.50919842312747,86.51960784313727,1610612759,10,8,2025-11-21T01:14:59Z,380000,False,183.0,178.0,1,right,J. Champagnie 25' 3PT running (3 PTS) (D. Fox 1 AST),"[1630577, 1628368]",1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,25.48,Made,3.0,,,,,D. Fox,1628368.0,1.0,,,,,,,,,,
40,PT07M56.00S,2025-11-21T01:15:05.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,6.389618922470433,50.73529411764706,1610612737,10,10,2025-11-21T01:15:10Z,400000,False,-4.0,8.0,1,left,N. Alexander-Walker driving Layup (5 PTS),[1629638],1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,0.85,Made,5.0,,,,,,,,,,,,,,,,,
41,PT07M48.00S,2025-11-21T01:15:14.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630577,93.11760840998686,48.77450980392157,1610612759,10,10,2025-11-21T01:15:20Z,410000,False,-6.0,12.0,1,right,MISS J. Champagnie driving reverse Layup,[1630577],1610612759.0,SAS,driving reverse,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,1.36,Missed,,,,,,,,,,,,,,,,,,
43,PT07M45.00S,2025-11-21T01:15:17.3Z,1,REGULAR,rebound,defensive,[],204001,,,1610612737,10,10,2025-11-21T01:15:20Z,430000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:3),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,41.0,3.0,3.0,0.0,,,,,,,,,,,,,
44,PT07M41.00S,2025-11-21T01:15:21.6Z,1,REGULAR,3pt,Jump Shot,[],1630552,30.042706964520367,66.17647058823529,1610612737,10,13,2025-11-21T01:15:32Z,440000,False,-81.0,230.0,1,left,J. Johnson 24' 3PT pullup (3 PTS),[1630552],1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,24.37,Made,3.0,,,,,,,,,,,,,,,,,
45,PT07M31.00S,2025-11-21T01:15:31.5Z,1,REGULAR,3pt,Jump Shot,[],1628368,70.38436268068331,73.2843137254902,1610612759,13,13,2025-11-21T01:15:40Z,450000,False,116.0,226.0,1,right,D. Fox 25' 3PT pullup (3 PTS),[1628368],1610612759.0,SAS,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,25.41,Made,3.0,,,,,,,,,,,,,,,,,
46,PT07M13.00S,2025-11-21T01:15:48.4Z,1,REGULAR,2pt,Jump Shot,[],1629638,21.895532194480946,61.029411764705884,1610612737,13,15,2025-11-21T01:15:54Z,460000,False,-55.0,153.0,1,left,N. Alexander-Walker 16' pullup Jump Shot (7 PTS),[1629638],1610612737.0,ATL,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Left Center,16.29,Made,7.0,,,,,,,,,,,,,,,,,
47,PT07M12.00S,2025-11-21T01:15:53.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,13,15,2025-11-21T01:15:53Z,470000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M12.00S,2025-11-21T01:18:21.8Z,1,REGULAR,substitution,out,[],1628368,,,1610612759,13,15,2025-11-21T01:18:49Z,480000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M12.00S,2025-11-21T01:18:21.8Z,1,REGULAR,substitution,out,[],1628436,,,1610612759,13,15,2025-11-21T01:18:49Z,490000,False,,,0,,SUB out: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M12.00S,2025-11-21T01:18:21.8Z,1,REGULAR,substitution,out,[],204001,,,1610612759,13,15,2025-11-21T01:18:49Z,500000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M12.00S,2025-11-21T01:18:21.8Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,13,15,2025-11-21T01:18:49Z,510000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M12.00S,2025-11-21T01:18:21.8Z,1,REGULAR,substitution,in,[],1631110,,,1610612759,13,15,2025-11-21T01:18:49Z,520000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M12.00S,2025-11-21T01:18:21.8Z,1,REGULAR,substitution,in,[],1630168,,,1610612759,13,15,2025-11-21T01:18:49Z,530000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M52.00S,2025-11-21T01:19:12.0Z,1,REGULAR,2pt,Jump Shot,[],1631110,78.13731931668858,51.9607843137255,1610612759,13,15,2025-11-21T01:19:21Z,540000,False,10.0,153.0,1,right,MISS J. Sochan 15' Jump Shot,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Center,15.33,Missed,,,,,,,,,,,,,,,,,,
55,PT06M49.00S,2025-11-21T01:19:15.0Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,13,15,2025-11-21T01:19:21Z,550000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Center,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,
56,PT06M40.00S,2025-11-21T01:19:26.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,8.09789750328515,47.05882352941176,1610612737,13,15,2025-11-21T01:20:04Z,560000,False,15.0,24.0,1,left,MISS Z. Risacher driving finger roll Layup,[1642258],1610612737.0,ATL,driving finger roll,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,2.78,Missed,,,,,,,,,,,,,,,,,,
57,PT06M38.00S,2025-11-21T01:19:28.4Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,13,15,2025-11-21T01:20:04Z,570000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,
58,PT06M30.00S,2025-11-21T01:19:34.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629640,93.9060446780552,51.71568627450981,1610612759,15,15,2025-11-21T01:19:43Z,580000,False,9.0,5.0,1,right,K. Johnson running finger roll Layup (2 PTS),[1629640],1610612759.0,SAS,running finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,0.98,Made,2.0,,,,,,,,,,,,,,,,,
59,PT06M15.00S,2025-11-21T01:19:50.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,8.886333771353483,49.26470588235294,1610612737,15,15,2025-11-21T01:20:55Z,590000,False,4.0,31.0,1,left,MISS Z. Risacher cutting Layup,[1642258],1610612737.0,ATL,cutting,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,3.12,Missed,,,,,,,,,,,,,,,,,,
60,PT06M14.00S,2025-11-21T01:19:51.9Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,15,15,2025-11-21T01:20:55Z,600000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,59.0,1.0,0.0,1.0,,,,,,,,,,,,,
61,PT06M13.00S,2025-11-21T01:19:54.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630168,5.590000152587891,50.0,1610612737,15,17,2025-11-21T01:21:00Z,610000,False,0.0,0.0,1,left,O. Okongwu putback Layup (2 PTS),[1630168],1610612737.0,ATL,putback,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
62,PT05M59.00S,2025-11-21T01:20:05.7Z,1,REGULAR,3pt,Jump Shot,[],1630577,91.67214191852825,3.9215686274509802,1610612759,18,17,2025-11-21T01:20:12Z,620000,False,-230.0,26.0,1,right,J. Champagnie 3PT  (6 PTS) (J. Sochan 1 AST),"[1630577, 1631110]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,23.18,Made,6.0,,,,,J. Sochan,1631110.0,1.0,,,,,,,,,,
64,PT05M59.00S,2025-11-21T01:20:11.5Z,1,REGULAR,foul,personal,['1freethrow'],1630700,,,1610612759,18,17,2025-11-21T01:20:20Z,640000,False,,,0,,D. Daniels shooting personal FOUL (1 PF) (Champagnie 1 FT),"[1630700, 1630577]",1610612737.0,ATL,shooting,,,Daniels,D. Daniels,,,,,Left Corner 3,24+ Left,,,,,,,,,,,1627964.0,1.0,0.0,Champagnie,1630577.0,,,,,
66,PT05M59.00S,2025-11-21T01:20:40.9Z,1,REGULAR,freethrow,1 of 1,[],1630577,,,1610612759,19,17,2025-11-21T01:20:40Z,660000,False,,,0,,J. Champagnie Free Throw 1 of 1 (7 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
67,PT05M53.00S,2025-11-21T01:20:50.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,6.783837056504599,50.245098039215684,1610612737,19,17,2025-11-21T01:22:11Z,670000,False,-1.0,11.0,1,left,MISS D. Daniels driving finger roll Layup - blocked,"[1630700, 1630170]",1610612737.0,ATL,driving finger roll,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.14,Missed,,,,,,,,,,,,,,,,,Vassell,1630170.0
68,PT05M53.00S,2025-11-21T01:20:50.2Z,1,REGULAR,block,,[],1630170,,,1610612737,19,17,2025-11-21T01:20:53Z,680000,False,,,0,,D. Vassell BLOCK (1 BLK),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
69,PT05M51.00S,2025-11-21T01:20:52.2Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,19,17,2025-11-21T01:22:11Z,690000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,67.0,2.0,2.0,0.0,,,,,,,,,,,,,
70,PT05M46.00S,2025-11-21T01:20:56.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630577,73.01248357424441,18.38235294117647,1610612759,19,17,2025-11-21T01:21:08Z,700000,False,-158.0,201.0,1,right,MISS J. Champagnie 25' running 3PT,[1630577],1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,,
71,PT05M46.00S,2025-11-21T01:20:56.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,19,17,2025-11-21T01:21:08Z,710000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,70.0,,,,,,,,,,,,,,,,
73,PT05M46.00S,2025-11-21T01:21:02.3Z,1,REGULAR,substitution,out,[],1630577,,,1610612737,19,17,2025-11-21T01:21:11Z,730000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M46.00S,2025-11-21T01:21:02.3Z,1,REGULAR,substitution,in,[],203482,,,1610612737,19,17,2025-11-21T01:21:11Z,740000,False,,,0,,SUB in: K. Olynyk,[203482],1610612759.0,SAS,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M31.00S,2025-11-21T01:21:28.8Z,1,REGULAR,foul,personal,[],1630170,,,1610612737,19,17,2025-11-21T01:21:39Z,750000,False,,,0,,D. Vassell personal FOUL (1 PF),"[1630170, 1630700]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627964.0,1.0,0.0,Daniels,1630700.0,,,,,
77,PT05M24.00S,2025-11-21T01:21:53.8Z,1,REGULAR,3pt,Jump Shot,[],1629638,29.6484888304862,25.245098039215684,1610612737,19,17,2025-11-21T01:22:01Z,770000,False,124.0,226.0,1,left,MISS N. Alexander-Walker 25' step back 3PT,[1629638],1610612737.0,ATL,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
78,PT05M22.00S,2025-11-21T01:21:55.8Z,1,REGULAR,rebound,defensive,[],203084,,,1610612759,19,17,2025-11-21T01:22:48Z,780000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,,,
79,PT05M06.00S,2025-11-21T01:22:11.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,90.62089356110381,46.568627450980394,1610612759,19,17,2025-11-21T01:22:20Z,790000,False,-17.0,36.0,1,right,MISS J. Sochan pullup Shot - blocked,"[1631110, 1629638]",1610612759.0,SAS,pullup,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,3.96,Missed,,,,,,,,,,,,,,,,,Alexander-Walker,1629638.0
80,PT05M06.00S,2025-11-21T01:22:11.7Z,1,REGULAR,block,,[],1629638,,,1610612759,19,17,2025-11-21T01:22:14Z,800000,False,,,0,,N. Alexander-Walker BLOCK (1 BLK),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
81,PT05M02.00S,2025-11-21T01:22:15.7Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,19,17,2025-11-21T01:22:20Z,810000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,79.0,2.0,2.0,0.0,,,,,,,,,,,,,
