actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
83,PT05M31.00S,2025-10-26T18:26:27.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629640,94.82588699080158,66.66666666666666,1610612759,14,14,2025-10-26T18:26:34Z,830000,False,83.0,-4.0,1,right,K. Johnson 8' pullup Jump Shot (2 PTS) (D. Harper 2 AST),"[1629640, 1642844]",1610612759.0,SAS,,Johnson,K. Johnson,pullup,Mid-Range,8-16 Right,8.34,Made,,2.0,,,,,,,D. Harper,1642844.0,2.0,,,,,,,,,,,,
85,PT05M31.00S,2025-10-26T18:26:29.9Z,1,REGULAR,foul,personal,['1freethrow'],1642879,,,1610612759,14,14,2025-10-26T18:52:18Z,850000,False,,,0,,B. Saraf personal FOUL (2 PF) (Johnson 1 FT),"[1642879, 1629640]",1610612751.0,BKN,204059.0,Saraf,B. Saraf,,Mid-Range,8-16 Right,,,,,,,,,,,,,,2.0,0.0,Johnson,1629640.0,,,,,,,,
87,PT05M31.00S,2025-10-26T18:26:38.6Z,1,REGULAR,substitution,out,[],1629611,,,1610612759,14,14,2025-10-26T18:26:57Z,870000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M31.00S,2025-10-26T18:26:38.6Z,1,REGULAR,substitution,out,[],1629651,,,1610612759,14,14,2025-10-26T18:26:57Z,880000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M31.00S,2025-10-26T18:26:38.6Z,1,REGULAR,substitution,out,[],1642879,,,1610612759,14,14,2025-10-26T18:26:57Z,890000,False,,,0,,SUB out: B. Saraf,[1642879],1610612751.0,BKN,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M31.00S,2025-10-26T18:26:38.6Z,1,REGULAR,substitution,in,[],1642856,,,1610612759,14,14,2025-10-26T18:26:57Z,900000,False,,,0,,SUB in: E. Dëmin,[1642856],1610612751.0,BKN,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M31.00S,2025-10-26T18:26:38.6Z,1,REGULAR,substitution,in,[],1630533,,,1610612759,14,14,2025-10-26T18:26:57Z,910000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M31.00S,2025-10-26T18:26:38.6Z,1,REGULAR,substitution,in,[],1630549,,,1610612759,14,14,2025-10-26T18:26:57Z,920000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M31.00S,2025-10-26T18:27:03.7Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629640,,,1610612759,15,14,2025-10-26T18:27:03Z,930000,False,,,0,,K. Johnson Free Throw 1 of 1 (3 PTS),[1629640],1610612759.0,SAS,,Johnson,K. Johnson,,,,,Made,,3.0,,,,,,,,,,,,,,,,,,,,,
94,PT05M06.00S,2025-10-26T18:27:32.6Z,1,REGULAR,3pt,Jump Shot,[],1630533,5.995400788436268,97.54901960784314,1610612751,15,14,2025-10-26T18:27:38Z,940000,False,-238.0,4.0,1,left,MISS Z. Williams 3PT,[1630533],1610612751.0,BKN,,Williams,Z. Williams,,Left Corner 3,24+ Left,23.77,Missed,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M05.00S,2025-10-26T18:27:33.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,15,14,2025-10-26T18:27:38Z,950000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,Left Corner 3,24+ Left,,,94.0,,,,,,,,,,,,,,,,,,,,,,
97,PT05M00.00S,2025-10-26T18:27:55.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630560,22.946780551905388,66.42156862745098,1610612751,15,16,2025-10-26T18:28:03Z,970000,False,-82.0,163.0,1,left,C. Thomas 18' pullup Jump Shot (8 PTS) (D. Sharpe 1 AST),"[1630560, 1630549]",1610612751.0,BKN,,Thomas,C. Thomas,pullup,Mid-Range,16-24 Left Center,18.27,Made,,8.0,,,,,,,D. Sharpe,1630549.0,1.0,,,,,,,,,,,,
99,PT04M49.00S,2025-10-26T18:28:06.6Z,1,REGULAR,3pt,Jump Shot,[],1630577,96.00854139290408,1.715686274509804,1610612759,18,16,2025-10-26T18:28:11Z,990000,False,-241.0,-15.0,1,right,J. Champagnie 24' 3PT  (3 PTS) (D. Harper 3 AST),"[1630577, 1642844]",1610612759.0,SAS,,Champagnie,J. Champagnie,,Left Corner 3,24+ Left,24.19,Made,,3.0,,,,,,,D. Harper,1642844.0,3.0,,,,,,,,,,,,
101,PT04M35.00S,2025-10-26T18:28:21.1Z,1,REGULAR,3pt,Jump Shot,[],1630560,24.129434954007884,85.7843137254902,1610612751,18,19,2025-10-26T18:28:25Z,1010000,False,-179.0,174.0,1,left,C. Thomas 24' 3PT pullup (11 PTS),[1630560],1610612751.0,BKN,,Thomas,C. Thomas,pullup,Above the Break 3,24+ Left Center,24.98,Made,,11.0,,,,,,,,,,,,,,,,,,,,,
102,PT04M15.00S,2025-10-26T18:28:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,93.9060446780552,52.69607843137255,1610612759,18,19,2025-10-26T18:28:52Z,1020000,False,13.0,5.0,1,right,MISS D. Vassell driving Layup,[1630170],1610612759.0,SAS,,Vassell,D. Vassell,driving,Restricted Area,0-8 Center,1.43,Missed,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M15.00S,2025-10-26T18:28:43.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,18,19,2025-10-26T18:28:43Z,1030000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,Restricted Area,0-8 Center,,,102.0,,,,,,,,,,,,,,,,,,,,,,
105,PT04M15.00S,2025-10-26T18:28:45.9Z,1,REGULAR,substitution,out,[],1630577,,,1610612759,18,19,2025-10-26T18:28:51Z,1050000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M15.00S,2025-10-26T18:28:45.9Z,1,REGULAR,substitution,out,[],1629008,,,1610612759,18,19,2025-10-26T18:28:51Z,1060000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M15.00S,2025-10-26T18:28:45.9Z,1,REGULAR,substitution,in,[],1642264,,,1610612759,18,19,2025-10-26T18:28:51Z,1070000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M15.00S,2025-10-26T18:28:45.9Z,1,REGULAR,substitution,in,[],1641730,,,1610612759,18,19,2025-10-26T18:28:51Z,1080000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M13.00S,2025-10-26T18:29:05.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629640,96.27135348226018,2.2058823529411766,1610612759,21,19,2025-10-26T18:29:10Z,1090000,False,-239.0,-17.0,1,right,K. Johnson 3PT  (6 PTS) (D. Harper 4 AST),"[1629640, 1642844]",1610612759.0,SAS,,Johnson,K. Johnson,,Left Corner 3,24+ Left,23.96,Made,,6.0,,,,,,,D. Harper,1642844.0,4.0,,,,,,,,,,,,
111,PT03M48.00S,2025-10-26T18:29:30.7Z,1,REGULAR,2pt,Jump Shot,[],1630560,10.988830486202366,79.90196078431373,1610612751,21,19,2025-10-26T18:29:35Z,1110000,False,-150.0,51.0,1,left,MISS C. Thomas 15' turnaround fadeaway Shot,[1630560],1610612751.0,BKN,,Thomas,C. Thomas,turnaround fadeaway,Mid-Range,8-16 Left,15.79,Missed,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M47.00S,2025-10-26T18:29:32.0Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,21,19,2025-10-26T18:29:32Z,1120000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:0),[1630549],1610612751.0,BKN,,Sharpe,D. Sharpe,,Mid-Range,8-16 Left,,,111.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
114,PT03M42.00S,2025-10-26T18:29:36.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630549,8.754927726675426,55.88235294117647,1610612751,21,21,2025-10-26T18:29:46Z,1140000,False,-29.0,30.0,1,left,D. Sharpe Hook (2 PTS),[1630549],1610612751.0,BKN,,Sharpe,D. Sharpe,,Restricted Area,0-8 Center,4.19,Made,,2.0,,,,,,,,,,,,,,,,,,,,,
115,PT03M31.00S,2025-10-26T18:29:47.7Z,1,REGULAR,3pt,Jump Shot,[],1629640,96.5341655716163,95.09803921568627,1610612759,21,21,2025-10-26T18:29:51Z,1150000,False,225.0,-20.0,1,right,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,Johnson,K. Johnson,,Right Corner 3,24+ Right,22.64,Missed,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M29.00S,2025-10-26T18:29:49.7Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,21,21,2025-10-26T18:29:51Z,1160000,False,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,Thomas,C. Thomas,,Right Corner 3,24+ Right,,,115.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,
117,PT03M26.00S,2025-10-26T18:29:52.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642856,23.603810775295663,86.76470588235294,1610612751,21,21,2025-10-26T18:30:03Z,1170000,False,-184.0,169.0,1,left,MISS E. Dëmin 25' running pullup 3PT,[1642856],1610612751.0,BKN,,Dëmin,E. Dëmin,running pullup,Above the Break 3,24+ Left Center,25.0,Missed,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M21.00S,2025-10-26T18:29:57.9Z,1,REGULAR,rebound,defensive,[],1642844,,,1610612759,21,21,2025-10-26T18:29:59Z,1180000,False,,,0,,D. Harper REBOUND (Off:0 Def:2),[1642844],1610612759.0,SAS,,Harper,D. Harper,,Above the Break 3,24+ Left Center,,,117.0,,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,
119,PT03M18.00S,2025-10-26T18:30:03.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630533,,,1610612759,21,21,2025-10-26T18:30:13Z,1190000,False,,,0,,Z. Williams shooting personal FOUL (1 PF) (Johnson 2 FT),"[1630533, 1629640]",1610612751.0,BKN,1193.0,Williams,Z. Williams,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Johnson,1629640.0,,,,,,,,
121,PT03M18.00S,2025-10-26T18:30:38.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629640,,,1610612759,22,21,2025-10-26T18:30:38Z,1210000,False,,,0,,K. Johnson Free Throw 1 of 2 (7 PTS),[1629640],1610612759.0,SAS,,Johnson,K. Johnson,,,,,Made,,7.0,,,,,,,,,,,,,,,,,,,,,
122,PT03M18.00S,2025-10-26T18:30:39.1Z,1,REGULAR,substitution,out,[],202687,,,1610612759,22,21,2025-10-26T18:30:47Z,1220000,False,,,0,,SUB out: B. Biyombo,[202687],1610612759.0,SAS,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M18.00S,2025-10-26T18:30:39.1Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,22,21,2025-10-26T18:30:47Z,1230000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M18.00S,2025-10-26T18:30:39.1Z,1,REGULAR,substitution,in,[],1642868,,,1610612759,22,21,2025-10-26T18:30:47Z,1240000,False,,,0,,SUB in: C. Bryant,[1642868],1610612759.0,SAS,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M18.00S,2025-10-26T18:30:39.1Z,1,REGULAR,substitution,in,[],1641705,,,1610612759,22,21,2025-10-26T18:30:47Z,1250000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M18.00S,2025-10-26T18:30:53.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,22,21,2025-10-26T18:30:53Z,1260000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M18.00S,2025-10-26T18:33:54.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629640,,,1610612759,23,21,2025-10-26T18:33:54Z,1270000,False,,,0,,K. Johnson Free Throw 2 of 2 (8 PTS),[1629640],1610612759.0,SAS,,Johnson,K. Johnson,,,,,Made,,8.0,,,,,,,,,,,,,,,,,,,,,
128,PT03M08.00S,2025-10-26T18:34:08.7Z,1,REGULAR,foul,personal,[],1642868,,,1610612751,23,21,2025-10-26T18:34:14Z,1280000,False,,,0,,C. Bryant personal FOUL (1 PF),"[1642868, 1641730]",1610612759.0,SAS,204059.0,Bryant,C. Bryant,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1.0,0.0,Clowney,1641730.0,,,,,,,,
130,PT03M01.00S,2025-10-26T18:35:09.3Z,1,REGULAR,jumpball,recovered,[],1630560,,,1610612751,23,21,2025-10-26T18:37:42Z,1300000,False,,,0,,Jump Ball C. Thomas vs. K. Johnson: Tip to C. Thomas,"[1630560, 1630560, 1629640]",1610612751.0,BKN,,Thomas,C. Thomas,heldball,,,,,,,,,,,,,,,,,,,,,,C. Thomas,1630560.0,Thomas,1630560.0,Johnson,1629640.0
136,PT02M58.00S,2025-10-26T18:35:29.2Z,1,REGULAR,foul,offensive,['inpenalty'],1630549,,,1610612751,23,21,2025-10-26T18:36:50Z,1360000,False,,,0,,D. Sharpe offensive FOUL (1 PF),"[1630549, 1642264]",1610612751.0,BKN,204059.0,Sharpe,D. Sharpe,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1.0,0.0,Castle,1642264.0,,,,,,,,
138,PT02M58.00S,2025-10-26T18:35:29.2Z,1,REGULAR,turnover,offensive foul,[],1630549,,,1610612751,23,21,2025-10-26T18:35:29Z,1380000,False,,,0,,D. Sharpe offensive foul TURNOVER (1 TO),[1630549],1610612751.0,BKN,204059.0,Sharpe,D. Sharpe,,Mid-Range,16-24 Right Center,,,,,,,,1.0,,,,,,,,,,,,,,,,,
139,PT02M36.00S,2025-10-26T18:36:05.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,94.03745072273325,2.696078431372549,1610612759,26,21,2025-10-26T18:36:10Z,1390000,False,-237.0,4.0,1,right,K. Johnson 3PT  (11 PTS) (D. Harper 5 AST),"[1629640, 1642844]",1610612759.0,SAS,,Johnson,K. Johnson,,Left Corner 3,24+ Left,23.65,Made,,11.0,,,,,,,D. Harper,1642844.0,5.0,,,,,,,,,,,,
141,PT02M18.00S,2025-10-26T18:36:24.3Z,1,REGULAR,3pt,Jump Shot,[],1630533,6.521024967148489,96.07843137254902,1610612751,26,21,2025-10-26T18:38:02Z,1410000,False,-230.0,9.0,1,left,MISS Z. Williams 3PT,[1630533],1610612751.0,BKN,,Williams,Z. Williams,,Left Corner 3,24+ Left,23.06,Missed,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M18.00S,2025-10-26T18:36:24.3Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,26,21,2025-10-26T18:47:14Z,1420000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,Johnson,K. Johnson,,Left Corner 3,24+ Left,,,141.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,
143,PT02M07.00S,2025-10-26T18:36:37.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630533,,,1610612759,26,21,2025-10-26T18:36:44Z,1430000,False,,,0,,Z. Williams personal FOUL (2 PF) (Wembanyama 2 FT),"[1630533, 1641705]",1610612751.0,BKN,1193.0,Williams,Z. Williams,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,2.0,0.0,Wembanyama,1641705.0,,,,,,,,
145,PT02M07.00S,2025-10-26T18:37:21.3Z,1,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,27,21,2025-10-26T18:37:21Z,1450000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (1 PTS),[1641705],1610612759.0,SAS,,Wembanyama,V. Wembanyama,,,,,Made,,1.0,,,,,,,,,,,,,,,,,,,,,
146,PT02M07.00S,2025-10-26T18:37:23.2Z,1,REGULAR,substitution,out,[],1630560,,,1610612759,27,21,2025-10-26T18:37:32Z,1460000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M07.00S,2025-10-26T18:37:23.2Z,1,REGULAR,substitution,in,[],1631213,,,1610612759,27,21,2025-10-26T18:37:32Z,1470000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M07.00S,2025-10-26T18:37:42.0Z,1,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,28,21,2025-10-26T18:37:42Z,1480000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (2 PTS),[1641705],1610612759.0,SAS,,Wembanyama,V. Wembanyama,,,,,Made,,2.0,,,,,,,,,,,,,,,,,,,,,
149,PT01M46.00S,2025-10-26T18:38:02.7Z,1,REGULAR,3pt,Jump Shot,[],1642856,30.962549277266753,66.91176470588235,1610612751,28,21,2025-10-26T18:38:38Z,1490000,False,-85.0,239.0,1,left,MISS E. Dëmin 25' 3PT,[1642856],1610612751.0,BKN,,Dëmin,E. Dëmin,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M41.00S,2025-10-26T18:38:07.7Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,28,21,2025-10-26T18:38:38Z,1500000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:5),[1641705],1610612759.0,SAS,,Wembanyama,V. Wembanyama,,Above the Break 3,24+ Left Center,,,149.0,,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,
151,PT01M41.00S,2025-10-26T18:38:13.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642856,,,1610612759,28,21,2025-10-26T18:38:34Z,1510000,False,,,0,,E. Dëmin shooting personal FOUL (1 PF) (Bryant 2 FT),"[1642856, 1642868]",1610612751.0,BKN,200833.0,Dëmin,E. Dëmin,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Bryant,1642868.0,,,,,,,,
153,PT01M41.00S,2025-10-26T18:38:38.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1642868,,,1610612759,29,21,2025-10-26T18:38:38Z,1530000,False,,,0,,C. Bryant Free Throw 1 of 2 (1 PTS),[1642868],1610612759.0,SAS,,Bryant,C. Bryant,,,,,Made,,1.0,,,,,,,,,,,,,,,,,,,,,
154,PT01M41.00S,2025-10-26T18:38:52.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1642868,,,1610612759,30,21,2025-10-26T18:38:52Z,1540000,False,,,0,,C. Bryant Free Throw 2 of 2 (2 PTS),[1642868],1610612759.0,SAS,,Bryant,C. Bryant,,,,,Made,,2.0,,,,,,,,,,,,,,,,,,,,,
155,PT01M17.00S,2025-10-26T18:39:20.3Z,1,REGULAR,3pt,Jump Shot,[],1642856,26.62614980289093,81.37254901960785,1610612751,30,21,2025-10-26T18:39:24Z,1550000,False,-157.0,198.0,1,left,MISS E. Dëmin 25' 3PT,[1642856],1610612751.0,BKN,,Dëmin,E. Dëmin,,Above the Break 3,24+ Left Center,25.25,Missed,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M14.00S,2025-10-26T18:39:23.3Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,30,21,2025-10-26T18:39:24Z,1560000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,Castle,S. Castle,,Above the Break 3,24+ Left Center,,,155.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,
157,PT01M12.00S,2025-10-26T18:39:27.6Z,1,REGULAR,turnover,out-of-bounds,[],1642868,,,1610612759,30,21,2025-10-26T18:39:34Z,1570000,False,,,0,,C. Bryant step out-of-bounds TURNOVER (1 TO),[1642868],1610612759.0,SAS,1193.0,Bryant,C. Bryant,step,Left Corner 3,24+ Left,,,,,,,,1.0,,,,,,,,,,,,,,,,,
158,PT01M12.00S,2025-10-26T18:39:36.4Z,1,REGULAR,substitution,out,[],1642844,,,1610612751,30,21,2025-10-26T18:39:39Z,1580000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M12.00S,2025-10-26T18:39:36.4Z,1,REGULAR,substitution,in,[],1629162,,,1610612751,30,21,2025-10-26T18:39:39Z,1590000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612759.0,SAS,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M02.00S,2025-10-26T18:40:00.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641730,27.808804204993432,17.647058823529413,1610612751,30,21,2025-10-26T18:40:08Z,1600000,False,162.0,209.0,1,left,MISS N. Clowney 26' 3PT,[1641730],1610612751.0,BKN,,Clowney,N. Clowney,,Above the Break 3,24+ Right Center,26.42,Missed,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M59.80S,2025-10-26T18:40:05.8Z,1,REGULAR,rebound,offensive,[],1630533,,,1610612751,30,21,2025-10-26T18:40:05Z,1610000,False,,,0,,Z. Williams REBOUND (Off:1 Def:0),[1630533],1610612751.0,BKN,,Williams,Z. Williams,,Above the Break 3,24+ Right Center,,,160.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
162,PT00M59.80S,2025-10-26T18:40:06.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629162,,,1610612751,30,21,2025-10-26T18:40:12Z,1620000,False,,,0,,J. McLaughlin shooting personal FOUL (1 PF) (Williams 2 FT),"[1629162, 1630533]",1610612759.0,SAS,200833.0,McLaughlin,J. McLaughlin,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Williams,1630533.0,,,,,,,,
164,PT00M59.80S,2025-10-26T18:40:33.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630533,,,1610612751,30,22,2025-10-26T18:40:33Z,1640000,False,,,0,,Z. Williams Free Throw 1 of 2 (1 PTS),[1630533],1610612751.0,BKN,,Williams,Z. Williams,,,,,Made,,1.0,,,,,,,,,,,,,,,,,,,,,
165,PT00M59.80S,2025-10-26T18:40:52.3Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630533,,,1610612751,30,23,2025-10-26T18:40:52Z,1650000,False,,,0,,Z. Williams Free Throw 2 of 2 (2 PTS),[1630533],1610612751.0,BKN,,Williams,Z. Williams,,,,,Made,,2.0,,,,,,,,,,,,,,,,,,,,,
166,PT00M48.70S,2025-10-26T18:41:04.6Z,1,REGULAR,turnover,bad pass,[],1642264,,,1610612759,30,23,2025-10-26T18:41:11Z,1660000,False,,,0,,S. Castle bad pass TURNOVER (3 TO),"[1642264, 1630549]",1610612759.0,SAS,,Castle,S. Castle,,Above the Break 3,24+ Left Center,,,,,,,,3.0,Sharpe,1630549.0,,,,,,,,,,,,,,,
167,PT00M48.70S,2025-10-26T18:41:04.6Z,1,REGULAR,steal,,[],1630549,,,1610612751,30,23,2025-10-26T18:41:06Z,1670000,False,,,0,,D. Sharpe STEAL (1 STL),[1630549],1610612751.0,BKN,,Sharpe,D. Sharpe,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M31.50S,2025-10-26T18:41:44.7Z,1,REGULAR,turnover,bad pass,[],1631213,,,1610612751,30,23,2025-10-26T18:41:52Z,1690000,False,,,0,,T. Martin bad pass TURNOVER (1 TO),"[1631213, 1641705]",1610612751.0,BKN,,Martin,T. Martin,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,
170,PT00M31.50S,2025-10-26T18:41:44.7Z,1,REGULAR,steal,,[],1641705,,,1610612759,30,23,2025-10-26T18:41:46Z,1700000,False,,,0,,V. Wembanyama STEAL (1 STL),[1641705],1610612759.0,SAS,,Wembanyama,V. Wembanyama,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M27.30S,2025-10-26T18:41:54.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631213,,,1610612759,30,23,2025-10-26T18:42:08Z,1710000,False,,,0,,T. Martin personal FOUL (1 PF) (Wembanyama 2 FT),"[1631213, 1641705]",1610612751.0,BKN,200833.0,Martin,T. Martin,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,0.0,Wembanyama,1641705.0,,,,,,,,
173,PT00M27.30S,2025-10-26T18:42:22.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1641705,,,1610612759,31,23,2025-10-26T18:42:52Z,1730000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (3 PTS),[1641705],1610612759.0,SAS,,Wembanyama,V. Wembanyama,,,,,Made,,3.0,,,,,,,,,,,,,,,,,,,,,
174,PT00M27.30S,2025-10-26T18:42:22.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1641705,,,1610612759,31,23,2025-10-26T18:42:52Z,1740000,False,,,0,,MISS V. Wembanyama Free Throw 2 of 2,[1641705],1610612759.0,SAS,,Wembanyama,V. Wembanyama,,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M25.30S,2025-10-26T18:42:24.3Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,31,23,2025-10-26T18:42:52Z,1750000,False,,,0,,N. Clowney REBOUND (Off:0 Def:1),[1641730],1610612751.0,BKN,,Clowney,N. Clowney,,,,,,174.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,
