actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-11T00:13:08.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-11T00:13:08Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M52.00S,2026-03-11T00:13:15.3Z,1,REGULAR,jumpball,recovered,[],1642264,,,1610612759,0,0,2026-03-11T00:13:15Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. N. Queta: Tip to S. Castle,"[1642264, 1641705, 1629674]",1610612759.0,SAS,startperiod,S. Castle,1642264.0,Castle,S. Castle,Wembanyama,1641705.0,Queta,1629674.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2026-03-11T00:13:23.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,93.9060446780552,56.127450980392155,1610612759,0,0,2026-03-11T00:14:29Z,70000,False,31.0,5.0,1,right,MISS D. Vassell driving floating bank Shot,[1630170],1610612759.0,SAS,driving floating bank,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2026-03-11T00:13:24.7Z,1,REGULAR,rebound,defensive,[],1629674,,,1610612738,0,0,2026-03-11T00:13:33Z,80000,False,,,0,,N. Queta REBOUND (Off:0 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2026-03-11T00:13:38.0Z,1,REGULAR,2pt,Jump Shot,[],1627759,25.312089356110377,40.68627450980392,1610612738,0,0,2026-03-11T00:13:54Z,90000,False,47.0,185.0,1,left,MISS J. Brown 19' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,19.12,Missed,,,,,,,,,,,,,,,,,,
10,PT11M29.00S,2026-03-11T00:13:38.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,0,0,2026-03-11T00:13:54Z,100000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,16-24 Center,,,9.0,,,,,,,,,,,,,,,,,
13,PT11M18.00S,2026-03-11T00:14:05.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,94.40999984741211,50.0,1610612759,2,0,2026-03-11T00:24:32Z,130000,False,0.0,0.0,1,right,V. Wembanyama Layup (2 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
14,PT11M03.00S,2026-03-11T00:14:15.6Z,1,REGULAR,3pt,Jump Shot,[],1628401,31.09395532194481,18.627450980392158,1610612738,2,3,2026-03-11T00:17:53Z,140000,False,157.0,240.0,1,left,D. White 28' 3PT  (3 PTS) (J. Brown 1 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,28.66,Made,,,,,3.0,J. Brown,1627759.0,1.0,,,,,,,,,,
16,PT10M53.00S,2026-03-11T00:14:25.0Z,1,REGULAR,3pt,Jump Shot,[],1641705,66.96780551905388,58.333333333333336,1610612759,2,3,2026-03-11T00:14:30Z,160000,False,42.0,258.0,1,right,MISS V. Wembanyama 26' pullup 3PT,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,26.13,Missed,,,,,,,,,,,,,,,,,,
17,PT10M50.00S,2026-03-11T00:14:28.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,2,3,2026-03-11T00:14:30Z,170000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
