actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
15,PT10M53.00S,2024-01-04T01:11:47.2Z,1,REGULAR,turnover,lost ball,[],1628991,,,1610612763,0,0,2024-01-04T01:11:50Z,150000,False,,,0,,J. Jackson Jr. lost ball TURNOVER (1 TO),"[1628991, 1627783]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,1.0,Siakam,1627783.0,,,,,,,,,,,,,,,,,
16,PT10M53.00S,2024-01-04T01:11:47.2Z,1,REGULAR,steal,,[],1627783,,,1610612761,0,0,2024-01-04T01:11:49Z,160000,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
17,PT10M50.00S,2024-01-04T01:11:50.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,6.258212877792378,48.77450980392157,1610612761,0,2,2024-01-04T01:11:54Z,170000,False,6.0,6.0,1,left,P. Siakam running finger roll Layup (2 PTS) (S. Barnes 1 AST),"[1627783, 1630567]",1610612761.0,TOR,running finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,0.88,Made,,,,,2.0,S. Barnes,1630567.0,1.0,,,,,,,
19,PT10M36.00S,2024-01-04T01:12:04.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,93.51182654402102,49.754901960784316,1610612763,0,2,2024-01-04T01:12:07Z,190000,False,-1.0,8.0,1,right,MISS X. Tillman cutting Layup,[1630214],1610612763.0,MEM,cutting,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,0.86,Missed,,,,,,,,,,,,,,,
20,PT10M35.00S,2024-01-04T01:12:05.7Z,1,REGULAR,rebound,offensive,[],1630214,,,1610612763,0,2,2024-01-04T01:12:05Z,200000,False,,,0,,X. Tillman REBOUND (Off:1 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,,,19.0,2.0,1.0,1.0,,,,,,,,,,,
21,PT10M33.00S,2024-01-04T01:12:07.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203935,66.44218134034165,50.98039215686274,1610612763,0,2,2024-01-04T01:12:12Z,210000,False,5.0,263.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,26.29,Missed,,,,,,,,,,,,,,,
22,PT10M30.00S,2024-01-04T01:12:10.5Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,0,2,2024-01-04T01:12:12Z,220000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,
23,PT10M26.00S,2024-01-04T01:12:14.7Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630193,10.068988173455978,31.862745098039213,1610612761,0,2,2024-01-04T01:12:29Z,230000,False,91.0,42.0,1,left,MISS I. Quickley 10' fadeaway Shot,[1630193],1610612761.0,TOR,fadeaway,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,,,,10.0,Missed,,,,,,,,,,,,,,,
24,PT10M22.00S,2024-01-04T01:12:18.7Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,0,2,2024-01-04T01:12:20Z,240000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Right,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,
25,PT10M10.00S,2024-01-04T01:12:30.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,93.11760840998686,46.07843137254902,1610612763,2,2,2024-01-04T01:12:34Z,250000,False,-20.0,12.0,1,right,J. Jackson Jr. cutting finger roll Layup (2 PTS) (J. Morant 1 AST),"[1628991, 1629630]",1610612763.0,MEM,cutting finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,2.31,Made,,,,,2.0,J. Morant,1629630.0,1.0,,,,,,,
27,PT09M53.00S,2024-01-04T01:12:47.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,7.30946123521682,46.81372549019608,1610612761,2,4,2024-01-04T01:12:51Z,270000,False,16.0,16.0,1,left,S. Barnes driving floating Jump Shot (2 PTS),[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,2.27,Made,,,,,2.0,,,,,,,,,,
29,PT09M42.00S,2024-01-04T01:12:58.1Z,1,REGULAR,3pt,Jump Shot,[],1630217,66.96780551905388,50.98039215686274,1610612763,2,4,2024-01-04T01:13:01Z,290000,False,5.0,258.0,1,right,MISS D. Bane 25' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,25.8,Missed,,,,,,,,,,,,,,,
30,PT09M39.00S,2024-01-04T01:13:01.1Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,2,4,2024-01-04T01:13:01Z,300000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Center,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,
31,PT09M29.00S,2024-01-04T01:13:11.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,15.982260183968464,42.40196078431372,1610612761,2,6,2024-01-04T01:13:16Z,310000,False,38.0,98.0,1,left,J. Poeltl 10' floating Jump Shot (2 PTS) (R. Barrett 1 AST),"[1627751, 1629628]",1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,10.48,Made,,,,,2.0,R. Barrett,1629628.0,1.0,,,,,,,
33,PT09M15.00S,2024-01-04T01:13:25.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,93.77463863337714,52.69607843137255,1610612763,4,6,2024-01-04T01:13:29Z,330000,False,13.0,6.0,1,right,D. Bane cutting finger roll Layup (2 PTS) (J. Morant 2 AST),"[1630217, 1629630]",1610612763.0,MEM,cutting finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,1.48,Made,,,,,2.0,J. Morant,1629630.0,2.0,,,,,,,
35,PT09M06.00S,2024-01-04T01:13:33.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,10.726018396846255,39.705882352941174,1610612761,4,6,2024-01-04T01:13:37Z,350000,False,51.0,48.0,1,left,MISS I. Quickley 7' driving floating Shot - blocked,"[1630193, 1628991]",1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,7.06,Missed,,,,,,,,,Jackson Jr.,1628991.0,,,,,
36,PT09M06.00S,2024-01-04T01:13:33.9Z,1,REGULAR,block,,[],1628991,,,1610612761,4,6,2024-01-04T01:13:36Z,360000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
37,PT09M03.00S,2024-01-04T01:13:36.9Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,4,6,2024-01-04T01:13:37Z,370000,False,,,0,,X. Tillman REBOUND (Off:1 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,35.0,3.0,2.0,1.0,,,,,,,,,,,
38,PT08M49.00S,2024-01-04T01:13:51.7Z,1,REGULAR,2pt,Jump Shot,[],1629630,91.67214191852825,12.990196078431374,1610612763,6,6,2024-01-04T01:13:55Z,380000,False,-185.0,26.0,1,right,J. Morant 18' step back Jump Shot (2 PTS),[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,Mid-Range,16-24 Left,,,,18.68,Made,,,,,2.0,,,,,,,,,,
39,PT08M29.00S,2024-01-04T01:14:10.8Z,1,REGULAR,3pt,Jump Shot,[],1629628,29.6484888304862,29.901960784313726,1610612761,6,9,2024-01-04T01:14:17Z,390000,False,100.0,226.0,1,left,R. Barrett 24' 3PT  (3 PTS) (S. Barnes 2 AST),"[1629628, 1630567]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,24.75,Made,,,,,3.0,S. Barnes,1630567.0,2.0,,,,,,,
41,PT08M15.00S,2024-01-04T01:14:27.5Z,1,REGULAR,foul,personal,[],1627783,,,1610612763,6,9,2024-01-04T01:14:33Z,410000,False,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 1628991]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Jackson Jr.,1628991.0
43,PT08M08.00S,2024-01-04T01:14:52.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,80.1084099868594,62.99019607843137,1610612763,8,9,2024-01-04T01:14:55Z,430000,False,65.0,134.0,1,right,D. Bane 14' pullup Jump Shot (4 PTS) (J. Morant 3 AST),"[1630217, 1629630]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,,,,14.94,Made,,,,,4.0,J. Morant,1629630.0,3.0,,,,,,,
45,PT07M55.00S,2024-01-04T01:15:05.2Z,1,REGULAR,2pt,Jump Shot,[],1627783,6.1268068331143235,71.56862745098039,1610612761,8,11,2024-01-04T01:15:09Z,450000,False,-108.0,5.0,1,left,P. Siakam 10' step back Jump Shot (4 PTS),[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,10.79,Made,,,,,4.0,,,,,,,,,,
46,PT07M32.00S,2024-01-04T01:15:27.6Z,1,REGULAR,3pt,Jump Shot,[],1629630,68.41327201051249,70.34313725490196,1610612763,11,11,2024-01-04T01:15:31Z,460000,False,102.0,244.0,1,right,J. Morant 26' 3PT  (5 PTS) (M. Smart 1 AST),"[1629630, 203935]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,,26.47,Made,,,,,5.0,M. Smart,203935.0,1.0,,,,,,,
48,PT07M12.00S,2024-01-04T01:15:47.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,6.521024967148489,57.107843137254896,1610612761,11,11,2024-01-04T01:15:51Z,480000,False,-36.0,9.0,1,left,MISS I. Quickley driving finger roll Layup,[1630193],1610612761.0,TOR,driving finger roll,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,3.66,Missed,,,,,,,,,,,,,,,
49,PT07M09.00S,2024-01-04T01:15:50.5Z,1,REGULAR,rebound,defensive,[],203935,,,1610612763,11,11,2024-01-04T01:15:51Z,490000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,
50,PT07M04.00S,2024-01-04T01:15:55.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629630,65.78515111695138,54.166666666666664,1610612763,14,11,2024-01-04T01:15:59Z,500000,False,21.0,269.0,1,right,J. Morant 26' 3PT running (8 PTS) (D. Bane 1 AST),"[1629630, 1630217]",1610612763.0,MEM,running,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,,,,26.99,Made,,,,,8.0,D. Bane,1630217.0,1.0,,,,,,,
52,PT07M04.00S,2024-01-04T01:16:00.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,14,11,2024-01-04T01:16:00Z,520000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M35.00S,2024-01-04T01:19:24.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,15.719448094612352,57.59803921568627,1610612761,14,11,2024-01-04T01:19:28Z,530000,False,-38.0,95.0,1,left,MISS J. Poeltl 10' floating Shot,[1627751],1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,10.26,Missed,,,,,,,,,,,,,,,
54,PT06M31.00S,2024-01-04T01:19:28.5Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,14,11,2024-01-04T01:19:28Z,540000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,53.0,2.0,2.0,0.0,,,,,,,,,,,
55,PT06M23.00S,2024-01-04T01:19:36.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,87.59855453350855,47.549019607843135,1610612763,14,11,2024-01-04T01:19:39Z,550000,False,-12.0,64.0,1,right,MISS J. Morant 6' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,,6.53,Missed,,,,,,,,,,,,,,,
56,PT06M22.00S,2024-01-04T01:19:37.6Z,1,REGULAR,rebound,offensive,[],1630214,,,1610612763,14,11,2024-01-04T01:19:37Z,560000,False,,,0,,X. Tillman REBOUND (Off:2 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,55.0,4.0,2.0,2.0,,,,,,,,,,,
57,PT06M19.00S,2024-01-04T01:19:40.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628991,86.28449408672799,49.50980392156863,1610612763,14,11,2024-01-04T01:19:44Z,570000,False,-2.0,76.0,1,right,MISS J. Jackson Jr. 7' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,7.64,Missed,,,,,,,,,,,,,,,
58,PT06M15.00S,2024-01-04T01:19:44.6Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,14,11,2024-01-04T01:19:44Z,580000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,
59,PT06M13.00S,2024-01-04T01:19:47.3Z,1,REGULAR,foul,personal,['2freethrow'],203935,,,1610612761,14,11,2024-01-04T01:20:06Z,590000,False,,,0,,M. Smart shooting personal FOUL (1 PF) (Siakam 2 FT),"[203935, 1627783]",1610612763.0,MEM,shooting,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Siakam,1627783.0
61,PT06M13.00S,2024-01-04T01:20:19.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,14,11,2024-01-04T01:20:19Z,610000,False,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
62,PT06M13.00S,2024-01-04T01:20:19.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,14,11,2024-01-04T01:20:19Z,620000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,
63,PT06M13.00S,2024-01-04T01:20:21.8Z,1,REGULAR,substitution,out,[],1628991,,,1610612761,14,11,2024-01-04T01:20:28Z,630000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M13.00S,2024-01-04T01:20:21.8Z,1,REGULAR,substitution,out,[],1629628,,,1610612761,14,11,2024-01-04T01:20:28Z,640000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M13.00S,2024-01-04T01:20:21.8Z,1,REGULAR,substitution,in,[],1630583,,,1610612761,14,11,2024-01-04T01:20:28Z,650000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M13.00S,2024-01-04T01:20:21.8Z,1,REGULAR,substitution,in,[],1629018,,,1610612761,14,11,2024-01-04T01:20:28Z,660000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M13.00S,2024-01-04T01:20:41.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,14,12,2024-01-04T01:20:41Z,670000,False,,,0,,P. Siakam Free Throw 2 of 2 (5 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,
68,PT06M02.00S,2024-01-04T01:20:54.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,92.72339027595268,50.245098039215684,1610612763,16,12,2024-01-04T01:21:00Z,680000,False,1.0,16.0,1,right,X. Tillman cutting finger roll Layup (2 PTS) (D. Bane 2 AST),"[1630214, 1630217]",1610612763.0,MEM,cutting finger roll,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,1.59,Made,,,,,2.0,D. Bane,1630217.0,2.0,,,,,,,
70,PT05M57.00S,2024-01-04T01:21:03.1Z,1,REGULAR,foul,offensive,[],1627783,,,1610612761,16,12,2024-01-04T01:21:08Z,700000,False,,,0,,P. Siakam charge offensive FOUL (2 PF),"[1627783, 203935]",1610612761.0,TOR,charge,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202035.0,2.0,0.0,Smart,203935.0
72,PT05M57.00S,2024-01-04T01:21:03.1Z,1,REGULAR,turnover,offensive foul,[],1627783,,,1610612761,16,12,2024-01-04T01:21:03Z,720000,False,,,0,,P. Siakam offensive foul TURNOVER (1 TO),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,,202035.0,,,,
73,PT05M42.00S,2024-01-04T01:21:31.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630217,75.1149802890933,53.92156862745098,1610612763,18,12,2024-01-04T01:21:34Z,730000,False,20.0,181.0,1,right,D. Bane 18' step back Jump Shot (6 PTS),[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Mid-Range,16-24 Center,,,,18.25,Made,,,,,6.0,,,,,,,,,,
74,PT05M25.00S,2024-01-04T01:21:49.6Z,1,REGULAR,foul,personal,['2freethrow'],1630214,,,1610612761,18,12,2024-01-04T01:22:00Z,740000,False,,,0,,X. Tillman shooting personal FOUL (1 PF) (Siakam 2 FT),"[1630214, 1627783]",1610612763.0,MEM,shooting,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Siakam,1627783.0
76,PT05M25.00S,2024-01-04T01:22:20.4Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,18,13,2024-01-04T01:22:20Z,760000,False,,,0,,P. Siakam Free Throw 1 of 2 (6 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,,,,,6.0,,,,,,,,,,
77,PT05M25.00S,2024-01-04T01:22:21.2Z,1,REGULAR,substitution,out,[],1630193,,,1610612761,18,13,2024-01-04T01:22:25Z,770000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M25.00S,2024-01-04T01:22:21.2Z,1,REGULAR,substitution,in,[],203471,,,1610612761,18,13,2024-01-04T01:22:25Z,780000,False,,,0,,SUB in: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M25.00S,2024-01-04T01:22:39.7Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,18,14,2024-01-04T01:22:39Z,790000,False,,,0,,P. Siakam Free Throw 2 of 2 (7 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,
80,PT05M16.00S,2024-01-04T01:22:50.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,91.67214191852825,55.63725490196079,1610612763,18,14,2024-01-04T01:22:56Z,800000,False,28.0,26.0,1,right,MISS D. Bane driving floating Shot - blocked,"[1630217, 1627751]",1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,3.82,Missed,,,,,,,,,Poeltl,1627751.0,,,,,
81,PT05M16.00S,2024-01-04T01:22:50.6Z,1,REGULAR,block,,[],1627751,,,1610612763,18,14,2024-01-04T01:22:53Z,810000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
82,PT05M16.00S,2024-01-04T01:22:50.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,18,14,2024-01-04T01:22:56Z,820000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,,,,80.0,,,,,,,,,,,,,,
84,PT05M16.00S,2024-01-04T01:23:19.1Z,1,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,18,14,2024-01-04T01:23:24Z,840000,False,,,0,,J. Morant bad pass out-of-bounds TURNOVER (1 TO),[1629630],1610612763.0,MEM,bad pass,,,Morant,J. Morant,,,,,Mid-Range,8-16 Right,1.0,,,,,,,,,,,,,,,1198.0,,,,
