actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
16,PT10M25.00S,2023-11-11T01:12:34.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630534,24.129434954007884,88.48039215686273,1610612762,4,0,2023-11-11T01:12:38Z,160000,False,-192.0,174.0,1,left,MISS O. Agbaji 25' 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,25.96,Missed,,,,,,,,,,,,,,,,,,
17,PT10M22.00S,2023-11-11T01:12:37.1Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,4,0,2023-11-11T01:12:38Z,170000,False,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,,,,,16.0,2.0,2.0,0.0,,,,,,,,
18,PT10M17.00S,2023-11-11T01:12:42.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631367,76.16622864651774,9.558823529411764,1610612763,7,0,2023-11-11T01:12:49Z,180000,False,-202.0,172.0,1,right,J. Gilyard 26' 3PT running (3 PTS) (D. Bane 1 AST),"[1631367, 1630217]",1610612763.0,MEM,running,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Left Center,26.51,Made,3.0,D. Bane,1630217.0,1.0,,,,,,,,,,,,,,
20,PT09M58.00S,2023-11-11T01:13:01.0Z,1,REGULAR,3pt,Jump Shot,[],1641718,25.969119579500656,85.29411764705883,1610612762,7,0,2023-11-11T01:13:05Z,200000,False,-176.0,192.0,1,left,MISS K. George 26' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
21,PT09M55.00S,2023-11-11T01:13:04.0Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,7,0,2023-11-11T01:13:05Z,210000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,
22,PT09M48.00S,2023-11-11T01:13:11.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,85.75886990801577,63.48039215686274,1610612763,7,0,2023-11-11T01:13:16Z,220000,False,67.0,81.0,1,right,MISS D. Bane 10' driving floating Shot - blocked,"[1630217, 1630534]",1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Right,10.57,Missed,,,,,,,,,,,Agbaji,1630534.0,,,,,,
23,PT09M48.00S,2023-11-11T01:13:11.4Z,1,REGULAR,block,,[],1630534,,,1610612763,7,0,2023-11-11T01:13:14Z,230000,False,,,0,,O. Agbaji BLOCK (1 BLK),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
24,PT09M45.00S,2023-11-11T01:13:14.4Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,7,0,2023-11-11T01:13:16Z,240000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,
25,PT09M40.00S,2023-11-11T01:13:19.7Z,1,REGULAR,3pt,Jump Shot,[],1628374,32.802233902759525,39.21568627450981,1610612762,7,3,2023-11-11T01:13:25Z,250000,False,54.0,256.0,1,left,L. Markkanen 26' 3PT  (3 PTS) (J. Clarkson 1 AST),"[1628374, 203903]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,26.14,Made,3.0,J. Clarkson,203903.0,1.0,,,,,,,,,,,,,,
27,PT09M17.00S,2023-11-11T01:13:41.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,89.04402102496715,55.88235294117647,1610612763,9,3,2023-11-11T01:13:49Z,270000,False,29.0,50.0,1,right,J. Jackson Jr. turnaround Jump Shot (4 PTS),[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.84,Made,4.0,,,,,,,,,,,,,,,,,
28,PT09M02.00S,2023-11-11T01:13:57.0Z,1,REGULAR,3pt,Jump Shot,[],1630534,27.94021024967148,19.362745098039216,1610612762,9,6,2023-11-11T01:14:01Z,280000,False,153.0,210.0,1,left,O. Agbaji 26' 3PT  (3 PTS) (K. George 1 AST),"[1630534, 1641718]",1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,26.0,Made,3.0,K. George,1641718.0,1.0,,,,,,,,,,,,,,
30,PT08M43.00S,2023-11-11T01:14:18.7Z,1,REGULAR,foul,personal,['2freethrow'],203903,,,1610612763,9,6,2023-11-11T01:14:33Z,300000,False,,,0,,J. Clarkson shooting personal FOUL (1 PF) (Smart 2 FT),"[203903, 203935]",1610612762.0,UTA,shooting,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,202026.0,,,,,,,,1.0,0.0,Smart,203935.0,,
33,PT08M43.00S,2023-11-11T01:14:42.6Z,1,REGULAR,freethrow,1 of 2,[],203935,,,1610612763,10,6,2023-11-11T01:14:42Z,320000,False,,,0,,M. Smart Free Throw 1 of 2 (1 PTS),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
34,PT08M43.00S,2023-11-11T01:14:59.8Z,1,REGULAR,freethrow,2 of 2,[],203935,,,1610612763,11,6,2023-11-11T01:14:59Z,330000,False,,,0,,M. Smart Free Throw 2 of 2 (2 PTS),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
35,PT08M31.00S,2023-11-11T01:15:14.1Z,1,REGULAR,turnover,out-of-bounds,[],1628381,,,1610612762,11,6,2023-11-11T01:15:20Z,340000,False,,,0,,J. Collins lost ball out-of-bounds TURNOVER (2 TO),[1628381],1610612762.0,UTA,lost ball,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,,1628951.0,2.0,,,,,,,,,,,,
36,PT08M18.00S,2023-11-11T01:15:38.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630217,73.14388961892247,53.18627450980392,1610612763,13,6,2023-11-11T01:15:49Z,350000,False,16.0,200.0,1,right,D. Bane 20' Jump Shot (4 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Center,20.05,Made,4.0,,,,,,,,,,,,,,,,,
37,PT08M17.00S,2023-11-11T01:15:46.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,13,6,2023-11-11T01:15:46Z,360000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M02.00S,2023-11-11T01:18:57.3Z,1,REGULAR,turnover,out-of-bounds,[],203903,,,1610612762,13,6,2023-11-11T01:19:10Z,370000,False,,,0,,J. Clarkson lost ball out-of-bounds TURNOVER (1 TO),[203903],1610612762.0,UTA,lost ball,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Left,,,,,,,202026.0,1.0,,,,,,,,,,,,
39,PT07M45.00S,2023-11-11T01:19:21.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628991,91.40932982917214,54.41176470588235,1610612763,13,6,2023-11-11T01:19:29Z,380000,False,22.0,28.0,1,right,MISS J. Jackson Jr. bank Shot,[1628991],1610612763.0,MEM,bank,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,3.59,Missed,,,,,,,,,,,,,,,,,,
40,PT07M45.00S,2023-11-11T01:19:26.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,13,6,2023-11-11T01:19:26Z,390000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,39.0,,,,,,,,,,,
41,PT07M45.00S,2023-11-11T01:19:27.3Z,1,REGULAR,foul,personal,[],1628991,,,1610612762,13,6,2023-11-11T01:19:35Z,400000,False,,,0,,J. Jackson Jr. loose ball personal FOUL (1 PF),"[1628991, 1628374]",1610612763.0,MEM,loose ball,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,1628951.0,,,,,,,,1.0,0.0,Markkanen,1628374.0,,
43,PT07M33.00S,2023-11-11T01:19:49.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,11.908672798948752,38.970588235294116,1610612762,13,6,2023-11-11T01:19:58Z,420000,False,55.0,59.0,1,left,MISS K. George 8' driving floating Shot,[1641718],1610612762.0,UTA,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Right,8.1,Missed,,,,,,,,,,,,,,,,,,
44,PT07M31.00S,2023-11-11T01:19:51.8Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,13,6,2023-11-11T01:19:58Z,430000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,
45,PT07M28.00S,2023-11-11T01:19:55.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631367,92.32917214191852,96.56862745098039,1610612763,13,6,2023-11-11T01:20:05Z,440000,False,233.0,20.0,1,right,MISS J. Gilyard running 3PT,[1631367],1610612763.0,MEM,running,,,Gilyard,J. Gilyard,,,,,Right Corner 3,24+ Right,23.36,Missed,,,,,,,,,,,,,,,,,,
46,PT07M28.00S,2023-11-11T01:19:55.3Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,13,6,2023-11-11T01:20:05Z,450000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,,,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,
47,PT07M19.00S,2023-11-11T01:20:09.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203903,9.806176084099869,42.8921568627451,1610612762,13,8,2023-11-11T01:20:16Z,460000,False,36.0,40.0,1,left,J. Clarkson driving floating Jump Shot (2 PTS),[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,5.33,Made,2.0,,,,,,,,,,,,,,,,,
48,PT07M19.00S,2023-11-11T01:20:13.4Z,1,REGULAR,foul,personal,['1freethrow'],203935,,,1610612762,13,8,2023-11-11T01:20:43Z,470000,False,,,0,,M. Smart shooting personal FOUL (1 PF) (Clarkson 1 FT),"[203935, 203903]",1610612763.0,MEM,shooting,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628951.0,,,,,,,,1.0,0.0,Clarkson,203903.0,,
50,PT07M19.00S,2023-11-11T01:20:21.3Z,1,REGULAR,substitution,out,[],1631367,,,1610612762,13,8,2023-11-11T01:20:34Z,490000,False,,,0,,SUB out: J. Gilyard,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M19.00S,2023-11-11T01:20:21.3Z,1,REGULAR,substitution,out,[],1628991,,,1610612762,13,8,2023-11-11T01:20:34Z,500000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M19.00S,2023-11-11T01:20:21.3Z,1,REGULAR,substitution,in,[],1630583,,,1610612762,13,8,2023-11-11T01:20:34Z,510000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M19.00S,2023-11-11T01:20:21.3Z,1,REGULAR,substitution,in,[],1628379,,,1610612762,13,8,2023-11-11T01:20:34Z,520000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M19.00S,2023-11-11T01:20:58.2Z,1,REGULAR,violation,lane,['fastbreak'],202687,,,1610612762,13,8,2023-11-11T01:20:58Z,530000,False,,,0,,B. Biyombo lane VIOLATION,[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M19.00S,2023-11-11T01:21:32.1Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],203903,,,1610612762,13,9,2023-11-11T01:21:32Z,540000,False,,,0,,J. Clarkson Free Throw 1 of 1 (3 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
56,PT07M05.00S,2023-11-11T01:21:48.0Z,1,REGULAR,3pt,Jump Shot,[],203935,67.7562417871222,67.8921568627451,1610612763,13,9,2023-11-11T01:21:52Z,550000,False,89.0,251.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,26.61,Missed,,,,,,,,,,,,,,,,,,
57,PT07M00.00S,2023-11-11T01:21:53.0Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,13,9,2023-11-11T01:21:52Z,560000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,56.0,1.0,1.0,0.0,,,,,,,,
58,PT06M52.00S,2023-11-11T01:22:00.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,8.360709592641262,47.794117647058826,1610612762,13,9,2023-11-11T01:22:04Z,570000,False,11.0,26.0,1,left,MISS J. Clarkson driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,2.83,Missed,,,,,,,,,,,,,,,,,,
59,PT06M50.00S,2023-11-11T01:22:02.6Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,13,9,2023-11-11T01:22:04Z,580000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:2),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,
60,PT06M44.00S,2023-11-11T01:22:08.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202687,92.85479632063075,49.754901960784316,1610612763,15,9,2023-11-11T01:22:15Z,590000,False,-1.0,15.0,1,right,B. Biyombo cutting DUNK (2 PTS) (D. Bane 2 AST),"[202687, 1630217]",1610612763.0,MEM,cutting,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,1.47,Made,2.0,D. Bane,1630217.0,2.0,,,,,,,,,,,,,,
62,PT06M28.00S,2023-11-11T01:22:23.7Z,1,REGULAR,2pt,Jump Shot,[],1630534,8.360709592641262,21.07843137254902,1610612762,15,11,2023-11-11T01:22:32Z,610000,False,145.0,26.0,1,left,O. Agbaji 14' pullup Jump Shot (5 PTS) (K. George 2 AST),"[1630534, 1641718]",1610612762.0,UTA,pullup,,,Agbaji,O. Agbaji,,,,,Mid-Range,8-16 Right,14.69,Made,5.0,K. George,1641718.0,2.0,,,,,,,,,,,,,,
64,PT06M14.00S,2023-11-11T01:22:37.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,92.46057818659659,47.05882352941176,1610612763,17,11,2023-11-11T01:22:41Z,630000,False,-15.0,18.0,1,right,S. Aldama Layup (2 PTS) (D. Bane 3 AST),"[1630583, 1630217]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,2.36,Made,2.0,D. Bane,1630217.0,3.0,,,,,,,,,,,,,,
66,PT06M01.00S,2023-11-11T01:22:50.6Z,1,REGULAR,3pt,Jump Shot,[],203903,28.991458607095925,25.49019607843137,1610612762,17,11,2023-11-11T01:22:57Z,650000,False,123.0,220.0,1,left,MISS J. Clarkson 25' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,25.18,Missed,,,,,,,,,,,,,,,,,,
67,PT05M55.00S,2023-11-11T01:22:56.6Z,1,REGULAR,rebound,defensive,[],203935,,,1610612763,17,11,2023-11-11T01:22:57Z,660000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,
68,PT05M49.00S,2023-11-11T01:23:03.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202687,92.72339027595268,49.50980392156863,1610612763,19,11,2023-11-11T01:23:08Z,670000,False,-2.0,16.0,1,right,B. Biyombo alley-oop Layup (4 PTS) (D. Bane 4 AST),"[202687, 1630217]",1610612763.0,MEM,alley-oop,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,1.61,Made,4.0,D. Bane,1630217.0,4.0,,,,,,,,,,,,,,
70,PT05M37.00S,2023-11-11T01:23:16.9Z,1,REGULAR,foul,personal,['2freethrow'],1630583,,,1610612762,19,11,2023-11-11T01:23:31Z,690000,False,,,0,,S. Aldama shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1630583, 1628374]",1610612763.0,MEM,shooting,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,2002.0,,,,,,,,1.0,0.0,Markkanen,1628374.0,,
72,PT05M37.00S,2023-11-11T01:23:45.9Z,1,REGULAR,freethrow,1 of 2,[],1628374,,,1610612762,19,12,2023-11-11T01:23:45Z,710000,False,,,0,,L. Markkanen Free Throw 1 of 2 (4 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
73,PT05M37.00S,2023-11-11T01:23:46.6Z,1,REGULAR,substitution,out,[],1641718,,,1610612762,19,12,2023-11-11T01:23:56Z,720000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M37.00S,2023-11-11T01:23:46.6Z,1,REGULAR,substitution,out,[],1630534,,,1610612762,19,12,2023-11-11T01:23:56Z,730000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M37.00S,2023-11-11T01:23:46.6Z,1,REGULAR,substitution,in,[],1629012,,,1610612762,19,12,2023-11-11T01:23:56Z,740000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M37.00S,2023-11-11T01:23:46.6Z,1,REGULAR,substitution,in,[],1629659,,,1610612762,19,12,2023-11-11T01:23:56Z,750000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M37.00S,2023-11-11T01:24:10.9Z,1,REGULAR,freethrow,2 of 2,[],1628374,,,1610612762,19,13,2023-11-11T01:24:10Z,760000,False,,,0,,L. Markkanen Free Throw 2 of 2 (5 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
78,PT05M22.00S,2023-11-11T01:24:27.3Z,1,REGULAR,turnover,bad pass,[],1630217,,,1610612763,19,13,2023-11-11T01:24:31Z,770000,False,,,0,,D. Bane bad pass TURNOVER (1 TO),"[1630217, 1628374]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,,,Markkanen,1628374.0
79,PT05M22.00S,2023-11-11T01:24:27.3Z,1,REGULAR,steal,,[],1628374,,,1610612762,19,13,2023-11-11T01:24:29Z,780000,False,,,0,,L. Markkanen STEAL (1 STL),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
80,PT05M20.00S,2023-11-11T01:24:35.0Z,1,REGULAR,foul,personal,['2freethrow'],1628379,,,1610612762,19,13,2023-11-11T01:24:58Z,790000,False,,,0,,L. Kennard shooting personal FOUL (1 PF) (Sexton 2 FT),"[1628379, 1629012]",1610612763.0,MEM,shooting,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,,,,,1628951.0,,,,,,,,1.0,0.0,Sexton,1629012.0,,
82,PT05M20.00S,2023-11-11T01:25:03.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629012,,,1610612762,19,14,2023-11-11T01:25:03Z,810000,False,,,0,,C. Sexton Free Throw 1 of 2 (1 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
83,PT05M20.00S,2023-11-11T01:25:05.9Z,1,REGULAR,substitution,out,[],1628374,,,1610612762,19,14,2023-11-11T01:25:08Z,820000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
