actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,jumpBallRecoverdPersonId
167,PT11M43.00S,2024-01-03T01:37:41.7Z,2,REGULAR,3pt,Jump Shot,[],203926,30.305519053876477,72.05882352941177,1610612759,20,23,2024-01-03T01:37:46Z,1640000,False,-110.0,232.0,1,left,MISS D. McDermott 25' 3PT,[203926],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,25.72,Missed,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,
168,PT11M40.00S,2024-01-03T01:37:44.7Z,2,REGULAR,rebound,defensive,[],1631246,,,1610612763,20,23,2024-01-03T01:37:46Z,1650000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:1),[1631246],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,167.0,1.0,1.0,0.0,
169,PT11M37.00S,2024-01-03T01:37:54.6Z,2,REGULAR,foul,personal,[],1630200,,,1610612763,20,23,2024-01-03T01:38:29Z,1660000,False,,,0,,T. Jones personal FOUL (1 PF),"[1630200, 201565]",1610612759.0,SAS,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Jones,T. Jones,,,,203591.0,1.0,0.0,Rose,201565.0,,,,,,,,,,
171,PT11M32.00S,2024-01-03T01:38:12.5Z,2,REGULAR,3pt,Jump Shot,[],1628379,65.65374507227332,62.99019607843137,1610612763,23,23,2024-01-03T01:38:17Z,1680000,False,65.0,270.0,1,right,L. Kennard 27' 3PT  (3 PTS) (J. Jackson Jr. 1 AST),"[1628379, 1628991]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,27.81,Made,3.0,Kennard,L. Kennard,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,,,,,,
176,PT11M14.00S,2024-01-03T01:38:32.4Z,2,REGULAR,foul,offensive,[],1626224,,,1610612759,23,23,2024-01-03T01:39:12Z,1700000,False,,,0,,C. Osman offensive FOUL (1 PF),"[1626224, 1628991]",1610612759.0,SAS,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Osman,C. Osman,,,,1627963.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,,
178,PT11M14.00S,2024-01-03T01:38:32.4Z,2,REGULAR,turnover,offensive foul,[],1626224,,,1610612759,23,23,2024-01-03T01:38:32Z,1720000,False,,,0,,C. Osman offensive foul TURNOVER (2 TO),[1626224],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Osman,C. Osman,,,,1627963.0,,,,,2.0,,,,,,,,,
179,PT11M00.00S,2024-01-03T01:39:09.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201565,80.89684625492772,48.03921568627451,1610612763,25,23,2024-01-03T01:39:17Z,1730000,False,-10.0,127.0,1,right,D. Rose 12' pullup Jump Shot (2 PTS) (L. Kennard 1 AST),"[201565, 1628379]",1610612763.0,MEM,pullup,,,,,,In The Paint (Non-RA),8-16 Center,12.75,Made,2.0,Rose,D. Rose,L. Kennard,1628379.0,1.0,,,,,,,,,,,,,,,
181,PT10M40.00S,2024-01-03T01:39:29.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,5.206964520367937,51.225490196078425,1610612759,25,25,2024-01-03T01:39:33Z,1750000,False,-6.0,-4.0,1,left,V. Wembanyama driving DUNK (6 PTS),[1641705],1610612759.0,SAS,driving,,,,,,Restricted Area,0-8 Center,0.71,Made,6.0,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
182,PT10M19.00S,2024-01-03T01:39:49.3Z,2,REGULAR,3pt,Jump Shot,[],1628991,69.85873850197109,72.30392156862744,1610612763,28,25,2024-01-03T01:39:53Z,1760000,False,112.0,231.0,1,right,J. Jackson Jr. 25' 3PT  (5 PTS) (V. Williams Jr. 1 AST),"[1628991, 1631246]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,25.63,Made,5.0,Jackson Jr.,J. Jackson Jr.,V. Williams Jr.,1631246.0,1.0,,,,,,,,,,,,,,,
184,PT10M10.00S,2024-01-03T01:40:00.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626224,8.492115637319317,41.42156862745098,1610612759,28,25,2024-01-03T01:40:06Z,1780000,False,43.0,27.0,1,left,MISS C. Osman driving floating Shot - blocked,"[1626224, 1628991]",1610612759.0,SAS,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.08,Missed,,Osman,C. Osman,,,,,,,,,,,,Jackson Jr.,1628991.0,,,,,
185,PT10M10.00S,2024-01-03T01:40:00.0Z,2,REGULAR,block,,[],1628991,,,1610612759,28,25,2024-01-03T01:40:02Z,1790000,False,,,0,,J. Jackson Jr. BLOCK (3 BLK),[1628991],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
186,PT10M10.00S,2024-01-03T01:40:00.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,28,25,2024-01-03T01:40:06Z,1800000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,184.0,,,,
188,PT10M00.00S,2024-01-03T01:40:29.6Z,2,REGULAR,turnover,out-of-bounds,[],1629640,,,1610612759,28,25,2024-01-03T01:40:34Z,1820000,False,,,0,,K. Johnson bad pass out-of-bounds TURNOVER (1 TO),[1629640],1610612759.0,SAS,bad pass,,,,,,In The Paint (Non-RA),8-16 Right,,,,Johnson,K. Johnson,,,,203591.0,,,,,1.0,,,,,,,,,
189,PT09M47.00S,2024-01-03T01:40:47.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201565,74.32654402102497,49.01960784313725,1610612763,30,25,2024-01-03T01:40:52Z,1830000,False,-5.0,189.0,1,right,D. Rose 18' pullup Jump Shot (4 PTS),[201565],1610612763.0,MEM,pullup,,,,,,Mid-Range,16-24 Center,18.89,Made,4.0,Rose,D. Rose,,,,,,,,,,,,,,,,,,
190,PT09M46.00S,2024-01-03T01:40:53.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,30,25,2024-01-03T01:40:53Z,1840000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M46.00S,2024-01-03T01:43:01.0Z,2,REGULAR,substitution,out,[],1626224,,,1610612759,30,25,2024-01-03T01:43:38Z,1850000,False,,,0,,SUB out: C. Osman,[1626224],1610612759.0,SAS,,,,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,
192,PT09M46.00S,2024-01-03T01:43:01.0Z,2,REGULAR,substitution,in,[],1630577,,,1610612759,30,25,2024-01-03T01:43:38Z,1860000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,,,,,,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,
193,PT09M29.00S,2024-01-03T01:44:04.4Z,2,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612759,30,25,2024-01-03T01:44:11Z,1870000,False,,,0,,J. Jackson Jr. shooting personal FOUL (2 PF) (Wembanyama 2 FT),"[1628991, 1641705]",1610612763.0,MEM,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,,,203591.0,2.0,0.0,Wembanyama,1641705.0,,,,,,,,,,
195,PT09M29.00S,2024-01-03T01:44:30.8Z,2,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,30,25,2024-01-03T01:44:52Z,1890000,False,,,0,,MISS V. Wembanyama Free Throw 1 of 2,[1641705],1610612759.0,SAS,,,,,,,,,,Missed,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
196,PT09M29.00S,2024-01-03T01:44:30.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,30,25,2024-01-03T01:44:52Z,1900000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,,,,
197,PT09M29.00S,2024-01-03T01:44:30.8Z,2,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,30,25,2024-01-03T01:44:52Z,1910000,False,,,0,,MISS V. Wembanyama Free Throw 2 of 2,[1641705],1610612759.0,SAS,,,,,,,,,,Missed,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
198,PT09M27.00S,2024-01-03T01:44:32.8Z,2,REGULAR,rebound,defensive,[],1631246,,,1610612763,30,25,2024-01-03T01:44:52Z,1920000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:2),[1631246],1610612763.0,MEM,,,,,,,,,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,197.0,2.0,2.0,0.0,
199,PT09M07.00S,2024-01-03T01:45:11.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,89.43823915900131,58.57843137254902,1610612763,30,25,2024-01-03T01:45:17Z,1930000,False,43.0,47.0,1,right,MISS J. Jackson Jr. 6' driving floating bank Shot - blocked,"[1628991, 1641705]",1610612763.0,MEM,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,6.35,Missed,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,Wembanyama,1641705.0,,,,,
200,PT09M07.00S,2024-01-03T01:45:11.1Z,2,REGULAR,block,,[],1641705,,,1610612763,30,25,2024-01-03T01:45:13Z,1940000,False,,,0,,V. Wembanyama BLOCK (3 BLK),[1641705],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
201,PT09M03.00S,2024-01-03T01:45:15.1Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,30,25,2024-01-03T01:45:17Z,1950000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,199.0,3.0,3.0,0.0,
202,PT08M59.00S,2024-01-03T01:45:20.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641705,7.966491458607096,43.872549019607845,1610612759,30,25,2024-01-03T01:53:15Z,1960000,False,31.0,22.0,1,left,MISS V. Wembanyama running Layup,[1641705],1610612759.0,SAS,running,,,,,,Restricted Area,0-8 Center,3.79,Missed,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
203,PT08M55.00S,2024-01-03T01:45:24.0Z,2,REGULAR,rebound,defensive,[],1631246,,,1610612763,30,25,2024-01-03T01:53:15Z,1970000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:3),[1631246],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,202.0,3.0,3.0,0.0,
204,PT08M45.00S,2024-01-03T01:45:33.3Z,2,REGULAR,3pt,Jump Shot,[],1630583,74.72076215505913,11.029411764705882,1610612763,30,25,2024-01-03T01:45:38Z,1980000,False,-195.0,185.0,1,right,MISS S. Aldama 26' 3PT,[1630583],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,26.88,Missed,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,
205,PT08M42.00S,2024-01-03T01:45:36.3Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,30,25,2024-01-03T01:45:38Z,1990000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:4),[1641705],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,204.0,4.0,4.0,0.0,
206,PT08M38.00S,2024-01-03T01:45:45.9Z,2,REGULAR,foul,personal,[],1631246,,,1610612759,30,25,2024-01-03T01:45:53Z,2000000,False,,,0,,V. Williams Jr. personal FOUL (1 PF),"[1631246, 1641705]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Williams Jr.,V. Williams Jr.,,,,203591.0,1.0,0.0,Wembanyama,1641705.0,,,,,,,,,,
208,PT08M32.00S,2024-01-03T01:46:06.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,7.835085413929041,43.13725490196079,1610612759,30,25,2024-01-03T01:57:00Z,2020000,False,34.0,21.0,1,left,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,,,,Restricted Area,0-8 Center,4.03,Missed,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
209,PT08M31.00S,2024-01-03T01:46:07.7Z,2,REGULAR,rebound,offensive,[],1629640,,,1610612759,30,25,2024-01-03T01:57:00Z,2030000,False,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1629640],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,,,,Johnson,K. Johnson,,,,,,,,,,,,,,208.0,3.0,2.0,1.0,
210,PT08M30.00S,2024-01-03T01:46:11.5Z,2,REGULAR,foul,personal,['2freethrow'],1631246,,,1610612759,30,25,2024-01-03T01:55:31Z,2045000,False,,,0,,V. Williams Jr. shooting personal FOUL (2 PF) (Johnson 2 FT),"[1631246, 1629640]",1610612763.0,MEM,shooting,,,,,,Restricted Area,0-8 Center,,,,Williams Jr.,V. Williams Jr.,,,,202056.0,2.0,0.0,Johnson,1629640.0,,,,,,,,,,
212,PT08M30.00S,2024-01-03T01:46:32.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629640,,,1610612759,30,26,2024-01-03T01:55:31Z,2060000,False,,,0,,K. Johnson Free Throw 1 of 2 (3 PTS),[1629640],1610612759.0,SAS,,,,,,,,,,Made,3.0,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
213,PT08M30.00S,2024-01-03T01:46:32.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629640,,,1610612759,30,26,2024-01-03T01:55:31Z,2070000,False,,,0,,MISS K. Johnson Free Throw 2 of 2,[1629640],1610612759.0,SAS,,,,,,,,,,Missed,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
214,PT08M28.00S,2024-01-03T01:46:34.3Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,30,26,2024-01-03T01:46:52Z,2080000,False,,,0,,S. Aldama REBOUND (Off:0 Def:3),[1630583],1610612763.0,MEM,,,,,,,,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,213.0,3.0,3.0,0.0,
215,PT08M13.00S,2024-01-03T01:47:05.4Z,2,REGULAR,3pt,Jump Shot,[],1628379,67.62483574244416,39.950980392156865,1610612763,30,26,2024-01-03T01:47:15Z,2090000,False,-50.0,252.0,1,right,MISS L. Kennard 25' 3PT,[1628379],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,25.68,Missed,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,
216,PT08M13.00S,2024-01-03T01:47:05.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,30,26,2024-01-03T01:47:15Z,2100000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,215.0,,,,
218,PT07M57.00S,2024-01-03T01:47:35.8Z,2,REGULAR,2pt,Jump Shot,[],1641705,26.62614980289093,60.049019607843135,1610612759,30,28,2024-01-03T01:47:41Z,2120000,False,-50.0,198.0,1,left,V. Wembanyama 20' pullup Jump Shot (8 PTS) (K. Johnson 3 AST),"[1641705, 1629640]",1610612759.0,SAS,pullup,,,,,,Mid-Range,16-24 Center,20.41,Made,8.0,Wembanyama,V. Wembanyama,K. Johnson,1629640.0,3.0,,,,,,,,,,,,,,,
220,PT07M43.00S,2024-01-03T01:47:49.1Z,2,REGULAR,3pt,Jump Shot,[],1631246,67.23061760840999,41.66666666666667,1610612763,33,28,2024-01-03T01:47:53Z,2140000,False,-42.0,256.0,1,right,V. Williams Jr. 25' 3PT  (3 PTS) (D. Rose 2 AST),"[1631246, 201565]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,25.89,Made,3.0,Williams Jr.,V. Williams Jr.,D. Rose,201565.0,2.0,,,,,,,,,,,,,,,
222,PT07M31.00S,2024-01-03T01:48:01.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,8.492115637319317,58.82352941176471,1610612759,33,28,2024-01-03T01:48:07Z,2160000,False,-44.0,27.0,1,left,MISS K. Johnson driving finger roll Layup,[1629640],1610612759.0,SAS,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,5.19,Missed,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
223,PT07M29.00S,2024-01-03T01:48:03.9Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,33,28,2024-01-03T01:48:07Z,2170000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:2),[1628991],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,222.0,3.0,2.0,1.0,
224,PT07M24.00S,2024-01-03T01:48:08.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201565,72.88107752956637,19.607843137254903,1610612763,33,28,2024-01-03T01:48:14Z,2180000,False,-152.0,202.0,1,right,MISS D. Rose 25' running pullup 3PT,[201565],1610612763.0,MEM,running pullup,,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,Rose,D. Rose,,,,,,,,,,,,,,,,,,
225,PT07M21.00S,2024-01-03T01:48:11.2Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,33,28,2024-01-03T01:48:14Z,2190000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:5),[1641705],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,224.0,5.0,5.0,0.0,
226,PT07M14.00S,2024-01-03T01:48:18.7Z,2,REGULAR,3pt,Jump Shot,[],1641705,31.35676741130092,44.11764705882353,1610612759,33,31,2024-01-03T01:48:24Z,2200000,False,29.0,242.0,1,left,V. Wembanyama 24' 3PT step back (11 PTS),[1641705],1610612759.0,SAS,step back,,,,,,Above the Break 3,24+ Center,24.41,Made,11.0,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
227,PT06M56.00S,2024-01-03T01:48:37.4Z,2,REGULAR,foul,personal,['2freethrow'],1630577,,,1610612763,33,31,2024-01-03T01:48:47Z,2210000,False,,,0,,J. Champagnie shooting personal FOUL (1 PF) (Aldama 2 FT),"[1630577, 1630583]",1610612759.0,SAS,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Champagnie,J. Champagnie,,,,203591.0,1.0,0.0,Aldama,1630583.0,,,,,,,,,,
229,PT06M56.00S,2024-01-03T01:49:10.8Z,2,REGULAR,freethrow,1 of 2,[],1630583,,,1610612763,34,31,2024-01-03T01:49:10Z,2230000,False,,,0,,S. Aldama Free Throw 1 of 2 (1 PTS),[1630583],1610612763.0,MEM,,,,,,,,,,Made,1.0,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,
230,PT06M56.00S,2024-01-03T01:49:11.4Z,2,REGULAR,substitution,out,[],1628379,,,1610612763,34,31,2024-01-03T01:49:35Z,2240000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,
231,PT06M56.00S,2024-01-03T01:49:11.4Z,2,REGULAR,substitution,out,[],201565,,,1610612763,34,31,2024-01-03T01:49:35Z,2250000,False,,,0,,SUB out: D. Rose,[201565],1610612763.0,MEM,,,,,,,,,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,
232,PT06M56.00S,2024-01-03T01:49:11.4Z,2,REGULAR,substitution,out,[],1629640,,,1610612763,34,31,2024-01-03T01:49:35Z,2260000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
233,PT06M56.00S,2024-01-03T01:49:11.4Z,2,REGULAR,substitution,out,[],203926,,,1610612763,34,31,2024-01-03T01:49:35Z,2270000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,,,,,,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,
234,PT06M56.00S,2024-01-03T01:49:11.4Z,2,REGULAR,substitution,in,[],1629630,,,1610612763,34,31,2024-01-03T01:49:35Z,2280000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
235,PT06M56.00S,2024-01-03T01:49:11.4Z,2,REGULAR,substitution,in,[],1630217,,,1610612763,34,31,2024-01-03T01:49:35Z,2290000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
236,PT06M56.00S,2024-01-03T01:49:11.4Z,2,REGULAR,substitution,in,[],1630170,,,1610612763,34,31,2024-01-03T01:49:35Z,2300000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,,,,,,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
237,PT06M56.00S,2024-01-03T01:49:11.4Z,2,REGULAR,substitution,in,[],1631110,,,1610612763,34,31,2024-01-03T01:49:35Z,2310000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,,,,,,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
238,PT06M56.00S,2024-01-03T01:49:36.8Z,2,REGULAR,freethrow,2 of 2,[],1630583,,,1610612763,35,31,2024-01-03T01:49:36Z,2320000,False,,,0,,S. Aldama Free Throw 2 of 2 (2 PTS),[1630583],1610612763.0,MEM,,,,,,,,,,Made,2.0,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,
239,PT06M45.00S,2024-01-03T01:49:46.5Z,2,REGULAR,turnover,bad pass,[],1630170,,,1610612759,35,31,2024-01-03T01:49:50Z,2330000,False,,,0,,D. Vassell bad pass TURNOVER (1 TO),"[1630170, 1629630]",1610612759.0,SAS,,,,,,,Mid-Range,16-24 Center,,,,Vassell,D. Vassell,,,,,,,,,1.0,Morant,1629630.0,,,,,,,
240,PT06M45.00S,2024-01-03T01:49:46.5Z,2,REGULAR,steal,,[],1629630,,,1610612763,35,31,2024-01-03T02:08:38Z,2340000,False,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,,,,Mid-Range,16-24 Center,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
241,PT06M40.00S,2024-01-03T01:49:53.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628991,94.1688567674113,52.94117647058824,1610612763,35,31,2024-01-03T01:50:37Z,2350000,False,15.0,2.0,1,right,MISS J. Jackson Jr. running DUNK - blocked,"[1628991, 1641705]",1610612763.0,MEM,running,,,,,,Restricted Area,0-8 Center,1.49,Missed,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,Wembanyama,1641705.0,,,,,
242,PT06M40.00S,2024-01-03T01:49:53.5Z,2,REGULAR,block,,[],1641705,,,1610612763,35,31,2024-01-03T01:49:58Z,2360000,False,,,0,,V. Wembanyama BLOCK (4 BLK),[1641705],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
250,PT06M40.00S,2024-01-03T01:49:53.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,35,31,2024-01-03T01:51:07Z,2365000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,241.0,,,,
243,PT06M40.00S,2024-01-03T01:50:06.7Z,2,REGULAR,substitution,out,[],1630583,,,1610612759,35,31,2024-01-03T01:50:30Z,2370000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,,,,,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,
244,PT06M40.00S,2024-01-03T01:50:06.7Z,2,REGULAR,substitution,out,[],1630200,,,1610612759,35,31,2024-01-03T01:50:30Z,2380000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
245,PT06M40.00S,2024-01-03T01:50:06.7Z,2,REGULAR,substitution,in,[],203935,,,1610612759,35,31,2024-01-03T01:50:30Z,2390000,False,,,0,,SUB in: M. Smart,[203935],1610612763.0,MEM,,,,,,,,,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,
246,PT06M40.00S,2024-01-03T01:50:06.7Z,2,REGULAR,substitution,in,[],1631104,,,1610612759,35,31,2024-01-03T01:50:30Z,2400000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,,,,,,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,
247,PT06M37.00S,2024-01-03T01:50:30.3Z,2,REGULAR,jumpball,recovered,[],1630577,,,1610612759,35,31,2024-01-03T01:50:30Z,2410000,False,,,0,,Jump Ball V. Wembanyama vs. J. Jackson Jr.: Tip to J. Champagnie,"[1630577, 1641705, 1628991]",1610612759.0,SAS,heldball,J. Champagnie,Wembanyama,1641705.0,Jackson Jr.,1628991.0,,,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,1630577.0
251,PT06M34.00S,2024-01-03T01:50:38.4Z,2,REGULAR,turnover,out-of-bounds,[],1631104,,,1610612759,35,31,2024-01-03T01:50:54Z,2440000,False,,,0,,B. Wesley bad pass out-of-bounds TURNOVER (1 TO),[1631104],1610612759.0,SAS,bad pass,,,,,,Mid-Range,16-24 Left Center,,,,Wesley,B. Wesley,,,,203591.0,,,,,1.0,,,,,,,,,
252,PT06M34.00S,2024-01-03T01:50:47.8Z,2,REGULAR,substitution,out,[],1641705,,,1610612763,35,31,2024-01-03T01:50:56Z,2450000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,,,,,,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
253,PT06M34.00S,2024-01-03T01:50:47.8Z,2,REGULAR,substitution,in,[],1631230,,,1610612763,35,31,2024-01-03T01:50:56Z,2460000,False,,,0,,SUB in: D. Barlow,[1631230],1610612759.0,SAS,,,,,,,,,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,
254,PT06M15.00S,2024-01-03T01:51:07.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628991,74.45795006570303,12.990196078431374,1610612763,35,31,2024-01-03T01:51:15Z,2470000,False,-185.0,188.0,1,right,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,26.35,Missed,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
