actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
83,PT05M11.00S,2024-03-02T01:22:54.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631246,11.908672798948752,49.26470588235294,1610612763,9,7,2024-03-02T01:22:58Z,820000,False,4.0,59.0,1,left,V. Williams Jr. driving floating Jump Shot (2 PTS),[1631246],1610612763.0,MEM,,driving floating,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.95,Made,,,,,,,,2.0,,,,,,,,,
84,PT04M54.00S,2024-03-02T01:23:10.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629680,87.07293035479631,48.28431372549019,1610612757,9,9,2024-03-02T01:23:15Z,830000,False,-9.0,69.0,1,right,M. Thybulle 6' driving floating Jump Shot (2 PTS) (A. Simons 3 AST),"[1629680, 1629014]",1610612757.0,POR,,driving floating,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,6.95,Made,,,,,,,,2.0,A. Simons,1629014.0,3.0,,,,,,
86,PT04M42.00S,2024-03-02T01:23:24.9Z,1,REGULAR,foul,personal,['2freethrow'],1641871,,,1610612763,9,9,2024-03-02T01:23:42Z,850000,False,,,0,,D. Reath shooting personal FOUL (1 PF) (Williams Jr. 2 FT),"[1641871, 1631246]",1610612757.0,POR,1627534.0,shooting,,,Reath,D. Reath,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Williams Jr.,1631246.0
88,PT04M42.00S,2024-03-02T01:23:48.4Z,1,REGULAR,freethrow,1 of 2,[],1631246,,,1610612763,9,9,2024-03-02T01:24:12Z,870000,False,,,0,,MISS V. Williams Jr. Free Throw 1 of 2,[1631246],1610612763.0,MEM,,,,,Williams Jr.,V. Williams Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,
89,PT04M42.00S,2024-03-02T01:23:48.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,9,9,2024-03-02T01:24:12Z,880000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,
90,PT04M42.00S,2024-03-02T01:23:50.2Z,1,REGULAR,substitution,out,[],1641998,,,1610612763,9,9,2024-03-02T01:24:05Z,890000,False,,,0,,SUB out: T. Jemison,[1641998],1610612763.0,MEM,,,,,Jemison,T. Jemison,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M42.00S,2024-03-02T01:23:50.2Z,1,REGULAR,substitution,out,[],1631200,,,1610612763,9,9,2024-03-02T01:24:05Z,900000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M42.00S,2024-03-02T01:23:50.2Z,1,REGULAR,substitution,out,[],1641871,,,1610612763,9,9,2024-03-02T01:24:05Z,910000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M42.00S,2024-03-02T01:23:50.2Z,1,REGULAR,substitution,in,[],1630205,,,1610612763,9,9,2024-03-02T01:24:05Z,920000,False,,,0,,SUB in: L. Stevens,[1630205],1610612763.0,MEM,,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M42.00S,2024-03-02T01:23:50.2Z,1,REGULAR,substitution,in,[],1630204,,,1610612763,9,9,2024-03-02T01:24:05Z,930000,False,,,0,,SUB in: A. Hagans,[1630204],1610612757.0,POR,,,,,Hagans,A. Hagans,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M42.00S,2024-03-02T01:23:50.2Z,1,REGULAR,substitution,in,[],1631133,,,1610612763,9,9,2024-03-02T01:24:05Z,940000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M42.00S,2024-03-02T01:23:48.4Z,1,REGULAR,freethrow,2 of 2,[],1631246,,,1610612763,9,9,2024-03-02T01:24:12Z,950000,False,,,0,,MISS V. Williams Jr. Free Throw 2 of 2,[1631246],1610612763.0,MEM,,,,,Williams Jr.,V. Williams Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,
97,PT04M39.00S,2024-03-02T01:23:51.4Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612757,9,9,2024-03-02T01:24:12Z,960000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1631133],1610612757.0,POR,,,,,Walker,J. Walker,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,
98,PT04M29.00S,2024-03-02T01:24:20.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,92.32917214191852,52.94117647058824,1610612757,9,11,2024-03-02T01:24:26Z,970000,False,15.0,20.0,1,right,M. Thybulle cutting Layup (4 PTS) (J. Walker 1 AST),"[1629680, 1631133]",1610612757.0,POR,,cutting,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,,,,4.0,J. Walker,1631133.0,1.0,,,,,,
100,PT04M14.00S,2024-03-02T01:24:34.8Z,1,REGULAR,turnover,lost ball,[],1631222,,,1610612763,9,11,2024-03-02T01:24:43Z,990000,False,,,0,,J. LaRavia lost ball TURNOVER (1 TO),"[1631222, 1631133]",1610612763.0,MEM,,,,,LaRavia,J. LaRavia,,,,,Mid-Range,8-16 Right,,,,,,,1.0,Walker,1631133.0,,,,,,,,,,
101,PT04M14.00S,2024-03-02T01:24:34.8Z,1,REGULAR,steal,,[],1631133,,,1610612757,9,11,2024-03-02T01:29:20Z,1000000,False,,,0,,J. Walker STEAL (1 STL),[1631133],1610612757.0,POR,,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
102,PT04M08.00S,2024-03-02T01:24:41.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629680,94.43166885676742,3.1862745098039214,1610612757,9,11,2024-03-02T01:24:46Z,1010000,False,-234.0,0.0,1,right,MISS M. Thybulle 3PT,[1629680],1610612757.0,POR,,,,,Thybulle,M. Thybulle,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,
103,PT04M04.00S,2024-03-02T01:24:45.1Z,1,REGULAR,rebound,offensive,[],1631133,,,1610612757,9,11,2024-03-02T01:24:46Z,1020000,False,,,0,,J. Walker REBOUND (Off:1 Def:1),[1631133],1610612757.0,POR,,,,,Walker,J. Walker,,,,,Left Corner 3,24+ Left,,,102.0,2.0,1.0,1.0,,,,,,,,,,,,,
104,PT04M03.00S,2024-03-02T01:24:45.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631133,91.80354796320631,52.20588235294118,1610612757,9,13,2024-03-02T01:24:49Z,1030000,False,11.0,25.0,1,right,J. Walker putback Layup (2 PTS),[1631133],1610612757.0,POR,,putback,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,2.69,Made,,,,,,,,2.0,,,,,,,,,
105,PT04M00.00S,2024-03-02T01:24:50.6Z,1,REGULAR,foul,personal,[],1630204,,,1610612763,9,13,2024-03-02T01:24:59Z,1040000,False,,,0,,A. Hagans personal FOUL (1 PF),"[1630204, 1631246]",1610612757.0,POR,1627534.0,,,,Hagans,A. Hagans,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Williams Jr.,1631246.0
107,PT03M41.00S,2024-03-02T01:25:24.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631246,10.068988173455978,43.13725490196079,1610612763,9,13,2024-03-02T01:25:30Z,1060000,False,34.0,42.0,1,left,MISS V. Williams Jr. driving floating Shot,[1631246],1610612763.0,MEM,,driving floating,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.43,Missed,,,,,,,,,,,,,,,,,
108,PT03M38.00S,2024-03-02T01:25:27.9Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612757,9,13,2024-03-02T01:25:30Z,1070000,False,,,0,,J. Walker REBOUND (Off:1 Def:2),[1631133],1610612757.0,POR,,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,107.0,3.0,2.0,1.0,,,,,,,,,,,,,
109,PT03M34.00S,2024-03-02T01:25:32.8Z,1,REGULAR,turnover,bad pass,[],1629680,,,1610612757,9,13,2024-03-02T01:25:36Z,1080000,False,,,0,,M. Thybulle bad pass TURNOVER (1 TO),"[1629680, 1630205]",1610612757.0,POR,,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,16-24 Left Center,,,,,,,1.0,Stevens,1630205.0,,,,,,,,,,
110,PT03M34.00S,2024-03-02T01:25:32.8Z,1,REGULAR,steal,,[],1630205,,,1610612763,9,13,2024-03-02T01:25:34Z,1090000,False,,,0,,L. Stevens STEAL (1 STL),[1630205],1610612763.0,MEM,,,,,Stevens,L. Stevens,,,,,Above the Break 3,16-24 Left Center,,,,,,,,,,,,,,,,,,,
111,PT03M24.00S,2024-03-02T01:25:45.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631222,8.360709592641262,41.911764705882355,1610612763,11,13,2024-03-02T01:25:51Z,1100000,False,40.0,26.0,1,left,J. LaRavia driving Layup (2 PTS),[1631222],1610612763.0,MEM,,driving,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,4.81,Made,,,,,,,,2.0,,,,,,,,,
112,PT03M24.00S,2024-03-02T01:25:47.9Z,1,REGULAR,foul,personal,['1freethrow'],1631133,,,1610612763,11,13,2024-03-02T01:25:53Z,1110000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (LaRavia 1 FT),"[1631133, 1631222]",1610612757.0,POR,202007.0,shooting,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,LaRavia,1631222.0
114,PT03M24.00S,2024-03-02T01:26:10.0Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1631222,,,1610612763,12,13,2024-03-02T01:26:10Z,1130000,False,,,0,,J. LaRavia Free Throw 1 of 1 (3 PTS),[1631222],1610612763.0,MEM,,,,,LaRavia,J. LaRavia,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,
116,PT03M05.00S,2024-03-02T01:26:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630204,91.27792378449409,45.09803921568628,1610612757,12,15,2024-03-02T01:26:36Z,1150000,False,-25.0,29.0,1,right,A. Hagans driving finger roll Layup (2 PTS) (M. Thybulle 1 AST),"[1630204, 1629680]",1610612757.0,POR,,driving finger roll,,,Hagans,A. Hagans,,,,,Restricted Area,0-8 Center,3.83,Made,,,,,,,,2.0,M. Thybulle,1629680.0,1.0,,,,,,
118,PT02M53.00S,2024-03-02T01:26:43.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630205,7.440867279894875,53.431372549019606,1610612763,12,15,2024-03-02T01:26:48Z,1170000,False,-17.0,17.0,1,left,MISS L. Stevens driving Layup - blocked,"[1630205, 1631133]",1610612763.0,MEM,,driving,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,Walker,1631133.0,,,,
119,PT02M53.00S,2024-03-02T01:26:43.4Z,1,REGULAR,block,,[],1631133,,,1610612763,12,15,2024-03-02T01:26:45Z,1180000,False,,,0,,J. Walker BLOCK (1 BLK),[1631133],1610612757.0,POR,,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
120,PT02M49.00S,2024-03-02T01:26:47.4Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,12,15,2024-03-02T01:26:48Z,1190000,False,,,0,,A. Simons REBOUND (Off:1 Def:2),[1629014],1610612757.0,POR,,,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,118.0,3.0,2.0,1.0,,,,,,,,,,,,,
122,PT02M47.00S,2024-03-02T01:26:48.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629014,90.75229960578186,45.34313725490196,1610612757,12,15,2024-03-02T01:26:58Z,1210000,False,-23.0,34.0,1,right,MISS A. Simons running finger roll Layup - blocked,"[1629014, 1631246]",1610612757.0,POR,,running finger roll,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,4.15,Missed,,,,,,,,,,,,Williams Jr.,1631246.0,,,,
123,PT02M47.00S,2024-03-02T01:26:48.9Z,1,REGULAR,block,,[],1631246,,,1610612757,12,15,2024-03-02T01:26:58Z,1220000,False,,,0,,V. Williams Jr. BLOCK (1 BLK),[1631246],1610612763.0,MEM,,,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
124,PT02M43.00S,2024-03-02T01:26:52.9Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612763,12,15,2024-03-02T01:26:58Z,1230000,False,,,0,,Z. Williams REBOUND (Off:0 Def:2),[1630533],1610612763.0,MEM,,,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,122.0,2.0,2.0,0.0,,,,,,,,,,,,,
125,PT02M42.00S,2024-03-02T01:26:55.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630204,,,1610612763,12,15,2024-03-02T01:29:42Z,1240000,False,,,0,,A. Hagans shooting personal FOUL (2 PF) (Williams Jr. 2 FT),"[1630204, 1631246]",1610612757.0,POR,1628480.0,shooting,,,Hagans,A. Hagans,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Williams Jr.,1631246.0
127,PT02M42.00S,2024-03-02T01:27:18.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,12,15,2024-03-02T01:27:18Z,1260000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M42.00S,2024-03-02T01:29:22.9Z,1,REGULAR,substitution,out,[],1630533,,,1610612763,12,15,2024-03-02T01:29:38Z,1270000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M42.00S,2024-03-02T01:29:22.9Z,1,REGULAR,substitution,out,[],1629014,,,1610612763,12,15,2024-03-02T01:29:38Z,1280000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M42.00S,2024-03-02T01:29:22.9Z,1,REGULAR,substitution,out,[],1641739,,,1610612763,12,15,2024-03-02T01:29:38Z,1290000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M42.00S,2024-03-02T01:29:22.9Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,12,15,2024-03-02T01:29:38Z,1300000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M42.00S,2024-03-02T01:29:22.9Z,1,REGULAR,substitution,in,[],203924,,,1610612763,12,15,2024-03-02T01:29:38Z,1310000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M42.00S,2024-03-02T01:29:22.9Z,1,REGULAR,substitution,in,[],1630625,,,1610612763,12,15,2024-03-02T01:29:38Z,1320000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M42.00S,2024-03-02T01:30:01.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631246,,,1610612763,12,15,2024-03-02T01:30:01Z,1330000,False,,,0,,MISS V. Williams Jr. Free Throw 1 of 2,[1631246],1610612763.0,MEM,,,,,Williams Jr.,V. Williams Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,
135,PT02M42.00S,2024-03-02T01:30:01.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,12,15,2024-03-02T01:30:01Z,1340000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,134.0,,,,,,,,,,,,,,,,
136,PT02M42.00S,2024-03-02T01:30:18.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631246,,,1610612763,13,15,2024-03-02T01:30:18Z,1350000,False,,,0,,V. Williams Jr. Free Throw 2 of 2 (3 PTS),[1631246],1610612763.0,MEM,,,,,Williams Jr.,V. Williams Jr.,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,
137,PT02M27.00S,2024-03-02T01:30:38.0Z,1,REGULAR,turnover,out-of-bounds,[],203924,,,1610612757,13,15,2024-03-02T01:30:44Z,1360000,False,,,0,,J. Grant lost ball out-of-bounds TURNOVER (1 TO),[203924],1610612757.0,POR,1628480.0,lost ball,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,,,,,,,,,,
138,PT02M27.00S,2024-03-02T01:30:43.8Z,1,REGULAR,substitution,out,[],1631246,,,1610612763,13,15,2024-03-02T01:30:46Z,1370000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M27.00S,2024-03-02T01:30:43.8Z,1,REGULAR,substitution,in,[],1630692,,,1610612763,13,15,2024-03-02T01:30:46Z,1380000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612763.0,MEM,,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M19.00S,2024-03-02T01:30:59.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641713,12.959921156373195,53.92156862745098,1610612763,13,15,2024-03-02T01:31:06Z,1390000,False,-20.0,69.0,1,left,MISS G. Jackson 7' driving Layup - blocked,"[1641713, 1630625]",1610612763.0,MEM,,driving,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),0-8 Center,7.2,Missed,,,,,,,,,,,,Banton,1630625.0,,,,
141,PT02M19.00S,2024-03-02T01:30:59.4Z,1,REGULAR,block,,[],1630625,,,1610612763,13,15,2024-03-02T01:31:02Z,1400000,False,,,0,,D. Banton BLOCK (1 BLK),[1630625],1610612757.0,POR,,,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
142,PT02M13.00S,2024-03-02T01:31:05.4Z,1,REGULAR,rebound,offensive,[],1630205,,,1610612763,13,15,2024-03-02T01:31:06Z,1410000,False,,,0,,L. Stevens REBOUND (Off:1 Def:0),[1630205],1610612763.0,MEM,,,,,Stevens,L. Stevens,,,,,In The Paint (Non-RA),0-8 Center,,,140.0,1.0,0.0,1.0,,,,,,,,,,,,,
143,PT02M11.00S,2024-03-02T01:31:06.9Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630205,10.85742444152431,30.637254901960787,1610612763,13,15,2024-03-02T01:31:11Z,1420000,False,97.0,50.0,1,left,MISS L. Stevens 10' turnaround fadeaway Shot,[1630205],1610612763.0,MEM,,turnaround fadeaway,,,Stevens,L. Stevens,,,,,Mid-Range,8-16 Right,10.88,Missed,,,,,,,,,,,,,,,,,
144,PT02M08.00S,2024-03-02T01:31:09.9Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,13,15,2024-03-02T01:31:11Z,1430000,False,,,0,,S. Aldama REBOUND (Off:1 Def:2),[1630583],1610612763.0,MEM,,,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Right,,,143.0,3.0,2.0,1.0,,,,,,,,,,,,,
146,PT01M56.00S,2024-03-02T01:31:33.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641713,12.959921156373195,47.05882352941176,1610612763,15,15,2024-03-02T01:31:37Z,1450000,False,15.0,69.0,1,left,G. Jackson 7' driving floating Jump Shot (2 PTS),[1641713],1610612763.0,MEM,,driving floating,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),0-8 Center,7.08,Made,,,,,,,,2.0,,,,,,,,,
147,PT01M36.00S,2024-03-02T01:31:54.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,90.09526938239159,53.92156862745098,1610612757,15,15,2024-03-02T01:32:01Z,1460000,False,20.0,41.0,1,right,MISS M. Thybulle driving Layup - blocked,"[1629680, 1630692]",1610612757.0,POR,,driving,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,4.51,Missed,,,,,,,,,,,,Goodwin,1630692.0,,,,
148,PT01M36.00S,2024-03-02T01:31:54.1Z,1,REGULAR,block,,[],1630692,,,1610612757,15,15,2024-03-02T01:31:57Z,1470000,False,,,0,,J. Goodwin BLOCK (3 BLK),[1630692],1610612763.0,MEM,,,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
149,PT01M36.00S,2024-03-02T01:31:54.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,15,15,2024-03-02T01:32:01Z,1480000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,147.0,,,,,,,,,,,,,,,,
151,PT01M31.00S,2024-03-02T01:32:16.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630625,68.15045992115637,33.82352941176471,1610612757,15,15,2024-03-02T01:32:20Z,1500000,False,-81.0,247.0,1,right,MISS D. Banton 25' 3PT,[1630625],1610612757.0,POR,,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Center,25.98,Missed,,,,,,,,,,,,,,,,,
152,PT01M27.00S,2024-03-02T01:32:20.1Z,1,REGULAR,rebound,defensive,[],1631222,,,1610612763,15,15,2024-03-02T01:32:20Z,1510000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:1),[1631222],1610612763.0,MEM,,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Center,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,,
154,PT01M22.00S,2024-03-02T01:32:34.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631133,,,1610612763,15,15,2024-03-02T01:32:44Z,1530000,False,,,0,,J. Walker shooting personal FOUL (2 PF) (Stevens 2 FT),"[1631133, 1630205]",1610612757.0,POR,1627534.0,shooting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Stevens,1630205.0
156,PT01M22.00S,2024-03-02T01:33:05.0Z,1,REGULAR,freethrow,1 of 2,[],1630205,,,1610612763,16,15,2024-03-02T01:33:05Z,1550000,False,,,0,,L. Stevens Free Throw 1 of 2 (1 PTS),[1630205],1610612763.0,MEM,,,,,Stevens,L. Stevens,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,
157,PT01M22.00S,2024-03-02T01:33:07.7Z,1,REGULAR,freethrow,2 of 2,[],1630205,,,1610612763,17,15,2024-03-02T01:33:07Z,1560000,False,,,0,,L. Stevens Free Throw 2 of 2 (2 PTS),[1630205],1610612763.0,MEM,,,,,Stevens,L. Stevens,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,
158,PT00M59.30S,2024-03-02T01:33:29.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631133,91.67214191852825,55.88235294117647,1610612757,17,17,2024-03-02T01:50:02Z,1570000,False,29.0,26.0,1,right,J. Walker driving Layup (4 PTS) (D. Banton 1 AST),"[1631133, 1630625]",1610612757.0,POR,,driving,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,3.91,Made,,,,,,,,4.0,D. Banton,1630625.0,1.0,,,,,,
160,PT00M36.50S,2024-03-02T01:33:56.9Z,1,REGULAR,2pt,Jump Shot,[],1630205,20.71287779237845,67.8921568627451,1610612763,19,17,2024-03-02T01:34:05Z,1590000,False,-89.0,142.0,1,left,L. Stevens 16' step back Jump Shot (4 PTS),[1630205],1610612763.0,MEM,,step back,,,Stevens,L. Stevens,,,,,Mid-Range,16-24 Left Center,16.8,Made,,,,,,,,4.0,,,,,,,,,
161,PT00M28.90S,2024-03-02T01:34:06.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630625,90.09526938239159,54.65686274509803,1610612757,19,17,2024-03-02T01:34:11Z,1600000,False,23.0,41.0,1,right,MISS D. Banton driving floating Shot,[1630625],1610612757.0,POR,,driving floating,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,4.68,Missed,,,,,,,,,,,,,,,,,
162,PT00M26.20S,2024-03-02T01:34:09.1Z,1,REGULAR,rebound,defensive,[],1631222,,,1610612763,19,17,2024-03-02T01:34:11Z,1610000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:2),[1631222],1610612763.0,MEM,,,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,,,161.0,2.0,2.0,0.0,,,,,,,,,,,,,
163,PT00M22.10S,2024-03-02T01:34:13.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630583,5.995400788436268,44.36274509803921,1610612763,21,17,2024-03-02T01:34:21Z,1620000,False,28.0,4.0,1,left,S. Aldama running Layup (2 PTS) (J. Goodwin 1 AST),"[1630583, 1630692]",1610612763.0,MEM,,running,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,2.85,Made,,,,,,,,2.0,J. Goodwin,1630692.0,1.0,,,,,,
165,PT00M05.80S,2024-03-02T01:34:33.9Z,1,REGULAR,foul,personal,[],1630583,,,1610612757,21,17,2024-03-02T01:35:03Z,1640000,False,,,0,,S. Aldama take personal FOUL (1 PF),"[1630583, 203924]",1610612763.0,MEM,202007.0,take,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,0.0,Grant,203924.0
167,PT00M05.80S,2024-03-02T01:34:46.8Z,1,REGULAR,substitution,out,[],1631133,,,1610612757,21,17,2024-03-02T01:34:56Z,1660000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M05.80S,2024-03-02T01:34:46.8Z,1,REGULAR,substitution,in,[],1629014,,,1610612757,21,17,2024-03-02T01:34:56Z,1670000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
