actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-01-14T01:10:29.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-14T01:10:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-01-14T01:10:32.8Z,1,REGULAR,jumpball,recovered,[],1628379,,,1610612763,0,0,2024-01-14T01:10:32Z,40000,False,,,0,,Jump Ball X. Tillman vs. I. Hartenstein: Tip to L. Kennard,"[1628379, 1630214, 1628392]",1610612763.0,MEM,startperiod,L. Kennard,1628379.0,Kennard,L. Kennard,Tillman,1630214.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2024-01-14T01:10:40.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631246,5.732588699080158,51.470588235294116,1610612763,2,0,2024-01-14T01:11:02Z,70000,False,-7.0,1.0,1,left,V. Williams Jr. cutting Layup (2 PTS) (J. Gilyard 1 AST),"[1631246, 1631367]",1610612763.0,MEM,cutting,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,0.75,Made,2.0,J. Gilyard,1631367.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2024-01-14T01:11:01.4Z,1,REGULAR,turnover,bad pass,[],203944,,,1610612752,2,0,2024-01-14T01:11:04Z,90000,False,,,0,,J. Randle bad pass TURNOVER (1 TO),"[203944, 1631246]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Williams Jr.,1631246.0,,,,,,,,,,,
10,PT11M28.00S,2024-01-14T01:11:01.4Z,1,REGULAR,steal,,[],1631246,,,1610612763,2,0,2024-01-14T01:11:03Z,100000,False,,,0,,V. Williams Jr. STEAL (1 STL),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M23.00S,2024-01-14T01:11:06.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628379,31.488173455978973,31.127450980392158,1610612763,2,0,2024-01-14T01:11:10Z,110000,False,94.0,243.0,1,left,MISS L. Kennard 26' running 3PT,[1628379],1610612763.0,MEM,running,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,26.12,Missed,,,,,,,,,,,,,,,,,,
12,PT11M19.00S,2024-01-14T01:11:10.4Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,2,0,2024-01-14T01:11:10Z,120000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,
13,PT11M12.00S,2024-01-14T01:11:17.1Z,1,REGULAR,turnover,bad pass,[],1630540,,,1610612752,2,0,2024-01-14T01:11:22Z,130000,False,,,0,,M. McBride bad pass TURNOVER (1 TO),"[1630540, 1630214]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Tillman,1630214.0,,,,,,,,,,,
14,PT11M12.00S,2024-01-14T01:11:17.1Z,1,REGULAR,steal,,[],1630214,,,1610612763,2,0,2024-01-14T01:11:21Z,140000,False,,,0,,X. Tillman STEAL (1 STL),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT11M06.00S,2024-01-14T01:11:32.0Z,1,REGULAR,foul,personal,[],1628392,,,1610612763,2,0,2024-01-14T01:11:34Z,150000,False,,,0,,I. Hartenstein personal FOUL (1 PF),"[1628392, 1630214]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627519.0,1.0,0.0,Tillman,1630214.0,,
17,PT10M59.00S,2024-01-14T01:11:47.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631223,28.465834428383708,77.94117647058823,1610612763,5,0,2024-01-14T01:11:50Z,170000,False,-140.0,215.0,1,left,D. Roddy 25' 3PT  (3 PTS) (X. Tillman 1 AST),"[1631223, 1630214]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Left Center,25.65,Made,3.0,X. Tillman,1630214.0,1.0,,,,,,,,,,,,,,
19,PT10M33.00S,2024-01-14T01:12:13.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,84.57621550591328,53.67647058823529,1610612752,5,2,2024-01-14T01:12:17Z,190000,False,18.0,92.0,1,right,J. Randle 9' driving floating Jump Shot (2 PTS) (M. McBride 1 AST),"[203944, 1630540]",1610612752.0,NYK,driving floating,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,9.43,Made,2.0,M. McBride,1630540.0,1.0,,,,,,,,,,,,,,
21,PT10M16.00S,2024-01-14T01:12:30.6Z,1,REGULAR,3pt,Jump Shot,[],1631246,30.962549277266753,30.14705882352941,1610612763,5,2,2024-01-14T01:12:35Z,210000,False,99.0,239.0,1,left,MISS V. Williams Jr. 25' 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Right Center,25.83,Missed,,,,,,,,,,,,,,,,,,
22,PT10M11.00S,2024-01-14T01:12:35.6Z,1,REGULAR,rebound,defensive,[],1630540,,,1610612752,5,2,2024-01-14T01:12:35Z,220000,False,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,
23,PT10M01.00S,2024-01-14T01:12:44.8Z,1,REGULAR,3pt,Jump Shot,[],1628384,67.49342969776609,69.11764705882352,1610612752,5,2,2024-01-14T01:12:48Z,230000,False,96.0,253.0,1,right,MISS O. Anunoby 27' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,27.06,Missed,,,,,,,,,,,,,,,,,,
