actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-13T00:10:21.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-13T00:10:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-03-13T00:10:24.4Z,1,REGULAR,jumpball,recovered,[],1630692,,,1610612763,0,0,2024-03-13T00:10:24Z,40000,False,,,0,,Jump Ball T. Jemison vs. K. Kuzma: Tip to J. Goodwin,"[1630692, 1641998, 1628398]",1610612763.0,MEM,startperiod,J. Goodwin,1630692.0,Goodwin,J. Goodwin,Jemison,1641998.0,Kuzma,1628398.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2024-03-13T00:11:03.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641998,15.588042049934298,45.09803921568628,1610612763,2,0,2024-03-13T00:11:07Z,80000,False,25.0,94.0,1,left,T. Jemison 9' turnaround Hook (2 PTS),[1641998],1610612763.0,MEM,turnaround,,,Jemison,T. Jemison,,,,,In The Paint (Non-RA),8-16 Center,9.71,Made,2.0,,,,,,,,,,,,,,,,,
9,PT11M16.00S,2024-03-13T00:11:22.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641731,92.06636005256242,47.549019607843135,1610612764,2,0,2024-03-13T00:11:27Z,90000,False,-12.0,22.0,1,right,MISS B. Coulibaly driving Hook,[1641731],1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,2.53,Missed,,,,,,,,,,,,,,,,,,
10,PT11M14.00S,2024-03-13T00:11:24.9Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,2,0,2024-03-13T00:11:27Z,100000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,
11,PT10M53.00S,2024-03-13T00:11:45.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641998,17.559132720105126,38.48039215686275,1610612763,4,0,2024-03-13T00:11:48Z,110000,False,58.0,113.0,1,left,T. Jemison 12' turnaround Hook (4 PTS),[1641998],1610612763.0,MEM,turnaround,,,Jemison,T. Jemison,,,,,In The Paint (Non-RA),8-16 Center,12.65,Made,4.0,,,,,,,,,,,,,,,,,
12,PT10M37.00S,2024-03-13T00:12:01.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,83.919185282523,58.08823529411765,1610612764,4,0,2024-03-13T00:12:06Z,120000,False,40.0,99.0,1,right,MISS K. Kuzma 10' turnaround fadeaway Shot,[1628398],1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,10.66,Missed,,,,,,,,,,,,,,,,,,
13,PT10M35.00S,2024-03-13T00:12:03.6Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612764,4,0,2024-03-13T00:12:06Z,130000,False,,,0,,D. Avdija REBOUND (Off:1 Def:0),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,,12.0,1.0,0.0,1.0,,,,,,,,,,,,,
14,PT10M31.00S,2024-03-13T00:12:08.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641731,69.72733245729303,68.87254901960785,1610612764,4,0,2024-03-13T00:12:10Z,140000,False,94.0,232.0,1,right,MISS B. Coulibaly 25' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,25.06,Missed,,,,,,,,,,,,,,,,,,
15,PT10M29.00S,2024-03-13T00:12:10.1Z,1,REGULAR,rebound,defensive,[],1630692,,,1610612763,4,0,2024-03-13T00:12:10Z,150000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:1),[1630692],1610612763.0,MEM,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,
