actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-01-01T01:10:50.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-01T01:10:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-01-01T01:10:52.6Z,1,REGULAR,jumpball,recovered,[],1629630,,,1610612763,0,0,2024-01-01T01:10:52Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. D. Sabonis: Tip to J. Morant,"[1629630, 1628991, 1627734]",1610612763.0,MEM,startperiod,J. Morant,1629630.0,Morant,J. Morant,Jackson Jr.,1628991.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-01-01T01:11:04.2Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612763,0,0,2024-01-01T01:11:07Z,70000,False,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1627734]",1610612763.0,MEM,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,1.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2024-01-01T01:11:04.2Z,1,REGULAR,steal,,[],1627734,,,1610612758,0,0,2024-01-01T01:11:05Z,80000,False,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
9,PT11M31.00S,2024-01-01T01:11:19.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631099,80.23981603153744,47.30392156862745,1610612758,0,2,2024-01-01T01:11:22Z,90000,False,-13.0,133.0,1,right,K. Murray 13' step back Jump Shot (2 PTS) (D. Sabonis 1 AST),"[1631099, 1627734]",1610612758.0,SAC,step back,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,13.39,Made,2.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,
11,PT11M17.00S,2024-01-01T01:11:31.9Z,1,REGULAR,3pt,Jump Shot,[],1629630,16.507884362680684,94.85294117647058,1610612763,3,2,2024-01-01T01:11:36Z,110000,False,-224.0,103.0,1,left,J. Morant 24' 3PT step back (3 PTS),[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,,,,24.67,Made,3.0,,,,,,,,,,,,,,
12,PT10M58.00S,2024-01-01T01:11:51.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,93.24901445466492,51.71568627450981,1610612758,3,4,2024-01-01T01:11:54Z,120000,False,9.0,11.0,1,right,K. Murray cutting Layup (4 PTS) (D. Sabonis 2 AST),"[1631099, 1627734]",1610612758.0,SAC,cutting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,1.4,Made,4.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,,
14,PT10M42.00S,2024-01-01T01:12:07.4Z,1,REGULAR,3pt,Jump Shot,[],203935,4.812746386333772,95.58823529411765,1610612763,3,4,2024-01-01T01:12:11Z,140000,False,-228.0,-7.0,1,left,MISS M. Smart 3PT,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,,,,22.8,Missed,,,,,,,,,,,,,,,
15,PT10M40.00S,2024-01-01T01:12:09.4Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,3,4,2024-01-01T01:12:11Z,150000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,
16,PT10M34.00S,2024-01-01T01:12:15.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,62.63140604467805,26.715686274509803,1610612758,3,7,2024-01-01T01:12:26Z,160000,False,-116.0,299.0,1,right,D. Fox 32' 3PT running pullup (3 PTS),[1628368],1610612758.0,SAC,running pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,32.07,Made,3.0,,,,,,,,,,,,,,
17,PT10M19.00S,2024-01-01T01:12:35.8Z,1,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612763,3,7,2024-01-01T01:12:40Z,170000,False,,,0,,D. Bane step out-of-bounds TURNOVER (1 TO),[1630217],1610612763.0,MEM,step,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,1.0,,,,,,,,,,,,,203593.0,,,,,,
18,PT09M59.00S,2024-01-01T01:13:04.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203084,65.52233902759527,55.14705882352941,1610612758,3,7,2024-01-01T01:13:09Z,180000,False,26.0,272.0,1,right,MISS H. Barnes 27' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,,,,27.28,Missed,,,,,,,,,,,,,,,
19,PT09M55.00S,2024-01-01T01:13:08.4Z,1,REGULAR,rebound,defensive,[],203935,,,1610612763,3,7,2024-01-01T01:13:09Z,190000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,
20,PT09M46.00S,2024-01-01T01:13:17.9Z,1,REGULAR,2pt,Jump Shot,[],1629630,10.200394218134035,27.450980392156865,1610612763,5,7,2024-01-01T01:13:49Z,200000,False,113.0,43.0,1,left,J. Morant 12' step back Jump Shot (5 PTS),[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,Mid-Range,8-16 Right,,,,12.08,Made,5.0,,,,,,,,,,,,,,
21,PT09M34.00S,2024-01-01T01:13:32.0Z,1,REGULAR,foul,personal,[],202687,,,1610612758,5,7,2024-01-01T01:13:40Z,210000,False,,,0,,B. Biyombo personal FOUL (1 PF),"[202687, 1627734]",1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,203593.0,1.0,0.0,Sabonis,1627734.0,,
23,PT09M24.00S,2024-01-01T01:13:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,93.51182654402102,47.30392156862745,1610612758,5,7,2024-01-01T01:14:01Z,230000,False,-13.0,8.0,1,right,MISS D. Sabonis cutting finger roll Layup,[1627734],1610612758.0,SAC,cutting finger roll,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,1.6,Missed,,,,,,,,,,,,,,,
24,PT09M22.00S,2024-01-01T01:14:00.0Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,5,7,2024-01-01T01:14:01Z,240000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,
26,PT09M16.00S,2024-01-01T01:14:14.1Z,1,REGULAR,3pt,Jump Shot,[],1628991,29.122864651773984,26.47058823529412,1610612763,5,7,2024-01-01T01:14:16Z,260000,False,118.0,221.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,25.06,Missed,,,,,,,,,,,,,,,
27,PT09M15.00S,2024-01-01T01:14:15.1Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,5,7,2024-01-01T01:14:16Z,270000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,
28,PT09M05.00S,2024-01-01T01:14:28.8Z,1,REGULAR,turnover,traveling,[],1630537,,,1610612758,5,7,2024-01-01T01:14:32Z,280000,False,,,0,,C. Duarte traveling TURNOVER (1 TO),[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,203593.0,,,,,,
