actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
22,PT10M10.00S,2024-02-02T01:12:32.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629723,7.5722733245729295,44.85294117647059,1610612763,4,3,2024-02-02T01:12:36Z,220000,False,26.0,19.0,1,left,J. Konchar cutting finger roll Layup (2 PTS) (J. Jackson Jr. 1 AST),"[1629723, 1628991]",1610612763.0,MEM,cutting finger roll,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,3.18,Made,,,,,,,2.0,,,,,J. Jackson Jr.,1628991.0,1.0,,,,
24,PT09M58.00S,2024-02-02T01:12:48.2Z,1,REGULAR,foul,personal,['2freethrow'],1631246,,,1610612739,4,3,2024-02-02T01:13:00Z,240000,False,,,0,,V. Williams Jr. shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1631246, 1628378]",1610612763.0,MEM,shooting,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,1146.0,,,,,,,1.0,0.0,Mitchell,1628378.0
26,PT09M58.00S,2024-02-02T01:13:16.9Z,1,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,4,4,2024-02-02T01:13:42Z,260000,False,,,0,,D. Mitchell Free Throw 1 of 2 (4 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
27,PT09M58.00S,2024-02-02T01:13:16.9Z,1,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,4,4,2024-02-02T01:13:42Z,270000,False,,,0,,MISS D. Mitchell Free Throw 2 of 2,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
28,PT09M56.00S,2024-02-02T01:13:18.9Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,4,4,2024-02-02T01:13:42Z,280000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,
29,PT09M43.00S,2024-02-02T01:13:52.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,10.726018396846255,49.01960784313725,1610612763,6,4,2024-02-02T01:13:58Z,290000,False,5.0,48.0,1,left,J. Jackson Jr. turnaround bank Jump Shot (4 PTS),[1628991],1610612763.0,MEM,turnaround bank,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.85,Made,,,,,,,4.0,,,,,,,,,,,
30,PT09M29.00S,2024-02-02T01:14:06.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,80.50262812089356,49.26470588235294,1610612739,6,6,2024-02-02T01:14:11Z,300000,False,-4.0,131.0,1,right,J. Allen 13' Jump Shot (2 PTS) (M. Strus 1 AST),"[1628386, 1629622]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,13.09,Made,,,,,,,2.0,,,,,M. Strus,1629622.0,1.0,,,,
32,PT09M12.00S,2024-02-02T01:14:23.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630590,19.530223390275953,52.69607843137255,1610612763,6,6,2024-02-02T01:14:35Z,320000,False,-13.0,131.0,1,left,MISS S. Pippen Jr. 13' floating Shot,[1630590],1610612763.0,MEM,floating,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.18,Missed,,,,,,,,,,,,,,,,,,
33,PT09M10.00S,2024-02-02T01:14:25.0Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,6,6,2024-02-02T01:14:35Z,330000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,
34,PT09M10.00S,2024-02-02T01:14:34.0Z,1,REGULAR,turnover,out-of-bounds,[],1629636,,,1610612739,6,6,2024-02-02T01:14:38Z,340000,False,,,0,,D. Garland step out-of-bounds TURNOVER (1 TO),[1629636],1610612739.0,CLE,step,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1146.0,1.0,,,,,,,,,
35,PT09M04.00S,2024-02-02T01:14:58.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630583,31.750985545335087,34.55882352941176,1610612763,6,6,2024-02-02T01:15:02Z,350000,False,77.0,246.0,1,left,MISS S. Aldama 25' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,25.78,Missed,,,,,,,,,,,,,,,,,,
36,PT09M00.00S,2024-02-02T01:15:02.0Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,6,6,2024-02-02T01:15:02Z,360000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,
37,PT08M55.00S,2024-02-02T01:15:06.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629622,93.51182654402102,2.941176470588235,1610612739,6,6,2024-02-02T01:15:11Z,370000,False,-235.0,8.0,1,right,MISS M. Strus running 3PT,[1629622],1610612739.0,CLE,running,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,23.55,Missed,,,,,,,,,,,,,,,,,,
38,PT08M52.00S,2024-02-02T01:15:09.1Z,1,REGULAR,rebound,defensive,[],1630590,,,1610612763,6,6,2024-02-02T01:15:11Z,380000,False,,,0,,S. Pippen Jr. REBOUND (Off:1 Def:2),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Left Corner 3,24+ Left,,,,,37.0,3.0,2.0,1.0,,,,,,,,,,,,
39,PT08M43.00S,2024-02-02T01:15:17.7Z,1,REGULAR,3pt,Jump Shot,[],1630590,27.151773981603156,81.12745098039215,1610612763,9,6,2024-02-02T01:15:21Z,390000,False,-156.0,203.0,1,left,S. Pippen Jr. 25' 3PT  (3 PTS) (J. Jackson Jr. 2 AST),"[1630590, 1628991]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Left Center,25.55,Made,,,,,,,3.0,,,,,J. Jackson Jr.,1628991.0,2.0,,,,
41,PT08M32.00S,2024-02-02T01:15:29.9Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,9,6,2024-02-02T01:15:33Z,410000,False,,,0,,D. Garland bad pass TURNOVER (2 TO),"[1629636, 1630590]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2.0,Pippen Jr.,1630590.0,,,,,,,
42,PT08M32.00S,2024-02-02T01:15:29.9Z,1,REGULAR,steal,,[],1630590,,,1610612763,9,6,2024-02-02T01:15:32Z,420000,False,,,0,,S. Pippen Jr. STEAL (1 STL),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
43,PT08M28.00S,2024-02-02T01:15:33.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630583,5.863994743758213,50.98039215686274,1610612763,11,6,2024-02-02T01:15:38Z,430000,False,-5.0,3.0,1,left,S. Aldama running DUNK (2 PTS) (S. Pippen Jr. 1 AST),"[1630583, 1630590]",1610612763.0,MEM,running,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,0.55,Made,,,,,,,2.0,,,,,S. Pippen Jr.,1630590.0,1.0,,,,
45,PT08M11.00S,2024-02-02T01:15:50.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,83.65637319316689,54.166666666666664,1610612739,11,8,2024-02-02T01:15:53Z,450000,False,21.0,101.0,1,right,D. Garland 10' driving floating Jump Shot (2 PTS) (J. Allen 1 AST),"[1629636, 1628386]",1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,10.32,Made,,,,,,,2.0,,,,,J. Allen,1628386.0,1.0,,,,
47,PT07M58.00S,2024-02-02T01:16:03.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630590,9.280551905387648,44.6078431372549,1610612763,11,8,2024-02-02T01:16:07Z,470000,False,27.0,35.0,1,left,MISS S. Pippen Jr. driving floating bank Shot,[1630590],1610612763.0,MEM,driving floating bank,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,4.4,Missed,,,,,,,,,,,,,,,,,,
48,PT07M56.00S,2024-02-02T01:16:05.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,11,8,2024-02-02T01:16:07Z,480000,False,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,
49,PT07M52.00S,2024-02-02T01:16:09.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628378,92.46057818659659,52.94117647058824,1610612739,11,10,2024-02-02T01:16:16Z,490000,False,15.0,18.0,1,right,D. Mitchell running finger roll Layup (6 PTS),[1628378],1610612739.0,CLE,running finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,,,6.0,,,,,,,,,,,
50,PT07M38.00S,2024-02-02T01:16:24.0Z,1,REGULAR,turnover,bad pass,[],1630590,,,1610612763,11,10,2024-02-02T01:16:27Z,500000,False,,,0,,S. Pippen Jr. bad pass TURNOVER (1 TO),"[1630590, 1629731]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Wade,1629731.0,,,,,,,
51,PT07M38.00S,2024-02-02T01:16:24.0Z,1,REGULAR,steal,,[],1629731,,,1610612739,11,10,2024-02-02T01:16:26Z,510000,False,,,0,,D. Wade STEAL (1 STL),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
52,PT07M32.00S,2024-02-02T01:16:29.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629731,92.32917214191852,95.09803921568627,1610612739,11,13,2024-02-02T01:16:36Z,520000,False,225.0,20.0,1,right,D. Wade 3PT running (3 PTS) (D. Garland 1 AST),"[1629731, 1629636]",1610612739.0,CLE,running,,,Wade,D. Wade,,,,,Right Corner 3,24+ Right,22.64,Made,,,,,,,3.0,,,,,D. Garland,1629636.0,1.0,,,,
54,PT07M16.00S,2024-02-02T01:16:45.4Z,1,REGULAR,3pt,Jump Shot,[],1628991,32.53942181340342,45.588235294117645,1610612763,11,13,2024-02-02T01:16:49Z,540000,False,22.0,253.0,1,left,MISS J. Jackson Jr. 25' pullup 3PT,[1628991],1610612763.0,MEM,pullup,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,25.44,Missed,,,,,,,,,,,,,,,,,,
55,PT07M14.00S,2024-02-02T01:16:47.4Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,11,13,2024-02-02T01:16:49Z,550000,False,,,0,,J. Allen REBOUND (Off:0 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,,,54.0,3.0,3.0,0.0,,,,,,,,,,,,
56,PT07M05.00S,2024-02-02T01:16:56.8Z,1,REGULAR,turnover,bad pass,[],1628386,,,1610612739,11,13,2024-02-02T01:17:00Z,560000,False,,,0,,J. Allen bad pass TURNOVER (1 TO),"[1628386, 1630590]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Pippen Jr.,1630590.0,,,,,,,
57,PT07M05.00S,2024-02-02T01:16:56.8Z,1,REGULAR,steal,,[],1630590,,,1610612763,11,13,2024-02-02T01:16:58Z,570000,False,,,0,,S. Pippen Jr. STEAL (2 STL),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT06M59.00S,2024-02-02T01:17:02.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630583,13.61695137976347,96.32352941176471,1610612763,11,13,2024-02-02T01:17:07Z,580000,False,-232.0,75.0,1,left,MISS S. Aldama 24' running 3PT,[1630583],1610612763.0,MEM,running,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,24.36,Missed,,,,,,,,,,,,,,,,,,
59,PT06M57.00S,2024-02-02T01:17:04.6Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,11,13,2024-02-02T01:17:07Z,590000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Left Corner 3,24+ Left,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,
60,PT06M49.00S,2024-02-02T01:17:13.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.72339027595268,47.794117647058826,1610612739,11,15,2024-02-02T01:18:10Z,600000,False,-11.0,16.0,1,right,D. Mitchell driving reverse Layup (8 PTS),[1628378],1610612739.0,CLE,driving reverse,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,8.0,,,,,,,,,,,
61,PT06M49.00S,2024-02-02T01:17:19.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,11,15,2024-02-02T01:17:19Z,610000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M49.00S,2024-02-02T01:19:51.8Z,1,REGULAR,substitution,out,[],1629636,,,1610612763,11,15,2024-02-02T01:20:26Z,640000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M49.00S,2024-02-02T01:19:51.8Z,1,REGULAR,substitution,in,[],1641713,,,1610612763,11,15,2024-02-02T01:20:26Z,650000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M49.00S,2024-02-02T01:19:51.8Z,1,REGULAR,substitution,in,[],1631367,,,1610612763,11,15,2024-02-02T01:20:26Z,660000,False,,,0,,SUB in: J. Gilyard,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M49.00S,2024-02-02T01:19:51.8Z,1,REGULAR,substitution,in,[],1630171,,,1610612763,11,15,2024-02-02T01:20:26Z,670000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M49.00S,2024-02-02T01:19:51.8Z,1,REGULAR,substitution,out,[],1630590,,,1610612763,11,15,2024-02-02T01:21:21Z,675000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M49.00S,2024-02-02T01:19:51.8Z,1,REGULAR,substitution,out,[],1629723,,,1610612763,11,15,2024-02-02T01:21:21Z,677500,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M30.00S,2024-02-02T01:20:43.7Z,1,REGULAR,3pt,Jump Shot,[],1628991,19.136005256241788,6.862745098039216,1610612763,14,15,2024-02-02T01:20:48Z,680000,False,216.0,127.0,1,left,J. Jackson Jr. 25' 3PT  (7 PTS) (J. Gilyard 1 AST),"[1628991, 1631367]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,25.05,Made,,,,,,,7.0,,,,,J. Gilyard,1631367.0,1.0,,,,
70,PT06M09.00S,2024-02-02T01:21:03.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,87.20433639947439,62.254901960784316,1610612739,14,15,2024-02-02T01:22:04Z,700000,False,61.0,68.0,1,right,MISS J. Allen 9' Jump Shot,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Right,9.14,Missed,,,,,,,,,,,,,,,,,,
71,PT06M05.00S,2024-02-02T01:21:07.8Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,14,15,2024-02-02T01:22:04Z,710000,False,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Right,,,,,70.0,2.0,2.0,0.0,,,,,,,,,,,,
72,PT05M54.00S,2024-02-02T01:21:19.8Z,1,REGULAR,3pt,Jump Shot,[],1630583,28.728646517739815,12.990196078431374,1610612763,14,15,2024-02-02T01:21:36Z,720000,False,185.0,218.0,1,left,MISS S. Aldama 28' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,28.55,Missed,,,,,,,,,,,,,,,,,,
75,PT05M50.00S,2024-02-02T01:21:23.8Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,14,15,2024-02-02T01:21:36Z,730000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,
76,PT05M36.00S,2024-02-02T01:21:37.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,92.46057818659659,55.88235294117647,1610612739,14,17,2024-02-02T01:21:42Z,740000,False,29.0,18.0,1,right,J. Allen Layup (4 PTS) (D. Mitchell 1 AST),"[1628386, 1628378]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,3.47,Made,,,,,,,4.0,,,,,D. Mitchell,1628378.0,1.0,,,,
78,PT05M27.00S,2024-02-02T01:21:46.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,6.652431011826544,52.69607843137255,1610612763,14,17,2024-02-02T01:21:50Z,760000,False,-13.0,10.0,1,left,MISS J. Jackson Jr. driving finger roll Layup,[1628991],1610612763.0,MEM,driving finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,1.68,Missed,,,,,,,,,,,,,,,,,,
79,PT05M24.00S,2024-02-02T01:21:49.7Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,14,17,2024-02-02T01:21:50Z,770000,False,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,78.0,2.0,2.0,0.0,,,,,,,,,,,,
