actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
248,PT07M03.00S,2023-10-27T23:49:44.2Z,2,REGULAR,rebound,defensive,[],1631222,,,1610612763,30,39,2023-10-27T23:49:52Z,2470000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:1),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,246.0,2.0,1.0,1.0,,,,,,,,,,,,,,
249,PT06M55.00S,2023-10-27T23:49:50.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631222,6.389618922470433,42.40196078431372,1610612763,32,39,2023-10-27T23:49:57Z,2480000,False,38.0,8.0,1,left,J. LaRavia running Layup (6 PTS),[1631222],1610612763.0,MEM,running,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,3.88,Made,,,,,,,,6.0,,,,,,,,,,
250,PT06M39.00S,2023-10-27T23:50:07.1Z,2,REGULAR,3pt,Jump Shot,[],202704,70.90998685939553,20.588235294117645,1610612743,32,39,2023-10-27T23:50:12Z,2490000,False,-147.0,221.0,1,right,MISS R. Jackson 26' 3PT,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,26.54,Missed,,,,,,,,,,,,,,,,,,
251,PT06M34.00S,2023-10-27T23:50:12.1Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,32,39,2023-10-27T23:50:12Z,2500000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,250.0,4.0,3.0,1.0,,,,,,,,,,,,,,
252,PT06M34.00S,2023-10-27T23:50:16.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631124,,,1610612763,32,39,2023-10-27T23:50:50Z,2510000,False,,,0,,J. Strawther personal FOUL (2 PF) (Bane 2 FT),"[1631124, 1630217]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Mid-Range,8-16 Right,,,,,,,,,1629178.0,,,,,2.0,0.0,Bane,1630217.0,,,
254,PT06M34.00S,2023-10-27T23:50:54.0Z,2,REGULAR,freethrow,1 of 2,[],1630217,,,1610612763,33,39,2023-10-27T23:50:54Z,2530000,False,,,0,,D. Bane Free Throw 1 of 2 (5 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
255,PT06M34.00S,2023-10-27T23:50:54.7Z,2,REGULAR,substitution,out,[],1631222,,,1610612763,33,39,2023-10-27T23:51:10Z,2540000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M34.00S,2023-10-27T23:50:54.7Z,2,REGULAR,substitution,out,[],1631128,,,1610612763,33,39,2023-10-27T23:51:10Z,2570000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M34.00S,2023-10-27T23:50:54.7Z,2,REGULAR,substitution,out,[],1631124,,,1610612763,33,39,2023-10-27T23:51:10Z,2580000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M34.00S,2023-10-27T23:50:54.7Z,2,REGULAR,substitution,out,[],1631212,,,1610612763,33,39,2023-10-27T23:51:10Z,2590000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M34.00S,2023-10-27T23:50:54.7Z,2,REGULAR,substitution,out,[],1630192,,,1610612763,33,39,2023-10-27T23:51:10Z,2600000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M34.00S,2023-10-27T23:50:54.7Z,2,REGULAR,substitution,in,[],1630214,,,1610612763,33,39,2023-10-27T23:51:10Z,2610000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M34.00S,2023-10-27T23:50:54.7Z,2,REGULAR,substitution,in,[],1631223,,,1610612763,33,39,2023-10-27T23:51:10Z,2620000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M34.00S,2023-10-27T23:50:54.7Z,2,REGULAR,substitution,in,[],203935,,,1610612763,33,39,2023-10-27T23:51:10Z,2630000,False,,,0,,SUB in: M. Smart,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M34.00S,2023-10-27T23:50:54.7Z,2,REGULAR,substitution,in,[],203932,,,1610612763,33,39,2023-10-27T23:51:10Z,2640000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M34.00S,2023-10-27T23:50:54.7Z,2,REGULAR,substitution,in,[],203999,,,1610612763,33,39,2023-10-27T23:51:10Z,2650000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M34.00S,2023-10-27T23:50:54.7Z,2,REGULAR,substitution,in,[],1629008,,,1610612763,33,39,2023-10-27T23:51:10Z,2660000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M34.00S,2023-10-27T23:50:54.7Z,2,REGULAR,substitution,in,[],203484,,,1610612763,33,39,2023-10-27T23:51:10Z,2670000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT06M34.00S,2023-10-27T23:50:54.7Z,2,REGULAR,substitution,out,[],1630533,,,1610612763,33,39,2023-10-27T23:51:26Z,2675000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT06M34.00S,2023-10-27T23:50:54.7Z,2,REGULAR,substitution,out,[],1628991,,,1610612763,33,39,2023-10-27T23:51:47Z,2677500,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M34.00S,2023-10-27T23:51:24.6Z,2,REGULAR,freethrow,2 of 2,[],1630217,,,1610612763,34,39,2023-10-27T23:51:24Z,2680000,False,,,0,,D. Bane Free Throw 2 of 2 (6 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
271,PT06M16.00S,2023-10-27T23:51:46.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,86.67871222076215,37.5,1610612743,34,41,2023-10-27T23:51:54Z,2690000,False,-62.0,73.0,1,right,R. Jackson 9' driving floating Jump Shot (11 PTS),[202704],1610612743.0,DEN,driving floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Left,9.59,Made,,,,,,,,11.0,,,,,,,,,,
273,PT06M02.00S,2023-10-27T23:52:00.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,5.469776609724048,54.166666666666664,1610612763,36,41,2023-10-27T23:52:05Z,2700000,False,-21.0,-1.0,1,left,X. Tillman reverse Layup (2 PTS) (M. Smart 2 AST),"[1630214, 203935]",1610612763.0,MEM,reverse,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,,2.0,M. Smart,203935.0,2.0,,,,,,,
275,PT05M47.00S,2023-10-27T23:52:15.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,86.81011826544021,43.627450980392155,1610612743,36,43,2023-10-27T23:52:20Z,2720000,False,-32.0,71.0,1,right,N. Jokic 7' floating Jump Shot (4 PTS) (K. Caldwell-Pope 1 AST),"[203999, 203484]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,7.83,Made,,,,,,,,4.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,
277,PT05M30.00S,2023-10-27T23:52:32.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,8.229303547963205,48.28431372549019,1610612763,38,43,2023-10-27T23:52:37Z,2740000,False,9.0,25.0,1,left,X. Tillman cutting finger roll Layup (4 PTS) (D. Bane 1 AST),"[1630214, 1630217]",1610612763.0,MEM,cutting finger roll,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,2.63,Made,,,,,,,,4.0,D. Bane,1630217.0,1.0,,,,,,,
279,PT05M10.00S,2023-10-27T23:52:51.7Z,2,REGULAR,3pt,Jump Shot,[],203484,94.1688567674113,3.1862745098039214,1610612743,38,43,2023-10-27T23:52:55Z,2760000,False,-234.0,2.0,1,right,MISS K. Caldwell-Pope 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
280,PT05M08.00S,2023-10-27T23:52:53.7Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,38,43,2023-10-27T23:52:55Z,2770000,False,,,0,,J. Konchar REBOUND (Off:0 Def:4),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,,,279.0,4.0,4.0,0.0,,,,,,,,,,,,,,
281,PT05M00.00S,2023-10-27T23:53:02.1Z,2,REGULAR,turnover,bad pass,[],1631223,,,1610612763,38,43,2023-10-27T23:53:06Z,2780000,False,,,0,,D. Roddy bad pass TURNOVER (2 TO),"[1631223, 203932]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Gordon,203932.0
282,PT05M00.00S,2023-10-27T23:53:02.1Z,2,REGULAR,steal,,[],203932,,,1610612743,38,43,2023-10-27T23:53:03Z,2790000,False,,,0,,A. Gordon STEAL (2 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
283,PT04M57.00S,2023-10-27T23:53:05.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203484,91.80354796320631,53.67647058823529,1610612743,38,45,2023-10-27T23:53:13Z,2800000,False,18.0,25.0,1,right,K. Caldwell-Pope running finger roll Layup (2 PTS) (A. Gordon 1 AST),"[203484, 203932]",1610612743.0,DEN,running finger roll,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,3.06,Made,,,,,,,,2.0,A. Gordon,203932.0,1.0,,,,,,,
285,PT04M33.00S,2023-10-27T23:53:29.0Z,2,REGULAR,2pt,Jump Shot,[],203935,10.988830486202366,33.33333333333333,1610612763,40,45,2023-10-27T23:53:38Z,2820000,False,83.0,51.0,1,left,M. Smart 9' fadeaway bank Jump Shot (5 PTS),[203935],1610612763.0,MEM,fadeaway bank,,,Smart,M. Smart,,,,,Mid-Range,8-16 Right,9.76,Made,,,,,,,,5.0,,,,,,,,,,
286,PT04M23.00S,2023-10-27T23:53:42.2Z,2,REGULAR,foul,personal,[],1630217,,,1610612743,40,45,2023-10-27T23:53:49Z,2830000,False,,,0,,D. Bane personal FOUL (3 PF),"[1630217, 203932]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1629178.0,,,,,3.0,0.0,Gordon,203932.0,,,
288,PT04M23.00S,2023-10-27T23:53:56.3Z,2,REGULAR,substitution,out,[],1630217,,,1610612743,40,45,2023-10-27T23:54:02Z,2850000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M23.00S,2023-10-27T23:53:56.3Z,2,REGULAR,substitution,out,[],202704,,,1610612743,40,45,2023-10-27T23:54:02Z,2860000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M23.00S,2023-10-27T23:53:56.3Z,2,REGULAR,substitution,in,[],201565,,,1610612743,40,45,2023-10-27T23:54:02Z,2870000,False,,,0,,SUB in: D. Rose,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M23.00S,2023-10-27T23:53:56.3Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,40,45,2023-10-27T23:54:02Z,2880000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT04M19.00S,2023-10-27T23:54:17.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,92.9862023653088,44.36274509803921,1610612743,40,47,2023-10-27T23:54:24Z,2890000,False,-28.0,13.0,1,right,A. Gordon driving reverse Layup (6 PTS) (M. Porter Jr. 2 AST),"[203932, 1629008]",1610612743.0,DEN,driving reverse,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.12,Made,,,,,,,,6.0,M. Porter Jr.,1629008.0,2.0,,,,,,,
294,PT04M19.00S,2023-10-27T23:54:22.9Z,2,REGULAR,foul,personal,['1freethrow'],1631223,,,1610612743,40,47,2023-10-27T23:54:38Z,2910000,False,,,0,,D. Roddy shooting personal FOUL (2 PF) (Gordon 1 FT),"[1631223, 203932]",1610612763.0,MEM,shooting,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,,,,,,2530.0,,,,,2.0,0.0,Gordon,203932.0,,,
296,PT04M19.00S,2023-10-27T23:54:46.9Z,2,REGULAR,freethrow,1 of 1,[],203932,,,1610612743,40,47,2023-10-27T23:54:51Z,2930000,False,,,0,,MISS A. Gordon Free Throw 1 of 1,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
297,PT04M14.00S,2023-10-27T23:54:51.9Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612763,40,47,2023-10-27T23:54:51Z,2940000,False,,,0,,X. Tillman REBOUND (Off:1 Def:4),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,296.0,5.0,4.0,1.0,,,,,,,,,,,,,,
298,PT04M06.00S,2023-10-27T23:54:58.8Z,2,REGULAR,3pt,Jump Shot,[],201565,5.995400788436268,93.87254901960785,1610612763,40,47,2023-10-27T23:55:02Z,2950000,False,-219.0,4.0,1,left,MISS D. Rose 3PT,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,Left Corner 3,24+ Left,21.94,Missed,,,,,,,,,,,,,,,,,,
299,PT04M03.00S,2023-10-27T23:55:01.8Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,40,47,2023-10-27T23:55:02Z,2960000,False,,,0,,N. Jokic REBOUND (Off:2 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Left Corner 3,24+ Left,,,298.0,6.0,4.0,2.0,,,,,,,,,,,,,,
300,PT04M02.00S,2023-10-27T23:55:02.5Z,2,REGULAR,turnover,lost ball,[],203999,,,1610612743,40,47,2023-10-27T23:55:06Z,2970000,False,,,0,,N. Jokic lost ball TURNOVER (3 TO),"[203999, 1629723]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,3.0,Konchar,1629723.0
301,PT04M02.00S,2023-10-27T23:55:02.5Z,2,REGULAR,steal,,[],1629723,,,1610612763,40,47,2023-10-27T23:55:04Z,2980000,False,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
302,PT03M59.00S,2023-10-27T23:55:05.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629723,7.5722733245729295,46.32352941176471,1610612763,42,47,2023-10-27T23:55:10Z,2990000,False,18.0,19.0,1,left,J. Konchar finger roll Layup (2 PTS),[1629723],1610612763.0,MEM,finger roll,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,,,,2.0,,,,,,,,,,
303,PT03M54.00S,2023-10-27T23:55:14.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630214,,,1610612743,42,47,2023-10-27T23:55:29Z,3000000,False,,,0,,X. Tillman personal FOUL (2 PF) (Jokic 2 FT),"[1630214, 203999]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Center,,,,,,,,,202027.0,,,,,2.0,0.0,Jokic,203999.0,,,
305,PT03M54.00S,2023-10-27T23:55:42.1Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,42,48,2023-10-27T23:55:42Z,3020000,False,,,0,,N. Jokic Free Throw 1 of 2 (5 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
306,PT03M54.00S,2023-10-27T23:56:00.6Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,42,49,2023-10-27T23:56:00Z,3030000,False,,,0,,N. Jokic Free Throw 2 of 2 (6 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
307,PT03M44.00S,2023-10-27T23:56:13.6Z,2,REGULAR,3pt,Jump Shot,[],1631223,14.668199737187912,94.6078431372549,1610612763,42,49,2023-10-27T23:56:18Z,3040000,False,-223.0,85.0,1,left,MISS D. Roddy 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Left Corner 3,24+ Left,23.88,Missed,,,,,,,,,,,,,,,,,,
308,PT03M39.00S,2023-10-27T23:56:17.9Z,2,REGULAR,rebound,offensive,[],203935,,,1610612763,42,49,2023-10-27T23:56:17Z,3050000,False,,,0,,M. Smart REBOUND (Off:1 Def:0),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,,,307.0,1.0,0.0,1.0,,,,,,,,,,,,,,
309,PT03M33.00S,2023-10-27T23:56:24.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203935,22.28975032851511,88.23529411764706,1610612763,45,49,2023-10-27T23:56:28Z,3060000,False,-191.0,157.0,1,left,M. Smart 24' 3PT  (8 PTS) (D. Rose 1 AST),"[203935, 201565]",1610612763.0,MEM,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,24.74,Made,,,,,,,,8.0,D. Rose,201565.0,1.0,,,,,,,
311,PT03M14.00S,2023-10-27T23:56:43.4Z,2,REGULAR,2pt,Jump Shot,[],1627750,74.98357424441524,39.46078431372549,1610612743,45,51,2023-10-27T23:56:49Z,3080000,False,-53.0,183.0,1,right,J. Murray 19' fadeaway Jump Shot (11 PTS) (N. Jokic 3 AST),"[1627750, 203999]",1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,Mid-Range,16-24 Center,19.01,Made,,,,,,,,11.0,N. Jokic,203999.0,3.0,,,,,,,
313,PT02M59.00S,2023-10-27T23:56:57.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,9.149145860709593,35.294117647058826,1610612763,45,51,2023-10-27T23:57:05Z,3100000,False,74.0,34.0,1,left,MISS D. Rose 8' driving bank Shot,[201565],1610612763.0,MEM,driving bank,,,Rose,D. Rose,,,,,In The Paint (Non-RA),0-8 Center,8.08,Missed,,,,,,,,,,,,,,,,,,
314,PT02M56.00S,2023-10-27T23:57:00.8Z,2,REGULAR,rebound,defensive,[],203484,,,1610612743,45,51,2023-10-27T23:57:05Z,3110000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,313.0,1.0,1.0,0.0,,,,,,,,,,,,,,
315,PT02M49.00S,2023-10-27T23:57:08.6Z,2,REGULAR,3pt,Jump Shot,[],1627750,68.41327201051249,31.372549019607842,1610612743,45,51,2023-10-27T23:57:14Z,3120000,False,-93.0,244.0,1,right,MISS J. Murray 26' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,26.15,Missed,,,,,,,,,,,,,,,,,,
316,PT02M47.00S,2023-10-27T23:57:10.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,45,51,2023-10-27T23:57:14Z,3130000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Left Center,,,315.0,,,,,,,,,,,,,,,,,
317,PT02M47.00S,2023-10-27T23:57:16.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203999,,,1610612763,45,51,2023-10-27T23:57:42Z,3140000,False,,,0,,N. Jokic loose ball personal FOUL (1 PF) (Tillman 2 FT),"[203999, 1630214]",1610612743.0,DEN,loose ball,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,1629178.0,,,,,1.0,0.0,Tillman,1630214.0,,,
319,PT02M47.00S,2023-10-27T23:57:28.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,45,51,2023-10-27T23:57:28Z,3160000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M47.00S,2023-10-27T23:59:33.2Z,2,REGULAR,substitution,out,[],1631223,,,1610612763,45,51,2023-10-28T00:00:13Z,3170000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT02M47.00S,2023-10-27T23:59:33.2Z,2,REGULAR,substitution,out,[],1629723,,,1610612763,45,51,2023-10-28T00:00:13Z,3180000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT02M47.00S,2023-10-27T23:59:33.2Z,2,REGULAR,substitution,in,[],1628991,,,1610612763,45,51,2023-10-28T00:00:13Z,3190000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT02M47.00S,2023-10-27T23:59:33.2Z,2,REGULAR,substitution,in,[],1630533,,,1610612763,45,51,2023-10-28T00:00:13Z,3200000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M47.00S,2023-10-28T00:00:33.7Z,2,REGULAR,freethrow,1 of 2,[],1630214,,,1610612763,46,51,2023-10-28T00:00:33Z,3210000,False,,,0,,X. Tillman Free Throw 1 of 2 (5 PTS),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
325,PT02M47.00S,2023-10-28T00:00:54.4Z,2,REGULAR,freethrow,2 of 2,[],1630214,,,1610612763,47,51,2023-10-28T00:00:54Z,3220000,False,,,0,,X. Tillman Free Throw 2 of 2 (6 PTS),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
326,PT02M31.00S,2023-10-28T00:01:09.2Z,2,REGULAR,3pt,Jump Shot,[],1629008,91.14651773981603,5.147058823529411,1610612743,47,54,2023-10-28T00:01:14Z,3230000,False,-224.0,31.0,1,right,M. Porter Jr. 3PT  (3 PTS) (N. Jokic 4 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,22.64,Made,,,,,,,,3.0,N. Jokic,203999.0,4.0,,,,,,,
328,PT02M17.00S,2023-10-28T00:01:24.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630533,5.469776609724048,54.90196078431373,1610612763,49,54,2023-10-28T00:01:28Z,3250000,False,-25.0,-1.0,1,left,Z. Williams alley-oop DUNK (6 PTS) (D. Rose 2 AST),"[1630533, 201565]",1610612763.0,MEM,alley-oop,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,,,,6.0,D. Rose,201565.0,2.0,,,,,,,
330,PT02M17.00S,2023-10-28T00:01:26.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203932,,,1610612763,49,54,2023-10-28T00:01:34Z,3270000,False,,,0,,A. Gordon shooting personal FOUL (1 PF) (Williams 1 FT),"[203932, 1630533]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,2530.0,,,,,1.0,0.0,Williams,1630533.0,,,
332,PT02M17.00S,2023-10-28T00:01:37.1Z,2,REGULAR,substitution,out,[],1630214,,,1610612763,49,54,2023-10-28T00:02:24Z,3290000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT02M17.00S,2023-10-28T00:01:37.1Z,2,REGULAR,substitution,out,[],201565,,,1610612763,49,54,2023-10-28T00:02:24Z,3300000,False,,,0,,SUB out: D. Rose,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT02M17.00S,2023-10-28T00:01:37.1Z,2,REGULAR,substitution,in,[],1631222,,,1610612763,49,54,2023-10-28T00:02:24Z,3310000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT02M17.00S,2023-10-28T00:01:37.1Z,2,REGULAR,substitution,in,[],1629723,,,1610612763,49,54,2023-10-28T00:02:24Z,3320000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT02M17.00S,2023-10-28T00:02:06.2Z,2,REGULAR,freethrow,1 of 1,[],1630533,,,1610612763,50,54,2023-10-28T00:02:06Z,3330000,False,,,0,,Z. Williams Free Throw 1 of 1 (7 PTS),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
