actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-04-14T19:41:27.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-14T19:41:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-04-14T19:41:29.6Z,1,REGULAR,jumpball,recovered,[],203484,,,1610612743,0,0,2024-04-14T19:41:29Z,40000,False,,,0,,Jump Ball N. Jokic vs. T. Jemison: Tip to K. Caldwell-Pope,"[203484, 203999, 1641998]",1610612743.0,DEN,startperiod,K. Caldwell-Pope,203484.0,Caldwell-Pope,K. Caldwell-Pope,Jokic,203999.0,Jemison,1641998.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-04-14T19:41:44.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,93.38042049934296,54.166666666666664,1610612743,0,0,2024-04-14T19:41:50Z,70000,False,21.0,10.0,1,right,MISS N. Jokic turnaround Hook - blocked,"[203999, 1641998]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.3,Missed,Jemison,1641998.0,,,,,,,,,,,,,,,,
8,PT11M42.00S,2024-04-14T19:41:44.9Z,1,REGULAR,block,,[],1641998,,,1610612743,0,0,2024-04-14T19:41:47Z,80000,False,,,0,,T. Jemison BLOCK (1 BLK),[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M37.00S,2024-04-14T19:41:49.9Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,0,0,2024-04-14T19:41:50Z,90000,False,,,0,,N. Jokic REBOUND (Off:1 Def:0),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,
10,PT11M37.00S,2024-04-14T19:41:49.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,94.40999984741211,50.0,1610612743,0,2,2024-04-14T19:41:49Z,100000,False,0.0,0.0,1,right,N. Jokic putback Layup (2 PTS),[203999],1610612743.0,DEN,putback,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,2.0,,,,,,,,,,,
11,PT11M16.00S,2024-04-14T19:42:10.1Z,1,REGULAR,3pt,Jump Shot,[],1641713,26.757555847568987,77.94117647058823,1610612763,0,2,2024-04-14T19:42:15Z,110000,False,-140.0,199.0,1,left,MISS G. Jackson 24' step back 3PT - blocked,"[1641713, 203932]",1610612763.0,MEM,step back,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Left Center,24.31,Missed,Gordon,203932.0,,,,,,,,,,,,,,,,
12,PT11M16.00S,2024-04-14T19:42:10.1Z,1,REGULAR,block,,[],203932,,,1610612763,0,2,2024-04-14T19:42:12Z,120000,False,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
13,PT11M16.00S,2024-04-14T19:42:10.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,0,2,2024-04-14T19:42:15Z,130000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,11.0,,,,,,,,,,,,,,,
16,PT11M13.00S,2024-04-14T19:42:47.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631222,23.866622864651774,83.57843137254902,1610612763,0,2,2024-04-14T19:42:51Z,160000,False,-168.0,172.0,1,left,MISS J. LaRavia 24' fadeaway 3PT,[1631222],1610612763.0,MEM,fadeaway,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Left Center,24.02,Missed,,,,,,,,,,,,,,,,,,
