actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-15T23:11:34.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-15T23:11:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-01-15T23:11:36.9Z,1,REGULAR,jumpball,recovered,[],1628379,,,1610612763,0,0,2024-01-15T23:11:36Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. K. Looney: Tip to L. Kennard,"[1628379, 1628991, 1626172]",1610612763.0,MEM,startperiod,L. Kennard,1628379.0,Kennard,L. Kennard,Jackson Jr.,1628991.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-01-15T23:11:57.2Z,1,REGULAR,turnover,out-of-bounds,[],1630533,,,1610612763,0,0,2024-01-15T23:12:03Z,70000,False,,,0,,Z. Williams step out-of-bounds TURNOVER (1 TO),[1630533],1610612763.0,MEM,step,,,Williams,Z. Williams,,,,,Left Corner 3,24+ Left,1628954.0,1.0,,,,,,,,,,,,,,,,,,
8,PT11M28.00S,2024-01-15T23:12:26.5Z,1,REGULAR,foul,offensive,[],201939,,,1610612744,0,0,2024-01-15T23:12:43Z,80000,False,,,0,,S. Curry offensive FOUL (1 PF),"[201939, 1630533]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,1628954.0,,1.0,0.0,Williams,1630533.0,,,,,,,,,,,,,,
10,PT11M28.00S,2024-01-15T23:12:26.5Z,1,REGULAR,turnover,offensive foul,[],201939,,,1610612744,0,0,2024-01-15T23:12:26Z,100000,False,,,0,,S. Curry offensive foul TURNOVER (1 TO),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,1628954.0,1.0,,,,,,,,,,,,,,,,,,
11,PT11M15.00S,2024-01-15T23:13:09.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628991,83.13074901445466,94.36274509803921,1610612763,0,0,2024-01-15T23:13:13Z,110000,False,222.0,106.0,1,right,MISS J. Jackson Jr. 24' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,24.59,Missed,,,,,,,,,,,,
12,PT11M13.00S,2024-01-15T23:13:11.1Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,0,0,2024-01-15T23:13:13Z,120000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,
13,PT11M07.00S,2024-01-15T23:13:17.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203952,31.488173455978973,45.09803921568628,1610612744,0,0,2024-01-15T23:13:22Z,130000,False,25.0,243.0,1,left,MISS A. Wiggins 24' running 3PT,[203952],1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,,,,,24.47,Missed,,,,,,,,,,,,
14,PT11M05.00S,2024-01-15T23:13:21.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,0,0,2024-01-15T23:13:21Z,140000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,13.0,,,,,,,,,,,
16,PT10M58.00S,2024-01-15T23:13:42.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,7.5722733245729295,43.38235294117647,1610612744,0,2,2024-01-15T23:13:46Z,160000,False,33.0,19.0,1,left,K. Looney cutting finger roll Layup (2 PTS) (K. Thompson 1 AST),"[1626172, 202691]",1610612744.0,GSW,cutting finger roll,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,3.8,Made,,,,,2.0,K. Thompson,202691.0,1.0,,,,
