actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-09T01:10:33.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-09T01:10:33Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-11-09T01:10:36.7Z,1,REGULAR,jumpball,recovered,[],1629639,,,1610612748,0,0,2023-11-09T01:10:36Z,40000,False,,,0,,Jump Ball B. Adebayo vs. J. Jackson Jr.: Tip to T. Herro,"[1629639, 1628389, 1628991]",1610612748.0,MIA,startperiod,T. Herro,1629639.0,Herro,T. Herro,Adebayo,1628389.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2023-11-09T01:10:53.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,87.33574244415243,53.92156862745098,1610612748,0,0,2023-11-09T01:11:02Z,70000,False,20.0,67.0,1,right,MISS B. Adebayo 6' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,6.93,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2023-11-09T01:10:57.9Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,0,0,2023-11-09T01:11:02Z,80000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M34.00S,2023-11-09T01:11:14.7Z,1,REGULAR,foul,personal,[],1629639,,,1610612763,0,0,2023-11-09T01:11:42Z,90000,False,,,0,,T. Herro personal FOUL (1 PF),"[1629639, 1630533]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,24+ Left,,,,,,,200834.0,1.0,0.0,Williams,1630533.0,,,,,,,,,
11,PT11M11.00S,2023-11-09T01:11:39.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202687,7.30946123521682,50.0,1610612763,2,0,2023-11-09T01:11:44Z,110000,False,0.0,16.0,1,left,B. Biyombo cutting DUNK (2 PTS) (M. Smart 1 AST),"[202687, 203935]",1610612763.0,MEM,cutting,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,1.62,Made,,,,,,,,,,2.0,M. Smart,203935.0,1.0,,,,,
13,PT10M50.00S,2023-11-09T01:12:01.4Z,1,REGULAR,3pt,Jump Shot,[],200768,71.04139290407359,19.607843137254903,1610612748,2,0,2023-11-09T01:12:07Z,130000,False,-152.0,220.0,1,right,MISS K. Lowry 26' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,26.72,Missed,,,,,,,,,,,,,,,,,,
14,PT10M45.00S,2023-11-09T01:12:06.4Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,2,0,2023-11-09T01:12:07Z,140000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Left Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M35.00S,2023-11-09T01:12:16.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,10.85742444152431,64.4607843137255,1610612763,2,0,2023-11-09T01:12:21Z,150000,False,-72.0,50.0,1,left,MISS Z. Williams 8' driving floating Shot,[1630533],1610612763.0,MEM,driving floating,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Left,8.77,Missed,,,,,,,,,,,,,,,,,,
16,PT10M31.00S,2023-11-09T01:12:20.5Z,1,REGULAR,rebound,offensive,[],202687,,,1610612763,2,0,2023-11-09T01:12:20Z,160000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:1),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),8-16 Left,,,15.0,2.0,1.0,1.0,,,,,,,,,,,,,,
17,PT10M28.00S,2023-11-09T01:12:23.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628991,32.933639947437584,49.754901960784316,1610612763,2,0,2023-11-09T01:12:27Z,170000,False,1.0,257.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,,
18,PT10M25.00S,2023-11-09T01:12:26.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,2,0,2023-11-09T01:12:27Z,180000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M18.00S,2023-11-09T01:12:35.1Z,1,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612748,2,0,2023-11-09T01:13:10Z,190000,False,,,0,,Z. Williams shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1630533, 1628389]",1610612763.0,MEM,shooting,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,,200834.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,
21,PT10M18.00S,2023-11-09T01:13:11.8Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,2,1,2023-11-09T01:13:11Z,210000,False,,,0,,B. Adebayo Free Throw 1 of 2 (1 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
22,PT10M18.00S,2023-11-09T01:13:29.4Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,2,2,2023-11-09T01:13:29Z,220000,False,,,0,,B. Adebayo Free Throw 2 of 2 (2 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
23,PT10M01.00S,2023-11-09T01:13:48.4Z,1,REGULAR,3pt,Jump Shot,[],1630217,32.53942181340342,57.84313725490197,1610612763,2,2,2023-11-09T01:13:53Z,230000,False,-39.0,253.0,1,left,MISS D. Bane 25' step back 3PT,[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,25.64,Missed,,,,,,,,,,,,,,,,,,
24,PT09M58.00S,2023-11-09T01:13:51.4Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,2,2,2023-11-09T01:13:53Z,240000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT09M55.00S,2023-11-09T01:13:56.8Z,1,REGULAR,foul,personal,['2freethrow'],202687,,,1610612748,2,2,2023-11-09T01:14:16Z,250000,False,,,0,,B. Biyombo shooting personal FOUL (1 PF) (Adebayo 2 FT),"[202687, 1628389]",1610612763.0,MEM,shooting,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203593.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,
27,PT09M55.00S,2023-11-09T01:14:29.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628389,,,1610612748,2,3,2023-11-09T01:14:29Z,270000,False,,,0,,B. Adebayo Free Throw 1 of 2 (3 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
28,PT09M55.00S,2023-11-09T01:14:51.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628389,,,1610612748,2,4,2023-11-09T01:14:51Z,280000,False,,,0,,B. Adebayo Free Throw 2 of 2 (4 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
29,PT09M46.00S,2023-11-09T01:15:02.5Z,1,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612763,2,4,2023-11-09T01:15:15Z,290000,False,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1628389, 1628991]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628482.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,
31,PT09M46.00S,2023-11-09T01:15:26.6Z,1,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,3,4,2023-11-09T01:15:26Z,310000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (1 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
32,PT09M46.00S,2023-11-09T01:15:40.4Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,4,4,2023-11-09T01:15:40Z,320000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (2 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
33,PT09M37.00S,2023-11-09T01:15:51.1Z,1,REGULAR,3pt,Jump Shot,[],200768,68.54467805519053,69.6078431372549,1610612748,4,7,2023-11-09T01:15:55Z,330000,False,98.0,243.0,1,right,K. Lowry 26' 3PT  (3 PTS) (T. Herro 1 AST),"[200768, 1629639]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,26.22,Made,,,,,,,,,,3.0,T. Herro,1629639.0,1.0,,,,,
35,PT09M24.00S,2023-11-09T01:16:03.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,13.87976346911958,50.49019607843137,1610612763,6,7,2023-11-09T01:16:08Z,350000,False,-2.0,78.0,1,left,M. Smart 7' turnaround Jump Shot (2 PTS),[203935],1610612763.0,MEM,turnaround,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,7.8,Made,,,,,,,,,,2.0,,,,,,,,
36,PT09M10.00S,2023-11-09T01:16:17.8Z,1,REGULAR,3pt,Jump Shot,[],202710,88.38699080157687,3.431372549019608,1610612748,6,10,2023-11-09T01:16:23Z,360000,False,-233.0,57.0,1,right,J. Butler 3PT  (3 PTS) (K. Lowry 1 AST),"[202710, 200768]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,23.96,Made,,,,,,,,,,3.0,K. Lowry,200768.0,1.0,,,,,
38,PT08M59.00S,2023-11-09T01:16:28.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,14.668199737187912,53.92156862745098,1610612763,6,10,2023-11-09T01:16:36Z,380000,False,-20.0,85.0,1,left,MISS M. Smart 8' pullup Shot,[203935],1610612763.0,MEM,pullup,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,8.76,Missed,,,,,,,,,,,,,,,,,,
39,PT08M57.00S,2023-11-09T01:16:30.6Z,1,REGULAR,rebound,offensive,[],202687,,,1610612763,6,10,2023-11-09T01:16:36Z,390000,False,,,0,,B. Biyombo REBOUND (Off:2 Def:1),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),8-16 Center,,,38.0,3.0,1.0,2.0,,,,,,,,,,,,,,
41,PT08M45.00S,2023-11-09T01:17:01.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630217,8.754927726675426,42.8921568627451,1610612763,6,10,2023-11-09T01:17:05Z,410000,False,36.0,30.0,1,left,MISS D. Bane driving finger roll Layup,[1630217],1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,4.63,Missed,,,,,,,,,,,,,,,,,,
42,PT08M42.00S,2023-11-09T01:17:04.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,6,10,2023-11-09T01:17:05Z,420000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,
43,PT08M27.00S,2023-11-09T01:17:21.9Z,1,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612748,6,10,2023-11-09T01:17:35Z,430000,False,,,0,,D. Bane shooting personal FOUL (1 PF) (Butler 2 FT),"[1630217, 202710]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203593.0,1.0,0.0,Butler,202710.0,,,,,,,,,
45,PT08M27.00S,2023-11-09T01:17:41.0Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,6,11,2023-11-09T01:17:41Z,450000,False,,,0,,J. Butler Free Throw 1 of 2 (4 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
46,PT08M27.00S,2023-11-09T01:17:54.0Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,6,12,2023-11-09T01:17:54Z,460000,False,,,0,,J. Butler Free Throw 2 of 2 (5 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
