actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
423,PT05M38.00S,2024-03-28T01:35:47.3Z,3,REGULAR,substitution,out,[],1630590,,,1610612763,70,89,2024-03-28T01:35:51Z,4200000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M38.00S,2024-03-28T01:35:47.3Z,3,REGULAR,substitution,in,[],1631222,,,1610612763,70,89,2024-03-28T01:35:51Z,4210000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M30.00S,2024-03-28T01:36:20.7Z,3,REGULAR,foul,technical,['1freethrow'],2607,,,1610612763,70,89,2024-03-28T01:38:59Z,4220000,False,,,0,,TEAM foul technical,[2607],1610612747.0,LAL,,,,,,,,,,1628951.0,,,,,,,,,,,,,,,,,,,,,
426,PT05M30.00S,2024-03-28T01:36:51.6Z,3,REGULAR,freethrow,1 of 1,[],1630217,,,1610612763,71,89,2024-03-28T01:36:51Z,4230000,False,,,0,,D. Bane technical Free Throw 1 of 1 (15 PTS),[1630217],1610612763.0,MEM,technical,,,Bane,D. Bane,,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,
427,PT05M25.00S,2024-03-28T01:37:00.9Z,3,REGULAR,turnover,traveling,[],1641713,,,1610612763,71,89,2024-03-28T01:37:04Z,4240000,False,,,0,,G. Jackson traveling TURNOVER (3 TO),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,1162.0,Mid-Range,8-16 Right,,,,,,,,,,,,,3.0,,,,,,
428,PT05M13.00S,2024-03-28T01:37:21.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",2544,7.178055190538765,49.01960784313725,1610612747,71,89,2024-03-28T01:37:25Z,4250000,False,5.0,15.0,1,left,MISS L. James driving Layup - blocked,"[2544, 1628991]",1610612747.0,LAL,driving,,,James,L. James,,,,,,Restricted Area,0-8 Center,1.58,Missed,,,,,Jackson Jr.,1628991.0,,,,,,,,,,,
429,PT05M13.00S,2024-03-28T01:37:21.9Z,3,REGULAR,block,,[],1628991,,,1610612747,71,89,2024-03-28T01:37:24Z,4260000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
430,PT05M13.00S,2024-03-28T01:37:21.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612747,71,89,2024-03-28T01:37:25Z,4270000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,Restricted Area,0-8 Center,,,428.0,,,,,,,,,,,,,,,,
432,PT05M05.00S,2024-03-28T01:37:54.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629060,28.86005256241787,75.0,1610612747,71,92,2024-03-28T01:37:59Z,4290000,False,-125.0,219.0,1,left,R. Hachimura 25' 3PT  (25 PTS) (A. Reaves 8 AST),"[1629060, 1630559]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,Above the Break 3,24+ Left Center,25.2,Made,,,,,,,25.0,A. Reaves,1630559.0,8.0,,,,,,,
434,PT04M51.00S,2024-03-28T01:38:07.6Z,3,REGULAR,3pt,Jump Shot,[],1641713,66.70499342969777,38.48039215686275,1610612763,71,92,2024-03-28T01:38:10Z,4310000,False,-58.0,260.0,1,right,MISS G. Jackson 26' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,Above the Break 3,24+ Center,26.68,Missed,,,,,,,,,,,,,,,,,
435,PT04M50.00S,2024-03-28T01:38:08.6Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,71,92,2024-03-28T01:38:10Z,4320000,False,,,0,,L. James REBOUND (Off:0 Def:12),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Above the Break 3,24+ Center,,,434.0,12.0,12.0,0.0,,,,,,,,,,,,,
436,PT04M45.00S,2024-03-28T01:38:15.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630217,,,1610612747,71,92,2024-03-28T01:38:24Z,4330000,False,,,0,,D. Bane shooting personal FOUL (3 PF) (James 2 FT),"[1630217, 2544]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,1193.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,James,2544.0
438,PT04M45.00S,2024-03-28T01:38:35.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612747,71,92,2024-03-28T01:38:35Z,4350000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M45.00S,2024-03-28T01:39:22.2Z,3,REGULAR,substitution,out,[],1641713,,,1610612747,71,92,2024-03-28T01:39:59Z,4360000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M45.00S,2024-03-28T01:39:22.2Z,3,REGULAR,substitution,in,[],1630205,,,1610612747,71,92,2024-03-28T01:39:59Z,4370000,False,,,0,,SUB in: L. Stevens,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M45.00S,2024-03-28T01:40:17.2Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],2544,,,1610612747,71,92,2024-03-28T01:40:17Z,4380000,False,,,0,,MISS L. James Free Throw 1 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
442,PT04M45.00S,2024-03-28T01:40:17.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,71,92,2024-03-28T01:40:17Z,4390000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,441.0,,,,,,,,,,,,,,,,
443,PT04M45.00S,2024-03-28T01:40:32.7Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],2544,,,1610612747,71,93,2024-03-28T01:40:32Z,4400000,False,,,0,,L. James Free Throw 2 of 2 (14 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,
444,PT04M34.00S,2024-03-28T01:40:44.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,94.03745072273325,51.470588235294116,1610612763,71,93,2024-03-28T01:40:52Z,4410000,False,7.0,4.0,1,right,MISS D. Bane driving floating bank Shot,[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,,Restricted Area,0-8 Center,0.82,Missed,,,,,,,,,,,,,,,,,
445,PT04M31.00S,2024-03-28T01:40:47.6Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612747,71,93,2024-03-28T01:40:52Z,4420000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:8),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,Restricted Area,0-8 Center,,,444.0,8.0,8.0,0.0,,,,,,,,,,,,,
446,PT04M27.00S,2024-03-28T01:40:51.9Z,3,REGULAR,3pt,Jump Shot,[],203915,26.888961892247043,79.65686274509804,1610612747,71,96,2024-03-28T01:43:32Z,4430000,False,-148.0,200.0,1,left,S. Dinwiddie 24' 3PT  (11 PTS) (L. James 10 AST),"[203915, 2544]",1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,Above the Break 3,24+ Left Center,24.92,Made,,,,,,,11.0,L. James,2544.0,10.0,,,,,,,
449,PT04M19.00S,2024-03-28T01:41:13.8Z,3,REGULAR,turnover,bad pass,[],1631222,,,1610612763,71,96,2024-03-28T01:41:39Z,4460000,False,,,0,,J. LaRavia bad pass TURNOVER (1 TO),"[1631222, 2544]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,James,2544.0,,,,
450,PT04M19.00S,2024-03-28T01:41:13.8Z,3,REGULAR,steal,,[],2544,,,1610612747,71,96,2024-03-28T01:41:15Z,4470000,False,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
452,PT04M17.00S,2024-03-28T01:41:16.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak', 'defensivegoaltending']",2544,6.783837056504599,50.49019607843137,1610612747,71,98,2024-03-28T01:41:31Z,4490000,False,-2.0,11.0,1,left,L. James running reverse Layup (16 PTS),[2544],1610612747.0,LAL,running reverse,,,James,L. James,,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,,,16.0,,,,,,,,,,
453,PT04M17.00S,2024-03-28T01:41:22.4Z,3,REGULAR,violation,defensive goaltending,[],1628991,,,1610612747,71,98,2024-03-28T01:41:31Z,4500000,False,,,0,,J. Jackson Jr. defensive goaltending VIOLATION,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,1162.0,,,,,,,,,,,,,,,,,,,,,
455,PT04M11.00S,2024-03-28T01:41:46.2Z,3,REGULAR,foul,personal,[],203915,,,1610612763,71,98,2024-03-28T01:41:48Z,4520000,False,,,0,,S. Dinwiddie personal FOUL (1 PF),"[203915, 1628991]",1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,1162.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Jackson Jr.,1628991.0
457,PT04M00.00S,2024-03-28T01:42:05.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631222,89.70105124835742,44.6078431372549,1610612763,73,98,2024-03-28T01:42:09Z,4540000,False,-27.0,44.0,1,right,J. LaRavia driving floating bank Jump Shot (5 PTS) (D. Bane 10 AST),"[1631222, 1630217]",1610612763.0,MEM,driving floating bank,,,LaRavia,J. LaRavia,,,,,,In The Paint (Non-RA),0-8 Center,5.19,Made,,,,,,,5.0,D. Bane,1630217.0,10.0,,,,,,,
459,PT03M42.00S,2024-03-28T01:42:23.8Z,3,REGULAR,turnover,lost ball,[],203915,,,1610612747,73,98,2024-03-28T01:42:26Z,4560000,False,,,0,,S. Dinwiddie lost ball TURNOVER (1 TO),"[203915, 1628991]",1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,Jackson Jr.,1628991.0,,,,
460,PT03M42.00S,2024-03-28T01:42:23.8Z,3,REGULAR,steal,,[],1628991,,,1610612763,73,98,2024-03-28T01:42:25Z,4570000,False,,,0,,J. Jackson Jr. STEAL (3 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
461,PT03M37.00S,2024-03-28T01:42:29.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,92.9862023653088,48.529411764705884,1610612763,75,98,2024-03-28T01:42:33Z,4580000,False,-7.0,13.0,1,right,D. Bane running reverse Layup (17 PTS),[1630217],1610612763.0,MEM,running reverse,,,Bane,D. Bane,,,,,,Restricted Area,0-8 Center,1.53,Made,,,,,,,17.0,,,,,,,,,,
462,PT03M31.00S,2024-03-28T01:42:38.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628991,,,1610612747,75,98,2024-03-28T01:43:06Z,4590000,False,,,0,,J. Jackson Jr. personal FOUL (3 PF) (Hachimura 2 FT),"[1628991, 1629060]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,1162.0,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,3.0,0.0,Hachimura,1629060.0
464,PT03M31.00S,2024-03-28T01:43:16.8Z,3,REGULAR,freethrow,1 of 2,[],1629060,,,1610612747,75,98,2024-03-28T01:43:16Z,4610000,False,,,0,,MISS R. Hachimura Free Throw 1 of 2,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
465,PT03M31.00S,2024-03-28T01:43:16.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,75,98,2024-03-28T01:43:16Z,4620000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,464.0,,,,,,,,,,,,,,,,
466,PT03M31.00S,2024-03-28T01:43:17.4Z,3,REGULAR,substitution,out,[],1630559,,,1610612747,75,98,2024-03-28T01:43:32Z,4630000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT03M31.00S,2024-03-28T01:43:17.4Z,3,REGULAR,substitution,out,[],2544,,,1610612747,75,98,2024-03-28T01:43:32Z,4640000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M31.00S,2024-03-28T01:43:17.4Z,3,REGULAR,substitution,in,[],1629629,,,1610612747,75,98,2024-03-28T01:43:32Z,4650000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT03M31.00S,2024-03-28T01:43:17.4Z,3,REGULAR,substitution,in,[],1626156,,,1610612747,75,98,2024-03-28T01:43:32Z,4660000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT03M31.00S,2024-03-28T01:43:37.3Z,3,REGULAR,freethrow,2 of 2,[],1629060,,,1610612747,75,99,2024-03-28T01:43:37Z,4670000,False,,,0,,R. Hachimura Free Throw 2 of 2 (26 PTS),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,Made,,,,,,,26.0,,,,,,,,,,
471,PT03M18.00S,2024-03-28T01:43:51.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630205,93.24901445466492,51.71568627450981,1610612763,77,99,2024-03-28T01:43:55Z,4680000,False,9.0,11.0,1,right,L. Stevens driving Layup (11 PTS) (D. Bane 11 AST),"[1630205, 1630217]",1610612763.0,MEM,driving,,,Stevens,L. Stevens,,,,,,Restricted Area,0-8 Center,1.4,Made,,,,,,,11.0,D. Bane,1630217.0,11.0,,,,,,,
473,PT03M08.00S,2024-03-28T01:44:07.1Z,3,REGULAR,turnover,traveling,[],1627752,,,1610612747,77,99,2024-03-28T01:44:12Z,4700000,False,,,0,,T. Prince traveling TURNOVER (2 TO),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,1162.0,Mid-Range,16-24 Center,,,,,,,,,,,,,2.0,,,,,,
474,PT03M08.00S,2024-03-28T01:44:13.4Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612763,77,99,2024-03-28T01:44:16Z,4710000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612747.0,LAL,,,,,,,,,,1162.0,,,,,,,,,,,,,,,,,,,,,
475,PT03M08.00S,2024-03-28T01:44:14.5Z,3,REGULAR,substitution,out,[],1629060,,,1610612763,77,99,2024-03-28T01:44:34Z,4720000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT03M08.00S,2024-03-28T01:44:14.5Z,3,REGULAR,substitution,in,[],1629637,,,1610612763,77,99,2024-03-28T01:44:34Z,4730000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT03M01.00S,2024-03-28T01:44:37.1Z,3,REGULAR,foul,offensive,['inpenalty'],1631222,,,1610612763,77,99,2024-03-28T01:44:49Z,4740000,False,,,0,,J. LaRavia offensive FOUL (2 PF),"[1631222, 1626156]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,1193.0,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2.0,0.0,Russell,1626156.0
479,PT03M01.00S,2024-03-28T01:44:37.1Z,3,REGULAR,turnover,offensive foul,[],1631222,,,1610612763,77,99,2024-03-28T01:44:37Z,4760000,False,,,0,,J. LaRavia offensive foul TURNOVER (2 TO),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,1193.0,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2.0,,,,,,
480,PT02M45.00S,2024-03-28T01:45:00.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627752,26.231931668856767,80.63725490196079,1610612747,77,102,2024-03-28T01:45:04Z,4770000,False,-153.0,194.0,1,left,T. Prince 24' 3PT  (11 PTS) (D. Russell 3 AST),"[1627752, 1626156]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,,Above the Break 3,24+ Left Center,24.73,Made,,,,,,,11.0,D. Russell,1626156.0,3.0,,,,,,,
482,PT02M31.00S,2024-03-28T01:45:14.2Z,3,REGULAR,3pt,Jump Shot,[],1631222,67.36202365308804,39.950980392156865,1610612763,80,102,2024-03-28T01:46:31Z,4790000,False,-50.0,254.0,1,right,J. LaRavia 25' 3PT step back (8 PTS) (B. Clarke 1 AST),"[1631222, 1629634]",1610612763.0,MEM,step back,,,LaRavia,J. LaRavia,,,,,,Above the Break 3,24+ Center,25.92,Made,,,,,,,8.0,B. Clarke,1629634.0,1.0,,,,,,,
484,PT02M13.00S,2024-03-28T01:45:32.2Z,3,REGULAR,3pt,Jump Shot,[],1626156,30.042706964520367,73.0392156862745,1610612747,80,102,2024-03-28T01:45:36Z,4810000,False,-115.0,230.0,1,left,MISS D. Russell 25' 3PT,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,Above the Break 3,24+ Left Center,25.71,Missed,,,,,,,,,,,,,,,,,
485,PT02M10.00S,2024-03-28T01:45:35.2Z,3,REGULAR,rebound,defensive,[],1630205,,,1610612763,80,102,2024-03-28T01:45:36Z,4820000,False,,,0,,L. Stevens REBOUND (Off:0 Def:3),[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,Above the Break 3,24+ Left Center,,,484.0,3.0,3.0,0.0,,,,,,,,,,,,,
486,PT02M04.00S,2024-03-28T01:45:41.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631222,92.9862023653088,47.05882352941176,1610612763,80,102,2024-03-28T01:45:44Z,4830000,False,-15.0,13.0,1,right,MISS J. LaRavia driving floating bank Shot,[1631222],1610612763.0,MEM,driving floating bank,,,LaRavia,J. LaRavia,,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,,,
487,PT02M01.00S,2024-03-28T01:45:44.8Z,3,REGULAR,rebound,defensive,[],1629637,,,1610612747,80,102,2024-03-28T01:45:44Z,4840000,False,,,0,,J. Hayes REBOUND (Off:0 Def:5),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,Restricted Area,0-8 Center,,,486.0,5.0,5.0,0.0,,,,,,,,,,,,,
490,PT01M45.00S,2024-03-28T01:46:00.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,7.5722733245729295,45.09803921568628,1610612747,80,102,2024-03-28T02:30:21Z,4870000,False,25.0,19.0,1,left,MISS D. Russell driving finger roll Layup,[1626156],1610612747.0,LAL,driving finger roll,,,Russell,D. Russell,,,,,,Restricted Area,0-8 Center,3.08,Missed,,,,,,,,,,,,,,,,,
491,PT01M44.00S,2024-03-28T01:46:01.0Z,3,REGULAR,rebound,defensive,[],1631222,,,1610612763,80,102,2024-03-28T01:46:04Z,4880000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:2),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,Restricted Area,0-8 Center,,,490.0,3.0,2.0,1.0,,,,,,,,,,,,,
492,PT01M41.00S,2024-03-28T01:46:04.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,70.64717477003943,21.813725490196077,1610612763,83,102,2024-03-28T01:46:09Z,4890000,False,-141.0,223.0,1,right,D. Bane 26' 3PT running pullup (20 PTS) (J. LaRavia 4 AST),"[1630217, 1631222]",1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,,Above the Break 3,24+ Left Center,26.41,Made,,,,,,,20.0,J. LaRavia,1631222.0,4.0,,,,,,,
494,PT01M40.00S,2024-03-28T01:46:10.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612747,83,102,2024-03-28T01:46:10Z,4910000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT01M40.00S,2024-03-28T01:47:14.1Z,3,REGULAR,substitution,out,[],1628991,,,1610612747,83,102,2024-03-28T01:47:29Z,4920000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT01M40.00S,2024-03-28T01:47:14.1Z,3,REGULAR,substitution,in,[],1630583,,,1610612747,83,102,2024-03-28T01:47:29Z,4930000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT01M24.00S,2024-03-28T01:47:57.7Z,3,REGULAR,turnover,bad pass,[],1626156,,,1610612747,83,102,2024-03-28T01:48:01Z,4940000,False,,,0,,D. Russell bad pass TURNOVER (3 TO),"[1626156, 1630205]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,3.0,Stevens,1630205.0,,,,
498,PT01M24.00S,2024-03-28T01:47:57.7Z,3,REGULAR,steal,,[],1630205,,,1610612763,83,102,2024-03-28T01:52:41Z,4950000,False,,,0,,L. Stevens STEAL (1 STL),[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
499,PT01M16.00S,2024-03-28T01:48:08.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630217,93.11760840998686,47.549019607843135,1610612763,85,102,2024-03-28T01:48:11Z,4960000,False,-12.0,12.0,1,right,D. Bane driving DUNK (22 PTS),[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,,22.0,,,,,,,,,,
503,PT01M16.00S,2024-03-28T01:50:08.6Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627752,,,1610612763,85,102,2024-03-28T01:50:24Z,5000000,False,,,0,,T. Prince loose ball personal FOUL (3 PF) (Clarke 1 FT),"[1627752, 1629634]",1610612747.0,LAL,loose ball,,,Prince,T. Prince,,,,,1162.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,Clarke,1629634.0
505,PT01M16.00S,2024-03-28T01:50:32.7Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1629634,,,1610612763,85,102,2024-03-28T01:50:32Z,5020000,False,,,0,,MISS B. Clarke Free Throw 1 of 1,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
506,PT01M12.00S,2024-03-28T01:50:34.8Z,3,REGULAR,rebound,offensive,[],1630583,,,1610612763,85,102,2024-03-28T01:50:34Z,5030000,False,,,0,,S. Aldama REBOUND (Off:1 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,505.0,3.0,2.0,1.0,,,,,,,,,,,,,
507,PT01M09.00S,2024-03-28T01:50:38.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629634,86.41590013140605,48.529411764705884,1610612763,87,102,2024-03-28T01:50:42Z,5040000,False,-7.0,75.0,1,right,B. Clarke 7' floating Jump Shot (6 PTS) (D. Bane 12 AST),"[1629634, 1630217]",1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,,In The Paint (Non-RA),0-8 Center,7.56,Made,,,,,,,6.0,D. Bane,1630217.0,12.0,,,,,,,
509,PT00M43.20S,2024-03-28T01:51:05.0Z,3,REGULAR,turnover,bad pass,[],203915,,,1610612747,87,102,2024-03-28T01:51:08Z,5060000,False,,,0,,S. Dinwiddie bad pass TURNOVER (2 TO),"[203915, 1629634]",1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2.0,Clarke,1629634.0,,,,
510,PT00M43.20S,2024-03-28T01:51:05.0Z,3,REGULAR,steal,,[],1629634,,,1610612763,87,102,2024-03-28T01:51:06Z,5070000,False,,,0,,B. Clarke STEAL (1 STL),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
511,PT00M39.60S,2024-03-28T01:51:10.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629637,,,1610612763,87,102,2024-03-28T01:51:18Z,5080000,False,,,0,,J. Hayes personal FOUL (4 PF) (Bane 2 FT),"[1629637, 1630217]",1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,1193.0,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,4.0,0.0,Bane,1630217.0
513,PT00M39.60S,2024-03-28T01:51:42.8Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630217,,,1610612763,88,102,2024-03-28T01:51:42Z,5100000,False,,,0,,D. Bane Free Throw 1 of 2 (23 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,Made,,,,,,,23.0,,,,,,,,,,
514,PT00M39.60S,2024-03-28T01:52:08.1Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630217,,,1610612763,89,102,2024-03-28T01:52:08Z,5110000,False,,,0,,D. Bane Free Throw 2 of 2 (24 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,Made,,,,,,,24.0,,,,,,,,,,
515,PT00M28.30S,2024-03-28T01:52:24.3Z,3,REGULAR,turnover,out-of-bounds,[],1626156,,,1610612747,89,102,2024-03-28T01:52:30Z,5120000,False,,,0,,D. Russell bad pass out-of-bounds TURNOVER (4 TO),[1626156],1610612747.0,LAL,bad pass,,,Russell,D. Russell,,,,,1193.0,Mid-Range,8-16 Left,,,,,,,,,,,,,4.0,,,,,,
