actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-11-30T01:10:29.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-30T01:10:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-11-30T01:10:31.0Z,1,REGULAR,jumpball,recovered,[],201565,,,1610612763,0,0,2023-11-30T01:10:31Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. O. Yurtseven: Tip to D. Rose,"[201565, 1628991, 1630209]",1610612763.0,MEM,startperiod,D. Rose,201565.0,Rose,D. Rose,Jackson Jr.,1628991.0,Yurtseven,1630209.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-11-30T01:10:46.9Z,1,REGULAR,foul,personal,[],1631323,,,1610612763,0,0,2023-11-30T01:10:52Z,70000,False,,,0,,S. Fontecchio personal FOUL (1 PF),"[1631323, 1628991]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),8-16 Center,1830.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,
9,PT11M36.00S,2023-11-30T01:11:11.6Z,1,REGULAR,3pt,Jump Shot,[],1631223,76.16622864651774,10.53921568627451,1610612763,3,0,2023-11-30T01:11:15Z,90000,False,-197.0,172.0,1,right,D. Roddy 26' 3PT  (3 PTS) (D. Bane 1 AST),"[1631223, 1630217]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Left Center,,,,,,26.14,Made,3.0,D. Bane,1630217.0,1.0,,,,,,,,,
11,PT11M19.00S,2023-11-30T01:11:29.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630209,7.835085413929041,37.254901960784316,1610612762,3,2,2023-11-30T01:11:33Z,110000,False,64.0,21.0,1,left,O. Yurtseven 6' turnaround Hook (2 PTS) (S. Fontecchio 1 AST),"[1630209, 1631323]",1610612762.0,UTA,turnaround,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.71,Made,2.0,S. Fontecchio,1631323.0,1.0,,,,,,,,,
13,PT11M09.00S,2023-11-30T01:11:42.0Z,1,REGULAR,foul,offensive,[],202687,,,1610612763,3,2,2023-11-30T01:11:49Z,130000,False,,,0,,B. Biyombo offensive FOUL (1 PF),"[202687, 1631323]",1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Mid-Range,16-24 Right,1199.0,1.0,0.0,Fontecchio,1631323.0,,,,,,,,,,,,,,,
15,PT11M09.00S,2023-11-30T01:11:42.0Z,1,REGULAR,turnover,offensive foul,[],202687,,,1610612763,3,2,2023-11-30T01:11:42Z,150000,False,,,0,,B. Biyombo offensive foul TURNOVER (1 TO),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Mid-Range,16-24 Right,1199.0,,,,,,,,,,,1.0,,,,,,,,
16,PT10M53.00S,2023-11-30T01:12:10.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628381,8.229303547963205,39.46078431372549,1610612762,3,4,2023-11-30T01:12:13Z,160000,False,53.0,25.0,1,left,J. Collins driving floating bank Jump Shot (2 PTS) (J. Clarkson 1 AST),"[1628381, 203903]",1610612762.0,UTA,driving floating bank,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.83,Made,2.0,J. Clarkson,203903.0,1.0,,,,,,,,,
18,PT10M39.00S,2023-11-30T01:12:24.5Z,1,REGULAR,3pt,Jump Shot,[],1630217,68.41327201051249,67.40196078431373,1610612763,3,4,2023-11-30T01:12:28Z,180000,False,87.0,244.0,1,right,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,,,25.94,Missed,,,,,,,,,,,,,
19,PT10M36.00S,2023-11-30T01:12:27.5Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612762,3,4,2023-11-30T01:12:28Z,190000,False,,,0,,O. Yurtseven REBOUND (Off:0 Def:1),[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,
20,PT10M22.00S,2023-11-30T01:12:42.4Z,1,REGULAR,3pt,Jump Shot,[],203903,19.267411300919843,6.862745098039216,1610612762,3,7,2023-11-30T01:12:46Z,200000,False,216.0,129.0,1,left,J. Clarkson 25' 3PT  (3 PTS) (J. Collins 1 AST),"[203903, 1628381]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,,,,,,25.11,Made,3.0,J. Collins,1628381.0,1.0,,,,,,,,,
22,PT10M08.00S,2023-11-30T01:12:55.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201565,92.59198423127464,52.20588235294118,1610612763,5,7,2023-11-30T01:15:30Z,220000,False,11.0,17.0,1,right,D. Rose driving finger roll Layup (2 PTS),[201565],1610612763.0,MEM,driving finger roll,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,,,,,,2.03,Made,2.0,,,,,,,,,,,,
23,PT10M00.00S,2023-11-30T01:13:05.3Z,1,REGULAR,foul,personal,['2freethrow'],201565,,,1610612762,5,7,2023-11-30T01:13:16Z,230000,False,,,0,,D. Rose shooting personal FOUL (1 PF) (George 2 FT),"[201565, 1641718]",1610612763.0,MEM,shooting,,,Rose,D. Rose,,,,,In The Paint (Non-RA),0-8 Center,1627526.0,1.0,0.0,George,1641718.0,,,,,,,,,,,,,,,
25,PT10M00.00S,2023-11-30T01:13:32.0Z,1,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,5,8,2023-11-30T01:13:32Z,250000,False,,,0,,K. George Free Throw 1 of 2 (1 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
26,PT10M00.00S,2023-11-30T01:13:51.3Z,1,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,5,9,2023-11-30T01:13:51Z,260000,False,,,0,,K. George Free Throw 2 of 2 (2 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
27,PT09M44.00S,2023-11-30T01:14:10.6Z,1,REGULAR,3pt,Jump Shot,[],1631223,81.553876478318,5.147058823529411,1610612763,5,9,2023-11-30T01:14:14Z,270000,False,-224.0,121.0,1,right,MISS D. Roddy 25' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Left Center,,,,,,25.48,Missed,,,,,,,,,,,,,
28,PT09M39.00S,2023-11-30T01:14:15.6Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,5,9,2023-11-30T01:14:14Z,280000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,
29,PT09M31.00S,2023-11-30T01:14:22.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631323,8.754927726675426,47.549019607843135,1610612762,5,9,2023-11-30T01:14:26Z,290000,False,12.0,30.0,1,left,MISS S. Fontecchio driving DUNK - blocked,"[1631323, 202687]",1610612762.0,UTA,driving,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,,,,,,3.22,Missed,,,,,,,,,,Biyombo,202687.0,,
30,PT09M31.00S,2023-11-30T01:14:22.2Z,1,REGULAR,block,,[],202687,,,1610612762,5,9,2023-11-30T01:14:24Z,300000,False,,,0,,B. Biyombo BLOCK (1 BLK),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M28.00S,2023-11-30T01:14:25.2Z,1,REGULAR,rebound,offensive,[],1641718,,,1610612762,5,9,2023-11-30T01:14:26Z,310000,False,,,0,,K. George REBOUND (Off:1 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,29.0,2.0,1.0,1.0,,,,
32,PT09M19.00S,2023-11-30T01:14:34.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628381,7.046649145860711,4.411764705882353,1610612762,5,9,2023-11-30T01:14:37Z,320000,False,228.0,14.0,1,left,MISS J. Collins 3PT,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,,,,,,22.83,Missed,,,,,,,,,,,,,
33,PT09M16.00S,2023-11-30T01:14:37.2Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,5,9,2023-11-30T01:14:37Z,330000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,32.0,1.0,1.0,0.0,,,,
34,PT09M12.00S,2023-11-30T01:14:42.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,93.64323258869908,51.470588235294116,1610612763,7,9,2023-11-30T01:14:46Z,340000,False,7.0,7.0,1,right,D. Bane running finger roll Layup (2 PTS) (B. Biyombo 1 AST),"[1630217, 202687]",1610612763.0,MEM,running finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,1.04,Made,2.0,B. Biyombo,202687.0,1.0,,,,,,,,,
35,PT08M55.00S,2023-11-30T01:14:58.9Z,1,REGULAR,3pt,Jump Shot,[],1631323,32.933639947437584,44.36274509803921,1610612762,7,9,2023-11-30T01:15:03Z,350000,False,28.0,257.0,1,left,MISS S. Fontecchio 25' 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Center,,,,,,25.86,Missed,,,,,,,,,,,,,
36,PT08M51.00S,2023-11-30T01:15:02.9Z,1,REGULAR,rebound,offensive,[],1630209,,,1610612762,7,9,2023-11-30T01:15:03Z,360000,False,,,0,,O. Yurtseven REBOUND (Off:1 Def:1),[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,35.0,2.0,1.0,1.0,,,,
37,PT08M41.00S,2023-11-30T01:15:12.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641718,13.222733245729303,95.34313725490196,1610612762,7,12,2023-11-30T01:15:17Z,370000,False,-227.0,72.0,1,left,K. George 3PT  (5 PTS) (J. Clarkson 2 AST),"[1641718, 203903]",1610612762.0,UTA,,,,George,K. George,,,,,Left Corner 3,24+ Left,,,,,,23.78,Made,5.0,J. Clarkson,203903.0,2.0,,,,,,,,,
39,PT08M18.00S,2023-11-30T01:15:35.9Z,1,REGULAR,3pt,Jump Shot,[],201565,87.86136662286465,3.9215686274509802,1610612763,7,12,2023-11-30T01:15:39Z,390000,False,-230.0,62.0,1,right,MISS D. Rose 3PT,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,Left Corner 3,24+ Left,,,,,,23.85,Missed,,,,,,,,,,,,,
40,PT08M15.00S,2023-11-30T01:15:38.9Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,7,12,2023-11-30T01:15:39Z,400000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,39.0,1.0,1.0,0.0,,,,
41,PT08M08.00S,2023-11-30T01:15:45.3Z,1,REGULAR,turnover,bad pass,[],203903,,,1610612762,7,12,2023-11-30T01:15:48Z,410000,False,,,0,,J. Clarkson bad pass TURNOVER (1 TO),"[203903, 1628991]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,,,,,,,Jackson Jr.,1628991.0
42,PT08M08.00S,2023-11-30T01:15:45.3Z,1,REGULAR,steal,,[],1628991,,,1610612763,7,12,2023-11-30T01:15:47Z,420000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
43,PT08M02.00S,2023-11-30T01:15:51.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631223,82.34231274638634,95.34313725490196,1610612763,7,12,2023-11-30T01:15:55Z,430000,False,227.0,113.0,1,right,MISS D. Roddy 25' running 3PT,[1631223],1610612763.0,MEM,running,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,,,,,,25.35,Missed,,,,,,,,,,,,,
44,PT07M59.00S,2023-11-30T01:15:54.3Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,7,12,2023-11-30T01:15:55Z,440000,False,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,43.0,2.0,2.0,0.0,,,,
45,PT07M49.00S,2023-11-30T01:16:05.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,11.251642575558476,49.50980392156863,1610612762,7,12,2023-11-30T01:16:09Z,450000,False,2.0,53.0,1,left,MISS J. Collins driving Layup - blocked,"[1628381, 1628991]",1610612762.0,UTA,driving,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.34,Missed,,,,,,,,,,Jackson Jr.,1628991.0,,
46,PT07M49.00S,2023-11-30T01:16:05.7Z,1,REGULAR,block,,[],1628991,,,1610612762,7,12,2023-11-30T01:16:08Z,460000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
47,PT07M49.00S,2023-11-30T01:16:05.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,7,12,2023-11-30T01:16:09Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,45.0,,,,,,,
50,PT07M43.00S,2023-11-30T01:16:31.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628381,31.750985545335087,72.30392156862744,1610612762,7,15,2023-11-30T01:16:36Z,490000,False,-112.0,246.0,1,left,J. Collins 27' 3PT  (5 PTS) (J. Clarkson 3 AST),"[1628381, 203903]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,27.01,Made,5.0,J. Clarkson,203903.0,3.0,,,,,,,,,
52,PT07M42.00S,2023-11-30T01:16:35.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,7,15,2023-11-30T01:16:35Z,510000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
