actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
53,PT07M25.00S,2023-11-30T01:19:45.1Z,1,REGULAR,3pt,Jump Shot,[],1631223,74.98357424441524,85.04901960784314,1610612763,10,15,2023-11-30T01:19:48Z,520000,False,175.0,183.0,1,right,D. Roddy 25' 3PT  (6 PTS) (B. Biyombo 2 AST),"[1631223, 202687]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,,,,,,25.31,Made,6.0,B. Biyombo,202687.0,2.0,,,,,,,,,
55,PT07M05.00S,2023-11-30T01:20:04.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,8.360709592641262,45.588235294117645,1610612762,10,17,2023-11-30T01:20:11Z,540000,False,22.0,26.0,1,left,J. Collins cutting finger roll Layup (7 PTS) (O. Yurtseven 1 AST),"[1628381, 1630209]",1610612762.0,UTA,cutting finger roll,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,3.42,Made,7.0,O. Yurtseven,1630209.0,1.0,,,,,,,,,
57,PT06M56.00S,2023-11-30T01:20:13.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,92.85479632063075,44.11764705882353,1610612763,12,17,2023-11-30T01:20:18Z,560000,False,-29.0,15.0,1,right,J. Jackson Jr. driving Layup (2 PTS) (D. Rose 1 AST),"[1628991, 201565]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,3.29,Made,2.0,D. Rose,201565.0,1.0,,,,,,,,,
59,PT06M33.00S,2023-11-30T01:20:35.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630209,8.886333771353483,42.15686274509804,1610612762,12,17,2023-11-30T01:20:40Z,580000,False,39.0,31.0,1,left,MISS O. Yurtseven turnaround Hook - blocked,"[1630209, 1628991]",1610612762.0,UTA,turnaround,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.0,Missed,,,,,,,,,,Jackson Jr.,1628991.0,,
126,PT06M33.00S,2023-11-30T01:20:35.8Z,1,REGULAR,block,,[],1628991,,,1610612762,12,17,2023-11-30T01:29:04Z,585000,False,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT06M31.00S,2023-11-30T01:20:37.8Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,12,17,2023-11-30T01:20:40Z,590000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,59.0,1.0,1.0,0.0,,,,
61,PT06M27.00S,2023-11-30T01:20:42.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202687,93.77463863337714,49.01960784313725,1610612763,14,17,2023-11-30T01:20:46Z,600000,False,-5.0,6.0,1,right,B. Biyombo running DUNK (2 PTS) (D. Bane 2 AST),"[202687, 1630217]",1610612763.0,MEM,running,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,0.77,Made,2.0,D. Bane,1630217.0,2.0,,,,,,,,,
63,PT06M09.00S,2023-11-30T01:20:59.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630209,9.806176084099869,47.05882352941176,1610612762,14,17,2023-11-30T01:21:02Z,620000,False,15.0,40.0,1,left,MISS O. Yurtseven turnaround Hook,[1630209],1610612762.0,UTA,turnaround,,,Yurtseven,O. Yurtseven,,,,,Restricted Area,0-8 Center,,,,,,4.23,Missed,,,,,,,,,,,,,
64,PT06M07.00S,2023-11-30T01:21:01.7Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,14,17,2023-11-30T01:21:02Z,630000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:2),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,63.0,2.0,2.0,0.0,,,,
66,PT06M03.00S,2023-11-30T01:21:19.9Z,1,REGULAR,turnover,offensive goaltending,[],202687,,,1610612763,14,17,2023-11-30T01:21:30Z,650000,False,,,0,,B. Biyombo offensive goaltending TURNOVER (2 TO),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,1830.0,,,,,,,,,,,2.0,,,,,,,,
67,PT06M03.00S,2023-11-30T01:21:26.2Z,1,REGULAR,substitution,out,[],201565,,,1610612762,14,17,2023-11-30T01:21:35Z,660000,False,,,0,,SUB out: D. Rose,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M03.00S,2023-11-30T01:21:26.2Z,1,REGULAR,substitution,out,[],1630209,,,1610612762,14,17,2023-11-30T01:21:35Z,670000,False,,,0,,SUB out: O. Yurtseven,[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M03.00S,2023-11-30T01:21:26.2Z,1,REGULAR,substitution,in,[],1629669,,,1610612762,14,17,2023-11-30T01:21:35Z,680000,False,,,0,,SUB in: J. Nowell,[1629669],1610612763.0,MEM,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M03.00S,2023-11-30T01:21:26.2Z,1,REGULAR,substitution,in,[],1631117,,,1610612762,14,17,2023-11-30T01:21:35Z,690000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M52.00S,2023-11-30T01:21:38.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641718,25.706307490144546,16.176470588235293,1610612762,14,17,2023-11-30T01:21:43Z,700000,False,169.0,189.0,1,left,MISS K. George 25' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,,,25.37,Missed,,,,,,,,,,,,,
72,PT05M49.00S,2023-11-30T01:21:41.9Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,14,17,2023-11-30T01:21:43Z,710000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:3),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,71.0,3.0,3.0,0.0,,,,
73,PT05M40.00S,2023-11-30T01:21:50.7Z,1,REGULAR,3pt,Jump Shot,[],1630217,67.49342969776609,51.470588235294116,1610612763,14,17,2023-11-30T01:21:54Z,720000,False,7.0,253.0,1,right,MISS D. Bane 25' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,,,25.32,Missed,,,,,,,,,,,,,
74,PT05M36.00S,2023-11-30T01:21:54.7Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,14,17,2023-11-30T01:21:54Z,730000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,73.0,1.0,1.0,0.0,,,,
75,PT05M32.00S,2023-11-30T01:21:58.3Z,1,REGULAR,turnover,bad pass,[],203903,,,1610612762,14,17,2023-11-30T01:22:02Z,740000,False,,,0,,J. Clarkson bad pass TURNOVER (2 TO),"[203903, 1630217]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2.0,,,,,,,Bane,1630217.0
76,PT05M32.00S,2023-11-30T01:21:58.3Z,1,REGULAR,steal,,[],1630217,,,1610612763,14,17,2023-11-30T01:22:00Z,750000,False,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
77,PT05M25.00S,2023-11-30T01:22:05.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631223,91.93495400788436,95.83333333333334,1610612763,14,17,2023-11-30T01:22:10Z,760000,False,229.0,23.0,1,right,MISS D. Roddy 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Right Corner 3,24+ Right,,,,,,23.04,Missed,,,,,,,,,,,,,
78,PT05M22.00S,2023-11-30T01:22:08.9Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612762,14,17,2023-11-30T01:22:10Z,770000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,77.0,1.0,1.0,0.0,,,,
79,PT05M05.00S,2023-11-30T01:22:26.4Z,1,REGULAR,3pt,Jump Shot,[],203903,32.670827858081466,51.9607843137255,1610612762,14,17,2023-11-30T01:22:29Z,780000,False,-10.0,255.0,1,left,MISS J. Clarkson 25' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,,,,,,25.48,Missed,,,,,,,,,,,,,
80,PT05M01.00S,2023-11-30T01:22:30.4Z,1,REGULAR,rebound,defensive,[],1629669,,,1610612763,14,17,2023-11-30T01:22:29Z,790000,False,,,0,,J. Nowell REBOUND (Off:0 Def:1),[1629669],1610612763.0,MEM,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,79.0,1.0,1.0,0.0,,,,
81,PT04M58.00S,2023-11-30T01:22:33.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631223,92.46057818659659,52.450980392156865,1610612763,16,17,2023-11-30T01:22:36Z,800000,False,12.0,18.0,1,right,D. Roddy running Layup (8 PTS) (J. Jackson Jr. 1 AST),"[1631223, 1628991]",1610612763.0,MEM,running,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,,,2.21,Made,8.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,
83,PT04M38.00S,2023-11-30T01:22:51.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,8.886333771353483,52.94117647058824,1610612762,16,17,2023-11-30T01:22:57Z,820000,False,-15.0,31.0,1,left,MISS J. Clarkson driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,3.43,Missed,,,,,,,,,,,,,
84,PT04M34.00S,2023-11-30T01:22:55.9Z,1,REGULAR,rebound,defensive,[],1631223,,,1610612763,16,17,2023-11-30T01:22:57Z,830000,False,,,0,,D. Roddy REBOUND (Off:0 Def:1),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,83.0,1.0,1.0,0.0,,,,
85,PT04M31.00S,2023-11-30T01:22:58.8Z,1,REGULAR,3pt,Jump Shot,[],1629669,68.41327201051249,67.40196078431373,1610612763,16,17,2023-11-30T01:23:04Z,840000,False,87.0,244.0,1,right,MISS J. Nowell 25' 3PT,[1629669],1610612763.0,MEM,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Right Center,,,,,,25.94,Missed,,,,,,,,,,,,,
