actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
17,PT10M56.00S,2024-03-09T01:12:40.1Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1629723,4.812746386333772,75.49019607843137,1610612763,5,3,2024-03-09T01:12:45Z,170000,False,-127.0,-7.0,1,left,MISS J. Konchar 12' running pullup Shot,[1629723],1610612763.0,MEM,running pullup,,,Konchar,J. Konchar,,,,,Mid-Range,8-16 Left,,,,,,Missed,,12.77,,,,,,,,,,,,
18,PT10M52.00S,2024-03-09T01:12:44.1Z,1,REGULAR,rebound,offensive,[],1629723,,,1610612763,5,3,2024-03-09T01:12:44Z,180000,False,,,0,,J. Konchar REBOUND (Off:1 Def:0),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,17.0,1.0,0.0,1.0,,
19,PT10M49.00S,2024-03-09T01:12:47.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629723,5.732588699080158,50.98039215686274,1610612763,7,3,2024-03-09T01:12:50Z,190000,False,-5.0,1.0,1,left,J. Konchar cutting Layup (2 PTS) (V. Williams Jr. 1 AST),"[1629723, 1631246]",1610612763.0,MEM,cutting,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.51,V. Williams Jr.,1631246.0,1.0,,,,,,,,,
22,PT10M32.00S,2024-03-09T01:13:23.9Z,1,REGULAR,3pt,Jump Shot,[],1630180,92.72339027595268,4.6568627450980395,1610612737,7,3,2024-03-09T01:27:47Z,220000,False,-227.0,16.0,1,right,MISS S. Bey step back 3PT,[1630180],1610612737.0,ATL,step back,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.73,,,,,,,,,,,,
23,PT10M27.00S,2024-03-09T01:13:28.9Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,7,3,2024-03-09T01:13:29Z,230000,False,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,22.0,2.0,1.0,1.0,,
24,PT10M18.00S,2024-03-09T01:13:38.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1628991,6.1268068331143235,53.92156862745098,1610612763,9,3,2024-03-09T01:13:54Z,240000,False,-20.0,5.0,1,left,J. Jackson Jr. driving finger roll Layup (7 PTS),[1628991],1610612763.0,MEM,driving finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,2.03,,,,,,,,,,,,
25,PT10M18.00S,2024-03-09T01:13:44.4Z,1,REGULAR,violation,defensive goaltending,[],203991,,,1610612763,9,3,2024-03-09T01:13:54Z,250000,False,,,0,,C. Capela defensive goaltending VIOLATION,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,1193.0,,,,,,,,,,,,,,,,,,,
26,PT10M09.00S,2024-03-09T01:13:59.8Z,1,REGULAR,foul,personal,[],1628991,,,1610612737,9,3,2024-03-09T01:14:10Z,260000,False,,,0,,J. Jackson Jr. personal FOUL (1 PF),"[1628991, 1627749]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,1193.0,1.0,0.0,Murray,1627749.0,,,,,,,,,,,,,,,
28,PT10M01.00S,2024-03-09T01:14:28.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,91.93495400788436,54.166666666666664,1610612737,9,3,2024-03-09T01:14:34Z,280000,False,21.0,23.0,1,right,MISS S. Bey driving Layup - blocked,"[1630180, 1628991]",1610612737.0,ATL,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.12,,,,,,,,,,,Jackson Jr.,1628991.0
65,PT10M01.00S,2024-03-09T01:14:28.1Z,1,REGULAR,block,,[],1628991,,,1610612737,9,3,2024-03-09T01:21:33Z,285000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M55.00S,2024-03-09T01:14:34.1Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,9,3,2024-03-09T01:21:33Z,290000,False,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,28.0,1.0,0.0,1.0,,
30,PT09M55.00S,2024-03-09T01:14:33.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,94.40999984741211,50.0,1610612737,9,3,2024-03-09T01:14:36Z,300000,False,0.0,0.0,1,right,MISS C. Capela putback Layup - blocked,"[203991, 1630692]",1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,Missed,,0.0,,,,,,,,,,,Goodwin,1630692.0
31,PT09M55.00S,2024-03-09T01:14:33.5Z,1,REGULAR,block,,[],1630692,,,1610612737,9,3,2024-03-09T01:26:11Z,310000,False,,,0,,J. Goodwin BLOCK (1 BLK),[1630692],1610612763.0,MEM,,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M55.00S,2024-03-09T01:14:33.5Z,1,REGULAR,rebound,offensive,[],203992,,,1610612737,9,3,2024-03-09T01:14:36Z,320000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:0),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,30.0,1.0,0.0,1.0,,
33,PT09M48.00S,2024-03-09T01:14:44.1Z,1,REGULAR,foul,personal,[],1629723,,,1610612737,9,3,2024-03-09T01:15:00Z,330000,False,,,0,,J. Konchar personal FOUL (1 PF),"[1629723, 203991]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),0-8 Center,2003.0,1.0,0.0,Capela,203991.0,,,,,,,,,,,,,,,
35,PT09M41.00S,2024-03-09T01:15:07.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627749,67.09921156373193,55.14705882352941,1610612737,9,6,2024-03-09T01:15:11Z,350000,False,26.0,257.0,1,right,D. Murray 25' 3PT pullup (3 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,25.81,,,,,,,,,,,,
36,PT09M27.00S,2024-03-09T01:15:21.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,9.149145860709593,52.69607843137255,1610612763,11,6,2024-03-09T01:15:25Z,360000,False,-13.0,34.0,1,left,J. Jackson Jr. Hook (9 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,3.61,,,,,,,,,,,,
37,PT09M18.00S,2024-03-09T01:15:30.6Z,1,REGULAR,3pt,Jump Shot,[],1627749,72.48685939553219,14.950980392156863,1610612737,11,9,2024-03-09T01:15:34Z,370000,False,-175.0,206.0,1,right,D. Murray 27' 3PT pullup (6 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,Made,6.0,27.05,,,,,,,,,,,,
39,PT08M52.00S,2024-03-09T01:16:09.5Z,1,REGULAR,3pt,Jump Shot,[],1629723,12.171484888304862,94.85294117647058,1610612763,11,9,2024-03-09T01:16:15Z,390000,False,-224.0,62.0,1,left,MISS J. Konchar 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.27,,,,,,,,,,,,
40,PT08M47.00S,2024-03-09T01:16:14.5Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,11,9,2024-03-09T01:16:15Z,400000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,39.0,1.0,1.0,0.0,,
41,PT08M41.00S,2024-03-09T01:16:21.5Z,1,REGULAR,2pt,Jump Shot,[],1627749,87.86136662286465,33.82352941176471,1610612737,11,11,2024-03-09T01:16:25Z,410000,False,-81.0,62.0,1,right,D. Murray 10' pullup Jump Shot (8 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,,,,,,Made,8.0,10.17,,,,,,,,,,,,
42,PT08M21.00S,2024-03-09T01:16:40.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630692,7.966491458607096,43.38235294117647,1610612763,11,11,2024-03-09T01:16:44Z,420000,False,33.0,22.0,1,left,MISS J. Goodwin driving finger roll Layup - blocked,"[1630692, 1630249]",1610612763.0,MEM,driving finger roll,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,Missed,,4.0,,,,,,,,,,,Krejci,1630249.0
43,PT08M21.00S,2024-03-09T01:16:40.8Z,1,REGULAR,block,,[],1630249,,,1610612763,11,11,2024-03-09T01:16:43Z,430000,False,,,0,,V. Krejci BLOCK (1 BLK),[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M19.00S,2024-03-09T01:16:42.8Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,11,11,2024-03-09T01:16:44Z,440000,False,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,42.0,2.0,1.0,1.0,,
45,PT08M13.00S,2024-03-09T01:16:49.2Z,1,REGULAR,3pt,Jump Shot,[],1627749,66.44218134034165,49.26470588235294,1610612737,11,11,2024-03-09T01:16:57Z,450000,False,-4.0,263.0,1,right,MISS D. Murray 26' pullup 3PT,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.29,,,,,,,,,,,,
46,PT08M06.00S,2024-03-09T01:16:55.7Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,11,11,2024-03-09T01:16:55Z,460000,False,,,0,,C. Capela REBOUND (Off:2 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,45.0,3.0,1.0,2.0,,
47,PT08M06.00S,2024-03-09T01:16:55.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,94.40999984741211,50.0,1610612737,11,11,2024-03-09T01:17:03Z,470000,False,0.0,0.0,1,right,MISS C. Capela putback Layup,[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,Missed,,0.0,,,,,,,,,,,,
50,PT08M06.00S,2024-03-09T01:16:55.7Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,11,11,2024-03-09T01:19:44Z,475000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,47.0,1.0,1.0,0.0,,
48,PT08M02.00S,2024-03-09T01:17:00.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630583,6.783837056504599,53.67647058823529,1610612763,13,11,2024-03-09T01:17:16Z,480000,False,-18.0,11.0,1,left,S. Aldama cutting DUNK (2 PTS) (V. Williams Jr. 2 AST),"[1630583, 1631246]",1610612763.0,MEM,cutting,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.16,V. Williams Jr.,1631246.0,2.0,,,,,,,,,
51,PT07M40.00S,2024-03-09T01:17:21.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630180,90.62089356110381,42.15686274509804,1610612737,13,11,2024-03-09T01:28:22Z,500000,False,-39.0,36.0,1,right,MISS S. Bey Hook,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.3,,,,,,,,,,,,
52,PT07M38.00S,2024-03-09T01:17:23.5Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,13,11,2024-03-09T01:17:25Z,510000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,51.0,1.0,1.0,0.0,,
53,PT07M27.00S,2024-03-09T01:17:34.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,7.440867279894875,44.6078431372549,1610612763,13,11,2024-03-09T01:17:42Z,520000,False,27.0,17.0,1,left,MISS J. Jackson Jr. alley-oop Layup,[1628991],1610612763.0,MEM,alley-oop,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.21,,,,,,,,,,,,
54,PT07M20.00S,2024-03-09T01:17:41.9Z,1,REGULAR,rebound,offensive,[],1628991,,,1610612763,13,11,2024-03-09T01:17:42Z,530000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,53.0,2.0,1.0,1.0,,
55,PT07M20.00S,2024-03-09T01:17:41.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628991,5.590000152587891,50.0,1610612763,15,11,2024-03-09T01:17:41Z,540000,False,0.0,0.0,1,left,J. Jackson Jr. putback DUNK (11 PTS),[1628991],1610612763.0,MEM,putback,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Left,,,,,,Made,11.0,0.0,,,,,,,,,,,,
56,PT07M02.00S,2024-03-09T01:17:59.8Z,1,REGULAR,3pt,Jump Shot,[],1630249,66.96780551905388,54.166666666666664,1610612737,15,14,2024-03-09T01:18:03Z,550000,False,21.0,258.0,1,right,V. Krejci 25' 3PT  (3 PTS) (D. Murray 2 AST),"[1630249, 1627749]",1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,25.88,D. Murray,1627749.0,2.0,,,,,,,,,
59,PT06M50.00S,2024-03-09T01:18:18.6Z,1,REGULAR,foul,personal,[],1630249,,,1610612763,15,14,2024-03-09T01:18:24Z,580000,False,,,0,,V. Krejci personal FOUL (1 PF),"[1630249, 1631246]",1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,Above the Break 3,24+ Right Center,1193.0,1.0,0.0,Williams Jr.,1631246.0,,,,,,,,,,,,,,,
61,PT06M50.00S,2024-03-09T01:20:51.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,15,14,2024-03-09T01:20:51Z,600000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M50.00S,2024-03-09T01:20:53.0Z,1,REGULAR,substitution,out,[],1631246,,,1610612763,15,14,2024-03-09T01:21:03Z,610000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M50.00S,2024-03-09T01:20:53.0Z,1,REGULAR,substitution,in,[],1631222,,,1610612763,15,14,2024-03-09T01:21:03Z,620000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M35.00S,2024-03-09T01:21:32.0Z,1,REGULAR,turnover,out-of-bounds,[],1628991,,,1610612763,15,14,2024-03-09T01:21:41Z,630000,False,,,0,,J. Jackson Jr. lost ball out-of-bounds TURNOVER (1 TO),[1628991],1610612763.0,MEM,lost ball,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,203592.0,,,,,,,,,,,1.0,,,,,,,,
66,PT06M19.00S,2024-03-09T01:21:54.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630249,88.38699080157687,48.77450980392157,1610612737,15,14,2024-03-09T01:22:01Z,640000,False,-6.0,57.0,1,right,MISS V. Krejci driving finger roll Layup,[1630249],1610612737.0,ATL,driving finger roll,,,Krejci,V. Krejci,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.7,,,,,,,,,,,,
67,PT06M12.00S,2024-03-09T01:22:01.2Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,15,14,2024-03-09T01:22:01Z,650000,False,,,0,,C. Capela REBOUND (Off:3 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,66.0,4.0,1.0,3.0,,
68,PT06M12.00S,2024-03-09T01:22:00.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203991,94.40999984741211,50.0,1610612737,15,14,2024-03-09T01:22:03Z,660000,False,0.0,0.0,1,right,MISS C. Capela putback Layup - blocked,"[203991, 1631222]",1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,Missed,,0.0,,,,,,,,,,,LaRavia,1631222.0
69,PT06M12.00S,2024-03-09T01:22:00.5Z,1,REGULAR,block,,[],1631222,,,1610612737,15,14,2024-03-09T01:22:02Z,670000,False,,,0,,J. LaRavia BLOCK (1 BLK),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
70,PT06M12.00S,2024-03-09T01:22:00.5Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,15,14,2024-03-09T01:22:03Z,680000,False,,,0,,C. Capela REBOUND (Off:4 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,68.0,5.0,1.0,4.0,,
71,PT06M10.00S,2024-03-09T01:22:03.3Z,1,REGULAR,turnover,lost ball,[],203991,,,1610612737,15,14,2024-03-09T01:22:06Z,690000,False,,,0,,C. Capela lost ball TURNOVER (1 TO),"[203991, 1630583]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Aldama,1630583.0,,,,,,
72,PT06M10.00S,2024-03-09T01:22:03.3Z,1,REGULAR,steal,,[],1630583,,,1610612763,15,14,2024-03-09T01:22:04Z,700000,False,,,0,,S. Aldama STEAL (1 STL),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
73,PT06M04.00S,2024-03-09T01:22:09.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628991,7.440867279894875,56.61764705882353,1610612763,17,14,2024-03-09T01:22:13Z,710000,False,-33.0,17.0,1,left,J. Jackson Jr. driving finger roll Layup (13 PTS) (J. Goodwin 1 AST),"[1628991, 1630692]",1610612763.0,MEM,driving finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,13.0,3.74,J. Goodwin,1630692.0,1.0,,,,,,,,,
75,PT05M44.00S,2024-03-09T01:22:28.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,85.3646517739816,55.63725490196079,1610612737,17,14,2024-03-09T01:22:32Z,730000,False,28.0,85.0,1,right,MISS B. Bogdanovic 8' fadeaway Shot,[203992],1610612737.0,ATL,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,8.97,,,,,,,,,,,,
76,PT05M42.00S,2024-03-09T01:22:30.7Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,17,14,2024-03-09T01:22:32Z,740000,False,,,0,,J. Konchar REBOUND (Off:1 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,75.0,3.0,2.0,1.0,,
77,PT05M28.00S,2024-03-09T01:22:46.0Z,1,REGULAR,3pt,Jump Shot,[],1630583,9.411957950065702,4.166666666666666,1610612763,20,14,2024-03-09T01:22:49Z,750000,False,229.0,36.0,1,left,S. Aldama 3PT  (5 PTS) (J. Jackson Jr. 1 AST),"[1630583, 1628991]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,,,,,,Made,5.0,23.2,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,
79,PT05M08.00S,2024-03-09T01:23:04.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,89.04402102496715,53.67647058823529,1610612737,20,14,2024-03-09T01:23:08Z,770000,False,18.0,50.0,1,right,MISS C. Capela Layup - blocked,"[203991, 1630583]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.37,,,,,,,,,,,Aldama,1630583.0
80,PT05M08.00S,2024-03-09T01:23:04.5Z,1,REGULAR,block,,[],1630583,,,1610612737,20,14,2024-03-09T01:23:06Z,780000,False,,,0,,S. Aldama BLOCK (1 BLK),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
81,PT05M05.00S,2024-03-09T01:23:07.5Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612737,20,14,2024-03-09T01:23:08Z,790000,False,,,0,,S. Bey REBOUND (Off:1 Def:0),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,79.0,1.0,0.0,1.0,,
