actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-02-24T01:10:50.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-24T01:10:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-02-24T01:10:53.7Z,1,REGULAR,jumpball,recovered,[],1628379,,,1610612763,0,0,2024-02-24T01:10:53Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. I. Zubac: Tip to L. Kennard,"[1628379, 1628991, 1627826]",1610612763.0,MEM,startperiod,L. Kennard,1628379.0,Kennard,L. Kennard,Jackson Jr.,1628991.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-02-24T01:11:10.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,92.46057818659659,49.01960784313725,1610612763,2,0,2024-02-24T01:11:14Z,70000,False,-5.0,18.0,1,right,J. Jackson Jr. driving finger roll Layup (2 PTS) (L. Kennard 1 AST),"[1628991, 1628379]",1610612763.0,MEM,driving finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,1.9,Made,2.0,L. Kennard,1628379.0,1.0,,,,,,,,,,,,,,
9,PT11M41.00S,2024-02-24T01:11:12.4Z,1,REGULAR,foul,personal,['1freethrow'],202695,,,1610612763,2,0,2024-02-24T01:11:19Z,90000,False,,,0,,K. Leonard shooting personal FOUL (1 PF) (Jackson Jr. 1 FT),"[202695, 1628991]",1610612746.0,LAC,shooting,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,1628954.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,
11,PT11M41.00S,2024-02-24T01:11:34.8Z,1,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,3,0,2024-02-24T01:11:34Z,110000,False,,,0,,J. Jackson Jr. Free Throw 1 of 1 (3 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
12,PT11M28.00S,2024-02-24T01:11:51.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,10.85742444152431,50.73529411764706,1610612746,3,2,2024-02-24T01:11:55Z,120000,False,-4.0,50.0,1,left,I. Zubac turnaround Hook (2 PTS) (J. Harden 1 AST),"[1627826, 201935]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,4.97,Made,2.0,J. Harden,201935.0,1.0,,,,,,,,,,,,,,
14,PT11M14.00S,2024-02-24T01:12:05.1Z,1,REGULAR,3pt,Jump Shot,[],1630583,69.72733245729303,73.52941176470588,1610612763,3,2,2024-02-24T01:16:15Z,140000,False,118.0,232.0,1,right,MISS S. Aldama 26' pullup 3PT,[1630583],1610612763.0,MEM,pullup,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,26.02,Missed,,,,,,,,,,,,,,,,,,
15,PT11M12.00S,2024-02-24T01:12:07.1Z,1,REGULAR,rebound,offensive,[],1630533,,,1610612763,3,2,2024-02-24T01:12:11Z,150000,False,,,0,,Z. Williams REBOUND (Off:1 Def:0),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,14.0,1.0,0.0,1.0,,,,,
16,PT11M08.00S,2024-02-24T01:12:11.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631246,67.09921156373193,55.88235294117647,1610612763,6,2,2024-02-24T01:12:15Z,160000,False,29.0,257.0,1,right,V. Williams Jr. 25' 3PT  (3 PTS) (J. Jackson Jr. 1 AST),"[1631246, 1628991]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Center,25.85,Made,3.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,,,,,
18,PT10M50.00S,2024-02-24T01:12:31.9Z,1,REGULAR,foul,personal,[],1630533,,,1610612746,6,2,2024-02-24T01:12:40Z,180000,False,,,0,,Z. Williams personal FOUL (1 PF),"[1630533, 1627826]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628954.0,1.0,0.0,Zubac,1627826.0,,,,,,,,,
20,PT10M35.00S,2024-02-24T01:13:05.9Z,1,REGULAR,2pt,Jump Shot,[],1629611,11.908672798948752,65.93137254901961,1610612746,6,2,2024-02-24T01:13:09Z,200000,False,-80.0,59.0,1,left,MISS T. Mann 9' turnaround fadeaway Shot,[1629611],1610612746.0,LAC,turnaround fadeaway,,,Mann,T. Mann,,,,,Mid-Range,8-16 Left,9.94,Missed,,,,,,,,,,,,,,,,,,
21,PT10M33.00S,2024-02-24T01:13:07.9Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,6,2,2024-02-24T01:13:09Z,210000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,
22,PT10M29.00S,2024-02-24T01:13:11.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,69.72733245729303,26.715686274509803,1610612763,6,2,2024-02-24T01:13:17Z,220000,False,-116.0,232.0,1,right,MISS L. Kennard 25' running 3PT,[1628379],1610612763.0,MEM,running,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,,
23,PT10M24.00S,2024-02-24T01:13:16.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,6,2,2024-02-24T01:13:17Z,230000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,
