actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
160,PT10M49.00S,2024-03-14T00:34:54.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,19,31,2024-03-14T00:34:54Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,159.0,,,,,,,,,,,,
162,PT10M46.00S,2024-03-14T00:35:09.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641706,8.492115637319317,95.09803921568627,1610612766,19,31,2024-03-14T00:35:13Z,1580000,False,-225.0,27.0,1,left,MISS B. Miller 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Left Corner 3,24+ Left,22.71,Missed,,,,,,,,,,,,,,,,,,
163,PT10M44.00S,2024-03-14T00:35:11.3Z,2,REGULAR,rebound,defensive,[],1629117,,,1610612763,19,31,2024-03-14T00:35:13Z,1590000,False,,,0,,W. Gabriel REBOUND (Off:1 Def:2),[1629117],1610612763.0,MEM,,,,Gabriel,W. Gabriel,,,,,Left Corner 3,24+ Left,,,,,,,,162.0,3.0,2.0,1.0,,,,,,,,,
164,PT10M35.00S,2024-03-14T00:35:21.2Z,2,REGULAR,turnover,bad pass,[],1629117,,,1610612763,19,31,2024-03-14T00:35:24Z,1600000,False,,,0,,W. Gabriel bad pass TURNOVER (1 TO),"[1629117, 1630544]",1610612763.0,MEM,,,,Gabriel,W. Gabriel,,,,,In The Paint (Non-RA),8-16 Center,,,,1.0,Mann,1630544.0,,,,,,,,,,,,,,
165,PT10M35.00S,2024-03-14T00:35:21.2Z,2,REGULAR,steal,,[],1630544,,,1610612766,19,31,2024-03-14T00:35:23Z,1610000,False,,,0,,T. Mann STEAL (2 STL),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
166,PT10M28.00S,2024-03-14T00:35:27.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630544,8.886333771353483,53.67647058823529,1610612766,19,31,2024-03-14T00:35:41Z,1620000,False,-18.0,31.0,1,left,MISS T. Mann running finger roll Layup - blocked,"[1630544, 1630692]",1610612766.0,CHA,running finger roll,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,3.6,Missed,,,,,,,,,,Goodwin,1630692.0,,,,,,,
167,PT10M28.00S,2024-03-14T00:35:27.8Z,2,REGULAR,block,,[],1630692,,,1610612766,19,31,2024-03-14T00:35:30Z,1630000,False,,,0,,J. Goodwin BLOCK (1 BLK),[1630692],1610612763.0,MEM,,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
168,PT10M28.00S,2024-03-14T00:35:27.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,19,31,2024-03-14T00:35:41Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,166.0,,,,,,,,,,,,
169,PT10M28.00S,2024-03-14T00:35:38.3Z,2,REGULAR,foul,personal,[],1629117,,,1610612766,19,31,2024-03-14T00:35:46Z,1650000,False,,,0,,W. Gabriel loose ball personal FOUL (1 PF),"[1629117, 1630208]",1610612763.0,MEM,loose ball,,,Gabriel,W. Gabriel,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2005.0,,,,,,,,,,1.0,0.0,Richards,1630208.0
171,PT10M19.00S,2024-03-14T00:35:57.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630544,18.478975032851512,38.48039215686275,1610612766,19,33,2024-03-14T00:36:04Z,1670000,False,58.0,121.0,1,left,T. Mann 13' turnaround fadeaway Jump Shot (4 PTS),[1630544],1610612766.0,CHA,turnaround fadeaway,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,13.42,Made,4.0,,,,,,,,,,,,,,,,,
172,PT09M55.00S,2024-03-14T00:36:21.7Z,2,REGULAR,3pt,Jump Shot,[],1630692,85.75886990801577,95.83333333333334,1610612763,22,33,2024-03-14T00:36:26Z,1680000,False,229.0,81.0,1,right,J. Goodwin 24' 3PT  (7 PTS) (S. Pippen Jr. 3 AST),"[1630692, 1630590]",1610612763.0,MEM,,,,Goodwin,J. Goodwin,,,,,Right Corner 3,24+ Right,24.32,Made,7.0,,,,,,,,,,,S. Pippen Jr.,1630590.0,3.0,,,,
174,PT09M39.00S,2024-03-14T00:36:36.9Z,2,REGULAR,turnover,bad pass,[],202722,,,1610612766,22,33,2024-03-14T00:36:39Z,1700000,False,,,0,,D. Bertans bad pass TURNOVER (1 TO),"[202722, 1629723]",1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,In The Paint (Non-RA),8-16 Center,,,,1.0,Konchar,1629723.0,,,,,,,,,,,,,,
175,PT09M39.00S,2024-03-14T00:36:36.9Z,2,REGULAR,steal,,[],1629723,,,1610612763,22,33,2024-03-14T00:36:38Z,1710000,False,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
176,PT09M29.00S,2024-03-14T00:36:46.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630590,69.46452036793693,69.6078431372549,1610612763,22,33,2024-03-14T00:36:51Z,1720000,False,98.0,235.0,1,right,MISS S. Pippen Jr. 25' 3PT,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,,
177,PT09M26.00S,2024-03-14T00:36:49.9Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612766,22,33,2024-03-14T00:36:51Z,1730000,False,,,0,,T. Mann REBOUND (Off:0 Def:2),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,,,176.0,2.0,2.0,0.0,,,,,,,,,
178,PT09M19.00S,2024-03-14T00:36:58.2Z,2,REGULAR,turnover,bad pass,[],1630544,,,1610612766,22,33,2024-03-14T00:37:00Z,1740000,False,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1630544, 1631222]",1610612766.0,CHA,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,1.0,LaRavia,1631222.0,,,,,,,,,,,,,,
179,PT09M19.00S,2024-03-14T00:36:58.2Z,2,REGULAR,steal,,[],1631222,,,1610612763,22,33,2024-03-14T00:36:59Z,1750000,False,,,0,,J. LaRavia STEAL (1 STL),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
180,PT09M13.00S,2024-03-14T00:37:03.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630590,92.46057818659659,52.69607843137255,1610612763,24,33,2024-03-14T00:37:08Z,1760000,False,13.0,18.0,1,right,S. Pippen Jr. running finger roll Layup (2 PTS) (J. Goodwin 1 AST),"[1630590, 1630692]",1610612763.0,MEM,running finger roll,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,2.28,Made,2.0,,,,,,,,,,,J. Goodwin,1630692.0,1.0,,,,
182,PT09M13.00S,2024-03-14T00:37:08.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,24,33,2024-03-14T00:37:08Z,1780000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M13.00S,2024-03-14T00:39:32.0Z,2,REGULAR,substitution,out,[],1629117,,,1610612766,24,33,2024-03-14T00:39:54Z,1790000,False,,,0,,SUB out: W. Gabriel,[1629117],1610612763.0,MEM,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M13.00S,2024-03-14T00:39:32.0Z,2,REGULAR,substitution,in,[],1641998,,,1610612766,24,33,2024-03-14T00:39:54Z,1800000,False,,,0,,SUB in: T. Jemison,[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M55.00S,2024-03-14T00:40:17.9Z,2,REGULAR,turnover,lost ball,[],1629684,,,1610612766,24,33,2024-03-14T00:40:21Z,1810000,False,,,0,,G. Williams lost ball TURNOVER (3 TO),"[1629684, 1630692]",1610612766.0,CHA,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,3.0,Goodwin,1630692.0,,,,,,,,,,,,,,
186,PT08M55.00S,2024-03-14T00:40:17.9Z,2,REGULAR,steal,,[],1630692,,,1610612763,24,33,2024-03-14T00:40:19Z,1820000,False,,,0,,J. Goodwin STEAL (1 STL),[1630692],1610612763.0,MEM,,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
187,PT08M49.00S,2024-03-14T00:40:23.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630692,69.33311432325887,70.83333333333334,1610612763,27,33,2024-03-14T00:40:28Z,1830000,False,104.0,236.0,1,right,J. Goodwin 25' 3PT running (10 PTS) (S. Pippen Jr. 4 AST),"[1630692, 1630590]",1610612763.0,MEM,running,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,25.78,Made,10.0,,,,,,,,,,,S. Pippen Jr.,1630590.0,4.0,,,,
189,PT08M34.00S,2024-03-14T00:40:39.6Z,2,REGULAR,turnover,bad pass,[],1629684,,,1610612766,27,33,2024-03-14T00:40:46Z,1850000,False,,,0,,G. Williams bad pass TURNOVER (4 TO),"[1629684, 1629723]",1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,,4.0,Konchar,1629723.0,,,,,,,,,,,,,,
190,PT08M34.00S,2024-03-14T00:40:39.6Z,2,REGULAR,steal,,[],1629723,,,1610612763,27,33,2024-03-14T00:40:40Z,1860000,False,,,0,,J. Konchar STEAL (2 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
191,PT08M31.00S,2024-03-14T00:40:42.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629723,91.80354796320631,53.18627450980392,1610612763,29,33,2024-03-14T00:52:01Z,1870000,False,16.0,25.0,1,right,J. Konchar running finger roll Layup (5 PTS),[1629723],1610612763.0,MEM,running finger roll,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,2.92,Made,5.0,,,,,,,,,,,,,,,,,
192,PT08M15.00S,2024-03-14T00:40:57.9Z,2,REGULAR,2pt,Jump Shot,[],1630544,20.581471747700395,78.92156862745098,1610612766,29,35,2024-03-14T00:41:04Z,1880000,False,-145.0,141.0,1,left,T. Mann 20' step back Jump Shot (6 PTS),[1630544],1610612766.0,CHA,step back,,,Mann,T. Mann,,,,,Mid-Range,16-24 Left Center,20.2,Made,6.0,,,,,,,,,,,,,,,,,
193,PT07M53.00S,2024-03-14T00:41:19.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630692,86.41590013140605,36.029411764705884,1610612763,29,35,2024-03-14T00:41:26Z,1890000,False,-70.0,75.0,1,right,MISS J. Goodwin 10' driving floating bank Shot,[1630692],1610612763.0,MEM,driving floating bank,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Left,10.27,Missed,,,,,,,,,,,,,,,,,,
194,PT07M50.00S,2024-03-14T00:41:22.6Z,2,REGULAR,rebound,offensive,[],1629723,,,1610612763,29,35,2024-03-14T00:41:26Z,1900000,False,,,0,,J. Konchar REBOUND (Off:1 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,193.0,3.0,2.0,1.0,,,,,,,,,
195,PT07M47.00S,2024-03-14T00:41:26.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1631222,92.59198423127464,55.14705882352941,1610612763,29,35,2024-03-14T00:41:41Z,1910000,False,26.0,17.0,1,right,MISS J. LaRavia driving bank Hook,[1631222],1610612763.0,MEM,driving bank,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,3.09,Missed,,,,,,,,,,,,,,,,,,
196,PT07M45.00S,2024-03-14T00:41:28.0Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,29,35,2024-03-14T00:41:31Z,1920000,False,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,195.0,3.0,2.0,1.0,,,,,,,,,
197,PT07M35.00S,2024-03-14T00:41:38.5Z,2,REGULAR,3pt,Jump Shot,[],1629684,32.933639947437584,54.90196078431373,1610612766,29,35,2024-03-14T00:41:44Z,1930000,False,-25.0,257.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,25.83,Missed,,,,,,,,,,,,,,,,,,
198,PT07M31.00S,2024-03-14T00:41:42.5Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,29,35,2024-03-14T00:41:44Z,1940000,False,,,0,,J. Konchar REBOUND (Off:1 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Center,,,,,,,,197.0,4.0,3.0,1.0,,,,,,,,,
199,PT07M24.00S,2024-03-14T00:41:49.3Z,2,REGULAR,turnover,lost ball,[],1641998,,,1610612763,29,35,2024-03-14T00:41:53Z,1950000,False,,,0,,T. Jemison lost ball TURNOVER (1 TO),"[1641998, 202722]",1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,Mid-Range,16-24 Center,,,,1.0,Bertans,202722.0,,,,,,,,,,,,,,
200,PT07M24.00S,2024-03-14T00:41:49.3Z,2,REGULAR,steal,,[],202722,,,1610612766,29,35,2024-03-14T00:48:36Z,1960000,False,,,0,,D. Bertans STEAL (1 STL),[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
201,PT07M20.00S,2024-03-14T00:41:55.1Z,2,REGULAR,turnover,out-of-bounds,[],202722,,,1610612766,29,35,2024-03-14T00:41:59Z,1970000,False,,,0,,D. Bertans bad pass out-of-bounds TURNOVER (2 TO),[202722],1610612766.0,CHA,bad pass,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Left Center,,,,2.0,,,2005.0,,,,,,,,,,,,,
202,PT07M20.00S,2024-03-14T00:42:00.7Z,2,REGULAR,substitution,out,[],1631222,,,1610612763,29,35,2024-03-14T00:42:15Z,1980000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M20.00S,2024-03-14T00:42:00.7Z,2,REGULAR,substitution,out,[],1629684,,,1610612763,29,35,2024-03-14T00:42:15Z,1990000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M20.00S,2024-03-14T00:42:00.7Z,2,REGULAR,substitution,out,[],1630544,,,1610612763,29,35,2024-03-14T00:42:15Z,2000000,False,,,0,,SUB out: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M20.00S,2024-03-14T00:42:00.7Z,2,REGULAR,substitution,out,[],1641706,,,1610612763,29,35,2024-03-14T00:42:15Z,2010000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M20.00S,2024-03-14T00:42:00.7Z,2,REGULAR,substitution,in,[],1628379,,,1610612763,29,35,2024-03-14T00:42:15Z,2020000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M20.00S,2024-03-14T00:42:00.7Z,2,REGULAR,substitution,in,[],1628970,,,1610612763,29,35,2024-03-14T00:42:15Z,2030000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M20.00S,2024-03-14T00:42:00.7Z,2,REGULAR,substitution,in,[],1630197,,,1610612763,29,35,2024-03-14T00:42:15Z,2040000,False,,,0,,SUB in: A. Pokusevski,[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M20.00S,2024-03-14T00:42:00.7Z,2,REGULAR,substitution,in,[],203995,,,1610612763,29,35,2024-03-14T00:42:15Z,2050000,False,,,0,,SUB in: V. Micic,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M01.00S,2024-03-14T00:42:34.8Z,2,REGULAR,turnover,out-of-bounds,[],1629723,,,1610612763,29,35,2024-03-14T00:42:40Z,2060000,False,,,0,,J. Konchar bad pass out-of-bounds TURNOVER (1 TO),[1629723],1610612763.0,MEM,bad pass,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,,,,1.0,,,202026.0,,,,,,,,,,,,,
211,PT06M47.00S,2024-03-14T00:43:00.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1628970,11.645860709592641,49.26470588235294,1610612766,29,37,2024-03-14T00:43:10Z,2070000,False,4.0,57.0,1,left,M. Bridges driving Hook (12 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,5.71,Made,12.0,,,,,,,,,,,,,,,,,
212,PT06M47.00S,2024-03-14T00:43:05.8Z,2,REGULAR,violation,defensive goaltending,[],1641998,,,1610612766,29,37,2024-03-14T00:43:10Z,2080000,False,,,0,,T. Jemison defensive goaltending VIOLATION,[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,,,,,,,,2005.0,,,,,,,,,,,,,
213,PT06M37.00S,2024-03-14T00:43:24.3Z,2,REGULAR,3pt,Jump Shot,[],1628379,71.04139290407359,74.75490196078431,1610612763,29,37,2024-03-14T00:43:29Z,2090000,False,124.0,220.0,1,right,MISS L. Kennard 25' 3PT,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
214,PT06M32.00S,2024-03-14T00:43:29.3Z,2,REGULAR,rebound,defensive,[],202722,,,1610612766,29,37,2024-03-14T00:43:29Z,2100000,False,,,0,,D. Bertans REBOUND (Off:0 Def:3),[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Right Center,,,,,,,,213.0,3.0,3.0,0.0,,,,,,,,,
215,PT06M30.00S,2024-03-14T00:43:30.7Z,2,REGULAR,turnover,bad pass,[],1630197,,,1610612766,29,37,2024-03-14T00:43:34Z,2110000,False,,,0,,A. Pokusevski bad pass TURNOVER (1 TO),"[1630197, 1630692]",1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Right Center,,,,1.0,Goodwin,1630692.0,,,,,,,,,,,,,,
216,PT06M30.00S,2024-03-14T00:43:30.7Z,2,REGULAR,steal,,[],1630692,,,1610612763,29,37,2024-03-14T00:59:18Z,2120000,False,,,0,,J. Goodwin STEAL (2 STL),[1630692],1610612763.0,MEM,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
217,PT06M27.00S,2024-03-14T00:43:33.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630692,91.14651773981603,49.754901960784316,1610612763,29,37,2024-03-14T00:43:38Z,2130000,False,-1.0,31.0,1,right,MISS J. Goodwin driving finger roll Layup,[1630692],1610612763.0,MEM,driving finger roll,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,,,,,,,
218,PT06M25.00S,2024-03-14T00:43:36.0Z,2,REGULAR,rebound,defensive,[],202722,,,1610612766,29,37,2024-03-14T00:43:36Z,2140000,False,,,0,,D. Bertans REBOUND (Off:0 Def:4),[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,Restricted Area,0-8 Center,,,,,,,,217.0,4.0,4.0,0.0,,,,,,,,,
219,PT06M22.00S,2024-03-14T00:43:39.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628970,6.1268068331143235,50.73529411764706,1610612766,29,39,2024-03-14T00:43:44Z,2150000,False,-4.0,5.0,1,left,M. Bridges running alley-oop DUNK (14 PTS) (V. Micic 3 AST),"[1628970, 203995]",1610612766.0,CHA,running alley-oop,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.63,Made,14.0,,,,,,,,,,,V. Micic,203995.0,3.0,,,,
221,PT06M03.00S,2024-03-14T00:43:58.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630590,88.12417871222075,45.34313725490196,1610612763,29,39,2024-03-14T00:44:02Z,2170000,False,-23.0,59.0,1,right,MISS S. Pippen Jr. 6' driving finger roll Layup,[1630590],1610612763.0,MEM,driving finger roll,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.35,Missed,,,,,,,,,,,,,,,,,,
222,PT06M01.00S,2024-03-14T00:44:00.2Z,2,REGULAR,rebound,offensive,[],1630590,,,1610612763,29,39,2024-03-14T00:44:00Z,2180000,False,,,0,,S. Pippen Jr. REBOUND (Off:1 Def:1),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,221.0,2.0,1.0,1.0,,,,,,,,,
223,PT05M56.00S,2024-03-14T00:44:05.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630590,92.19776609724047,45.83333333333333,1610612763,31,39,2024-03-14T00:44:12Z,2190000,False,-21.0,21.0,1,right,S. Pippen Jr. reverse Layup (4 PTS) (J. Konchar 1 AST),"[1630590, 1629723]",1610612763.0,MEM,reverse,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,2.94,Made,4.0,,,,,,,,,,,J. Konchar,1629723.0,1.0,,,,
225,PT05M28.00S,2024-03-14T00:44:33.0Z,2,REGULAR,turnover,bad pass,[],203995,,,1610612766,31,39,2024-03-14T00:44:36Z,2210000,False,,,0,,V. Micic bad pass TURNOVER (2 TO),"[203995, 1641998]",1610612766.0,CHA,,,,Micic,V. Micic,,,,,Restricted Area,0-8 Center,,,,2.0,Jemison,1641998.0,,,,,,,,,,,,,,
226,PT05M28.00S,2024-03-14T00:44:33.0Z,2,REGULAR,steal,,[],1641998,,,1610612763,31,39,2024-03-14T00:44:34Z,2220000,False,,,0,,T. Jemison STEAL (1 STL),[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
227,PT05M23.00S,2024-03-14T00:44:38.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629723,92.06636005256242,46.07843137254902,1610612763,33,39,2024-03-14T00:44:43Z,2230000,False,-20.0,22.0,1,right,J. Konchar running finger roll Layup (7 PTS) (S. Pippen Jr. 5 AST),"[1629723, 1630590]",1610612763.0,MEM,running finger roll,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,2.95,Made,7.0,,,,,,,,,,,S. Pippen Jr.,1630590.0,5.0,,,,
229,PT04M59.00S,2024-03-14T00:45:02.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630197,10.068988173455978,44.6078431372549,1610612766,33,41,2024-03-14T00:45:10Z,2250000,False,27.0,42.0,1,left,A. Pokusevski driving floating Jump Shot (7 PTS) (M. Bridges 4 AST),"[1630197, 1628970]",1610612766.0,CHA,driving floating,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),0-8 Center,5.0,Made,7.0,,,,,,,,,,,M. Bridges,1628970.0,4.0,,,,
231,PT04M46.00S,2024-03-14T00:45:17.2Z,2,REGULAR,foul,personal,[],203995,,,1610612763,33,41,2024-03-14T00:45:27Z,2270000,False,,,0,,V. Micic personal FOUL (1 PF),"[203995, 1630590]",1610612766.0,CHA,,,,Micic,V. Micic,,,,,Above the Break 3,24+ Center,,,,,,,201638.0,,,,,,,,,,1.0,0.0,Pippen Jr.,1630590.0
233,PT04M46.00S,2024-03-14T00:45:27.1Z,2,REGULAR,substitution,out,[],1630692,,,1610612763,33,41,2024-03-14T00:45:41Z,2290000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612763.0,MEM,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT04M46.00S,2024-03-14T00:45:27.1Z,2,REGULAR,substitution,out,[],1630590,,,1610612763,33,41,2024-03-14T00:45:41Z,2300000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT04M46.00S,2024-03-14T00:45:27.1Z,2,REGULAR,substitution,out,[],1629723,,,1610612763,33,41,2024-03-14T00:45:41Z,2310000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT04M46.00S,2024-03-14T00:45:27.1Z,2,REGULAR,substitution,out,[],1630208,,,1610612763,33,41,2024-03-14T00:45:41Z,2320000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT04M46.00S,2024-03-14T00:45:27.1Z,2,REGULAR,substitution,in,[],1631222,,,1610612763,33,41,2024-03-14T00:45:41Z,2330000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT04M46.00S,2024-03-14T00:45:27.1Z,2,REGULAR,substitution,in,[],1641713,,,1610612763,33,41,2024-03-14T00:45:41Z,2340000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT04M46.00S,2024-03-14T00:45:27.1Z,2,REGULAR,substitution,in,[],1630610,,,1610612763,33,41,2024-03-14T00:45:41Z,2350000,False,,,0,,SUB in: D. Jarreau,[1630610],1610612763.0,MEM,,,,Jarreau,D. Jarreau,,,,,,,,,,,,,,,,,,,,,,,,,,
