actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-22T01:11:28.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-22T01:11:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-12-22T01:11:31.6Z,1,REGULAR,jumpball,recovered,[],1631246,,,1610612763,0,0,2023-12-22T01:11:31Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. M. Turner: Tip to V. Williams Jr.,"[1631246, 1628991, 1626167]",1610612763.0,MEM,startperiod,V. Williams Jr.,1631246.0,Williams Jr.,V. Williams Jr.,Jackson Jr.,1628991.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-12-22T01:11:44.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,94.43166885676742,50.49019607843137,1610612763,2,0,2023-12-22T01:11:47Z,70000,False,2.0,0.0,1,right,J. Morant driving finger roll Layup (2 PTS) (B. Biyombo 1 AST),"[1629630, 202687]",1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,0.25,Made,2.0,B. Biyombo,202687.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2023-12-22T01:12:00.7Z,1,REGULAR,foul,personal,['2freethrow'],202687,,,1610612754,2,0,2023-12-22T01:12:09Z,90000,False,,,0,,B. Biyombo shooting personal FOUL (1 PF) (Turner 2 FT),"[202687, 1626167]",1610612763.0,MEM,shooting,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,2530.0,1.0,0.0,Turner,1626167.0,,,,,,,,,
11,PT11M28.00S,2023-12-22T01:12:24.2Z,1,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,2,1,2023-12-22T01:12:24Z,110000,False,,,0,,M. Turner Free Throw 1 of 2 (1 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
12,PT11M28.00S,2023-12-22T01:12:41.8Z,1,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,2,2,2023-12-22T01:12:41Z,120000,False,,,0,,M. Turner Free Throw 2 of 2 (2 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
13,PT11M17.00S,2023-12-22T01:12:55.9Z,1,REGULAR,3pt,Jump Shot,[],1630217,93.11760840998686,95.83333333333334,1610612763,2,2,2023-12-22T01:12:59Z,130000,False,229.0,12.0,1,right,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
14,PT11M14.00S,2023-12-22T01:12:58.9Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,2,2,2023-12-22T01:12:59Z,140000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,
15,PT11M04.00S,2023-12-22T01:13:08.9Z,1,REGULAR,3pt,Jump Shot,[],1627741,24.129434954007884,13.970588235294118,1610612754,2,2,2023-12-22T01:13:12Z,150000,False,180.0,174.0,1,left,MISS B. Hield 25' step back 3PT,[1627741],1610612754.0,IND,step back,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,25.06,Missed,,,,,,,,,,,,,,,,,,
16,PT11M02.00S,2023-12-22T01:13:10.9Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,2,2,2023-12-22T01:13:12Z,160000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,
17,PT10M58.00S,2023-12-22T01:13:15.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,93.38042049934296,51.9607843137255,1610612763,4,2,2023-12-22T01:13:19Z,170000,False,10.0,10.0,1,right,D. Bane running finger roll Layup (2 PTS),[1630217],1610612763.0,MEM,running finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,1.38,Made,2.0,,,,,,,,,,,,,,,,,
18,PT10M42.00S,2023-12-22T01:13:30.3Z,1,REGULAR,2pt,Jump Shot,[],1626167,23.73521681997372,25.0,1610612754,4,2,2023-12-22T01:13:34Z,180000,False,125.0,171.0,1,left,MISS M. Turner 21' Jump Shot,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Right Center,21.15,Missed,,,,,,,,,,,,,,,,,,
19,PT10M39.00S,2023-12-22T01:13:33.3Z,1,REGULAR,rebound,offensive,[],1630167,,,1610612754,4,2,2023-12-22T01:13:34Z,190000,False,,,0,,O. Toppin REBOUND (Off:1 Def:0),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,18.0,1.0,0.0,1.0,,,,,
20,PT10M27.00S,2023-12-22T01:13:45.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1626167,13.61695137976347,35.53921568627451,1610612754,4,4,2023-12-22T01:13:49Z,200000,False,72.0,75.0,1,left,M. Turner 10' turnaround Hook (4 PTS) (T. Haliburton 1 AST),"[1626167, 1630169]",1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Right,10.45,Made,4.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,,,,
22,PT10M11.00S,2023-12-22T01:14:01.3Z,1,REGULAR,2pt,Jump Shot,[],1630217,79.31997371879106,31.862745098039213,1610612763,6,4,2023-12-22T01:14:04Z,220000,False,-91.0,142.0,1,right,D. Bane 16' pullup Jump Shot (4 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Mid-Range,16-24 Left Center,16.84,Made,4.0,,,,,,,,,,,,,,,,,
23,PT09M58.00S,2023-12-22T01:14:14.7Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612754,6,4,2023-12-22T01:14:18Z,230000,False,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 1628991]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,1.0,Jackson Jr.,1628991.0,,
24,PT09M58.00S,2023-12-22T01:14:14.7Z,1,REGULAR,steal,,[],1628991,,,1610612763,6,4,2023-12-22T01:24:08Z,240000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
