actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
81,PT05M06.00S,2024-04-07T00:24:30.5Z,1,REGULAR,rebound,offensive,[],1630231,,,1610612755,12,14,2024-04-07T00:24:32Z,810000,False,,,0,,K. Martin REBOUND (Off:1 Def:0),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,In The Paint (Non-RA),8-16 Left,,,80.0,1.0,0.0,1.0,,,,,,,,,,,,,
82,PT05M06.00S,2024-04-07T00:24:30.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630231,94.40999984741211,50.0,1610612755,12,16,2024-04-07T00:24:30Z,820000,False,0.0,0.0,1,right,K. Martin putback Layup (2 PTS),[1630231],1610612755.0,PHI,putback,,,Martin,K. Martin,,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,
83,PT04M51.00S,2024-04-07T00:24:47.3Z,1,REGULAR,turnover,out-of-bounds,[],1641998,,,1610612763,12,16,2024-04-07T00:24:58Z,830000,False,,,0,,T. Jemison bad pass out-of-bounds TURNOVER (1 TO),[1641998],1610612763.0,MEM,bad pass,,,Jemison,T. Jemison,,,,,1627541.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,,,,,,,,
84,PT04M51.00S,2024-04-07T00:24:50.2Z,1,REGULAR,substitution,out,[],1630590,,,1610612755,12,16,2024-04-07T00:25:01Z,840000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M51.00S,2024-04-07T00:24:50.2Z,1,REGULAR,substitution,out,[],1641998,,,1610612755,12,16,2024-04-07T00:25:01Z,850000,False,,,0,,SUB out: T. Jemison,[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M51.00S,2024-04-07T00:24:50.2Z,1,REGULAR,substitution,out,[],203954,,,1610612755,12,16,2024-04-07T00:25:01Z,860000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M51.00S,2024-04-07T00:24:50.2Z,1,REGULAR,substitution,in,[],1630285,,,1610612755,12,16,2024-04-07T00:25:01Z,870000,False,,,0,,SUB in: Z. Simpson,[1630285],1610612763.0,MEM,,,,Simpson,Z. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M51.00S,2024-04-07T00:24:50.2Z,1,REGULAR,substitution,in,[],1629634,,,1610612755,12,16,2024-04-07T00:25:01Z,880000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M51.00S,2024-04-07T00:24:50.2Z,1,REGULAR,substitution,in,[],1630194,,,1610612755,12,16,2024-04-07T00:25:01Z,890000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M37.00S,2024-04-07T00:25:23.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,71.43561103810775,75.49019607843137,1610612755,12,19,2024-04-07T00:25:29Z,900000,False,127.0,216.0,1,right,T. Maxey 25' 3PT pullup (3 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,,Above the Break 3,24+ Right Center,25.08,Made,,,,,3.0,,,,,,,,,,,,
91,PT04M22.00S,2024-04-07T00:25:38.4Z,1,REGULAR,3pt,Jump Shot,[],1641713,32.670827858081466,68.13725490196079,1610612763,12,19,2024-04-07T00:25:43Z,910000,False,-91.0,255.0,1,left,MISS G. Jackson 27' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,Above the Break 3,24+ Left Center,27.03,Missed,,,,,,,,,,,,,,,,,
92,PT04M19.00S,2024-04-07T00:25:41.4Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612755,12,19,2024-04-07T00:25:43Z,920000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,,Above the Break 3,24+ Left Center,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,
93,PT04M00.00S,2024-04-07T00:25:59.8Z,1,REGULAR,2pt,Jump Shot,[],1627741,92.85479632063075,71.32352941176471,1610612755,12,19,2024-04-07T00:26:07Z,930000,False,107.0,15.0,1,right,MISS B. Hield 10' Jump Shot,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,,Mid-Range,8-16 Right,10.76,Missed,,,,,,,,,,,,,,,,,
94,PT03M57.00S,2024-04-07T00:26:02.8Z,1,REGULAR,rebound,defensive,[],1630285,,,1610612763,12,19,2024-04-07T00:26:07Z,940000,False,,,0,,Z. Simpson REBOUND (Off:0 Def:1),[1630285],1610612763.0,MEM,,,,Simpson,Z. Simpson,,,,,,Mid-Range,8-16 Right,,,93.0,1.0,1.0,0.0,,,,,,,,,,,,,
95,PT03M45.00S,2024-04-07T00:26:14.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641970,5.732588699080158,52.20588235294118,1610612763,14,19,2024-04-07T00:26:21Z,950000,False,-11.0,1.0,1,left,M. Pereira Layup (3 PTS) (J. Goodwin 1 AST),"[1641970, 1630692]",1610612763.0,MEM,,,,Pereira,M. Pereira,,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,3.0,J. Goodwin,1630692.0,1.0,,,,,,,,,
97,PT03M36.00S,2024-04-07T00:26:23.0Z,1,REGULAR,3pt,Jump Shot,[],1626162,73.14388961892247,18.137254901960784,1610612755,14,19,2024-04-07T00:26:28Z,970000,False,-159.0,200.0,1,right,MISS K. Oubre Jr. 25' pullup 3PT,[1626162],1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,,Above the Break 3,24+ Left Center,25.56,Missed,,,,,,,,,,,,,,,,,
98,PT03M36.00S,2024-04-07T00:26:23.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,14,19,2024-04-07T00:26:28Z,980000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,Above the Break 3,24+ Left Center,,,97.0,,,,,,,,,,,,,,,,
100,PT03M26.00S,2024-04-07T00:26:46.9Z,1,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612763,14,19,2024-04-07T00:26:54Z,1000000,False,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Jackson 2 FT),"[1626162, 1641713]",1610612755.0,PHI,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,1630886.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Jackson,1641713.0,,
102,PT03M26.00S,2024-04-07T00:27:19.8Z,1,REGULAR,freethrow,1 of 2,[],1641713,,,1610612763,15,19,2024-04-07T00:27:19Z,1020000,False,,,0,,G. Jackson Free Throw 1 of 2 (5 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
103,PT03M26.00S,2024-04-07T00:27:23.9Z,1,REGULAR,substitution,out,[],1626162,,,1610612763,15,19,2024-04-07T00:27:34Z,1030000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M26.00S,2024-04-07T00:27:23.9Z,1,REGULAR,substitution,in,[],1626166,,,1610612763,15,19,2024-04-07T00:27:34Z,1040000,False,,,0,,SUB in: C. Payne,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M26.00S,2024-04-07T00:27:50.9Z,1,REGULAR,freethrow,2 of 2,[],1641713,,,1610612763,16,19,2024-04-07T00:27:50Z,1050000,False,,,0,,G. Jackson Free Throw 2 of 2 (6 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
107,PT03M08.00S,2024-04-07T00:28:12.2Z,1,REGULAR,turnover,bad pass,[],1630231,,,1610612755,16,19,2024-04-07T00:28:18Z,1060000,False,,,0,,K. Martin bad pass TURNOVER (1 TO),"[1630231, 1641713]",1610612755.0,PHI,,,,Martin,K. Martin,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,1.0,Jackson,1641713.0,,,,,,
108,PT03M08.00S,2024-04-07T00:28:12.2Z,1,REGULAR,steal,,[],1641713,,,1610612763,16,19,2024-04-07T00:28:13Z,1070000,False,,,0,,G. Jackson STEAL (2 STL),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,
109,PT03M06.00S,2024-04-07T00:28:15.5Z,1,REGULAR,foul,personal,['2freethrow'],1627741,,,1610612763,16,19,2024-04-07T00:28:35Z,1080000,False,,,0,,B. Hield shooting personal FOUL (1 PF) (Jackson 2 FT),"[1627741, 1641713]",1610612755.0,PHI,shooting,,,Hield,B. Hield,,,,,2004.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Jackson,1641713.0,,
111,PT03M06.00S,2024-04-07T00:28:51.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641713,,,1610612763,16,19,2024-04-07T00:28:51Z,1100000,False,,,0,,MISS G. Jackson Free Throw 1 of 2,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
112,PT03M06.00S,2024-04-07T00:28:51.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,16,19,2024-04-07T00:28:51Z,1110000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,111.0,,,,,,,,,,,,,,,,
113,PT03M06.00S,2024-04-07T00:28:52.1Z,1,REGULAR,substitution,out,[],1641970,,,1610612763,16,19,2024-04-07T00:28:55Z,1120000,False,,,0,,SUB out: M. Pereira,[1641970],1610612763.0,MEM,,,,Pereira,M. Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M06.00S,2024-04-07T00:28:52.1Z,1,REGULAR,substitution,in,[],1641851,,,1610612763,16,19,2024-04-07T00:28:55Z,1130000,False,,,0,,SUB in: T. Allen,[1641851],1610612763.0,MEM,,,,Allen,T. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M06.00S,2024-04-07T00:29:13.3Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1641713,,,1610612763,17,19,2024-04-07T00:29:13Z,1140000,False,,,0,,G. Jackson Free Throw 2 of 2 (7 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
116,PT02M49.00S,2024-04-07T00:29:31.5Z,1,REGULAR,foul,personal,['2freethrow'],1641851,,,1610612755,17,19,2024-04-07T00:32:47Z,1150000,False,,,0,,T. Allen shooting personal FOUL (1 PF) (Maxey 2 FT),"[1641851, 1630178]",1610612763.0,MEM,shooting,,,Allen,T. Allen,,,,,1627541.0,Mid-Range,16-24 Center,,,,,,,,,,,,,,1.0,0.0,Maxey,1630178.0,,
118,PT02M49.00S,2024-04-07T00:29:44.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,17,19,2024-04-07T00:29:44Z,1170000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M49.00S,2024-04-07T00:31:44.1Z,1,REGULAR,substitution,out,[],1630692,,,1610612755,17,19,2024-04-07T00:32:34Z,1180000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612763.0,MEM,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M49.00S,2024-04-07T00:31:44.1Z,1,REGULAR,substitution,in,[],1630590,,,1610612755,17,19,2024-04-07T00:32:34Z,1190000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M49.00S,2024-04-07T00:32:54.3Z,1,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,17,20,2024-04-07T00:32:54Z,1200000,False,,,0,,T. Maxey Free Throw 1 of 2 (4 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
122,PT02M49.00S,2024-04-07T00:33:13.6Z,1,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,17,21,2024-04-07T00:33:13Z,1210000,False,,,0,,T. Maxey Free Throw 2 of 2 (5 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
123,PT02M34.00S,2024-04-07T00:33:29.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,14.931011826544022,42.8921568627451,1610612763,19,21,2024-04-07T00:33:40Z,1220000,False,36.0,88.0,1,left,B. Clarke 9' turnaround Jump Shot (2 PTS) (Z. Simpson 1 AST),"[1629634, 1630285]",1610612763.0,MEM,turnaround,,,Clarke,B. Clarke,,,,,,In The Paint (Non-RA),8-16 Center,9.48,Made,,,,,2.0,Z. Simpson,1630285.0,1.0,,,,,,,,,
125,PT02M19.00S,2024-04-07T00:33:44.3Z,1,REGULAR,3pt,Jump Shot,[],1627741,93.38042049934296,96.32352941176471,1610612755,19,24,2024-04-07T00:33:51Z,1240000,False,232.0,10.0,1,right,B. Hield 3PT  (3 PTS) (C. Payne 1 AST),"[1627741, 1626166]",1610612755.0,PHI,,,,Hield,B. Hield,,,,,,Right Corner 3,24+ Right,23.18,Made,,,,,3.0,C. Payne,1626166.0,1.0,,,,,,,,,
127,PT02M02.00S,2024-04-07T00:34:00.8Z,1,REGULAR,3pt,Jump Shot,[],1641713,5.732588699080158,95.58823529411765,1610612763,19,24,2024-04-07T00:34:05Z,1260000,False,-228.0,1.0,1,left,MISS G. Jackson 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,
128,PT02M01.00S,2024-04-07T00:34:01.8Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612755,19,24,2024-04-07T00:34:05Z,1270000,False,,,0,,K. Martin REBOUND (Off:1 Def:1),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,Left Corner 3,24+ Left,,,127.0,2.0,1.0,1.0,,,,,,,,,,,,,
129,PT01M45.00S,2024-04-07T00:34:18.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,92.32917214191852,44.85294117647059,1610612755,19,26,2024-04-07T00:34:26Z,1280000,False,-26.0,20.0,1,right,B. Hield driving finger roll Layup (5 PTS) (T. Maxey 4 AST),"[1627741, 1630178]",1610612755.0,PHI,driving finger roll,,,Hield,B. Hield,,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,5.0,T. Maxey,1630178.0,4.0,,,,,,,,,
130,PT01M26.00S,2024-04-07T00:34:37.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641713,7.966491458607096,46.07843137254902,1610612763,21,26,2024-04-07T00:34:43Z,1290000,False,20.0,22.0,1,left,G. Jackson driving finger roll Layup (9 PTS),[1641713],1610612763.0,MEM,driving finger roll,,,Jackson,G. Jackson,,,,,,Restricted Area,0-8 Center,2.98,Made,,,,,9.0,,,,,,,,,,,,
131,PT01M18.00S,2024-04-07T00:34:48.5Z,1,REGULAR,foul,offensive,[],1630231,,,1610612755,21,26,2024-04-07T00:38:11Z,1300000,False,,,0,,K. Martin offensive FOUL (1 PF),"[1630231, 1630590]",1610612755.0,PHI,,,,Martin,K. Martin,,,,,1630886.0,Above the Break 3,16-24 Left Center,,,,,,,,,,,,,,1.0,0.0,Pippen Jr.,1630590.0,,
141,PT01M18.00S,2024-04-07T00:34:48.5Z,1,REGULAR,turnover,offensive foul,[],1630231,,,1610612755,21,26,2024-04-07T00:34:48Z,1315000,False,,,0,,K. Martin offensive foul TURNOVER (2 TO),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,1630886.0,Above the Break 3,16-24 Left Center,,,,,,,,,,,2.0,,,,,,,,
133,PT01M18.00S,2024-04-07T00:35:09.8Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612763,21,26,2024-04-07T00:38:26Z,1320000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M18.00S,2024-04-07T00:37:49.2Z,1,REGULAR,substitution,out,[],1641713,,,1610612763,21,26,2024-04-07T00:34:48Z,1340000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M18.00S,2024-04-07T00:37:49.2Z,1,REGULAR,substitution,out,[],1630178,,,1610612763,21,26,2024-04-07T00:34:48Z,1350000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M18.00S,2024-04-07T00:37:49.2Z,1,REGULAR,substitution,out,[],1630194,,,1610612763,21,26,2024-04-07T00:34:48Z,1360000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M18.00S,2024-04-07T00:37:49.2Z,1,REGULAR,substitution,in,[],1641998,,,1610612763,21,26,2024-04-07T00:34:48Z,1370000,False,,,0,,SUB in: T. Jemison,[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M18.00S,2024-04-07T00:37:49.2Z,1,REGULAR,substitution,in,[],203954,,,1610612763,21,26,2024-04-07T00:34:48Z,1380000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M18.00S,2024-04-07T00:37:49.2Z,1,REGULAR,substitution,in,[],201587,,,1610612763,21,26,2024-04-07T00:34:48Z,1390000,False,,,0,,SUB in: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M00.00S,2024-04-07T00:38:12.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629634,24.26084099868594,40.931372549019606,1610612763,21,26,2024-04-07T00:38:23Z,1400000,False,45.0,176.0,1,left,MISS B. Clarke 18' floating Shot,[1629634],1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,,Mid-Range,16-24 Center,18.13,Missed,,,,,,,,,,,,,,,,,
143,PT00M56.60S,2024-04-07T00:38:15.5Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,21,26,2024-04-07T00:38:23Z,1410000,False,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Mid-Range,16-24 Center,,,142.0,3.0,3.0,0.0,,,,,,,,,,,,,
144,PT00M51.40S,2024-04-07T00:38:20.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,93.11760840998686,95.58823529411765,1610612755,21,26,2024-04-07T00:47:12Z,1420000,False,228.0,12.0,1,right,MISS B. Hield running 3PT,[1627741],1610612755.0,PHI,running,,,Hield,B. Hield,,,,,,Right Corner 3,24+ Right,22.82,Missed,,,,,,,,,,,,,,,,,
145,PT00M49.60S,2024-04-07T00:38:22.6Z,1,REGULAR,rebound,offensive,[],201587,,,1610612755,21,26,2024-04-07T00:38:22Z,1430000,False,,,0,,N. Batum REBOUND (Off:1 Def:1),[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,Right Corner 3,24+ Right,,,144.0,2.0,1.0,1.0,,,,,,,,,,,,,
146,PT00M44.60S,2024-04-07T00:38:27.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626166,68.15045992115637,65.19607843137256,1610612755,21,26,2024-04-07T00:38:32Z,1440000,False,76.0,247.0,1,right,MISS C. Payne 25' 3PT,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,Above the Break 3,24+ Center,25.83,Missed,,,,,,,,,,,,,,,,,
147,PT00M43.20S,2024-04-07T00:38:29.0Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,21,26,2024-04-07T00:38:32Z,1450000,False,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Above the Break 3,24+ Center,,,146.0,1.0,1.0,0.0,,,,,,,,,,,,,
148,PT00M26.40S,2024-04-07T00:38:48.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641998,18.2161629434954,36.76470588235294,1610612763,23,26,2024-04-07T00:38:57Z,1460000,False,66.0,119.0,1,left,T. Jemison 13' turnaround Hook (2 PTS),[1641998],1610612763.0,MEM,turnaround,,,Jemison,T. Jemison,,,,,,In The Paint (Non-RA),8-16 Center,13.59,Made,,,,,2.0,,,,,,,,,,,,
149,PT00M16.10S,2024-04-07T00:38:59.5Z,1,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612755,23,26,2024-04-07T00:39:09Z,1470000,False,,,0,,B. Clarke shooting personal FOUL (1 PF) (Embiid 2 FT),"[1629634, 203954]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,2004.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,0.0,Embiid,203954.0,,
151,PT00M16.10S,2024-04-07T00:39:30.2Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,23,27,2024-04-07T00:39:30Z,1490000,False,,,0,,J. Embiid Free Throw 1 of 2 (6 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
152,PT00M16.10S,2024-04-07T00:39:48.6Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,23,28,2024-04-07T00:39:48Z,1500000,False,,,0,,J. Embiid Free Throw 2 of 2 (7 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
153,PT00M00.00S,2024-04-07T00:40:08.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,6.258212877792378,47.30392156862745,1610612763,23,28,2024-04-07T00:40:26Z,1510000,False,13.0,6.0,1,left,MISS B. Clarke Layup - blocked,"[1629634, 1630231]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,Martin,1630231.0
154,PT00M00.00S,2024-04-07T00:40:08.0Z,1,REGULAR,block,,[],1630231,,,1610612763,23,28,2024-04-07T00:40:10Z,1520000,False,,,0,,K. Martin BLOCK (1 BLK),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
155,PT00M00.00S,2024-04-07T00:40:08.0Z,1,REGULAR,rebound,offensive,[],1630285,,,1610612763,23,28,2024-04-07T00:57:29Z,1530000,False,,,0,,Z. Simpson REBOUND (Off:1 Def:1),[1630285],1610612763.0,MEM,,,,Simpson,Z. Simpson,,,,,,Restricted Area,0-8 Center,,,153.0,2.0,1.0,1.0,,,,,,,,,,,,,
156,PT00M00.00S,2024-04-07T00:40:14.3Z,1,REGULAR,period,end,[],0,,,1610612763,23,28,2024-04-07T00:40:14Z,1540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-04-07T00:42:48.1Z,2,REGULAR,period,start,[],0,,,1610612763,23,28,2024-04-07T00:42:48Z,1550000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M45.00S,2024-04-07T00:43:02.4Z,2,REGULAR,3pt,Jump Shot,[],1641851,5.601182654402102,96.07843137254902,1610612763,23,28,2024-04-07T00:43:07Z,1560000,False,-230.0,0.0,1,left,MISS T. Allen 3PT,[1641851],1610612763.0,MEM,,,,Allen,T. Allen,,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,
159,PT11M42.00S,2024-04-07T00:43:05.4Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,23,28,2024-04-07T00:43:07Z,1570000,False,,,0,,J. Embiid REBOUND (Off:0 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Left Corner 3,24+ Left,,,158.0,4.0,4.0,0.0,,,,,,,,,,,,,
160,PT11M29.00S,2024-04-07T00:43:18.2Z,2,REGULAR,2pt,Jump Shot,[],203954,91.93495400788436,33.33333333333333,1610612755,23,30,2024-04-07T00:43:25Z,1580000,False,-83.0,23.0,1,right,J. Embiid 8' turnaround fadeaway Jump Shot (9 PTS) (C. Payne 2 AST),"[203954, 1626166]",1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,,Mid-Range,8-16 Left,8.65,Made,,,,,9.0,C. Payne,1626166.0,2.0,,,,,,,,,
162,PT11M16.00S,2024-04-07T00:43:31.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630285,18.084756898817346,43.627450980392155,1610612763,23,30,2024-04-07T00:43:36Z,1600000,False,32.0,117.0,1,left,MISS Z. Simpson 12' driving Hook,[1630285],1610612763.0,MEM,driving,,,Simpson,Z. Simpson,,,,,,In The Paint (Non-RA),8-16 Center,12.18,Missed,,,,,,,,,,,,,,,,,
163,PT11M13.00S,2024-04-07T00:43:34.0Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,23,30,2024-04-07T00:43:36Z,1610000,False,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,In The Paint (Non-RA),8-16 Center,,,162.0,5.0,5.0,0.0,,,,,,,,,,,,,
164,PT11M01.00S,2024-04-07T00:43:46.1Z,2,REGULAR,2pt,Jump Shot,[],203954,74.72076215505913,46.32352941176471,1610612755,23,32,2024-04-07T00:43:51Z,1620000,False,-18.0,185.0,1,right,J. Embiid 18' pullup Jump Shot (11 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,,Mid-Range,16-24 Center,18.6,Made,,,,,11.0,,,,,,,,,,,,
