actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-04-07T00:10:57.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-07T00:10:57Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-04-07T00:11:00.1Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612755,0,0,2024-04-07T00:11:00Z,40000,False,,,0,,Jump Ball J. Embiid vs. T. Jemison: Tip to T. Maxey,"[1630178, 203954, 1641998]",1610612755.0,PHI,startperiod,T. Maxey,1630178.0,Maxey,T. Maxey,Embiid,203954.0,Jemison,1641998.0,,,,,,,,,,,,,,,,,,,,,,
7,PT12M00.00S,2024-04-07T00:11:01.2Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612755,0,0,2024-04-07T00:11:16Z,70000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612763.0,MEM,,,,,,,,,,2004.0,,,,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2024-04-07T00:11:13.2Z,1,REGULAR,3pt,Jump Shot,[],1630178,66.5735873850197,45.83333333333333,1610612755,0,0,2024-04-07T00:11:22Z,80000,False,-21.0,262.0,1,right,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Above the Break 3,24+ Center,26.25,Missed,,,,,,,,,,,,,,,,,
9,PT11M41.00S,2024-04-07T00:11:15.4Z,1,REGULAR,rebound,defensive,[],1641970,,,1610612763,0,0,2024-04-07T00:11:15Z,90000,False,,,0,,M. Pereira REBOUND (Off:0 Def:1),[1641970],1610612763.0,MEM,,,,Pereira,M. Pereira,,,,,,Above the Break 3,24+ Center,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M26.00S,2024-04-07T00:11:30.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641998,16.245072273324574,41.66666666666667,1610612763,0,0,2024-04-07T00:11:35Z,100000,False,42.0,100.0,1,left,MISS T. Jemison 10' Hook,[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,In The Paint (Non-RA),8-16 Center,10.85,Missed,,,,,,,,,,,,,,,,,
11,PT11M24.00S,2024-04-07T00:11:32.7Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,0,0,2024-04-07T00:11:35Z,110000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,In The Paint (Non-RA),8-16 Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,
12,PT11M14.00S,2024-04-07T00:11:42.4Z,1,REGULAR,3pt,Jump Shot,[],1626162,68.54467805519053,30.88235294117647,1610612755,0,3,2024-04-07T00:11:50Z,120000,False,-96.0,243.0,1,right,K. Oubre Jr. 26' 3PT  (3 PTS) (T. Maxey 1 AST),"[1626162, 1630178]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Above the Break 3,24+ Left Center,26.13,Made,,,,,3.0,T. Maxey,1630178.0,1.0,,,,,,,,,
14,PT10M51.00S,2024-04-07T00:12:04.9Z,1,REGULAR,2pt,Jump Shot,[],1630692,21.369908015768726,36.27450980392157,1610612763,2,3,2024-04-07T00:12:12Z,140000,False,69.0,148.0,1,left,J. Goodwin 16' turnaround fadeaway Jump Shot (2 PTS),[1630692],1610612763.0,MEM,turnaround fadeaway,,,Goodwin,J. Goodwin,,,,,,Mid-Range,16-24 Right Center,16.35,Made,,,,,2.0,,,,,,,,,,,,
15,PT10M29.00S,2024-04-07T00:12:27.2Z,1,REGULAR,2pt,Jump Shot,[],203954,72.7496714848883,52.450980392156865,1610612755,2,5,2024-04-07T00:12:36Z,150000,False,12.0,204.0,1,right,J. Embiid 20' step back Jump Shot (2 PTS) (T. Maxey 2 AST),"[203954, 1630178]",1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,,Mid-Range,16-24 Center,20.41,Made,,,,,2.0,T. Maxey,1630178.0,2.0,,,,,,,,,
16,PT10M17.00S,2024-04-07T00:12:39.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641998,13.61695137976347,49.26470588235294,1610612763,2,5,2024-04-07T00:12:47Z,160000,False,4.0,75.0,1,left,MISS T. Jemison 7' floating Shot,[1641998],1610612763.0,MEM,floating,,,Jemison,T. Jemison,,,,,,In The Paint (Non-RA),0-8 Center,7.56,Missed,,,,,,,,,,,,,,,,,
17,PT10M14.00S,2024-04-07T00:12:42.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,2,5,2024-04-07T00:12:47Z,170000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,In The Paint (Non-RA),0-8 Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,
18,PT10M09.00S,2024-04-07T00:12:48.4Z,1,REGULAR,3pt,Jump Shot,[],203954,66.3107752956636,55.63725490196079,1610612755,2,8,2024-04-07T00:12:59Z,180000,False,28.0,264.0,1,right,J. Embiid 26' 3PT  (5 PTS) (T. Maxey 3 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Above the Break 3,24+ Center,26.57,Made,,,,,5.0,T. Maxey,1630178.0,3.0,,,,,,,,,
20,PT09M40.00S,2024-04-07T00:13:16.4Z,1,REGULAR,3pt,Jump Shot,[],1630692,29.517082785808146,31.61764705882353,1610612763,2,8,2024-04-07T00:13:22Z,200000,False,92.0,225.0,1,left,MISS J. Goodwin 24' pullup 3PT,[1630692],1610612763.0,MEM,pullup,,,Goodwin,J. Goodwin,,,,,,Above the Break 3,24+ Right Center,24.3,Missed,,,,,,,,,,,,,,,,,
21,PT09M37.00S,2024-04-07T00:13:19.4Z,1,REGULAR,rebound,defensive,[],201587,,,1610612755,2,8,2024-04-07T00:13:22Z,210000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,Above the Break 3,24+ Right Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,
22,PT09M33.00S,2024-04-07T00:13:23.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",200768,94.43166885676742,51.470588235294116,1610612755,2,10,2024-04-07T00:13:33Z,220000,False,7.0,0.0,1,right,K. Lowry running Layup (2 PTS) (J. Embiid 1 AST),"[200768, 203954]",1610612755.0,PHI,running,,,Lowry,K. Lowry,,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,2.0,J. Embiid,203954.0,1.0,,,,,,,,,
25,PT09M05.00S,2024-04-07T00:14:08.8Z,1,REGULAR,turnover,bad pass,[],1630590,,,1610612763,2,10,2024-04-07T00:14:12Z,250000,False,,,0,,S. Pippen Jr. bad pass TURNOVER (1 TO),"[1630590, 1626162]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1.0,Oubre Jr.,1626162.0,,,,,,
26,PT09M05.00S,2024-04-07T00:14:08.8Z,1,REGULAR,steal,,[],1626162,,,1610612755,2,10,2024-04-07T00:14:10Z,260000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,
27,PT09M01.00S,2024-04-07T00:14:13.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626162,93.24901445466492,51.71568627450981,1610612755,2,12,2024-04-07T00:14:20Z,270000,False,9.0,11.0,1,right,K. Oubre Jr. running finger roll Layup (5 PTS),[1626162],1610612755.0,PHI,running finger roll,,,Oubre Jr.,K. Oubre Jr.,,,,,,Restricted Area,0-8 Center,1.4,Made,,,,,5.0,,,,,,,,,,,,
28,PT08M42.00S,2024-04-07T00:14:32.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641713,6.652431011826544,48.77450980392157,1610612763,4,12,2024-04-07T00:14:38Z,280000,False,6.0,10.0,1,left,G. Jackson driving finger roll Layup (2 PTS),[1641713],1610612763.0,MEM,driving finger roll,,,Jackson,G. Jackson,,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,2.0,,,,,,,,,,,,
166,PT08M31.00S,2024-04-07T00:14:47.7Z,1,REGULAR,turnover,lost ball,[],203954,,,1610612755,4,12,2024-04-07T00:45:44Z,305000,False,,,0,,J. Embiid lost ball TURNOVER (1 TO),"[203954, 1641713]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1.0,Jackson,1641713.0,,,,,,
167,PT08M31.00S,2024-04-07T00:14:47.7Z,1,REGULAR,steal,,[],1641713,,,1610612763,4,12,2024-04-07T00:45:44Z,307500,False,,,0,,G. Jackson STEAL (1 STL),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
31,PT08M25.00S,2024-04-07T00:14:52.5Z,1,REGULAR,foul,personal,['2freethrow'],200768,,,1610612763,4,12,2024-04-07T00:14:59Z,310000,False,,,0,,K. Lowry shooting personal FOUL (1 PF) (Pereira 2 FT),"[200768, 1641970]",1610612755.0,PHI,shooting,,,Lowry,K. Lowry,,,,,1627541.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Pereira,1641970.0,,
33,PT08M25.00S,2024-04-07T00:15:23.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1641970,,,1610612763,4,12,2024-04-07T00:45:44Z,330000,False,,,0,,MISS M. Pereira Free Throw 1 of 2,[1641970],1610612763.0,MEM,,,,Pereira,M. Pereira,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
34,PT08M25.00S,2024-04-07T00:15:23.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,4,12,2024-04-07T00:15:23Z,340000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,
35,PT08M25.00S,2024-04-07T00:15:44.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1641970,,,1610612763,5,12,2024-04-07T00:45:44Z,350000,False,,,0,,M. Pereira Free Throw 2 of 2 (1 PTS),[1641970],1610612763.0,MEM,,,,Pereira,M. Pereira,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
36,PT08M04.00S,2024-04-07T00:16:10.9Z,1,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,5,12,2024-04-07T01:18:45Z,360000,False,,,0,,J. Embiid bad pass out-of-bounds TURNOVER (2 TO),[203954],1610612755.0,PHI,bad pass,,,Embiid,J. Embiid,,,,,1627541.0,Left Corner 3,24+ Left,,,,,,,,,,,2.0,,,,,,,,
37,PT07M48.00S,2024-04-07T00:16:34.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641713,30.56833114323259,65.68627450980392,1610612763,5,12,2024-04-07T00:16:43Z,370000,False,-78.0,235.0,1,left,MISS G. Jackson 24' step back 3PT,[1641713],1610612763.0,MEM,step back,,,Jackson,G. Jackson,,,,,,Above the Break 3,24+ Left Center,24.75,Missed,,,,,,,,,,,,,,,,,
38,PT07M48.00S,2024-04-07T00:16:34.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,5,12,2024-04-07T00:16:43Z,380000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,Above the Break 3,24+ Left Center,,,37.0,,,,,,,,,,,,,,,,
39,PT07M48.00S,2024-04-07T00:16:40.2Z,1,REGULAR,foul,personal,[],200768,,,1610612763,5,12,2024-04-07T00:16:52Z,390000,False,,,0,,K. Lowry loose ball personal FOUL (2 PF),"[200768, 1630692]",1610612755.0,PHI,loose ball,,,Lowry,K. Lowry,,,,,2004.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,0.0,Goodwin,1630692.0,,
41,PT07M42.00S,2024-04-07T00:17:08.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630692,19.136005256241788,52.450980392156865,1610612763,7,12,2024-04-07T00:17:14Z,410000,False,-12.0,127.0,1,left,J. Goodwin 12' pullup Jump Shot (4 PTS),[1630692],1610612763.0,MEM,pullup,,,Goodwin,J. Goodwin,,,,,,In The Paint (Non-RA),8-16 Center,12.8,Made,,,,,4.0,,,,,,,,,,,,
42,PT07M28.00S,2024-04-07T00:17:22.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,92.85479632063075,47.794117647058826,1610612755,7,12,2024-04-07T00:17:29Z,420000,False,-11.0,15.0,1,right,MISS J. Embiid driving finger roll Layup,[203954],1610612755.0,PHI,driving finger roll,,,Embiid,J. Embiid,,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,
43,PT07M25.00S,2024-04-07T00:17:25.5Z,1,REGULAR,rebound,defensive,[],1641970,,,1610612763,7,12,2024-04-07T00:17:29Z,430000,False,,,0,,M. Pereira REBOUND (Off:0 Def:2),[1641970],1610612763.0,MEM,,,,Pereira,M. Pereira,,,,,,Restricted Area,0-8 Center,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,
44,PT07M23.00S,2024-04-07T00:17:28.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630590,32.53942181340342,51.470588235294116,1610612763,7,12,2024-04-07T00:39:39Z,440000,False,-7.0,253.0,1,left,MISS S. Pippen Jr. 25' step back 3PT,[1630590],1610612763.0,MEM,step back,,,Pippen Jr.,S. Pippen Jr.,,,,,,Above the Break 3,24+ Center,25.35,Missed,,,,,,,,,,,,,,,,,
45,PT07M20.00S,2024-04-07T00:17:31.1Z,1,REGULAR,rebound,offensive,[],1630692,,,1610612763,7,12,2024-04-07T00:39:39Z,450000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:0),[1630692],1610612763.0,MEM,,,,Goodwin,J. Goodwin,,,,,,Above the Break 3,24+ Center,,,44.0,1.0,0.0,1.0,,,,,,,,,,,,,
46,PT07M19.00S,2024-04-07T00:17:32.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630692,8.492115637319317,52.94117647058824,1610612763,7,12,2024-04-07T00:21:40Z,460000,False,-15.0,27.0,1,left,MISS J. Goodwin putback Layup - blocked,"[1630692, 1626162]",1610612763.0,MEM,putback,,,Goodwin,J. Goodwin,,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,Oubre Jr.,1626162.0
47,PT07M19.00S,2024-04-07T00:17:32.6Z,1,REGULAR,block,,[],1626162,,,1610612763,7,12,2024-04-07T00:17:34Z,470000,False,,,0,,K. Oubre Jr. BLOCK (1 BLK),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
48,PT07M19.00S,2024-04-07T00:17:32.6Z,1,REGULAR,rebound,offensive,[],1641998,,,1610612763,7,12,2024-04-07T00:17:40Z,480000,False,,,0,,T. Jemison REBOUND (Off:1 Def:0),[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,Restricted Area,0-8 Center,,,46.0,1.0,0.0,1.0,,,,,,,,,,,,,
49,PT07M15.00S,2024-04-07T00:17:36.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641998,17.871222076215506,51.026348039215684,1610612763,7,12,2024-04-07T00:20:48Z,490000,False,-5.0,115.0,1,left,MISS T. Jemison 11' floating Shot,[1641998],1610612763.0,MEM,floating,,,Jemison,T. Jemison,,,,,,In The Paint (Non-RA),8-16 Center,11.56,Missed,,,,,,,,,,,,,,,,,
50,PT07M15.00S,2024-04-07T00:17:36.7Z,1,REGULAR,rebound,offensive,[],1641713,,,1610612763,7,12,2024-04-07T00:17:53Z,500000,False,,,0,,G. Jackson REBOUND (Off:1 Def:0),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,Restricted Area,0-8 Center,,,49.0,1.0,0.0,1.0,,,,,,,,,,,,,
51,PT07M06.00S,2024-04-07T00:17:44.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641713,10.33180026281209,49.26470588235294,1610612763,9,12,2024-04-07T00:18:01Z,510000,False,4.0,45.0,1,left,G. Jackson fadeaway Jump Shot (4 PTS),[1641713],1610612763.0,MEM,fadeaway,,,Jackson,G. Jackson,,,,,,In The Paint (Non-RA),0-8 Center,4.48,Made,,,,,4.0,,,,,,,,,,,,
52,PT07M03.00S,2024-04-07T00:17:59.0Z,1,REGULAR,foul,personal,['2freethrow'],1630590,,,1610612755,9,12,2024-04-07T00:18:08Z,520000,False,,,0,,S. Pippen Jr. shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1630590, 1626162]",1610612763.0,MEM,shooting,,,Pippen Jr.,S. Pippen Jr.,,,,,2004.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Oubre Jr.,1626162.0,,
54,PT07M03.00S,2024-04-07T00:18:18.5Z,1,REGULAR,freethrow,1 of 2,[],1626162,,,1610612755,9,13,2024-04-07T00:18:18Z,540000,False,,,0,,K. Oubre Jr. Free Throw 1 of 2 (6 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
55,PT07M03.00S,2024-04-07T00:18:40.1Z,1,REGULAR,freethrow,2 of 2,[],1626162,,,1610612755,9,14,2024-04-07T00:18:40Z,550000,False,,,0,,K. Oubre Jr. Free Throw 2 of 2 (7 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
56,PT06M49.00S,2024-04-07T00:18:56.7Z,1,REGULAR,3pt,Jump Shot,[],1641970,17.16491458607096,5.392156862745098,1610612763,9,14,2024-04-07T00:19:01Z,560000,False,223.0,109.0,1,left,MISS M. Pereira 24' 3PT,[1641970],1610612763.0,MEM,,,,Pereira,M. Pereira,,,,,,Above the Break 3,24+ Right Center,24.82,Missed,,,,,,,,,,,,,,,,,
57,PT06M46.00S,2024-04-07T00:18:59.7Z,1,REGULAR,rebound,defensive,[],200768,,,1610612755,9,14,2024-04-07T00:19:01Z,570000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,Above the Break 3,24+ Right Center,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,
58,PT06M41.00S,2024-04-07T00:19:04.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,70.64717477003943,79.65686274509804,1610612755,9,14,2024-04-07T00:19:12Z,580000,False,148.0,223.0,1,right,MISS K. Oubre Jr. 26' running pullup 3PT,[1626162],1610612755.0,PHI,running pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,,Above the Break 3,24+ Right Center,26.81,Missed,,,,,,,,,,,,,,,,,
59,PT06M39.00S,2024-04-07T00:19:06.5Z,1,REGULAR,rebound,defensive,[],1641970,,,1610612763,9,14,2024-04-07T00:19:12Z,590000,False,,,0,,M. Pereira REBOUND (Off:0 Def:3),[1641970],1610612763.0,MEM,,,,Pereira,M. Pereira,,,,,,Above the Break 3,24+ Right Center,,,58.0,3.0,3.0,0.0,,,,,,,,,,,,,
61,PT06M35.00S,2024-04-07T00:19:15.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,9,14,2024-04-07T00:19:15Z,610000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M35.00S,2024-04-07T00:21:39.1Z,1,REGULAR,substitution,out,[],201587,,,1610612763,9,14,2024-04-07T00:21:57Z,620000,False,,,0,,SUB out: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M35.00S,2024-04-07T00:21:39.1Z,1,REGULAR,substitution,out,[],200768,,,1610612763,9,14,2024-04-07T00:21:57Z,630000,False,,,0,,SUB out: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M35.00S,2024-04-07T00:21:39.1Z,1,REGULAR,substitution,in,[],1630231,,,1610612763,9,14,2024-04-07T00:21:57Z,640000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M35.00S,2024-04-07T00:21:39.1Z,1,REGULAR,substitution,in,[],1627741,,,1610612763,9,14,2024-04-07T00:21:57Z,650000,False,,,0,,SUB in: B. Hield,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M23.00S,2024-04-07T00:22:30.2Z,1,REGULAR,turnover,lost ball,[],1641713,,,1610612763,9,14,2024-04-07T00:41:12Z,660000,False,,,0,,G. Jackson lost ball TURNOVER (1 TO),"[1641713, 1626162]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1.0,Oubre Jr.,1626162.0,,,,,,
67,PT06M23.00S,2024-04-07T00:22:30.2Z,1,REGULAR,steal,,[],1626162,,,1610612755,9,14,2024-04-07T00:41:12Z,670000,False,,,0,,K. Oubre Jr. STEAL (2 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,
68,PT06M12.00S,2024-04-07T00:22:41.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,79.31997371879106,90.93137254901961,1610612755,9,14,2024-04-07T00:22:48Z,680000,False,205.0,142.0,1,right,MISS T. Maxey 24' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Above the Break 3,24+ Right Center,24.91,Missed,,,,,,,,,,,,,,,,,
69,PT06M10.00S,2024-04-07T00:22:43.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,9,14,2024-04-07T00:22:48Z,690000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,Above the Break 3,24+ Right Center,,,68.0,,,,,,,,,,,,,,,,
70,PT06M10.00S,2024-04-07T00:22:48.5Z,1,REGULAR,foul,personal,[],1641998,,,1610612755,9,14,2024-04-07T00:22:58Z,700000,False,,,0,,T. Jemison loose ball personal FOUL (1 PF),"[1641998, 1630178]",1610612763.0,MEM,loose ball,,,Jemison,T. Jemison,,,,,1630886.0,Mid-Range,8-16 Right,,,,,,,,,,,,,,1.0,0.0,Maxey,1630178.0,,
72,PT06M05.00S,2024-04-07T00:23:15.6Z,1,REGULAR,foul,offensive,[],203954,,,1610612755,9,14,2024-04-07T00:23:31Z,720000,False,,,0,,J. Embiid offensive FOUL (1 PF),"[203954, 1641998]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,1627541.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,0.0,Jemison,1641998.0,,
74,PT06M05.00S,2024-04-07T00:23:15.6Z,1,REGULAR,turnover,offensive foul,[],203954,,,1610612755,9,14,2024-04-07T00:23:15Z,740000,False,,,0,,J. Embiid offensive foul TURNOVER (3 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,1627541.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,3.0,,,,,,,,
75,PT05M54.00S,2024-04-07T00:23:42.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630590,15.588042049934298,42.64705882352941,1610612763,9,14,2024-04-07T00:23:50Z,750000,False,37.0,94.0,1,left,MISS S. Pippen Jr. 10' driving floating Shot,[1630590],1610612763.0,MEM,driving floating,,,Pippen Jr.,S. Pippen Jr.,,,,,,In The Paint (Non-RA),8-16 Center,10.09,Missed,,,,,,,,,,,,,,,,,
76,PT05M50.00S,2024-04-07T00:23:46.9Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,9,14,2024-04-07T00:23:50Z,760000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,In The Paint (Non-RA),8-16 Center,,,75.0,2.0,2.0,0.0,,,,,,,,,,,,,
77,PT05M45.00S,2024-04-07T00:23:51.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,71.82982917214193,18.137254901960784,1610612755,9,14,2024-04-07T00:54:28Z,770000,False,-159.0,212.0,1,right,MISS B. Hield 26' running 3PT,[1627741],1610612755.0,PHI,running,,,Hield,B. Hield,,,,,,Above the Break 3,24+ Left Center,26.54,Missed,,,,,,,,,,,,,,,,,
78,PT05M42.00S,2024-04-07T00:23:54.2Z,1,REGULAR,rebound,defensive,[],1641970,,,1610612763,9,14,2024-04-07T00:23:58Z,780000,False,,,0,,M. Pereira REBOUND (Off:0 Def:4),[1641970],1610612763.0,MEM,,,,Pereira,M. Pereira,,,,,,Above the Break 3,24+ Left Center,,,77.0,4.0,4.0,0.0,,,,,,,,,,,,,
79,PT05M30.00S,2024-04-07T00:24:07.0Z,1,REGULAR,3pt,Jump Shot,[],1630692,9.937582128777924,3.9215686274509802,1610612763,12,14,2024-04-07T00:24:13Z,790000,False,230.0,41.0,1,left,J. Goodwin 3PT step back (7 PTS),[1630692],1610612763.0,MEM,step back,,,Goodwin,J. Goodwin,,,,,,Right Corner 3,24+ Right,23.4,Made,,,,,7.0,,,,,,,,,,,,
80,PT05M11.00S,2024-04-07T00:24:25.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,89.04402102496715,35.294117647058826,1610612755,12,14,2024-04-07T00:24:32Z,800000,False,-74.0,50.0,1,right,MISS J. Embiid 8' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,,In The Paint (Non-RA),8-16 Left,8.92,Missed,,,,,,,,,,,,,,,,,
