actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-01-27T01:10:38.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-27T01:10:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-01-27T01:10:41.5Z,1,REGULAR,jumpball,recovered,[],1628365,,,1610612753,0,0,2024-01-27T01:10:41Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. J. Jackson Jr.: Tip to M. Fultz,"[1628365, 1628976, 1628991]",1610612753.0,ORL,startperiod,M. Fultz,1628365.0,Fultz,M. Fultz,Carter Jr.,1628976.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-01-27T01:10:57.2Z,1,REGULAR,foul,personal,[],1631246,,,1610612753,0,0,2024-01-27T01:11:04Z,70000,False,,,0,,V. Williams Jr. personal FOUL (1 PF),"[1631246, 1631094]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,202035.0,1.0,0.0,Banchero,1631094.0,,,,,,,,,,,,,,,
9,PT11M38.00S,2024-01-27T01:11:21.9Z,1,REGULAR,3pt,Jump Shot,[],1630591,66.44218134034165,49.26470588235294,1610612753,0,0,2024-01-27T01:11:25Z,90000,False,-4.0,263.0,1,right,MISS J. Suggs 26' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,,,26.29,Missed,,,,,,,,,,,,,
10,PT11M35.00S,2024-01-27T01:11:24.9Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,0,0,2024-01-27T01:11:25Z,100000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,
11,PT11M20.00S,2024-01-27T01:11:39.6Z,1,REGULAR,3pt,Jump Shot,[],1631246,28.86005256241787,16.666666666666664,1610612763,3,0,2024-01-27T01:11:42Z,110000,False,167.0,219.0,1,left,V. Williams Jr. 27' 3PT  (3 PTS) (L. Kennard 1 AST),"[1631246, 1628379]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,27.51,Made,,,,,3.0,L. Kennard,1628379.0,1.0,,,,,
13,PT11M10.00S,2024-01-27T01:11:49.9Z,1,REGULAR,3pt,Jump Shot,[],1630591,70.25295663600527,20.588235294117645,1610612753,3,0,2024-01-27T01:11:55Z,130000,False,-147.0,227.0,1,right,MISS J. Suggs 27' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,,,27.06,Missed,,,,,,,,,,,,,
14,PT11M06.00S,2024-01-27T01:11:53.9Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,3,0,2024-01-27T01:11:55Z,140000,False,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,,,,,,13.0,2.0,2.0,0.0,,,,,,,,,
15,PT10M57.00S,2024-01-27T01:12:02.7Z,1,REGULAR,turnover,lost ball,[],1628991,,,1610612763,3,0,2024-01-27T01:12:06Z,150000,False,,,0,,J. Jackson Jr. lost ball TURNOVER (1 TO),"[1628991, 1630532]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Wagner,1630532.0,,
16,PT10M57.00S,2024-01-27T01:12:02.7Z,1,REGULAR,steal,,[],1630532,,,1610612753,3,0,2024-01-27T01:12:04Z,160000,False,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
