actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M35.00S,2024-03-17T00:12:10.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612760,3,0,2024-03-17T00:12:15Z,160000,False,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,202037.0,,,,,,
17,PT10M17.00S,2024-03-17T00:12:36.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628991,8.492115637319317,3.6764705882352944,1610612763,6,0,2024-03-17T00:12:38Z,170000,False,232.0,27.0,1,left,J. Jackson Jr. 3PT  (3 PTS) (D. Bane 1 AST),"[1628991, 1630217]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,23.32,Made,3.0,D. Bane,1630217.0,1.0,,,,,,,,,,,,,,
19,PT10M06.00S,2024-03-17T00:12:46.9Z,1,REGULAR,3pt,Jump Shot,[],1631096,67.09921156373193,68.87254901960785,1610612760,6,3,2024-03-17T00:12:49Z,190000,False,94.0,257.0,1,right,C. Holmgren 27' 3PT  (3 PTS) (J. Williams 1 AST),"[1631096, 1631114]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,27.36,Made,3.0,J. Williams,1631114.0,1.0,,,,,,,,,,,,,,
21,PT09M59.00S,2024-03-17T00:12:54.8Z,1,REGULAR,3pt,Jump Shot,[],1630583,4.02431011826544,95.09803921568627,1610612763,9,3,2024-03-17T00:12:57Z,210000,False,-225.0,-15.0,1,left,S. Aldama 3PT  (3 PTS) (D. Bane 2 AST),"[1630583, 1630217]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,22.6,Made,3.0,D. Bane,1630217.0,2.0,,,,,,,,,,,,,,
23,PT09M45.00S,2024-03-17T00:13:07.7Z,1,REGULAR,3pt,Jump Shot,[],1630581,90.48948751642575,94.85294117647058,1610612760,9,6,2024-03-17T00:13:11Z,230000,False,224.0,37.0,1,right,J. Giddey 3PT  (3 PTS) (C. Holmgren 1 AST),"[1630581, 1631096]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Right Corner 3,24+ Right,22.73,Made,3.0,C. Holmgren,1631096.0,1.0,,,,,,,,,,,,,,
25,PT09M29.00S,2024-03-17T00:13:24.5Z,1,REGULAR,3pt,Jump Shot,[],1641713,28.86005256241787,21.813725490196077,1610612763,9,6,2024-03-17T00:13:29Z,250000,False,141.0,219.0,1,left,MISS G. Jackson 26' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,26.02,Missed,,,,,,,,,,,,,,,,,,
26,PT09M25.00S,2024-03-17T00:13:28.5Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,9,6,2024-03-17T00:13:29Z,260000,False,,,0,,S. Aldama REBOUND (Off:1 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,,,,,25.0,2.0,1.0,1.0,,,,,,,,,,
27,PT09M25.00S,2024-03-17T00:13:28.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630583,6.389618922470433,49.754901960784316,1610612763,9,6,2024-03-17T00:13:32Z,270000,False,1.0,8.0,1,left,MISS S. Aldama Layup - blocked,"[1630583, 1628983]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,,,Gilgeous-Alexander,1628983.0,,,,
28,PT09M25.00S,2024-03-17T00:13:28.8Z,1,REGULAR,block,,[],1628983,,,1610612763,9,6,2024-03-17T00:13:31Z,280000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M22.00S,2024-03-17T00:13:31.8Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,9,6,2024-03-17T00:13:32Z,290000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,
30,PT09M15.00S,2024-03-17T00:13:38.7Z,1,REGULAR,2pt,Jump Shot,[],1631096,73.01248357424441,30.88235294117647,1610612760,9,8,2024-03-17T00:13:46Z,300000,False,-96.0,201.0,1,right,C. Holmgren 22' Jump Shot (5 PTS) (J. Williams 2 AST),"[1631096, 1631114]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Left Center,22.28,Made,5.0,J. Williams,1631114.0,2.0,,,,,,,,,,,,,,
32,PT09M01.00S,2024-03-17T00:13:51.6Z,1,REGULAR,3pt,Jump Shot,[],1628379,11.908672798948752,94.36274509803921,1610612763,9,8,2024-03-17T00:13:55Z,320000,False,-222.0,59.0,1,left,MISS L. Kennard 3PT,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Left Corner 3,24+ Left,22.96,Missed,,,,,,,,,,,,,,,,,,
33,PT08M59.00S,2024-03-17T00:13:53.6Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,9,8,2024-03-17T00:13:55Z,330000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,
35,PT08M43.00S,2024-03-17T00:14:27.8Z,1,REGULAR,3pt,Jump Shot,[],1629652,72.22404730617609,77.69607843137256,1610612760,9,8,2024-03-17T00:14:33Z,350000,False,138.0,209.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.04,Missed,,,,,,,,,,,,,,,,,,
36,PT08M41.00S,2024-03-17T00:14:29.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,9,8,2024-03-17T00:14:33Z,360000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,35.0,,,,,,,,,,,,,
38,PT08M28.00S,2024-03-17T00:14:53.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.1268068331143235,53.67647058823529,1610612763,9,8,2024-03-17T00:14:56Z,380000,False,-18.0,5.0,1,left,MISS D. Bane driving finger roll Layup - blocked,"[1630217, 1631096]",1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,,,,,,,,,Holmgren,1631096.0,,,,
39,PT08M28.00S,2024-03-17T00:14:53.3Z,1,REGULAR,block,,[],1631096,,,1610612763,9,8,2024-03-17T00:14:55Z,390000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT08M26.00S,2024-03-17T00:14:55.3Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,9,8,2024-03-17T00:14:56Z,400000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,
41,PT08M21.00S,2024-03-17T00:15:00.5Z,1,REGULAR,turnover,bad pass,[],1631096,,,1610612760,9,8,2024-03-17T00:15:03Z,410000,False,,,0,,C. Holmgren bad pass TURNOVER (1 TO),"[1631096, 1628991]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,Jackson Jr.,1628991.0,,,,,,,
42,PT08M21.00S,2024-03-17T00:15:00.5Z,1,REGULAR,steal,,[],1628991,,,1610612763,9,8,2024-03-17T00:15:01Z,420000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
43,PT08M15.00S,2024-03-17T00:15:05.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641713,6.258212877792378,51.71568627450981,1610612763,9,8,2024-03-17T00:15:11Z,430000,False,-9.0,6.0,1,left,MISS G. Jackson running Layup - blocked,"[1641713, 1631114]",1610612763.0,MEM,running,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,1.07,Missed,,,,,,,,,,,,,Williams,1631114.0,,,,
44,PT08M15.00S,2024-03-17T00:15:05.7Z,1,REGULAR,block,,[],1631114,,,1610612763,9,8,2024-03-17T00:19:14Z,440000,False,,,0,,J. Williams BLOCK (1 BLK),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
45,PT08M12.00S,2024-03-17T00:15:08.7Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,9,8,2024-03-17T00:15:11Z,450000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,
46,PT08M08.00S,2024-03-17T00:15:13.4Z,1,REGULAR,3pt,Jump Shot,[],1630581,69.59592641261499,72.05882352941177,1610612760,9,8,2024-03-17T00:15:18Z,460000,False,110.0,233.0,1,right,MISS J. Giddey 25' pullup 3PT,[1630581],1610612760.0,OKC,pullup,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,25.81,Missed,,,,,,,,,,,,,,,,,,
47,PT08M05.00S,2024-03-17T00:15:16.4Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,9,8,2024-03-17T00:15:18Z,470000,False,,,0,,S. Aldama REBOUND (Off:1 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,,,,,46.0,3.0,2.0,1.0,,,,,,,,,,
48,PT07M55.00S,2024-03-17T00:15:26.5Z,1,REGULAR,2pt,Jump Shot,[],1630217,21.50131406044678,68.62745098039215,1610612763,9,8,2024-03-17T00:15:29Z,480000,False,-93.0,150.0,1,left,MISS D. Bane 17' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Mid-Range,16-24 Left Center,17.62,Missed,,,,,,,,,,,,,,,,,,
49,PT07M52.00S,2024-03-17T00:15:29.5Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,9,8,2024-03-17T00:15:29Z,490000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,
50,PT07M45.00S,2024-03-17T00:15:36.3Z,1,REGULAR,3pt,Jump Shot,[],1630581,73.66951379763469,16.666666666666664,1610612760,9,8,2024-03-17T00:15:38Z,500000,False,-167.0,195.0,1,right,MISS J. Giddey 25' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,25.65,Missed,,,,,,,,,,,,,,,,,,
51,PT07M44.00S,2024-03-17T00:15:37.5Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,9,8,2024-03-17T00:15:37Z,510000,False,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,50.0,2.0,1.0,1.0,,,,,,,,,,
52,PT07M40.00S,2024-03-17T00:15:41.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630581,91.14651773981603,95.09803921568627,1610612760,9,8,2024-03-17T00:15:45Z,520000,False,225.0,31.0,1,right,MISS J. Giddey 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Right Corner 3,24+ Right,22.76,Missed,,,,,,,,,,,,,,,,,,
53,PT07M38.00S,2024-03-17T00:15:43.6Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612763,9,8,2024-03-17T00:15:45Z,530000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Right Corner 3,24+ Right,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,,,
54,PT07M31.00S,2024-03-17T00:15:50.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628991,6.652431011826544,50.0,1610612763,11,8,2024-03-17T00:15:54Z,540000,False,0.0,10.0,1,left,J. Jackson Jr. DUNK (5 PTS) (L. Kennard 2 AST),"[1628991, 1628379]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,1.0,Made,5.0,L. Kennard,1628379.0,2.0,,,,,,,,,,,,,,
56,PT07M12.00S,2024-03-17T00:16:11.4Z,1,REGULAR,foul,personal,[],1628379,,,1610612760,11,8,2024-03-17T00:16:15Z,560000,False,,,0,,L. Kennard personal FOUL (1 PF),"[1628379, 1631096]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,202037.0,,,1.0,0.0,Holmgren,1631096.0
58,PT07M06.00S,2024-03-17T00:16:34.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,82.7365308804205,40.44117647058824,1610612760,11,10,2024-03-17T00:16:38Z,580000,False,-48.0,110.0,1,right,J. Williams 11' driving floating Jump Shot (2 PTS),[1631114],1610612760.0,OKC,driving floating,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,11.98,Made,2.0,,,,,,,,,,,,,,,,,
59,PT06M51.00S,2024-03-17T00:16:49.5Z,1,REGULAR,3pt,Jump Shot,[],1641713,3.892904073587385,94.6078431372549,1610612763,11,10,2024-03-17T00:16:53Z,590000,False,-223.0,-16.0,1,left,MISS G. Jackson 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Left Corner 3,24+ Left,22.36,Missed,,,,,,,,,,,,,,,,,,
60,PT06M48.00S,2024-03-17T00:16:52.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,11,10,2024-03-17T00:16:53Z,600000,False,,,0,,J. Giddey REBOUND (Off:1 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,,,,,,,59.0,3.0,2.0,1.0,,,,,,,,,,
61,PT06M43.00S,2024-03-17T00:16:56.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630581,86.81011826544021,46.32352941176471,1610612760,11,12,2024-03-17T00:17:03Z,610000,False,-18.0,71.0,1,right,J. Giddey 7' driving floating Jump Shot (5 PTS),[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,7.38,Made,5.0,,,,,,,,,,,,,,,,,
62,PT06M43.00S,2024-03-17T00:17:01.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,11,12,2024-03-17T00:17:01Z,620000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M43.00S,2024-03-17T00:19:12.8Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,11,12,2024-03-17T00:19:52Z,630000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M43.00S,2024-03-17T00:19:12.8Z,1,REGULAR,substitution,in,[],1629723,,,1610612763,11,12,2024-03-17T00:19:52Z,640000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M23.00S,2024-03-17T00:20:23.9Z,1,REGULAR,3pt,Jump Shot,[],1630583,13.222733245729303,4.901960784313726,1610612763,11,12,2024-03-17T00:20:29Z,650000,False,225.0,72.0,1,left,MISS S. Aldama pullup 3PT,[1630583],1610612763.0,MEM,pullup,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,23.67,Missed,,,,,,,,,,,,,,,,,,
66,PT06M19.00S,2024-03-17T00:20:27.9Z,1,REGULAR,rebound,offensive,[],1641713,,,1610612763,11,12,2024-03-17T00:20:29Z,660000,False,,,0,,G. Jackson REBOUND (Off:1 Def:0),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Right Corner 3,24+ Right,,,,,,,65.0,1.0,0.0,1.0,,,,,,,,,,
67,PT06M17.00S,2024-03-17T00:20:30.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630583,13.222733245729303,50.0,1610612763,13,12,2024-03-17T00:20:33Z,670000,False,0.0,72.0,1,left,S. Aldama 7' driving floating Jump Shot (5 PTS) (G. Jackson 1 AST),"[1630583, 1641713]",1610612763.0,MEM,driving floating,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,7.18,Made,5.0,G. Jackson,1641713.0,1.0,,,,,,,,,,,,,,
69,PT05M58.00S,2024-03-17T00:20:49.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,93.77463863337714,49.01960784313725,1610612760,13,14,2024-03-17T00:20:52Z,690000,False,-5.0,6.0,1,right,C. Holmgren DUNK (7 PTS) (J. Williams 3 AST),"[1631096, 1631114]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,0.77,Made,7.0,J. Williams,1631114.0,3.0,,,,,,,,,,,,,,
71,PT05M40.00S,2024-03-17T00:21:08.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,6.1268068331143235,51.9607843137255,1610612763,15,14,2024-03-17T00:21:12Z,710000,False,-10.0,5.0,1,left,S. Aldama cutting Layup (7 PTS) (J. Konchar 1 AST),"[1630583, 1629723]",1610612763.0,MEM,cutting,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,1.1,Made,7.0,J. Konchar,1629723.0,1.0,,,,,,,,,,,,,,
73,PT05M40.00S,2024-03-17T00:21:12.2Z,1,REGULAR,foul,personal,['1freethrow'],1628983,,,1610612763,15,14,2024-03-17T00:21:42Z,730000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Aldama 1 FT),"[1628983, 1630583]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2534.0,,,1.0,0.0,Aldama,1630583.0
75,PT05M40.00S,2024-03-17T00:21:20.4Z,1,REGULAR,substitution,out,[],1628379,,,1610612763,15,14,2024-03-17T00:21:44Z,750000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M40.00S,2024-03-17T00:21:20.4Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,15,14,2024-03-17T00:21:44Z,760000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M40.00S,2024-03-17T00:21:20.4Z,1,REGULAR,substitution,out,[],1630581,,,1610612763,15,14,2024-03-17T00:21:44Z,770000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M40.00S,2024-03-17T00:21:20.4Z,1,REGULAR,substitution,out,[],1629652,,,1610612763,15,14,2024-03-17T00:21:44Z,780000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M40.00S,2024-03-17T00:21:20.4Z,1,REGULAR,substitution,in,[],1629117,,,1610612763,15,14,2024-03-17T00:21:44Z,790000,False,,,0,,SUB in: W. Gabriel,[1629117],1610612763.0,MEM,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M40.00S,2024-03-17T00:21:20.4Z,1,REGULAR,substitution,in,[],1631222,,,1610612763,15,14,2024-03-17T00:21:44Z,800000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M40.00S,2024-03-17T00:21:20.4Z,1,REGULAR,substitution,in,[],202330,,,1610612763,15,14,2024-03-17T00:21:44Z,810000,False,,,0,,SUB in: G. Hayward,[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M40.00S,2024-03-17T00:21:20.4Z,1,REGULAR,substitution,in,[],1630198,,,1610612763,15,14,2024-03-17T00:21:44Z,820000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M40.00S,2024-03-17T00:21:43.4Z,1,REGULAR,freethrow,1 of 1,[],1630583,,,1610612763,15,14,2024-03-17T00:21:43Z,830000,False,,,0,,MISS S. Aldama Free Throw 1 of 1,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
84,PT05M36.00S,2024-03-17T00:21:44.9Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,15,14,2024-03-17T00:21:44Z,840000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,83.0,2.0,2.0,0.0,,,,,,,,,,
