actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-03T01:10:22.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-03T01:10:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-03-03T01:10:24.5Z,1,REGULAR,jumpball,recovered,[],1631246,,,1610612763,0,0,2024-03-03T01:10:24Z,40000,False,,,0,,Jump Ball S. Aldama vs. D. Reath: Tip to V. Williams Jr.,"[1631246, 1630583, 1641871]",1610612763.0,MEM,startperiod,V. Williams Jr.,1631246.0,Williams Jr.,V. Williams Jr.,Aldama,1630583.0,Reath,1641871.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2024-03-03T01:10:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,6.652431011826544,52.69607843137255,1610612763,0,0,2024-03-03T01:10:48Z,70000,False,-13.0,10.0,1,left,MISS S. Aldama driving finger roll Layup,[1630583],1610612763.0,MEM,driving finger roll,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,1.68,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2024-03-03T01:10:45.8Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,0,0,2024-03-03T01:10:45Z,80000,False,,,0,,S. Aldama REBOUND (Off:1 Def:0),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M36.00S,2024-03-03T01:10:45.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630583,5.590000152587891,50.0,1610612763,0,0,2024-03-03T01:10:45Z,90000,False,0.0,0.0,1,left,MISS S. Aldama tip Layup,[1630583],1610612763.0,MEM,tip,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
10,PT11M34.00S,2024-03-03T01:10:47.1Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,0,0,2024-03-03T01:10:47Z,100000,False,,,0,,S. Aldama REBOUND (Off:2 Def:0),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Left,,,9.0,2.0,0.0,2.0,,,,,,,,,,,,,,
11,PT11M34.00S,2024-03-03T01:10:47.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630583,5.590000152587891,50.0,1610612763,2,0,2024-03-03T01:10:47Z,110000,False,0.0,0.0,1,left,S. Aldama tip Layup (2 PTS),[1630583],1610612763.0,MEM,tip,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
12,PT11M21.00S,2024-03-03T01:11:00.9Z,1,REGULAR,3pt,Jump Shot,[],1641871,91.14651773981603,96.07843137254902,1610612757,2,3,2024-03-03T01:11:05Z,120000,False,230.0,31.0,1,right,D. Reath 3PT  (3 PTS) (A. Simons 1 AST),"[1641871, 1629014]",1610612757.0,POR,,,,Reath,D. Reath,,,,,Right Corner 3,24+ Right,23.24,Made,,,,,3.0,A. Simons,1629014.0,1.0,,,,,,,,,,
14,PT11M05.00S,2024-03-03T01:11:16.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,16.63929040735874,39.950980392156865,1610612763,2,3,2024-03-03T01:11:21Z,140000,False,50.0,104.0,1,left,MISS L. Stevens 11' Jump Shot,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,In The Paint (Non-RA),8-16 Center,11.54,Missed,,,,,,,,,,,,,,,,,,
15,PT11M02.00S,2024-03-03T01:11:19.9Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,2,3,2024-03-03T01:11:21Z,150000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M54.00S,2024-03-03T01:11:27.4Z,1,REGULAR,3pt,Jump Shot,[],203924,80.6340341655716,91.91176470588235,1610612757,2,3,2024-03-03T01:11:31Z,160000,False,210.0,130.0,1,right,MISS J. Grant 24' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,24.64,Missed,,,,,,,,,,,,,,,,,,
17,PT10M52.00S,2024-03-03T01:11:29.4Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,2,3,2024-03-03T01:11:31Z,170000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:1),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Right Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M45.00S,2024-03-03T01:11:39.5Z,1,REGULAR,turnover,out-of-bounds,[],1630692,,,1610612763,2,3,2024-03-03T01:11:43Z,180000,False,,,0,,J. Goodwin lost ball out-of-bounds TURNOVER (1 TO),[1630692],1610612763.0,MEM,lost ball,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,2530.0,1.0,,,,,,,,
19,PT10M30.00S,2024-03-03T01:12:10.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631200,89.56964520367937,4.411764705882353,1610612757,2,3,2024-03-03T01:12:14Z,190000,False,-228.0,46.0,1,right,MISS K. Murray 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,23.24,Missed,,,,,,,,,,,,,,,,,,
20,PT10M26.00S,2024-03-03T01:12:14.1Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612763,2,3,2024-03-03T01:12:14Z,200000,False,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,Left Corner 3,24+ Left,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M22.00S,2024-03-03T01:12:17.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631246,6.652431011826544,53.67647058823529,1610612763,2,3,2024-03-03T01:12:23Z,210000,False,-18.0,10.0,1,left,MISS V. Williams Jr. running Layup,[1631246],1610612763.0,MEM,running,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,,,,,,,
22,PT10M20.00S,2024-03-03T01:12:19.8Z,1,REGULAR,rebound,defensive,[],1631200,,,1610612757,2,3,2024-03-03T01:12:23Z,220000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M15.00S,2024-03-03T01:12:25.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629014,92.06636005256242,45.09803921568628,1610612757,2,3,2024-03-03T01:12:40Z,230000,False,-25.0,22.0,1,right,MISS A. Simons running finger roll Layup,[1629014],1610612757.0,POR,running finger roll,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,,,,,,,,,,
24,PT10M13.00S,2024-03-03T01:12:27.1Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,2,3,2024-03-03T01:12:40Z,240000,False,,,0,,S. Aldama REBOUND (Off:2 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,23.0,3.0,1.0,2.0,,,,,,,,,,,,,,
25,PT10M13.00S,2024-03-03T01:12:39.8Z,1,REGULAR,foul,personal,[],1631200,,,1610612763,2,3,2024-03-03T01:12:44Z,250000,False,,,0,,K. Murray personal FOUL (1 PF),"[1631200, 1630583]",1610612757.0,POR,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2530.0,,1.0,0.0,Aldama,1630583.0,,,,
27,PT09M59.00S,2024-03-03T01:13:00.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,19.136005256241788,58.08823529411765,1610612763,2,3,2024-03-03T01:13:05Z,270000,False,-40.0,127.0,1,left,MISS Z. Williams 13' pullup Shot,[1630533],1610612763.0,MEM,pullup,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Center,13.37,Missed,,,,,,,,,,,,,,,,,,
28,PT09M56.00S,2024-03-03T01:13:03.2Z,1,REGULAR,rebound,defensive,[],1641871,,,1610612757,2,3,2024-03-03T01:13:05Z,280000,False,,,0,,D. Reath REBOUND (Off:0 Def:1),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,In The Paint (Non-RA),8-16 Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M37.00S,2024-03-03T01:13:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,93.24901445466492,45.588235294117645,1610612757,2,3,2024-03-03T01:13:27Z,290000,False,-22.0,11.0,1,right,MISS T. Camara driving Layup,[1641739],1610612757.0,POR,driving,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,,,,,,,,,,
30,PT09M34.00S,2024-03-03T01:13:25.1Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612763,2,3,2024-03-03T01:13:27Z,300000,False,,,0,,L. Stevens REBOUND (Off:0 Def:2),[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,
