actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-02-03T00:40:30.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-03T00:40:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-02-03T00:40:32.8Z,1,REGULAR,jumpball,recovered,[],203084,,,1610612758,0,0,2024-02-03T00:40:32Z,40000,False,,,0,,Jump Ball D. Sabonis vs. I. Jackson: Tip to H. Barnes,"[203084, 1627734, 1630543]",1610612758.0,SAC,startperiod,H. Barnes,203084.0,Barnes,H. Barnes,Sabonis,1627734.0,Jackson,1630543.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-02-03T00:40:46.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.863994743758213,55.63725490196079,1610612758,0,2,2024-02-03T04:16:09Z,70000,False,-28.0,3.0,1,left,D. Sabonis Layup (2 PTS) (K. Huerter 1 AST),"[1627734, 1628989]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.83,Made,2.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,
9,PT11M30.00S,2024-02-03T00:40:58.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,91.80354796320631,47.30392156862745,1610612754,2,2,2024-02-03T00:41:02Z,90000,False,-13.0,25.0,1,right,T. McConnell driving reverse Layup (2 PTS),[204456],1610612754.0,IND,driving reverse,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,2.8,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M25.00S,2024-02-03T00:41:04.1Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612758,2,2,2024-02-03T00:41:08Z,100000,False,,,0,,D. Sabonis bad pass TURNOVER (1 TO),"[1627734, 204456]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Right,,,,,,,1.0,McConnell,204456.0,,,,,,,,,,,
11,PT11M25.00S,2024-02-03T00:41:04.1Z,1,REGULAR,steal,,[],204456,,,1610612754,2,2,2024-02-03T00:41:05Z,110000,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
12,PT11M22.00S,2024-02-03T00:41:07.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630543,89.04402102496715,46.568627450980394,1610612754,2,2,2024-02-03T00:41:12Z,120000,False,-17.0,50.0,1,right,MISS I. Jackson Layup,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,5.33,Missed,,,,,,,,,,,,,,,,,,
14,PT11M22.00S,2024-02-03T00:41:07.1Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,2,2,2024-02-03T00:45:32Z,140000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,
15,PT11M17.00S,2024-02-03T00:41:12.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203084,5.732588699080158,54.90196078431373,1610612758,2,4,2024-02-03T00:41:19Z,150000,False,-25.0,1.0,1,left,H. Barnes running reverse Layup (2 PTS) (K. Huerter 2 AST),"[203084, 1628989]",1610612758.0,SAC,running reverse,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,2.45,Made,2.0,K. Huerter,1628989.0,2.0,,,,,,,,,,,,,,
18,PT11M03.00S,2024-02-03T00:41:26.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1631097,92.32917214191852,54.90196078431373,1610612754,4,4,2024-02-03T00:41:37Z,180000,False,25.0,20.0,1,right,B. Mathurin driving finger roll Layup (2 PTS),[1631097],1610612754.0,IND,driving finger roll,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,3.14,Made,2.0,,,,,,,,,,,,,,,,,
19,PT11M03.00S,2024-02-03T00:41:31.6Z,1,REGULAR,violation,defensive goaltending,[],1627734,,,1610612754,4,4,2024-02-03T00:41:46Z,190000,False,,,0,,D. Sabonis defensive goaltending VIOLATION,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,1626302.0,,,,,,
20,PT10M54.00S,2024-02-03T00:41:49.1Z,1,REGULAR,foul,offensive,[],1628989,,,1610612758,4,4,2024-02-03T00:41:55Z,200000,False,,,0,,K. Huerter offensive FOUL (1 PF),"[1628989, 1631097]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,203054.0,1.0,0.0,Mathurin,1631097.0,,
22,PT10M54.00S,2024-02-03T00:41:49.1Z,1,REGULAR,turnover,offensive foul,[],1628989,,,1610612758,4,4,2024-02-03T00:41:49Z,220000,False,,,0,,K. Huerter offensive foul TURNOVER (1 TO),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,,,,,,,203054.0,,,,,,
23,PT10M38.00S,2024-02-03T00:42:25.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631097,91.93495400788436,26.47058823529412,1610612754,6,4,2024-02-03T00:42:29Z,230000,False,-118.0,23.0,1,right,B. Mathurin 11' turnaround fadeaway Jump Shot (4 PTS),[1631097],1610612754.0,IND,turnaround fadeaway,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Left,11.99,Made,4.0,,,,,,,,,,,,,,,,,
24,PT10M26.00S,2024-02-03T00:42:36.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,5.732588699080158,54.65686274509803,1610612758,6,6,2024-02-03T00:42:40Z,240000,False,-23.0,1.0,1,left,D. Sabonis driving DUNK (4 PTS) (K. Murray 1 AST),"[1627734, 1631099]",1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.33,Made,4.0,K. Murray,1631099.0,1.0,,,,,,,,,,,,,,
26,PT10M08.00S,2024-02-03T00:42:53.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,95.0886990801577,53.67647058823529,1610612754,8,6,2024-02-03T00:42:57Z,260000,False,18.0,-6.0,1,right,P. Siakam driving finger roll Layup (2 PTS),[1627783],1610612754.0,IND,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.94,Made,2.0,,,,,,,,,,,,,,,,,
27,PT10M07.00S,2024-02-03T00:42:58.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,8,6,2024-02-03T00:42:58Z,270000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M57.00S,2024-02-03T00:46:10.8Z,1,REGULAR,2pt,Layup,[],1628368,5.601182654402102,72.05882352941177,1610612758,8,6,2024-02-03T00:46:16Z,280000,False,-110.0,0.0,1,left,MISS D. Fox 11' driving Layup,[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,11.03,Missed,,,,,,,,,,,,,,,,,,
29,PT09M53.00S,2024-02-03T00:46:14.8Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,8,6,2024-02-03T00:46:16Z,290000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:0),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,,,,,,,,,,28.0,1.0,0.0,1.0,,,,,,,
30,PT09M53.00S,2024-02-03T00:46:14.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627734,5.590000152587891,50.0,1610612758,8,8,2024-02-03T00:46:18Z,300000,False,0.0,0.0,1,left,D. Sabonis tip Layup (6 PTS),[1627734],1610612758.0,SAC,tip,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,0.0,Made,6.0,,,,,,,,,,,,,,,,,
