actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal
258,PT06M50.00S,2024-01-26T00:49:34.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,49,39,2024-01-26T00:49:34Z,2540000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M50.00S,2024-01-26T00:51:58.0Z,2,REGULAR,substitution,out,[],204456,,,1610612754,49,39,2024-01-26T00:52:17Z,2550000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M50.00S,2024-01-26T00:51:58.0Z,2,REGULAR,substitution,in,[],1629614,,,1610612754,49,39,2024-01-26T00:52:17Z,2560000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M44.00S,2024-01-26T00:52:39.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630167,75.90341655716163,89.70588235294117,1610612754,49,39,2024-01-26T00:52:45Z,2570000,False,199.0,174.0,1,right,MISS O. Toppin 26' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,26.4,,,,,,,,,
262,PT06M40.00S,2024-01-26T00:52:43.3Z,2,REGULAR,rebound,defensive,[],201976,,,1610612755,49,39,2024-01-26T00:52:45Z,2580000,False,,,0,,P. Beverley REBOUND (Off:0 Def:2),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,261.0,2.0,2.0,0.0,,,
264,PT06M28.00S,2024-01-26T00:52:55.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.258212877792378,57.59803921568627,1610612755,49,41,2024-01-26T00:53:01Z,2600000,False,-38.0,6.0,1,left,J. Embiid driving Layup (15 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,15.0,3.85,,,,,,,,,
265,PT06M12.00S,2024-01-26T00:53:11.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,92.46057818659659,54.166666666666664,1610612754,51,41,2024-01-26T00:53:18Z,2610000,False,21.0,18.0,1,right,O. Toppin cutting Layup (11 PTS) (B. Mathurin 2 AST),"[1630167, 1631097]",1610612754.0,IND,cutting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,11.0,2.78,,,,,,,B. Mathurin,1631097.0,2.0
267,PT05M51.00S,2024-01-26T00:53:34.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626167,,,1610612755,51,41,2024-01-26T00:53:40Z,2630000,False,,,0,,M. Turner personal FOUL (1 PF) (Embiid 2 FT),"[1626167, 203954]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,1627524.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,,,
269,PT05M51.00S,2024-01-26T00:54:17.4Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,51,42,2024-01-26T00:54:46Z,2650000,False,,,0,,J. Embiid Free Throw 1 of 2 (16 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,Made,16.0,,,,,,,,,,
270,PT05M51.00S,2024-01-26T00:54:18.0Z,2,REGULAR,substitution,out,[],1630167,,,1610612755,51,42,2024-01-26T00:54:22Z,2660000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M51.00S,2024-01-26T00:54:18.0Z,2,REGULAR,substitution,in,[],1627783,,,1610612755,51,42,2024-01-26T00:54:22Z,2670000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M51.00S,2024-01-26T00:54:17.4Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,51,42,2024-01-26T00:54:46Z,2680000,False,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
273,PT05M50.00S,2024-01-26T00:54:18.4Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612754,51,42,2024-01-26T00:54:46Z,2690000,False,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,272.0,2.0,2.0,0.0,,,
274,PT05M34.00S,2024-01-26T00:54:59.1Z,2,REGULAR,turnover,traveling,[],1629614,,,1610612754,51,42,2024-01-26T00:55:06Z,2700000,False,,,0,,A. Nembhard traveling TURNOVER (2 TO),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,2.0,,,200834.0,,,,,,,,,,,,,,,,
275,PT05M20.00S,2024-01-26T00:55:23.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630231,5.732588699080158,50.245098039215684,1610612755,51,44,2024-01-26T00:55:27Z,2710000,False,-1.0,1.0,1,left,K. Martin DUNK (2 PTS) (T. Maxey 2 AST),"[1630231, 1630178]",1610612755.0,PHI,,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,0.18,,,,,,,T. Maxey,1630178.0,2.0
277,PT05M05.00S,2024-01-26T00:55:38.8Z,2,REGULAR,3pt,Jump Shot,[],1627783,69.72733245729303,15.196078431372548,1610612754,54,44,2024-01-26T00:55:43Z,2730000,False,-174.0,232.0,1,right,P. Siakam 29' 3PT  (11 PTS) (B. Mathurin 3 AST),"[1627783, 1631097]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,11.0,29.01,,,,,,,B. Mathurin,1631097.0,3.0
279,PT04M52.00S,2024-01-26T00:55:54.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,8.492115637319317,51.71568627450981,1610612755,54,44,2024-01-26T00:56:11Z,2750000,False,-9.0,27.0,1,left,MISS J. Embiid Layup - blocked,"[203954, 1629614]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,2.86,Nembhard,1629614.0,,,,,,,
280,PT04M52.00S,2024-01-26T00:55:54.2Z,2,REGULAR,block,,[],1629614,,,1610612755,54,44,2024-01-26T00:55:56Z,2760000,False,,,0,,A. Nembhard BLOCK (1 BLK),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
281,PT04M52.00S,2024-01-26T00:55:54.2Z,2,REGULAR,rebound,defensive,[],1629614,,,1610612754,54,44,2024-01-26T01:29:11Z,2770000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,279.0,1.0,1.0,0.0,,,
362,PT04M51.00S,2024-01-26T00:55:56.1Z,2,REGULAR,turnover,bad pass,[],1629614,,,1610612754,54,44,2024-01-26T01:29:03Z,2775000,False,,,0,,A. Nembhard bad pass TURNOVER (3 TO),"[1629614, 1630231]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,3.0,Martin,1630231.0,,,,,,,,,,,,,,,,,
363,PT04M51.00S,2024-01-26T00:55:56.1Z,2,REGULAR,steal,,[],1630231,,,1610612755,54,44,2024-01-26T01:29:03Z,2777500,False,,,0,,K. Martin STEAL (1 STL),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
282,PT04M45.00S,2024-01-26T00:55:58.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,32.276609724047304,37.254901960784316,1610612755,54,44,2024-01-26T01:29:03Z,2780000,False,64.0,251.0,1,left,MISS T. Maxey 25' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,25.89,,,,,,,,,
283,PT04M45.00S,2024-01-26T00:55:58.1Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612754,54,44,2024-01-26T00:56:02Z,2790000,False,,,0,,P. Siakam REBOUND (Off:1 Def:6),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,282.0,7.0,6.0,1.0,,,
284,PT04M45.00S,2024-01-26T00:56:12.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630178,,,1610612754,54,44,2024-01-26T00:56:22Z,2800000,False,,,0,,T. Maxey personal FOUL (2 PF) (Siakam 2 FT),"[1630178, 1627783]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,200834.0,2.0,0.0,Siakam,1627783.0,,,,,,,,,,,,
286,PT04M45.00S,2024-01-26T00:56:42.5Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,55,44,2024-01-26T00:56:42Z,2820000,False,,,0,,P. Siakam Free Throw 1 of 2 (12 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,Made,12.0,,,,,,,,,,
287,PT04M45.00S,2024-01-26T00:56:43.1Z,2,REGULAR,substitution,out,[],1631097,,,1610612754,55,44,2024-01-26T00:56:54Z,2830000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M45.00S,2024-01-26T00:56:43.1Z,2,REGULAR,substitution,out,[],201976,,,1610612754,55,44,2024-01-26T00:56:54Z,2840000,False,,,0,,SUB out: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M45.00S,2024-01-26T00:56:43.1Z,2,REGULAR,substitution,in,[],1630174,,,1610612754,55,44,2024-01-26T00:56:54Z,2850000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M45.00S,2024-01-26T00:56:43.1Z,2,REGULAR,substitution,in,[],201587,,,1610612754,55,44,2024-01-26T00:56:54Z,2860000,False,,,0,,SUB in: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M45.00S,2024-01-26T00:57:06.8Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,56,44,2024-01-26T00:57:06Z,2870000,False,,,0,,P. Siakam Free Throw 2 of 2 (13 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,Made,13.0,,,,,,,,,,
292,PT04M29.00S,2024-01-26T00:57:24.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,7.178055190538765,47.05882352941176,1610612755,56,44,2024-01-26T00:57:29Z,2880000,False,15.0,15.0,1,left,MISS J. Embiid driving Layup,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,2.1,,,,,,,,,
293,PT04M27.00S,2024-01-26T00:57:26.5Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612754,56,44,2024-01-26T00:57:29Z,2890000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:3),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,292.0,4.0,3.0,1.0,,,
294,PT04M22.00S,2024-01-26T00:57:31.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630174,70.77858081471747,77.20588235294117,1610612754,59,44,2024-01-26T00:58:38Z,2900000,False,136.0,222.0,1,right,A. Nesmith 26' 3PT running (3 PTS) (A. Nembhard 2 AST),"[1630174, 1629614]",1610612754.0,IND,running,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,3.0,26.05,,,,,,,A. Nembhard,1629614.0,2.0
296,PT04M19.00S,2024-01-26T00:57:38.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,59,44,2024-01-26T00:58:38Z,2920000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT04M09.00S,2024-01-26T01:00:51.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.732588699080158,53.431372549019606,1610612755,59,44,2024-01-26T01:00:59Z,2930000,False,-17.0,1.0,1,left,MISS T. Maxey driving reverse Layup,[1630178],1610612755.0,PHI,driving reverse,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,1.73,,,,,,,,,
299,PT04M05.00S,2024-01-26T01:00:55.3Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,59,44,2024-01-26T01:00:59Z,2940000,False,,,0,,M. Turner REBOUND (Off:1 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,298.0,4.0,3.0,1.0,,,
301,PT04M02.00S,2024-01-26T01:00:58.4Z,2,REGULAR,turnover,lost ball,[],1629614,,,1610612754,59,44,2024-01-26T01:01:29Z,2960000,False,,,0,,A. Nembhard lost ball TURNOVER (4 TO),"[1629614, 1626162]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,4.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,,,
302,PT04M02.00S,2024-01-26T01:00:58.4Z,2,REGULAR,steal,,[],1626162,,,1610612755,59,44,2024-01-26T01:01:02Z,2970000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
304,PT03M55.00S,2024-01-26T01:01:09.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630178,11.12023653088042,46.07843137254902,1610612755,59,46,2024-01-26T01:01:14Z,2990000,False,20.0,52.0,1,left,T. Maxey driving floating bank Jump Shot (13 PTS) (J. Embiid 2 AST),"[1630178, 203954]",1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,13.0,5.56,,,,,,,J. Embiid,203954.0,2.0
305,PT03M55.00S,2024-01-26T01:01:12.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626167,,,1610612755,59,46,2024-01-26T01:01:17Z,3000000,False,,,0,,M. Turner shooting personal FOUL (2 PF) (Maxey 1 FT),"[1626167, 1630178]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,1627962.0,2.0,0.0,Maxey,1630178.0,,,,,,,,,,,,
307,PT03M55.00S,2024-01-26T01:01:34.0Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1630178,,,1610612755,59,47,2024-01-26T01:01:34Z,3020000,False,,,0,,T. Maxey Free Throw 1 of 1 (14 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,Made,14.0,,,,,,,,,,
308,PT03M38.00S,2024-01-26T01:01:54.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,81.68528252299606,38.48039215686275,1610612754,59,47,2024-01-26T01:01:58Z,3030000,False,-58.0,120.0,1,right,MISS P. Siakam 13' turnaround fadeaway Shot,[1627783],1610612754.0,IND,turnaround fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,13.28,,,,,,,,,
309,PT03M34.00S,2024-01-26T01:01:58.1Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,59,47,2024-01-26T01:01:58Z,3040000,False,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,308.0,3.0,3.0,0.0,,,
310,PT03M24.00S,2024-01-26T01:02:07.7Z,2,REGULAR,2pt,Jump Shot,[],201587,6.652431011826544,25.735294117647058,1610612755,59,49,2024-01-26T01:02:13Z,3050000,False,121.0,10.0,1,left,N. Batum 12' fadeaway Jump Shot (4 PTS) (K. Martin 1 AST),"[201587, 1630231]",1610612755.0,PHI,fadeaway,,,Batum,N. Batum,,,,,Mid-Range,8-16 Right,,,,,,,,,Made,4.0,12.17,,,,,,,K. Martin,1630231.0,1.0
312,PT03M16.00S,2024-01-26T01:02:15.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630174,92.9862023653088,50.73529411764706,1610612754,61,49,2024-01-26T01:02:20Z,3070000,False,4.0,13.0,1,right,A. Nesmith driving DUNK (5 PTS) (A. Nembhard 3 AST),"[1630174, 1629614]",1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,5.0,1.39,,,,,,,A. Nembhard,1629614.0,3.0
314,PT03M07.00S,2024-01-26T01:02:26.5Z,2,REGULAR,foul,offensive,['inpenalty'],203954,,,1610612755,61,49,2024-01-26T01:02:34Z,3090000,False,,,0,,J. Embiid offensive FOUL (1 PF),"[203954, 1629614]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,1627962.0,1.0,0.0,Nembhard,1629614.0,,,,,,,,,,,,
316,PT03M07.00S,2024-01-26T01:02:26.5Z,2,REGULAR,turnover,offensive foul,[],203954,,,1610612755,61,49,2024-01-26T01:02:26Z,3110000,False,,,0,,J. Embiid offensive foul TURNOVER (2 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,2.0,,,1627962.0,,,,,,,,,,,,,,,,
317,PT02M50.00S,2024-01-26T01:02:55.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,67.23061760840999,56.127450980392155,1610612754,64,49,2024-01-26T01:03:01Z,3120000,False,31.0,256.0,1,right,B. Hield 25' 3PT  (8 PTS) (A. Nembhard 4 AST),"[1627741, 1629614]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,,,,Made,8.0,25.73,,,,,,,A. Nembhard,1629614.0,4.0
319,PT02M35.00S,2024-01-26T01:03:13.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629614,,,1610612755,64,49,2024-01-26T01:03:19Z,3140000,False,,,0,,A. Nembhard personal FOUL (1 PF) (Embiid 2 FT),"[1629614, 203954]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,,,,1627962.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,,,
321,PT02M35.00S,2024-01-26T01:03:46.7Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,64,50,2024-01-26T01:04:17Z,3160000,False,,,0,,J. Embiid Free Throw 1 of 2 (17 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,Made,17.0,,,,,,,,,,
322,PT02M35.00S,2024-01-26T01:03:47.4Z,2,REGULAR,substitution,out,[],1630231,,,1610612755,64,50,2024-01-26T01:03:54Z,3170000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT02M35.00S,2024-01-26T01:03:47.4Z,2,REGULAR,substitution,out,[],1626162,,,1610612755,64,50,2024-01-26T01:03:54Z,3180000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M35.00S,2024-01-26T01:03:47.4Z,2,REGULAR,substitution,in,[],201976,,,1610612755,64,50,2024-01-26T01:03:54Z,3190000,False,,,0,,SUB in: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT02M35.00S,2024-01-26T01:03:47.4Z,2,REGULAR,substitution,in,[],1627863,,,1610612755,64,50,2024-01-26T01:03:54Z,3200000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT02M35.00S,2024-01-26T01:03:46.7Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,64,50,2024-01-26T01:04:17Z,3210000,False,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
327,PT02M33.00S,2024-01-26T01:03:48.7Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612754,64,50,2024-01-26T01:04:17Z,3220000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:4),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,326.0,5.0,4.0,1.0,,,
328,PT02M19.00S,2024-01-26T01:04:30.3Z,2,REGULAR,3pt,Jump Shot,[],1630174,69.59592641261499,23.03921568627451,1610612754,67,50,2024-01-26T01:04:35Z,3230000,False,-135.0,233.0,1,right,A. Nesmith 26' 3PT  (8 PTS) (A. Nembhard 5 AST),"[1630174, 1629614]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,8.0,26.94,,,,,,,A. Nembhard,1629614.0,5.0
330,PT02M06.00S,2024-01-26T01:04:42.4Z,2,REGULAR,3pt,Jump Shot,[],201587,17.69053876478318,6.61764705882353,1610612755,67,53,2024-01-26T01:04:47Z,3250000,False,217.0,114.0,1,left,N. Batum 24' 3PT  (7 PTS) (J. Embiid 3 AST),"[201587, 203954]",1610612755.0,PHI,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,7.0,24.49,,,,,,,J. Embiid,203954.0,3.0
332,PT01M54.00S,2024-01-26T01:04:57.1Z,2,REGULAR,turnover,traveling,[],1629614,,,1610612754,67,53,2024-01-26T01:05:04Z,3270000,False,,,0,,A. Nembhard traveling TURNOVER (5 TO),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,5.0,,,200834.0,,,,,,,,,,,,,,,,
333,PT01M45.00S,2024-01-26T01:05:18.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,7.440867279894875,50.245098039215684,1610612755,67,55,2024-01-26T01:05:24Z,3280000,False,-1.0,17.0,1,left,T. Maxey driving finger roll Layup (16 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,16.0,1.74,,,,,,,,,
334,PT01M45.00S,2024-01-26T01:05:22.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630174,,,1610612755,67,55,2024-01-26T01:05:32Z,3290000,False,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Maxey 1 FT),"[1630174, 1630178]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,200834.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,,,,
336,PT01M45.00S,2024-01-26T01:05:59.7Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1630178,,,1610612755,67,56,2024-01-26T01:05:59Z,3310000,False,,,0,,T. Maxey Free Throw 1 of 1 (17 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,Made,17.0,,,,,,,,,,
337,PT01M33.00S,2024-01-26T01:06:13.1Z,2,REGULAR,3pt,Jump Shot,[],1626167,65.25952693823915,55.63725490196079,1610612754,70,56,2024-01-26T01:06:17Z,3320000,False,28.0,274.0,1,right,M. Turner 27' 3PT  (10 PTS) (P. Siakam 6 AST),"[1626167, 1627783]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,,,,Made,10.0,27.55,,,,,,,P. Siakam,1627783.0,6.0
339,PT01M12.00S,2024-01-26T01:06:33.2Z,2,REGULAR,2pt,Jump Shot,[],203954,24.917871222076215,47.549019607843135,1610612755,70,58,2024-01-26T01:06:37Z,3340000,False,12.0,182.0,1,left,J. Embiid 18' Jump Shot (19 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,,,,,,,,,Made,19.0,18.21,,,,,,,,,
340,PT01M01.00S,2024-01-26T01:06:49.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,92.06636005256242,44.85294117647059,1610612754,72,58,2024-01-26T01:06:54Z,3350000,False,-26.0,22.0,1,right,A. Nesmith driving Layup (10 PTS) (M. Turner 1 AST),"[1630174, 1626167]",1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,10.0,3.39,,,,,,,M. Turner,1626167.0,1.0
342,PT01M01.00S,2024-01-26T01:06:51.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201976,,,1610612754,72,58,2024-01-26T01:06:56Z,3370000,False,,,0,,P. Beverley shooting personal FOUL (1 PF) (Nesmith 1 FT),"[201976, 1630174]",1610612755.0,PHI,shooting,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,200834.0,1.0,0.0,Nesmith,1630174.0,,,,,,,,,,,,
344,PT01M01.00S,2024-01-26T01:07:04.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612754,72,58,2024-01-26T01:13:17Z,3390000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT01M01.00S,2024-01-26T01:12:18.5Z,2,REGULAR,freethrow,1 of 1,[],1630174,,,1610612754,73,58,2024-01-26T01:12:18Z,3410000,False,,,0,,A. Nesmith Free Throw 1 of 1 (11 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,Made,11.0,,,,,,,,,,
347,PT00M40.90S,2024-01-26T01:12:45.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627783,,,1610612755,73,58,2024-01-26T01:12:55Z,3420000,False,,,0,,P. Siakam personal FOUL (2 PF) (Beverley 2 FT),"[1627783, 201976]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,1627962.0,2.0,0.0,Beverley,201976.0,,,,,,,,,,,,
