actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
421,PT02M57.00S,2023-12-31T01:40:05.9Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,95,85,2023-12-31T01:40:09Z,4140000,False,,,0,,J. Randle REBOUND (Off:2 Def:5),[203944],1610612752.0,NYK,,Randle,J. Randle,,Above the Break 3,24+ Right Center,,,420.0,7.0,5.0,2.0,,,,,,,,,,,,,,,,,,,
422,PT02M53.00S,2023-12-31T01:40:10.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,69.85873850197109,74.01960784313727,1610612752,95,85,2023-12-31T01:40:21Z,4150000,False,120.0,231.0,1,right,MISS J. Brunson 26' running pullup 3PT,[1628973],1610612752.0,NYK,,Brunson,J. Brunson,running pullup,Above the Break 3,24+ Right Center,26.02,Missed,,,,,,,,,,,,,,,,,,,,,,,
423,PT02M50.00S,2023-12-31T01:40:13.5Z,3,REGULAR,rebound,defensive,[],1630167,,,1610612754,95,85,2023-12-31T01:40:21Z,4160000,False,,,0,,O. Toppin REBOUND (Off:1 Def:5),[1630167],1610612754.0,IND,,Toppin,O. Toppin,,Above the Break 3,24+ Right Center,,,422.0,6.0,5.0,1.0,,,,,,,,,,,,,,,,,,,
424,PT02M41.00S,2023-12-31T01:40:22.4Z,3,REGULAR,3pt,Jump Shot,[],1630174,6.652431011826544,3.431372549019608,1610612754,98,85,2023-12-31T01:40:28Z,4170000,False,233.0,10.0,1,left,A. Nesmith 3PT  (15 PTS) (T. Haliburton 19 AST),"[1630174, 1630169]",1610612754.0,IND,,Nesmith,A. Nesmith,,Right Corner 3,24+ Right,23.3,Made,,,,,15.0,T. Haliburton,1630169.0,19.0,,,,,,,,,,,,,,,
426,PT02M20.00S,2023-12-31T01:40:43.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,88.64980289093299,47.549019607843135,1610612752,98,85,2023-12-31T01:41:18Z,4190000,False,-12.0,54.0,1,right,MISS J. Randle Layup - blocked,"[203944, 1630167]",1610612752.0,NYK,,Randle,J. Randle,,In The Paint (Non-RA),0-8 Center,5.56,Missed,,,,,,,,,,,,Toppin,1630167.0,,,,,,,,,,
427,PT02M20.00S,2023-12-31T01:40:43.3Z,3,REGULAR,block,,[],1630167,,,1610612752,98,85,2023-12-31T01:40:45Z,4200000,False,,,0,,O. Toppin BLOCK (3 BLK),[1630167],1610612754.0,IND,,Toppin,O. Toppin,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT02M18.00S,2023-12-31T01:40:45.3Z,3,REGULAR,rebound,offensive,[],203944,,,1610612752,98,85,2023-12-31T01:41:54Z,4210000,False,,,0,,J. Randle REBOUND (Off:3 Def:5),[203944],1610612752.0,NYK,,Randle,J. Randle,,In The Paint (Non-RA),0-8 Center,,,426.0,8.0,5.0,3.0,,,,,,,,,,,,,,,,,,,
429,PT02M18.00S,2023-12-31T01:40:48.1Z,3,REGULAR,foul,personal,['2freethrow'],1630167,,,1610612752,98,85,2023-12-31T01:40:57Z,4220000,False,,,0,,O. Toppin shooting personal FOUL (2 PF) (Randle 2 FT),"[1630167, 203944]",1610612754.0,IND,201639.0,Toppin,O. Toppin,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Randle,203944.0,,,,,,
431,PT02M18.00S,2023-12-31T01:41:20.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203944,,,1610612752,98,86,2023-12-31T01:41:20Z,4240000,False,,,0,,J. Randle Free Throw 1 of 2 (21 PTS),[203944],1610612752.0,NYK,,Randle,J. Randle,,,,,Made,,,,,21.0,,,,,,,,,,,,,,,,,,
432,PT02M18.00S,2023-12-31T01:41:21.5Z,3,REGULAR,substitution,out,[],1630174,,,1610612752,98,86,2023-12-31T01:41:33Z,4250000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT02M18.00S,2023-12-31T01:41:21.5Z,3,REGULAR,substitution,out,[],1626167,,,1610612752,98,86,2023-12-31T01:41:33Z,4260000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M18.00S,2023-12-31T01:41:21.5Z,3,REGULAR,substitution,out,[],1628392,,,1610612752,98,86,2023-12-31T01:41:33Z,4270000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT02M18.00S,2023-12-31T01:41:21.5Z,3,REGULAR,substitution,in,[],1630188,,,1610612752,98,86,2023-12-31T01:41:33Z,4280000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT02M18.00S,2023-12-31T01:41:21.5Z,3,REGULAR,substitution,in,[],1631097,,,1610612752,98,86,2023-12-31T01:41:33Z,4290000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT02M18.00S,2023-12-31T01:41:21.5Z,3,REGULAR,substitution,in,[],201959,,,1610612752,98,86,2023-12-31T01:41:33Z,4300000,False,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M18.00S,2023-12-31T01:41:45.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203944,,,1610612752,98,87,2023-12-31T01:41:45Z,4310000,False,,,0,,J. Randle Free Throw 2 of 2 (22 PTS),[203944],1610612752.0,NYK,,Randle,J. Randle,,,,,Made,,,,,22.0,,,,,,,,,,,,,,,,,,
439,PT02M03.00S,2023-12-31T01:42:01.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,6.258212877792378,50.73529411764706,1610612754,100,87,2023-12-31T01:42:07Z,4320000,False,-4.0,6.0,1,left,O. Toppin cutting DUNK (7 PTS) (J. Smith 1 AST),"[1630167, 1630188]",1610612754.0,IND,,Toppin,O. Toppin,cutting,Restricted Area,0-8 Center,0.73,Made,,,,,7.0,J. Smith,1630188.0,1.0,,,,,,,,,,,,,,,
441,PT01M50.00S,2023-12-31T01:42:14.5Z,3,REGULAR,3pt,Jump Shot,[],1628973,67.49342969776609,33.33333333333333,1610612752,100,87,2023-12-31T01:42:19Z,4340000,False,-83.0,253.0,1,right,MISS J. Brunson 26' pullup 3PT,[1628973],1610612752.0,NYK,,Brunson,J. Brunson,pullup,Above the Break 3,24+ Left Center,26.65,Missed,,,,,,,,,,,,,,,,,,,,,,,
442,PT01M47.00S,2023-12-31T01:42:17.5Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612754,100,87,2023-12-31T01:42:19Z,4350000,False,,,0,,T. Haliburton REBOUND (Off:1 Def:3),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,Above the Break 3,24+ Left Center,,,441.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
443,PT01M31.00S,2023-12-31T01:42:35.7Z,3,REGULAR,foul,personal,['2freethrow'],201959,,,1610612754,100,87,2023-12-31T01:42:43Z,4360000,False,,,0,,T. Gibson shooting personal FOUL (1 PF) (Smith 2 FT),"[201959, 1630188]",1610612752.0,NYK,1628172.0,Gibson,T. Gibson,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Smith,1630188.0,,,,,,
445,PT01M31.00S,2023-12-31T01:43:01.9Z,3,REGULAR,freethrow,1 of 2,[],1630188,,,1610612754,101,87,2023-12-31T01:43:01Z,4380000,False,,,0,,J. Smith Free Throw 1 of 2 (6 PTS),[1630188],1610612754.0,IND,,Smith,J. Smith,,,,,Made,,,,,6.0,,,,,,,,,,,,,,,,,,
446,PT01M31.00S,2023-12-31T01:43:02.5Z,3,REGULAR,substitution,out,[],1629614,,,1610612754,101,87,2023-12-31T01:43:09Z,4390000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT01M31.00S,2023-12-31T01:43:02.5Z,3,REGULAR,substitution,out,[],1628973,,,1610612754,101,87,2023-12-31T01:43:09Z,4400000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT01M31.00S,2023-12-31T01:43:02.5Z,3,REGULAR,substitution,in,[],1627741,,,1610612754,101,87,2023-12-31T01:43:09Z,4410000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT01M31.00S,2023-12-31T01:43:02.5Z,3,REGULAR,substitution,in,[],1630540,,,1610612754,101,87,2023-12-31T01:43:09Z,4420000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT01M31.00S,2023-12-31T01:43:20.7Z,3,REGULAR,freethrow,2 of 2,[],1630188,,,1610612754,102,87,2023-12-31T01:43:20Z,4430000,False,,,0,,J. Smith Free Throw 2 of 2 (7 PTS),[1630188],1610612754.0,IND,,Smith,J. Smith,,,,,Made,,,,,7.0,,,,,,,,,,,,,,,,,,
451,PT01M10.00S,2023-12-31T01:43:45.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,92.46057818659659,55.14705882352941,1610612752,102,87,2023-12-31T01:43:54Z,4440000,False,26.0,18.0,1,right,MISS J. Randle driving Layup - blocked,"[203944, 1630188]",1610612752.0,NYK,,Randle,J. Randle,driving,Restricted Area,0-8 Center,3.16,Missed,,,,,,,,,,,,Smith,1630188.0,,,,,,,,,,
452,PT01M10.00S,2023-12-31T01:43:45.3Z,3,REGULAR,block,,[],1630188,,,1610612752,102,87,2023-12-31T01:43:47Z,4450000,False,,,0,,J. Smith BLOCK (2 BLK),[1630188],1610612754.0,IND,,Smith,J. Smith,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT01M09.00S,2023-12-31T01:43:46.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,102,87,2023-12-31T01:43:54Z,4460000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,Restricted Area,0-8 Center,,,451.0,,,,,,,,,,,,,,,,,,,,,,
455,PT01M06.00S,2023-12-31T01:44:01.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,91.67214191852825,53.67647058823529,1610612752,102,87,2023-12-31T01:44:05Z,4480000,False,18.0,26.0,1,right,MISS J. Randle Layup,[203944],1610612752.0,NYK,,Randle,J. Randle,,Restricted Area,0-8 Center,3.17,Missed,,,,,,,,,,,,,,,,,,,,,,,
456,PT01M04.00S,2023-12-31T01:44:03.3Z,3,REGULAR,rebound,defensive,[],1630167,,,1610612754,102,87,2023-12-31T01:44:03Z,4490000,False,,,0,,O. Toppin REBOUND (Off:1 Def:6),[1630167],1610612754.0,IND,,Toppin,O. Toppin,,Restricted Area,0-8 Center,,,455.0,7.0,6.0,1.0,,,,,,,,,,,,,,,,,,,
457,PT01M04.00S,2023-12-31T01:44:07.8Z,3,REGULAR,foul,technical,['1freethrow'],203944,,,1610612754,102,87,2023-12-31T01:44:21Z,4500000,False,,,0,,J. Randle technical FOUL (1 Tech),[203944],1610612752.0,NYK,1628172.0,Randle,J. Randle,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
458,PT01M04.00S,2023-12-31T01:44:28.7Z,3,REGULAR,freethrow,1 of 1,[],1630169,,,1610612754,103,87,2023-12-31T01:44:28Z,4510000,False,,,0,,T. Haliburton technical Free Throw 1 of 1 (15 PTS),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,technical,,,,Made,,,,,15.0,,,,,,,,,,,,,,,,,,
459,PT00M54.80S,2023-12-31T01:44:55.9Z,3,REGULAR,3pt,Jump Shot,[],1630169,27.677398160315374,83.57843137254902,1610612754,103,87,2023-12-31T01:45:00Z,4520000,False,-168.0,208.0,1,left,MISS T. Haliburton 26' pullup 3PT,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,pullup,Above the Break 3,24+ Left Center,26.71,Missed,,,,,,,,,,,,,,,,,,,,,,,
460,PT00M51.20S,2023-12-31T01:44:59.5Z,3,REGULAR,rebound,offensive,[],1630167,,,1610612754,103,87,2023-12-31T01:44:59Z,4530000,False,,,0,,O. Toppin REBOUND (Off:2 Def:6),[1630167],1610612754.0,IND,,Toppin,O. Toppin,,Above the Break 3,24+ Left Center,,,459.0,8.0,6.0,2.0,,,,,,,,,,,,,,,,,,,
461,PT00M49.00S,2023-12-31T01:45:01.7Z,3,REGULAR,turnover,lost ball,[],1627741,,,1610612754,103,87,2023-12-31T01:45:05Z,4540000,False,,,0,,B. Hield lost ball TURNOVER (1 TO),"[1627741, 203095]",1610612754.0,IND,,Hield,B. Hield,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,Fournier,203095.0,,,,,,,,,,,,
462,PT00M49.00S,2023-12-31T01:45:01.7Z,3,REGULAR,steal,,[],203095,,,1610612752,103,87,2023-12-31T01:45:03Z,4550000,False,,,0,,E. Fournier STEAL (2 STL),[203095],1610612752.0,NYK,,Fournier,E. Fournier,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT00M44.50S,2023-12-31T01:45:07.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628978,91.40932982917214,47.794117647058826,1610612752,103,89,2023-12-31T01:45:14Z,4560000,False,-11.0,28.0,1,right,D. DiVincenzo running finger roll Layup (25 PTS) (E. Fournier 2 AST),"[1628978, 203095]",1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,running finger roll,Restricted Area,0-8 Center,3.04,Made,,,,,25.0,E. Fournier,203095.0,2.0,,,,,,,,,,,,,,,
465,PT00M44.50S,2023-12-31T01:45:10.8Z,3,REGULAR,foul,personal,['1freethrow'],1630188,,,1610612752,103,89,2023-12-31T01:45:17Z,4580000,False,,,0,,J. Smith shooting personal FOUL (2 PF) (DiVincenzo 1 FT),"[1630188, 1628978]",1610612754.0,IND,201639.0,Smith,J. Smith,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,DiVincenzo,1628978.0,,,,,,
467,PT00M44.50S,2023-12-31T01:45:31.2Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628978,,,1610612752,103,90,2023-12-31T01:45:31Z,4600000,False,,,0,,D. DiVincenzo Free Throw 1 of 1 (26 PTS),[1628978],1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,,,,,Made,,,,,26.0,,,,,,,,,,,,,,,,,,
468,PT00M30.60S,2023-12-31T01:45:46.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,6.258212877792378,47.30392156862745,1610612754,105,90,2023-12-31T01:45:50Z,4610000,False,13.0,6.0,1,left,T. Haliburton driving finger roll Layup (17 PTS),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,driving finger roll,Restricted Area,0-8 Center,1.49,Made,,,,,17.0,,,,,,,,,,,,,,,,,,
469,PT00M12.10S,2023-12-31T01:46:08.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,87.20433639947439,38.48039215686275,1610612752,105,92,2023-12-31T01:51:58Z,4620000,False,-58.0,68.0,1,right,J. Randle 8' driving floating bank Jump Shot (24 PTS),[203944],1610612752.0,NYK,,Randle,J. Randle,driving floating bank,In The Paint (Non-RA),8-16 Left,8.9,Made,,,,,24.0,,,,,,,,,,,,,,,,,,
470,PT00M01.50S,2023-12-31T01:46:21.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630167,17.427726675427067,59.80392156862745,1610612754,105,92,2023-12-31T01:46:27Z,4630000,False,-49.0,111.0,1,left,MISS O. Toppin 12' pullup Shot,[1630167],1610612754.0,IND,,Toppin,O. Toppin,pullup,In The Paint (Non-RA),8-16 Center,12.16,Missed,,,,,,,,,,,,,,,,,,,,,,,
471,PT00M01.50S,2023-12-31T01:46:21.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,105,92,2023-12-31T01:46:27Z,4640000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,In The Paint (Non-RA),8-16 Center,,,470.0,,,,,,,,,,,,,,,,,,,,,,
472,PT00M00.00S,2023-12-31T01:46:26.4Z,3,REGULAR,period,end,[],0,,,1610612754,105,92,2023-12-31T01:46:26Z,4650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2023-12-31T01:48:38.2Z,4,REGULAR,substitution,out,['startperiod'],1630169,,,1610612754,105,92,2023-12-31T01:48:57Z,4660000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2023-12-31T01:48:38.2Z,4,REGULAR,substitution,out,['startperiod'],1628978,,,1610612754,105,92,2023-12-31T01:48:57Z,4670000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2023-12-31T01:48:38.2Z,4,REGULAR,substitution,out,['startperiod'],203944,,,1610612754,105,92,2023-12-31T01:48:57Z,4680000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2023-12-31T01:48:38.2Z,4,REGULAR,substitution,in,['startperiod'],204456,,,1610612754,105,92,2023-12-31T01:48:57Z,4690000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2023-12-31T01:48:38.2Z,4,REGULAR,substitution,in,['startperiod'],1628973,,,1610612754,105,92,2023-12-31T01:48:57Z,4700000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2023-12-31T01:48:38.2Z,4,REGULAR,substitution,in,['startperiod'],1628404,,,1610612754,105,92,2023-12-31T01:48:57Z,4710000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2023-12-31T01:49:13.9Z,4,REGULAR,period,start,[],0,,,1610612752,105,92,2023-12-31T01:49:13Z,4720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT11M46.00S,2023-12-31T01:49:29.1Z,4,REGULAR,foul,offensive,[],201959,,,1610612752,105,92,2023-12-31T01:49:36Z,4730000,False,,,0,,T. Gibson offensive FOUL (2 PF),"[201959, 204456]",1610612752.0,NYK,203592.0,Gibson,T. Gibson,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,2.0,0.0,McConnell,204456.0,,,,,,
482,PT11M46.00S,2023-12-31T01:49:29.1Z,4,REGULAR,turnover,offensive foul,[],201959,,,1610612752,105,92,2023-12-31T01:49:29Z,4750000,False,,,0,,T. Gibson offensive foul TURNOVER (1 TO),[201959],1610612752.0,NYK,203592.0,Gibson,T. Gibson,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,,,,,,,,,,,,,,
483,PT11M37.00S,2023-12-31T01:49:51.9Z,4,REGULAR,foul,personal,['2freethrow'],201959,,,1610612754,105,92,2023-12-31T01:49:58Z,4760000,False,,,0,,T. Gibson shooting personal FOUL (3 PF) (Smith 2 FT),"[201959, 1630188]",1610612752.0,NYK,203592.0,Gibson,T. Gibson,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,Smith,1630188.0,,,,,,
485,PT11M37.00S,2023-12-31T01:50:14.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630188,,,1610612754,105,92,2023-12-31T01:50:32Z,4780000,False,,,0,,MISS J. Smith Free Throw 1 of 2,[1630188],1610612754.0,IND,,Smith,J. Smith,,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,
486,PT11M37.00S,2023-12-31T01:50:14.4Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,105,92,2023-12-31T01:50:32Z,4790000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,485.0,,,,,,,,,,,,,,,,,,,,,,
487,PT11M37.00S,2023-12-31T01:50:14.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630188,,,1610612754,105,92,2023-12-31T01:50:32Z,4800000,False,,,0,,MISS J. Smith Free Throw 2 of 2,[1630188],1610612754.0,IND,,Smith,J. Smith,,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,
488,PT11M36.00S,2023-12-31T01:50:15.4Z,4,REGULAR,rebound,defensive,[],203095,,,1610612752,105,92,2023-12-31T01:50:32Z,4810000,False,,,0,,E. Fournier REBOUND (Off:0 Def:2),[203095],1610612752.0,NYK,,Fournier,E. Fournier,,,,,,487.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
489,PT11M21.00S,2023-12-31T01:50:45.4Z,4,REGULAR,3pt,Jump Shot,[],203095,93.24901445466492,94.36274509803921,1610612752,105,92,2023-12-31T01:50:50Z,4820000,False,222.0,11.0,1,right,MISS E. Fournier 3PT,[203095],1610612752.0,NYK,,Fournier,E. Fournier,,Right Corner 3,24+ Right,22.21,Missed,,,,,,,,,,,,,,,,,,,,,,,
490,PT11M19.00S,2023-12-31T01:50:47.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612752,105,92,2023-12-31T01:51:20Z,4830000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,Right Corner 3,24+ Right,,,489.0,,,,,,,,,,,,,,,,,,,,,,
492,PT11M17.00S,2023-12-31T01:51:10.9Z,4,REGULAR,foul,personal,['2freethrow'],1630167,,,1610612752,105,92,2023-12-31T01:51:16Z,4850000,False,,,0,,O. Toppin shooting personal FOUL (3 PF) (Hart 2 FT),"[1630167, 1628404]",1610612754.0,IND,203592.0,Toppin,O. Toppin,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,Hart,1628404.0,,,,,,
494,PT11M17.00S,2023-12-31T01:51:32.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628404,,,1610612752,105,92,2023-12-31T01:51:32Z,4870000,False,,,0,,MISS J. Hart Free Throw 1 of 2,[1628404],1610612752.0,NYK,,Hart,J. Hart,,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,
495,PT11M17.00S,2023-12-31T01:51:32.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,105,92,2023-12-31T01:51:32Z,4880000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,494.0,,,,,,,,,,,,,,,,,,,,,,
496,PT11M17.00S,2023-12-31T01:51:49.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628404,,,1610612752,105,93,2023-12-31T01:51:49Z,4890000,False,,,0,,J. Hart Free Throw 2 of 2 (8 PTS),[1628404],1610612752.0,NYK,,Hart,J. Hart,,,,,Made,,,,,8.0,,,,,,,,,,,,,,,,,,
497,PT10M52.00S,2023-12-31T01:52:16.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,5.075558475689881,54.166666666666664,1610612754,107,93,2023-12-31T01:52:21Z,4900000,False,-21.0,-5.0,1,left,J. Smith cutting Layup (9 PTS) (O. Toppin 2 AST),"[1630188, 1630167]",1610612754.0,IND,,Smith,J. Smith,cutting,Restricted Area,0-8 Center,2.13,Made,,,,,9.0,O. Toppin,1630167.0,2.0,,,,,,,,,,,,,,,
499,PT10M41.00S,2023-12-31T01:52:27.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,87.07293035479631,37.99019607843137,1610612752,107,95,2023-12-31T01:52:31Z,4920000,False,-60.0,69.0,1,right,J. Brunson 9' driving finger roll Layup (25 PTS),[1628973],1610612752.0,NYK,,Brunson,J. Brunson,driving finger roll,In The Paint (Non-RA),8-16 Left,9.14,Made,,,,,25.0,,,,,,,,,,,,,,,,,,
500,PT10M29.00S,2023-12-31T01:52:39.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,6.652431011826544,53.92156862745098,1610612754,109,95,2023-12-31T01:53:50Z,4930000,False,-20.0,10.0,1,left,O. Toppin finger roll Layup (9 PTS) (T. McConnell 2 AST),"[1630167, 204456]",1610612754.0,IND,,Toppin,O. Toppin,finger roll,Restricted Area,0-8 Center,2.2,Made,,,,,9.0,T. McConnell,204456.0,2.0,,,,,,,,,,,,,,,
502,PT10M29.00S,2023-12-31T01:52:42.5Z,4,REGULAR,foul,personal,['1freethrow'],1628404,,,1610612754,109,95,2023-12-31T01:52:49Z,4950000,False,,,0,,J. Hart shooting personal FOUL (1 PF) (Toppin 1 FT),"[1628404, 1630167]",1610612752.0,NYK,203592.0,Hart,J. Hart,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Toppin,1630167.0,,,,,,
504,PT10M29.00S,2023-12-31T01:53:07.2Z,4,REGULAR,freethrow,1 of 1,[],1630167,,,1610612754,109,95,2023-12-31T01:53:10Z,4970000,False,,,0,,MISS O. Toppin Free Throw 1 of 1,[1630167],1610612754.0,IND,,Toppin,O. Toppin,,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,
505,PT10M27.00S,2023-12-31T01:53:09.2Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612752,109,95,2023-12-31T01:53:10Z,4980000,False,,,0,,J. Hart REBOUND (Off:3 Def:6),[1628404],1610612752.0,NYK,,Hart,J. Hart,,,,,,504.0,9.0,6.0,3.0,,,,,,,,,,,,,,,,,,,
506,PT10M13.00S,2023-12-31T01:53:24.9Z,4,REGULAR,foul,personal,['2freethrow'],1630167,,,1610612752,109,95,2023-12-31T01:53:31Z,4990000,False,,,0,,O. Toppin shooting personal FOUL (4 PF) (Brunson 2 FT),"[1630167, 1628973]",1610612754.0,IND,203592.0,Toppin,O. Toppin,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,4.0,0.0,Brunson,1628973.0,,,,,,
508,PT10M13.00S,2023-12-31T01:53:52.8Z,4,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,109,95,2023-12-31T01:53:52Z,5010000,False,,,0,,MISS J. Brunson Free Throw 1 of 2,[1628973],1610612752.0,NYK,,Brunson,J. Brunson,,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,
